Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Производительность,Вес (с упаковкой),Подключение к водопроводу,Счетчик напитков,Вспенивание молока,Радиомодуль,Ринзер
https://cdn.entero.ru/mp@2x/70/d4/70d4a751fb9dfaa7e009f2540b510361.jpg;https://cdn.entero.ru/mp@2x/79/c7/79c787fa83f3f1b3127f8033e116ffea.jpg;https://cdn.entero.ru/mp@2x/d4/a4/d4a4b9878d977b234c7a7e1ebb9574bc.jpg;https://cdn.entero.ru/mp@2x/74/83/7483c06abdfa4239ae6906dda6639171.jpg;https://cdn.entero.ru/mp@2x/9e/fe/9efe5b6fefbd6e5770f9085f269a299e.jpg,Пеновзбиватель CASO Crema Latte & Cacao,Пеновзбиватель CASO Crema Latte & Cacao,10717,RUB,Нет,CASO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/117448,"<p>Пеновзбиватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117448""><b class=""b"">CASO Crema Latte & Cacao </b></a>используется в кофейнях, барах, ресторанах и в домашних условиях для получения холодной и горячей кремообразной молочной пены для приготовления латте маккиато, горячего шоколада, капучино и фрапе. Модель оснащена чашей из нержавеющей стали с теплоизолированной ручкой, съемным вспенивателем и прозрачной крышкой. Корпус выполнен из черного пластика, внутренняя поверхность - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция Choco для приготовления горячего шоколада из кусочков шоколада</li>
<li>Быстрый нагрев и отсутствие пригорания молока</li>
<li>Быстрое образование пены</li>
<li>Вращение на подставке на 360°</li>
<li>Автоматическое отключение </li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Емкость:
<ul>
<li>Вспенивание: до 0,15 л</li>
<li>Нагрев: до 0,25 мл</li>
</ul>
</li>
</ul>",117448,настольный,220 В,0.55 кВт,120 мм,120 мм,220 мм,,Китай,,,0,https://entero.ru/manuals/118837/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Crema%20Latte%20%26%20Cacao%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240220&hd=2&autoplay=0,1.3 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/b9/85/b985b6d6eedcac8c14851db8c2227b8c.jpg;https://cdn.entero.ru/mp@2x/30/c8/30c83771c72db4780ec18350d23fec77.jpg;https://cdn.entero.ru/mp@2x/7e/ec/7eeca34efa90a94e1f59c3f80f27cde9.jpg;https://cdn.entero.ru/mp@2x/d3/46/d346e09044d0595711cd7c87ebaba04b.jpg;https://cdn.entero.ru/mp@2x/f6/74/f674fc11cb426f4c6a108c67144ce4b4.jpg;https://cdn.entero.ru/mp@2x/d9/d2/d9d278580092d79d2a78410ddd0d7b1d.jpg;https://cdn.entero.ru/mp@2x/28/78/287837216ff55906967f549b9117a331.jpg,Вспениватель молока SMEG MFF02PBEU голубой,8017709353117,13990,RUB,Нет,SMEG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/375578,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375578""><b class=""b"">Smeg MFF02PBEU</b></a> используется в частных домах и квартирах для приготовления молочной пены для кофейных напитков и горячего шоколада. Модель оснащена многофункциональной кнопкой, съемным венчиком и нескользящими ножками. Корпус и крышка выполнены из пластика, внутреннее покрытие - из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Горячее молоко</li>
<li>Горячая молочная пена</li>
<li>Холодная молочная пена</li>
</ul>
</li>
<li>Автоматическое выключение</li>
<li>Съемный кувшин</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Объем:
<ul>
<li>Минимальный: 60 мл</li>
<li>Максимальный при вспенивании: 120 мл</li>
<li>Максимальный при нагреве: 180 мл</li>
</ul>
</li>
<li>Время отключения питания: 1 мин.</li>
<li>Длина электрического кабеля: 600 мм</li>
</ul>",375578,настольный,220 В,0.5 кВт,93 мм,93 мм,200 мм,1 кг,Италия,1,144x144x276 мм,0,https://entero.ru/manuals/511438/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20MFF02PBEU.pdf,14726,,,,,,,,Да,,
https://cdn.entero.ru/mp@2x/32/f7/32f79aaa8a6aa1156f81e37f4fbceb36.jpg,Вспениватель молока MS 3089 розовый,Вспениватель молока MS 3089 розовый,506,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/226792,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226792""><b class=""b"">Clatronic MS 3089</b></a> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей типа AA. Модель оснащена рукояткой с выключателем, покрытием Soft touch и венчиком из нержавеющей стали. </p>

<p>Батареи в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение батареи: 1,5 В</li>
<li>Цвет: розовый</li>
</ul>",226792,ручной,,,47 мм,32 мм,225 мм,,Китай,,,0,,713,,,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/88/54/8854569f2d7767af0b693beae72995e1.jpg;https://cdn.entero.ru/mp@2x/f9/48/f948d429308a74e740b346924b7a6d17.jpg;https://cdn.entero.ru/mp@2x/45/69/45690046d7ecdd87a848cfad295c1606.jpg;https://cdn.entero.ru/mp@2x/67/b2/67b2a67ee85a8a58d147d9d2bf464e76.jpg;https://cdn.entero.ru/mp@2x/d8/dd/d8dda481977a9ff651b679fb7458e2eb.jpg,Вспениватель молока VIATTO VA-MF426S,Вспениватель молока VIATTO VA-MF426S,1246,RUB,Нет,VIATTO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/202821,"<p>Вспениватель молока<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202821"">VIATTO VA-MF426S</a></b> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей размера AA. Модель оснащена рукояткой с выключателем, венчиком и изящной вертикальной подставкой. Корпус выполнен из прочного черного пластика, венчик – из нержавеющей стали 304.</p>

<p><span style=""color:#FF0000;"">Батареи не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 19000 об./мин.</li>
<li>Длина венчика: 90 мм</li>
<li>Габариты в упаковке: 490х275х410 мм</li>
</ul>",202821,"настольный, ручной",,,,,,,Китай,,,0,https://entero.ru/manuals/408458/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1639,,0.18 кг,Италия,,0.213 кг,,,,,
https://cdn.entero.ru/mp@2x/d6/29/d62988b43dd506f72bd81486b3b97540.jpg;https://cdn.entero.ru/mp@2x/d5/ee/d5ee0a79b654e11e5fd51a05c87a918d.jpg;https://cdn.entero.ru/mp@2x/d4/27/d4275c307e12264244c76578eb592a8c.jpg,Вспениватель молока Gemlux GL-FM-87,Вспениватель молока Gemlux GL-FM-87,1423,RUB,Нет,Gemlux,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/111301,"<p>Вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111301"">Gemlux GL-FM-87</a></b> предназначен для насыщения молока пузырьками воздуха, что создает стойкую мелкодисперсную пену, на предприятиях общественного питания и торговли. Модель оснащена микродвигателем, расположенным в ручке, насадкой в виде кольцевой спиральной пружины и светодиодной подсветкой голубого цвета. Корпус и насадка выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят крышка и подставка. Батарейки в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура молока для вспенивая: от 65 до 70</li>
<li>Время непрерывной работы: не более 30 сек.</li>
<li>Питание: 2 батарейки АА</li>
</ul>",111301,ручной,,,38 мм,38 мм,235 мм,,Китай,,,0,https://entero.ru/manuals/107514/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-FM-87.pdf,1976,,0.3 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/7d/79/7d79973fe45bda0a0f2cf640cea376d0.jpg,Подогреватель и вспениватель молока GASTRORAG DK-003,Подогреватель и вспениватель молока GASTRORAG DK-003,5059,RUB,Нет,GASTRORAG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/52847,"<p>Подогреватель и вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52847"">GASTRORAG DK-003</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена двойными стенками с антипригарным покрытием. Корпус выполнен из нержавеющей стали, крышка - из прозрачной пластмассы.</p>

<p>В комплект поставки входят 2 мешалки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: 65 °C</li>
<li>Обьем: 0,24 л</li>
<li>Максимальная производительность:
<ul>
<li>Вспенивание холодного молока: 115 мл. ( 65 сек.)</li>
<li>Вспенивание и нагрев: 115 мл. ( от 80 до 90 сек.)</li>
<li>Нагрев (небольшое количество пены) : 240 мл. ( от 130 до 140 сек.)</li>
</ul>
</li>
</ul>",52847,настольный,220 В,0.5 кВт,103 мм,103 мм,183 мм,,Китай,,,0,https://entero.ru/manuals/65091/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20DK-003.pdf;https://entero.ru/manuals/116332/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,1.15 кг,Китай,,,,,Да,,
https://cdn.entero.ru/mp@2x/07/22/07224ba0fca61526c79e310d220bdfe2.jpg;https://cdn.entero.ru/mp@2x/ec/ff/ecffd6df575201e79978b9375bbd6ede.jpg;https://cdn.entero.ru/mp@2x/9d/b1/9db17e55fb535453200bfd63975d3f25.jpg;https://cdn.entero.ru/mp@2x/b2/da/b2dac1e67fcea019ef1442bf0c373901.jpg;https://cdn.entero.ru/mp@2x/57/67/5767226954de7e8ec141bc92502a2076.jpg;https://cdn.entero.ru/mp@2x/5f/74/5f747b6450e0fccc85bd8e17b5ae75dd.jpg,Пеновзбиватель Tristar MK-2276,Пеновзбиватель Tristar MK-2276,5400,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/211305,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/211305"">Tristar MK-2276</a></b> используется в частных домах и квартирах, отелях и офисах для вспенивания и нагрева молока. Модель оснащена кнопкой включения/выключения питания с подсветкой, съемной крышкой для защиты от брызг, 2 насадками для вспенивания и перемешивания и емкостью с внутренним антипригарным покрытием. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 режима:
<ul>
<li>Горячая пена</li>
<li>Холодная пена</li>
<li>Нагрев молока</li>
</ul>
</li>
<li>Вращение на подставке на 360° </li>
<li>2 световых индикатора режимов работы</li>
<li>Скрытый нагревательный элемент</li>
<li>Автоматическое отключение</li>
<li>Отметки максимального уровня для взбивания и перемешивания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Подогрев: 240 мл</li>
<li>Взбивание: 115 мл</li>
</ul>
</li>
</ul>",211305,настольный,220 В,0.5 кВт,,,,,Китай,,,0,https://entero.ru/manuals/247801/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tristar%20MK-2276.pdf,,,,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/0d/7a/0d7afa32d1a5dd0747e916d8fbaa9ed4.jpg;https://cdn.entero.ru/mp@2x/fb/91/fb91997519ad28d4930be99e6af5529c.jpg;https://cdn.entero.ru/mp@2x/a0/c2/a0c2166de9193a6b6a7fcaf07f6efed9.jpg;https://cdn.entero.ru/mp@2x/e8/c4/e8c4d3ed9ca42614b369a49182715280.jpg;https://cdn.entero.ru/mp@2x/d5/2f/d52fd3b426bda12963f492e9d64f2f46.jpg,Пеновзбиватель Graef MS 701,MS701EU,10794,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/265096,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265096"">Graef MS 701</a></b> предназначен для вспенивания и нагрева молока в частных домах и квартирах, отелях и офисах. Модель оснащена съемным кувшином с внутренней маркировкой максимального уровня заполнения, прозрачной крышкой и двумя насадками - для вспенивания и перемешивания. Внешний корпус выполнен из высококачественного пластика, кувшин - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>2 кнопки запуска:
<ul>
<li>Для приготовления с нагревом</li>
<li>Для приготовления без нагрева</li>
</ul>
</li>
<li>Автоматическое отключение</li>
<li>Кувшин можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость кувшина:
<ul>
<li>Вспенивание: 200 мл </li>
<li>Перемешивание: 350 мл</li>
</ul>
</li>
<li>Цвет: белый</li>
</ul>",265096,настольный,220 В,0.6 кВт,165 мм,165 мм,205 мм,,Китай,,,0,https://entero.ru/manuals/328185/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20MS%20701.pdf,,,1 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/17/c0/17c00a0737ad793e6e5940af75b87a60.jpg;https://cdn.entero.ru/mp@2x/5d/cb/5dcbfb69d81870af6fc9496634d817b4.jpg;https://cdn.entero.ru/mp@2x/d3/74/d374f96e7d165d4e0854d4faf24a4c1f.jpg;https://cdn.entero.ru/mp@2x/ff/4e/ff4eaea8a59f6cadb06803405d910bd2.jpg;https://cdn.entero.ru/mp@2x/3f/be/3fbefdac348af81498968a6a864e39d1.jpg,Пеновзбиватель Graef MS 702,MS702EU,10794,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/265098,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265098"">Graef MS 702</a></b> предназначен для вспенивания и нагрева молока в частных домах и квартирах, отелях и офисах. Модель оснащена съемным кувшином с внутренней маркировкой максимального уровня заполнения, прозрачной крышкой и двумя насадками - для вспенивания и перемешивания. Внешний корпус выполнен из высококачественного пластика, кувшин - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>2 кнопки запуска:
<ul>
<li>Для приготовления с нагревом</li>
<li>Для приготовления без нагрева</li>
</ul>
</li>
<li>Автоматическое отключение</li>
<li>Кувшин можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость кувшина:
<ul>
<li>Вспенивание: 200 мл </li>
<li>Перемешивание: 350 мл</li>
</ul>
</li>
<li>Цвет: черный</li>
</ul>",265098,настольный,220 В,0.6 кВт,165 мм,165 мм,205 мм,,Китай,,,0,https://entero.ru/manuals/328186/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20MS%20702.pdf,11483,,1 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/18/ce/18ce3e0065375a85e4db2e03f723a441.jpg;https://cdn.entero.ru/mp@2x/36/bb/36bbad78fb059bad0e4926db9f0bb8a0.jpg;https://cdn.entero.ru/mp@2x/f7/4a/f74a239ed95a9477c0897edbfc81a48e.jpg;https://cdn.entero.ru/mp@2x/38/aa/38aabdcd12787e0b8f706049a88bbec2.jpg,Пеновзбиватель Graef MS 703,MS703EU,11339,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/265099,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265099"">Graef MS 703</a></b> предназначен для вспенивания и нагрева молока в частных домах и квартирах, отелях и офисах. Модель оснащена съемным кувшином с внутренней маркировкой максимального уровня заполнения, прозрачной крышкой и двумя насадками - для вспенивания и перемешивания. Внешний корпус выполнен из высококачественного пластика, кувшин - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>2 кнопки запуска:
<ul>
<li>Для приготовления с нагревом</li>
<li>Для приготовления без нагрева</li>
</ul>
</li>
<li>Автоматическое отключение</li>
<li>Кувшин можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость кувшина:
<ul>
<li>Вспенивание: 200 мл </li>
<li>Перемешивание: 350 мл</li>
</ul>
</li>
<li>Цвет: красный</li>
</ul>",265099,настольный,220 В,0.6 кВт,165 мм,165 мм,205 мм,,Китай,,,0,https://entero.ru/manuals/328187/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20MS%20703.pdf,12063,,1 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/77/af/77afdf13e36ea3dadaf04d93edf03b37.jpg;https://cdn.entero.ru/mp@2x/61/03/6103f2052d67a93ad2567b91fcc63cf2.jpg;https://cdn.entero.ru/mp@2x/c8/59/c859c1d730c58e35f6f3350d189963ef.jpg;https://cdn.entero.ru/mp@2x/6d/6a/6d6a061ed2042acb50c72133f850d0e2.jpg;https://cdn.entero.ru/mp@2x/89/aa/89aa8a0c3e00dfedc0e8115d61e780d1.jpg;https://cdn.entero.ru/mp@2x/1e/9b/1e9bbb8f6a9cc78f109ab96768487a8c.jpg,Вспениватель молока SMEG MFF11PBEU,Вспениватель молока SMEG MFF11PBEU,27590,RUB,Нет,SMEG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/285592,"<p>Вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285592"">Smeg MFF11PBEU</a></b> используется в частных домах и квартирах для приготовления молочной пены для кофейных напитков и горячего шоколада. Модель выполнена в стиле 50-х годов. Корпус и кувшин изготовлены из нержавеющей стали, крышка - из Tritan™ Renew, основание - из пластика.</p>

<p><b>Режимы: </b></p>

<ul>
<li>Горячий шоколад</li>
<li>Холодное молоко</li>
<li>Горячее молоко с густой пеной</li>
<li>Холодное молоко с легкой пеной</li>
<li>Холодное молоко с густой пеной</li>
<li>Ручной режим</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Индукционная система нагрева</li>
<li>Селектор с подсветкой</li>
<li>Круглая ручка переключения программ</li>
<li>Кувшин можно мыть в посудомоечной машине</li>
<li>Нескользящие ножки</li>
<li>Цвет: пастельный голубой</li>
</ul>",285592,настольный,220 В,0.5 кВт,184 мм,142 мм,251 мм,3 кг,Италия,1,233x233x337 мм,0,https://entero.ru/manuals/349707/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20MFF11PBEU.pdf,29989,,1.78 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/6b/6b/6b6b098b9b069afb79b0702b76632c22.jpg;https://cdn.entero.ru/mp@2x/97/9f/979f2a8aa3931c838ea91327efcfff9b.jpg;https://cdn.entero.ru/mp@2x/63/55/63556412b3ab7d663b593301a0ef964e.jpg;https://cdn.entero.ru/mp@2x/6f/1f/6f1f98535eae97ed199c9f7fcd44202d.jpg;https://cdn.entero.ru/mp@2x/a4/f6/a4f662201fd361674958d9b9f630387d.jpg;https://cdn.entero.ru/mp@2x/1c/f5/1cf53a4870edc2fa727c74bc4a52300b.jpg,Вспениватель молока SMEG MFF11RDEU красный,MFF11RDEU,27590,RUB,Нет,SMEG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/305971,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305971""><b class=""b"">SMEG MFF11PGEU</b></a> используется в домашних условиях для приготовления молочной пены для кофейных напитков и горячего шоколада. Модель оснащена кабелем питания с вилкой (Shuko) и электромеханическим управлением. Корпус обтекаемой формы выполнен из нержавеющей стали с глянцевым покрытием красного цвета и накладными объемными серебристыми литерами логотипа, кувшин – из нержавеющей стали с сатинированной внутренней поверхностью и полированной внешней, крышки – из высокопрочного полимера Tritan Renew без содержания вредных компонентов, манжета и основание – из пластика с поверхностью цвета хром, диски – из серого пластика, изоляция кабеля серого цвета.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Кувшин с Г-образной рукояткой и интегрированным в кромку изливом</li>
<li>Фиксирующая крышка с отверстием для добавления ингридиентов</li>
<li>Мерная крышка с 2 секциями</li>
<li>Гладкий диск для горячего молока и ручных функций</li>
<li>Зубчатый диск для вспенивания и ручных функций</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Предустановленные:
<ul>
<li>Горячий шоколад</li>
<li>Горячее молоко</li>
<li>Холодное молоко</li>
<li>Горячее молоко с плотной пеной</li>
<li>Холодное молоко с легкой пеной</li>
<li>Холодное молоко с плотной пеной</li>
</ul>
</li>
<li>Ручная регулировка</li>
</ul>
</li>
<li>Индукционная система нагрева</li>
<li>Выбор режимов с помощью вращения переключателя и интуитивно понятного символьного меню</li>
<li>Запуск и остановка путем нажатия на переключатель</li>
<li>Интегрированнное в переключатель светодиодное кольцо индикации активации и завершения цикла</li>
<li>Звуковая сигнализация для оповещения о завершении цикла</li>
<li>Прозрачная крышка для визуального контроля процесса</li>
<li>Отметки минимального и максимальных уровней для подогрева и взбивания на внутренней стенке кувшина</li>
<li>Возможность мойки кувшина в посудомоечной машине</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эргономичный винтажный дизайн в стиле 50-х годов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка:
<ul>
<li>Подогрев молока и шоколада: 0,6 л</li>
<li>Вспенивание молока: 0,25 л</li>
</ul>
</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>",305971,настольный,220 В,0.5 кВт,184 мм,142 мм,251 мм,3 кг,Италия,1,233x233x337 мм,0,https://entero.ru/manuals/369323/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20MFF11RDEU.pdf;https://entero.ru/manuals/369324/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20MFF11RDEU.pdf,29989,,1.78 кг,Италия,,,,,Да,,
https://entero.ru/i/nofoto-m.jpg,Вспениватель молока Dalla Corte XT Система Контроля Вспенивания Молока,Вспениватель молока Dalla Corte XT Система Контроля Вспенивания Молока,35135,RUB,Нет,Dalla Corte,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/175720,"<p>Система Контроля Вспенивания Молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175720""><b class=""b"">Dalla Corte XT </b></a>используется для автоматического взбивания молока в кофейнях, барах и ресторанах для приготовления кофейных напитков.</p>",175720,,,,,,,,,,,0,,38190,,,,,,,,,,
https://cdn.entero.ru/mp@2x/fe/44/fe449ccaa42baef33f37a3f74040b79c.jpg,Дозатор молока автоматический настольный EasySystem EasyMilk Black,Дозатор молока автоматический настольный EasySystem EasyMilk Black,78123,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/189390,"<p>Автоматический дозатор молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189390""><b class=""b"">EasySystem EasyMilk Black</b></a> предназначен для точного дозирования молока и других пищевых жидкостей для приготовления напитков на предприятиях общественного питания и торговли, позволяет увеличить скорость обслуживания и оптимизировать расход продуктов. Модель оснащена 4-мя функциональными кнопками без фиксации, дисплеем и съемной задней стенкой. Корпус выполен из металла, передняя панель - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Четыре вида настраиваемой при помощи мерного стаканчика дозировки</li>
<li>Гигиеничность за счет отстутствия контакта человека с молоком</li>
<li>Простая настольная установка, настройка и обслуживание</li>
<li>Не требует подключения к водопроводу</li>
<li>Может использоваться на выездных мероприятиях</li>
<li>Легкая очистка</li>
<li>Компактный размер</li>
<li>Цвет: черный</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Погрешность дозировки: 1 мг </li>
<li>Длина шланга подачи молока: 5 м</li>
<li>Промывка системы: 1 раз в 8 ч</li>
</ul>",189390,настольный,220 В,0.1 кВт,130 мм,200 мм,300 мм,,,,,0,,83110,,4.8 кг,,90 л/час,,,,,,
https://cdn.entero.ru/mp@2x/66/67/66676e7fc167a7de8abc474017f9059b.jpg;https://cdn.entero.ru/mp@2x/0e/ee/0eee9958cc2fcde8d0bbc8a64094f2f2.jpg;https://cdn.entero.ru/mp@2x/98/17/9817d9dcf3db337bce30a340967ddb65.jpg,Вспениватель молока DAZHENG DZ22- 5D,Автоматическй вспениватель молока LEHEHE,0,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/226492,"<p>Вспениватель молока<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226492""><b class=""b""> DAZHENG DZ22- 5D</b></a> предназначен для получения молочной пены и последующего приготовления капучино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Бойлер выполнен из нержавеющей стали.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Настраиваемая температура и давление</li>
<li>Автоотключение по выставленной температуре ​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём бойлера: 5 л </li>
</ul>",226492,настольный,220 В,2.25 кВт,240 мм,450 мм,430 мм,,Китай,,,0,,,,15 кг,,,,,,Да,,
