Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение
https://cdn.entero.ru/mp@2x/bc/da/bcda49587d521e3c46febc1b71367a67.jpg,Гриль Саламандра Roller Grill SEM 800 Q,Гриль Саламандра Roller Grill SEM 800 Q,253167,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/278934,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278934"">Roller Grill SEM 800 Q</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена съемным поддоном для сбора лишнего жира и внутренней панелью. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 независимые зоны нагрева</li>
<li>Инфракрасные нагревательные кварцевые трубки</li>
<li>Запатентованная система шарикоподшипников, облегчающая подъем и опускание подвижной верхней части с точностью до 1 мм</li>
<li>Легкость очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 740х375 мм</li>
</ul>",278934,с подвижной верхней частью,,4.5 кВт,800 мм,590 мм,590 мм,68.4 кг,Франция,1,960x708x708 мм,0,https://entero.ru/manuals/344050/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20SEM%20800%20Q.pdf,272223,,57 кг,380 В
https://cdn.entero.ru/mp@2x/01/cc/01ccbf6dcd9103eec093e37ca72bf928.jpg,Гриль Саламандра Apach Chef Line SLGSE60T,Гриль Саламандра Apach Chef Line SLGSE60T,326257,RUB,Нет,Apach,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/297715,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297715"">Apach Chef Line SLGSE60T</a></b> используется в составе тепловой линии 700 или самостоятельно на предприятиях общественного питания и торговли для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов. Модель оснащена 2 зонами приготовления. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 700х550х600 мм</li>
</ul>",297715,с подвижной верхней частью,,4 кВт,600 мм,450 мм,500 мм,,Италия,,,0,https://entero.ru/manuals/359247/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,347082,,30 кг,380 В
https://cdn.entero.ru/mp@2x/f6/0f/f60f1bafafc2d3f13b10d18929e12f65.jpg,Гриль Саламандра Giorik Hi Touch ST40,ST40,423790,RUB,Нет,Giorik,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/361335,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361335"">Giorik Hi Touch ST40</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней секцией с 4 нагревательными элементами, широкой трубчатой рукояткой, решеткой с поддоном и сенсорной панелью управления с цифровым дисплеем индикации. Внешняя облицовка корпуса, поддон и решетка выполнены из высококачественной нержавеющей стали.</p>

<p>В комплект поставки входят кронштейны для настенного монтажа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Start / Stop: ручной режим приготовления</li>
<li>Cook: приготовление с таймером</li>
<li>Hold: поддержания температуры готовых блюд с 8 вариантами интенсивности нагрева</li>
<li>Program: сохранение в памяти до 3 программ (P1 / P2 / P3) автоматического приготовления и последующего поддержания температуры</li>
</ul>
</li>
<li>Режимы работы нагревательных элементов:
<ul>
<li>4 одновременно</li>
<li>2 центральных</li>
</ul>
</li>
<li>Регулировка параметров с помощью клавиш «+» и «-»</li>
<li>Цифровая индикация параметров</li>
<li>Светодиодные индикаторы активных режимов и функций</li>
<li>Звуковая сигнализация для оповещения о завершении приготовления</li>
<li>Простое управление благодаря интуитивно понятному интерфейсу</li>
<li>Эксклюзивная система нагрева:
<ul>
<li>Быстрое достижение заданной температуры в течение максимум 8 сек. благодаря высокоэффективным инфракрасным нагревательным элементам с керамическими отражателями и стеклянным рассеивателем</li>
<li>Экономия энергии до 79% по сравнению с традиционными аналогами</li>
</ul>
</li>
<li>Вместимость гастроемкостей: 2хGN2/3</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры функции Hold: от 40 до 70 °С</li>
<li>Максимальная заданная длительность приготовления: 20 мин.</li>
<li>Габариты рабочей поверхности: 700х365 мм</li>
</ul>",361335,с подвижной верхней частью,,6 кВт,435 мм,580 мм,520 мм,,Италия,,,0,https://entero.ru/manuals/464679/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Giorik%20Hi%20Touch%20ST40.pdf,460641,,80.5 кг,380 В
https://cdn.entero.ru/mp@2x/40/2f/402f86aca064ddb3fa926cfea38b9709.jpg,Гриль Саламандра EKSI HES-938,Гриль Саламандра EKSI HES-938,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/59250,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59250"">EKSI HES-938</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов на предприятиях общественного питания и торговли. Модель оснащена инфракрасным нагревом, терморегулятором, регулирующейся по высоте в 4 положениях решеткой, эргономичной ненагревающейся ручкой и съемной решеткой с поддоном для сбора жира. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 420х330 мм</li>
</ul>",59250,с подвижной решеткой,от 50 до 300 °C,2.2 кВт,590 мм,395 мм,380 мм,14.8 кг,Китай,1,445x445x425 мм,0,https://entero.ru/manuals/93556/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf;https://entero.ru/manuals/424271/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HES-938.pdf,,,14.8 кг,220
https://cdn.entero.ru/mp@2x/a1/5a/a15a197b5a742aee81ae0bdce9e6b676.jpg,Гриль Саламандра GASTRORAG AT-937E,Гриль Саламандра GASTRORAG AT-937E,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/83270,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83270"">GASTRORAG AT-937E</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Закрытая с 3-х сторон модель оснащена регулируемой полкой-решеткой с 4 положениями по высоте и сливным поддоном. Корпус выполнен из нержавеющей стали.</p>",83270,с подвижной решеткой,от 50 до 300 °C,4 кВт,790 мм,450 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/58102/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20AT-937E.docx;https://entero.ru/manuals/116713/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,23.6 кг,220
https://cdn.entero.ru/mp@2x/f8/fc/f8fc96357f816d285d9fa63871fad8c7.jpg;https://cdn.entero.ru/mp@2x/eb/74/eb744f189bcc84af04811946db52d4f4.jpg,Гриль Саламандра Assum TT-WE113B,Гриль Саламандра Assum TT-WE113B,0,RUB,Нет,Assum,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/218688,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218688"">Assum TT-WE113B</a></b> предназначен для обжаривания стейков и сосисок, приготовления и подогрева сэндвичей, гамбургеров и хот-догов на предприятиях общественного питания и торговли. Модель оснащена нагревательным элементом, расположенным сверху, регулятором мощности, индикатором нагрева и поддоном для масла. Корпус выполнен из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер камеры: 460х260х190 мм</li>
<li>Габариты в упаковке: 580х350х270 мм</li>
<li>Объем упаковки: 0,07 м<sup>3</sup><br>
</li>
</ul>",218688,с подвижной решеткой,от 50 до 300 °C,2 кВт,570 мм,340 мм,260 мм,,Китай,,,0,,,,17 кг,220 В
https://cdn.entero.ru/mp@2x/b7/55/b755631adf2eb7e734baeb50e3050c7d.jpg,Гриль Саламандра GASTRORAG AT-938E,Гриль Саламандра GASTRORAG AT-938E,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/83271,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83271"">GASTRORAG AT-938E</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Закрытая с 3-х сторон модель оснащена регулируемой полкой-решеткой с 4 положениями по высоте и сливным поддоном. Корпус выполнен из нержавеющей стали.</p>",83271,с подвижной решеткой,от 50 до 300 °C,2.2 кВт,580 мм,390 мм,380 мм,,Китай,,,0,https://entero.ru/manuals/58103/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20AT-938E.docx;https://entero.ru/manuals/116714/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,15.8 кг,220
https://cdn.entero.ru/mp@2x/8b/ba/8bbae68c5d753763e2be4ebd8e8c18ff.jpg;https://cdn.entero.ru/mp@2x/f9/e5/f9e5445f5522eb566b81e2c1c3142f35.jpg;https://cdn.entero.ru/mp@2x/67/45/67459f2e09041e585db2738a61be0e4e.jpg;https://cdn.entero.ru/mp@2x/03/9c/039c67ebe3b795a434ab92f07fe1d68e.jpg;https://cdn.entero.ru/mp@2x/26/0e/260edab6428ae186c511b0c9888ea8dc.jpg;https://cdn.entero.ru/mp@2x/da/c9/dac96afbe747c7964db27c94a443c4f2.jpg;https://cdn.entero.ru/mp@2x/67/bb/67bb84763f638e31d2a5639788eb356e.jpg;https://cdn.entero.ru/mp@2x/55/8a/558a30c1bf73b90b0f2870881604dbf6.jpg,Гриль Саламандра HENDI 264119,Гриль Саламандра HENDI 264119,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/276805,"<p>Гриль-саламандер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276805""><b class=""b"">HENDI 264119</b></a> предназначен для жарки мяса, птицы, рыбы, овощей, приготовления сендвичей и запеканок, а также быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена решеткой с изолированными ручками, термостатом, индикатором температуры, поддоном для сбора крошек и устойчивыми ножками. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Легкий настенный монтаж позволяет экономить место на кухне</li>
<li>Таймер до 30 мин.</li>
<li>Регулируемая решетка с фиксацией в 4 положениях</li>
<li>Плавная регулировка температуры</li>
<li>Нагреватель в верхней части изделия</li>
<li>Степень защиты: I класс</li>
<li>Степень водонепроницаемости: IPX4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 460x265x165 мм</li>
<li>Длина кабеля: 1,3 м</li>
</ul>",276805,с подвижной решеткой,от 50 до 300 °C,2 кВт,610 мм,310 мм,280 мм,,Китай,,,0,https://entero.ru/manuals/341858/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20264119.pdf;https://entero.ru/manuals/341860/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20264119%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/341861/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20264119%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496424/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,12.65 кг,220 В
https://cdn.entero.ru/mp@2x/b1/f6/b1f683a255a8623d79ccb54cc482a27d.jpg,Гриль Саламандра GASTRORAG EB-EMH-450E,Гриль Саламандра GASTRORAG EB-EMH-450E,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/83267,"<p><span style=""font-size: 12px;"">Гриль Salamander </span><b class=""b"" style=""font-size: 12px;""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83267"">GASTRORAG EB-EMH-450E</a></b><span style=""font-size: 12px;""> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена 1 зоной нагрева. Корпус выполнен из нержавеющей стали.</span></p>",83267,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,450 мм,520 мм,520 мм,,Китай,,,0,https://entero.ru/manuals/58099/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20EB-EMH-450E.docx;https://entero.ru/manuals/116716/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,36 кг,220
https://cdn.entero.ru/mp@2x/b3/f9/b3f955b433365957efcc2d8ca857c170.jpg,Гриль Саламандра FIAMMA SEF 650,Гриль Саламандра FIAMMA SEF 650,0,RUB,Нет,FIAMMA,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/19787,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/19787"">FIAMMA SEF 650</a></b> предназначен для приготовления блюд гриль, колеровки, приготовления сэндвичей, быстрого разогрева полуфабрикатов, поддержания готовых блюд в разогретом состоянии.</p>


<p><b> Особенности:</b></p>

<ul>
<li>Выполнен из нержавеющей стали</li>
<li>Нагревательные элементы расположены сверху</li>
<li>Размер рабочей камеры: 650х350х215 мм</li>
</ul>",19787,с подвижной решеткой,,3 кВт,800 мм,400 мм,455 мм,,Португалия,,,0,,,,17.5 кг,220
https://cdn.entero.ru/mp@2x/fe/56/fe566810f88c4f50789197dd8fbd8e54.jpg,Гриль Саламандра Tecnoinox SEF1/0,216022,0,RUB,Нет,Tecnoinox,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/25376,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25376"">Tecnoinox SEF1/0</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена нагревательными элементами, расположенными в верхней панели. Корпус изготовлен из нержавеющей стали AISI 304. Оборудование может быть расположено на стене с помощью специальных креплений (опция).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытый тип</li>
<li>Нагревательные элементы расположены под наклоном для легкой чистки внутренней поверхности</li>
<li>Решетка с антитермическими ручками может быть установлена на различную высоту по отношению к источнику жара в соответствии с типом продукта</li>
<li>Возможность закрепить решетку на определенной высоте для безопасности</li>
<li>Ванночка для сбора отходов, которая вынимается для чистки</li>
<li>Снимаемая задняя панель</li>
<li>Нельзя использовать вблизи легковоспламеняющихся материалов</li>
<li>Всегда использовать с установленной ванночкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 1</li>
<li>​Количество положений решётки: 3</li>
<li>Размеры рабочей поверхности: 380х380 мм</li>
<li>Габариты в упаковке: 610х490х460 мм</li>
</ul>

<p><b>Опции (заказываются отд​ельно):</b></p>

<ul>
<li>​Крепления для стены 9008</li>
</ul>",25376,с подвижной решеткой,,2 кВт,540 мм,400 мм,390 мм,,Италия,,,0,https://entero.ru/manuals/87886/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tecnoinox%20SEF1_0.doc,,,17 кг,220
https://cdn.entero.ru/mp@2x/de/fa/defadea5c000e0a5bdbbb444a3fd8606.jpg;https://cdn.entero.ru/mp@2x/30/91/3091bd2fca1dfaaf27662f22d6c4a5a6.jpg;https://cdn.entero.ru/mp@2x/98/ec/98ec88f1d0fbf2c3f2a7f83a86b3a6b5.jpg;https://cdn.entero.ru/mp@2x/5c/f1/5cf1dc9227c4849ea1565058b8f33d33.jpg;https://cdn.entero.ru/mp@2x/1e/4d/1e4dc1784834097b34dc231d8cfb2f82.jpg;https://cdn.entero.ru/mp@2x/98/64/9864c49f25d6c2713c148423c8560f77.jpg;https://cdn.entero.ru/mp@2x/66/36/663629757868a9e5c2f78098feb00a35.jpg;https://cdn.entero.ru/mp@2x/b4/dd/b4dddf03eb29696c95b8aa4a9e709933.jpg,"Гриль Саламандра HENDI 264409 кварцевый, инфракрасный","Гриль Саламандра HENDI 264409 кварцевый, инфракрасный",0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/276892,"<p>Гриль-саламандер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276892""><b class=""b"">HENDI 264409</b></a> предназначен для жарки мяса, птицы, рыбы, овощей, приготовления сендвичей, запеканок и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена термостатом, лампами индикатора таймера, верхнего и нижнего нагревателя, решеткой с изолированными ручками и антипригарным покрытием, выдвижным поддоном для сбора крошек, ручкой выбор программы и устойчивыми ножками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Программы:
<ul>
<li>Верх </li>
<li>Низ</li>
<li>Верх и низ</li>
</ul>
</li>
<li>Подходит для размерщения противней GN1/1</li>
<li>Нагревательный кварцевый элемент в верхнем и нижнем положении</li>
<li>Таймер до 15 мин.</li>
<li>3 уровня регулировки решетки по высоте</li>
<li>Степень защиты: I класс</li>
<li>Степень водонепроницаемости: IPX3</li>
</ul>",276892,с подвижной решеткой,,3.6 кВт,689 мм,397 мм,318 мм,,Китай,,,0,https://entero.ru/manuals/344147/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20264409.pdf;https://entero.ru/manuals/344148/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20264409.pdf;https://entero.ru/manuals/344149/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20264409%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496425/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,16.9 кг,220 В
https://cdn.entero.ru/mp@2x/3d/67/3d67b23d28c9922f42eda878204cf554.jpg,Гриль Саламандра FIAMMA SEF 650 I,Гриль Саламандра FIAMMA SEF 650 I,0,RUB,Нет,FIAMMA,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/19788,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/19788""><b class=""b"">FIAMMA SEF 650 I</b></a> предназначен для приготовления блюд гриль, колеровки, приготовления сэндвичей, быстрого разогрева полуфабрикатов, поддержания готовых блюд в разогретом состоянии.</p>


<p><b> Особенности:</b></p>

<ul>
<li>Выполнен из нержавеющей стали</li>
<li>Нагревательные элементы расположены сверху и снизу</li>
<li>Размер рабочей камеры: 650х350х215 мм</li>
</ul>",19788,с подвижной решеткой,,4.7 кВт,800 мм,400 мм,455 мм,,Португалия,,,0,,,,19 кг,220
https://cdn.entero.ru/mp@2x/d0/d9/d0d9e0ca41bcc36f62dabed92ae456d0.jpg;https://cdn.entero.ru/mp@2x/65/3c/653cac7d87055e8ba79f57012d37cb5c.jpg;https://cdn.entero.ru/mp@2x/f8/77/f87736d8f2e12c0bdbf0cdad28338fbb.jpg;https://cdn.entero.ru/mp@2x/56/e2/56e2b4d4ff276d66a1381ef52900a65a.jpg;https://cdn.entero.ru/mp@2x/fd/84/fd848612083b79a4e9501847f6cfb57d.jpg,Гриль Саламандра HENDI 264607,Гриль Саламандра HENDI 264607,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/276889,"<p>Гриль-саламандер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276889""><b class=""b"">HENDI 264607</b></a> предназначен для жарки мяса, птицы, рыбы, овощей, приготовления сендвичей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена выдвижным поддоном для сбора жира, индикатором температуры и устойчивыми ножками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Благодаря плавной регулировке верхней части можно готовить блюда разного размера</li>
<li>Термостата с плавной регулировкой температуры</li>
<li>Надежная система регулировки по высоте верхней нагреваемой поверхности</li>
<li>Степень защиты: I класс</li>
<li>Степень водонепроницаемости: IPX3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Высота регулировки верхней поверхности: от 70 до 200 мм</li>
<li>Размер поддона: 440x320 мм</li>
</ul>",276889,с подвижной верхней частью,от 0 до 300 °C,2.8 кВт,480 мм,520 мм,530 мм,,Китай,,,0,https://entero.ru/manuals/344133/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20264607.pdf;https://entero.ru/manuals/344134/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20264607.pdf;https://entero.ru/manuals/344135/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20264607%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496426/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,38.48 кг,220 В
https://cdn.entero.ru/mp@2x/c8/44/c844487dea42c3070dbe7bc86b78dd56.jpg,Гриль Саламандра Tecnoinox SEF2/0,216023 SEF 2/0,0,RUB,Нет,Tecnoinox,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/25377,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25377"">Tecnoinox SEF2/0</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 2 независимые зоны нагрева нагревательными элементами, расположенными под наклоном. Корпус изготовлен из нержавеющей стали AISI 304. Оборудование может быть расположено на стене с помощью специальных креплений (опция).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытый тип</li>
<li>Индивидуальные ручки управления каждой зоной нагрева</li>
<li>Решетка с антитермическими ручками может быть установлена на различную высоту по отношению к источнику жара в соответствии с типом продукта</li>
<li>Возможность закрепить решетку на определенной высоте для безопасности</li>
<li>Ванночка для сбора отходов, которая вынимается для чистки</li>
<li>Снимаемая задняя панель</li>
<li>Нельзя использовать вблизи легковоспламеняющихся материалов</li>
<li>Всегда использовать с установленной ванночкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 2</li>
<li>​Количество положений решётки: 3</li>
<li>Размеры рабочей поверхности: 625х380 мм</li>
<li>Габариты в упаковке: 850х490х460 мм</li>
</ul>

<p><b>Опции (заказываются отд​ельно):</b></p>

<ul>
<li>​Крепления для стены 9008</li>
</ul>",25377,с подвижной решеткой,,4 кВт,790 мм,400 мм,390 мм,,Италия,,,0,https://entero.ru/manuals/29127/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tecnoinox%20SEF2_0.doc,,,22 кг,380
