Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Назначение,Емкость бункера,Диаметр заготовки
https://cdn.entero.ru/mp@2x/5c/5f/5c5f39de01031dd3180d0925af1ac157.jpg;https://cdn.entero.ru/mp@2x/87/2e/872ecc2994f09e0c716da2bce8097e85.jpg;https://cdn.entero.ru/mp@2x/f1/d4/f1d4345151afb9f139507e645bbfccf8.jpg;https://cdn.entero.ru/mp@2x/39/d8/39d8749f084a4e4b17adee9294e8e6fc.jpg,Машина котлетоформовочная Gaser Super,40753,1070484,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/184252,"<p>Котлетоформовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184252""><b class=""b"">Gaser Super</b></a> предназначена для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша на предприятиях общественного питания и торговли. Модель оснащена бункером для фарша и функцией прокладывания бумажной подложки с 1 стороны. Корпус и бункер выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартная форма - круглая</li>
<li>Возможность изготовления других форм</li>
<li>Регулируемый вес (толщина) </li>
<li>Регулируемая скорость</li>
<li>Настольная установка</li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная толщина: 25 мм</li>
</ul>",184252,полуавтоматический,220 В,0.75 кВт,650 мм,450 мм,740 мм,,,,0,https://entero.ru/manuals/214148/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gaser%20Super.pdf,1126825,,74 кг,,Испания,от 20 до 60 шт/час,настольный,для котлет,15 кг,от 30 до 120 мм
https://cdn.entero.ru/mp@2x/b4/2a/b42ad4d9abeee3fd43b3480cc2f33b27.jpg,Пресс для гамбургеров Sirman SA 180,Пресс для гамбургеров Sirman SA 180,37903,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/74924,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74924"">Sirman SA 180</a></b> используется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Модель оснащена встроенным ящиком для целлофана, готового к употреблению.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус из сплава анодированного алюминия</li>
<li>Резиновые ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x370x350 мм</li>
</ul>",74924,механический,,,265 мм,330 мм,275 мм,,,,0,https://entero.ru/manuals/46849/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SA%20180.pdf;https://entero.ru/manuals/46850/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SA%20180.jpg;https://entero.ru/manuals/72972/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,7 кг,,Италия,,настольный,для гамбургеров,,180 мм
https://cdn.entero.ru/mp@2x/b4/63/b463b442e091f0736186130aabfc5307.jpg;https://cdn.entero.ru/mp@2x/9c/50/9c501e640d7b90d94ce013ca6c935cff.jpg;https://cdn.entero.ru/mp@2x/39/11/39117cb45692f7dcd8cd67b9f79a0a72.jpg;https://cdn.entero.ru/mp@2x/93/40/9340c6ec2ea2cd7f30283b5e90810803.jpg;https://cdn.entero.ru/mp@2x/e9/f9/e9f9e5da679e4d82a163502f4bd2827a.jpg,Котлетный аппарат La Minerva C/E H Smart Threephase 380В,Котлетный аппарат La Minerva C/E H Smart Threephase 380В,799981,RUB,Нет,La Minerva,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/258065,"<p>Котлетный аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258065""><b class=""b"">La Minerva C/E H Smart Threephase</b></a> используется на предприятиях общественного питания и торговли для формирования мясных заготовок круглой формы разной толщины из мясного или рыбного фарша. Модель оснащена бесконтактными магнитными микровыключателями. Корпус выполнен из нержавеющей стали и анодированного алюминия, сменный цилиндр - из Delrin (прочного и теплостойкого материала - заменителя металла), прозрачная крышка - из метакрилата, фронтальное окно - из нержавеющей стали, загрузочный бункер - из нержавеющей стали AISI 304.</p>

<p><b class=""o"">Матрица в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Особенности: </b></p>

<ul>
<li>Стандартная конвейерная лента</li>
<li>Трехфазный двигатель</li>
<li>Лопатка с быстрым соединением</li>
<li>Ручная очистка проволоки во время работы машины и при заблокированном переднем стекле</li>
<li>Сертифицированные материалы для контакта с пищевыми продуктами</li>
<li>Кодифицированные магнитные микропереключатели и защитные ограждения: предотвращение доступа к движущимся частям</li>
<li>Легкосъемные лопасти, формовочный цилиндр и загрузочный бункер: простота очистки</li>
<li>Электрические детали в коробке IP55</li>
<li>Формующий цилиндр с 2 скребками</li>
<li>Вес изделия регулируется ходом пуансона​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость бункера: 18 л</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройство чередования бумаги</li>
</ul>",258065,автоматический,380 В,0.3 кВт,590 мм,575 мм,570 мм,,,,0,https://entero.ru/manuals/317819/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20La%20Minerva%20C_E%20H%20Smart%20Threephase.jpeg;https://entero.ru/manuals/317820/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20La%20Minerva%20C_E%20H%20Smart%20Threephase%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/477720/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D0%BE%D1%80%D0%BC%20%D0%B1%D0%B0%D1%80%D0%B0%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2.jpg;https://entero.ru/manuals/507891/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,48 кг,,Италия,1000 шт/час,настольный,"для котлет, для фрикаделек",,от 45 до 120 мм
https://cdn.entero.ru/mp@2x/79/4d/794d33d3141aa04f31df6be0705d745c.jpg;https://cdn.entero.ru/mp@2x/65/33/65333e0a4727d81ebb58907a1f8aa7be.jpg,Пресс для гамбургеров ROAL SZP-100,Пресс для гамбургеров ROAL SZP-100,10785,RUB,Нет,ROAL,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/261706,"<p>Пресс для гамбургеров<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261706"">ROAL SZP-100</a></b> используется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного или рыбного фарша. Модель оснащена механическим управлением и устойчивыми ножками. Корпус выполнен из анодированного алюминия, элементы, контактирующие с продуктами - из нержавеющей стали.</p>

<p>В комплект поставки входят бумажные подложки для фарша.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр ёмкости для фарша: 100 мм</li>
</ul>",261706,механический,220 В,,290 мм,210 мм,275 мм,,,,0,https://entero.ru/manuals/323282/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20SZP-100.pdf,11597,,5.2 кг,,Китай,,настольный,для гамбургеров,,100 мм
https://cdn.entero.ru/mp@2x/2a/c1/2ac127cdcfcc206347ddf1821d4cc41d.jpg;https://cdn.entero.ru/mp@2x/66/98/6698fbd7fe60bba55c1fd1cb43c54a68.jpg;https://cdn.entero.ru/mp@2x/7b/d0/7bd06615d828fb5bdc1f5f69c8250e8e.jpg;https://cdn.entero.ru/mp@2x/a6/f4/a6f48e8ceb8afd7b87bde2d4d81659ef.jpg;https://cdn.entero.ru/mp@2x/25/20/2520dead20d8bb68def753a739315b80.jpg;https://cdn.entero.ru/mp@2x/58/05/580546af7aebae8e07625c61d54c2779.jpg;https://cdn.entero.ru/mp@2x/70/e5/70e58ae04cb284e8f899fe3af2000266.jpg;https://cdn.entero.ru/mp@2x/1a/e4/1ae407ac68a60b46905b886713c90021.jpg,Пресс для гамбургеров Foodatlas HM-150,HM-150 Foodatlas,13243,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/127603,"<p>Пресс для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127603""><b class=""b"">Foodatlas HM-150</b></a> используется на предприятиях общественного питания и торговли для формирования мясных заготовок круглой формы разной толщины из мясного или рыбного фарша. Модель оснащена рычагом для формирования котлет. Корпус выполнен алюминия, чаша для бумаги и пресс-чаша - из нержавеющей стали 304, ножки - из резины.</p>

<p>В комплект поставки входят 500 бумажек для чаши.</p>

<p><br>
<span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></p>",127603,механический,,,295 мм,210 мм,275 мм,,,,0,https://entero.ru/manuals/139992/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HM-150.pdf,13940,,6 кг,,Китай,,настольный,для гамбургеров,,150 мм
https://cdn.entero.ru/mp@2x/ab/94/ab94476d68793bcc781fe75edfc6bd43.jpg,Пресс для гамбургеров Sirman SA 100 М,S.A.100,28372,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/172576,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172576"">Sirman SA 100 М</a> </b>используется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Модель оснащена встроенным ящиком для целлофана, готового к употреблению.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус из сплава анодированного алюминия</li>
<li>Резиновые ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 300x280x300 мм</li>
</ul>",172576,механический,,,260 мм,270 мм,255 мм,,,,0,https://entero.ru/manuals/199044/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SA%20100.pdf;https://entero.ru/manuals/199045/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SA%20100.jpg,30839,,4.7 кг,,Италия,,настольный,для гамбургеров,,100 мм
https://cdn.entero.ru/mp@2x/dc/25/dc2552c7b20f279ea1cba2793c927187.jpg,Пресс для гамбургеров Sirman SA 150,Пресс для гамбургеров Sirman SA 150,37511,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/74923,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74923"">Sirman SA 150</a></b> используется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Модель оснащена встроенным ящиком для целлофана, готового к употреблению.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус из сплава анодированного алюминия</li>
<li>Резиновые ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x370x350 мм</li>
</ul>",74923,механический,,,260 мм,330 мм,275 мм,,,,0,https://entero.ru/manuals/46847/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SA%20150.pdf;https://entero.ru/manuals/46848/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SA%20150.jpg;https://entero.ru/manuals/72974/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,39485,,6.5 кг,,Италия,,настольный,для гамбургеров,,150 мм
https://cdn.entero.ru/mp@2x/cc/0a/cc0a72e2eb8c4b3da7d11c32460b28a6.jpg;https://cdn.entero.ru/mp@2x/93/93/93935abea2ef2aab918e77c599d1454c.jpg;https://cdn.entero.ru/mp@2x/e9/9c/e99c5162253df7ddbdeb02fa5f4a35db.jpg;https://cdn.entero.ru/mp@2x/d5/d3/d5d31d88373e42a6b4f31acb2144cc7c.jpg;https://cdn.entero.ru/mp@2x/62/28/622817a0b8e31d238a0dc90a46dfedc0.jpg,Пресс для гамбургеров Fama FHA 400,FHA 400 в комплекте со вставками FHA 201,46032,RUB,Нет,Fama,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/187219,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187219"">Fama FHA 400</a></b> используется на предприятиях общественного питания и торговли, а также в цехах по переработке мяса для формирования мясных заготовок округлой формы разной толщины из мясного или рыбного фарша. Корпус выполнен из пищевого анодированного алюминиевого сплава, миска для мяса - из нержавеющей стали AISI 304, стойка и шестерни - из нержавеющей стали, нижняя основа - из высококачественного пластика.</p>

<p>В комплект поставки входят целлофановый футляр и целлофановые диски-вставки FHA 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Профессиональное оборудование</li>
<li>Удобен и прост в использовании</li>
<li>Отличается надежностью и долгим сроком службы</li>
<li>Имеет сертификат CE</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вес заготовки: от 150 до 250 г</li>
<li>Габариты в упаковке: 300х260х360 мм</li>
</ul>",187219,механический,,,190 мм,300 мм,280 мм,,,,0,https://entero.ru/manuals/217704/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Fama%20FHA%20400.pdf;https://entero.ru/manuals/217705/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Fama%20FHA%20400.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239026&hd=2&autoplay=0,4.5 кг,Италия,Италия,,настольный,для гамбургеров,,130 мм
https://cdn.entero.ru/mp@2x/4d/22/4d22ed90a055a07bd45d5fbf0e17ad66.jpg;https://cdn.entero.ru/mp@2x/b1/14/b1142d514b16f48aa0d178f2661f1351.jpg;https://cdn.entero.ru/mp@2x/7e/0e/7e0e009295324284423cd8c84f20d12c.jpg;https://cdn.entero.ru/mp@2x/1a/34/1a3439172bcb612903144c6fd678bef9.jpg;https://cdn.entero.ru/mp@2x/d5/71/d571bd37d3f83d9526d71513851a8771.jpg;https://cdn.entero.ru/mp@2x/77/22/77224e20a026ea119c527abc77b79a57.jpg;https://cdn.entero.ru/mp@2x/2a/a2/2aa2073f0beb8a7c370be6a686aae886.jpg;https://cdn.entero.ru/mp@2x/06/2d/062dfe4244db485b828bd8c5e55b1e22.jpg;https://cdn.entero.ru/mp@2x/b3/55/b355b97a6248c2a86ca7b499e0b65254.jpg,Машина формовочная Foodatlas DS-50,DS-50 Foodatlas,52242,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/270631,"<p>Формовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/270631""><b class=""b"">Foodatlas DS-50</b></a> используется на предприятиях общественного питания и торговли для изготовления круглых тестовых заготовок для последующего приготовления вареников и пельменей с различными начинками. Модель оснащена рядом вертикальных валков, через которые последовательно проходит тесто. Оборудование выполнено из пищевой нержавеющей стали с применением современных техник хромирования и окрашивания, обеспечивающих гигиеничность и устойчивость к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная регулировка скорости подачи теста</li>
<li>Ручная регулировка толщины теста</li>
<li>Шестеренчатый тип привода</li>
<li>Кнопка аварийной остановки</li>
<li>Устройство защиты персонала</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 60 шт./мин.</li>
<li>Скорость вращения: 50 об./мин.</li>
<li>Диаметр вала матрицы: 90 мм</li>
<li>Ширина тестовой заготовки: 38 мм</li>
<li>Вес готового изделия: 4,5 г</li>
<li>Промежуточная толщина изделия: 1,5 мм</li>
<li>Толщина кромки изделия: 1 мм</li>
<li>Габариты в упаковке: 490х400х420 мм</li>
</ul>",270631,,220 В,0.18 кВт,250 мм,570 мм,320 мм,32 кг,1,490x400x420 мм,0,https://entero.ru/manuals/332962/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DS-50.pdf;https://entero.ru/manuals/332963/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,55577,,23 кг,,Китай,3600 шт/час,настольный,,,50 мм
https://cdn.entero.ru/mp@2x/0c/09/0c09c65a46d632233d47476048956add.jpg;https://cdn.entero.ru/mp@2x/1e/da/1edac540c095d763e985431e85095156.jpg;https://cdn.entero.ru/mp@2x/d3/76/d376eefdd9df14a5ff315fcbcfc6fdae.jpg;https://cdn.entero.ru/mp@2x/5c/dc/5cdc232d4b306eb33b6faf759e799beb.jpg;https://cdn.entero.ru/mp@2x/ce/94/ce94e96f85bfaae839beefc8c967354c.jpg;https://cdn.entero.ru/mp@2x/b7/43/b743e38027ed28ce1e8c630db1348932.jpg;https://cdn.entero.ru/mp@2x/1c/a2/1ca2d092b86b317bff422fc15e74aeb0.jpg;https://cdn.entero.ru/mp@2x/4f/0a/4f0aff15d916db00eb031800dea81f5c.jpg;https://cdn.entero.ru/mp@2x/62/0f/620fb71878f50c7f514df543eb00a8d8.jpg,Машина формовочная Foodatlas DS-60,DS-60 Foodatlas,52242,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/270637,"<p>Формовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/270637""><b class=""b"">Foodatlas DS-60</b></a> используется на предприятиях общественного питания и торговли для изготовления круглых тестовых заготовок для последующего приготовления вареников и пельменей с различными начинками. Модель оснащена рядом вертикальных валков, через которые последовательно проходит тесто. Оборудование выполнено из пищевой нержавеющей стали с применением современных техник хромирования и окрашивания, обеспечивающих гигиеничность и устойчивость к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная регулировка скорости подачи теста</li>
<li>Ручная регулировка толщины теста</li>
<li>Шестеренчатый тип привода</li>
<li>Кнопка аварийной остановки</li>
<li>Устройство защиты персонала</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 60 шт./мин.</li>
<li>Скорость вращения: 50 об./мин.</li>
<li>Диаметр вала матрицы: 90 мм</li>
<li>Ширина тестовой заготовки: 38 мм</li>
<li>Вес готового изделия: 6 г</li>
<li>Промежуточная толщина изделия: 2 мм</li>
<li>Толщина кромки изделия: 1 мм</li>
<li>Габариты в упаковке: 490х400х420 мм</li>
</ul>",270637,,220 В,0.18 кВт,250 мм,570 мм,320 мм,32 кг,1,490x400x420 мм,0,https://entero.ru/manuals/332976/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DS-60.pdf;https://entero.ru/manuals/332977/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,56785,,23 кг,,Китай,3600 шт/час,настольный,,,60 мм
https://cdn.entero.ru/mp@2x/85/db/85db71508410c0e784c55b1d05515757.jpg;https://cdn.entero.ru/mp@2x/7f/52/7f520554c2fc6a033fdbb69b0a23b441.jpg;https://cdn.entero.ru/mp@2x/2f/f1/2ff1c2d96a3c366646c217f7bed49241.jpg;https://cdn.entero.ru/mp@2x/44/df/44df9609bb2f788279fda6ceb4500d1a.jpg;https://cdn.entero.ru/mp@2x/61/7d/617db03d07d406106c7b8888ba1eef4f.jpg;https://cdn.entero.ru/mp@2x/ab/0e/ab0e7a13bc4cb7d8033d42ddb701377e.jpg;https://cdn.entero.ru/mp@2x/e1/5d/e15d8a6eb9ae2c58d918cb8c63c27c99.jpg;https://cdn.entero.ru/mp@2x/2e/e2/2ee2e0a58c8b90d8735655865a2ca921.jpg;https://cdn.entero.ru/mp@2x/0c/e5/0ce5dc75ab44822506a1d0a364ce07c7.jpg,Машина формовочная Foodatlas DS-75,DS-75 Foodatlas,52242,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/270638,"<p>Формовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/270638""><b class=""b"">Foodatlas DS-75</b></a> используется на предприятиях общественного питания и торговли для изготовления круглых тестовых заготовок для последующего приготовления вареников и пельменей с различными начинками. Модель оснащена рядом вертикальных валков, через которые последовательно проходит тесто. Оборудование выполнено из пищевой нержавеющей стали с применением современных техник хромирования и окрашивания, обеспечивающих гигиеничность и устойчивость к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная регулировка скорости подачи теста</li>
<li>Ручная регулировка толщины теста</li>
<li>Шестеренчатый тип привода</li>
<li>Кнопка аварийной остановки</li>
<li>Устройство защиты персонала</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 60 шт./мин.</li>
<li>Скорость вращения: 50 об./мин.</li>
<li>Диаметр вала матрицы: 90 мм</li>
<li>Ширина тестовой заготовки: 38 мм</li>
<li>Вес готового изделия: 9 г</li>
<li>Промежуточная толщина изделия: 2 мм</li>
<li>Толщина кромки изделия: 1 мм</li>
<li>Габариты в упаковке: 490х400х420 мм</li>
</ul>",270638,,220 В,0.18 кВт,250 мм,570 мм,32 мм,32 кг,1,490x400x420 мм,0,https://entero.ru/manuals/332978/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DS-75.pdf;https://entero.ru/manuals/332979/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,56174,,23 кг,,Китай,3600 шт/час,настольный,,,75 мм
https://cdn.entero.ru/mp@2x/37/81/37810cbf8a0c0dc8492d98f4450614f4.jpg;https://cdn.entero.ru/mp@2x/ec/8a/ec8aec7db937a7fb97d777533ddfc153.jpg;https://cdn.entero.ru/mp@2x/40/6d/406d05c456a1e47120dce7f9586a3250.jpg;https://cdn.entero.ru/mp@2x/d1/97/d1976d47e56103e4d52e27bb6d4bdd78.jpg;https://cdn.entero.ru/mp@2x/83/9a/839a72d6bf2393d47ace2016551d193e.jpg;https://cdn.entero.ru/mp@2x/26/c7/26c7a7f25979dcd7b714d0da5c3d9dcd.jpg;https://cdn.entero.ru/mp@2x/d1/bf/d1bf4787129ffa0c46673be44eca084c.jpg;https://cdn.entero.ru/mp@2x/8e/94/8e945cdf059cc376fa4f96eacafcd13d.jpg;https://cdn.entero.ru/mp@2x/7e/4a/7e4ad122a20449237361938ea7642dc4.jpg,Машина формовочная Foodatlas DS-80,DS-80 Foodatlas,52242,RUB,Нет,Foodatlas,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/270639,"<p>Формовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/270639""><b class=""b"">Foodatlas DS-80</b></a> используется на предприятиях общественного питания и торговли для изготовления круглых тестовых заготовок для последующего приготовления вареников и пельменей с различными начинками. Модель оснащена рядом вертикальных валков, через которые последовательно проходит тесто. Оборудование выполнено из пищевой нержавеющей стали с применением современных техник хромирования и окрашивания, обеспечивающих гигиеничность и устойчивость к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная регулировка скорости подачи теста</li>
<li>Ручная регулировка толщины теста</li>
<li>Шестеренчатый тип привода</li>
<li>Кнопка аварийной остановки</li>
<li>Устройство защиты персонала</li>
<li>Климатическое исполнение УХЛ 4.2. ГОСТ 15150-69</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 60 шт./мин.</li>
<li>Скорость вращения: 50 об./мин.</li>
<li>Диаметр вала матрицы: 90 мм</li>
<li>Ширина тестовой заготовки: 38 мм</li>
<li>Вес готового изделия: 9 г</li>
<li>Промежуточная толщина изделия: 1,8 мм</li>
<li>Толщина кромки изделия: 0,9 мм</li>
<li>Габариты в упаковке: 490х400х420 мм</li>
</ul>",270639,,220 В,0.8 кВт,250 мм,570 мм,320 мм,32 кг,1,490x400x420 мм,0,https://entero.ru/manuals/332980/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DS-80.pdf;https://entero.ru/manuals/332981/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,23 кг,,Китай,3600 шт/час,настольный,,,80 мм
