Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Конструкция,Количество ярусов,Максимальная нагрузка,Количество колес,Платформа
https://cdn.entero.ru/mp@2x/a2/36/a23653ae15f7b5de0163c7189ef2193e.jpg,Тележка закрытая Марихолодмаш 695175.002,для транспортировки мясных полуфабрикатов 600х700х1000 мм,32673,RUB,Нет,Марихолодмаш,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/229922,"<p>Закрытая тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229922""><b class=""b"">Марихолдмаш 695175.002 </b></a>предназначена для хранения и транспортировки мясных полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 3 полками и 4 колесами, 2 из которых с тормозом. Каркас, обшивка, распашная дверь и полки выполнены из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Каркас сварной</li>
<li>Ручка для удобства перемещения тележки </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Равнораспределенная нагрузка на 1 полку: 50 кг</li>
<li>Равнораспределенная нагрузка на тележку: 200 кг</li>
<li>Диаметр колес: 100 мм</li>
<li>Расстояние от крыши тележки до ручки: 100 мм</li>
</ul>",229922,многоярусная,600 мм,700 мм,1000 мм,42 кг,1,720x840x1200 мм,0,,34759,,35 кг,,Россия,производственная,закрытая,,,4,
https://cdn.entero.ru/mp@2x/80/2c/802c620182ee1120cb5cb89a0f167081.jpg;https://cdn.entero.ru/mp@2x/83/85/838597aba0644a27192fb12ff45b7d18.jpg;https://cdn.entero.ru/mp@2x/05/2c/052ce7375c7db3db62b0af93a64983e5.jpg,Тележка грузовая ATESY ТГР-1200.700-02,Тележка грузовая ТГР-1200.700-02 (колеса пр-во Турции),34691,RUB,Нет,ATESY,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/124030,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124030"">ATESY ТГР-1200.700-02</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для перемещения различных грузов. Модель оснащена 4 колесами, 2 из которых являются поворотными и снабжены тормозными устройствами. Разборная конструкция полностью выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручка из трубы круглого сечения установлена в углубления на полке и прикреплена болтами</li>
<li>Легкость управления и маневренность благодаря качественным колесам (пр-во Турции)</li>
<li>Разборная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры платформы: 1200х700 мм</li>
<li>​Диаметр колес: 160 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124030,платформенная,750 мм,1480 мм,935 мм,36 кг,1,1210x714x170 мм,0,https://entero.ru/manuals/132252/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%93%D0%A0-1200.700-02.pdf;https://entero.ru/manuals/282069/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,34 кг,Россия,Россия,"складская, производственная",открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/b5/d9/b5d90c59ddfc5e95727612729c95b1fc.jpg,Тележка Техно-ТТ ТП-110Б,ТП110Б,42022,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/308851,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308851"">Техно-ТТ ТП-110Б</a></b> используется на предприятиях общественного питания и торговли для транспортировки различного оборудования и продуктов. Модель оснащена съемной ручкой, 2 передними неповоротными и 2 задними поворотными с тормозами резиновыми колесами. Сварной каркас выполнен из трубы 40х40, покрытого порошковой краской, площадка - из нержавеющей стали AISI 430, обод колесных опор - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр ручки: 25 мм</li>
<li>Диаметр колес: 150 мм</li>
<li>Толщина стали:
<ul>
<li>Каркас: 2 мм</li>
<li>Полка: 2 мм</li>
</ul>
</li>
<li>Размер площадки: 1200х800 мм</li>
<li>Габариты в упаковке: 800х1400х160 мм</li>
<li>Объем упаковки: 0,1792 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",308851,платформенная,1400 мм,800 мм,950 мм,,,,0,https://entero.ru/manuals/370159/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A2%D0%9F-110%D0%91.doc;https://entero.ru/manuals/370160/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf;https://entero.ru/manuals/513484/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,44234,,44 кг,,Россия,"производственная, для продуктов, складская",открытая,1,500 кг,4,сплошная
https://cdn.entero.ru/mp@2x/ff/61/ff61125787a03e227d0ef9ef463d9fe4.jpg,Тележка-контейнер Техно-ТТ ТПС-217/805,ТПС217/805,47807,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/120519,"<p>Тележка-контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120519"">Техно-ТТ ТПС-217/805</a></b> предназначена для транспортировки и хранения сыпучих продуктов на предприятиях общественного питания и торговли. Модель оснащена крышкой с ручкой и 4 колесами. Сварной каркас и контейнер выполнены из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 150 л</li>
<li>Диаметр колес: 125 мм</li>
<li>Размеры контейнера: 760х460х450 мм</li>
</ul>",120519,платформенная,800 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/513483/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,,,,,производственная,закрытая,,,4,
https://cdn.entero.ru/mp@2x/2d/01/2d0172deba5ba3f1b37cb636c0ef805d.jpg,Тележка производственная Mecon Profi Inox ТПГп 1000х600х980 мм,ТПГ-PIn1006098,12537,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/347041,"<p>Производственная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347041""><b class=""b"">Mecon Profi Inox ТПГп</b></a> предназначена для перемещения крупногабаритных тяжелых предметов и продуктов на предприятиях общественного питания и торговли. Модель оснащена разборной усиленной конструкцией, каркасом из профильной трубы, клепочным креплением платформы, 2 неповоротными колесами и 2 поворотными с тормозом. Каркас и платформа выполнены из нержавеющей стали, колеса - из резины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы: 25х25 мм</li>
<li>Толщина стали платформы: 0,8 мм</li>
<li>Диаметр колес: 125 мм</li>
<li>Объем упаковки: 0,09 м³</li>
<li>Цвет резины колес: серый</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347041,платформенная,600 мм,1000 мм,980 мм,,,,0,https://entero.ru/manuals/426172/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A2%D0%9F%D0%93%D0%BF%201000%D1%85600%D1%85980%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426173/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A2%D0%9F%D0%93%D0%BF%201000%D1%85600%D1%85980%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426174/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,Россия,Россия,"для продуктов, производственная, складская",открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/96/f9/96f9014fdb892ecf9867beb04bb90903.jpg,Ящик-носилки для продуктов Проммаш ЯН-2,ЯН2,21918,RUB,Нет,Проммаш,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/190321,"<p>Ящик-носилки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/190321"">Проммаш ЯН-2</a></b> используется на предприятиях общественного питания и торговли для переноса и транспортировки овощей и фруктов. Модель оснащена вместительной емкостью для продуктов с отверстиями по периметру в нижней части. Каркас выполнен из окрашенного металла, емкость - из нержавеющей стали.</p>",190321,,1600 мм,570 мм,631 мм,,,,0,,,,,Россия,Россия,,,,,,
https://cdn.entero.ru/mp@2x/b7/74/b774460f9af21d2748a247f71ed095dd.jpg,Тележка грузовая VIATTO ТГ-Н-ЮТ,Тележка грузовая VIATTO ТГ-Н-ЮТ,23425,RUB,Нет,VIATTO,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/24882,"<p>Тележка грузовая <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24882"">VIATTO ТГ-Н-ЮТ</a> </b>предназначена для транспортировки на ней кухонного инвентаря и продуктов питания. Тележка оснащена 4-мя поворотными колесамим, два из которых со стопорным механизмом. Сварной каркас изготовлен из нержавеющей профильной трубы, ручка из нержавеющей трубы, платформа -из нержавеющей стали aisi 430, усилена ЛДСП. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 200 мм</li>
<li>Размер профиля: 40х40 и 20х20 мм</li>
<li>Диаметр трубы: 20 мм</li>
<li>Толщина стали платформы: 0,8 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Грузоподъемность: 300 кг</li>
</ul>",24882,,1100 мм,600 мм,1000 мм,,,,0,,,,,,Китай,производственная,открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/fc/12/fc12eb3c02f670baeaf9e70befec75f2.jpg,Тележка складская Проммаш ТГ-150,Тележка складская Проммаш ТГ-150,30527,RUB,Нет,Проммаш,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/310664,"<p>Складская тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310664""><b class=""b"">Проммаш ТГ-150</b></a> предназначена для транспортировки различных грузов в торговых залах, выставочных комплексах, оптовых продуктовых и промышленных рынках. Модель оснащена платформой с дополнительными швеллерами и пневматическими колесами. Оборудование выполнено из металла, окрашенного антикоррозийной краской.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавный ход и маневренность</li>
<li>Рельефность платформы увеличивает жесткость конструкции и создает дополнительные удобства для перевоза крупных коробок и ящиков</li>
<li>Передняя пара колес служит в качестве направляющих, поэтому они строго фиксированы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры платформы: 800х630 мм</li>
</ul>",310664,платформенная,1000 мм,630 мм,1000 мм,,,,0,https://entero.ru/manuals/372653/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,,,,,Россия,складская,открытая,1,200 кг,4,сплошная
https://cdn.entero.ru/mp@2x/a4/94/a494d4496214ba721b9ec5a9d8244862.jpg;https://cdn.entero.ru/mp@2x/5a/35/5a35eab7a49b10144e23835fdb74c504.jpg;https://cdn.entero.ru/mp@2x/9a/cd/9acd1e408f8be88a5a0f738e85a084d7.jpg,Тележка для аксессуаров Robot Coupe 49132,171605,179075,RUB,Нет,Robot Coupe,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/127439,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127439"">Robot Coupe 49132</a></b> предназначена для хранения аксессуаров к овощерезкам. Конструкция способна вместить 16 дисков, 8 аксессуаров и 3 воронки. Модель оснащена 4 поворотными колесами, 2 из которых имеют стопор, что значительно облегчает процесс ее транспортировки.</p>

<p>В комплект поставки входит гастроемкость формата GN 1/1.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 800х880 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Аксессуары, изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",127439,многоярусная,800 мм,730 мм,1850 мм,,,,0,https://entero.ru/manuals/414825/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Robot%20Coupe%202023.pdf,,,24 кг,,,производственная,открытая,,,4,
https://cdn.entero.ru/mp@2x/ad/aa/adaa0c9d1fe26b84ae0a5836b4059dd4.jpg,Тележка грузовая платформенная Finist ТГП-800x800x980/1000 мм (краш. сталь),Тележка грузовая платформенная Finist ТГП-800x800x980/1000 мм (краш. сталь),11237,RUB,Нет,Finist,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/360856,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360856""><b class=""b"">Finist ТГП-800x800x1000 мм</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для перевозки крупногабаритных грузов. Модель оснащена прямоугольной сплошной платформой, рукояткой и 4 колесами. Прочный сварной каркас и платформа выполнены из стали с полимерно-порошковым покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 125 мм</li>
</ul>

<p><b>​​Опции (заказываются отдельно):</b></p>

<ul>
<li>Усиленная упаковка</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",360856,платформенная,800 мм,800 мм,1000 мм,,,,0,https://entero.ru/manuals/462926/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%A2%D0%93%D0%9F-800x800x980_1000%20%D0%BC%D0%BC.pdf,,,,Россия,Россия,производственная,открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/0f/60/0f60d5962bcf51a7861d52b29cf0643e.jpg,Тележка для транспортировки баков Finist ТТБ-500x525x980 мм нерж.сталь,Тележка для транспортировки баков Finist ТТБ-500x525x980 мм нерж.сталь,15246,RUB,Нет,Finist,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/369040,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369040""><b class=""b"">Finist ТТБ-500x525x980 мм </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли для транспортировки пищевых баков. Модель оснащена 4 поворотными колесами. Каркас выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота от пола до платформы: 850 мм</li>
</ul>",369040,,500 мм,525 мм,980 мм,,,,0,,,,,,Россия,,открытая,,,4,
https://cdn.entero.ru/mp@2x/25/bc/25bcd071f111f757f8a4255bb6481998.jpg,Тележка грузовая ITERMA ТГ 1200/600/1000,Тележка грузовая ITERMA ТГ 1200/600/1000,16885,RUB,Нет,ITERMA,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/319948,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319948"">ITERMA ТГ 1200/600/1000</a></b> используется на предприятиях общественного питания и торговли для перемещения продуктов, кухонной утвари, посуды и прочих предметов. Модель оснащена 4 поворотными колесами, 2 из которых оборудованы тормозами. Изделие выполнено из стали,.</p>

<p> </p>",319948,платформенная,1200 мм,600 мм,1000 мм,,,,0,,17589,,,,Россия,"производственная, для продуктов, складская",открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/6a/9f/6a9fe1c63c66f4f5c07bab0e9484e83c.jpg,Тележка грузовая ТММ ТГ-1,1000x600x850,19542,RUB,Нет,ТММ,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/82168,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82168"">ТММ ТГ-1</a></b> предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и торговли. Модель полностью выполнена из нержавеющей стали.</p>

<p>Возможно изготовление по чертежам и эскизам.</p>",82168,платформенная,1000 мм,600 мм,850 мм,,,,0,,20571,,,,Россия,"производственная, складская",открытая,1,150 кг,,сплошная
https://cdn.entero.ru/mp@2x/9f/5b/9f5bfe7812001116f1d5f55c0b117551.jpg,Тележка товарная (погрузочная) КАМИК 800(900)х600х950 мм,Тт-806,28038,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/233088,"<p>Товарная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233088""><b class=""b"">КАМИК 800(900)х600х950 мм</b></a> предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и торговли. Модель оснащена прорезиненными колесами, 2 из которых со стопором. Конструкция выполнена из нержавеющей стали AISI 430. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li> Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233088,платформенная,800 мм,600 мм,950 мм,,,,0,,30476,,28 кг,,Россия,производственная,открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/91/f9/91f9facd9869d223f00fa466aa64b2ec.jpg,Тележка грузовая KAYMAN ТГ-23/400,Тележка грузовая KAYMAN ТГ-23/400,29491,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/258095,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258095"">KAYMAN ТГ-23/400</a></b> используется на предприятиях общественного питания и торговли, а также в промышленно-производственных заведениях для перевозки различных грузов. Модель оснащена съемной ручкой. Сварной каркас выполнен из крашенной трубы 20х40 мм, платформа - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передние колеса неповоротные</li>
<li>Задние колеса поворотные с тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 150 мм</li>
<li>Толщина стали платформы: 2 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",258095,платформенная,1400 мм,800 мм,950 мм,44.6 кг,1,1405x805x160 мм,0,https://entero.ru/manuals/317892/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403448/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,31711,,44 кг,,Россия,"производственная, для продуктов, складская",открытая,,400 кг,4,сплошная
https://cdn.entero.ru/mp@2x/a0/18/a0189e4fe406f7f05e87710b85cfedb1.jpg,Тележка товарная (погрузочная) КАМИК 900(1000)х700х950 мм,Тт-907,30038,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/233097,"<p>Товарная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233097""><b class=""b"">КАМИК 900(1000)х700х950 мм</b></a> предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и торговли. Модель оснащена прорезиненными колесами, 2 из которых со стопором. Конструкция выполнена из нержавеющей стали AISI 430. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li> Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233097,платформенная,900 мм,700 мм,950 мм,,,,0,,,,32 кг,,Россия,производственная,открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/af/a9/afa9f38ec11c90f8f9c417c21b22bc63.jpg,Тележка для муки КОБОР 80/50,Тележка для муки КОБОР 80/50,32548,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/346462,"<p>Тележка для муки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346462"">Кобор 80/50</a></b> предназначен для хранения муки на предприятиях общественного питания, торговли и в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Изделие надежно защитит свое содержимое от солнечных лучей, попадания пыли и мусора. Модель оснащена крышкой и колесами и ручками для перемещения. Корпус выполнен изнержавеющей стали.</p>

<p> </p>",346462,,610 мм,560 мм,585 мм,,,,0,,,,13 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/a2/eb/a2ebc16b20350436c5deb1ce2ee4c2c1.jpg,Тележка товарная (погрузочная) КАМИК 1200(1300)х600х950 мм,Тт-1206,33187,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/233091,"<p>Товарная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233091""><b class=""b"">КАМИК 1200(1300)х600х950 мм</b></a> предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и торговли. Модель оснащена прорезиненными колесами, 2 из которых со стопором. Конструкция выполнена из нержавеющей стали AISI 430. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li> Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233091,платформенная,1200 мм,600 мм,950 мм,42 кг,1,1440x720x1140 мм,0,,,,35 кг,,Россия,производственная,открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/89/ef/89ef3a8c923d7037089b0fbed22d87d1.jpg,Тележка товарная (погрузочная) КАМИК 1200(1300)х800х950 мм,Тт-1208,36376,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/233103,"<p>Товарная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233103""><b class=""b"">КАМИК 1200(1300)х800х950 мм</b></a> предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и торговли. Модель оснащена прорезиненными колесами, 2 из которых со стопором. Конструкция выполнена из нержавеющей стали AISI 430. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li> Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233103,платформенная,1200 мм,800 мм,950 мм,49.2 кг,1,1440x960x1140 мм,0,,37892,,41 кг,,Россия,производственная,открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/e4/f9/e4f9d1f6739a7114860649bdb8587785.jpg,Тележка грузовая Gastrolux ТГ-106,Тележка грузовая Gastrolux ТГ-106,36846,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/70592,"<p>Грузовая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/70592"">Gastrolux ТГ-106</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях, кондитерских и промышленно-производственных помещениях для транспортировки различного оборудования и продуктов. Модель оснащена колесами повышенной грузоподъемности европейского производства. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=100 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",70592,платформенная,1000 мм,600 мм,950 мм,,,,0,https://entero.ru/manuals/490938/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,,26.3 кг,,Россия,"производственная, для продуктов, складская",открытая,,,4,
https://cdn.entero.ru/mp@2x/76/cd/76cd838da91591414a3e836947b67b1e.jpg,Тележка товарная (погрузочная) КАМИК 1400(1500)х800х950 мм,Тт-1408,37635,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/233106,"<p>Товарная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233106""><b class=""b"">КАМИК 1400(1500)х800х950 мм</b></a> предназначена для перемещения различных предметов и товаров на предприятиях общественного питания и торговли. Модель оснащена прорезиненными колесами, 2 из которых со стопором. Конструкция выполнена из нержавеющей стали AISI 430. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li> Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233106,платформенная,1400 мм,800 мм,950 мм,52.8 кг,1,1680x960x1140 мм,0,,40468,,44 кг,,Россия,производственная,открытая,1,300 кг,4,сплошная
https://cdn.entero.ru/mp@2x/15/c3/15c30f852b30c54181f02a1e87645fb1.jpg;https://cdn.entero.ru/mp@2x/dd/20/dd2092dae2d8552eb0582585e2cd3267.jpg,Контейнер для хранения Rubbermaid FG263200WHT (без крышки),Brute FG263200WHT,8835,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/40074,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40074""><b class=""b"">Rubbermaid Brute FG263200WHT</b></a> серии Brute предназначен для хранения и транспортировки сыпучих продуктов на предприятиях общественного питания и фабриках-кухнях. Изделие оснащено боковыми ручками со специальными прорезями для фиксации мешка, донной ручкой для удобства опрокидывания, укрепленным основанием и вентиляционными каналами для облегчения извлечения полных мешков. Корпус выполнен из пластика, устойчивого к образованию сколов, потертостей и вмятин.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 121,1 л</li>
<li>Цвет: белый</li>
</ul>",40074,,557 мм,557 мм,705 мм,,,,0,,11474,,3.5 кг,,США,,,,,,
