Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Управление,Масса заготовки,Тип заготовок,Подпекание заготовок,Диаметр заготовки,Формование борта
https://cdn.entero.ru/mp@2x/08/47/08471e1dffe7d75143854d15891f5e86.jpg;https://cdn.entero.ru/mp@2x/40/57/405746fe1d3b19b11ec49fac621b2872.jpg,Пресс для пиццы термический OEM-ALI PF33MT SV4,OM00859,510103,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195213,"<p style=""text-align: justify;"">Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195213"">OEM-ALI PF33MT SV4</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин. Края пластин загнуты на 2 мм, что позволяет получить заготовку с бортиками.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Общая высота бортиков: 4 мм</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195213,380 В,3.25 кВт,429 мм,582 мм,781 мм,,,,0,https://entero.ru/manuals/227517/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227698/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/424172/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OEM-ALI%20PF33MT%20SV4.pdf,531357,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,330 мм,Да
https://cdn.entero.ru/mp@2x/3a/83/3a83efc61a03ecb48f91a868bbd5506b.jpg,Пресс для пиццы OEM-ALI PF33MTS SV2,Пресс для пиццы OEM-ALI PF33MTS SV2,544511,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/168892,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168892"">OEM-ALI PF33MTS SV2</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор толщины тестовой заготовки</li>
<li>Таймер регулирования времени формования</li>
<li>Края верхней пластины загнуты на 2 мм для формования заготовки с бортиком</li>
<li>Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 300 основ/час</li>
<li>Температура нагрева основы: до 180 °C</li>
<li>Время формования: до 3 сек.</li>
<li>Габариты в упаковке: 630х480х920 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Открытый стенд</li>
<li>Колеса</li>
</ul>",168892,380 В,3.24 кВт,410 мм,550 мм,780 мм,,,,0,https://entero.ru/manuals/424169/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OEM-ALI%20PF33MTS%20SV2.pdf;https://entero.ru/manuals/424170/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,591860,,131 кг,,Италия,300 шт/час,настольная,электронное,,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/14/5f/145f2a9abd983b9740c8d6803f333240.jpg;https://cdn.entero.ru/mp@2x/02/31/02316ffa89574e18a385867a1d22888d.jpg;https://cdn.entero.ru/mp@2x/6d/54/6d54d923d89d61283715b19ddc1b3d0c.jpg;https://cdn.entero.ru/mp@2x/af/12/af12c5588dfc0ad0a847f6fe2fc6f225.jpg,Пресс для пиццы OEM-ALI PF/35MT/SV4,OM05790,600631,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/123493,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123493"">OEM-ALI PF/35MT/SV4</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор толщины тестовой заготовки</li>
<li>Таймер регулирования времени формования</li>
<li>Края верхней и нижней пластины загнуты на 2 мм для формования заготовки с бортиком</li>
<li>Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 250 основ/час</li>
<li>Температура нагрева основы: до 180 °C</li>
<li>Время формования: до 3 сек.</li>
</ul>",123493,380 В,3.4 кВт,582 мм,429 мм,781 мм,,,,0,https://entero.ru/manuals/424165/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OEM-ALI%20PF_35MT_SV4%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/424166/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,652860,,,,Италия,250 шт/час,настольная,электронное,,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/7e/c5/7ec505465361e30064046fa44c168db3.jpg,Пресс для пиццы термический OEM-ALI PF35MT PIANO,OM05789,600631,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195312,"<p style=""text-align: justify;"">Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195312"">OEM-ALI PF35MT PIANO</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы и тортильи. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Заготовки без бортика</li>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колеса</li>
</ul>",195312,380 В,3.4 кВт,429 мм,582 мм,781 мм,,,,0,https://entero.ru/manuals/227670/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227697/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,350 мм,
https://cdn.entero.ru/mp@2x/0b/a0/0ba00dd7a8058adddb419f18a97c02af.jpg,Пресс для пиццы Sigma SPRIZZA 50,Пресс для пиццы Sigma SPRIZZA 50,625221,RUB,Нет,Sigma,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/51068,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51068"">Sigma SPRIZZA 50</a></b> используется в пиццериях и ресторанах, на предприятиях пищевого производства, общественного питания и торговли для формирования круглых тестовых заготовок для пиццы методом холодного раскатывания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запатентованная система микро-прокатки</li>
<li>Регулируемая толщина заготовки</li>
<li>Формовка корки</li>
<li>Автоматический запуск и остановка</li>
<li>Формование борта</li>
</ul>",51068,220 В,0.75 кВт,700 мм,820 мм,840 мм,,,,0,https://entero.ru/manuals/212116/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sigma%20SPRIZZA%2050%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,150 кг,,Италия,,настольная,электромеханическое,,традиционная пицца,,500 мм,
https://cdn.entero.ru/mp@2x/ca/e5/cae5611adff39845c5e0e765fb1c3c12.jpg;https://cdn.entero.ru/mp@2x/3f/35/3f35cfe657271a7353b15d99ccab743d.jpg;https://cdn.entero.ru/mp@2x/82/dd/82dd534a06989a91ce96d02347465f06.jpg;https://cdn.entero.ru/mp@2x/c9/5d/c95dc518614e3733c40978a1c9ec1a21.jpg;https://cdn.entero.ru/mp@2x/f8/32/f832b9c63c792f9e5ca1e302ed2c05b8.jpg;https://cdn.entero.ru/mp@2x/65/68/6568912833764eb0d8f2e30ba38d6f12.jpg;https://cdn.entero.ru/mp@2x/4c/e7/4ce72d708e5239ae38ece4e82f38e60a.jpg,Пресс для пиццы Cuppone Pizzaform PZF/50DS,PZF/50DS/45896,668623,RUB,Нет,Cuppone,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/174398,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/174398"">Cuppone Pizzaform PZF/50DS</a></b> используется на предприятиях общественного питания и торговли для изготовления основ для пицц. Модель оснащена электронным управлением, 2 цифровыми термостатами и защитной решеткой, закрывающей верхнюю и нижнюю пластины. Под действием температуры пластин создается тонкий твердый крахмальный слой на внешней стороне теста. Корпус и ТЭНы выполнены из нержавеющей стали, пластины - из хромированной стали с добавлением меди.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Раздельная регулировка температуры верхней и нижней пластин</li>
<li>ТЭНы спиралеобразной формы, равномерно покрывающие поверхность пластины и обода, обеспечивают равномерное распределение температуры</li>
<li>Электронный контроль времени контакта пластин</li>
<li>Механический контроль толщины тестового диска</li>
<li>Конструкция пластин позволяет получить традиционный бортик</li>
<li>Высокая удельная термическая электропроводность пластин</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: до 200 °С</li>
<li>Высота рабочей поверхности: 600 мм</li>
<li>Габариты в упаковке: 620х770х1010 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка SPZF</li>
<li>Питание 380 В</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",174398,220 В,6.6 кВт,560 мм,710 мм,860 мм,,,,0,https://entero.ru/manuals/202636/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Cuppone%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20Pizzaform.pdf,726764,,196 кг,,Италия,400 шт/час,настольная,электронное,,традиционная пицца,Да,от 500 до 520 мм,
https://cdn.entero.ru/mp@2x/d8/76/d876f84c2b59fe7a31bce1acaddf72af.jpg;https://cdn.entero.ru/mp@2x/f3/6e/f36ee04e8be873e6ee53a2539ce69397.jpg;https://cdn.entero.ru/mp@2x/56/58/5658e59625bfd9b70723b197e91dd806.jpg;https://cdn.entero.ru/mp@2x/05/ff/05ff5134b7a62be47842a65e6efeef11.jpg;https://cdn.entero.ru/mp@2x/0f/ed/0fed78fd63d516384ca8d03f0b2e19e3.jpg;https://cdn.entero.ru/mp@2x/33/32/3332b51d4b094e456950117f8a6a104e.jpg;https://cdn.entero.ru/mp@2x/b6/7f/b67f0d16e803352adf9eb72ea2fd4030.jpg,Пресс для пиццы Cuppone Pizzaform PZF/40DS,Пресс для пиццы Cuppone Pizzaform PZF/40DS,756453,RUB,Нет,Cuppone,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/87631,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87631"">Cuppone Pizzaform PZF/40DS</a></b> используется на предприятиях общественного питания и торговли для изготовления основ для пицц. Модель оснащена 2 светодиодными дисплеями, показывающими температуру верхней и нижней пластин, таймером и функцией подсчета ударов. Под действием температуры пластин создается тонкий твердый крахмальный слой на внешней стороне теста. Корпус выполнен из нержавеющей стали, пластины - из хромированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины теста с помощью рычага</li>
<li>Электронный контроль температуры пластин</li>
<li>Двигатель со встроенной тепловой защитой</li>
<li>Защита от попадания инородных предметов между пластинами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота рабочей поверхности: 600 мм</li>
<li>Среднее энергопотребление: 3,9 кВт</li>
<li>Габариты в упаковке: 620х770х1010 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка SPZF</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",87631,380 В,5.6 кВт,560 мм,710 мм,860 мм,,,,0,https://entero.ru/manuals/113568/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cuppone%20Pizzaform%20PZF_40DS.pdf;https://entero.ru/manuals/113571/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Cuppone%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20Pizzaform.pdf,,,186 кг,,Италия,400 шт/час,настольная,электронное,,традиционная пицца,Да,400 мм,
https://cdn.entero.ru/mp@2x/8b/8f/8b8f2ae97a09eb4967ae322753b1f1cc.jpg;https://cdn.entero.ru/mp@2x/5e/6e/5e6eda0701f3349e1d0f90e68bb715b8.jpg;https://cdn.entero.ru/mp@2x/58/eb/58eb79bb761966027cc5f746e83edc84.jpg;https://cdn.entero.ru/mp@2x/b8/14/b814e59f39a36ea9dfedaacb37e62a7c.jpg;https://cdn.entero.ru/mp@2x/3e/b9/3eb9cd721f5298f0684e3d43517eaeab.jpg;https://cdn.entero.ru/mp@2x/31/66/3166a9e86330c6c2797168f6d7b75b46.jpg;https://cdn.entero.ru/mp@2x/d7/4b/d74b39d503783998aad765275d740436.jpg,Пресс для пиццы Cuppone Pizzaform PZF/45DS,Пресс для пиццы Cuppone Pizzaform PZF/45DS,765869,RUB,Нет,Cuppone,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/73543,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73543"">Cuppone Pizzaform PZF/45DS</a></b> используется на предприятиях общественного питания и торговли для изготовления основ для пицц. Модель оснащена 2 светодиодными дисплеями, показывающими температуру верхней и нижней пластин, таймером и функцией подсчета ударов. Под действием температуры пластин создается тонкий твердый крахмальный слой на внешней стороне теста. Корпус выполнен из нержавеющей стали, пластины - из хромированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины теста с помощью рычага</li>
<li>Электронный контроль температуры пластин</li>
<li>Двигатель со встроенной тепловой защитой</li>
<li>Защита от попадания инородных предметов между пластинами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 400 шт/час</li>
<li>Высота рабочей поверхности: 600 мм</li>
<li>Среднее энергопотребление: 4,6 кВт</li>
<li>Габариты в упаковке: 620х770х1010 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка SPZF</li>
</ul>
<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",73543,380 В,6.6 кВт,560 мм,710 мм,860 мм,,,,0,https://entero.ru/manuals/113569/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cuppone%20Pizzaform%20PZF_45DS.pdf;https://entero.ru/manuals/113572/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Cuppone%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20Pizzaform.pdf,797780,,191 кг,,Италия,400 шт/час,настольная,электронное,,традиционная пицца,Да,450 мм,
https://cdn.entero.ru/mp@2x/31/c7/31c70464f0c192e72424c55be7a7c65d.jpg;https://cdn.entero.ru/mp@2x/8a/25/8a251186988bcf6c8b2b68e9afbce0a1.jpg,Пресс для пиццы термический OEM-ALI PF45MTE PIANO,OM01515,959025,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195323,"<p>Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195323"">OEM-ALI PF45MTE PIANO</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы и тортильи. Модель оснащена механическим приводом и раздельными электронными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Заготовки без бортика</li>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колеса</li>
</ul>",195323,380 В,6.55 кВт,600 мм,850 мм,900 мм,,,,0,https://entero.ru/manuals/227676/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227696/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,450 мм,
https://cdn.entero.ru/mp@2x/f7/07/f7071c3acfbc5f945a3127dc01d9fe8f.jpg;https://cdn.entero.ru/mp@2x/bd/1e/bd1e47a6e3b2c89a875f43a58d972235.jpg,Пресс для пиццы термический OEM-ALI PF45MTE SV.4,OM01426,959025,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195370,"<p>Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195370"">OEM-ALI PF45MTE SV.4</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы. Модель оснащена механическим приводом и раздельными электронными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
<li style=""text-align: justify;"">Общая высота бортиков: 4 мм</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195370,380 В,6.55 кВт,600 мм,850 мм,900 мм,,,,0,https://entero.ru/manuals/227709/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227710/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1020239,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,450 мм,Да
