Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Количество рабочих секций,Количество сегментов для вафель,Тип вафель
https://cdn.entero.ru/mp@2x/94/d7/94d71f0fa222f3bf40910fac09a57790.jpg;https://cdn.entero.ru/mp@2x/b8/fa/b8fae719d1f01f24504a19c758981175.jpg,Форма для тарталетницы Pavoni COOKMATIC 27,Форма для тарталетницы Pavoni COOKMATIC 27,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/202928,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202928""><b class=""b"">PAVONI COOKMATIC 27</b></a> используется совместно с тарталетницей <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки квадратной формы с ровным краем. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 30</li>
<li>Размер ячейки:
<ul>
<li>верхней части: 40х40 мм</li>
<li>нижней части: 38х38 мм</li>
</ul>
</li>
<li>Высота ячейки: 15 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенки: 3,5 мм</li>
<li>Дна: 3,5 мм</li>
</ul>
</li>
<li>Габариты без упаковки: 380х350х35 мм</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",202928,,,,,,,,,,0,https://entero.ru/manuals/237808/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237809/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237810/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%2027.jpg,,,,,,,,
https://cdn.entero.ru/mp@2x/33/da/33da450e633b5367ff1f1f8e0377eb24.jpg;https://cdn.entero.ru/mp@2x/fe/ee/feeeecf660d9111a8de2be6e47866730.jpg,Форма для тарталетницы Pavoni COOKMATIC 00,Форма для тарталетницы Pavoni COOKMATIC 00,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/202933,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202933""><b class=""b"">PAVONI COOKMATIC 00</b></a> используется совместно с тарталетницей <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки округлой формы. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 25</li>
<li>Диаметр ячейки:
<ul>
<li>верхней части: 55 мм</li>
<li>нижней части: 35 мм</li>
</ul>
</li>
<li>Высота ячейки: 16 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенки: 3,5 мм</li>
<li>Дна: 4 мм</li>
</ul>
</li>
<li>Габариты без упаковки: 380х350х35 мм</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",202933,,,,,,,,,,0,https://entero.ru/manuals/237819/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237820/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237821/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%2000.jpg,110738,,,,,,,
https://cdn.entero.ru/mp@2x/79/b8/79b8c926d41279bffa36ea94204bd7e6.jpg;https://cdn.entero.ru/mp@2x/16/84/16846591b5e983a227efd65185b8ca5c.jpg;https://cdn.entero.ru/mp@2x/44/3e/443e59655b3557100fa310be94e6e25b.jpg,Форма для тарталетницы Pavoni COOKMATIC 19,Форма для тарталетницы Pavoni COOKMATIC 19,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/202987,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202987""><b class=""b"">PAVONI COOKMATIC 19</b></a> используется совместно с тарталетницей <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки треугольной формы с ровным краем. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 28</li>
<li>Размер ячейки:
<ul>
<li>верхней части: 70х40 мм</li>
<li>нижней части: 67х37 мм</li>
</ul>
</li>
<li>Высота ячейки: 25 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенки: 3,5 мм</li>
<li>Дна: 4,5 мм</li>
</ul>
</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",202987,,,,,,,,,,0,https://entero.ru/manuals/237840/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237841/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237843/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%2019.jpg,,,,,,,,
https://cdn.entero.ru/mp@2x/e7/48/e7484334057741d72c567f13b0f0668e.jpg;https://cdn.entero.ru/mp@2x/01/a9/01a98e5f311b66a59a2e29c2a2de83ac.jpg;https://cdn.entero.ru/mp@2x/fe/ea/feea71a9fb5bd1e684cf5da69103cd5b.jpg,Форма для тарталетницы Pavoni COOKMATIC 21,Форма для тарталетницы Pavoni COOKMATIC 21,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/202992,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202992""><b class=""b"">PAVONI COOKMATIC 21</b></a> используется совместно с тарталетницей <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки круглой формы с ровным краем. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 20</li>
<li>Диаметр ячейки:
<ul>
<li>верхней части: 60 мм</li>
<li>нижней части: 56 мм</li>
</ul>
</li>
<li>Высота ячейки: 20 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенки: 4 мм</li>
<li>Дна: 4 мм</li>
</ul>
</li>
<li>Габариты без упаковки: 380х350х35 мм</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",202992,,,,,,,,,,0,https://entero.ru/manuals/237846/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237848/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237849/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%2021.jpg,110738,,,,,,,
https://cdn.entero.ru/mp@2x/6a/0f/6a0fd19b8ebe826bd20b2e9daf5d3b1d.jpg;https://cdn.entero.ru/mp@2x/f0/3a/f03a870fc78f4d720308a3db6ba5cc06.jpg,Форма для тарталетницы Pavoni COOKMATIC 24,Форма для тарталетницы Pavoni COOKMATIC 24,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/202995,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/202995""><b class=""b"">PAVONI COOKMATIC 24</b></a> используется совместно с тарталетницей <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки круглой формы с ровным краем. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 13</li>
<li>Диаметр ячейки:
<ul>
<li>верхней части: 60 мм</li>
<li>нижней части: 57 мм</li>
</ul>
</li>
<li>Высота ячейки: 20 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенки: 3,5 мм</li>
<li>Дна: 4,5 мм</li>
</ul>
</li>
<li>Габариты без упаковки: 380х350х35 мм</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",202995,,,,,,,,,,0,https://entero.ru/manuals/237851/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237852/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237853/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%2024.jpg,113119,,,,,,,
https://cdn.entero.ru/mp@2x/17/13/17136f2b228665629442aca3a9329134.jpg;https://cdn.entero.ru/mp@2x/08/ea/08eae0223031b354e2b26f8dd5d0cde3.jpg,Форма для тарталетницы Pavoni COOKMATIC 57,Форма для тарталетницы Pavoni COOKMATIC 57,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/203008,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203008""><b class=""b"">PAVONI COOKMATIC 57</b></a> используется совместно с тарталетницей <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки круглой формы с ровным краем. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 24</li>
<li>Диаметр ячейки:
<ul>
<li>верхней части: 55 мм</li>
<li>нижней части: 53 мм</li>
</ul>
</li>
<li>Высота ячейки: 15 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенки: 3 мм</li>
<li>Дна: 3 мм</li>
</ul>
</li>
<li>Габариты без упаковки: 380х350х35 мм</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",203008,,,,,,,,,,0,https://entero.ru/manuals/237869/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237870/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237873/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%2057.jpg,114349,,,,,,,
https://cdn.entero.ru/mp@2x/4f/0d/4f0ddcafc0aa5bea26fef2236d6f33e1.jpg;https://cdn.entero.ru/mp@2x/34/a1/34a152bf3b1445d3c24330008b261057.jpg;https://cdn.entero.ru/mp@2x/23/dc/23dc51debc0e3227dee4d54739e80aa8.jpg,Форма для тарталетницы Pavoni COOKMATIC U,Форма для тарталетницы Pavoni COOKMATIC U,105201,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/203014,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203014""><b class=""b"">PAVONI COOKMATIC U</b></a> используется совместно с тарталетницами NEWCOOKMATIC и <a href=""http://entero.ru/item/202319"" target=""_blank"">NEWCOOKMATIC SPECIAL</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 пластин и позволяет выпекать тарталетки квадратной формы с ровным краем. Пластины выполнены из алюминия, контактирующие с продуктами элементы имеют антипригарное покрытие.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Размер пластины: 350х380 мм</li>
<li>Количество ячеек: 12</li>
<li>Размер ячейки:
<ul>
<li>верхней части: 69х69 мм</li>
<li>нижней части: 62х62 мм</li>
</ul>
</li>
<li>Высота ячейки: 15 мм</li>
<li>Габариты без упаковки: 380х350х35 мм</li>
<li>Вес без упаковки: 10 кг</li>
<li>Габариты в упаковке: 400х380х40 мм</li>
<li>Вес с упаковкой: 12 кг</li>
</ul>",203014,,,,,,,,,,0,https://entero.ru/manuals/237879/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%A4%D0%BE%D1%80%D0%BC%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%86%20COOKMATIC%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237881/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/237882/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20COOKMATIC%20U.jpg,,,,,,,,
https://cdn.entero.ru/mp@2x/15/41/154160811d0153d846adc792ab4eff6c.jpg;https://cdn.entero.ru/mp@2x/f0/87/f087669f5c176fb2acd3b8fb05a8d80f.jpg,Форма для тарталетницы Pavoni PIASTRA C,Форма для тарталетницы Pavoni PIASTRA C,108215,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/34553,"<p>Форма <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34553"">Pavoni PIASTRA C</a></b> используется совместно с тарталетницей <a href=""https://entero.ru/item/32105"">COOKMATIC</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 частей и позволяет выпекать тарталетки овальной формы с волнистыми краями. Изделие выполнено из чугуна с тефлоновым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ячеек: 15</li>
<li>Размер ячейки:
<ul>
<li>Верх: 70х58 мм</li>
<li>Низ: 60,5х32 мм</li>
</ul>
</li>
<li>Высота ячейки: 16 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенка: 4 мм</li>
<li>Основание: 6 мм</li>
</ul>
</li>
<li>Размер: 365х315х55 мм</li>
</ul>",34553,,,,,,,,,,0,https://entero.ru/manuals/72021/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,
https://cdn.entero.ru/mp@2x/39/f5/39f54b55cea04aa2168a4f71fd209dc3.jpg;https://cdn.entero.ru/mp@2x/32/ed/32ed2aa5d7fe0408daa0a6fe665bc857.jpg,Форма для тарталетницы Pavoni PIASTRA E,Форма для тарталетницы Pavoni PIASTRA E,108215,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/34554,"<p>Форма <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34554"">Pavoni PIASTRA E</a></b> используется совместно с тарталетницей <a href=""https://entero.ru/item/32105"">COOKMATIC</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 частей и позволяет выпекать тарталетки овальной формы с волнистыми краями. Изделие выполнено из чугуна с тефлоновым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ячеек: 30</li>
<li>Размер ячейки:
<ul>
<li>Верх: 68х34 мм</li>
<li>Низ: 52х17,5 мм</li>
</ul>
</li>
<li>Высота ячейки: 15 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенка: 3 мм</li>
<li>Основание: 5 мм</li>
</ul>
</li>
<li>Размер: 365х315х55 мм</li>
</ul>",34554,,,,,,,,,,0,https://entero.ru/manuals/72022/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,112724,,,,,,,
https://cdn.entero.ru/mp@2x/c2/79/c279e7668bdca2d386cffb39f29adaaa.jpg;https://cdn.entero.ru/mp@2x/0e/ea/0eeaae1b17ff58de2bb4a7eb41112d8f.jpg,Форма для тарталетницы Pavoni PIASTRA H,Форма для тарталетницы Pavoni PIASTRA H,108215,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/34555,"<p>Форма <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34555"">Pavoni PIASTRA H</a></b> используется совместно с тарталетницей <a href=""https://entero.ru/item/32105"">COOKMATIC</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 частей и позволяет выпекать тарталетки в форме звезды с волнистыми краями. Изделие выполнено из чугуна с тефлоновым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ячеек: 16</li>
<li>Размер ячейки:
<ul>
<li>Верх: 64х64 мм</li>
<li>Низ: 34,5х34,5 мм</li>
</ul>
</li>
<li>Высота ячейки: 15 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенка: 3 мм</li>
<li>Основание: 5 мм</li>
</ul>
</li>
<li>Размер: 365х315х55 мм</li>
</ul>",34555,,,,,,,,,,0,https://entero.ru/manuals/72018/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,
https://cdn.entero.ru/mp@2x/03/7e/037e9b402fcc35e4d32e2f44fe1b77fb.jpg;https://cdn.entero.ru/mp@2x/e9/2c/e92c41ea825831a35601b8f5ea438726.jpg,Форма для тарталетницы Pavoni PIASTRA Y,Форма для тарталетницы Pavoni PIASTRA Y,108215,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/34558,"<p>Форма <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34558"">Pavoni PIASTRA Y</a></b> используется совместно с тарталетницей <a href=""https://entero.ru/item/32105"">COOKMATIC</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 частей и позволяет выпекать тарталетки в форме гриба. Изделие выполнено из чугуна с тефлоновым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ячеек: 30</li>
<li>Размер ячейки: 40х35х17,5</li>
<li>Толщина ячейки: 3 мм</li>
<li>Размеры: 365х315х55 мм</li>
</ul>",34558,,,,,,,,,,0,https://entero.ru/manuals/72016/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,
https://cdn.entero.ru/mp@2x/63/92/63922bc9b82adf86a9ab211d78168ffc.jpg;https://cdn.entero.ru/mp@2x/28/bb/28bb3aecb8f3165e5627dc0452543d6c.jpg,Форма для тарталетницы Pavoni PIASTRA K,Форма для тарталетницы Pavoni PIASTRA K,108215,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/39586,"<p>Форма <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39586"">Pavoni PIASTRA K</a></b> используется совместно с тарталетницей <a href=""https://entero.ru/item/32105"">COOKMATIC</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 частей и позволяет выпекать тарталетки в форме ложечки. Изделие выполнено из чугуна с тефлоновым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ячеек: 20</li>
<li>Размер ячейки: 78х38х11</li>
<li>Толщина ячейки: 3 мм</li>
<li>Размер: 365х315х55 мм</li>
</ul>",39586,,,,,,,,,,0,https://entero.ru/manuals/72017/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,
https://cdn.entero.ru/mp@2x/f2/05/f20562e59f03a2633e403fcc54d40e26.jpg;https://cdn.entero.ru/mp@2x/c0/b6/c0b6d0030529ca5e393070332f59a6ed.jpg;https://cdn.entero.ru/mp@2x/c5/bd/c5bd637c6862bce93965c3d8e64a0b27.jpg,Форма для тарталетницы Pavoni PIASTRA Z,Форма для тарталетницы Pavoni PIASTRA Z,108215,RUB,Нет,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/125048,"<p>Форма <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125048"">Pavoni PIASTRA Z</a></b> используется совместно с тарталетницей <a href=""https://entero.ru/item/32105"">COOKMATIC</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель состоит из 2 частей и позволяет выпекать тарталетки круглой формы. Изделие выполнено из чугуна с тефлоновым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество ячеек: 2</li>
<li>Диаметр ячейки:
<ul>
<li>Верхний: 160 мм</li>
<li>Нижний: 146 мм</li>
</ul>
</li>
<li>Высота ячейки: 22 мм</li>
<li>Толщина ячейки:
<ul>
<li>Стенка: 4 мм</li>
<li>Основание: 8 мм</li>
</ul>
</li>
<li>Размеры: 380x350x35 мм</li>
<li>Размеры в упаковке: 400x380x40 мм</li>
<li>Вес: 10 кг</li>
<li>Вес с упаковкой: 14 кг</li>
</ul>",125048,,,,,,,,,,0,https://entero.ru/manuals/134492/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,113911,,,,,,,
