Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней,Вес (с упаковкой),Центрифуга для зелени
https://cdn.entero.ru/mp@2x/dc/46/dc46ba48af840783ebc69d0008e3089e.jpg;https://cdn.entero.ru/mp@2x/5c/eb/5cebcc15f6d608c6a110cdf0eb19284f.jpg;https://cdn.entero.ru/mp@2x/88/56/885604185c03241dca3040a72b95a41b.jpg;https://cdn.entero.ru/mp@2x/e7/4e/e74e108f81dfddcf5b7c1646b11bdabf.jpg;https://cdn.entero.ru/mp@2x/58/6f/586fa7eb38d92f58ef5db3fc6b48483c.jpg;https://cdn.entero.ru/mp@2x/08/c0/08c0c9a294b1d4a132c97f8a456aa905.jpg;https://cdn.entero.ru/mp@2x/ff/7d/ff7dcab85af0c771b05589e293a12af3.jpg;https://cdn.entero.ru/mp@2x/ed/42/ed42f5a20f6843d570eaf9e2fdd2c9a2.jpg;https://cdn.entero.ru/mp@2x/bc/54/bc54f208383058980a7b86103c56aa1b.jpg,Сушилка для овощей и фруктов Excalibur 4948CDGB,Дегидратор 4948CDGB,78621,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/235720,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235720"">Excalibur 4948CDGB</a></b> предназначен для сушки овощей, фруктов, ягод, орехов, грибов и трав, расстойки теста, приготовления йогурта, сыра, вяления мяса и рыбы на предприятиях общественного питания и в домашних условиях. Модель оснащена расположенными в задней стенке нагревательным элементом и вентилятором, электронным термостатом, съемной дверцей с 2 рукоятками и кнопочной панелью управления с жидкокристаллическим дисплеем. Лотки выполнены из высококачественного поликарбоната без содержания бисфенола А (BPA).</p>

<p>В комплект поставки входят 9 лотков с гибкими вставками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запатентованная технология Hyperwave для деликатного удаления влаги с сохранением ферментов и питательных веществ</li>
<li>Технология Parallexx для равномерного горизонтального распределения воздушного потока на всех уровнях</li>
<li>Мелкоячеистая структура рабочей плоскости лотков для равномерной сушки без необходимости переворачивания продукта </li>
<li>Таймер для установки длительности приготовления</li>
<li>Электронный контроллер Two Time / Two Temperature для автоматической 2-этапной обработки с понижением заданной температуры в установленное время </li>
<li>Цифровая индикация температуры и оставшегося до завершения времени</li>
<li>Независимый доступ к каждому уровню благодаря горизонтально ориентированной конструкции</li>
<li>Прозрачное остекление дверцы для визуального контроля процесса </li>
<li>Возможность мойки лотков в посудомоечной машине</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Простота эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная заданная длительность обработки: 48 ч</li>
<li>Общая площадь рабочей поверхности: 1,39 м²</li>
<li>Диаметр вентилятора: 177,8 мм</li>
<li>Габариты лотка: 380x380 мм</li>
</ul>",235720,от 41 до 74 °С,220 В,0.6 кВт,432 мм,482 мм,355 мм,,,,0,https://entero.ru/manuals/284520/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Excalibur%204948CDGB.pdf,,,,США,США,9,,
https://cdn.entero.ru/mp@2x/a9/39/a939eff09526b48307f86c7857483c3d.jpg,Сушилка для овощей и фруктов Vema EC 2103/4,Дегидратор EC 2103/4,90763,RUB,Нет,Vema,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/130445,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130445"">Vema EC 2103/4</a></b> используется на предприятиях общественного питания и торговли, в производственных цехах, а также в домашних условиях для сушки овощей, грибов, фруктов и ягод. Модель оснащена электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 уровня</li>
<li>Регулируемая температура</li>
<li>Таймер до 100 часов с регулировкой в минутах и часах</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 350х550х330 мм</li>
</ul>",130445,от 20 до 70 °С,220 В,0.63 кВт,330 мм,530 мм,310 мм,,,,0,,,,16 кг,,Италия,4,,
https://cdn.entero.ru/mp@2x/11/aa/11aa9fa3d4c6de4f0cfdf22683c96dcf.jpg,Сушилка для овощей и фруктов Abat ШС-32-1-02,Дегидратор ШС-32-1-02 нерж / 71000000377,125400,RUB,Нет,Abat,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/176430,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176430""><b class=""b"">Abat ШС-32-1-02</b></a> предназначен для сушки трав, фруктов, овощей, ягод, макаронных изделий, мясных продуктов, приготовления пастилы и йогурта на предприятиях общественного питания и торговли. Модель оснащена 4 вентиляторами, ТЭН-ами различной мощности, аварийным термостатом, механическим таймером времени с функцией отключения и колесами с функцией стопорения. Каркас выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 32 решетки и емкость для сбора воды из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 3,03 кВт​</li>
<li>Потребляемая мощность ТЭН-ов: 2,8 кВт</li>
<li>Время работы по таймеру: 24 ч</li>
<li>Вместимость продуктов: 60 кг</li>
<li>Нагрузка на емкость: 2 кг</li>
<li>Размер решетки: 600х400 мм</li>
</ul>

<p>​​<b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Гастроемкости GN 1/1 высотой 20 мм</li>
<li>Решетки для подвешивания продуктов</li>
<li>Крючки для подвешивания продуктов</li>
</ul>",176430,от 30 до 85 °С,220 В,,435 мм,920 мм,1426 мм,,,,0,https://entero.ru/manuals/205168/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-1-02.pdf;https://entero.ru/manuals/411497/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%A8%D0%A1-32-1-02.pdf,,,60 кг,Россия,Россия,32,,
https://cdn.entero.ru/mp@2x/45/00/4500e8c18953f88d1fd6e27d0283f873.jpg;https://cdn.entero.ru/mp@2x/d2/7b/d27b2255923a529080a20bb8eeda2b3a.jpg,Камера сушильно-вялочная Ижица СВ-Н,svn / СВН,144414,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/342647,"<p>Сушильно-вялочная камера <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342647"">Ижица СВ-Н</a></b> предназначена для подсушивания перед копчением и вяления рыбы в коптильных цехах, в фермерских хозяйствах, на предприятиях общественного питания и торговли. Модель оснащена центробежным вентилятором и поддоном для сбора капель. Корпус выполнен из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Клеть в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Современный контроллер позволяет программировать интервалы работы (сушки) и остановки (для перераспределения влажности внутри продукта)</li>
<li>Степень автоматизации: полуавтомат</li>
<li>Без ТЭНа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: 80 кг</li>
<li>Мощность воздушного потока: 6000 м<sup>3</sup>/ч</li>
<li>Время сушки: от 30 до 70 мин.</li>
<li>Время вяления: от 48 до 74 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тележка для перемещения клетей</li>
<li>Рама для развески продукции 7 рядов</li>
<li>Решетки 700х700 мм с ячейкой 20 мм</li>
</ul>",342647,,220 В,0.5 кВт,850 мм,850 мм,1850 мм,,,,0,https://entero.ru/manuals/410255/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0%20%D0%A1%D0%92-%D0%9D.pdf;https://entero.ru/manuals/410256/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0.pdf,150431,,90 кг,Россия,Россия,,,
https://cdn.entero.ru/mp@2x/3a/cc/3acc1c22629d5e2cf21821224afc3555.jpg,Камера сушильно-вялочная Ижица СВ-Z,SVZ,166280,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/342701,"<p>Сушильно-вялочная камера <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342701"">Ижица СВ-Z</a></b> предназначена для подсушивания перед копчением в камерах Z115 и Varmen 115 и вяления рыбы, птицы и мяса в коптильных цехах, в фермерских хозяйствах, на предприятиях общественного питания и торговли. Модель оснащена 2 горизонтальными осевыми вентиляторами, которые обеспечивают мощный воздушный поток через продукт. Корпус выполнен из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Закатная рама в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Задаваемые параметры системы управления:
<ul>
<li>Общее время сушки</li>
<li>Время шага работы вентилятора</li>
<li>Время шага остановки вентилятора (для распределения влаги по продукту)</li>
</ul>
</li>
<li>Подсушивание продукта без нагревания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: 80 кг</li>
<li>Мощность воздушного потока: 10000 м<sup>3</sup>/ч</li>
<li>Температура воздушного потока: от 14 до 25 °С</li>
<li>Средняя потребляемая мощность: 1,2 кВт*ч</li>
<li>Габариты закатной рамы: 760х710х1300 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система управления скоростью обдува</li>
<li>Рама для развески продукции 7 рядов</li>
<li>Решетки 700х700 мм с ячейкой 20 мм</li>
</ul>",342701,,220 В,,900 мм,900 мм,1300 мм,,,,0,https://entero.ru/manuals/410401/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0%20%D0%A1%D0%92-Z.pdf;https://entero.ru/manuals/410400/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0.pdf,,,120 кг,Россия,Россия,,,
https://cdn.entero.ru/mp@2x/d2/f2/d2f287c476322c33360998e2e9f8fa35.jpg,Камера сушильно-вялочная Ижица СВ250,sv250,309168,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/342652,"<p>Сушильно-вялочная камера <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342652"">Ижица СВ250</a></b> предназначена для подсушивания перед копчением и вяления рыбы и мяса в коптильных цехах, в фермерских хозяйствах, на предприятиях общественного питания и торговли. Модель оснащена 3 центробежными вентиляторами, которые обеспечивают мощный воздушный поток через продукт. Корпус выполнен из нержавеюшей стали.</p>

<p><span style=""color:#ff0000;"">Закатная рама в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздух забирается из помещения и возвращается в помещение</li>
<li>Продукцию можно развесить на раме или разложить на решетках</li>
<li>Сохранение влагопроводящих свойств поверхности продукта достигается плавным или ступенчатым вялянием</li>
<li>Корректировка программы вяления в зависимости от параметров:
<ul>
<li>Размер продукции</li>
<li>Жирность сырья</li>
<li>Влажность в помещении</li>
<li>Температура в помещении</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: 250 кг</li>
<li>Габариты закатной рамы: 1000х1000х2000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система управления скоростью обдува</li>
<li>Рама для развески продукции 8 рядов</li>
<li>Решетки 915х500 мм с ячейкой 20 мм</li>
</ul>",342652,,220 В,1.5 кВт,1480 мм,1600 мм,2250 мм,,,,0,https://entero.ru/manuals/410283/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0%20%D0%A1%D0%92250.pdf;https://entero.ru/manuals/410284/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0%20%D0%A1%D0%92250.jpg;https://entero.ru/manuals/410270/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0.pdf,328902,,150 кг,Россия,Россия,,,
https://cdn.entero.ru/mp@2x/f6/04/f60441c07975c6a47120281ae480578f.jpg,Сушилка для овощей и фруктов HotmixPRO Dry,Дегидратор Dry,393563,RUB,Нет,HotmixPRO,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/89721,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89721"">HotmixPRO Dry</a> </b>используется на предприятиях общественного питания и торговли для равномерного извлечения влаги из овощей, грибов, фруктов, ягод, трав и орехов. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят лотки размером GN 1/1 (530x325 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный контроль температуры</li>
<li>Предустановленные программы с возможностью настройки собственных методов сушки</li>
<li>Горизонтальный поток воздуха управляется 2 независимыми вентиляторами для идеальной и однородной аэрации продукта</li>
<li>Возможность 2 различные температуры в шкафу, которые независимо контролируются двумя отдельными зондами, которые также могут быть использованы одновременно</li>
<li>Экономия энергии благодаря использованию двух отдельных зон при переменной температуре</li>
<li>Внешняя часть корпуса всегда холодная благодаря двойной камере, которая отделяет внутреннюю и внешнюю части</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость лотков: 8х GN 1/1 (530x325 мм)</li>
<li>Количество скоростей: 10</li>
<li>Продолжительность непрерывной работы: 150 часов</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аппарат для копчения <a href=""https://entero.ru/item/94070"">Smoke</a></li>
</ul>",89721,от 20 до 100 °С,220 В,2.4 кВт,473 мм,605 мм,576 мм,,,,0,,418684,,40 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/56/03/56039b2ecfb88455f31b2aa72073ef75.jpg;https://cdn.entero.ru/mp@2x/4d/ac/4dace782072aa1e185e0b88d2890e5cb.jpg,Сушилка для овощей и фруктов Ижица DZ24,Дегидратор DZ24 dz24,429000,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/342546,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342546"">Ижица DZ24</a></b> предназначен для производства мясных чипсов, снековой продукции, а также для сушки овощей, фруктов, ягод, грибов и трав на предприятиях общественного питания и торговли. Дегидратор оснащен сенсорной панелью управления и герметичным внутренним объёмом. Сварной шкаф с направляющими для сеток изготовлен из нержавеющей стали, двери с высококачественным<br>
силиконовым уплотнителем. </p>

<p>В комплект поставки входят корпус дегидратора и блок управления.</p>

<p><span style=""color:#ff0000;"">Внимание! Сетки в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Сушка осуществляется конвекционным методом</li>
<li>Базовый функционал систему управления:
<ul>
<li>Работа в ручном режиме и по программе</li>
<li>99 программ с 99 шагами</li>
<li>Автоматизация всех технологических процессов</li>
<li>Удаленный доступ с мобильного устройства</li>
<li>Журнал технолога</li>
<li>Контроль доступа</li>
<li>Ведение логов</li>
</ul>
</li>
<li>Задаваемые параметры работы камеры: температуры воздуха в камере, периода смены направления потока и времени сушки</li>
<li>Система индивидуального обдува и смены направлений обеспечивает равномерность просушки продукта на каждой евросетке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем камеры: 650 л</li>
<li>Количество мест для сеток: 24 шт</li>
<li>Размер сетки: 700х700 мм</li>
<li>Максимальная загрузка продукта: до 150 кг</li>
<li>Ориентировочный объем загрузки: 24 решетки по мясным чипсам: 28 кг сырья</li>
<li>Время сушки: 6 часов </li>
<li>Мощность нагревательных элементов: 9 кВт</li>
<li>Минимальные параметры помещения:
<ul>
<li>Высота потолков: 2 м</li>
<li>Площадь: 6 м</li>
</ul>
</li>
</ul>

<p><b>Дополнительные опции (приобретатся отдельно):</b></p>

<ul>
<li>Евросетки для сушки продукции в горизонтальном положении:
<ul>
<li>мелкой продукции (код es610) – 700х700, ячейка 10 мм</li>
<li>средней продукции (код es610) - 700*700, ячейка 20 мм</li>
<li>крупной продукции (код res6) - 700*700, ячейка 30 мм</li>
</ul>
</li>
</ul>",342546,70 °С,380 В,5 кВт,1100 мм,1140 мм,1800 мм,,,,0,,,,350 кг,Россия,Россия,24,,
https://cdn.entero.ru/mp@2x/e1/eb/e1eb87254458abf734a1a99744669d05.jpg,Сушилка для овощей и фруктов HotmixPRO Dry - L,Дегидратор Dry - L,704211,RUB,Нет,HotmixPRO,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/123388,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123388"">HotmixPRO Dry - L</a> </b>используется на предприятиях общественного питания и торговли для равномерного извлечения влаги из овощей, грибов, фруктов, ягод, трав и орехов. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят лотки размером GN 1/1 (530x325 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный контроль температуры</li>
<li>Предустановленные программы с возможностью настройки собственных методов сушки</li>
<li>ЖК-дисплей</li>
<li>Автоматическая самодиагностика</li>
<li>Защита от перегрева</li>
<li>Внешняя часть корпуса всегда холодная благодаря двойной камере, которая отделяет внутреннюю и внешнюю части</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость лотков: 29х GN 1/1 (530x325 мм)</li>
<li>Количество скоростей: 10</li>
<li>Количество зон обдува: 2</li>
<li>Продолжительность непрерывной работы: 150 часов</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аппарат для копчения <a href=""https://entero.ru/item/94070"">Smoke</a></li>
</ul>",123388,от 20 до 90 °С,220 В,5.4 кВт,607 мм,560 мм,1172 мм,,,,0,,749161,,,,Италия,,,
https://cdn.entero.ru/mp@2x/7b/70/7b702260dfb1548338c414591cd45e90.jpg,Сушилка для овощей и фруктов HotmixPRO Dry - M,Дегидратор Dry - M,971393,RUB,Нет,HotmixPRO,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/123387,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123387"">HotmixPRO Dry - M</a> </b>используется на предприятиях общественного питания и торговли для равномерного извлечения влаги из овощей, грибов, фруктов, ягод, трав и орехов. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят лотки размером GN 1/1 (530x325 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный контроль температуры</li>
<li>Предустановленные программы с возможностью настройки собственных методов сушки</li>
<li>ЖК-дисплей</li>
<li>Автоматическая самодиагностика</li>
<li>Защита от перегрева</li>
<li>Внешняя часть корпуса всегда холодная благодаря двойной камере, которая отделяет внутреннюю и внешнюю части</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость лотков: 19х GN 1/1 (530x325 мм)</li>
<li>Количество скоростей: 10</li>
<li>Количество зон обдува: 2</li>
<li>Продолжительность непрерывной работы: 150 часов</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аппарат для копчения <a href=""https://entero.ru/item/94070"">Smoke</a></li>
</ul>",123387,от 20 до 90 °С,220 В,5.4 кВт,607 мм,560 мм,822 мм,,,,0,,1055862,,61 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/c6/24/c6248a24c26f07c49beb829fccf26b8d.jpg;https://cdn.entero.ru/mp@2x/fd/87/fd87b336099e87bfe2268ef0ad9f54cd.jpg;https://cdn.entero.ru/mp@2x/16/7c/167c714c561d62cd4f6c702c649e18b0.jpg,Сушилка для овощей и фруктов SousVideTools SVT-12004EU,Дегидратор SVT-12004EU,0,RUB,Нет,SousVideTools,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/130520,"<p>Пищевой дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130520""><b class=""b"">SousVideTools 9 Tray ""Hendi"" SVT-12004EU </b></a>предназначен для сушки ягод, фруктов, овощей и грибов на предприятиях общественного питания и торговли. Модель оснащена 10 уровнями решеток, таймером (до 24 часов) и мощным нагревателем, который обеспечивает равномерную сушку на всех уровнях. Горячий воздух направляется горизонтально через каждый отдельный поддон из нержавеющей стали и сходится к сердцевине для быстрой, равномерной и питательной сушки. Корпус выполнен из высококачественного прочного поликарбоната, дверца - из закаленного стекла. </p>

<p><b>Особенности: </b></p>

<ul>
<li>Рециркуляция</li>
<li>Электромеханическая панель управления</li>
<li>Съемный поддон для сбора капель </li>
<li>Прозрачная дверца для просмотра цикла сушки без потери температуры</li>
<li>Прочная конструкция</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Шаг: 5 °C </li>
<li>Размер подноса: 320х400 мм</li>
</ul>",130520,от 35 до 75 °С,220 В,0.7 кВт,417 мм,430 мм,535 мм,,,,0,,,,,,Великобритания,10,,
https://cdn.entero.ru/mp@2x/8f/d9/8fd95f1081915a08569db1a155d73d95.jpg,Сушилка для овощей и фруктов EKSI EKD-10,Дегидратор EKD-10 1615030,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/94358,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94358"">Eksi EKD-10</a></b> предназначен для сушки фруктов, овощей и грибов на предприятиях общественного питания и торговли. Модель оснащена таймером на 12 часов, 10 лотками и функцией защиты от перегрева. Корпус выполнен из нержавеющей стали, решетки - из никелированного железа.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Сушильная площадь: 1,5 м<sup>2</sup></li>
<li>Размер решетки: 358х405 мм</li>
</ul>",94358,от 30 до 72 °С,220 В,1 кВт,440 мм,505 мм,425 мм,,,,0,,,,13.9 кг,,Китай,10,,
https://cdn.entero.ru/mp@2x/f5/0e/f50ebe3a021f5913fe6a2b05c7e3b6c7.jpg;https://cdn.entero.ru/mp@2x/d3/1c/d31cef68811cde2fc62a1987763c0ad6.jpg;https://cdn.entero.ru/mp@2x/9d/d3/9dd3136f9a4a75c02e907fa32b7982ca.jpg;https://cdn.entero.ru/mp@2x/a2/1e/a21e29b416881f90484f658681e905f4.jpg;https://cdn.entero.ru/mp@2x/95/c3/95c310b8d5a1b7fe28bfdb4b81939821.jpg;https://cdn.entero.ru/mp@2x/4d/2f/4d2fe5a12152df4f50849ee1c9898a99.jpg,Дегидратор EKSI EKD-16G,Дегидратор EKSI EKD-16G,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/287643,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287643"">Eksi EKD-16G</a></b> предназначен для сушки фруктов, овощей и грибов на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления, таймером на 12 часов и 16 решетками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер решеток: 400x380 мм</li>
</ul>",287643,от 30 до 90 °С,220 В,1.5 кВт,415 мм,433 мм,560 мм,15.1 кг,1,570x470x690 мм,0,https://entero.ru/manuals/513027/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,13 кг,,Китай,16,,
https://cdn.entero.ru/mp@2x/05/d8/05d85f5ccea249c62a4e03c61408c6cf.jpg;https://cdn.entero.ru/mp@2x/0a/99/0a995a01c0b374048acb1462c5edf0f1.jpg;https://cdn.entero.ru/mp@2x/eb/44/eb44546993daff694f903a3246d6c5ec.jpg;https://cdn.entero.ru/mp@2x/98/a7/98a700e705f9f75e42ff88381a7b8980.jpg;https://cdn.entero.ru/mp@2x/55/09/550910942b1fea90fb6416d6b0e73b90.jpg;https://cdn.entero.ru/mp@2x/e4/f2/e4f26da9313095941ad84927629f8996.jpg,Сушилка для овощей и фруктов Hobbi Smoke объем 135 л.,Дегидратор объем 135 л.,0,RUB,Нет,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/310093,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310093""><b class=""b"">Hobbi Smoke </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли, а также в домашних условиях для сушки овощей, фруктов, ягод, грибов и трав, вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта. Модель оснащена камерой с 24 уровнями направляющих для размещения поддонов. Корпус выполнен из высококачественной нержавеющей стали AISI 430, толщиной 0,8 мм. </p>

<p>В комплект поставки входят 5 съемных решетчатых поддона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая производительность</li>
<li>Горизонтальный обдув и равномерная сушка</li>
<li>Одинаковое давление по всему периметру камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Дельта температур 50С</li>
<li>Рабочий объем: 136 л</li>
<li>Габариты без упаковки 1200х502х373 см</li>
<li>Габариты в упаковке: 1300х650х500 см</li>
<li>Объем максимальной загрузки продуктом: 3,3 куб. метра</li>
</ul>",310093,от 50 до 110 °С,220 В,2.8 кВт,503 мм,373 мм,1200 мм,,,,0,,,,30.2 кг,Россия,Россия,24,,
