Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Конструкция,Загрузка,Объем бункера
https://cdn.entero.ru/mp@2x/4b/16/4b1638f3ad4bcd50a10c206c2574b04a.jpg,Фаршемешалка Apach AMK30 380В,AMK30 3Ф,243261,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250917,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250917""><b class=""b"">Apach AMK30 </b></a>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена крышкой с микровыключателем и функцией реверса. Корпус и съемная лопасть выполнены из нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающего воздуха: от 5 до 40 °C</li>
<li>Допустимая влажность при 40 °C: 50% </li>
<li>Габариты емкости: 300х390 мм </li>
</ul>",250917,электрическая,380 В,1.472 кВт,680 мм,365 мм,530 мм,59 кг,1,880x565x730 мм,0,https://entero.ru/manuals/307871/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK30.pdf;https://entero.ru/manuals/307872/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Apach%20AMK30.pdf;https://entero.ru/manuals/307874/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521845/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,49 кг,,Италия,напольная,30 кг,42 л
https://cdn.entero.ru/mp@2x/66/49/6649fed027c1242b2a61017ba9c80bd4.jpg,Фаршемешалка FIMAR 30C1P,Фаршемешалка FIMAR 30C1P,308425,RUB,Нет,FIMAR,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/124371,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124371"">FIMAR 30C1P</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена микровыключателем на крышке и реверсом. Корпус выполнен из нержавеющей стали с пескоструйной обработкой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Аварийный выключатель</li>
<li>Опрокидывающаяся дежа на 110° для облегчения выгрузки</li>
<li>1 съемная лопасть</li>
<li>Колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость вращения лопастей: 30 об/мин.</li>
<li>Габариты в упаковке: 760x520x1160 мм</li>
<li>Объем упаковки : 0,45 м<sup>3</sup></li>
</ul>",124371,электрическая,380 В,0.75 кВт,700 мм,420 мм,1020 мм,,,,0,https://entero.ru/manuals/133064/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%2030C1P.pdf;https://entero.ru/manuals/375792/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/426901/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%2030C1P.pdf,,,49 кг,,Италия,напольная,от 25 до 30 кг,
https://cdn.entero.ru/mp@2x/47/1d/471dbcbd905ccffe9dc4c37acda8b277.jpg;https://cdn.entero.ru/mp@2x/f1/73/f173029d971991b30a7959f892d60043.jpg,Фаршемешалка Apach AMK50 220В на высоких ножках с колесами,AMK50 1Ф,318138,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250922,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250922""><b class=""b"">Apach AMK50 </b></a>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена крышкой с микровыключателем, функцией реверса, высокими ножками и колесами. Корпус и съемная лопасть выполнены из нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающего воздуха: от 5 до 40 °C</li>
<li>Допустимая влажность при 40 °C: 50% </li>
<li>Габариты емкости: 410x480 мм </li>
</ul>",250922,электрическая,220 В,1.1 кВт,750 мм,455 мм,1180 мм,86 кг,1,850x830x840 мм,0,https://entero.ru/manuals/307884/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK50.pdf;https://entero.ru/manuals/307887/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521848/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,74 кг,,Италия,напольная,50 кг,88 л
https://cdn.entero.ru/mp@2x/85/3e/853eee56ab2c1f8e407cc6532af27831.jpg,Фаршемешалка Roal Meat BX-150,Фаршемешалка Roal Meat BX-150,331195,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/324442,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324442"">Roal Meat BX-150</a></b> используется на предприятиях общественного питания и торговли для перемешивания мясного сырья с различными специями, вкусовыми добавками и рассолами до однородного состояния при изготовлении различных мясных изделий. Модель оснащена 2 шнеками, которые могут вращаться в различных направлениях. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Привод шнека осуществляется при помощи мотор-редуктора через цепную передачу</li>
<li>Готовый продукт выгружается автоматически через специальные лючки в торцевой части аппарата</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: 150 л</li>
<li>Скорость: 36 об./мин.</li>
</ul>",324442,электрическая,380 В,1.5 кВт,1400 мм,690 мм,1260 мм,180 кг,1,1450x750x1310 мм,0,https://entero.ru/manuals/387048/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20BX-150.pdf,356124,,145 кг,,Китай,напольная,,150 л
https://cdn.entero.ru/mp@2x/e2/fa/e2fa2ef7a82044a383bd289434ae87c9.jpg,Фаршемешалка FIMAR 50C1P,Фаршемешалка FIMAR 50C1P,346377,RUB,Нет,FIMAR,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/25317,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25317"">FIMAR 50C1P</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена микровыключателем на крышке и реверсом. Корпус выполнен из нержавеющей стали с пескоструйной обработкой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Аварийный выключатель</li>
<li>Опрокидывающаяся дежа на 110° для облегчения выгрузки</li>
<li>1 съемная лопасть</li>
<li>Колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер дежи: 420х395х475 мм</li>
<li>Скорость вращения лопастей: 30 об/мин.</li>
<li>Габариты в упаковке: 1220x670x1150 мм</li>
<li>Объем упаковки : 0,94 м<sup>3</sup></li>
</ul>",25317,электрическая,380 В,0.75 кВт,800 мм,520 мм,1020 мм,,,,0,https://entero.ru/manuals/133069/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%2050C1P.pdf;https://entero.ru/manuals/312724/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%2050C1P.pdf;https://entero.ru/manuals/376995/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376996/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376997/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,368486,,80 кг,,Италия,напольная,от 25 до 50 кг,
https://cdn.entero.ru/mp@2x/77/5d/775d7c00ca1ad9da4522b12d589cb734.jpg,Фаршемешалка FIMAR 75C1P,Фаршемешалка FIMAR 75C1P,380169,RUB,Нет,FIMAR,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/25319,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25319"">FIMAR 75C1P</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена микровыключателем на крышке и реверсом. Корпус выполнен из нержавеющей стали с пескоструйной обработкой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Аварийный выключатель</li>
<li>Опрокидывающаяся дежа на 110° для облегчения выгрузки</li>
<li>1 съемная лопасть</li>
<li>Колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер дежи: 620х395х475 мм</li>
<li>Скорость вращения лопастей: 30 об/мин.</li>
<li>Габариты в упаковке: 1220x670x1150 мм</li>
<li>Объем упаковки : 0,94 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",25319,электрическая,380 В,1.5 кВт,980 мм,520 мм,1020 мм,,,,0,https://entero.ru/manuals/133080/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%2075C1P.pdf;https://entero.ru/manuals/312725/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%2075C1P.pdf;https://entero.ru/manuals/377001/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377002/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377003/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf;https://entero.ru/manuals/377004/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,,,85 кг,,Италия,напольная,от 35 до 75 кг,
https://cdn.entero.ru/mp@2x/50/c4/50c42d67ec62f80ecaadef0af77929bf.jpg;https://cdn.entero.ru/mp@2x/b7/85/b7859de8166b9e6a7d2f22515572a9d2.jpg,Фаршемешалка ТОРГМАШ (Барановичи) МПФ-100.В2,Фаршемешалка ТОРГМАШ (Барановичи) МПФ-100.В2,387843,RUB,Нет,ТОРГМАШ (Барановичи),Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/360057,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/360057""><b class=""b"">БЕЛТОРГМАШ МПФ-100.В2 </b></a> используется на предприятиях общественного питания и торговли для равномерного перемешивания для перемешивания фарша, мяса в кусках массой до 0,5 кг, а также вязких и пастообразных пищевых продуктов с компонентами. Модель оснащена 2 ворошителями, опрокидывающимся бункером, крышкой с отверстиями-дозаторами и концевым выключателем и колесиками со стопором. Корпус и ворошитель выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Предотвращение непроизвольного опрокидывания бункера</li>
<li>Отверстия-дозаторы для удобства добавления дополнительных ингредиентов в крышке</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 1000 кг/ч</li>
<li>Объем бункера: не менее 120 л</li>
<li>Максимальная загрузка: 70 %</li>
<li>Установленная мощность: 2,2 кВт </li>
<li>Номинальная потребляемая мощность: 2,8 кВт</li>
<li>Занимаемая площадь: 0,75 м2</li>
</ul>",360057,механическая,380 В,2.2 кВт,1110 мм,680 мм,1245 мм,228 кг,1,1290x760x1353 мм,0,https://entero.ru/manuals/461283/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D0%91%D0%95%D0%9B%D0%A2%D0%9E%D0%A0%D0%93%D0%9C%D0%90%D0%A8%20%D0%9C%D0%9F%D0%A4-100.%D0%922.pdf,404003,,175 кг,Беларусь,Беларусь,напольная,,120 л
https://cdn.entero.ru/mp@2x/15/6c/156c325a60d90a12aa947ad544396933.jpg;https://cdn.entero.ru/mp@2x/bd/95/bd95bba025b1db89af4d5dee135b5889.jpg,Фаршемешалка Sirman IP 80 XP B/А 380В,IP80B/А XP 3Ф,421718,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/74999,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74999""><b class=""b"">Sirman IP 80 XP B/А </b></a>используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена защитным микровыключателем на крышке и классической системой с 2 расположенными рядом валами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройства управления IP 54</li>
<li>Двойная система защиты от жидкостей: на ванне и на редукторе</li>
<li>Редуктор в масляной ванне со шлифованными и закаленными зубчатыми колесами</li>
<li>Картер с полной защитой стороны редукторов / органов управления</li>
<li>Опрокидываемая ванная с системой автоматической блокировки и блокировкой безопасности</li>
<li>Корпус из нержавеющей стали AISI 304</li>
<li>Органы управления из нержавеющей стали IP 67</li>
<li>Лопасти из нержавеющей стали AISI 304 легко снимаются без инструментов</li>
<li>Поворотные колесики из нержавеющей стали с тормозом</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер ванны: 620x500 мм</li>
<li>Габариты в упаковке: 1200x670x1300 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Регулятор скорости с инвертором</li>
</ul>",74999,электрическая,380 В,1.1 кВт,1000 мм,630 мм,1030 мм,,,,0,https://entero.ru/manuals/46841/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IP%2080%20XP%20B_%D0%90.pdf;https://entero.ru/manuals/312735/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IP%2080%20XP%20B_%D0%90.pdf;https://entero.ru/manuals/46842/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IP%2080%20XP%20B_%D0%90.jpg;https://entero.ru/manuals/419730/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72829/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,453460,,90 кг,,Италия,напольная,80 кг,110 л
https://cdn.entero.ru/mp@2x/3d/73/3d73ff3c4fb6812fbb3ff114d0a3fd6b.jpg,Фаршемес Hualian JB-50,Фаршемес Hualian JB-50,538310,RUB,Нет,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/296191,"<p>Фаршемес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296191"">Hualian JB-50</a> </b>используется на предприятиях общественного питания и торговли для смешивания различных видов фарша с дополнительными компонентами - приправами, специями, красителями и другими добавками, предусмотренными рецептурой или технологической картой. Модель оснащена механической панелью управления и 2 валами с лопастями. Оборудование выполнено из пищевой нержавеющей стали.</p>

<p>Крышка в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматическая выгрузка готового сырья через люк в торцевой части</li>
<li>Наличие реверса</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Месильный орган другой формы (вал с лопатками)</li>
</ul>",296191,механическая,380 В,0.74 кВт,740 мм,810 мм,775 мм,230 кг,1,950x1000x1100 мм,0,,585120,,180 кг,,Китай,напольная,от 20 до 30 кг,50 л
https://cdn.entero.ru/mp@2x/a3/e4/a3e41302677a9ea0c306f7c6b13a073e.jpg,Фаршемешалка Apach AMK100 PRO 380В,amk100 3ф,581576,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250770,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250770""><b class=""b"">Apach AMK100</b></a> используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена защитной крышкой с микровыключателем для блокировки работы при открывании. Корпус и съемная лопасть выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 2</li>
<li>Скорость вращения:</li>
<li>Лопасти: 28 об/мин.</li>
<li>Двигатель: 1400 об/мин.</li>
<li>Размеры дежи: 790x500x380 мм</li>
<li>Габариты в упаковке: 670x1210x940 мм</li>
</ul>",250770,электрическая,380 В,1.5 кВт,1160 мм,570 мм,1040 мм,167 кг,1,670x1210x940 мм,0,https://entero.ru/manuals/307667/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK100%20PRO%20380%D0%92.pdf;https://entero.ru/manuals/521849/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,605808,,110 кг,,Италия,напольная,от 17 до 100 кг,
https://cdn.entero.ru/mp@2x/77/27/7727fffbdf0e7a2f37c561ff816458ec.jpg,Фаршемешалка Sirman IP180 BА XP,Фаршемешалка Sirman IP180 BА XP,620329,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/334952,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334952""><b class=""b"">Sirman IP 180 XP </b></a>используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена двухлопостевой системой и поворотными колесиками с тормозами. Корпус и лопасти выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опрокидываемая ванна с системой автоматической блокировки и блокировкой безопасности</li>
<li>Классическая система с 2 расположенными рядом валами</li>
<li>Легкосъемные лопасти</li>
<li>Картер с полной защитой стороны органов управления</li>
<li>Редуктор в масляной ванне со шлифованными и закаленными зубчатыми колесами</li>
<li>Двойная система защиты от жидкостей: на ванне и на редукторе</li>
<li>Органы управления из нержавеющей стали IP 67 </li>
<li>Микровыключатель безопасности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ванны: 995x550 мм</li>
<li>Габариты в упаковке: 1450х750х1300 мм</li>
</ul>",334952,электрическая,380 В,2.2 кВт,1422 мм,700 мм,1029 мм,200 кг,1,1450x750x1300 мм,0,https://entero.ru/manuals/419736/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IP180%20B%D0%90%20XP.pdf;https://entero.ru/manuals/419737/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419738/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,152 кг,,Италия,напольная,180 кг,250 л
https://cdn.entero.ru/mp@2x/9a/b7/9ab7e6b48ea264b52f2871c2f9a5915a.jpg,Фаршемешалка Apach AMK150 PRO 380В,AMK150 PRO 3Ф,681439,RUB,Нет,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250912,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250912""><b class=""b"">Apach AMK150 PRO </b></a>используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена защитной крышкой с микровыключателем для блокировки работы при открывании. Корпус и съемная лопасть выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 2</li>
<li>Скорость вращения:
<ul>
<li>Лопасти: 28 об/мин.</li>
<li>Двигатель: 1400 об/мин.</li>
</ul>
</li>
<li>Размеры дежи: 880х550х480 мм </li>
</ul>",250912,электрическая,380 В,1.8 кВт,630 мм,1260 мм,1080 мм,145 кг,1,730x1360x1180 мм,0,https://entero.ru/manuals/307853/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK150%20PRO.pdf;https://entero.ru/manuals/307854/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Apach%20AMK150%20PRO.pdf;https://entero.ru/manuals/307856/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521852/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,709832,,135 кг,,Италия,напольная,от 25 до 150 кг,
https://cdn.entero.ru/mp@2x/d2/2d/d22dff4c7ecf0718e08cbecf88c90270.jpg,Фаршемес вакуумный Hualian JBZK-50,Фаршемес вакуумный Hualian JBZK-50,737320,RUB,Нет,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/296196,"<p>Вакуумный фаршемес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296196"">Hualian JBZK-50</a> </b>используется на предприятиях общественного питания и торговли для перемешивания мясного и других видов фарша и начинок с добавочными компонентами в вакуумной среде. Модель оснащена механической панелью управления. Оборудование выполнено из пищевой нержавеющей стали.</p>

<p>Компрессор в комплект поставки не входит и приобретается отдельно. </p>

<p><b>Особенности: </b></p>

<ul>
<li>Интенсивное перемешивание ингредиентов </li>
<li>Регулируемая степень вакуума</li>
<li>Полностью герметичная дежа</li>
<li>Прямой и обратный ход лопастей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальная температура продукта: 10 °C</li>
<li>Степень вакуума: 0,09 мПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Масляный воздушный компрессор</li>
<li>Месильный орган (лопатки / спиральный)</li>
</ul>",296196,механическая,380 В,1.11 кВт,740 мм,810 мм,775 мм,290 кг,1,950x1000x1100 мм,0,,776126,,208 кг,,Китай,напольная,от 20 до 30 кг,50 л
