Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Вес (с упаковкой),Линия 700,Линия 900,Оснащение,Формат,Тип гастроемкости,Материал каркаса,Тип подставки,Количество рядов направляющих,Количество уровней направляющих,Направляющие под посудомоечные кассеты 500x500 мм,Тип посудомоечных кассет
https://cdn.entero.ru/mp@2x/f3/77/f3777fcdc61d990d171e0998c073f7ef.jpg,Подставка КОБОР P7-6S2,Подставка КОБОР P7-6S2,34017,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/77271,"<p>Закрытая подставка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77271"">Кобор P7-6S2</a></b> серии 700 используется для установки индукционной плиты I7-6T. Поставка оснащена регулируемыми по высоте ножками и сплошой полкой, которую можно использовать для хранения кухонного инвентаря. Корпус выполнен из нержавеющей стали AISI 430, каркас - из профильной трубы 40х40 мм.</p>",77271,1100 мм,700 мм,670 мм,,Россия,,,0,https://entero.ru/manuals/352334/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20P7-6S2.pdf;https://entero.ru/manuals/401206/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,33 кг,универсальная,,,,,подставка,,нерж. сталь,закрытый,,,,
https://cdn.entero.ru/mp@2x/20/23/2023917d4339d22f54ae165681b0d94c.jpg,Подставка для пароконвектомата Lainox NPT071,181534,34147,RUB,Нет,Lainox,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/228096,"<p>Держатель лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228096""><b class=""b"">Lainox NPT071 </b></a>используется совместно с подставкой для пароконвектоматов <a href=""https://entero.ru/search.php?text=Lainox+NSR"" target=""_blank"">NSR</a> на предприятиях общественного питания и торговли. </p>",228096,367 мм,670 мм,505 мм,,Италия,,,0,,,,8 кг,под пароконвектомат,,,,,подставка,,,открытый,,,,
https://cdn.entero.ru/mp@2x/df/3d/df3d05e58e77f687e321fff7623b3a83.jpg,Подставка под пароконвектомат Gastrolux ППО2-099/У,Подставка под пароконвектомат Gastrolux ППО2-099/У,34285,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/109950,"<p>Подставка под пароконвектомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109950"">Gastrolux ППО2-099/У</a> </b> предназначена для размещения на ней пароконвектомата на предприятиях общественного питания. Модель оборудована уголками-ограничителями. Сварной каркас выполнен из нержавеющей стали.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с другим количеством уровней направляющих.</span></em></p>",109950,900 мм,900 мм,700 мм,,Россия,,,0,https://entero.ru/manuals/489895/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,36089,,23.8 кг,под пароконвектомат,,,,,подставка,GN 1/1,нерж. сталь,открытый,2,10,,
https://cdn.entero.ru/mp@2x/44/f5/44f50202aaf96ce67b317a79c2a23843.jpg,Подставка KAYMAN ПО-191/0607-07-А,Подставка KAYMAN ПО-191/0607-07-А,34390,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/311926,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311926""><b class=""b"">KAYMAN ПО-191/0607-07-А</b></a> используется для установки технологического оборудования на предприятиях общественного питания и торговли. Модель оснащена столешницей, полкой, направляющими, регулируемыми по высоте опорами и в верхней части столешницы по углам установлены упоры. Разборный каркас выполнен из трубы 40х40 мм нержавеющей стали AISI 304, стоики - из стали AISI 210.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 620х720х140 мм</li>
</ul>",311926,700 мм,600 мм,700 мм,,Россия,,,0,https://entero.ru/manuals/403538/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,37380,,37.5 кг,универсальная,,,,,подставка,"GN 1/1, противни 600x400 мм",нерж. сталь,открытый,,6,,
https://cdn.entero.ru/mp@2x/e2/77/e27789eaed2aa4228fa17037fcfc2b21.jpg,Подставка Vesta для печи-мангала M50/23,Подставка Vesta для печи-мангала M50/23,34470,RUB,Нет,Vesta,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/340316,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340316""><b class=""b"">Vesta</b></a> предназначена для совместного использования с печью-мангалом <a href=""https://entero.ru/item/340295"" target=""_blank"">M50/23</a> на предприятиях общественного питания. </p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",340316,1076 мм,902 мм,540 мм,31 кг,Россия,1,1180x1000x700 мм,0,,,,30 кг,под гриль-мангал,,,,,подставка,,нерж. сталь,закрытый,,,,
https://cdn.entero.ru/mp@2x/de/e0/dee08d44210c3dae4ef2fd527efc9cad.jpg;https://cdn.entero.ru/mp@2x/a4/ad/a4adb9d2115220bb76856b6199f258f0.jpg,Подтоварник Техно-ТТ ПТ-1708/3,Подтоварник Техно-ТТ ПТ-1708/3,34777,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/329082,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/329082"">Техно-ТТ ПТ-1708/3</a></b> используется на предприятиях общественного питания и торговли для хранения сухих продуктов, посуды, различного кухонного инвентаря и оборудования. Низкая посадка и дополнительная пара ножек обеспечивают повышенную устойчивость. Каркас выполнен из трубы 40х40 мм из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430. Поставляется в разобранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 2 мм</li>
<li>Каркас: 1,2 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 1720х820х310 мм</li>
<li>Объем упаковки: 0,41 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",329082,1700 мм,800 мм,300 мм,38.2 кг,Россия,1,1720x820x310 мм,0,https://entero.ru/manuals/390813/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,38.2 кг,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/6f/6f/6f6ffade948c2383597392132b4947fc.jpg,Подставка KAYMAN ПКУ-530/0808 А,Подставка KAYMAN ПКУ-530/0808 А,34782,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/248415,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248415"">KAYMAN ПКУ-530/0808 А</a></b> используется для установки пароконвектоматов <a href=""https://entero.ru/item/247978"">ПКЭ-10-И А</a> и другого технологического обурудования, а также для хранения противней и гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена сплошной столешницей, полкой и регулируемыми по высоте опорами. Стойки выполнены из квадратной трубы 40х40 мм нержавеющей стали AISI 201, столешница, полка и направляющие - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Ограничители на столешнице предотвращают падение оборудования</li>
<li>Углы столешницы заварены и зачищены для облегчения санитарной обработки</li>
</ul>",248415,800 мм,800 мм,530 мм,,Россия,,,0,https://entero.ru/manuals/303152/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403539/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,40 кг,под пароконвектомат,,,,,подставка,"GN 1/1, противни 600x400 мм",нерж. сталь,открытый,1,6,,
https://cdn.entero.ru/mp@2x/23/4f/234f7640fb09e3837b6aa9b16e2bc4ba.jpg,Подставка Техно-ТТ СПР-123/886,СПР123/886,34857,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/120528,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120528"">Техно-ТТ СПР-123/886</a></b> предназначена для установки на нее различного оборудования, а также для хранения кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена 1 сплошной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Разборный каркас выполнен из трубы 40х40 из нержавеющей стали AISI 304, столешница - из нержавеющей стали AISI 304 и ЛДСП.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",120528,800 мм,800 мм,600 мм,,Россия,,,0,,,,,универсальная,,,,полка,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/d6/72/d672e0cee8a579f1de450557478d098e.jpg,Подставка Техно-ТТ СПИ-834/818,СПИ834/818,35106,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/128230,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128230"">Техно-ТТ СПИ-834/818</a></b> предназначена для установки на нее индукционной плиты <a href=""https://entero.ru/item/84367"">ИПП-410196</a>, а также для хранения кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена дверями-купе, 1 сплошной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас и полка выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке (Д/Ш/В): 810х810х560 мм</li>
<li>
<p>Объем упаковки: 0,352 м3</p>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",128230,800 мм,800 мм,550 мм,,Россия,,,0,https://entero.ru/manuals/140882/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,37347,,40.5 кг,под индукционную плиту,,,,,подставка,,нерж. сталь,закрытый,,,,
https://cdn.entero.ru/mp@2x/63/55/63553b30d32e475bf8e09ed0cbf8d7bf.jpg,Подставка Техно-ТТ СПР-123/887,СПР123/887,35198,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/120533,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120533"">Техно-ТТ СПР-123/887</a></b> предназначена для установки на нее различного оборудования, а также для хранения кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена 1 сплошной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Разборный каркас выполнен из трубы 40х40 из нержавеющей стали AISI 304, столешница - из нержавеющей стали AISI 304 и ЛДСП.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",120533,800 мм,800 мм,700 мм,,Россия,,,0,,,,,универсальная,,,,полка,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/46/5c/465cf4abd9dc4c97d6d77a83f619e909.jpg;https://cdn.entero.ru/mp@2x/9c/5d/9c5d56419b658ee55ae2784e3167721d.jpg,Подставка Abat 11000019186,Подставка Abat 11000019186,35640,RUB,Нет,Abat,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/106640,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106640""><b class=""b"">Abat </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106640""><b class=""b"">11000019186 </b></a>используется совместно с варочными котлами <a href=""https://entero.ru/search.php?text=КПЭМ-60+ОМ2"">КПЭМ-60 ОМ2</a> и <a href=""https://entero.ru/search.php?text=КПЭМ-60+ОМП"">КПЭМ-60 ОМП</a> на предприятиях общественного питания и торговли.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",106640,,,,,Россия,,,0,,,,,под варочный котел,,,,,подставка,,,открытый,,,,
https://cdn.entero.ru/mp@2x/64/a4/64a4f8561af348959dc168a50aedcba4.jpg;https://cdn.entero.ru/mp@2x/be/b0/beb0562836d0ab0a21266b955c28a1bf.jpg,Подтоварник Техно-ТТ ПТ-1808/3,Подтоварник Техно-ТТ ПТ-1808/3,35808,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/329083,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/329083"">Техно-ТТ ПТ-1808/3</a></b> используется на предприятиях общественного питания и торговли для хранения сухих продуктов, посуды, различного кухонного инвентаря и оборудования. Низкая посадка и дополнительная пара ножек обеспечивают повышенную устойчивость. Каркас выполнен из трубы 40х40 мм из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430. Поставляется в разобранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 2 мм</li>
<li>Каркас: 1,2 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 1820х820х310 мм</li>
<li>Объем упаковки: 0,44 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",329083,1800 мм,800 мм,300 мм,40.5 кг,Россия,1,1820x820x310 мм,0,https://entero.ru/manuals/390814/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,38094,,40.5 кг,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/98/63/98639b631be7bee1b3bb09899dbef59d.jpg,Подставка ATESY ПДТ-Л-700.700.700-02,Подставка для тех.об. ПДТ-Л- 700. 700.700-02,35854,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/306861,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306861"">ATESY ПДТ-Л-700.700.700-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для установки технологического и кухонного оборудования. Модель оснащена вместительной сплошной полкой в нижней части. Столешница, полка и направляющие выполнены из нержавеющей стали AISI 304, стойки - из нержавеющей трубы AISI 210 квадратного сечения 40х40 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальные ограничители на столешнице предотвращают падение оборудования </li>
<li>Регулируемые опоры позволяют компенсировать возможные неровности пола</li>
<li>Заваренные углы столешницы обеспечивают удобство санитарной обработки и уборки</li>
<li>Сплошная столешница позволяет установить любое технологическое оборудование</li>
<li>Разборная конструкция</li>
<li>Поставляется в гофрокартонной коробке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 х GN 1/1 или 6 противней 600х400 мм</li>
<li>Макс. нагрузка на столешницу: 96 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",306861,700 мм,700 мм,700 мм,42.5 кг,Россия,1,720x720x140 мм,0,https://entero.ru/manuals/367745/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%94%D0%A2-%D0%9B-700.700.700-02.pdf;https://entero.ru/manuals/367746/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/367747/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/367748/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,38972,,40.5 кг,универсальная,,,,полка,подставка,"GN 1/1, противни 600x400 мм",нерж. сталь,открытый,1,6,,
https://cdn.entero.ru/mp@2x/4a/bf/4abf4d9ed2b62fdfef4bf2601627c330.jpg,Подставка Техно-ТТ СПИ-834/1219,Подставка Техно-ТТ СПИ-834/1219,35869,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/263394,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263394"">Техно-ТТ СПИ-834/1219</a></b> предназначена для установки на неё индукционных казанов, нейтральных модулей, а также для хранения кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена дверью-купе, сплошной полкой и регулируемыми по высоте ножками, компенсирующими неровности пола. Сварной каркас, полка и двери выполнены из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p>Поставляется в собранном виде.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",263394,900 мм,1200 мм,550 мм,,Россия,,,0,https://entero.ru/manuals/326004/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,37757,,71.9 кг,под индукционную плиту,,,,,подставка,,нерж. сталь,закрытый,,,,
https://cdn.entero.ru/mp@2x/e0/81/e08123fa678020cd75308c7cc84ddb49.jpg,Подставка OZTI ODK 4070,7876.N1.40705.00,35958,RUB,Нет,OZTI,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/58713,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58713"">OZTI ODK 4070</a> </b>предназначена для совместного использования со всевозможным кухонным оборудованием. Модель оснащена вместительным отделением в основании, подходящим для хранения кастрюль, сковород и другой кухонной утвари, а также и продуктов, не требующих специального температурного режима. Двухслойная дверца с эргономичной ручкой и магнитным замком обеспечивает максимальный комфорт и гигиену.</p>",58713,400 мм,700 мм,570 мм,,Россия,,,0,https://entero.ru/manuals/421678/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,14 кг,универсальная,,,,,подставка,,,закрытый,,,,
https://cdn.entero.ru/mp@2x/ad/9c/ad9ca2ac0df7d494b508088cd1802a65.jpg;https://cdn.entero.ru/mp@2x/55/da/55dad3b38079309fc004f016de997d43.jpg,Подставка SMART INDUCTION D76,Подставка SMART INDUCTION D76,36320,RUB,Нет,SMART INDUCTION,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/254594,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254594""><b class=""b"">SMART INDUCTION D76</b></a> используется совместно с индукционными плитами <a href=""https://entero.ru/search.php?text=C72-3"">C7</a><a href=""https://entero.ru/search.php?text=%D0%BF%D0%BB%D0%B8%D1%82%D0%B0%20smart%20induction%20%D0%A176"">6</a>, грилями <a href=""https://entero.ru/search.php?text=smart+induction+%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+G76"">G76</a> и комбинированными индукционными плитами<a href=""https://entero.ru/search.php?text=%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%B8%D0%BD%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BB%D0%B8%D1%82%D0%B0%20k76""> K76</a> на предприятиях общественного питания и торговли. Модель оснащена 2 полками, 3 распашными дверьми и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Каркас и полка выполнены из нержавеющей стали AISI 430, ножки - из нержавеющей трубы квадратного сечения 40x40 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус закрыт с 4 сторон</li>
<li>Дополнительная полка с регулировкой по высоте</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 45 кг </li>
<li>Диапазон регулировки ножек: 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",254594,1200 мм,663 мм,620 мм,,Россия,,,0,https://entero.ru/manuals/312120/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMART%20INDUCTION%20D76.pdf;https://entero.ru/manuals/312121/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,42 кг,под индукционную плиту,,Да,,,подставка,,нерж. сталь,закрытый,,,,
https://cdn.entero.ru/mp@2x/07/b9/07b986e87ebe381737ad5ac1234357bd.jpg,Подставка ATESY ПДТ-Л-700.600.960-02,Подставка для тех.об. ПДТ-Л- 700. 600.960-02,36402,RUB,Нет,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/306868,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306868"">ATESY ПДТ-Л-700.600.960-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для установки технологического и кухонного оборудования. Модель оснащена вместительной сплошной полкой в нижней части. Столешница, полка и направляющие выполнены из нержавеющей стали AISI 304, стойки - из нержавеющей трубы AISI 210 квадратного сечения 40х40 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальные ограничители на столешнице предотвращают падение оборудования </li>
<li>Регулируемые опоры позволяют компенсировать возможные неровности пола</li>
<li>Заваренные углы столешницы обеспечивают удобство санитарной обработки и уборки</li>
<li>Сплошная столешница позволяет установить любое технологическое оборудование</li>
<li>Разборная конструкция</li>
<li>Поставляется в гофрокартонной коробке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 7 х GN 1/1 или 7 противней 600х400 мм</li>
<li>Макс. нагрузка на столешницу: 84 кг</li>
</ul>",306868,700 мм,600 мм,960 мм,43 кг,Россия,1,720x620x140 мм,0,https://entero.ru/manuals/367765/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%94%D0%A2-%D0%9B-700.600.960-02.pdf;https://entero.ru/manuals/367766/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/367767/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/367768/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,39142,,41 кг,универсальная,,,,полка,подставка,"GN 1/1, противни 600x400 мм",нерж. сталь,открытый,1,7,,
https://cdn.entero.ru/mp@2x/0c/37/0c37e37c1cc60c7431918278efefeb10.jpg,Подставка Техно-ТТ СПР-123/888,СПР123/888,36557,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/120547,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120547"">Техно-ТТ СПР-123/888</a></b> предназначена для установки на нее различного оборудования, а также для хранения кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена 1 сплошной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Разборный каркас выполнен из трубы 40х40 из нержавеющей стали AISI 304, столешница - из нержавеющей стали AISI 304 и ЛДСП.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",120547,800 мм,800 мм,800 мм,,Россия,,,0,,38481,,,универсальная,,,,полка,подставка,,нерж. сталь,открытый,,,,
