Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Вес,Количество мест,Размеры,Остаток,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал,Максимальная нагрузка,Количество перекладин,Высота подъема,Длина лестницы,Глубина ступени
https://cdn.entero.ru/mp@2x/15/94/1594a4d72e8c2a381f7d38b1852ffbfa.jpg;https://cdn.entero.ru/mp@2x/43/9b/439b89312bb76d78c0a3f85d0315d6c9.jpg,Лестница телескопическая Мастер-инструмент МИ 4.1 м 14 ступ.,Лестница телескопическая Мастер-инструмент МИ 4.1 м 14 ступ.,10240,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233616,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233616""><b class=""b"">Мастер-инструмент МИ 4.1 м 14 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 490 мм </li>
<li>Высота в сложенном виде: 890 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233616,раздвижная,910 мм,12 кг,1,1092x588x108 мм,0,11130,10 кг,,Россия,алюминий,150 кг,14,90 м,490 мм,490 мм
https://cdn.entero.ru/mp@2x/8a/55/8a553493bc823cefa7cd97d63aad3a88.jpg;https://cdn.entero.ru/mp@2x/c2/f1/c2f1bf27fb68f11a264d1adcc41c58c0.jpg,Лестница-стремянка телескопическая Мастер-инструмент МИ ПРОФИ 1.6м/3.2м 5 ступ.,Лестница-стремянка телескопическая Мастер-инструмент МИ ПРОФИ 1.6м/3.2м 5 ступ.,10240,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233630,"<p>Телескопическая лестница-стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233630""><b class=""b"">Мастер-инструмент МИ ПРОФИ 1.6м/3.2м 5 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Ударопрочное покрытие</li>
<li>Защита от коррозии</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 480 мм </li>
<li>Высота в сложенном виде: 850 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233630,раздвижная,890 мм,13.2 кг,1,1068x624x228 мм,0,11130,11 кг,,Россия,алюминий,150 кг,5,190 м,520 мм,520 мм
https://cdn.entero.ru/mp@2x/6d/78/6d7813d3cfd8765e3194b4d1bffb9631.jpg,Лестница Капитан 70209,Лестница Капитан 70209,10601,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/222794,"<p>Лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222794"">Капитан 70209</a></b> используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Двухсекционная модель оснащена противоскользящими пластиковыми башмаками. Стойки выполнены из экструдированных алюминиевых профилей.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Соединение ""ступень-стойка"" качественной завальцовкой</li>
<li>Широкая траверса для устойчивости</li>
<li>Прочные стяжные ремни</li>
<li>Соответствует стандарту EN 131 для профессионального применения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ступеней: 2х 9</li>
<li>Длина в раздвинутом состоянии: 4280 мм</li>
<li>Максимальная рабочая высота: 5350 мм</li>
<li>Ширина траверсы: 780 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",222794,,400 мм,,,,0,,8.2 кг,,Россия,алюминий,150 кг,18,,2530 мм,
https://cdn.entero.ru/mp@2x/b2/a3/b2a31890a62d552c2715615b4da1ed20.jpg,"Лестница трехсекционная Мастер-инструмент Стандарт, 8 ступеней","Лестница трехсекционная Мастер-инструмент Стандарт, 8 ступеней",10685,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233701,"<p>Трехсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233701""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность использования первой секции отдельно </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 3</li>
<li>Количество ступеней в одной секции: 8</li>
<li>Толщина профиля: 1,3 мм </li>
<li>Высота одной секции: 2310 мм </li>
<li>Высота в положении стремянки: 3730 мм</li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233701,приставная,600 мм,,,,0,11489,11 кг,,Россия,алюминий,150 кг,8,5.175 м,,
https://cdn.entero.ru/mp@2x/c4/ce/c4ce895ca2c13adfdcbacd0ea67961bb.jpg;https://cdn.entero.ru/mp@2x/bf/72/bf726432a55cca3febf36f0d6ae57a23.jpg,Лестница телескопическая Мастер-инструмент МИ 4.4 м 15 ступ.,Лестница телескопическая Мастер-инструмент МИ 4.4 м 15 ступ.,10795,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233617,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233617""><b class=""b"">Мастер-инструмент МИ 4.4 м 15 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 500 мм </li>
<li>Высота в сложенном виде: 920 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233617,раздвижная,940 мм,13.2 кг,1,1128x600x120 мм,0,11484,11 кг,,Россия,алюминий,150 кг,15,100 м,500 мм,500 мм
https://cdn.entero.ru/mp@2x/49/35/4935db6cd453ca27ea3b2f608e2c7e70.jpg,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 4.1 м 14 ступ.,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 4.1 м 14 ступ.,10795,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233623,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233623""><b class=""b"">Мастер-инструмент МИ ПРОФИ 4.1 м 14 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 890 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233623,раздвижная,910 мм,,,,0,11734,,,Россия,алюминий,150 кг,14,4.1 м,490 мм,90 мм
https://cdn.entero.ru/mp@2x/ba/94/ba94f1aa8809d2942e9d4d18586a1b7c.jpg,Лестница трехсекционная Мастер-инструмент 3х8 ПРОФИ,Лестница трехсекционная Мастер-инструмент 3х8 ПРОФИ,10795,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233692,"<p>Трехсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233692""><b class=""b"">Мастер-инструмент 3х8 ПРОФИ </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Уникальная система трансформации</li>
<li>Возможность использования каждой секции отдельно</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 3</li>
<li>Количество ступеней в одной секции: 8</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233692,раздвижная,2260 мм,,,,0,11608,12.1 кг,,Россия,алюминий,150 кг,8,от 3.47 до 5.06 м,480 мм,
https://cdn.entero.ru/mp@2x/5f/c5/5fc5eb3cf205bf762870fe39f3c66e56.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 12 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 12 ступеней",10916,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233685,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233685""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 12</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233685,приставная,670 мм,,,,0,,11.5 кг,,Россия,алюминий,150 кг,12,от 3.433 до 5.72 м,,
https://cdn.entero.ru/mp@2x/6d/fb/6dfb8d73236483ee5a85c7df8653d9ad.jpg;https://cdn.entero.ru/mp@2x/53/40/53402708753fbaa4e1c7ed2c63d51af5.jpg;https://cdn.entero.ru/mp@2x/43/ae/43aecbb78afdc00fed849bf559c520c9.jpg;https://cdn.entero.ru/mp@2x/9e/98/9e98876814d7abeb89363ea28b19873c.jpg,Лестница-трансформер Мастер-инструмент МИ ПРОФИ 4х3,Лестница-трансформер Мастер-инструмент МИ ПРОФИ 4х3,11178,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233937,"<p>Лестница-трансформер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233937""><b class=""b"">Мастер-инструмент МИ ПРОФИ 4х3 </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена большим замком. Лестница изготовлена из алюминия, замки - из стали, заглушки - из резинопластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленые ступеньки обеспечивают хорошее сцепление стопы с поверхностью</li>
<li>Противоскользящие заглушки для устойчивости на скользких и неровных покрытиях </li>
<li>Европейские и немецкие сертификаты соответствия </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 4</li>
<li>Количество ступеней в одной секции: 3</li>
<li>Высота в положении лестницы: 3550 мм</li>
<li>Высота в положении стремянки: 1750 мм </li>
<li>Высота в положении помост: 980 мм </li>
<li>Габариты: 950х250х250 мм </li>
</ul>

<p> ​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233937,раздвижная,,,,,0,12019,12.5 кг,,Россия,алюминий,,,,,
https://cdn.entero.ru/mp@2x/4a/11/4a1189581ce8599cbb0b5a279722ed39.jpg;https://cdn.entero.ru/mp@2x/fa/7f/fa7ffaec22d89338c6e7983857d9fcaa.jpg,Лестница телескопическая Мастер-инструмент МИ 4.8 м 14 ступ.,Лестница телескопическая Мастер-инструмент МИ 4.8 м 14 ступ.,11340,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233618,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233618""><b class=""b"">Мастер-инструмент МИ 4.8 м 14 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 350 мм</li>
<li>Ширина основания: 500 мм </li>
<li>Высота в сложенном виде: 940 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233618,раздвижная,960 мм,14.4 кг,1,1152x600x120 мм,0,12064,12 кг,,Россия,алюминий,150 кг,14,100 м,500 мм,500 мм
https://cdn.entero.ru/mp@2x/38/98/389844225fd3bd298039b54e5203f46e.jpg;https://cdn.entero.ru/mp@2x/1a/cd/1acd3535cbdfd0cfba7cbcf9cf6f800f.jpg,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 4.4 м 15 ступеней,ТЕЛ ПРОФИ 4.4М,11340,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251586,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251586""><b class=""b"">Мастер-инструмент МИ ПРОФИ 4.4 м 15 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена высокопрочными шарнирными замками. Корпус изготовлен из алюминия, замки – из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 920 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251586,раздвижная,,,,,0,,,Россия,Россия,"алюминий, нерж. сталь",,15,4.4 м,500 мм,
https://cdn.entero.ru/mp@2x/45/d0/45d0fd09a9806368d23de97ada15d392.jpg;https://cdn.entero.ru/mp@2x/72/e2/72e2bdf5611a9154b4fc72dae7b4a890.jpg;https://cdn.entero.ru/mp@2x/55/f1/55f1ec422c23495a9db79f1184aad595.jpg,Лестница-трансформер Мастер-инструмент МИ 4х4,Лестница-трансформер Мастер-инструмент МИ 4х4,11394,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233888,"<p>Лестница-трансформер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233888""><b class=""b"">Мастер-инструмент МИ 4х4 </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена большим замком. Лестница изготовлена из алюминия, замок - из стали, заглушки - из резинопластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленые ступеньки обеспечивают хорошее сцепление стопы с поверхностью</li>
<li>Противоскользящие заглушки для устойчивости на скользких и неровных покрытиях </li>
<li>Европейские и немецкие сертификаты соответствия </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 4</li>
<li>Количество ступеней в одной секции: 4</li>
<li>Высота в положении стремянки: 2600 мм </li>
<li>Высота в положении “помост”: 1300 мм </li>
</ul>

<p> ​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233888,раздвижная,360 мм,,,,0,11994,14.7 кг,,Россия,алюминий,150 кг,4,5.2 м,1300 мм,
https://cdn.entero.ru/mp@2x/a6/26/a626a82ab531ec7123ed5396c397c4b5.jpg,"Лестница трехсекционная Мастер-инструмент Стандарт, 9 ступеней","Лестница трехсекционная Мастер-инструмент Стандарт, 9 ступеней",11448,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233702,"<p>Трехсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233702""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность использования первой секции отдельно </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 3</li>
<li>Количество ступеней в одной секции: 9</li>
<li>Толщина профиля: 1,3 мм </li>
<li>Высота одной секции: 2575 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233702,раздвижная,600 мм,,,,0,,11.7 кг,,Россия,алюминий,150 кг,9,,,30 мм
https://cdn.entero.ru/mp@2x/4d/b9/4db92d8f4c745f879448ba75e11fd8e7.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 13 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 13 ступеней",11491,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233686,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233686""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 13</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233686,приставная,670 мм,,,,0,12490,12.4 кг,,Россия,алюминий,150 кг,13,от 3.715 до 6.29 м,,
https://cdn.entero.ru/mp@2x/d6/2d/d62dab6cd75cc278c9bc1b653706e317.jpg,Лестница трехсекционная Мастер-инструмент 3х9 ПРОФИ,Лестница трехсекционная Мастер-инструмент 3х9 ПРОФИ,11555,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233693,"<p>Трехсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233693""><b class=""b"">Мастер-инструмент 3х9 ПРОФИ </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Лестница изготовлена из алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Уникальная система трансформации</li>
<li>Возможность использования каждой секции отдельно</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 3</li>
<li>Количество ступеней в одной секции: 9</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233693,раздвижная,2540 мм,,,,0,,13.3 кг,,Россия,алюминий,150 кг,9,от 3.99 до 5.89 м,480 мм,
https://cdn.entero.ru/mp@2x/8b/55/8b5560c188f5df702d0f6babe68009ff.jpg;https://cdn.entero.ru/mp@2x/75/ca/75ca37098d577919ebacc65a5c228225.jpg,Лестница телескопическая Мастер-инструмент МИ 5.2 м 15 ступ.,Лестница телескопическая Мастер-инструмент МИ 5.2 м 15 ступ.,11662,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233619,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233619""><b class=""b"">Мастер-инструмент МИ 5,2 м 15 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг ступени: 350 мм</li>
<li>Ширина основания: 500 мм </li>
<li>Высота в сложенном виде: 970 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233619,раздвижная,990 мм,15.6 кг,1,1188x600x120 мм,0,,13 кг,,Россия,алюминий,150 кг,15,100 м,500 мм,500 мм
https://cdn.entero.ru/mp@2x/fa/e6/fae6e0fdb2f665578c80951bdb953682.jpg;https://cdn.entero.ru/mp@2x/7b/ec/7bec1140977e595c5472d86f4b9de549.jpg,Лестница-стремянка телескопическая Мастер-инструмент МИ ПРОФИ 1.9м/3.8м 6 ступ.,Лестница-стремянка телескопическая Мастер-инструмент МИ ПРОФИ 1.9м/3.8м 6 ступ.,11769,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233631,"<p>Телескопическая лестница-стремянка <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/233631""><b class=""b"">Мастер-инструмент МИ ПРОФИ 1.9м/3.8м 6 ступ. </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена высокопрочными шарнирами. Лестница изготовлена из алюминия, замки - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Ударопрочное покрытие</li>
<li>Защита от коррозии</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Шаг ступени: 300 мм</li>
<li>Ширина основания: 480 мм </li>
<li>Высота в сложенном виде: 880 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233631,раздвижная,900 мм,,,,0,12388,13 кг,,Россия,алюминий,150 кг,6,200 м,520 мм,520 мм
https://cdn.entero.ru/mp@2x/28/4c/284cf24c84267a2a1d094321754953b8.jpg,"Лестница двухсекционная Мастер-инструмент Стандарт, 14 ступеней","Лестница двухсекционная Мастер-инструмент Стандарт, 14 ступеней",12128,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233687,"<p>Двухсекционная лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233687""><b class=""b"">Мастер-инструмент Стандарт </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена перемычкой в виде ленты. Лестница изготовлена из алюминия. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 2</li>
<li>Количество ступеней в одной секции: 14</li>
<li>Толщина профиля: 1,2 мм </li>
<li>Ширина ступени: 30 мм</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233687,приставная,670 мм,,,,0,12766,13.1 кг,,Россия,алюминий,150 кг,14,от 4 до 6.865 м,,
https://cdn.entero.ru/mp@2x/f8/ea/f8ea6b09cb4a6a44e7c02d615148207e.jpg;https://cdn.entero.ru/mp@2x/9b/00/9b0095cd3f96922cfca769225d58813b.jpg,Лестница телескопическая Мастер-инструмент МИ ПРОФИ 5.2 м 15 ступеней,5.2м 15ступ.,12191,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/251588,"<p>Телескопическая лестница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251588""><b class=""b"">Мастер-инструмент МИ ПРОФИ 5.2 м 15 ступеней </b></a>используется для подъема на необходимую высоту при выполнении строительных, ремонтных, отделочных или иных видов работ. Модель оснащена высокопрочными шарнирными замками. Корпус изготовлен из алюминия, замки – из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота в сложенном виде: 970 мм </li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",251588,раздвижная,,,,,0,,,Россия,Россия,"алюминий, нерж. сталь",,15,5.2 м,500 мм,
https://cdn.entero.ru/mp@2x/f3/59/f35911d06f2b0a3536d12bf2aff439ad.jpg;https://cdn.entero.ru/mp@2x/f2/f6/f2f6d6f7abe79d9ce2c83ef869afc91d.jpg;https://cdn.entero.ru/mp@2x/39/1d/391dcdc13a97c99f565934562d58c6ec.jpg;https://cdn.entero.ru/mp@2x/8a/af/8aaf48ce3bdec6fbbc1b0900ab8984e9.jpg,Лестница-трансформер Мастер-инструмент МИ ПРОФИ 4х4,Лестница-трансформер Мастер-инструмент МИ ПРОФИ 4х4,12458,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/233940,"<p>Лестница-трансформер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233940""><b class=""b"">Мастер-инструмент МИ ПРОФИ 4х4 </b></a>используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Модель оснащена большим замком. Лестница изготовлена из алюминия, замки - из стали, заглушки - из резинопластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленые ступеньки обеспечивают хорошее сцепление стопы с поверхностью</li>
<li>Противоскользящие заглушки для устойчивости на скользких и неровных покрытиях </li>
<li>Европейские и немецкие сертификаты соответствия </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 4</li>
<li>Количество ступеней в одной секции: 4</li>
<li>Высота в положении лестницы: 4650 мм</li>
<li>Высота в положении стремянки: 2290 мм </li>
<li>Высота в положении помост: 1250 мм </li>
<li>Габариты: 1230х250х350 мм </li>
</ul>

<p> ​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233940,раздвижная,,,,,0,,13.4 кг,,Россия,алюминий,,,,,
https://cdn.entero.ru/mp@2x/6a/fe/6afea76d33d556fd570e1eed08c749e5.jpg,Лестница-трансформер Капитан 70403,Лестница-трансформер Капитан 70403,12781,RUB,Да,Профоборудование,Средства подъема,Лестницы,https://entero.ru/item/222802,"<p>Лестница-трансформер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222802"">Капитан 70403</a></b> используется для выполнения строительных, ремонтных, отделочных или иных видов работ, когда необходимо произвести какие-либо действия на высоте. Четырехсекционная модель оснащена противоскользящими пластиковыми башмаками. Стойки выполнены из экструдированных алюминиевых профилей.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Варианты применения:
<ul>
<li>Приставная лестница</li>
<li>Лестница с упором на стену</li>
<li>Двусторонняя стремянка</li>
<li>Практичный помост</li>
</ul>
</li>
<li>Соединение ""ступень-стойка"" качественной завальцовкой</li>
<li>Широкая траверса для устойчивости</li>
<li>Компактно складывается для транспортировки и хранения</li>
<li>Соответствует стандарту EN 131 для профессионального применения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ступеней: 4х 3</li>
<li>Длина в раздвинутом состоянии: 3530 мм</li>
<li>Длина стремянки: 1830 мм</li>
<li>Высота подмостей: 930 мм</li>
<li>Ширина траверсы: 860 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",222802,,400 мм,,,,0,13314,13.2 кг,,Россия,алюминий,150 кг,12,,,
