Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Камбузное оборудование,Количество полок,Материал полок,Конструкция дверей,Максимальная нагрузка на полку,Для хлеба
https://cdn.entero.ru/mp@2x/00/1c/001cba1f156c44ed0cee7a48a29136af.jpg,Шкаф кухонный Gastrolux ШК-106,Шкаф кухонный Gastrolux ШК-106,97446,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69554,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69554"">Gastrolux ШК-106</a></b> используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Двери-купе</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70126"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69554,1000 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/489874/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,105920,,63.4 кг,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/5b/68/5b683242587aa40844b09c9dfbe4d8e9.jpg,Шкаф кухонный HICOLD НШЗ-15/7,Шкаф кухонный HICOLD НШЗ-15/7,99184,RUB,Нет,HICOLD,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/46681,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/46681"">HICOLD НШЗ-15/7</a></b> служит для хранения продуктов, кухонного инвентаря, а также личных вещей работников на предприятиях питания и производствах, в подсобных помещениях кафе и ресторанов. Оборудование из нержавеющей стали AISI 430 оснащено 4 полками, распашными дверьми и регулируемыми по высоте ножками. Конструкция легко разбирается и транспортируется.</p>",46681,1500 мм,700 мм,1800 мм,,,,0,https://entero.ru/manuals/376370/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20%D0%9D%D0%A8%D0%97-15_7.pdf,103317,,,,Россия,,,4,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/3c/40/3c40709a0e210cae6112cf79a17c0e0f.jpg,Шкаф кухонный Gastrolux ШР-127,Шкаф кухонный Gastrolux ШР-127,101212,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69572,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69572"">Gastrolux ШР-127</a> </b>используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Распашные двери</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70125"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69572,1200 мм,700 мм,1800 мм,,,,0,https://entero.ru/manuals/489852/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,106539,,81.5 кг,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/8d/c1/8dc1b7f0983aba94d9f0a73204dcc334.jpg,Шкаф кухонный Gastrolux ШР-155,Шкаф кухонный Gastrolux ШР-155,101461,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69564,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69564"">Gastrolux ШР-155</a> </b>используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Распашные двери</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70125"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69564,1500 мм,500 мм,1800 мм,,,,0,https://entero.ru/manuals/489866/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,110284,,75.5 кг,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/32/99/32990302c3b8b223254df55e7c4023eb.jpg,Шкаф кухонный HICOLD НШЗК-15/6,Шкаф кухонный HICOLD НШЗК-15/6,101865,RUB,Нет,HICOLD,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/46685,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/46685"">HICOLD НШЗК-15/6</a> </b>служит для хранения продуктов, кухонного инвентаря, а также личных вещей работников на предприятиях питания и производствах, в подсобных помещениях кафе и ресторанов. Оборудование из нержавеющей стали AISI 430 оснащено 4 полками, дверьми-купе и регулируемыми по высоте ножками. Конструкция легко разбирается и транспортируется.</p>",46685,1500 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/376372/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20%D0%9D%D0%A8%D0%97%D0%9A-15_6.pdf,109532,,,,Россия,,,4,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/ef/1d/ef1d3e5b134f8a5976d3cc04f2f40d93.jpg,Шкаф кухонный Gastrolux ШК-126,Шкаф кухонный Gastrolux ШК-126,105147,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69555,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69555"">Gastrolux ШК-126</a></b> используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Двери-купе</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70126"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69555,1200 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/489873/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,110681,,77.2 кг,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/b8/5b/b85b02c0a4d562075cec1c5b57ad51ea.jpg,Шкаф кухонный HICOLD НШЗК-15/7,Шкаф кухонный HICOLD НШЗК-15/7,106659,RUB,Нет,HICOLD,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/46682,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/46682"">HICOLD НШЗК-15/7</a></b> служит для хранения продуктов, кухонного инвентаря, а также личных вещей работников на предприятиях питания и производствах, в подсобных помещениях кафе и ресторанов. Оборудование из нержавеющей стали AISI 430 оснащено 4 полками, дверьми-купе и регулируемыми по высоте ножками. Конструкция легко разбирается и транспортируется.</p>",46682,1500 мм,700 мм,1800 мм,,,,0,https://entero.ru/manuals/376364/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20%D0%9D%D0%A8%D0%97%D0%9A-15_7.pdf,113467,,,,Россия,,,4,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/7f/b6/7fb63d11303f61af7a82d5ce123caa8d.jpg,Шкаф кухонный Gastrolux ШР-156,Шкаф кухонный Gastrolux ШР-156,110110,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69568,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69568"">Gastrolux ШР-156</a> </b>используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Распашные двери</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70125"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69568,1500 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/489863/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,84.1 кг,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/9d/97/9d97ac33832d1ff4ed008016a7471a2b.jpg,Шкаф кухонный Техно-ТТ СТК-143/1300,СТК143/1300,111741,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/236865,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236865"">Техно-ТТ СТК-143/1300</a></b> предназначен для хранения посуды, различного инвентаря и сухих продуктов на предприятиях общественного питания и торговли. Модель оснащена 3 полками, 2 дверями-купе и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас выполнен из нержавеющей стали AISI 304 толщиной 0,8 мм, полки - из нержавеющей стали AISI 430 толщиной 0,8 мм, задняя стенка с вентиляционными отверстиями - из оцинкованной стали толщиной 0,55 мм.</p>

<p>Шкаф поставляется в собранном виде.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 1,25 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",236865,1300 мм,500 мм,1750 мм,62 кг,1,1320x500x1760 мм,0,,,,59.3 кг,,Россия,для посуды и инвентаря,,3,нержавеющая сталь,купе,70 кг,
https://cdn.entero.ru/mp@2x/73/8e/738e8b77aa518b4849e3d974fad91d77.jpg,Шкаф кухонный Gastrolux ШК-127,Шкаф кухонный Gastrolux ШК-127,111884,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69558,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69558"">Gastrolux ШК-127</a></b> используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Двери-купе</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70126"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69558,1200 мм,700 мм,1800 мм,,,,0,https://entero.ru/manuals/489870/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,116546,,81.5 кг,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/3d/47/3d472d243feb02ae36b4e0a49ae96cb5.jpg,Шкаф кухонный Gastrolux ШК-155,Шкаф кухонный Gastrolux ШК-155,112163,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69553,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69553"">Gastrolux ШК-155</a></b> используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Двери-купе</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70126"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69553,1500 мм,500 мм,1800 мм,,,,0,https://entero.ru/manuals/489875/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,121916,,75.5 кг,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/be/5c/be5c8be8d443b5930252dd2a7b125b9d.jpg,Шкаф для посуды Техно-ТТ СТК-143/1400,Шкаф для посуды Техно-ТТ СТК-143/1400,112949,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/206062,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206062"">Техно-ТТ СТК-143/1400</a></b> предназначен для хранения посуды, различного инвентаря и сухих продуктов на предприятиях общественного питания и торговли. Модель оснащена 3 полками, 2 дверями-купе и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас и полки выполнены из нержавеющей стали AISI 304, задняя стенка с вентиляционными отверстиями - из оцинкованной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 1,35 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",206062,1400 мм,500 мм,1750 мм,,,,0,,,,61.6 кг,,Россия,,,3,нержавеющая сталь,купе,70 кг,
https://cdn.entero.ru/mp@2x/c6/82/c682a186b02825fd59a8602ec19bb2e8.jpg,Шкаф кухонный Gastrolux ШР-157,Шкаф кухонный Gastrolux ШР-157,117513,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69573,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69573"">Gastrolux ШР-157</a> </b>используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Распашные двери</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70125"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69573,1500 мм,700 мм,1800 мм,,,,0,https://entero.ru/manuals/489846/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,89.4 кг,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/9c/06/9c06260effc38477a2ef7d7be6449c9f.jpg,Шкаф кухонный Gastrolux ШК-156,Шкаф кухонный Gastrolux ШК-156,121722,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69556,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69556"">Gastrolux ШК-156</a></b> используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Двери-купе</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70126"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69556,1500 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/489872/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,132307,,84.1 кг,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/98/9c/989c319951f6d05fdd6c875527aa66c5.jpg,Шкаф кухонный Gastrolux ШК-157,Шкаф кухонный Gastrolux ШК-157,129906,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/69559,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69559"">Gastrolux ШК-157</a></b> используется на предприятиях общественного питания, торговли и в производственных помещениях для хранения оборудования, приборов, посуды и продуктов, не требующих специального температурного режима. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Двери-купе</li>
<li>3 средние полки</li>
<li>Регулируемые ножки</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/70126"">Замок</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",69559,1500 мм,700 мм,1800 мм,,,,0,https://entero.ru/manuals/489869/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,139684,,89.4 кг,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/5f/3d/5f3dee6709f01fca097839d7292a490e.jpg,Шкаф кухонный Техно-ТТ СТК-163/1400,СТК163/1400,134900,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/188861,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188861"">Техно-ТТ СТК-163/1400</a></b> предназначен для хранения посуды, различного инвентаря и сухих продуктов на предприятиях общественного питания и торговли. Модель оснащена 3 полками, 2 дверями-купе и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас и полки выполнены из нержавеющей стали AISI 304 толщиной 0,8 мм, задняя стенка с вентиляционными отверстиями - из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",188861,1400 мм,500 мм,1750 мм,,,,0,,,,,,Россия,,,3,нержавеющая сталь,купе,70 кг,
https://cdn.entero.ru/mp@2x/24/92/24925796dfb8d914291a049bdc656820.jpg,Шкаф кухонный Техно-ТТ СТК-163/1500,СТК163/1500,141047,RUB,Нет,Техно-ТТ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/92966,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92966"">Техно-ТТ СТК-163/1500</a></b> предназначен для хранения посуды, различного инвентаря и сухих продуктов на предприятиях общественного питания и торговли. Модель оснащена 3 полками, 2 дверями-купе и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Сварной каркас и полки выполнены из нержавеющей стали AISI 304, задняя стенка с вентиляционными отверстиями - из нержавеющей стали AISI 430.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 1,44 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",92966,1500 мм,500 мм,1750 мм,,,,0,https://entero.ru/manuals/80550/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%A2%D0%9A-163_1500.doc;https://entero.ru/manuals/100837/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,150050,,64 кг,,Россия,,,3,нержавеющая сталь,купе,70 кг,
