Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Скорость,Количество скоростей,Количество стаканов,Объем одного стакана
https://cdn.entero.ru/mp@2x/9e/31/9e316eac54b345edf11ec9306f9759e9.jpg;https://cdn.entero.ru/mp@2x/08/1c/081cedd001fd1ab514fa78bde7819adc.jpg,Миксер для молочных коктейлей Ceado barcult M98T/2,Миксер для молочных коктейлей Ceado barcult M98T/2,56952,RUB,Нет,,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/235973,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235973""><b class=""b"">Ceado barcult M98T/2</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, сальса-соусов, детского питания, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена воздушным охлаждением. Корпус и детали выполнены из легкого сплава и стали, стаканы - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Две различные мешалки: 
<ul>
<li>Для приготовления на основе мороженого </li>
<li>Для смешивания молока или приготовления кофе со льдом</li>
</ul>
</li>
<li>Тепловая защита</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с металлическими стаканами.</span></em></p>",235973,220 В,0.6 кВт,310 мм,210 мм,485 мм,,Италия,,,0,https://entero.ru/manuals/284580/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ceado%20barcult.pdf;https://entero.ru/manuals/284581/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20M98T_2%20%28%D0%B8%D1%82%D0%B0%D0%BB.%D1%8F%D0%B7.%29.pdf,59949,,6.7 кг,15000 об/мин.,,2,0.9 л
https://cdn.entero.ru/mp@2x/92/a3/92a3767adab0f056a90a2044353dd92b.jpg;https://cdn.entero.ru/mp@2x/7a/d8/7ad8709e14de73aaa223eb6d738bbdef.jpg;https://cdn.entero.ru/mp@2x/7c/22/7c22d61398834768344f60e3fec3d179.jpg,Миксер для молочных коктейлей Waring WDM240TXE,WRWDM240TXE,89860,RUB,Нет,Waring,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/175977,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175977""><b class=""b"">Waring WDM240TXE </b></a>используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе, солода и т.д. Модель оснащена большим, легко читаемым ЖК-дисплеем. Литой под давлением корпус выполнен из стали, стаканы - из нержавеющей стали.</p>

<p>В комплект поставки входят 2 чашки для солодовых напитков.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​Два независимых высокопроизводительных двигателя</li>
<li>​Тепловая защита двигателя</li>
<li>Электронное импульсное управление</li>
<li>Полностью закрытые приводы</li>
<li>Каждый блок включает в себя 2 мешалки для каждого шпинделя</li>
<li>Увеличенный зазор чашки</li>
<li>Полностью автоматический</li>
<li>10-минутный таймер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 1 л.с</li>
</ul>",175977,220 В,0.75 кВт,273 мм,248 мм,502 мм,,США,,,0,https://entero.ru/manuals/204565/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20WDM240TXE.pdf,97674,https://vk.com/video_ext.php?oid=-177656185&id=456239233&hd=2&autoplay=0,,21000 об/мин.,3,2,0.8 л
https://cdn.entero.ru/mp@2x/f1/d7/f1d7a99632aa5a8c30b162bf589454fb.jpg;https://cdn.entero.ru/mp@2x/ed/1e/ed1ecedf8d5c6e380ce30cbee67e66ef.jpg,Миксер для молочных коктейлей Ceado barcult M98/2,Миксер для молочных коктейлей Ceado barcult M98/2,97232,RUB,Нет,,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/235965,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235965""><b class=""b"">Ceado barcult M98/2</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, сальса-соусов, детского питания, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена воздушным охлаждением. Корпус и детали выполнены из легкого сплава и стали, подстаканник - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Две различные мешалки: 
<ul>
<li>Для приготовления на основе мороженого </li>
<li>Для смешивания молока или приготовления кофе со льдом</li>
</ul>
</li>
<li>Тепловая защита</li>
</ul>",235965,220 В,0.6 кВт,310 мм,210 мм,485 мм,,Италия,,,0,https://entero.ru/manuals/284569/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ceado%20barcult.pdf;https://entero.ru/manuals/284570/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20M98_2%20%28%D0%B8%D1%82%D0%B0%D0%BB.%D1%8F%D0%B7.%29.pdf,,,6 кг,15000 об/мин.,,2,0.9 л
https://cdn.entero.ru/mp@2x/73/bd/73bdeea443c5e2e2b7a523d07a3382f4.jpg;https://cdn.entero.ru/mp@2x/66/09/6609ec776e17d63d8b840507f87dc3db.jpg;https://cdn.entero.ru/mp@2x/f4/7e/f47e4be5ae187a4fb0d0a1f3b31bcd77.jpg;https://cdn.entero.ru/mp@2x/22/54/22547e6777ad1dbea9db608c2dd99ff0.jpg,Миксер для мягкого мороженого Ceado barcult M105,Миксер для мягкого мороженого Ceado barcult M105,173555,RUB,Нет,,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/235870,"<p>Миксер для мягкого мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235870""><b class=""b"">Ceado barcult </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235870""><b class=""b"">M105</b></a> используется на предприятиях общественного питания и торговли для приготовления рецептов на основе мягкого мороженого или замороженного йогурта. Модель оснащена вентиляторным охлаждением и термовыключателем. Корпус выполнен стали.</p>",235870,220 В,0.25 кВт,250 мм,175 мм,540 мм,,Италия,,,0,https://entero.ru/manuals/284458/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ceado.pdf,,,8 кг,1400 об/мин.,1,,
https://cdn.entero.ru/mp@2x/64/38/643840b205589d6f03e3abcaa793cb5b.jpg,Миксер для молочных коктейлей ECOLUN E1353019 1 стакан,E1353019,0,RUB,Нет,ECOLUN,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/77948,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77948""><b class=""b"">ECOLUN E1353019</b></a> используется на предприятиях общественного питания и торговли для смешивания и взбивания различных ингредиентов и приготовления напитков на основе молока. Модель оснащена 2 шайбами на стержне, автоматической защитой и ножками. Стакан выполнен из нержавеющей стали, ножки - из резины.</p>",77948,220 В,0.3 кВт,250 мм,230 мм,570 мм,,Китай,,,0,,,,4 кг,16000 (с продуктом 12000) об/мин.,,1,1.2 л
https://cdn.entero.ru/mp@2x/03/d7/03d7c032c58709fd81cc38991bcd1d7a.jpg,Миксер для молочных коктейлей GASTRORAG W-MS-11V,Миксер для молочных коктейлей GASTRORAG W-MS-11V,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/98059,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98059"">GASTRORAG W-MS-11V</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе и т.д. Корпус и стакан выполнены из нержавеющей стали, дополнительный стакан - из поликарбоната.</p>",98059,220 В,0.18 кВт,165 мм,182 мм,560 мм,,Китай,,,0,https://entero.ru/manuals/120746/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20W-MS-11V.pdf;https://entero.ru/manuals/116252/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,4 кг,14000 об/мин.,2,1,0.65 л
https://cdn.entero.ru/mp@2x/b0/e2/b0e211d2434568dc335228c1c38e3def.jpg,Миксер для молочных коктейлей Hurakan HKN-FR2GA,Миксер для молочных коктейлей Hurakan HKN-FR2GA,0,RUB,Нет,Hurakan,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/130150,"<p>​Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130150"">Hurakan HKN-FR2GA</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус выполнен из пластика, стаканы из нержавеющей стали и поликарбоната. </p>

<p>В комплект поставки входит одна насадка для взбивания. </p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 560х450х260 мм</li>
</ul>",130150,220 В,0.6 кВт,410 мм,225 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/415692/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-FR2GA.pdf;https://entero.ru/manuals/415693/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415695/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,6 кг,12000 об/мин.,1,2,
https://cdn.entero.ru/mp@2x/10/68/10683ee9fd58aff244c9280beddd4f9a.jpg,Миксер для молочных коктейлей JOHNY AK/2-2TA RAL черный со стаканом и венчиком,AK/2-2TA RAL,0,RUB,Нет,JOHNY,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/284719,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284719""><b class=""b"">JOHNY AK/2-2TA</b></a> используется в барах, кафе, ресторанах и на предприятиях фаст-фуда для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена стаканом и венчиком, мощным двигателем с автоматическим сбросом термозащиты для обеспечения безопасности устройства и защиты двигателя, двухскоростным переключателем включения-выключения, противоскользящими ножками и вентиляцией двигателя. Корпус изделия выполнен из ABS-пластика с двухфазным акртиловым покрытием, стакан и венчик - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Можно использовать с колотым льдом</li>
<li>2 скорости: 1400 и 2000 оборотов в минуту</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочий объем стакана: 500 мл</li>
<li>Напряжение: 220-240В/50-60Гц</li>
</ul>",284719,220 В,0.4 кВт,170 мм,175 мм,465 мм,,Греция,,,0,,,,4 кг,от 1400 до 2000 об/мин.,2,1,1 л
https://cdn.entero.ru/mp@2x/9d/6f/9d6f1de1b00ed6478e5a3b1971ce3c20.jpg;https://cdn.entero.ru/mp@2x/cd/5f/cd5f1d8a090a61ca325f2592c3d2d379.jpg,Миксер для молочных коктейлей Quamar T2-SS,ита431,0,RUB,Нет,Quamar,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/63336,"<p>Миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/63336"">Quamar T2-SS</a></b> предназначен для приготовления молочных и фруктовых коктейлей, а также для взбивания муссов и крема на предприятиях общественного питания: в барах, кафе, бистро и ресторанах.</p>

<p>Устройство оснащено удобным в использовании микровыключателем. Корпус выполнен из алюминия с деталями из хрома, стакан - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 522x175x210 мм</li>
</ul>",63336,220 В,0.14 кВт,160 мм,190 мм,490 мм,,Италия,,,0,https://entero.ru/manuals/56802/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Quamar%20T2-SS.pdf;https://entero.ru/manuals/57849/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/30983/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Quamar.pdf,,,3 кг,15000 об/мин.,,1,0.5 л
https://cdn.entero.ru/mp@2x/ff/3e/ff3efc61a3d46cfe49cbe0d63940f783.jpg,Миксер для молочных коктейлей Sirman Sirio 1 120W Chrome CE,Миксер для молочных коктейлей Sirman Sirio 1 120W Chrome CE,0,RUB,Нет,Sirman,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/118141,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118141"">Sirman Sirio 1 120W Chrome CE</a> </b>предназначен для приготовления муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным вентилируемым двигателем и микровыключателем, который автоматически срабатывает при снятии стакана.</p>

<p><strong>Особенности:</strong></p>

<ul>
<li>Опускание и подъем стакана осуществляется вручную</li>
<li>Поверхность без углов и швов для легкой чистки</li>
<li>Колонна миксера из прессованного алюминия</li>
<li>Стакан из нержавеющей стали</li>
<li>Насадка из прочного металла</li>
<li>Основа отлита под давлением, что обеспечивает устойчивость и стабильность устройства</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Габариты в упаковке: 210x250x520 мм</li>
</ul>",118141,220 В,0.12 кВт,150 мм,195 мм,485 мм,,Италия,,,0,https://entero.ru/manuals/120197/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,2.7 кг,14000 об/мин.,1,1,0.9 л
https://cdn.entero.ru/mp@2x/19/97/19974eb700ae67eec77175ef5ee4f41a.jpg;https://cdn.entero.ru/mp@2x/a2/ab/a2abdfccfb4cd13dcb86f4f77af72801.jpg;https://cdn.entero.ru/mp@2x/27/16/271628e77726745b20c65a379db91537.jpg;https://cdn.entero.ru/mp@2x/e3/5f/e35f7f73418c8ea918d3d88a35dd727c.jpg,"Миксер для молочных коктейлей HENDI Design by Bronwasser 221600, черный",221600,0,RUB,Нет,HENDI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/276954,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276954""><b class=""b"">HENDI 221600</b></a> предназначен для приготовления капучино Freddo, Frappé, муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным мотором с двумя скоростями на выбор. Корпус выполнен из прочного ABS-пластика.</p>

<p>В комплект поставки входят 2 чашки из нержавеющей стали и поликарбоната и 2 вида сменных мешалок из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное управление с помощью двухскоростного переключателя на верхней части устройства</li>
<li>Вспениватель молока оснащен микровыключателем, поэтому устройство работает только при правильном подвешивании чашки</li>
<li>Основа c утяжелением для дополнительной устойчивости</li>
<li>Резиновые ножки смягчают вибрации и защищают поверхность столешницы от царапин</li>
<li>Мешалки позволяют получать разные уровни аэрации продукта</li>
<li>Чашки и мешалки подходят для мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 15000/19000 об/мин.</li>
<li>Объем чашек:
<ul>
<li>Из нержавеющей стали: 0,95 л</li>
<li>Из поликарбоната: 0,9 л</li>
</ul>
</li>
<li>Цвет: черный</li>
</ul>",276954,220 В,0.4 кВт,170 мм,196 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/344275/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221600.pdf;https://entero.ru/manuals/344277/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221600.pdf;https://entero.ru/manuals/521564/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.9 кг,15000/19000 об/мин.,2,2,0.9 л
https://cdn.entero.ru/mp@2x/2f/5c/2f5c1722f83ee24cdd1404577828951a.jpg,Миксер для молочных коктейлей HENDI Design by Bronwasser 221631,Миксер для молочных коктейлей HENDI Design by Bronwasser 221631,0,RUB,Нет,HENDI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/276961,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276961""><b class=""b"">HENDI 221631</b></a> предназначен для приготовления капучино Freddo, Frappé, муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным мотором с двумя скоростями на выбор. Корпус выполнен из прочного ABS-пластика.</p>

<p>В комплект поставки входят 2 чашки из нержавеющей стали и поликарбоната и 2 вида сменных мешалок из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное управление с помощью двухскоростного переключателя на верхней части устройства</li>
<li>Вспениватель молока оснащен микровыключателем, поэтому устройство работает только при правильном подвешивании чашки</li>
<li>Основа c утяжелением для дополнительной устойчивости</li>
<li>Резиновые ножки смягчают вибрации и защищают поверхность столешницы от царапин</li>
<li>Мешалки позволяют получать разные уровни аэрации продукта</li>
<li>Чашки и мешалки подходят для мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 15000/19000 об/мин.</li>
<li>Объем чашек:
<ul>
<li>Из нержавеющей стали: 0,95 л</li>
<li>Из поликарбоната: 0,9 л</li>
</ul>
</li>
<li>Цвет: желтый</li>
</ul>",276961,220 В,0.4 кВт,170 мм,169 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/344282/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221631.pdf;https://entero.ru/manuals/344283/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221631.pdf;https://entero.ru/manuals/521565/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.9 кг,15000/19000 об/мин.,2,2,0.9 л
https://cdn.entero.ru/mp@2x/7d/e9/7de9443184d9dac0ccfef6c0d270633e.jpg,Миксер Apach AMX1,144697,0,RUB,Нет,Apach,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/59396,"<p>Миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59396"">Apach AMX1</a></b> предназначен для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого на предприятиях общественного питания и торговли. Модель имеет закругленные края, что облегчает процесс очистки, и оснащена мощным вентилируемым мотором и защитным переключателем на держателе стакана. Стакан выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 300х320х600 мм</li>
</ul>",59396,220 В,0.14 кВт,200 мм,220 мм,500 мм,,Италия,,,0,https://entero.ru/manuals/81235/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/286559/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20AMX1.pdf;https://entero.ru/manuals/286560/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239970&hd=2&autoplay=0,2.8 кг,15000 об/мин.,,1,0.8 л
https://cdn.entero.ru/mp@2x/a5/68/a568cbe58be6b066b24cb0c6f5b00dce.jpg,Миксер для молочных коктейлей HENDI Design by Bronwasser 221617,Миксер для молочных коктейлей HENDI Design by Bronwasser 221617,0,RUB,Нет,HENDI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/276948,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276948""><b class=""b"">HENDI 221617</b></a> предназначен для приготовления капучино Freddo, Frappé, муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным мотором с двумя скоростями на выбор. Корпус выполнен из прочного ABS-пластика.</p>

<p>В комплект поставки входят 2 чашки из нержавеющей стали и поликарбоната и 2 вида сменных мешалок из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное управление с помощью двухскоростного переключателя на верхней части устройства</li>
<li>Вспениватель молока оснащен микровыключателем, поэтому устройство работает только при правильном подвешивании чашки</li>
<li>Основа c утяжелением для дополнительной устойчивости</li>
<li>Резиновые ножки смягчают вибрации и защищают поверхность столешницы от царапин</li>
<li>Мешалки позволяют получать разные уровни аэрации продукта</li>
<li>Чашки и мешалки подходят для мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 15000/19000 об/мин.</li>
<li>Объем чашек:
<ul>
<li>Из нержавеющей стали: 0,95 л</li>
<li>Из поликарбоната: 0,9 л</li>
</ul>
</li>
<li>Цвет: белый</li>
</ul>",276948,220 В,0.4 кВт,170 мм,196 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/344273/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221617.pdf;https://entero.ru/manuals/344274/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221617.pdf;https://entero.ru/manuals/521563/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.9 кг,15000/19000 об/мин.,2,,0.9 л
https://cdn.entero.ru/mp@2x/0c/2a/0c2a4153f33b8a9772383195fd09a58f.jpg,Шейкер для молочных коктейлей HENDI Design by Bronwasser 221648,Шейкер для молочных коктейлей HENDI Design by Bronwasser 221648,0,RUB,Нет,HENDI,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/276957,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276957""><b class=""b"">HENDI 221648</b></a> предназначен для приготовления капучино Freddo, Frappé, муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным мотором с двумя скоростями на выбор. Корпус выполнен из прочного ABS-пластика.</p>

<p>В комплект поставки входят 2 чашки из нержавеющей стали и поликарбоната и 2 вида сменных мешалок из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное управление с помощью двухскоростного переключателя на верхней части устройства</li>
<li>Вспениватель молока оснащен микровыключателем, поэтому устройство работает только при правильном подвешивании чашки</li>
<li>Основа c утяжелением для дополнительной устойчивости</li>
<li>Резиновые ножки смягчают вибрации и защищают поверхность столешницы от царапин</li>
<li>Мешалки позволяют получать разные уровни аэрации продукта</li>
<li>Чашки и мешалки подходят для мытья в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 15000/19000 об/мин.</li>
<li>Объем чашек:
<ul>
<li>Из нержавеющей стали: 0,95 л</li>
<li>Из поликарбоната: 0,9 л</li>
</ul>
</li>
<li>Цвет: красный</li>
</ul>",276957,220 В,0.4 кВт,170 мм,196 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/344278/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221648.pdf;https://entero.ru/manuals/344279/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20221648.pdf,,,4.9 кг,15000/19000 об/мин.,2,2,0.9 л
