Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Установка,Вес (с упаковкой),Цвет,Камбузное оборудование,Объем дежи,Механизм поднятия головы,Число скоростей,Скорость вращения венчика,Вращение дежи,Уровень шума
https://cdn.entero.ru/mp@2x/bc/3f/bc3ff110df3a42fb115fe92866f64a88.jpg,Дежа Starmix VSPL120,Дежа Starmix VSPL120,151751,RUB,Нет,Starmix,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/256112,"<p>Дежа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256112"">Starmix VSPL120</a></b> используется совместно с планетарным миксером серии <a href=""https://entero.ru/item/120851"" target=""_blank"">PL120NVAF</a> на предприятиях общественного питания и торговли, в пекарнях и кондитерских для взбивания кондитерских масс: кремов, суфле, муссов, а также бисквитного, дрожжевого, песочного, блинного, заварного теста. Модель оснащена ручками для облегчения подъема. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 120 л</li>
<li>Габариты: 850х850х750 мм</li>
<li>Вес: 24 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",256112,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/98/99/9899a55cacafc81e3e0d47a6d6514fdf.jpg;https://cdn.entero.ru/mp@2x/5b/5a/5b5a83129c35669edaf521ac9e98990f.jpg;https://cdn.entero.ru/mp@2x/51/fb/51fb36a014584e0e2cb092fa22002626.jpg;https://cdn.entero.ru/mp@2x/9e/0b/9e0b98f4e3f1d90bf818a998257d4a43.jpg;https://cdn.entero.ru/mp@2x/f2/c8/f2c8eec7e68a49e064ced2d2a64c9241.jpg,Комплект Starmix RPL80/40,Комплект Starmix RPL80/40,168198,RUB,Нет,Starmix,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/75513,"<p>Комплект <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75513"">Starmix RPL80/40</a></b> используется совместно с планетарными миксерами серии <a href=""https://entero.ru/search.php?text=%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80+%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B9+Starmix+PL80"">PL80</a> на предприятиях общественного питания и торговли, в пекарнях и кондитерских для взбивания кондитерских масс: кремов, суфле, муссов, а также бисквитного, дрожжевого, песочного, блинного, заварного теста. Изделия выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Дежа 40 л <a href=""https://entero.ru/item/75511"">VSPL80/40</a></li>
<li>Венчик <a href=""https://entero.ru/item/75516"">FFFPL80/40</a></li>
<li>Лопатка <a href=""https://entero.ru/item/75550"">SP80/40X</a></li>
<li>Крюк GPL80/40X</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичные модели других размеров.</span></em></p>",75513,,,,,,,,,,0,,178934,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ca/d0/cad0982ca695db82ce8e01ae9f375b39.jpg;https://cdn.entero.ru/mp@2x/60/5c/605c359c9edaa018d445e0d93428190b.jpg;https://cdn.entero.ru/mp@2x/cb/68/cb6804be262994a6a6f897a75344af13.jpg;https://cdn.entero.ru/mp@2x/b0/5f/b05fc99913e1b72b11f9efc6b07b8170.jpg;https://cdn.entero.ru/mp@2x/2e/c5/2ec5b201efe17eed748429682cc2d39c.jpg,Комплект Starmix RPL80/60,Комплект Starmix RPL80/60,206109,RUB,Нет,Starmix,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/75514,"<p>Комплект <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75514"">Starmix RPL80/60</a></b> используется совместно с планетарными миксерами серии <a href=""https://entero.ru/search.php?text=%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80+%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B9+Starmix+PL80"">PL80</a> на предприятиях общественного питания и торговли, в пекарнях и кондитерских для взбивания кондитерских масс: кремов, суфле, муссов, а также бисквитного, дрожжевого, песочного, блинного, заварного теста. Изделия выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Дежа 60 л <a href=""https://entero.ru/item/75511"">VSPL80/40</a></li>
<li>Венчик <a href=""https://entero.ru/item/75516"">FFFPL80/40</a></li>
<li>Лопатка <a href=""https://entero.ru/item/75550"">SP80/40X</a></li>
<li>Крюк GPL80/40X</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичные модели других размеров.</span></em></p>",75514,,,,,,,,,,0,,216957,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/26/0f/260f2a784f01b611581939f489abbb5f.jpg,Венчик Rosso для B20S,Венчик Rosso для B20S,0,RUB,Нет,Rosso,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/365723,"<p>Венчик​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365723""><b class=""b"">Rosso </b></a>используется совместно с планетарным миксером <a href=""https://entero.ru/item/121855"" target=""_blank"">B20S</a> для приготовления кремов, теста и соусов на предприятиях общественного питания и торговли.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",365723,,,,,,,,,,0,https://entero.ru/manuals/476255/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Rosso.pdf,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/34/38/3438810f48b618d1d9ce21eaadbe001f.jpg,Насадка-венчик EKSI WS028,Насадка-венчик EKSI WS028,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/288631,"<p>Насадка-венчик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/288631"">EKSI WS028</a></b> используется совместно с планетарным миксером <a href=""https://entero.ru/item/93341"" target=""_blank"">KM-7L</a> на предприятиях общественного питания и торговли для замешивания любых видов теста. Аксессуар выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>

<p> </p>",288631,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/e1/cb/e1cb3bead359c64bd5cf9e06a0b87079.jpg,Венчик EKSI EJ-10BF,Венчик EKSI EJ-10BF,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/59436,"<p>Венчик используется совместно с планетарным миксером <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59436"">EKSI EJ-10BF</a></b> на предприятиях общественного питания и торговли для взбивания сливок, муссов и яично-белковых смесей. Аксессуар выполнен из нержавеющей стали 201.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 148x148x240 мм</li>
<li>Вес: 0,54 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",59436,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Насадка-венчик EKSI WS025 для миксера KM-5L,Насадка-венчик EKSI WS025 для миксера KM-5L,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/227927,"<p>Насадка-венчик EKSI WS025 используется совместно с планетарным миксером <a href=""https://entero.ru/item/111795"" target=""_blank"">KM-5L</a>. Венчик выполнен из нержавеющей стали.</p>",227927,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Комплект насадок для планетарного миксера TEKNO STAMAP C-LINE 40 20 л,Комплект насадок для планетарного миксера TEKNO STAMAP C-LINE 40 20 л,0,RUB,Нет,TEKNO STAMAP,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/92662,"<p>Комплект насадок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92662""><b class=""b"">TEKNO STAMAP</b></a> используется совместно с планетарным миксером <a href=""https://entero.ru/item/22664"">C-LINE 40</a> для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для взбивания кремов на предприятиях общественного питания и торговли.</p>

<p>В комплект поставки входят дежа (20 л), венчик, крюк и взбиватель.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес: 22 кг</li>
</ul>",92662,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/dc/ec/dcece413e67e598278520b0d9af462f0.jpg,Венчик EKSI EJ-25BF,Венчик EKSI EJ-25BF,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/105898,"<p>Венчик используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105898""><b class=""b"">EKSI </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105898""><b class=""b"">EJ-25BF</b></a> на предприятиях общественного питания и торговли для взбивания сливок, муссов и яично-белковых смесей. Аксессуар выполнен из нержавеющей стали 201.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Размеры: 220x220x360 мм</li>
<li>Вес: 1 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",105898,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/6c/28/6c28589225907274f66d97bcd0a4a7c8.jpg,Венчик EKSI EJ-35B,Венчик EKSI EJ-35B,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/105900,"<p>Венчик используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105900""><b class=""b"">EKSI </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105900""><b class=""b"">EJ-35B</b></a> на предприятиях общественного питания и торговли для взбивания сливок, муссов и яично-белковых смесей. Аксессуар выполнен из нержавеющей стали 201.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Размеры: 250x250x420 мм</li>
<li>Вес: 1,28 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",105900,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b4/b9/b4b981049bbada5e0617fb918d0dc366.jpg,Взбиватель плоский SINMAG SМ 601,Взбиватель плоский SINMAG SМ 601,0,RUB,Нет,SINMAG,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/52251,"<p>Плоский взбиватель используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52251""><b class=""b"">SINMAG SM 601 </b></a>на предприятиях пищевой промышленности, общественного питания и торговли. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Вес: 4 кг</li>
<li>Вес с упаковкой: 5 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",52251,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/e7/65/e76502618e095ac2ca3cf3c514eecef2.jpg,Дежа EKSI EJ-10BF,Дежа EKSI EJ-10BF,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/59439,"<p>Дежа используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59439""><b class=""b"">EKSI </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59439""><b class=""b"">EJ-10BF</b></a> на предприятиях общественного питания и торговли. Аксессуар выполнен из нержавеющей стали 201.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>​Объем: 10 л</li>
<li>Размеры: 240x240x248 мм</li>
<li>Вес: 1,3 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",59439,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Комплект насадок для планетарного миксера TEKNO STAMAP C-LINE 60 40 л,Комплект насадок для планетарного миксера TEKNO STAMAP C-LINE 60 40 л,0,RUB,Нет,TEKNO STAMAP,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/92664,"<p>Комплект насадок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92664""><b class=""b"">TEKNO STAMAP</b></a> используется совместно с планетарным миксером <a href=""https://entero.ru/item/24814"">C-LINE 60</a> для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для взбивания кремов на предприятиях общественного питания и торговли.</p>

<p>В комплект поставки входят дежа (40 л), венчик, крюк и взбиватель.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес: 55 кг</li>
</ul>",92664,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/92/63/9263f0e89701c2badfebbbfd644d3c89.jpg,Крюк для миксера SINMAG SM 201,Крюк для миксера SINMAG SM 201,0,RUB,Нет,SINMAG,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/50794,"<p>Крюк <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50794""><b class=""b"">SINMAG</b></a> предназначен для планетарного миксера <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50794""><b class=""b"">SM 201</b></a>.</p>",50794,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/00/55/0055d3b20b1ea1f7928049f6cb0e4fea.jpg,Взбиватель плоский SINMAG SМ 200,Взбиватель плоский SINMAG SМ 200,0,RUB,Нет,SINMAG,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/60907,"<p>Плоский взбиватель используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60907""><b class=""b"">SINMAG SM 200 </b></a>на предприятиях пищевой промышленности, общественного питания и торговли. Аксессуар выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",60907,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b5/21/b521de5e9fd41f3fc1654972ccd16e2c.jpg,Крюк Starmix GPL30,Крюк Starmix GPL30,0,RUB,Нет,Starmix,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/75078,"<p>Крюк <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75078"">Starmix GPL30</a></b> используется совместно с дежами объемом 30 л к планетарным миксерам серии <a href=""https://entero.ru/search.php?text=%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80+%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B9+Starmix+PL30"">PL30</a> на предприятиях общественного питания и торговли, в пекарнях и кондитерских для приготовления бисквитного, дрожжевого, песочного, блинного и заварного теста. Изделие выполнено из алюминия.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",75078,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Венчик для миксера SINMAG SM 200,Венчик для миксера SINMAG SM 200,0,RUB,Нет,SINMAG,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/286970,"<p>Венчик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286970"">SINMAG SM 200</a> </b>используется совместно с планетарным миксером SM 200 на предприятиях пищевой промышленности, общественного питания и торговли.</p>",286970,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Дежа Станкостроитель для МПВ-60,Дежа Станкостроитель для МПВ-60,0,RUB,Нет,Станкостроитель,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/326351,"<p>Дежа используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/326351""><b class=""b"">Станкостроитель <a href=""https://entero.ru/search.php?text=%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80+%D0%A1%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C+%D0%9C%D0%9F%D0%92-60"" target=""_blank"">МПВ-60</a></b></a> для взбивания кремов, муссов и приготовления пюре, соусов и дургих смесей с повышенной вязкостью на предприятиях общественного питания и торговли. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 60 л</li>
</ul>",326351,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/be/22/be22c4d5d0abfd6dde92e9f3798794f0.jpg,Спираль Starmix SPL60X,Спираль Starmix SPL60X,0,RUB,Нет,Starmix,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/75406,"<p>Спираль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75406"">Starmix SPL60X</a></b> используется совместно с дежами объемом 60 л к планетарным миксерам серии <a href=""https://entero.ru/search.php?text=%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80+%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B9+Starmix+PL60"">PL60</a> на предприятиях общественного питания и торговли, в пекарнях и кондитерских для приготовления бисквитного, дрожжевого, песочного, блинного и заварного теста. Изделие выполнено из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера, выполненная из алюминия.</span></em></p>",75406,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/c4/37/c4371ccf237fbbb540b3e7e11074cb72.jpg,Взбиватель плоский SINMAG SМ 100,Взбиватель плоский SINMAG SМ 100,0,RUB,Нет,SINMAG,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/52247,"<p>Плоский взбиватель используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52247""><b class=""b"">SINMAG SM 100 </b></a>на предприятиях пищевой промышленности, общественного питания и торговли. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>0,8 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",52247,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Насадка-лопатка EKSI BAA01 для миксера VFM7,Насадка-лопатка EKSI BAA01 для миксера VFM7,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/227930,"<p>Насадка-лопатка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227930""><b class=""b"">EKSI BAA01</b></a> используется совместно с планетарным миксером <a href=""https://entero.ru/item/59317"" target=""_blank"">VFM-7</a>. </p>",227930,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Насадка-лопатка EKSI BS039 для миксера KM-5L,Насадка-лопатка EKSI BS039 для миксера KM-5L,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/227929,"<p>Насадка-лопатка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227929""><b class=""b"">EKSI BS039</b></a> используется совместно с планетарным миксером <a href=""https://entero.ru/item/111795"" target=""_blank"">KM-5L</a>. Лопатка выполнена из нержавеющей стали.</p>",227929,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/69/cb/69cbe1f926faa3a4d0327fffa30c1c36.jpg,Насадка-крюк EKSI HS03,Насадка-крюк EKSI HS03,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/186013,"<p>Насадка-крюк <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186013"">EKSI HS03</a></b> используется совместно с планетарным миксером <a href=""https://entero.ru/item/93341"" target=""_blank"">KM-7L</a> на предприятиях общественного питания и торговли для замешивания любых видов густого теста для приготовления хлеба, пиццы, булочек, штруделей и макаронных изделий. Аксессуар выполнен из нержавеющей стали.</p>",186013,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b5/31/b53184b2cef9b5e1ed8ed891670dcf20.jpg,Насадка-лопатка EKSI BS04,Насадка-лопатка EKSI BS04,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/186015,"<p>Насадка-лопатка​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186015"">EKSI BS04</a></b> используется совместно с планетарным миксером <a href=""https://entero.ru/item/93341"" target=""_blank"">KM-7L</a> на предприятиях общественного питания и торговли для тщательного перемешивания ингредиентов для приготовления песочного, заварного и кексового теста. Аксессуар выполнен из нержавеющей стали.</p>",186015,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/17/2c/172c2bba9acac8b0a7cf5129c021bf31.jpg,Набор для уменьшения дежи Mecnosud MX60,Набор для уменьшения дежи Mecnosud MX60,0,RUB,Нет,Mecnosud,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/188036,"<p>Набор для уменьшения дежи <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188036"">Mecnosud MX60</a></b> используется совместно с планетарными миксерами <a href=""https://entero.ru/search.php?text=WLBake+PM60"" target=""_blank"">WLBake PM60</a> и <a href=""https://entero.ru/search.php?text=Mecnosud+mx60"" target=""_blank""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188036"">Mecnosud MX60</a></a>. Комплект позволяет уменьшить объем дежи с 60 до 20 л. Все составляющие набора выполнены из высококачественной нержавеющей стали.</p>

<p>В комплект поставки входят дежа и 3 насадки: венчик, спираль и лопатка.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",188036,,,,,,,,,,0,https://entero.ru/manuals/218805/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80%D1%8B%20Mecnosud%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20MX.pdf,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b3/d8/b3d8dd3e3a959c36b00d37d41bcebdda.jpg,Венчик EKSI EJ-20BF,Венчик EKSI EJ-20BF,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/59437,"<p>Венчик используется совместно с планетарным миксером <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59437"">EKSI EJ-20BF</a></b> на предприятиях общественного питания и торговли для взбивания сливок, муссов и яично-белковых смесей. Аксессуар выполнен из нержавеющей стали 201.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 200x200x330 мм</li>
<li>Вес: 0,94 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",59437,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Лопатка VIATTO B-30P,Лопатка VIATTO B-30P,0,RUB,Нет,VIATTO,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/259011,"<p>Лопатка <b class=""b"">VIATTO </b> используется совместно с планетарным миксером <a href=""https://entero.ru/search.php?text=B-30P""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259011"">VIATTO B-30P</a></a> для замеса различных видов теста, приготовления пюре и соусов на предприятиях общественного питания и торговли. Аксессуар выполнен из металла.</p>

<p> </p>",259011,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/17/65/17657e4dd19ecf1848ce42c5e66c8671.jpg,Дежа EKSI EJ-20BF,Дежа EKSI EJ-20BF,0,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/59440,"<p>Дежа используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59440""><b class=""b"">EKSI </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59440""><b class=""b"">EJ-20BF</b></a> на предприятиях общественного питания и торговли. Аксессуар выполнен из нержавеющей стали 201.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>​Объем: 20 л</li>
<li>Размеры: 360x360x300 мм</li>
<li>Вес: 2,48 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",59440,,,,,,,,,,0,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Тележка для дежи Mecnosud MX60,Тележка для дежи Mecnosud MX60,0,RUB,Нет,Mecnosud,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/84693,"<p>Тележка для дежи используется совместно с планетарным миксером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84693""><b class=""b"">Mecnosud MX60</b></a> на предприятиях общественного питания и торговли.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Вес: 15 кг</li>
</ul>",84693,,,,,,,,,,0,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/50/24/50244f071f70bd5aeef7ae6c066a4a53.jpg,Венчик KitchenAid 5K7EW,Венчик KitchenAid 5K7EW,0,RUB,Нет,KitchenAid,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/48144,"<p>Венчик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48144""><b class=""b"">KitchenAid K5AWW</b></a> предназначен для профессиональных миксеров Heavy Duty 5KSM7591X. Венчик изготовлен из нержавеющей стали.</p>",48144,,,,,,,,,,0,,,,,,,,,,,,,,,
