Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Вес (с упаковкой),Газовая мощность,Привод,Максимальная загрузка,Длина вертела
https://cdn.entero.ru/mp@2x/5c/48/5c4812b16d9ddeb4ce372df59fe2abb2.jpg,Гриль для шаурмы электрический Yukon MSD-02E,Гриль для шаурмы электрический Yukon MSD-02E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265960,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265960"">Yukon MSD-02E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 2 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",265960,,2.8 кВт,450 мм,640 мм,550 мм,,Турция,,,0,https://entero.ru/manuals/522610/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,19 кг,"220 В, 380 В",2 шт.,,,ручной,,
https://cdn.entero.ru/mp@2x/81/20/8120a4014b5fd6c552f03e877f36cd7c.jpg,Гриль для шаурмы электрический Yukon MSD-03E,Гриль для шаурмы электрический Yukon MSD-03E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265959,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265959"">Yukon MSD-03E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 3 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",265959,,4.2 кВт,450 мм,640 мм,800 мм,,Турция,,,0,https://entero.ru/manuals/522611/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,22 кг,"220 В, 380 В",3 шт.,,,ручной,,
https://cdn.entero.ru/mp@2x/75/93/75937742680009a7e3c36167d68cb36d.jpg,Гриль для шаурмы электрический Yukon MSD-04E,Гриль для шаурмы электрический Yukon MSD-04E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265958,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265958"">Yukon MSD-04E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 4 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",265958,,5.6 кВт,450 мм,640 мм,930 мм,,Турция,,,0,https://entero.ru/manuals/522612/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,25 кг,"220 В, 380 В",4 шт.,,,ручной,,
https://cdn.entero.ru/mp@2x/e1/40/e140cbc951262be6225de4f8b9ecd079.jpg,Гриль для шаурмы электрический Yukon MSD-05E,Гриль для шаурмы электрический Yukon MSD-05E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265957,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265957"">Yukon MSD-05E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 5 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",265957,,7 кВт,450 мм,640 мм,1100 мм,,Турция,,,0,https://entero.ru/manuals/522613/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,27 кг,"220 В, 380 В",5 шт.,,,ручной,,
https://cdn.entero.ru/mp@2x/70/0c/700c507889767bab40400df227700169.jpg,Гриль для шаурмы электрический Yukon MED-05,Гриль для шаурмы электрический Yukon MED-05,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265956,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265956"">Yukon MED-05</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 5 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний электропривод</li>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",265956,,7 кВт,550 мм,640 мм,1400 мм,,Турция,,,0,https://entero.ru/manuals/522615/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,31 кг,"220 В, 380 В",5 шт.,,,электрический,,
https://cdn.entero.ru/mp@2x/5a/d6/5ad6d072d957475536a9889446c685fe.jpg,Гриль для шаурмы электрический Yukon ALT-03E,Гриль для шаурмы электрический Yukon ALT-03E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265966,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265966"">Yukon ALT-03E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 3 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний электропривод</li>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",265966,,4.2 кВт,550 мм,750 мм,1000 мм,,Турция,,,0,https://entero.ru/manuals/522617/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,30 кг,"220 В, 380 В",3 шт.,,,электрический,,
https://cdn.entero.ru/mp@2x/27/66/2766d9ea737e069d6a652e7e07da8ed1.jpg,Гриль для шаурмы T-LUX KGU 3,Гриль для шаурмы T-LUX KGU 3,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/227369,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227369""><b class=""b"">T-LUX KGU 3</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом ROBAX, предотвращающим попадание масла на них. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит емкость для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний привод вращения</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Передвижной диск в нижней части вертела обеспечивает перемещение мяса шаурмы к зоне нагрева</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
</ul>",227369,,4.8 кВт,545 мм,691 мм,982 мм,30 кг,Турция,1,640x780x1160 мм,0,https://entero.ru/manuals/273811/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20T-LUX%20KGU%203.pdf,,,26 кг,380 В,3 шт.,,,электрический,30 кг,
https://cdn.entero.ru/mp@2x/c7/5d/c75dba3ad5b8e00ed2603aa4e50e5940.jpg,Гриль для шаурмы электрический Yukon ALT-04E,Гриль для шаурмы электрический Yukon ALT-04E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265878,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265878"">Yukon ALT-04E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 4 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний электропривод</li>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",265878,,5.6 кВт,550 мм,750 мм,1150 мм,,Турция,,,0,https://entero.ru/manuals/522616/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,34 кг,"220 В, 380 В",4 шт.,,,электрический,,
https://cdn.entero.ru/mp@2x/63/fa/63fa4ac3dcfa3055ce3c64b102fa0939.jpg,Гриль для шаурмы T-LUX KGU 5,Гриль для шаурмы T-LUX KGU 5,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/227390,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227390""><b class=""b"">T-LUX KGU 5</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом, предотвращающим попадание масла на них. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит емкость для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний привод вращения</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Передвижной диск в нижней части вертела обеспечивает перемещение мяса шаурмы к зоне нагрева</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 640x780x1300 мм</li>
</ul>",227390,,8 кВт,545 мм,731 мм,1302 мм,,Турция,,,0,https://entero.ru/manuals/273836/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20T-Lux%20KGU%205.pdf,,,35 кг,380 В,5 шт.,,,электрический,80 кг,
https://cdn.entero.ru/mp@2x/99/b3/99b32ea4a86168a41c4c6f8dd514e909.jpg,Гриль для шаурмы электрический Yukon ALT-05E,Гриль для шаурмы электрический Yukon ALT-05E,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/265967,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265967"">Yukon ALT-05E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 5 нагревательными элементами и электромеханической панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний электропривод</li>
<li>Регулируемый поворотный шампур</li>
<li>Жаропрочное термостекло Robox</li>
<li>Съемный корпус</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",265967,,5.6 кВт,550 мм,750 мм,1150 мм,,Турция,,,0,https://entero.ru/manuals/522614/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,34 кг,"220 В, 380 В",5 шт.,,,электрический,,
https://cdn.entero.ru/mp@2x/19/7a/197a4cc3cc16bf814df42e9cc1eff66b.jpg,Гриль для шаурмы T-LUX KGU 4,Гриль для шаурмы T-LUX KGU 4,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/227389,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227389""><b class=""b"">T-LUX KGU 4</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом, предотвращающим попадание масла на них. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит емкость для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний привод вращения</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Передвижной диск в нижней части вертела обеспечивает перемещение мяса шаурмы к зоне нагрева</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 640x780x1160 мм</li>
</ul>",227389,,6.4 кВт,545 мм,691 мм,1142 мм,,Турция,,,0,https://entero.ru/manuals/273835/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20T-Lux%20KGU%204.pdf,,,31 кг,380 В,4 шт.,,,электрический,50 кг,
https://cdn.entero.ru/mp@2x/32/15/3215fd4c32de0d03795cf6a4c81d4724.jpg,Гриль для шаурмы T-LUX KGD 3 (нижний привод),Гриль для шаурмы T-LUX KGD 3 (нижний привод),0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/256019,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256019""><b class=""b"">T-LUX KGD 3</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом ROBAX, предотвращающим попадание масла на них. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит емкость для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний привод вращения, позволяющий загружать большее количество мяса</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Регулируемый вертел</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
</ul>",256019,,4.8 кВт,547 мм,663 мм,910 мм,40 кг,Турция,1,640x780x1160 мм,0,https://entero.ru/manuals/313984/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20T-LUX%20KGD%203.pdf,,,30 кг,380 В,3 шт.,40 кг,,электрический,30 кг,
https://cdn.entero.ru/mp@2x/7d/ee/7deecbbd33656e82453ed6e0fd663463.jpg,Гриль для шаурмы Tatra TDM E 5M,213857,0,RUB,Нет,Tatra,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/128712,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128712""><b class=""b"">Tatra​ TDM E 5M </b></a>предназначен для обжарки большого количества различных видов мяса и птицы при приготовлении начинки из рубленного мяса для шаурмы и других блюд на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система индивидуального управления каждой зоной нагрева с двумя уровнями мощности (min-max)</li>
<li>Нагревательные элементы защищены термостойким стеклом</li>
<li>Вертел гриля перемещается вперед и назад для настройки аппарата в зависимости от количества мяса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 640х770х1400 мм</li>
</ul>",128712,,8 кВт,630 мм,750 мм,1156 мм,60 кг,Турция,1,640x770x1400 мм,0,https://entero.ru/manuals/417895/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TDM%20E%205M.pdf;https://entero.ru/manuals/141889/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TDM%20E%205M.pdf;https://entero.ru/manuals/417897/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418291/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/473922/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TDM%20E%205M.pdf;https://entero.ru/manuals/509717/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,45 кг,380 В,5 шт.,,,ручной,80 кг,
https://cdn.entero.ru/mp@2x/4d/52/4d52a1fa86eb8a4e6948bb180b38747c.jpg,Гриль для шаурмы Tatra TDM E 3B,213861,0,RUB,Нет,Tatra,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/128700,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128700""><b class=""b"">Tatra​ TDM E 3B </b></a>предназначен для обжарки большого количества различных видов мяса и птицы при приготовлении начинки из рубленного мяса для шаурмы и других блюд на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, нижним приводом вращения вертела и емкостью для сбора жира. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система индивидуального управления каждой зоной нагрева с двумя уровнями мощности (min-max)</li>
<li>Привод обеспечивает вращение вертела в обе стороны</li>
<li>Нагревательные элементы защищены термостойким стеклом</li>
<li>Корпус гриля с нагревательными элементами перемещается вперед и назад для настройки аппарата в зависимости от количества мяса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 640х770х1170 мм</li>
</ul>",128700,,4.8 кВт,544 мм,658 мм,948 мм,59 кг,Турция,1,640x770x1170 мм,0,https://entero.ru/manuals/417917/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TDM%20E%203B.pdf;https://entero.ru/manuals/141861/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TDM%20E%203B.pdf;https://entero.ru/manuals/141862/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/417919/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418299/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf,,,45 кг,380 В,3 шт.,,,электрический,40 кг,
https://cdn.entero.ru/mp@2x/23/0d/230d0e373170d6739ff2cd53de1cb337.jpg,Гриль для шаурмы T-LUX KGD 4 (нижний привод),Гриль для шаурмы T-LUX KGD 4 (нижний привод),0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/256022,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256022""><b class=""b"">T-LUX KGD 4</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом ROBAX, предотвращающим попадание масла на них. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит емкость для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний привод вращения, позволяющий загружать большее количество мяса</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Регулируемый вертел</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
</ul>",256022,,6.4 кВт,547 мм,663 мм,1070 мм,,Турция,,,0,https://entero.ru/manuals/313987/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20T-LUX%20KGD%204.pdf,,,35 кг,380 В,4 шт.,,,электрический,70 кг,
https://cdn.entero.ru/mp@2x/c9/26/c926c699a45c09a586ab8a5c6c4a7d98.jpg,Гриль для шаурмы T-LUX KGD 4 GOLD (нижний привод),Гриль для шаурмы T-LUX KGD 4 GOLD (нижний привод),0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/256023,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256023""><b class=""b"">T-LUX KGD 4</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом ROBAX, предотвращающим попадание масла на них. Корпус выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит емкость для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний привод вращения, позволяющий загружать большее количество мяса</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Регулируемый вертел</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
<li>Цвет: золотой</li>
</ul>",256023,,6.4 кВт,547 мм,663 мм,1070 мм,,Турция,,,0,https://entero.ru/manuals/313989/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20T-LUX%20KGD%204.pdf,,,35 кг,380 В,4 шт.,,,электрический,70 кг,
