Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней
https://cdn.entero.ru/mp@2x/3c/f8/3cf8419e9b465e56daa93dc156dda687.jpg,Тележка сервировочная Проммаш ТСП-2Н,Тележка сервировочная Проммаш ТСП-2Н,22019,RUB,Нет,Проммаш,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/310605,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310605"">Проммаш ТСП-2Н</a> </b>используется на предприятиях общественного питания и торговли для сервировки обеденных залов, а также для сбора и перевозки грязной посуды. Модель оснащена ручками, имеет прочную разборную конструкцию, установленную на колесные опоры фиксированные и поворотные. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты полок: 800х500х35 мм</li>
<li>Максимальная нагрузка на полку: 40 кг</li>
<li>Расстояние между полками: 500 мм</li>
</ul>",310605,сервировочная,950 мм,500 мм,900 мм,,,,0,https://entero.ru/manuals/372529/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,22936,,17.6 кг,,Россия,2
https://cdn.entero.ru/mp@2x/be/ca/becafd0c977f9200919837ccbb49444a.jpg,Тележка для сбора посуды Finist ТСП 900х600х1000 мм 3 поддона,Тележка для сбора посуды Finist ТСП 900х600х1000 мм 3 поддона,22308,RUB,Нет,Finist,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/360876,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360876""><b class=""b"">Finist ТСП 900х600х1000 мм</b></a> используется на предприятиях общественного питания и торговли для сбора и транспортировки грязной посуды из обеденного зала в моечное отделение. Модель оснащена сварным каркасом, 3 съемными поддонами с бортами, рукояткой и 4 поворотными колесами, включая 2 со стояночным тормозом. Каркас и поддоны выполнены из нержавеющей стали. Изделие поставляется в собранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на поддон: 20 кг</li>
<li>Диаметр колес: 50 мм</li>
<li>Высота бортов поддонов: 100 мм</li>
</ul>

<p><b>​​Опции (заказываются отдельно):</b></p>

<ul>
<li>Усиленная упаковка</li>
<li>Колеса диаметром 75 мм</li>
<li>Колеса диаметром 100 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",360876,для сбора посуды,900 мм,600 мм,1000 мм,,,,0,https://entero.ru/manuals/462943/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%A2%D0%A1%D0%9F%20900%D1%85600%D1%851000%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/519472/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,24248,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/3f/ba/3fbaec72ed6bf82ba9d95cca849d0670.jpg,Тележка сервировочная Gastrolux ТС-084/3,Тележка сервировочная Gastrolux ТС-084/3,22498,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/70599,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/70599"">Gastrolux ТС-084/3</a> </b>используется на предприятиях общественного питания для транспортировки готовых блюд и грязной посуды. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/110190"">Полка дополнительная 800х400 мм</a></li>
<li><a href=""https://entero.ru/item/110191"">Полка дополнительная 800х500 мм</a></li>
<li><a href=""https://entero.ru/item/110192"">Полка дополнительная 800х600 мм</a></li>
</ul>",70599,сервировочная,800 мм,400 мм,850 мм,,,,0,https://entero.ru/manuals/490933/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,23682,,18.4 кг,,,3
https://cdn.entero.ru/mp@2x/38/ea/38eacc948118ebc4df36d0f70e6047ba.jpg,Тележка сервировочная КАМИК 800х400х950 мм,ТС-40842,22664,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233037,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233037""><b class=""b"">КАМИК 800х400х950 мм</b></a> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена полкой и колесами. Каркас выполнен из нержавеющей трубы AISI 304 25х25 мм, полка - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233037,сервировочная,800 мм,400 мм,950 мм,18 кг,1,960x480x1140 мм,0,,,,15 кг,,Россия,2
https://cdn.entero.ru/mp@2x/5c/55/5c55787a05acf7d02aa84177ce4a1bb9.jpg,Тележка сервировочная КАМИК 600х600х800 мм,ТС-40662,23271,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233053,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233053""><b class=""b"">КАМИК 600х600х800 мм</b></a> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена полкой и колесами. Каркас выполнен из нержавеющей трубы AISI 304 25х25 мм, полка - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233053,сервировочная,600 мм,600 мм,800 мм,19.2 кг,1,720x720x960 мм,0,,24496,,16 кг,,Россия,2
https://cdn.entero.ru/mp@2x/95/59/9559342696815e65e4aca265bf7c9645.jpg,Тележка для подносов ATESY ТП-Л-850.530.900-02,Тележка для подносов ATESY ТП-Л-850.530.900-02,23536,RUB,Нет,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/119151,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119151"">ATESY ТП-Л-850.530.900-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для сбора, временного хранения и транспортировки подносов. Модель оснащена вместительной полкой. Полка выполнена из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>4 поворотных колеса, 1 из которых оснащено тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
</ul>",119151,,930 мм,850 мм,900 мм,16 кг,1,915x586x925 мм,0,https://entero.ru/manuals/132333/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%9F-%D0%9B-850.530.900-02.pdf;https://entero.ru/manuals/282073/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,25038,,14 кг,,Россия,1
https://cdn.entero.ru/mp@2x/36/05/3605d980a36d05bb5f6de8955030d2ef.jpg,Тележка для сбора посуды KAYMAN ТСП-11/285-А 2 яруса,Тележка для сбора посуды KAYMAN ТСП-11/285-А 2 яруса,24094,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311106,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311106""><b class=""b"">KAYMAN ТСП-11/285-А</b></a> используется на предприятиях общественного питания для транспортировки грязной посуды из зала приема пищи в моечное отделение. Модель оснащена 2 сплошными полками с бортами. Полки выполнены из листовой нержавеющей стали марки AISI 304, каркас – из профиля трубы квадратного сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 50 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали полок: 0,8 мм</li>
<li>Высота борта: 100 мм</li>
<li>Расстояние между уровнями: 450 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",311106,для сбора посуды,800 мм,500 мм,850 мм,17 кг,1,865x556x875 мм,0,https://entero.ru/manuals/373173/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,25632,,14.5 кг,Россия,Россия,2
https://cdn.entero.ru/mp@2x/62/35/62352a5cee9fcf65defed186184aa61a.jpg,Тележка сервировочная Gastrolux ТС-085/3,Тележка сервировочная Gastrolux ТС-085/3,24229,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/70600,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/70600"">Gastrolux ТС-085/3</a> </b>используется на предприятиях общественного питания для транспортировки готовых блюд и грязной посуды. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/110190"">Полка дополнительная 800х400 мм</a></li>
<li><a href=""https://entero.ru/item/110191"">Полка дополнительная 800х500 мм</a></li>
<li><a href=""https://entero.ru/item/110192"">Полка дополнительная 800х600 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",70600,сервировочная,800 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/490932/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,25239,,20 кг,,,3
https://cdn.entero.ru/mp@2x/86/53/8653eafb648261d7fb84bfe478bc2eb2.jpg,Тележка для подносов KAYMAN ТСП-13/190-А,Тележка для подносов KAYMAN ТСП-13/190-А,24471,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311105,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311105"">KAYMAN ТСП-13/190-А</a></b> используется на предприятиях общественного питания для транспортировки подносов. Модель оснащена сплошной полкой с бортиком, решетчатыми боковинами и глухой стенкой Полка выполнены из листовой нержавеющей стали марки AISI 304, каркас – из профиля трубы квадратного сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 100 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали полки: 0,8 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>",311105,для сбора посуды,850 мм,930 мм,900 мм,16.2 кг,1,915x586x925 мм,0,https://entero.ru/manuals/373172/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,14 кг,Россия,Россия,1
https://cdn.entero.ru/mp@2x/89/7b/897bad122987354d05c69e079c5a727f.jpg,Тележка сервировочная КАМИК ТС-40852 800х500х850 мм,Тележка сервировочная КАМИК ТС-40852 800х500х850 мм,25356,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/233048,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233048""><b class=""b"">КАМИК 800х500х850 мм</b></a> используется на предприятиях общественного питания для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена полкой и колесами. Каркас выполнен из нержавеющей трубы AISI 304 25х25 мм, полка - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233048,сервировочная,800 мм,500 мм,850 мм,19.2 кг,1,960x600x1020 мм,0,,,,16 кг,,Россия,2
https://cdn.entero.ru/mp@2x/c3/ba/c3bace197928ee0800461025a0e5ca07.jpg,Тележка сервировочная ITERMA 430 ТС-3/2 Б,Тележка сервировочная ITERMA 430 ТС-3/2 Б,25442,RUB,Нет,ITERMA,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/337287,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/337287"">ITERMA 430 ТС-3/2 Б</a></b> используется на предприятиях общественного питания и торговли для сервировки обеденных залов, а также для сбора и перевозки грязной посуды. Модель оснащена 2 полками и 4 поворотными колесами, 2 из которых оборудованы тормозами. Каркас и полка выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
</ul>",337287,сервировочная,800 мм,500 мм,900 мм,21 кг,1,810x510x210 мм,0,,27654,,,Россия,Россия,2
https://cdn.entero.ru/mp@2x/2c/00/2c005b0782de306d22eed7ad0fae8c5a.jpg,Тележка сервировочная KAYMAN ТС-13/3-11-85-А 3 яруса,Тележка сервировочная KAYMAN ТС-13/3-11-85-А 3 яруса,25682,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/311098,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311098""><b class=""b"">KAYMAN ТС-13/3-11-85-А</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 3 сплошными полками с бортиками. Полки выполнены из листовой нержавеющей стали марки AISI 304, каркас – из профиля трубы квадратного сечения из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Сварная конструкция</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 50 кг</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали полок: 0,8 мм</li>
<li>Высота бортика: 20 мм</li>
<li>Расстояние между уровнями: 237 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>",311098,сервировочная,600 мм,1100 мм,850 мм,24 кг,1,650x1150x800 мм,0,https://entero.ru/manuals/373165/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,20.5 кг,Россия,Россия,3
https://cdn.entero.ru/mp@2x/e3/0f/e30f3300c29b26c0ac6efb349e977631.jpg,Тележка сервировочная Gastrolux ТС-086/3,Тележка сервировочная Gastrolux ТС-086/3,25959,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/89091,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89091"">Gastrolux ТС-086/3</a></b> используется на предприятиях общественного питания для транспортировки готовых блюд и грязной посуды. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
<li><a href=""https://entero.ru/item/110190"">Полка дополнительная 800х400 мм</a></li>
<li><a href=""https://entero.ru/item/110191"">Полка дополнительная 800х500 мм</a></li>
<li><a href=""https://entero.ru/item/110192"">Полка дополнительная 800х600 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",89091,сервировочная,800 мм,600 мм,850 мм,,,,0,https://entero.ru/manuals/490930/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,27913,,21.6 кг,,,3
https://cdn.entero.ru/mp@2x/7a/6c/7a6ce1edb35cbec36d90d27c7cf63968.jpg,Тележка для сушки посуды Mecon Profi Ral ТДПп 900х600х1060 мм 3 уровня,ТДП-3PR9060106-1с-2т,27565,RUB,Нет,,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/347035,"<p>Разборная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347035""><b class=""b"">Mecon Profi Ral ТДПп</b></a> предназначена для сушки, транспортировки и хранения посуды на предприятиях общественного питания и торговли. Модель оснащена каркасом из профильной трубы, 3 полками, 2 сетками для сушки тарелок, 1 сеткой для сушки стаканов и 4 поворотными колесами, 2 из которых с тормозом. Каркас выполнен из стали с полимерно-порошковым покрытием, сетки и кронштейны - из нержавеющей стали, поддоны - из пластика, колеса - из резины.</p>

<p>В комплект поставки входят бамперы для колес и 2 поддона.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профильной трубы: 20х20 мм</li>
<li>Диаметр колес: 75 мм</li>
<li>Объем упаковки: 0,25 м³</li>
<li>Цвет резины колес: серый</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с другим количеством уровней.</span></em></p>",347035,,900 мм,600 мм,1060 мм,,,,0,https://entero.ru/manuals/426153/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%A2%D0%94%D0%9F%D0%BF%20900%D1%85600%D1%851060%20%D0%BC%D0%BC%203%20%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F.pdf;https://entero.ru/manuals/426154/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%A2%D0%94%D0%9F%D0%BF%20900%D1%85600%D1%851060%20%D0%BC%D0%BC%203%20%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F.pdf;https://entero.ru/manuals/426155/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/84/10/8410e78965c8ab054347f2588b670883.jpg,Тележка для сбора посуды Gastrolux ТСП-084/2,800х400х850,28940,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/110193,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110193"">Gastrolux ТСП-084/2</a></b> используется на предприятиях общественного питания и торговли для сбора грязной посуды. Модель оснащена поворотными колесами и колесами с тормозом. Сварной каркас и полки с бортом выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество колес с тормозом: 2</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110193,для сбора посуды,800 мм,400 мм,850 мм,,,,0,https://entero.ru/manuals/490928/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,31118,,13.4 кг,,Россия,2
https://cdn.entero.ru/mp@2x/d0/26/d02638e0717b66aa29a58556b34fb9a3.jpg,Тележка для сушки посуды Mecon Profi Inox ТДПп 900х600х1060 мм 3 уровня,ТДП-3PIn9060106-1с-2т,29125,RUB,Нет,,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/347037,"<p>Разборная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347037""><b class=""b"">Mecon Profi Inox ТДПп</b></a> предназначена для сушки, транспортировки и хранения посуды на предприятиях общественного питания и торговли. Модель оснащена каркасом из профильной трубы, 3 полками, 2 сетками для сушки тарелок, 1 сеткой для сушки стаканов и 4 поворотными колесами, 2 из которых с тормозом. Каркас и сетки выполнены из нержавеющей стали, поддоны - из пластика, колеса - из резины.</p>

<p>В комплект поставки входят бамперы для колес и 2 поддона.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профильной трубы: 20х20 мм</li>
<li>Диаметр колес: 75 мм</li>
<li>Объем упаковки: 0,24 м³</li>
<li>Цвет резины колес: серый</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с другим количеством уровней.</span></em></p>",347037,,900 мм,600 мм,1060 мм,,,,0,https://entero.ru/manuals/426159/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A2%D0%94%D0%9F%D0%BF%20900%D1%85600%D1%851060%20%D0%BC%D0%BC%203%20%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F.pdf;https://entero.ru/manuals/426160/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%A2%D0%94%D0%9F%D0%BF%20900%D1%85600%D1%851060%20%D0%BC%D0%BC%203%20%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F.pdf;https://entero.ru/manuals/426161/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,30984,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/50/6c/506c8017c44292de9a439801c0a94c28.jpg,Тележка сервировочная ТММ ТБ-3/800/500,ТБ-3 800x500x870,29846,RUB,Нет,ТММ,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/82225,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82225"">ТММ ТБ-3/800/500</a></b> предназначена для перемещения столовых приборов, тарелок с готовыми блюдами, грязной посуды и т.д. на предприятиях общественного питания и торговли. Оборудование оснащено 3 полками с бортами. Модель полностью выполнена из нержавеющей стали.</p>

<p>Возможно изготовление по чертежам и эскизам.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях. На фото модель ТБ-2/800/500.</span></em></p>",82225,сервировочная,800 мм,500 мм,870 мм,,,,0,,31417,,,,,3
