Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Конструкция
https://cdn.entero.ru/mp@2x/46/45/46458884ec210ea460a9583981ed9185.jpg;https://cdn.entero.ru/mp@2x/55/5f/555f107282f0fcb61b9795c156954cd5.jpg,Шприц для колбас Sirman IS15 IDRA VERT 380В,IS15 IDRA VERT 3Ф,253110,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75006,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75006""><b class=""b"">Sirman IS15 IDRA VERT</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена мощным и бесшумным вентилируемым мотором немедленного действия и регулятором потока масла высокой точности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический возврат поршня с остановкой мотора</li>
<li>Герметичная защита гидравлического цилиндра</li>
<li>Пульт управления</li>
<li>Емкость для масла с индикатором уровня</li>
<li>Корпус из нержавеющей стали демонтируется для чистки без помощи инструментов</li>
<li>Крышка, тампон и стержень поршня из нержавеющей стали</li>
<li>Цилиндр из полированный нержавеющей стали</li>
<li>Силиконовые прокладки внутри цилиндра для большей герметичности и увеличения срока службы самой прокладки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость мотора: 2800 оборотов</li>
<li>Длина цилиндра: 495 мм</li>
<li>Диаметр цилиндр: 200 мм</li>
<li>Шаг поршня: 430 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 720x570x1380 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Покрытые резиной колесики</li>
</ul>",75006,электрический,380 В,0.52 кВт,490 мм,370 мм,1200 мм,,,,0,https://entero.ru/manuals/46864/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS15%20IDRA%20VERT.pdf;https://entero.ru/manuals/312740/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IS15%20IDRA%20VERT.pdf;https://entero.ru/manuals/46865/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS15%20IDRA%20VERT.jpg;https://entero.ru/manuals/420029/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72853/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,266432,,53 кг,,Италия,15 л,вертикальный
https://cdn.entero.ru/mp@2x/a1/01/a10198c13aa00c3b6090d440709a5e00.jpg;https://cdn.entero.ru/mp@2x/18/36/183611ba9d010b15533475466e812467.jpg,Шприц для колбас Sirman IS25 IDRA VERT 220В,IS25 IDRA VERT 1 ФАЗН.,330983,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75007,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75007""><b class=""b"">Sirman IS25 IDRA VERT</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена мощным и бесшумным вентилируемым мотором немедленного действия и регулятором потока масла высокой точности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический возврат поршня с остановкой мотора</li>
<li>Герметичная защита гидравлического цилиндра</li>
<li>Пульт управления</li>
<li>Емкость для масла с индикатором уровня</li>
<li>Корпус из нержавеющей стали демонтируется для чистки без помощи инструментов</li>
<li>Крышка, тампон и стержень поршня из нержавеющей стали</li>
<li>Цилиндр из полированный нержавеющей стали</li>
<li>Силиконовые прокладки внутри цилиндра для большей герметичности и увеличения срока службы самой прокладки</li>
<li>Покрытые резиной колесики</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость мотора: 2800 оборотов</li>
<li>Длина цилиндра: 460 мм</li>
<li>Диаметр цилиндр: 260 мм</li>
<li>Шаг поршня: 380 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 720x570x1380</li>
</ul>",75007,электрический,220 В,0.52 кВт,565 мм,450 мм,1160 мм,,,,0,https://entero.ru/manuals/46866/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS25%20IDRA%20VERT.pdf;https://entero.ru/manuals/420033/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IS25%20IDRA%20VERT.pdf;https://entero.ru/manuals/46867/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS25%20IDRA%20VERT.jpg;https://entero.ru/manuals/420034/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72870/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,91 кг,,Италия,25 л,вертикальный
https://cdn.entero.ru/mp@2x/52/3e/523e5aa80517a206042e26034e69970c.jpg;https://cdn.entero.ru/mp@2x/48/23/4823d1bb574ff4865bafb7841709f838.jpg,Шприц для колбас Sirman IS25 IDRA VERT 380В,IS25 IDRA VERT 3 ФАЗН.,356699,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75008,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75008""><b class=""b"">Sirman IS25 IDRA VERT</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена мощным и бесшумным вентилируемым мотором немедленного действия и регулятором потока масла высокой точности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический возврат поршня с остановкой мотора</li>
<li>Герметичная защита гидравлического цилиндра</li>
<li>Пульт управления</li>
<li>Емкость для масла с индикатором уровня</li>
<li>Корпус из нержавеющей стали демонтируется для чистки без помощи инструментов</li>
<li>Крышка, тампон и стержень поршня из нержавеющей стали</li>
<li>Цилиндр из полированный нержавеющей стали</li>
<li>Силиконовые прокладки внутри цилиндра для большей герметичности и увеличения срока службы самой прокладки</li>
<li>Покрытые резиной колесики</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость мотора: 2800 оборотов</li>
<li>Длина цилиндра: 460 мм</li>
<li>Диаметр цилиндр: 260 мм</li>
<li>Шаг поршня: 380 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 720x570x1380</li>
</ul>",75008,электрический,380 В,0.52 кВт,565 мм,450 мм,1160 мм,,,,0,https://entero.ru/manuals/46868/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS25%20IDRA%20VERT.pdf;https://entero.ru/manuals/312741/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IS25%20IDRA%20VERT.pdf;https://entero.ru/manuals/46869/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS25%20IDRA%20VERT.jpg;https://entero.ru/manuals/420035/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72874/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,91 кг,,Италия,25 л,
https://cdn.entero.ru/mp@2x/f0/a4/f0a4f1a43e9b805c8dafc883fb51510f.jpg;https://cdn.entero.ru/mp@2x/5e/ae/5eae1aa852ebe4753cdfbd03c1631ea5.jpg,Гидравлический шприц Mainca FC-12 (3ф),FC-12 3ф,458120,RUB,Нет,Mainca,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/116969,"<p>Шприц <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116969""><b class=""b"">Mainca FC-12</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена независимым масляным баком, жестко фиксируемым цилиндром и манометром. Корпус выполнен из нержавеющей стали 18/10, крышки - из анодированного алюминия, поршень - из полиэтилена.</p>

<p>В комплект поставки входят 4 насадки-цевки: Ø 15, 20 и 30 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка скорости поршня и рабочего давления с помощью поворотной ручки </li>
<li>Автоматическая декомпрессия поршня при опускании рычага</li>
<li>Легко снимаемый поршень</li>
<li>Максимальное прилегание поршня для обеспечения полной герметичности</li>
<li>Гладкое выходное отверстие для предотвращения загрязнений</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Емкость цилиндра: 10 кг</li>
<li>Высота от пола до трубки: 1003 мм</li>
<li>Размеры основания: 410x470 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка и поршень из нержавеющей стали</li>
<li>Система принудительной вентиляции</li>
<li>Подставка с колесами</li>
<li>Ручной дозатор</li>
<li>Система автоматической остановки и пуска двигателя при опускании коленного рычага</li>
<li>Автоматический спуск поршня</li>
<li>Дозатор-перекрутчик PR-360</li>
</ul>",116969,электрический,380 В,0.55 кВт,429 мм,421 мм,1050 мм,,,,0,https://entero.ru/manuals/118235/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mainca%20FC-12%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,482232,,70 кг,,Испания,12 л,вертикальный
https://cdn.entero.ru/mp@2x/a6/87/a687dbd8357808deed1c7ec858331ced.jpg;https://cdn.entero.ru/mp@2x/cd/46/cd46dfe968abf6f7c43851ab045af3c7.jpg,Шприц для колбас Sirman IS V 35 IDRA INOX 380В,IS V 35 IDRA INOX 3Ф,478318,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75003,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75003""><b class=""b"">Sirman IS V 35 IDRA INOX</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена мощным и бесшумным вентилируемым мотором немедленного действия и регулятором потока масла высокой точности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический возврат поршня с остановкой мотора</li>
<li>Герметичная защита гидравлического цилиндра</li>
<li>Пульт управления</li>
<li>Емкость для масла с индикатором уровня</li>
<li>Корпус из нержавеющей стали демонтируется для чистки без помощи инструментов</li>
<li>Крышка, тампон и стержень поршня из нержавеющей стали</li>
<li>Цилиндр из полированный нержавеющей стали</li>
<li>Силиконовые прокладки внутри цилиндра для большей герметичности и увеличения срока службы самой прокладки</li>
<li>Покрытые резиной колесики</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость мотора: 2800 оборотов</li>
<li>Длина цилиндра: 460 мм</li>
<li>Диаметр цилиндр: 320 мм</li>
<li>Шаг поршня: 380 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 760x640x1430 мм</li>
</ul>",75003,электрический,380 В,0.52 кВт,640 мм,480 мм,1160 мм,,,,0,https://entero.ru/manuals/46872/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS%20V%2035%20IDRA%20INOX.pdf;https://entero.ru/manuals/312742/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IS%20V%2035%20IDRA%20INOX.pdf;https://entero.ru/manuals/46873/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS%20V%2035%20IDRA%20INOX.jpg;https://entero.ru/manuals/420032/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72865/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,498248,,101 кг,,Италия,35 л,вертикальный
https://cdn.entero.ru/mp@2x/7e/2e/7e2e27e69e657c7dba4623f6f71e5b9c.jpg;https://cdn.entero.ru/mp@2x/c4/fd/c4fded6e73c190c695e38254728341f0.jpg,Шприц для колбас Sirman IS V 35 IDRA INOX 220В,IS V 35 IDRA INOX 1Ф,485553,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75002,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75002""><b class=""b"">Sirman IS V 35 IDRA INOX</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена мощным и бесшумным вентилируемым мотором немедленного действия и регулятором потока масла высокой точности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический возврат поршня с остановкой мотора</li>
<li>Герметичная защита гидравлического цилиндра</li>
<li>Пульт управления</li>
<li>Емкость для масла с индикатором уровня</li>
<li>Корпус из нержавеющей стали демонтируется для чистки без помощи инструментов</li>
<li>Крышка, тампон и стержень поршня из нержавеющей стали</li>
<li>Цилиндр из полированный нержавеющей стали</li>
<li>Силиконовые прокладки внутри цилиндра для большей герметичности и увеличения срока службы самой прокладки</li>
<li>Покрытые резиной колесики</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость мотора: 2800 оборотов</li>
<li>Длина цилиндра: 460 мм</li>
<li>Диаметр цилиндр: 320 мм</li>
<li>Шаг поршня: 380 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 760x640x1430 мм</li>
</ul>",75002,электрический,220 В,0.52 кВт,640 мм,480 мм,1160 мм,,,,0,https://entero.ru/manuals/46870/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS%20V%2035%20IDRA%20INOX.pdf;https://entero.ru/manuals/420031/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IS%20V%2035%20IDRA%20INOX.pdf;https://entero.ru/manuals/46871/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS%20V%2035%20IDRA%20INOX.jpg;https://entero.ru/manuals/420027/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72862/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,101 кг,,Италия,35 л,вертикальный
https://cdn.entero.ru/mp@2x/57/89/5789a18ededc480868bde9f74dadfed9.jpg;https://cdn.entero.ru/mp@2x/c9/54/c954b6fd6e060608357eb6b4b4f16927.jpg;https://cdn.entero.ru/mp@2x/b0/9e/b09e4fd90c8b9102227538d963e4fe99.jpg,Шприц для колбас Sirman IS 30 IDR. ORIZ. ФАЗН.,Шприц для колбас Sirman IS 30 IDR. ORIZ. ФАЗН.,502548,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75009,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75009""><b class=""b"">Sirman IS 30 IDR. ORIZ.</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена радиальным цилиндром, не имеющим внутренних сварочных швов для упрощения очистки.</p>

<p>В комплект поставки входят 3 воронки из белого пищевого нейлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление при помощи педали низковольтного тока</li>
<li>​Защита в цилиндре</li>
<li>Поршни с вантузами для выпуска воздуха</li>
<li>Возвращение поршня на постоянно высокой скорости</li>
<li>Выдвижение поршня, регулируемого посредством ручки</li>
<li>Корпус из нержавеющей стали, промываемый водной струей</li>
<li>Цилиндр из нержавеющей стали AISI 304</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина цилиндра: 600 мм</li>
<li>Диаметр цилиндр: 260 мм</li>
<li>Шаг поршня: 640 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 1620x500x500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>3 воронки из нержавеющей стали</li>
</ul>",75009,электрический,220 В,0.52 кВт,360 мм,1580 мм,400 мм,,,,0,https://entero.ru/manuals/46859/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS%2030%20IDR.%20ORIZ..pdf;https://entero.ru/manuals/46860/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS%2030%20IDR.%20ORIZ..jpg;https://entero.ru/manuals/420025/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72857/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,528998,,111 кг,,Италия,30 л,горизонтальный
https://cdn.entero.ru/mp@2x/99/54/9954df6e70b27c52b511882b8b5963d9.jpg;https://cdn.entero.ru/mp@2x/21/ec/21ec62ebc48539e12e9fd74f11f23503.jpg;https://cdn.entero.ru/mp@2x/bf/c6/bfc66d4eea71ef0ac40f258831d280b3.jpg,Шприц для колбас Sirman IS50 IDR. INOX 380В,IS50 IDR. INOX 3 ФАЗН.,585278,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/75010,"<p>Шприц для колбас <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75010""><b class=""b"">Sirman IS50 IDR. INOX</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена радиальным цилиндром, не имеющим внутренних сварочных швов для упрощения очистки.</p>

<p>В комплект поставки входят 3 воронки из белого пищевого нейлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление при помощи педали низковольтного тока</li>
<li>​Защита в цилиндре</li>
<li>Поршни с вантузами для выпуска воздуха</li>
<li>Возвращение поршня на постоянно высокой скорости</li>
<li>Выдвижение поршня, регулируемого посредством ручки</li>
<li>Корпус из нержавеющей стали, промываемый водной струей</li>
<li>Цилиндр из нержавеющей стали AISI 304</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина цилиндра: 600 мм</li>
<li>Диаметр цилиндр: 320 мм</li>
<li>Шаг поршня: 650 мм</li>
<li>Внутренний диаметр прилагаемых воронок: 10, 18, 25 мм</li>
<li>Габариты в упаковке: 1620x500x500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>3 воронки из нержавеющей стали</li>
</ul>",75010,электрический,380 В,0.52 кВт,420 мм,1650 мм,430 мм,,,,0,https://entero.ru/manuals/46861/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IS50%20IDR.%20INOX.pdf;https://entero.ru/manuals/420036/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IS50%20IDR.%20INOX.pdf;https://entero.ru/manuals/46862/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20IS50%20IDR.%20INOX.jpg;https://entero.ru/manuals/420037/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72877/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,636172,,153 кг,,Италия,50 л,горизонтальный
https://cdn.entero.ru/mp@2x/55/14/551420ddd6770c1dda23c0167455f0d3.jpg;https://cdn.entero.ru/mp@2x/6a/8b/6a8bdfb5f9ff254a300eb29d761656ac.jpg,Гидравлический шприц Mainca FC-30 (3ф),FC-30 3ф,654576,RUB,Нет,Mainca,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/117196,"<p>Шприц <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117196""><b class=""b"">Mainca FC-30</b></a> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена независимым масляным баком, жестко фиксируемым цилиндром и манометром. Корпус выполнен из нержавеющей стали 18/10, крышки - из анодированного алюминия, поршень - из полиэтилена.</p>

<p>В комплект поставки входят 4 насадки-цевки: Ø 15, 20 и 30 мм.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка скорости поршня и рабочего давления с помощью поворотной ручки </li>
<li>Автоматическая декомпрессия поршня при опускании рычага</li>
<li>Легко снимаемый поршень</li>
<li>Максимальное прилегание поршня для обеспечения полной герметичности</li>
<li>Гладкое выходное отверстие для предотвращения загрязнений</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Емкость цилиндра: 28 кг</li>
<li>Высота от пола до трубки: 1154 мм</li>
<li>Размеры основания: 350x450 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка и поршень из нержавеющей стали</li>
<li>Система принудительной вентиляции</li>
<li>Подставка с колесами</li>
<li>Ручной дозатор</li>
<li>Система автоматической остановки и пуска двигателя при опускании коленного рычага</li>
<li>Автоматический спуск поршня</li>
<li>Дозатор-перекрутчик PR-360</li>
</ul>",117196,электрический,380 В,1.75 кВт,576 мм,440 мм,1203 мм,,,,0,https://entero.ru/manuals/118236/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mainca%20FC-30%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,134 кг,,Испания,30 л,вертикальный
https://cdn.entero.ru/mp@2x/ea/4b/ea4ba0927cad810398aaa6d353cb62bc.jpg,Шприц пневматический Hualian QG-03A,Шприц пневматический Hualian QG-03A,1032661,RUB,Нет,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/296578,"<p>Пневматический шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296578"">Hualian QG-03A</a> </b>используется на предприятиях пищевой промышленности для наполнения колбасной оболочки фаршем мелкого помола или фаршем с цельными кусочками мяса влажностью более 50% для производства варено-копчёных сосисок, колбас, купат и шпикачек. Модель оснащена панелью управления с мембранными кнопками и световой индикацией и ножками, регулируемыми по высоте. Корпус и все соприкасающиеся с продуктом компоненты выполнены из пищевой нержавеющей стали.</p>

<p>Воздушный компрессор не входит в комплект поставки и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующий узел с пневмоприводом</li>
<li>Система быстрой фиксации</li>
<li>Режимы работы:
<ul>
<li>Автоматический</li>
<li>Ручной</li>
</ul>
</li>
<li>Наличие перекрутчика в базовой комплектации</li>
<li>Корпус оснащен задвижкой для быстрого доступа к внутреннему устройству машины для ремонта или обслуживания</li>
<li>Загрузочная воронка приёмного бункера в верхней части изделия</li>
<li>Уплотнительные соединения бункера имеют продуманную конструкцию и надёжную изоляцию</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозирующего цилиндра: 1000 мл</li>
<li>Диапазон дозирования: от 50 до 3000 мл</li>
<li>Погрешность дозирования: до 5 %</li>
<li>Производительность:
<ul>
<li>В режиме перекрутчика: до 20 циклов/мин.</li>
<li>Без перекрутчика: от 30 до 40 циклов/мин. </li>
</ul>
</li>
<li>Диаметр цевок для перекрутчика: 10 / 12 / 15 / 19 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Бункер на 100 / 200 л</li>
</ul>",296578,электрический,220 В,7 кВт,880 мм,830 мм,1820 мм,235 кг,1,1020x1020x1900 мм,0,,1075689,,185 кг,,Китай,60 л,вертикальный
