Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Тип гриля,Количество кур,Количество ТЭНов,Электрическая мощность,Газовая мощность
https://cdn.entero.ru/mp@2x/ba/d3/bad3977a9805fef1da0c2307584d4424.jpg,Гриль для кур Grill Master Ф6Ш2Э,21123,218800,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336455,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336455"">Grill Master Ф6Ш2Э</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли. Модель оснащена 2 распашными дверьми и подсветкой камеры. Благодаря непрерывному вращению тушек кур непосредственно возле нагревателей, обеспечивается их равномерное запекание. Изделие выполнено из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>В 1 ряду: 6</li>
<li>Во 2 ряду: 5</li>
</ul>
</li>
<li>Вместимость 1 шампура: 5 кур</li>
<li>Время приготовления: 55 мин.</li>
</ul>",336455,,380 В,1298 мм,582 мм,1246 мм,162 кг,Россия,1,1398x683x1496 мм,0,,237826,,137 кг,электричество,шампурный,55,6,14.8 кВт,
https://cdn.entero.ru/mp@2x/02/27/022739b4cd29ab33fd1d78e8ab6000ab.jpg,Гриль для кур Roller Grill RBE 120 Q,Гриль для кур Roller Grill RBE 120 Q,221901,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/60450,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60450"">Roller Grill RBE 120 Q</a></b> используется на предприятиях общественного питания и торговли. В верхней части камеры имеется накопитель для готовой продукции, позволяющий поддерживать в горячем состоянии до 10 кур. Модель оснащена большим поддоном для сбора лишнего жира. Корпус выполнен из нержавеющей стали, дверцы - из тонированного стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инфракрасные кварцевые трубки с независимым управлением</li>
<li>Подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров: 3</li>
</ul>",60450,,380 В,940 мм,450 мм,845 мм,,Франция,,,0,,,,53 кг,электричество,шампурный,от 6 до 12,8,6.6 кВт,
https://cdn.entero.ru/mp@2x/15/04/1504993557921256057b1a9ec2627e63.jpg,Гриль для кур Grill Master Ф6КУ2Э 40 тушек,21105,226500,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336472,"<p>Электрический гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336472""><b class=""b"">Grill Master Ф6КУ2Э</b></a> предназначен для приготовления кур-гриль и субпродуктов в заведениях быстрого питания, супермаркетах и уличной торговли. Модель оснащена 2 рабочими камерами с мотор-редукторами, 4 распашными дверьми и подсветкой. Благодаря непрерывному вращению тушек кур непосредственно возле нагревателей, обеспечивается их равномерное запекание. Изделие и корзины для кур выполнены из пищевой нержавеющей стали, дверцы и задняя стенка - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество корзин: 10</li>
<li>Вместимость 1 корзины: 4 тушек</li>
<li>Время приготовления: 55 мин.</li>
</ul>",336472,от +50 до +320 °С,380 В,970 мм,585 мм,1140 мм,175 кг,Россия,1,1260x725x1730 мм,0,https://entero.ru/manuals/397430/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A46%D0%9A%D0%A32%D0%AD.pdf,240957,,150 кг,электричество,карусельный,40,6,15.7 кВт,
https://cdn.entero.ru/mp@2x/cb/18/cb18909efb5c1acfab83e1c54f7e58a9.jpg,Гриль для кур Grill Master Ф8Ш2Э,21131,252500,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336453,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336453"">Grill Master Ф8Ш2Э</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли. Модель оснащена 2 распашными дверьми и подсветкой камеры. Благодаря непрерывному вращению тушек кур непосредственно возле нагревателей, обеспечивается их равномерное запекание. Изделие выполнено из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>В 1 ряду: 8</li>
<li>Во 2 ряду: 7</li>
</ul>
</li>
<li>Вместимость 1 шампура: 5 кур</li>
<li>Время приготовления: 55 мин.</li>
</ul>",336453,,380 В,1298 мм,582 мм,1586 мм,196 кг,Россия,1,1398x683x1836 мм,0,,271505,,171 кг,электричество,шампурный,75,8,19.2 кВт,
https://cdn.entero.ru/mp@2x/bd/e9/bde9a5719d8a245b9a074515fe2e2759.jpg;https://cdn.entero.ru/mp@2x/67/23/67231d8f85ee9cedabbb9f6e1358a4bb.jpg,Гриль для баранов и кабанов Grill Master Ф6К2Э,21135б,274500,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336722,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336722"">Grill Master Ф6К2Э</a></b> предназначен для приготовления баранов и кабанов на предприятиях общественного питания. Модель оснащена 2 рабочими камерами, 2 вертелами, подсветкой, распашными дверцами, 2 итальянскими мотор-редукторами, термостатом и таймером. Равномерное запекание обеспечивается благодаря непрерывному вращению туши непосредственно возле нагревателей. Изделие и вертелы-шампуры выполнены из пищевой нержавеющей стали, двери и задняя стенка - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления барана: 150 мин.</li>
<li>Время разогрева до рабочей температуры: 25 мин.</li>
</ul>",336722,от +50 до +320 °С,380 В,1306 мм,694 мм,1465 мм,185 кг,Россия,1,1406x794x1715 мм,0,https://entero.ru/manuals/397608/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A46%D0%9A2%D0%AD.pdf,,,160 кг,электричество,карусельный,,,20 кВт,
https://cdn.entero.ru/mp@2x/8b/0d/8b0dd41631f2883534be810ed129ac1e.jpg,Гриль для кур Grill Master Ф3Кк1Э+ВтЭ,22136,320000,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336543,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336543"">Grill Master Ф3Кк1Э+ВтЭ</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания и супермаркетах. Модель оснащена 2 распашными сквозными дверьми, подсветкой, электромеханической панелью управления, термостатом и жиросборником. Равномерное запекание тушек обеспечивается благодаря непрерывному вращению непосредственно возле нагревателей. Гриль, витрина, термостат и подставка выполнены из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p>В комплект поставки входят гриль, витрина и открытая подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вентилятор конвекции с дополнительными нагревательными элементами</li>
<li>Функция прокрутки основного барабана</li>
<li>Доступ в камеру гриля с двух сторон</li>
<li>Стрелочный термометр</li>
<li>Возможно одновременное использование корзин и шампуров</li>
<li>Установка и съем шампуров и корзин в 2 движения</li>
<li>Витрина с пароувлажнением</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество корзин, шампуров: 6</li>
<li>Вместимость 1 корзины: 3 тушки весом до 1,6 кг</li>
<li>Вместимость: от 12 до 18 тушек:
<ul>
<li>Весом 2 кг: 2 шт. на 1 шампуре</li>
<li>Весом 1,3 кг: 3 шт. на 1 шампуре</li>
</ul>
</li>
<li>Размеры камеры: 590x630x630 мм</li>
<li>Витрина:
<ul>
<li>Количество уровней: 5</li>
<li>Загрузка до 24 тушек</li>
<li>Размер поддона и решетки: 530х612 мм</li>
<li>Рабочая температура: от + 50 °С до 120 °С</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 1 кВт</li>
<li>Габариты: 890х730х720 мм</li>
<li>Вес: 55 кг</li>
</ul>
</li>
<li>Подставка:
<ul>
<li>Габариты: 840х670х300 мм</li>
<li>Вес: 17 кг</li>
</ul>
</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплект шампуров</li>
<li>Комплект корзин</li>
</ul>",336543,от +50 до +250 °С,380 В,875 мм,790 мм,1795 мм,195 кг,Россия,1,975x890x2045 мм,0,,340426,,170 кг,,карусельный,от 12 до 18,,7.6 кВт,
https://cdn.entero.ru/mp@2x/83/f8/83f89163bd0786cf6e7e9884ac11652f.jpg,Гриль для кур Roller Grill RBE 25,Гриль для кур Roller Grill RBE 25,425348,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/20351,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20351"">Roller Grill RBE 25</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена термометром, таймером, тонированными стеклам со всех сторон и съемными внутренними частями для легкой чистки. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>Бронированные ТЭНы снизу</li>
<li>Инфракрасные кварцевые трубки сверху</li>
<li>Галогеновая подсветка</li>
</ul>",20351,,380 В,850 мм,700 мм,850 мм,,Франция,,,0,https://entero.ru/manuals/20567/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,443071,,100 кг,электричество,карусельный,25,,8.5 кВт,
https://cdn.entero.ru/mp@2x/43/3b/433bbc7d0d78146d75437b87a55e870b.jpg,Гриль для кур Vesta Chicken Grill,Гриль для кур Vesta Chicken Grill,495110,RUB,Нет,Vesta,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/193843,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193843"">Vesta Chicken Grill</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена вращающимся планетарным барабаном на 6 ветрелов. Корпус выполнен из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Гриль для кур</li>
<li>Вертел 6 шт</li>
<li>Гастроемкость GN 1/1 - 2 шт</li>
<li>Колосниковая решетка х/к 5 мм. - 2 секции</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима вращения обеспечивают равномерную прожарку </li>
<li>Экономичный угольный тип нагрева</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость вращения: 15 об./мин</li>
<li>Время приготовления (12 кур) : 120 мин.</li>
<li>Расход угля: 10 кг/смена</li>
<li>Время розжига: 35 мин.</li>
<li>Рабочая длина вертела: 550 мм</li>
</ul>",193843,от 200 до 280 °С,220 В,1076 мм,1098 мм,2119 мм,,Россия,,,0,https://entero.ru/manuals/405541/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Vesta%20Chicken%20Grill.jpg;https://entero.ru/manuals/405543/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Vesta%20Chicken%20Grill.pdf;https://entero.ru/manuals/405544/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,https://vk.com/video_ext.php?oid=-177656185&id=456240870&hash=bb70308bc18eb8f1,532 кг,,карусельный,от 6 до 12,,0.4 кВт,
https://cdn.entero.ru/mp@2x/94/bc/94bcc36bd691141da8b2c5d6827f6d21.jpg;https://cdn.entero.ru/mp@2x/4f/cb/4fcbb79ff4638080866b32f7f9ff7508.jpg,"Гриль для кур Grill Master ф3кэл/1 24 тушки, сенсорное управление",22160,738860,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336473,"<p>Электрический гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336473""><b class=""b"">Grill Master ф3кэл/1</b></a> предназначен для приготовления кур-гриль и субпродуктов в заведениях быстрого питания и супермаркетах. Модель оснащена яркой галогеновой подсветкой, термощупом и сенсорной программируемой панелью управления. Двери гарантируют доступ в камеру гриля с двух сторон. Равномерное запекание тушек обеспечивается благодаря непрерывному вращению непосредственно возле нагревателей. Изделие и корзины для кур выполнены из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p>В комплект поставки входят спицы. <span style=""color: rgb(255, 0, 0);"">Корзины и угловые шампуры в комплект поставки не входят</span><span style=""color: rgb(255, 0, 0);"">.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Конвекционная модель</li>
<li>Возможно одновременное использование корзин и спиц для приготовления</li>
<li>4 программируемых режима приготовления с 4 шагами программы: разогрев, готовка, подрумянивание и удержание</li>
<li>Мощный вентилятор конвекции</li>
<li>Полностью разборный барабан для легкой мойки</li>
<li>Двери с энергосберегающим покрытием</li>
<li>Функция прокрутки основного барабана гриля</li>
<li>Возможность установки гриля на витрину в 1 колонну</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество корзин и спиц: 6</li>
<li>Вместимость на 1 спицу: 4 тушки весом от 1,3 до 1,8 кг</li>
<li>Время приготовления: от 55 до 60 мин.</li>
<li>Подсветка камеры: 4х150 Вт</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплект шампуров</li>
<li>Комплект спиц для кур</li>
<li>Комплект шампуров-уголков для кур</li>
<li>Комплект корзин для кур и субпродуктов</li>
<li>Стенд для конвекционного гриля</li>
<li>Тепловая витрина с пароувлажнением и конвекцией</li>
<li>Установка колёс</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На втором фото модель со стендом, который в комплект поставки не входит и приобретается отдельно.</span></em></p>",336473,от +50 до +250 °С,380 В,830 мм,670 мм,820 мм,210 кг,Россия,1,990x870x1070 мм,0,https://entero.ru/manuals/397432/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D1%843%D0%BA%D1%8D%D0%BB_1.pdf,794473,,180 кг,электричество,"карусельный, шампурный",24,,8 кВт,
https://cdn.entero.ru/mp@2x/4c/eb/4cebc6bdfbbebae10d3dd5f931d45f46.jpg,Гриль для кур конвекционный Sikom МК-21M,МК-21М,0,RUB,Нет,Sikom,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/39238,"<p><b>МК-21М гриль конвекционный с механической системой управления</b></p>

<p>Мощный гриль с большим объемом загрузки при малой потере веса готового продукта. Предусмотрена возможность комбинирования режимов конвекции и ИК-нагрева. Благодаря использованию принципа конвекции продукт остается сочным и сохраняет больше полезных и питательных веществ.</p>

<p>Компоновка оборудования данной серии в колонны ""гриль-гриль"" или ""витрина-гриль"" (с витринами ВН-4.21А / ВН-4.21М) позволяет создать на небольшой площади полнофункциональные гриль-станции.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Изготовлен из нержавеющей стали</li>
<li>Дверь и задняя стенка изготовлены из жаропрочного стекла</li>
<li>Количество шампуров: 5 шт.</li>
<li>Класс защиты: IP20</li>
<li>Класс электробезопасности: 1</li>
<li>Время приготовления: 55-70 мин.</li>
<li><b class=""o"">Уровень шума 80 Дб</b></li>
</ul>",39238,от 50 до 250 °С,380 В,880 мм,600 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/21043/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9C%D0%9A-21M.pdf;https://entero.ru/manuals/21044/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/21045/%D0%93%D0%B8%D0%B3%D0%B8%D0%B5%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.jpg,,,30 кг,электричество,шампурный,20,,7.7 кВт,
https://cdn.entero.ru/mp@2x/a5/7e/a57e0a043c85bf179df7c40ce05688b0.jpg,Гриль для кур GASTRORAG YXD-EVR-266,Гриль для кур GASTRORAG YXD-EVR-266,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/52821,"<p>Гриль для кур <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52821""><b class=""b"">GASTRORAG Y​XD-EVR-266</b></a> используется на предприятиях общественного питания и торговли. Прибор поддерживает нужную температуру готовых изделий в течение некоторого времени. Модель оснащена 4 корзинами. Корпус выполнен из нержавеющей стали, дверца - из специального высокопрочного стекла.</p>",52821,от 0 до 300 °С,220 В,610 мм,600 мм,600 мм,,Китай,,,0,https://entero.ru/manuals/58142/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20YXD-EVR-266.pdf;https://entero.ru/manuals/116717/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,36 кг,электричество,карусельный,12,,6 кВт,
https://cdn.entero.ru/mp@2x/87/85/87852733f5d41dde62081d74b4873075.jpg;https://cdn.entero.ru/mp@2x/07/c1/07c12958a6c78bf731dae6636e966be6.jpg,Гриль для кур EKSI HEJ-266,Гриль для кур EKSI HEJ-266,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/60426,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60426"">EKSI HEJ-266</a></b> предназначен для жарки домашней птицы целиком на предприятиях общественного питания и торговли. Модель оснащена панелью управления с таймером, термостатом и терморегулятором, ТЭНами, съемным вертелом и корзинами, галогеновой подсветкой и поддоном для сбора жира и увлажнения. Корпус выполнен из нержавеющей стали, зядняя стенка и дверцы - из термостойкого стекла.</p>",60426,,220 В,810 мм,630 мм,610 мм,,Китай,,,0,https://entero.ru/manuals/82963/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HEJ-266.doc;https://entero.ru/manuals/93558/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,,,65 кг,электричество,карусельный,от 8 до 12,,4.5 кВт,
https://cdn.entero.ru/mp@2x/3d/4f/3d4f8723607c2de7b85201135c1c86bf.jpg,Гриль для кур GASTRORAG YXD-EVR-268,Гриль для кур GASTRORAG YXD-EVR-268,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/52822,"<p>Гриль для кур <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52822""><b class=""b""><span style=""font-size: 12px;"">GASTRORAG </span></b></a><span style=""font-size: 12px;""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52822""><b class=""b"">YXD-EVR-268</b></a> используется на предприятиях общественного питания и торговли. Прибор поддерживает нужную температуру готовых изделий в течение некоторого времени. Модель оснащена 4 корзинами. Корпус выполнен из нержавеющей стали, дверца - из специального высокопрочного стекла.</span></p>",52822,от 0 до 300 °С,220 В,1010 мм,600 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/60852/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20YXD-EVR-268.pdf,,,45 кг,электричество,карусельный,16,,6.2 кВт,
https://cdn.entero.ru/mp@2x/a8/e1/a8e1222e6890221508b2f69314e562b4.jpg;https://cdn.entero.ru/mp@2x/af/2c/af2c48870b49f24a36c5a033b8313e13.jpg;https://cdn.entero.ru/mp@2x/f9/c9/f9c9b0ec0fab8587c7b881bed85ae286.jpg;https://cdn.entero.ru/mp@2x/ab/03/ab03fc340e0266ca673abf9a2ea4f13a.jpg;https://cdn.entero.ru/mp@2x/47/13/47139ed00935f2946d9f67c122cf301a.jpg;https://cdn.entero.ru/mp@2x/2a/12/2a12a3a331af1dac1409494e5f4771b5.jpg,Гриль для кур конвекционный Sikom МК-7.15,"СИКОМ МК-7,15",0,RUB,Нет,Sikom,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/229646,"<p>Гриль для кур конвекционный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229646"">Sikom МК-7.15</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли. Модель оснащена электромеханическим управлением, вертелом-трансформером на 8, 12 и 15 кур и подсветкой. Корпус выполнен из нержавеющей стали, дверь и стенки - из жаропрочного стекла.</p>

<p>В комплект поставки входят 3 подвеса по 4 крюка и 3 подвеса по 5 крюков. </p>

<p><b> Особенности:</b></p>

<ul>
<li>Новый более производительный конвектор</li>
<li>Усовершенствованный привод вертела</li>
<li>Комбинированный нагрев продукта (конвекция+инфракрасное излучение) позволяет при сокращении времени приготовления сократить потерю веса готового продукта</li>
<li>Функциональное глубокое дно со встроенным сливом</li>
<li>Занимает минимальную площадь и эффектно демонстрирует продукт во время жарки</li>
<li>Система конвекционного нагрева с высоким КПД сокращает общие затраты на электроэнергию</li>
<li>Защита от протечек</li>
</ul>",229646,от 50 до 250 °С,380 В,525 мм,525 мм,1000 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239042&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239036&hd=2&autoplay=0,52 кг,электричество,"вертикальный, карусельный",15,,5.1 кВт,
https://cdn.entero.ru/mp@2x/2f/ff/2fff23109cd1227d6d641c1bf869d1da.jpg,Витрина тепловая Gastro-Tar SО-12,SO-12,0,RUB,Нет,Gastro-Tar,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/25450,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25450"">Gastro-Tar SО-12</a></b> предназначена для временного хранения всевозможных готовых блюд, в том числе и кур-гриль, в заведениях быстрого питания, супермаркетах и уличной торговли.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Циркуляция воздуха</li>
<li>Дверь и задняя стенка из закаленного стекла</li>
<li>Подстветка камеры</li>
</ul>",25450,от 20 до 80 °С,220 В,800 мм,500 мм,850 мм,,Польша,,,0,,,,52 кг,электричество,,,,1.8 кВт,
https://cdn.entero.ru/mp@2x/3f/4b/3f4bbe0e208deb3c9a8c3101430a68af.jpg,Гриль для кур Gastro-Tar OGE-12,Гриль для кур Gastro-Tar OGE-12,0,RUB,Нет,Gastro-Tar,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/25448,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25448"">Gastro-Tar OGE-12</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Изготовлен из нержавеющей стали</li>
<li>Количество вертелов: 4 шт.</li>
<li>Дверь и задняя стенка из закаленного стекла</li>
<li>Подстветка камеры</li>
</ul>",25448,от 90 до 290 °С,"220 В, 380 В",800 мм,450 мм,550 мм,,Польша,,,0,https://entero.ru/manuals/82941/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gastro-Tar%20OGE-12.pdf,,,45 кг,электричество,шампурный,12,,4 кВт,
https://cdn.entero.ru/mp@2x/4e/2f/4e2f10eaf89ffb5f3c766f65bddd55dc.jpg,Гриль для кур Gastro-Tar OGE-9,Гриль для кур Gastro-Tar OGE-9,0,RUB,Нет,Gastro-Tar,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/25449,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25449"">Gastro-Tar OGE-9</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Изготовлен из нержавеющей стали</li>
<li>Количество вертелов: 3 шт.</li>
<li>Дверь и задняя стенка из закаленного стекла</li>
<li>Подстветка камеры</li>
</ul>",25449,от 90 до 290 °С,"220 В, 380 В",800 мм,400 мм,480 мм,,Польша,,,0,https://entero.ru/manuals/82942/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gastro-Tar%20OGE-9.pdf,,,,электричество,шампурный,9,,3.2 кВт,
