Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Материал корпуса,Максимальная высота реза,Максимальная толщина реза,Длина полотна,Размер рабочей поверхности
https://cdn.entero.ru/mp@2x/bf/bd/bfbd034db8279932c79db19c395e3dc9.jpg;https://cdn.entero.ru/mp@2x/c8/cc/c8ccb32c23d6b1e75ce957493446b84a.jpg;https://cdn.entero.ru/mp@2x/2b/16/2b16e86038e31c89c29edd6bc23b0dc7.jpg;https://cdn.entero.ru/mp@2x/ae/c3/aec3a3544552b8e0ebd2d304bae76302.jpg;https://cdn.entero.ru/mp@2x/79/73/7973532a276ba92b0cb7ce6d2e1201e5.jpg,Пила для мяса Sirman SO 2020 INOX PAV 380В CE,SO-2020 INOX PAV 3 ФАЗН,340291,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/74917,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74917""><b class=""b"">Sirman SO 2020 INOX PAV CE</b></a> предназначена для разделки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена асинхронным монофазным двигателем с вентиляцией, с теплозащитой и герметичным маслоотражателем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Команды управления с микровыключателем на дверце и ящике, блок управления с дублированием и тормоз двигателя</li>
<li>Быстрое разблокирование верхнего шкива упрощает очистку и замену резака</li>
<li>Корпус из нержавеющей стали AISI 304</li>
<li>Команды управления из нержавеющей стали IP 67</li>
<li>Калиброванные шкивы из алюминия с алмазным напылением</li>
<li>Герметичные подшипники на верхнем шкиве</li>
<li>Взаимоблокирующийся ящик для сбора отходов доступный снаружи</li>
<li>Легкоснимаемая дверца для упрощения очистки</li>
<li>Легкоснимаемые и легкозаменяемые скребки</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Шкив: 250 мм</li>
<li>Габариты в упаковке: 760x640x1750 мм</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Скользящая тележка</li>
<li>Быстрые двигатели для специальной резки замороженного продукта</li>
</ul>",74917,напольная,380 В,0.7 кВт,568 мм,603 мм,1650 мм,,Италия,,,0,https://entero.ru/manuals/46811/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SO%202020%20INOX%20PAV.pdf;https://entero.ru/manuals/46812/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SO%202020%20INOX%20PAV.jpg;https://entero.ru/manuals/312680/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20SO%202020%20INOX%20PAV.pdf;https://entero.ru/manuals/419577/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72975/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,72 кг,,нержавеющая сталь,315 мм,235 мм,2020 мм,475x490 мм
https://cdn.entero.ru/mp@2x/bc/87/bc87cef245d73eaa0a9948c725de4444.jpg;https://cdn.entero.ru/mp@2x/f9/25/f92568e462af33aa7adbf6852e5d271c.jpg;https://cdn.entero.ru/mp@2x/a6/03/a603361fb2c9beef2dc0b01699018cdc.jpg;https://cdn.entero.ru/mp@2x/e6/3c/e63c0df316e4f656fe43fef719739a61.jpg;https://cdn.entero.ru/mp@2x/5a/84/5a840e53bd81fdaccff9d64b15abf67f.jpg,Пила для мяса Sirman SO 3100 INOX COLONNA 380В,SO-3100 INOX COLONNA 3 Ф,618165,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/74919,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74919""><b class=""b"">Sirman SO 3100 INOX COLONNA</b></a> предназначена для разделки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена асинхронным монофазным двигателем с вентиляцией, с теплозащитой и герметичным маслоотражателем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Команды управления с микровыключателем на дверце и ящике, блок управления с дублированием и тормоз двигателя</li>
<li>Быстрое разблокирование верхнего шкива упрощает очистку и замену резака</li>
<li>Корпус из нержавеющей стали AISI 304</li>
<li>Команды управления из нержавеющей стали IP 67</li>
<li>Калиброванные шкивы из алюминия с алмазным напылением</li>
<li>Герметичные подшипники на верхнем шкиве</li>
<li>Взаимоблокирующийся ящик для сбора отходов доступный снаружи</li>
<li>Легкоснимаемая дверца для упрощения очистки</li>
<li>Легкоснимаемые и легкозаменяемые скребки</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Шкив: 400 мм</li>
<li>Габариты в упаковке: 1050x950x2005 мм</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Скользящая тележка</li>
<li>Быстрые двигатели для специальной резки замороженного продукта</li>
</ul>",74919,напольная,380 В,1.4 кВт,840 мм,966 мм,1900 мм,,Италия,,,0,https://entero.ru/manuals/46813/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SO%203100%20INOX%20COLONNA.pdf;https://entero.ru/manuals/46814/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SO%203100%20INOX%20COLONNA.jpg;https://entero.ru/manuals/72985/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/419580/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,657622,,162 кг,,нержавеющая сталь,,,3100 мм,795x830 мм
https://cdn.entero.ru/mp@2x/b5/9c/b59c97fdefe0b7969fac60004b6e0da7.jpg,Пила для мяса Koneteollisuus Oy (KT) 360,KT-360 / 080902-013-004,710784,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/23314,"<p>Пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/23314"">Koneteollisuus Oy (KT) 360</a></b> используется на предприятиях пищевой промышленности и торговли для нарезки на куски свежего и замороженного мяса, рыбы и птицы. Модель с 2 скоростями оснащена подвижным столом и тормозным двигателем, благодаря которому режущее полотно останавливается мгновенно после отключения электропитания. Конструкция выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колеса полотна: 400 мм</li>
<li>Размер полотна: 2775х20 мм</li>
<li>Скорость движения полотна: 16 / 31 м/сек.</li>
<li>Амплитуда движения стола: 300 мм</li>
<li>Габариты в упаковке: 1040х1000х1900 мм</li>
</ul>",23314,напольная,380 В,1.8 кВт,830 мм,750 мм,1700 мм,,Финляндия,,,0,https://entero.ru/manuals/43898/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Koneteollisuus%20Oy%20%28KT%29%20360.jpg;https://entero.ru/manuals/312673/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Koneteollisuus%20Oy%20%28KT%29%20360%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,748194,,195 кг,,нержавеющая сталь,330 мм,240 мм,2775 мм,675х475 мм
https://cdn.entero.ru/mp@2x/ed/12/ed12cf7bd046876f1f5f31fca162f7b6.jpg,Пила для мяса GASTRORAG MS-1650A,MS-1650 A,0,RUB,Нет,GASTRORAG,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/58258,"<p>Пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58258"">GASTRORAG MS-1650A</a></b> используется на предприятиях общественного питания, торговли и в цехах по переработке мяса для нарезки на куски свежего и замороженного мяса, рыбы и птицы. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из алюминия.</p>

<p>В комплект поставки входит 1 полотно для замороженного мяса (4P).</p>",58258,настольная,220 В,0.75 кВт,511 мм,606 мм,803 мм,,Китай,,,0,https://entero.ru/manuals/65330/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20MS-1650A.pdf;https://entero.ru/manuals/116308/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,39 кг,,алюминий,245 мм,175.5 мм,1650 мм,437х465 мм
https://cdn.entero.ru/mp@2x/00/78/0078df727405ff7e445005e415489dea.jpg,Пила для мяса GASTRORAG MS-2020,Пила для мяса GASTRORAG MS-2020,0,RUB,Нет,GASTRORAG,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/58261,"<p>Пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58261"">GASTRORAG MS-2020</a></b> используется на предприятиях общественного питания, торговли и в цехах по переработке мяса для нарезки на куски свежего и замороженного мяса, рыбы и птицы. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит 1 полотно для замороженного мяса (4P).</p>",58261,напольная,380 В,1.5 кВт,560 мм,600 мм,1525 мм,,Китай,,,0,https://entero.ru/manuals/65331/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20MS-2020.pdf;https://entero.ru/manuals/116309/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,106 кг,,нержавеющая сталь,,,2020 мм,480х600 мм
https://cdn.entero.ru/mp@2x/91/98/9198eed1947957f01c09cd401a5d7459.jpg,Пила для мяса GASTRORAG MS-1650,Пила для мяса GASTRORAG MS-1650,0,RUB,Нет,GASTRORAG,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/96547,"<p>Пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96547"">GASTRORAG MS-1650</a></b> используется на предприятиях общественного питания, торговли и в цехах по переработке мяса для нарезки на куски свежего и замороженного мяса, рыбы и птицы. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит 1 полотно для замороженного мяса (4P).</p>",96547,настольная,220 В,0.75 кВт,511 мм,606 мм,803 мм,,Китай,,,0,https://entero.ru/manuals/85758/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20MS-1650.pdf;https://entero.ru/manuals/116307/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,43 кг,,нержавеющая сталь,245 мм,175.5 мм,1650 мм,437х465 мм
https://cdn.entero.ru/mp@2x/fd/40/fd40eddb6d7653993bedae9f887f39cd.jpg,Пила ленточная Fama FSG 108E,"FSG 108E (1800 мм, 380В, крашеный корпус)",0,RUB,Нет,Fama,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/190096,"<p>Ленточная пила <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/190096"">Fama FSG 108E</a></b> используется на предприятиях общественного питания, торговли и в цехах по переработке мяса для крупного измельчения свежего, охлажденного и замороженного мяса любого типа и вида. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из окрашенного алюминия, рабочая поверхность и пила - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление</li>
<li>Фиксированный стол</li>
<li>Прочная безопасная конструкция</li>
</ul>",190096,настольная,380 В,0.75 кВт,480 мм,520 мм,970 мм,,Италия,,,0,https://entero.ru/manuals/312656/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Fama%20FSG%20108E.pdf,,,,,крашеный алюминий,300 мм,,1800 мм,380х380 мм
https://cdn.entero.ru/mp@2x/ce/43/ce43bbe7f899bdd9ca17d91d66469c81.jpg,Пила для мяса SAP SO155 A,Пила для мяса SAP SO155 A,0,RUB,Нет,SAP,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/20554,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20554""><b class=""b"">SAP SO155 A</b></a> используется для нарезки кускового, костного и бескостного мяса, в том числе и замороженного, а также рыбы, птицы и т.д. Корпус аппарата изготовлен из алюминия с анодированным покрытием, рабочая поверхность - из нержавеющей стали. На двигатель установлена термозащита. Модель оснащена толкателем.</p>",20554,настольная,380 В,0.75 кВт,440 мм,370 мм,810 мм,,Италия,,,0,https://entero.ru/manuals/6034/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SAP%20SO155%20A.pdf,,,32 кг,,анодированный алюминий,250 мм,,1550 мм,330х330 мм
https://cdn.entero.ru/mp@2x/cb/38/cb388e02cb6ed9ffea82631c3045a582.jpg,Пила для мяса SAP SM155 A,Пила для мяса SAP SM155 A,0,RUB,Нет,SAP,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/20552,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20552""><b class=""b"">SAP SM155 A</b></a> используется для нарезки кускового, костного и бескостного мяса, в том числе и замороженного, а также рыбы, птицы и т.д. Корпус аппарата изготовлен из алюминия с анодированным покрытием, рабочая поверхность - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота реза: от 150 до 250 мм</li>
</ul>",20552,настольная,220 В,0.75 кВт,440 мм,370 мм,810 мм,,Италия,,,0,https://entero.ru/manuals/10471/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SAP%20SM155%20A.doc,,,,,анодированный алюминий,250 мм,,1550 мм,330x330 мм
https://cdn.entero.ru/mp@2x/b9/bf/b9bf60c807e9a2b1f59a8cddf96b5816.jpg,Пила для мяса SAP SO183 A,Пила для мяса SAP SO183 A,0,RUB,Нет,SAP,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/20555,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20555""><b class=""b"">SAP SO183 A</b></a> используется для нарезки кускового, костного и бескостного мяса, в том числе и замороженного, а также рыбы, птицы и т.д. Корпус аппарата изготовлен из алюминия с анодированным покрытием, рабочая поверхность - из нержавеющей стали. На двигатель установлена термозащита.</p>",20555,настольная,380 В,0.75 кВт,530 мм,420 мм,910 мм,,Италия,,,0,,,,36 кг,,анодированный алюминий,320 мм,,1830 мм,410х410 мм
https://cdn.entero.ru/mp@2x/27/3b/273bde23477907dd2fe6f28aa95930e4.jpg,Полотно для пилы Airhot HSL-1650A,Полотно для пилы Airhot HSL-1650A,2446,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/122500,"<p>Полотно для пилы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122500"">Airhot HSL-1650A</a></b> используется на предприятиях пищевой промышленности и торговли совместно с пилой для мяса <a href=""https://entero.ru/item/33040"">HSL-1650A</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина полотна: 1650 мм</li>
<li>Ширина: 21 мм</li>
<li>Размер реза: 360x220 мм</li>
<li>Вес с упаковкой: 0,7 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях.</span></em></p>",122500,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/87/a3/87a3b387546a85455e42648cdca568e3.jpg,Полотно для пилы Koneteollisuus Oy (KT) 210,Полотно для пилы Koneteollisuus Oy (KT) 210,1425,RUB,Да,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/122178,"<p>Полотно для пилы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122178"">Koneteollisuus Oy (KT) 210</a></b> используется на предприятиях пищевой промышленности и торговли совместно с пилой для мяса <a href=""https://entero.ru/item/33166"">KT-210</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер полотна: 1570х16х3 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях.</span></em></p>",122178,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/39/64/396437e5b0a1fef299440a908887d4e7.jpg,Полотно для пилы Koneteollisuus Oy (KT) 325,Полотно для пилы Koneteollisuus Oy (KT) 325,2131,RUB,Да,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/122179,"<p>Полотно для пилы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122179"">Koneteollisuus Oy (KT) 325</a></b> используется на предприятиях пищевой промышленности и торговли совместно с пилой для мяса <a href=""https://entero.ru/item/23313"">KT-325</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер полотна: 2345х20х3 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях.</span></em></p>",122179,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/14/2c/142c45a52677cf584f2b6c8fb21d2a4a.jpg,"Полотно для пилы Koneteollisuus Oy (KT) 400, 460","Полотно для пилы Koneteollisuus Oy (KT) 400, 460",2589,RUB,Да,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/122898,"<p>Полотно для пилы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122898"">Koneteollisuus Oy (KT) 400, 460</a></b> используется на предприятиях пищевой промышленности и торговли совместно с пилами для мяса <a href=""https://entero.ru/item/33168"">KT-400</a> и <a href=""https://entero.ru/item/23316"">KT-460</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер полотна: 2500х20х3 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях.</span></em></p>",122898,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/be/1c/be1c87dbe57696348f460b6d98909a42.jpg,Полотно для пилы Airhot HSL-1650E,Полотно для пилы Airhot HSL-1650E,1503,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/298125,"<p>Полотно для пилы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/298125"">Airhot HSL-1650E</a></b> используется на предприятиях пищевой промышленности и торговли совместно с пилой для мяса <a href=""https://entero.ru/item/206379"" target=""_blank"">HSL-1650E</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 1650х10х7 мм</li>
<li>Вес: 0,11 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях.</span></em></p>",298125,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/32/1c/321c7e9a575a1ce9a5dbb95b513428cc.jpg;https://cdn.entero.ru/mp@2x/59/7d/597dc1fa927f9dee99083f7a384a0003.jpg;https://cdn.entero.ru/mp@2x/80/d5/80d5fe28bbee161c2cf7fefb0aecf083.jpg,Полотно пильное Kocateq 339-19 blade,Полотно пильное Kocateq 339-19 blade,900,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/182923,"<p>Пильное полотно <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182923""><b class=""b"">Kocatiq 339-19 blade</b></a> предназначено для использования совместно с ручной пилой для мяса <a href=""https://entero.ru/item/158189"">339-19</a> для распиловки замороженного и свежего мяса и костей на предприятиях общественного питания и торговли.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина полотна: 480 мм</li>
<li>Габариты в упаковке: 510х120х120 мм</li>
<li>Вес с упаковкой: 0,15 кг</li>
</ul>",182923,,,,,,,,,,,0,,1268,,,,,,,,
https://cdn.entero.ru/mp@2x/16/d4/16d47259ec8b39210034a25e3719c909.jpg;https://cdn.entero.ru/mp@2x/a2/9d/a29d217cfab44531f8498cd3611a5069.jpg,"Полотно пильное Foodatlas LSP FOOD (1666*16*0,5мм)","Полотно пильное Foodatlas LSP FOOD (1666*16*0,5мм)",1281,RUB,Да,Foodatlas,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/344639,"<p>Пильное полотно <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344639""><b class=""b"">Foodatlas LSP FOOD</b></a> предназначено для резки охлаждённого, замороженного, свежего мяса и костей, птицы и рыбы на предприятиях пищевой промышленности и торговли. Аксессуар выполнен из высококачественной термически обработанной легированной стальной пильной ленты, зубья закалены, разведены и заточены.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 1666х16х0,5 мм</li>
</ul>",344639,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/65/10/6510f0fcadda7ed0575c3b3b1b33d7aa.jpg,"Полотно для пилы Lame Italia 4TPI 1550х16х0,5 мм","Полотно для пилы Lame Italia 4TPI 1550х16х0,5 мм",1724,RUB,Да,,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/368934,"<p>Полотно <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368934""><b class=""b"">Lame Italia 4TPI </b></a>предназначено для совместного использования с пилами для резки мяса <a href=""https://entero.ru/search.php?text=Apach+ASW155"" target=""_blank"">Apach ASW155</a> на предприятиях общественного питания и торговли.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",368934,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/3a/df/3adf36ff04927ac575f96ea97b766b08.jpg,"Полотно для пилы Lame Italia 3TPI 2400х16х0,55 мм для SIRMAN SO-2400","Полотно для пилы Lame Italia 3TPI 2400х16х0,55 мм для SIRMAN SO-2400",1817,RUB,Да,,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/372094,"<p>Полотно <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372094""><b class=""b"">Lame Italia 3TPI</b></a> используется совместно с пилами Sirman <a href=""https://entero.ru/item/74918"">SO-2400</a> на предприятиях общественного питания и торговли. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 2400х16х0,5 мм</li>
<li>Размер в упаковке: 320x360x20 мм</li>
<li>Вес: 0,2 кг</li>
<li>Вес с упаковкой: 0,22 кг</li>
</ul>",372094,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ed/76/ed76eb1e6dfdb58a0c7265887c4e1026.jpg,Полотно для пилы Sirman 1650 H 16 мм,Полотно для пилы Sirman 1650 H 16 мм,1903,RUB,Да,Sirman,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/128797,"<p>Полотно для пилы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128797""><b class=""b"">Sirman 1650 H</b></a> используется на предприятиях пищевой промышленности и торговли совместно с пилой для мяса <a href=""https://entero.ru/item/117871"">SO 1650 F3</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер полотна: 1650x16 мм</li>
<li>Габариты в упаковке: 530x530x21 мм</li>
<li>Вес: 0,95 кг</li>
</ul>",128797,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/a6/86/a6860336781b3759f93dcf02b9fbb735.jpg,Полотно для пилы Crazy Pan CP-SP-BS2100S B,Полотно для пилы Crazy Pan CP-SP-BS2100S B,2171,RUB,Да,,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/366869,"<p>Пильное полотно <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366869""><b class=""b"">Crazy Pan CP-SP-BS2100S B</b></a> используется совместно с пилой для мяса<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366869""><b class=""b""> </b></a><a href=""https://entero.ru/item/150480""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366869""><b class=""b"">CP-BS2100SS </b></a></a>для распиловки замороженного и свежего мяса и костей на предприятиях общественного питания и торговли.</p>

<p><br>
<em><span style=""color:#FF0000;"">Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",366869,,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/3e/61/3e610696718c8e81924aec547c9c0032.jpg,Полотно пильное Kocateq 1830 мм для JG1830E blade,Полотно пильное Kocateq 1830 мм для JG1830E blade,2589,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/356935,"<p>Пильное полотно <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356935""><b class=""b"">Kocatiq </b></a> предназначено для использования совместно с настольной ленточной пилой для мяса <a href=""https://entero.ru/search.php?text=Kocateq+JG1830E"">JG1830E</a> для распиловки замороженного и свежего мяса и костей на предприятиях общественного питания и торговли.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина полотна: 1830 мм</li>
</ul>",356935,,,,,,,,,,,0,,3452,,,,,,,,
