Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Тип установки,Применение,Инфракрасный нагрев,Количество зон нагрева / ламп,Гастронормированный,Размер зоны нагрева
https://cdn.entero.ru/mp@2x/87/18/8718969ae211cb487207aa4c650de1d6.jpg;https://cdn.entero.ru/mp@2x/8b/ee/8bee9089a17cc47b6a4658a8540bc112.jpg,Лампа тепловая Scholl B0053,Лампа тепловая Scholl B0053,107192,RUB,Нет,Scholl,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/369141,"<p>Тепловая лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369141""><b class=""b"">Scholl B0053 </b></a>предназначена для поддержания в горячем состоянии вторых блюд, гарниров и соусов на предприятиях общественного питания. Модель оснащена индивидуальными выключателями для каждой лампы и гибкими кронштейнами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный вес подогреваемых блюд: 1 кг</li>
<li>Размер основания: 200х200х40 мм</li>
<li>Цвет: черный</li>
</ul>",369141,,220 В,0.5 кВт,200 мм,200 мм,700 мм,,Германия,,,0,https://entero.ru/manuals/488766/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,114034,,,настольный,для тарелок,Да,2,,
https://cdn.entero.ru/mp@2x/56/dc/56dce60242b15709b1dba4935a1c1f5d.jpg;https://cdn.entero.ru/mp@2x/f0/93/f0934636d16b5d202404189df19d1de5.jpg,Столешница подогреваемая Scholl 24002/SB/B,24002/SB/B (B0080),108539,RUB,Нет,Scholl,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/124667,"<p>Подогреваемая столешница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124667"">Scholl 24002/SB/B</a></b> используется на предприятиях общественного питания и торговли для кратковременного поддержания в разогретом состоянии сервированных горячих блюд и готовых горячих продуктов.</p>

<p>В комплект поставки входят основание с нагревательным элементом и съемной доской высотой для нарезки продуктов. Лампа в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Не регулируемый термостат</li>
<li>Разборная конструкция основания, облегчает процесс очистки</li>
<li>Доску для нарезки продуктов можно мыть в посудомоечной машине</li>
</ul>",124667,80 °C,220 В,0.63 кВт,450 мм,600 мм,75 мм,,Германия,,,0,,116709,,,настольный,для блюд,,1,,
https://cdn.entero.ru/mp@2x/87/52/8752a0d2e8c4a72d4d9ab07cb3d9f2e8.jpg,Поверхность тепловая Gastrolux ВТП-097/К,Поверхность тепловая Gastrolux ВТП-097/К,109769,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65678,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65678"">Gastrolux ВТП-097/К</a> </b>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 805х605 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65678,от 30 до 80 °C,220 В,0.35 кВт,900 мм,700 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488680/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,114343,,11.1 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/52/58/52581870534a1591d62ddf1bea667213.jpg,Поверхность тепловая Gastrolux ВТП-116/К Pure Black,Поверхность тепловая Gastrolux ВТП-116/К Pure Black,114184,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65668,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65668""><b class=""b"">Gastrolux ВТП-116/К</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Корпус выполнен из нержавеющей стали, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1066х506 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65668,от 30 до 80 °C,220 В,0.28 кВт,1100 мм,600 мм,270 мм,,Россия,,,0,https://entero.ru/manuals/488690/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,118942,,13.4 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/34/75/34753cea64039422973478d152cede89.jpg,Поверхность тепловая Gastrolux ВТП-107/К,Поверхность тепловая Gastrolux ВТП-107/К,120544,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65679,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65679"">Gastrolux ВТП-107/К</a> </b>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 905х605 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65679,от 20 до 70 °C,220 В,0.4 кВт,1000 мм,700 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488679/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,125567,,12.3 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/73/e1/73e16326bde3550629358dcf49c635d0.jpg,Поверхность тепловая Gastrolux ВТП-126/К,Поверхность тепловая Gastrolux ВТП-126/К,123555,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65669,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65669""><b class=""b"">Gastrolux ВТП-126/К</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1105х505 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65669,от 30 до 80 °C,220 В,0.5 кВт,1200 мм,600 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488689/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,131441,,14.6 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/94/32/9432ab30b812efa847f875324f7482a6.jpg,Поверхность тепловая Gastrolux ВТП-117/К,Поверхность тепловая Gastrolux ВТП-117/К,131316,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65680,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65680"">Gastrolux ВТП-117/К</a> </b>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1005х605 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65680,от 30 до 80 °C,220 В,0.45 кВт,1100 мм,700 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488678/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,138227,,13.5 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/07/4e/074ed9f3db81b73a4cdc67d932b84f3b.jpg,Поверхность тепловая Gastrolux ВТП-136/К,Поверхность тепловая Gastrolux ВТП-136/К,132919,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65670,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65670""><b class=""b"">Gastrolux ВТП-136/К</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1205х505 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65670,от 30 до 80 °C,220 В,0.55 кВт,1300 мм,600 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488688/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,142924,,15.8 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/e2/5c/e25cd1bb5a5e8483d49511507c93bde5.jpg;https://cdn.entero.ru/mp@2x/fe/a1/fea14c6088a36ddca967899a32c71410.jpg,Столешница подогреваемая Техно-ТТ ПСК-1025Б,ПСК1025Б,138606,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/153773,"<p>Подогреваемая столешница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/153773"">Техно-ТТ ПСК-1025Б</a></b> серии ""Виола"" предназначена для демонстрации, подогрева и поддержания в теплом состоянии вторых блюд на предприятиях общественного питания и торговли. Столешница выполнена из камня.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На первом фото аналогичная модель другого размера. На втором фото модель другого размера с опциями (верхняя полка</span></em><em><span style=""color:#FF0000;"">).</span></em></p>",153773,от 60 до 90 °C,220 В,2.4 кВт,1025 мм,590 мм,145 мм,,Россия,,,0,https://entero.ru/manuals/182182/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,144381,,,встраиваемый,для блюд,,1,,
https://cdn.entero.ru/mp@2x/d7/9c/d79cf79623144f67e3f397b02532f272.jpg,Поверхность тепловая Gastrolux ВТП-127/К,Поверхность тепловая Gastrolux ВТП-127/К,142084,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65681,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65681"">Gastrolux ВТП-127/К</a> </b>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1105х605 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65681,от 30 до 80 °C,220 В,0.5 кВт,1200 мм,700 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488677/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,148004,,14.7 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/e5/48/e5481a24868fe130c8409543a70aa3d5.jpg,Поверхность тепловая Gastrolux ВТП-156/К Artic Snow,Поверхность тепловая Gastrolux ВТП-156/К Artic Snow,151653,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65672,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65672""><b class=""b"">Gastrolux ВТП-156/К</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Корпус выполнен из нержавеющей стали, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1466х506 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65672,от 30 до 80 °C,220 В,0.65 кВт,1500 мм,600 мм,270 мм,,Россия,,,0,https://entero.ru/manuals/488686/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,18.2 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/da/2e/da2eafcb267b77a7dd8f32f4bbea1f80.jpg,Поверхность тепловая Gastrolux ВТП-137/К,Поверхность тепловая Gastrolux ВТП-137/К,152857,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65682,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65682"">Gastrolux ВТП-137/К</a> </b>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1205х605 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65682,от 30 до 80 °C,220 В,0.55 кВт,1300 мм,700 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488676/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,16 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/bc/c7/bcc7676fbec635ea3e770e290e3f19e9.jpg,Поверхность тепловая Gastrolux ВТП-166/К,Поверхность тепловая Gastrolux ВТП-166/К,161020,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65673,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65673""><b class=""b"">Gastrolux ВТП-166/К</b></a> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1505х505 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65673,от 30 до 80 °C,220 В,0.7 кВт,1600 мм,600 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488685/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,167729,,19.4 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/b5/27/b527e3983debe5088b9be0288efa07f4.jpg,Поверхность тепловая Gastrolux ВТП-147/К,Поверхность тепловая Gastrolux ВТП-147/К,163628,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65683,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65683"">Gastrolux ВТП-147/К</a> </b>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1305х605 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>",65683,от 30 до 80 °C,220 В,0.6 кВт,1400 мм,700 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488675/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,17.2 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/e0/e2/e0e27295cedc7fc83651bff7f55486a3.jpg;https://cdn.entero.ru/mp@2x/85/49/854932512eecf6c28832c9cc952f6e84.jpg,Столешница подогреваемая Техно-ТТ ПСК-1355Б,ПСК1355Б,167476,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/153774,"<p>Подогреваемая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/153774"">Техно-ТТ ПСК-1355Б</a></b> серии ""Виола"" предназначена для демонстрации, подогрева и поддержания в теплом состоянии вторых блюд на предприятиях общественного питания и торговли. Столешница выполнена из камня.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,20 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На первом фото аналогичная модель другого размера. На втором фото модель другого размера с опциями (верхняя полка</span></em><em><span style=""color:#FF0000;"">).</span></em></p>",153774,от 60 до 90 °C,220 В,2.4 кВт,1355 мм,590 мм,145 мм,,Россия,,,0,https://entero.ru/manuals/182183/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,180082,,38.4 кг,встраиваемый,для блюд,,1,,
https://cdn.entero.ru/mp@2x/26/b8/26b8486fc51d669e0b22828abc64d92a.jpg,Поверхность тепловая Gastrolux ВТП-176/К,Поверхность тепловая Gastrolux ВТП-176/К,170185,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65674,"<p>Встраиваемая тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65674"">Gastrolux ВТП-176/К</a></b> предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Столешница выполнена из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1605х505 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65674,от 30 до 80 °C,220 В,0.75 кВт,1700 мм,600 мм,147 мм,,Россия,,,0,https://entero.ru/manuals/488684/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,20.7 кг,встраиваемый,для блюд,,,,
https://cdn.entero.ru/mp@2x/ce/1c/ce1c49734b60fc4fb058d39f0f6402bb.jpg,Поверхность тепловая Gastrolux ВТП-157/К Artic Snow,Поверхность тепловая Gastrolux ВТП-157/К Artic Snow,174401,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/65684,"<p>Встраиваемая тепловая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65684""><b class=""b"">Gastrolux ВТП-157/К </b></a>предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд в кафе и столовых с организацией питания по принципу ""шведский стол"". Корпус выполнен из нержавеющей стали, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможна комплектация полками и экранами</li>
<li>Возможно изготовление нестандартных размеров</li>
<li>Широкая цветовая гамма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Размер врезки: 1466х606 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/65728"">Выносной пульт управления 1000 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",65684,от 30 до 80 °C,220 В,0.65 кВт,1500 мм,700 мм,270 мм,,Россия,,,0,https://entero.ru/manuals/488674/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,187528,,18.4 кг,встраиваемый,для блюд,,,,
