Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество роликов,Поддон для сбора жира,Экран,Ширина загрузки,Количество термостатов,Ящик для подогрева булочек
https://cdn.entero.ru/mp@2x/df/77/df776528e7089784df9a495aa45bcef5.jpg;https://cdn.entero.ru/mp@2x/a0/79/a07952dfa540ce4923d116e4e94f2f88.jpg,Гриль роликовый ATESY Комбат ГР-9Р-450-02-А,333237,89470,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361359,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361359"">ATESY Комбат ГР-9Р-450-02-А</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус выполнен из нержавеющей стали, ролики - из черной стали с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагрев у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 8 до 24 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361359,220 В,1.36 кВт,536 мм,402 мм,170 мм,,,,0,https://entero.ru/manuals/464380/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-9%D0%A0-450-02-%D0%90.pdf,93198,,13 кг,Россия,Россия,,9,Да,,,,
https://cdn.entero.ru/mp@2x/c7/4c/c74cfe25b7dbc9042f621ddeba58b921.jpg;https://cdn.entero.ru/mp@2x/41/80/41807e924576c9ca2c02ff3d11a4db60.jpg,Гриль роликовый ATESY Комбат ГР-11Р-450-02,333238,89549,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361360,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361360"">ATESY Комбат ГР-11Р-450-02</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагрев у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 10 до 30 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361360,220 В,1.66 кВт,536 мм,485 мм,170 мм,,,,0,https://entero.ru/manuals/464347/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-11%D0%A0-450-02.pdf,94262,,15 кг,Россия,Россия,,11,Да,,,,
https://cdn.entero.ru/mp@2x/7b/60/7b607303f72a79e8791d3b8edab20c51.jpg,Гриль роликовый ATESY Грати-9.440-02-2,Гриль роликовый для сосисок Грати- 9.440-02-2 (AISI 304),99573,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/145939,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/145939"">ATESY Грати-9.440-02-2</a></b> предназначен для обжаривания и поддержания в горячем состоянии сосисок, сарделек, мясных и рыбных батончиков цилиндрической формы диаметром не менее 18 мм в стационарных и мобильных точках общественного питания, в том числе и на АЗС. Все корпусные элементы, включая ролики, изготовлены из пищевой нержавеющей стали, разрешенной Госсанэпиднадзором для контакта с пищей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Принцип действия аппарата заключается в том, что сосиска, расположенная между двумя нагревающимися роликами, поджаривается равномерно со всех сторон благодаря непрерывному вращению роликов</li>
<li>Ступенчатая регулировка мощности нагрева роликов позволяет выбрать оптимальную температуру поджаривания сосисок</li>
<li>Каждый ролик нагревается изнутри своим ТЭНом, что позволяет обеспечить равномерную температуру по всей длине ролика, а также поддерживать необходимую температуру на его поверхности</li>
<li>Две зоны нагрева роликов позволят одновременно готовить и поддерживать в горячем состоянии уже готовые сосиски</li>
<li>Диаметр ролика и оптимальная скорость вращения обеспечивают равномерную прожарку продукта</li>
<li>Съемный поддон для сбора стекающего жира и влаги (установлен под роликами) облегчает уборку</li>
<li>Ролики из пищевой нержавеющей стали позволяют проводить санитарную обработку механическими и химическими средствами</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 2</li>
<li>Количество роликов:
<ul>
<li>1 зона: 4</li>
<li>2 зона: 5</li>
</ul>
</li>
<li>Длина ролика: 440 мм</li>
<li>Количество одновременно приготавливаемых сосисок: от 8 до 24 шт.</li>
<li>Мин. диаметр сосисок: 18 мм</li>
<li>Время разогрева до макс. температуры: 10 мин.</li>
<li>Время приготовления при полной загрузке: от 8 до 12 мин.</li>
<li>Частота тока: 50 Гц</li>
<li>​Габариты в упаковке: 625х455х250 мм</li>
<li>Вес в упаковке: 17,3 кг</li>
</ul>",145939,220 В,1.36 кВт,585 мм,435 мм,225 мм,17 кг,1,455x625x250 мм,0,https://entero.ru/manuals/171870/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%B3%D1%80%D0%B8%D0%BB%D1%8F%20%D1%80%D0%BE%D0%BB%D0%B8%D0%BA%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%20ATESY%20%D0%93%D1%80%D0%B0%D1%82%D0%B8-9.440-02-2%20%28AISI%20304%29.pdf;https://entero.ru/manuals/171871/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%93%D1%80%D0%B0%D1%82%D0%B8-9.440-02-2%20%28AISI%20304%29.pdf;https://entero.ru/manuals/171872/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/280418/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,104814,https://vk.com/video_ext.php?oid=-177656185&id=456239418&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240501&hd=2&autoplay=0,17 кг,Россия,Россия,,9,Да,,,,
https://cdn.entero.ru/mp@2x/25/43/2543820b2b59eb8fe799586df16d7c7b.jpg;https://cdn.entero.ru/mp@2x/8e/e4/8ee42f370c98f95c8dc12022c7edbf2b.jpg,Гриль роликовый ATESY Комбат ГР-14Р-450-02,Гриль роликовый ATESY Комбат ГР-14Р-450-02,102205,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361362,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361362"">ATESY Комбат ГР-14Р-450-02</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагерв у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 12 до 39 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361362,220 В,2.12 кВт,536 мм,610 мм,170 мм,,,,0,https://entero.ru/manuals/464353/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-14%D0%A0-450-02.pdf,,,18.5 кг,Россия,Россия,,14,Да,,,,
https://cdn.entero.ru/mp@2x/67/9d/679dde65cc01903003bea0ca81f495da.jpg;https://cdn.entero.ru/mp@2x/a5/86/a586bf98c9f0d22d23e49cb975d78027.jpg,Гриль роликовый ATESY Комбат ГР-11Р-450-02-А,Гриль роликовый ATESY Комбат ГР-11Р-450-02-А,105559,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361361,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361361"">ATESY Комбат ГР-11Р-450-02-А</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус выполнен из нержавеющей стали, ролики - из черной нержавеющей стали с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагерв у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 10 до 30 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361361,220 В,1.66 кВт,536 мм,485 мм,170 мм,,,,0,https://entero.ru/manuals/464352/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-11%D0%A0-450-02-%D0%90.pdf,113504,,11 кг,Россия,Россия,,11,Да,,,,
https://cdn.entero.ru/mp@2x/95/38/95384f1ce8bf300c55aa9bdb5808edd2.jpg;https://cdn.entero.ru/mp@2x/41/17/4117d5e9b2b7283251c4cd4d7724419e.jpg,Гриль роликовый ATESY Комбат ГР-14Р-450-02-А,Гриль роликовый ATESY Комбат ГР-14Р-450-02-А,122581,RUB,Нет,ATESY,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/361363,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361363"">ATESY Комбат ГР-14Р-450-02-А</a></b> используется на предприятиях общественного питания и торговли для обжаривания сосисок, сарделек, а также мясных и рыбных батончиков цилиндрической формы. Модель оснащена терморегулятором и индикаторной лампой. Корпус выполнен из нержавеющей стали, ролики - из черной нержавеющей стали с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности нагрева роликов </li>
<li>Возможность при неполной загрузке включать нагрев у части роликов </li>
<li>Легкосъемный поддон для сбора стекающего жира </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество одновременно приготавливаемых сосисок: от 12 до 39 шт.</li>
<li>Время приготовления при полной загрузке: от 8 до 14 мин.</li>
<li>Время разогрева роликов до максимальной температуры: 10 мин.</li>
<li>Длина ролика: 450 мм</li>
</ul>",361363,220 В,2.12 кВт,536 мм,610 мм,170 мм,,,,0,https://entero.ru/manuals/464357/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82%20%D0%93%D0%A0-14%D0%A0-450-02-%D0%90.pdf,,,18.5 кг,Россия,Россия,,14,Да,,,,
https://cdn.entero.ru/mp@2x/6a/1e/6a1e3e9c976e8a649837fdd58f530782.jpg;https://cdn.entero.ru/mp@2x/e2/f5/e2f5a48069da090e2ad4c128f050bc42.jpg;https://cdn.entero.ru/mp@2x/40/18/40182cb6f3dd6b4d451221339ea60522.jpg;https://cdn.entero.ru/mp@2x/92/54/9254c22d0549165d9cc72ace8414e36b.jpg,Гриль роликовый HENDI 268506,Гриль роликовый HENDI 268506,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/277350,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/277350"">HENDI 268506</a></b> предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена роликами с непригорающей поверхностью и съемным поддоном для сбора жира. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Температура: до 150°C</li>
</ul>",277350,220 В,0.74 кВт,520 мм,175 мм,325 мм,,,,0,https://entero.ru/manuals/344335/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20268506.pdf;https://entero.ru/manuals/344336/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20268506.pdf;https://entero.ru/manuals/344337/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20268506%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496435/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,12.7 кг,Нидерланды,Китай,,7,Да,,420 мм,1,
https://cdn.entero.ru/mp@2x/9f/bd/9fbd6a49f2844e375fb0b8960978d7a8.jpg,Гриль роликовый EKSI HHD-05B,Гриль роликовый EKSI HHD-05B,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/60865,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60865"">EKSI HHD-05B</a></b> предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и уличной торговли. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Модель оснащена терморегулятором и съемным подносом для сбора жира. Корпус и покрытие роликов выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура нагрева: 300 °С</li>
</ul>",60865,220 В,1 кВт,593 мм,290 мм,183 мм,8 кг,1,610x210x365 мм,0,https://entero.ru/manuals/93565/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,,,7.5 кг,Китай,Китай,,5,Да,,,,
https://cdn.entero.ru/mp@2x/4f/83/4f83720159eff5d3418607c719e306cf.jpg;https://cdn.entero.ru/mp@2x/f1/9b/f19b3857d6998239c6ea40870a75a21f.jpg;https://cdn.entero.ru/mp@2x/39/38/39381b0c95c9e0a164b0db9af93db2a6.jpg,Гриль роликовый HENDI 268735,Гриль роликовый HENDI 268735,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/289532,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289532"">HENDI 268735</a> </b>предназначен для подогрева и поддержания в горячем состоянии приготовленных сосисок, сарделек, колбасок на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, 2 зонами нагрева с независимым управлением и съемным поддоном для сбора жира. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый нагрев и рекуперация тепла</li>
<li>Съемный, легко моющийся поддон для сбора жира</li>
<li>Антипригарное покрытие роликов​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 150 °C</li>
</ul>",289532,220 В,1.48 кВт,520 мм,591 мм,175 мм,,,,0,https://entero.ru/manuals/496436/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Китай,,14,Да,,420 мм,2,
https://cdn.entero.ru/mp@2x/fd/5b/fd5b25b511b0b6182150293ff960442e.jpg,Гриль роликовый GASTRORAG HHD-05,Гриль роликовый GASTRORAG HHD-05,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/83309,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83309"">GASTRORAG HHD-05</a> </b>предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена 2 зонами нагрева (2 передних и 3 задних ролика). Корпус выполнен из нержавеющей стали. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 200 °С</li>
<li>Разовая загрузка: 12 сосисок</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",83309,220 В,1 кВт,580 мм,250 мм,215 мм,,,,0,https://entero.ru/manuals/58114/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HHD-05.pdf;https://entero.ru/manuals/116728/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,9 кг,Китай,Китай,,5,,,,,
https://cdn.entero.ru/mp@2x/59/c7/59c79d23bf083560cc6bb706f036bed1.jpg;https://cdn.entero.ru/mp@2x/cb/26/cb26a25880a0f8b68b9c4f5fb718d8c5.jpg;https://cdn.entero.ru/mp@2x/e5/f7/e5f7ea1bf5decb4c4698cd46b029589b.jpg,Гриль роликовый для сосисок HENDI 268704,Гриль роликовый для сосисок HENDI 268704,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/277348,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277348"">HENDI 268704</a></b> предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена роликами с непригорающей поверхностью и съемным поддоном для сбора жира. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Температура: до 150°C</li>
</ul>",277348,220 В,1.18 кВт,520 мм,477 мм,175 мм,,,,0,https://entero.ru/manuals/344329/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20268704.pdf;https://entero.ru/manuals/344330/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20268704.pdf;https://entero.ru/manuals/344331/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20268704%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496437/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,12.95 кг,Нидерланды,Китай,,11,Да,,420 мм,2,
https://cdn.entero.ru/mp@2x/9b/93/9b933fa64572427e2be01cd2d0628be4.jpg,Гриль роликовый VIATTO RG-5,PYHL RG-5,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/25399,"<p>Гриль контактный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25399"">VIATTO RG-5</a></b> предназначен для обжаривания сосисок, сарделек, колбасок, а также мясных и рыбных батончиков цилиндрической формы. Благодаря непрерывному вращению роликов, сосиска прожаривается равномерно со всех сторон.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Изготовлен из нержавеющей стали</li>
</ul>

<p><br>
<span style=""color:#FF0000;""><em>Товар может быть поставлен как под брендом VIATTO, так и PYHL.</em></span></p>",25399,,,440 мм,251 мм,181 мм,,,,0,https://entero.ru/manuals/86263/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf,,,6.5 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/71/ea/71eab6e49c4e8a79f1dfd0a1e8720df6.jpg,Гриль роликовый GASTRORAG HHD-07,Гриль роликовый GASTRORAG HHD-07,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/83310,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83310"">GASTRORAG HHD-07</a> </b>предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена 2 зонами нагрева (3 передних и 4 задних ролика). Корпус выполнен из нержавеющей стали. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 200 °С</li>
<li>Разовая загрузка: 18 сосисок</li>
</ul>",83310,220 В,1.4 кВт,580 мм,330 мм,215 мм,,,,0,https://entero.ru/manuals/58115/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HHD-07.pdf;https://entero.ru/manuals/116729/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,9 кг,Китай,Китай,,7,,,,,
https://cdn.entero.ru/mp@2x/fe/e0/fee00abb1619490756d506705283f730.jpg,Гриль роликовый EKSI HHD-11B,Гриль роликовый EKSI HHD-11B,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/287703,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287703"">EKSI HHD-11B</a></b> предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и уличной торговли. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Модель оснащена 2 ручками для регулировки температуры и съемным подносом для сбора жира. Корпус и покрытие роликов выполнены из нержавеющей стали.</p>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Температурный режим: до 250 °С</li>
</ul>",287703,220 В,2.2 кВт,585 мм,500 мм,187 мм,11.93 кг,1,628x550x210 мм,0,,,,10.77 кг,,Китай,,11,Да,,465 мм,,
https://cdn.entero.ru/mp@2x/57/85/57850a6d9c6bebadd18f41cdff69557c.jpg;https://cdn.entero.ru/mp@2x/4a/62/4a622235eb853172fd02e353e632612b.jpg;https://cdn.entero.ru/mp@2x/6b/d8/6bd84e5ca68ec73850f80ae5bd1a39fb.jpg,Гриль роликовый для сосисок HENDI 268605,Гриль роликовый для сосисок HENDI 268605,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/277349,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277349"">HENDI 268605</a></b> предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена роликами с непригорающей поверхностью и съемным поддоном для сбора жира. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Температура: до 150°C</li>
</ul>",277349,220 В,0.94 кВт,520 мм,400 мм,175 мм,,,,0,https://entero.ru/manuals/344332/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20268605.pdf;https://entero.ru/manuals/344333/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20268605.pdf;https://entero.ru/manuals/344334/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20268605%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496438/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,15.4 кг,Нидерланды,Китай,,9,Да,,420 мм,1,
