Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки)
https://cdn.entero.ru/mp@2x/04/ff/04ff46a4e024bbf82b7ab40a300f7020.jpg,Упаковочная машина Hualian DXDZ-400D,Упаковочная машина Hualian DXDZ-400D,758724,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/297826,"<p>Горизонтальная упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297826"">Hualian DXDZ-400D</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в пленку продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена подающим транспортёром, отводящим мини-транспортером, вариатором скорости, шаговым двигателем, удобной сенсорной панелью управления, светочувствительным фотодатчиком и PLC-контроллером. Корпус выполнен из окрашенного металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 40 до 230 уп./мин.</li>
<li>Максимальная ширина пленки: 400 мм</li>
<li>Максимальный диаметр рулона пленки: 320 мм</li>
<li>Длина пакета: от 180 до 440 мм</li>
<li>Ширина пакета: от 50 до 190 мм</li>
<li>Максимальная высота упаковочного объекта: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройство для автоматической подачи продукта</li>
<li>Устройство газонаполнения</li>
<li>Термодатер</li>
<li>Евро-слот</li>
<li>Прокалыватель пакета</li>
<li>Корпус из нержавеющей стали</li>
<li>Круглое отверстие</li>
<li>Подбой пакета</li>
</ul>",297826,220 В,2.6 кВт,4020 мм,770 мм,1450 мм,,Китай,,,0,,807153,,900 кг
https://cdn.entero.ru/mp@2x/98/25/9825a4c253851ac6be172fbe1a2e0bce.jpg;https://cdn.entero.ru/mp@2x/a0/f6/a0f650c1ff3cd6d8fcdbcb475e233d1e.jpg,Автомат фасовочно-упаковочный МАГИКОН 450AGDP,MAGIKON-450AGDP,767090,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/185715,"<p>Горизонтальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185715""><b class=""b"">МАГИКОН 450AGDP </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продукции в пакеты flow-pack. Модель оснащена панелью управления Touch Screen и высокочастотным датчиком фотометки. Все части машины, соприкасающиеся с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Верхняя подача пленки</li>
<li>Функция диагностики неполадок</li>
<li>Функция подбой </li>
<li>Установка фиксации оптимального положения </li>
<li>Раздельный температурный контроль ТЭНов</li>
<li>Механизм легкой перенастройки ширины и длины упаковки</li>
<li>Русифицированный блок управления</li>
<li>Автоматическая остановка при попадании продукта</li>
<li>Надежная система электромеханических приводов</li>
<li>Простой и практичный интерфейс</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 30 до 180 упаковок/мин. </li>
<li>Макс. высота продукта: 75 мм</li>
<li>Ширина пленки: 450 мм</li>
<li>Диаметр пленки: 320 мм </li>
<li>Макс. размер упаковываемого продукта:
<ul>
<li>Длина: от 130 до 450 мм</li>
<li>Ширина: от 50 до 180 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный рулонодержатель</li>
<li>Термопринтер даты</li>
<li>Дата в шве</li>
<li>Европросечка</li>
<li>Система вытеснения воздуха из пакета (для плоских продуктов)</li>
<li>Наполнение упаковки инертным газом</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",185715,220 В,2.6 кВт,4200 мм,900 мм,1468 мм,,Китай,,,0,,824828,,730 кг
https://cdn.entero.ru/mp@2x/c8/20/c8204abb6be8fa2d8fe2e53a7ea62853.jpg;https://cdn.entero.ru/mp@2x/01/66/01665e0d45752024ea20d91cb122ce96.jpg;https://cdn.entero.ru/mp@2x/92/23/9223d84ee3c755479e3aa33516e7a7ef.jpg,Сборщик коробов автоматический Hualian CXJ-4540D,Сборщик коробов автоматический Hualian CXJ-4540D,772248,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/357782,"<p>Сборщик коробов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357782"">Hualian CXJ-4540D</a></b> используется на предприятиях различных отраслей для автоматического формирования упаковочных картонных коробов из заготовок. Принцип работы: предварительно загруженная в магазин картонная вырубка захватывается специальным механизмом, затем происходит формирование прямоугольника корпуса, складывание нижних створок и герметизация дна клейкой лентой. Модель оснащена защитным кожухом с распашными дверьми и электромеханической панелью управления. Корпус выполнен из окрашенного металла, ножи – из высококачественной твердой углеродистой стали марки SK5.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроллер Omron</li>
<li>Быстрая перенастройка с одного типоразмера на другой</li>
<li>Регулировка параметров с учетом разной плотности и других характеристик картона</li>
<li>Механизм захвата с вакуумными присосками</li>
<li>Сигнализация для оповещения об отсутствии клейкой ленты</li>
<li>Кнопка аварийной остановки</li>
<li>Прозрачный кожух для визуального контроля процесса</li>
<li>Направление движения конвейера слева направо либо справа налево </li>
<li>Колеса для удобства транспортировки</li>
<li>Вертикальная конструкция магазина</li>
<li>Лекгое выдвижние рамы магазина для удобства регулировки</li>
<li>Регулируемые по высоте винтовые стояночные опоры</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе технологической линии</li>
<li>Простота управления, эксплуатации и обслуживания</li>
<li>Материалы клейкой ленты: поливинилхлорид (ПВХ), биаксиально-ориентированная полипропиленовая пленка (ББОП), безводная (крафт-бумага)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон давления воздуха: от 0,5 до 0,6 МПа</li>
<li>Отрицательное давление выкуумного механизма: до 92 кПа</li>
<li>Средняя производительность: от 8 до 10 шт/мин.</li>
<li>Вместимость заготовок: 80 шт.</li>
<li>Диагональ дисплея: 4,3""</li>
<li>Длина магазина: 1000 мм</li>
<li>Габариты коробов:
<ul>
<li>Минимальные: 250х150х150 мм</li>
<li>Максимальные: 450х400х400 мм</li>
</ul>
</li>
<li>Диапазон высоты стола: от 630 до 650 мм</li>
<li>Ширина клейкой ленты: 48 / 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Увеличенный магазин для картонной вырубки</li>
<li>Комплектация механизмом перемещения с направлением слева направо либо справа налево</li>
</ul>",357782,"220 В, 380 В",0.38 кВт,2130 мм,2110 мм,1520 мм,597 кг,Китай,1,2300x1370x1840 мм,0,,821540,,550 кг
https://cdn.entero.ru/mp@2x/8d/c2/8dc27f6023891fbe34c4d2a3adca8005.jpg,Заклейщик углов короба Hualian JFX-5060,Заклейщик углов короба Hualian JFX-5060,782184,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/291243,"<p>Заклейщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291243"">Hualian JFX-5060</a> </b>используется на предприятиях различных отраслей для герметизации углов упаковочных картонных коробов клейкой лентой. Модель оснащена загрузочным столом с сегментной роликовой поверхностью, верхним и нижним конвейерами с приводными ремнями, боковыми центрирующими направляющими, рулонодержателем для клейкой ленты и электромеханическим блоком управления.</p>

<p><span style=""color:#FF0000;"">Воздушный компрессор не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка направляющих под различные габариты коробов с помощью механических рукояток</li>
<li>Автоматическая подача короба в зону заклейки</li>
<li>Кнопка запуска с интегрированным светодиодным индикатором работы</li>
<li>Основной выключатель поворотного типа</li>
<li>Кнопка аварийной остановки</li>
<li>Легкий доступ ко всем узлам для удобства технического обслуживания</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Регулируемые по высоте винтовые стояночные опоры</li>
<li>Зксплуатация в качестве самостоятельного прибора и в составе технологической линии</li>
<li>Материалы клейкой ленты: поливинилхлорид (ПВХ), биаксиально-ориентированная полипропиленовая пленка (ББОП), крафт-бумага</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон давления воздуха: от 0,5 до 0,6 МПа</li>
<li>Диапазон загрузки: от 2,5 до 30 кг</li>
<li>Высота рабочего стола: от 700 до 850 мм</li>
<li>Габариты короба:
<ul>
<li>Минимальные: 300х240х180 мм</li>
<li>Максимальные: 600х500х500 мм</li>
</ul>
</li>
<li>Ширина клейкой ленты: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Воздушный компрессор</li>
<li>Комплектация для работы с лентой шириной 48 и 76 мм</li>
</ul>",291243,220 В,0.72 кВт,2300 мм,1300 мм,1650 мм,,Китай,,,0,,850200,,400 кг
https://cdn.entero.ru/mp@2x/8e/bd/8ebd2c179e06fa7c40d05b13e4dfa6b0.jpg,"Машина упаковочная Hualian DXDZ-450B NEW (3 серв., H-100mm, L130-450mm, S400mm, 50-180mm, краш.,трансп,рег.форм еврослот)","Машина упаковочная Hualian DXDZ-450B NEW (3 серв., H-100mm, L130-450mm, S400mm, 50-180mm, краш.,трансп,рег.форм еврослот)",887162,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/371942,"<p>Горизонтальная упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371942""><b class=""b"">Hualian DXDZ-450B NEW</b></a> используется на предприятиях пищевой и непищевой промышленности для герметичной упаковки твердых изделий правильной формы: конфет, вафель, печенья, продуктов в коррексе, мыла и игрушек. Модель оснащена 2 независимыми приводами с частотными преобразователями, встроенным PCL-контроллером с интуитивно понятным интерфейсом и фотодатчиком для точного позиционирования пленки с рисунком. Корпус выполнен из окрашенного металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Отдельные приводы на подачу продукта и отдельно на поперечные губки для максимального качества упаковки и минимизации брака</li>
<li>Температурные контроллеры с ПИД-регулированием для точного контроля температуры запайки пакета и подбира ее с учетом особенностей используемой пленки</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Простановки даты</li>
<li>Функция газонаполнения</li>
<li>Аппликатор для этикеток (этикетировочная машина)</li>
<li>Пробивка еврослота</li>
<li>Корпус из нержавеющей стали</li>
</ul>",371942,,,,,,476 кг,Китай,2,1590x960x1620 мм,0,,,,
https://cdn.entero.ru/mp@2x/d7/f8/d7f8897db8f2a288a9d2177d93f225f1.jpg,Скин-упаковочная машина Hualian HVC-760FS,Скин-упаковочная машина Hualian HVC-760FS,922880,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/223202,"<p>Напольный скин-упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223202"">Hualian HVC-760FS</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в скин-пленку пищевых продуктов, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена ЖК-панелью с простым, интуитивно понятным интерфейсом и надежным вакуумным насосом. Корпус выполнен из пищевой нержавеющей стали SUS304, вакуумная камера – из безопасного алюминиевого сплава.</p>

<p>Матрица в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полуавтоматический напольный упаковщик</li>
<li>Создает внутри упаковки вакуумную среду для более длительного хранения продуктов и сохранения вкусовых свойств, свежести и привлекательного внешнего вида</li>
<li>Высокое качество комплектующих и сборки</li>
<li>Возможно использование оборудования как с матрицей, так и без нее</li>
<li>Сменные матрицы позволяют изменять размеры и форму упаковки</li>
<li>Универсальность и широкая сфера применения</li>
<li>Вместительная рабочая камера для одновременной закладки нескольких упаковок</li>
<li>Эргономичная напольная конструкция на мобильных колесах для удобного перемещения</li>
<li>Стабильная, долговечная работа в условиях промышленной эксплуатации</li>
<li>Рекомендуемые материал лотка: ПП и ПЕ</li>
<li>Рекомендуемый материал подложки: с верхним слоем ПЕ</li>
<li>Рекомендуемая пленка: скин-пленка с термоклеевым слоем Syrlyn</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность нагрева: 6 кВт</li>
<li>Производительность вакуумного насоса: 100 м<sup>3</sup>/ч</li>
<li>Максимальная высота продукта: 50 мм</li>
<li>Ширина пленки: 760 мм</li>
<li>Внешний диаметр пленки: 200 мм</li>
<li>Диаметр втулки: 76 мм</li>
<li>Вместимость рабочей камеры: от 8 до 10 упаковок</li>
<li>Габариты камеры: 710х510х58 мм</li>
</ul>",223202,380 В,0.022 кВт,925 мм,980 мм,1135 мм,,Китай,,,0,,,,390 кг
https://cdn.entero.ru/mp@2x/c1/38/c1388ccea53bff6250bbfcc18235ce87.jpg,"Упаковочная машина Hualian DXDZ-450XD (лент. S 200, рег. форм., S 400mm, L 130-450, H 80)","Упаковочная машина Hualian DXDZ-450XD (лент. S 200, рег. форм., S 400mm, L 130-450, H 80)",950592,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/297829,"<p>Горизонтальная упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297829""><b class=""b"">Hualian DXDZ-450XD</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в трехшовный пакет «подушка» (или flow-pack) продуктов питания, свежей зелени, салатов, салфеток, пластиковой одноразовой посуды, перчаток и другой продукции. Модель оснащена удобной электронной панелью управления и PLC-контроллером для точного управления машиной. Корпус выполнен из окрашенного металла​.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2 серводвигателя с частотным преобразователем (раздельно для протягивающих роликов и запаечных губок)</li>
<li>Чувствительные фотодатчики для точного позиционирования пленки с фотометками (используется для цветной упаковки с рисунками и надписями)</li>
<li>Температурный контроллер</li>
<li>Нижняя подача пленки</li>
<li>Система возвратно-поступательной запайки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 30 до 180 уп./мин.</li>
<li>Максимальная ширина пленки: 450 мм</li>
<li>Максимальный диаметр рулона пленки: 320 мм</li>
<li>Длина пакета: 120-450 / 150-470 / 180-500 мм</li>
<li>Ширина пакета: 110-145 / 145-185-185-210 мм </li>
<li>Максимальная высота упаковочного объекта: 75 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройство для автоматической подачи продукта</li>
<li>Устройство газонаполнения</li>
<li>Термодатер</li>
<li>Евро-слот</li>
<li>Прокалыватель пакета</li>
<li>Корпус из нержавеющей стали</li>
<li>Круглое отверстие</li>
<li>Подбой пакета</li>
</ul>",297829,220 В,,4020 мм,800 мм,1450 мм,,Китай,,,0,,,,900 кг
https://cdn.entero.ru/mp@2x/30/37/303703a5498dd0d867deabeb9e1cccff.jpg;https://cdn.entero.ru/mp@2x/0f/53/0f53573ad39be93b29f175b168bd6062.jpg;https://cdn.entero.ru/mp@2x/2e/7d/2e7d2f1e2abe6210b3b51cf7aa3e6a62.jpg;https://cdn.entero.ru/mp@2x/bc/2b/bc2b6a118dbe2838d5f14599d22a0da4.jpg,Автомат фасовочно-упаковочный МАГИКОН 450AGXTS сервоприводный,00-00047306,960795,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/258395,"<p>Горизонтальный сервоприводный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258395""><b class=""b"">МАГИКОН 450AGXTS </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки различных товаров в упаковку «Flow-pack». Модель оснащена тремя серводвигателями, программируемым контроллером, панелью управления Touch Screen и высокочастотным датчиком фотометки. Корпус выполнен из окрашенной стали, детали контактирующие с продуктом - из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Нижняя размотка пленки - для легких, бесформенных, мягких продуктов</li>
<li>Русифицированный интерфейс: удобная и быстрая настройка параметров работы </li>
<li>Функция самодиагностики неполадок: отображение информации о работе машины и о неполадках на экране</li>
<li>Функция «нет продукта — нет пакета»</li>
<li>Определение места отреза по фотометке: аккуратные и точные запайка и отрез пакета</li>
<li>Автоматическая перенастройка под разные размеры длины продукта</li>
<li>Раздельное управление температурой при помощи термоконтроллеров </li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 5 до 20 м/мин</li>
<li>Макс. высота продукта: 60 мм</li>
<li>Ширина пленки: 350 мм</li>
<li>Диаметр пленки: 320 мм </li>
<li>Макс. размер упаковываемого продукта:
<ul>
<li>Длина: в зависимости от длины продукта</li>
<li>Ширина: от 50 до 160 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Наполнение пакета инертным газом</li>
<li>Устройство высечки «Еврослот»</li>
<li>Термопритнер даты</li>
<li>Ровный отрез пакета</li>
<li>Вытеснение воздуха из пакета</li>
</ul>

<p> </p>",258395,220 В,2.4 кВт,4020 мм,745 мм,1450 мм,,Китай,,,0,,,,500 кг
https://cdn.entero.ru/mp@2x/69/0f/690faad248a71013d83d02b6c198e05d.jpg,Автомат фасовочно-упаковочный МАГИКОН 600AGDT,MAGIKON-600AGDT,991779,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/185792,"<p>Горизонтальный упаковочный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185792"">МАГИКОН 600AGDT</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки печенья, пирогов, пирожных, кексов, шоколада, булочек, хлеба, лапши, лунных пряников, предметов повседневного обихода, промышленных деталей в пакеты flow-pack. Модель оснащена двойным частотным преобразователем, панелью управления Touch Screen и датчиком фотометки. Все части машины, соприкасающиеся с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Верхняя подача пленки</li>
<li>Сопровождающий траспортер до и после ножей</li>
<li>Встроенная функция самодиагностики неполадок и вывода их на дисплей </li>
<li>Установка фиксации оптимального положения </li>
<li>Раздельный температурный контроль продольного и поперечного шва</li>
<li>Возможность использования большого спектра упаковочных материалов </li>
<li>Автоматическая остановка при попадании продукта</li>
<li>Механизм легкой перенастройки ширины и длины упаковки</li>
<li>Русифицированный блок управления</li>
<li>Надежная система электромеханических приводов</li>
<li>Простой и практичный интерфейс</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 30 до 150 упаковок/мин. </li>
<li>Макс. высота продукта: 90 мм</li>
<li>Ширина пленки: 600 мм</li>
<li>Диаметр пленки: 320 мм </li>
<li>Макс. размер упаковываемого продукта:
<ul>
<li>Длина: от 130 до 450 мм</li>
<li>Ширина: от 60 до 280 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный рулонодержатель</li>
<li>Автоматическая подача продукта</li>
<li>Термопринтер даты</li>
<li>Дата в шве</li>
<li>Европросечка</li>
<li>Функция подбой</li>
<li>Система вытеснения воздуха из пакета (для плоских продуктов)</li>
<li>Наполнение упаковки инертным газом</li>
</ul>",185792,220 В,2.6 кВт,3990 мм,1000 мм,1468 мм,,Китай,,,0,,1043978,,610 кг
https://cdn.entero.ru/mp@2x/bb/45/bb453576fa09237e83e2e1c73610e2a0.jpg;https://cdn.entero.ru/mp@2x/36/9b/369bde0c90aaf58574136dca1e1b5fd9.jpg;https://cdn.entero.ru/mp@2x/e0/72/e07237ec853d6de6957e7259fa410cb0.jpg;https://cdn.entero.ru/mp@2x/64/20/64206b4d70e002a82702e572f9ab2253.jpg,Упаковочная машина Plasticband Neleo 90,Упаковочная машина Plasticband Neleo 90,1023599,RUB,Нет,Plasticband,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/82721,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82721"">Plasticband Neleo 90</a></b> предназначена для упаковки, группировки и защиты длинномерных изделий, таких как молдинги, профили, алюминиевые трубы и жалюзи в стрейч-пленку на предприятиях различных направлений. Модель оснащена ножной педалью для активации цикла упаковки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инвертор Omron</li>
<li>Одновременная работа с 2 рулонами пленки для усиленной и быстрой обмотки продукта или с 1 рулоном для стандартной упаковки продукта</li>
<li>Регулировка натяжения пленки</li>
<li>Регулировка скорости вращения кольца</li>
<li>Катушка с самоблокирующейся системой</li>
<li>Отключение машины при замене рулона пленки</li>
<li>Аварийный выключатель и кнопка перезагрузки</li>
<li>Износостойкий трапециевидный ремень в приводе кольца</li>
<li>Соответствие стандартам безопасности ЕС (2006/42/СЕ, 2004/42/ЕС и 93/68/ЕЭС)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения кольца: 90 об/мин.</li>
<li>Ширина рулона: 100 / 166 мм</li>
<li>Толщина пленки: 0,023 мм</li>
<li>Диаметр рулона пленки (внешний / внутренний): 230 / 38 мм</li>
<li>Потребляемая мощность: 0,31 кВт</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Автоматическая обрезка пленки для 2 рулонов</li>
<li>Боковые гравитационные ролики ""V"" - образной формы</li>
<li>Гравитационные роликовые конвейеры размером 700х230 мм</li>
<li>Диспенсер для воздушно-пупырчатой пленки</li>
<li>Верхний прижим с ручной подгонкой</li>
<li>Мост для короткой продукции < 600 мм</li>
<li>Колеса с тормозами</li>
</ul>",82721,220 В,0.75 кВт,1500 мм,1050 мм,1850 мм,,,,,0,https://entero.ru/manuals/73703/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Plasticband%20Neleo%2090%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239121&hd=2&autoplay=0,185 кг
https://cdn.entero.ru/mp@2x/aa/cf/aacf7d00fa466c9f21175e198bdcb3ba.jpg;https://cdn.entero.ru/mp@2x/d1/20/d1203729914d2762111484a0cfabdaa1.jpg,Автомат фасовочно-упаковочный МАГИКОН 450AGDPT,MAGIKON-450AGDPT,1057740,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/185716,"<p>Горизонтальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185716""><b class=""b"">МАГИКОН 450AGDPT </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продукции в пакеты flow-pack. Модель оснащена двойным частотным преобразователем, панелью управления Touch Screen и высокочастотным датчиком фотометки. Все части машины, соприкасающиеся с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Верхняя подача пленки</li>
<li>Сопровождающий траспортер до и после ножей</li>
<li>Функция диагностики неполадок</li>
<li>Функция подбой </li>
<li>Установка фиксации оптимального положения </li>
<li>Раздельный температурный контроль продольного и поперечного шва </li>
<li>Механизм легкой перенастройки ширины и длины упаковки</li>
<li>Русифицированный блок управления</li>
<li>Автоматическая остановка при попадании продукта</li>
<li>Надежная система электромеханических приводов</li>
<li>Простой и практичный интерфейс</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 30 до 180 упаковок/мин. </li>
<li>Макс. высота продукта: 75 мм</li>
<li>Ширина пленки: 450 мм</li>
<li>Диаметр пленки: 320 мм </li>
<li>Макс. размер упаковываемого продукта:
<ul>
<li>Длина: от 130 до 450 мм</li>
<li>Ширина: от 50 до 180 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный рулонодержатель</li>
<li>Термопринтер даты</li>
<li>Дата в шве</li>
<li>Европросечка</li>
<li>Система вытеснения воздуха из пакета (для плоских продуктов)</li>
<li>Наполнение упаковки инертным газом</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",185716,220 В,2.6 кВт,4020 мм,820 мм,1450 мм,,Китай,,,0,,,,900 кг
https://cdn.entero.ru/mp@2x/f5/b3/f5b343de1f1295d8d5866d26b3ce1e07.jpg,Аппарат для запайки и обрезки автоматический Hualian BSF-9060LG,Аппарат для запайки и обрезки автоматический Hualian BSF-9060LG,1117248,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Горизонтальные упаковочные машины,https://entero.ru/item/289991,"<p>Автоматический аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289991"">Hualian BSF-9060LG</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для крупногабаритной упаковки в пленку продуктов питания, медицинских препаратов, металлоизделий, книг, косметики и другой продукции. Модель оснащена подающей конвейерной лентой, отводящим рольгангом, запаечной рамкой с термоножом L-образной формы и электромеханической панелью управления с большим информативным дисплеем. Корпус выполнен из металла с антикоррозийным покрытием, термонож – из алюминиевого сплава с антипригарным тефлоновым покрытием Dupont, большинство деталей – из нержавеющей стали марки SUS304.</p>

<p><span style=""color:#FF0000;"">Воздушный компрессор не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматические система подачи и перфорирования пленки, запайка и обрезка</li>
<li>Плавный механизм хода запаечной рамки для получения аккуратного шва</li>
<li>Автоматическое удаление остатков пленки путем намотки на специальную приводную катушку </li>
<li>Регулировка и постоянный контроль температуры запайки продольного и поперечного швов с помощью высокоточных электронных контроллеров</li>
<li>Цифровая индикация температуры</li>
<li>Регулируемый подающий конвейер </li>
<li>Современная электронная система автоматизации управления на базе программируемого логического контроллера (PLC) для легкой настройки и стабильной работы</li>
<li>Кнопка аварийной остановки поворотного типа</li>
<li>Прозрачная откидная защитная крышка запаечного блока</li>
<li>Высококачественные электронные компоненты Schneider (Франция), Omron (Япония) и других мировых брендов </li>
<li>4 поворотных ролика для удобства транспортировки</li>
<li>Регулируемые по высоте винтовые стояночные опоры</li>
<li>Эксплуатация в качестве самостоятельного прибора либо в составе технологической линии с термоусадочным тоннелем</li>
<li>Материалы упаковочной пленки: полиолефин (POF)</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расчетная производительность: от 1 до 20 шт/мин.</li>
<li>Скорость конвейера: 20 м/мин.</li>
<li>Диапазон длительности запайки: от 0,2 до 0,5 сек.</li>
<li>Высота рабочего стола: от 800 до 820 мм</li>
<li>Максимальные габариты получаемой упаковки:
<ul>
<li>Ширина: 500 мм</li>
<li>Высота: 130 мм</li>
<li>Ширина+высота: 630 мм</li>
<li>Глубина+высота: 820 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Воздушный компрессор</li>
</ul>",289991,"220 В, 380 В",1.7 кВт,2300 мм,1055 мм,1600 мм,,Китай,,,0,,1176051,,
