Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Управление,Объем бункера,Количество бункеров
https://cdn.entero.ru/mp@2x/3d/46/3d46bcd34ef01117083ab19d2e178092.jpg,Пресс-диск Pavoni Disco x Tramoggia,Пресс-диск Pavoni Disco x Tramoggia,13588,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/334801,"<p>Пресс-диск <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334801""><b class=""b"">Pavoni Disco x Tramoggia</b></a> предназначен для совместного использования с машиной для отсадки начинок <a href=""https://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие выполнено из нержавеющей стали. Подходит для воронки объемом 8 л.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 250х250380 мм</li>
</ul>",334801,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/19/a8/19a8b0aeb884381122414de765a60a84.jpg,Лопасти Confimec для COMBI,Лопасти Confimec для COMBI,19374,RUB,Нет,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76802,"<p>Лопасти (кулачки) устанавливаются вместо шестерен и используется совместно с шестеренчатым дозатором <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76802""><b class=""b"">Confimec COMBI</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для дозирования начинок (не наполнения изделий внутри) изюмом, кусочками фруктов, цукатами, шоколадной и ореховой дробью и пр.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество: 2</li>
<li>Диаметр мягких включений: до 12 мм</li>
<li>Диаметр твердых включений: до 7 мм</li>
</ul>",76802,,,,,,,,,0,,20832,,,,,,,,
https://cdn.entero.ru/mp@2x/f7/93/f793aaf67ac244e922abfa4424dca4f4.jpg,Адаптер 2-ходовой ICB tecnlologie s.r.l. 12.A1 для Dosicream,Адаптер 2-ходовой ICB tecnlologie s.r.l. 12.A1 для Dosicream,31602,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194834,"<p>Адаптер 2-ходовой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194834""><b class=""b"">ICB tecnologie s.r.l. 12.A1</b></a> используется для подключения дополнительных бункеров к дозаторам <a href=""http://entero.ru/item/194694"" target=""_blank"">12.DOSIC8</a>, <a href=""http://entero.ru/item/194745"" target=""_blank"">12.DOSIC13</a> и <a href=""http://entero.ru/item/194755"" target=""_blank"">12.DOSI3C</a> на предприятиях общественного питания и торговли.</p>",194834,,,,,,,,,0,https://entero.ru/manuals/227115/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.A1%20%D0%B4%D0%BB%D1%8F%20Dosicream%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/ec/1b/ec1be6e70ce03326f54b544f44a206a4.jpg,Адаптер 3-ходовой ICB tecnlologie s.r.l. 12.A2 для Dosicream,Адаптер 3-ходовой ICB tecnlologie s.r.l. 12.A2 для Dosicream,34157,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194839,"<p>Адаптер 3-ходовой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194839""><b class=""b"">ICB tecnologie s.r.l. 12.A2</b></a> используется для подключения дополнительных бункеров к дозаторам <a href=""http://entero.ru/item/194694"" target=""_blank"">12.DOSIC8</a>, <a href=""http://entero.ru/item/194745"" target=""_blank"">12.DOSIC13</a> и <a href=""http://entero.ru/item/194755"" target=""_blank"">12.DOSI3C</a> на предприятиях общественного питания и торговли.</p>",194839,,,,,,,,,0,https://entero.ru/manuals/227119/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.A2%20%D0%B4%D0%BB%D1%8F%20Dosicream%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,37127,,,,,,,,
https://cdn.entero.ru/mp@2x/03/fb/03fb5a96361f7de3e0128d458493fe5d.jpg,Обогрев дежи Confimec для COMBI,Обогрев дежи Confimec для COMBI,41485,RUB,Нет,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76803,"<p>Обогрев дежи используется совместно с шестеренчатым дозатором <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76803""><b class=""b"">Confimec COMBI</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для разогрева густых начинок и шоколадных масс.</p>",76803,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/99/b9/99b98360c9fb70e81db7ffae79d8af4d.jpg,Бункер сменный ICB tecnlologie s.r.l. 12.T4 для 12.DOSIC8,Бункер сменный ICB tecnlologie s.r.l. 12.T4 для 12.DOSIC8,48587,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194800,"<p>Бункер сменный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194800""><b class=""b"">ICB tecnologie s.r.l. 12.T4</b></a> используется вместе с дозаторами <a href=""http://entero.ru/item/194694"" target=""_blank"">12.DOSIC8</a> на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера: 8,5 л</li>
</ul>",194800,,,,,,,,,0,https://entero.ru/manuals/227076/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.T4%20%D0%B4%D0%BB%D1%8F%2012.DOSIC8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,52812,,,,,,,,
https://cdn.entero.ru/mp@2x/ec/4f/ec4f6a037ed1d9415576f3ee51f0ab33.jpg,Бункер сменный ICB tecnlologie s.r.l. 12.T6 для 12.DOSI3C,Бункер сменный ICB tecnlologie s.r.l. 12.T6 для 12.DOSI3C,48587,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194815,"<p>Бункеры сменные <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194815""><b class=""b"">ICB tecnologie s.r.l. 12.T6</b></a> используются вместе с дозаторами <a href=""http://entero.ru/item/194755"" target=""_blank"">12.DOSI3C</a> на предприятиях общественного питания и торговли. Изделия выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>В комлекте поставляются 3 бункера</li>
<li>Объем бункера: 8,5 л</li>
<li>Суммарный объем бункеров: 25,5 л</li>
</ul>",194815,,,,,,,,,0,https://entero.ru/manuals/227096/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.T6%20%D0%B4%D0%BB%D1%8F%2012.DOSI3C%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,51688,,,,,,,,
https://cdn.entero.ru/mp@2x/17/73/17739829e91a193ccdf95820d5f9c465.jpg,Бункер сменный ICB tecnlologie s.r.l. 12.T5 для 12.DOSIC13,Бункер сменный ICB tecnlologie s.r.l. 12.T5 для 12.DOSIC13,60362,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194807,"<p>Бункер сменный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194807""><b class=""b"">ICB tecnologie s.r.l. 12.T5</b></a> используется вместе с дозаторами <a href=""http://entero.ru/item/194745"" target=""_blank"">12.DOSIC13</a> на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера: 13 л</li>
</ul>",194807,,,,,,,,,0,https://entero.ru/manuals/227085/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.T5%20%D0%B4%D0%BB%D1%8F%2012.DOSIC13%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,64215,,,,,,,,
https://cdn.entero.ru/mp@2x/f7/81/f7814f8f79420471b989dbaeb73bcde5.jpg,Бункер с узлом выпуска ICB tecnlologie s.r.l. 12.T1 для 12.DOSIC8,Бункер с узлом выпуска ICB tecnlologie s.r.l. 12.T1 для 12.DOSIC8,177107,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194771,"<p>Бункер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194771""><b class=""b"">ICB tecnologie s.r.l. 12.T1</b></a> используется вместе с дозаторами <a href=""http://entero.ru/item/194694"" target=""_blank"">12.DOSIC8</a> на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера: 8,5 л</li>
</ul>",194771,,,,,,,,,0,https://entero.ru/manuals/227054/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.T1%20%D0%B4%D0%BB%D1%8F%2012.DOSIC8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,190438,,,,,,,,
https://cdn.entero.ru/mp@2x/e1/0d/e10dfda05985bfa0aff4cc66c9fba725.jpg,Бункер с узлом выпуска ICB tecnlologie s.r.l. 12.T3 для 12.DOSI3C,Бункер с узлом выпуска ICB tecnlologie s.r.l. 12.T3 для 12.DOSI3C,177107,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194795,"<p>Бункеры <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194795""><b class=""b"">ICB tecnologie s.r.L.12.T3</b></a> используются вместе с дозаторами <a href=""http://entero.ru/item/194755"" target=""_blank"">12.DOSI3C</a> на предприятиях общественного питания и торговли. Изделия выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>В комлекте поставляется 3 бункера</li>
<li>Объем бункера: 8,5 л</li>
<li>Суммарный объем бункеров: 25,5 л</li>
</ul>",194795,,,,,,,,,0,https://entero.ru/manuals/227072/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.T3%20%D0%B4%D0%BB%D1%8F%2012.DOSI3C%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/db/72/db72ca573725223e2951b71ac018566c.jpg,Бункер с узлом выпуска ICB tecnlologie s.r.l. 12.T2 для 12.DOSIC13,Бункер с узлом выпуска ICB tecnlologie s.r.l. 12.T2 для 12.DOSIC13,190374,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194785,"<p>Бункер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194785""><b class=""b"">ICB tecnologie s.r.l. 12.T2</b></a> используется вместе с дозаторами <a href=""http://entero.ru/item/194745"" target=""_blank"">12.DOSIC13</a> на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера: 13 л</li>
</ul>",194785,,,,,,,,,0,https://entero.ru/manuals/227059/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.T2%20%D0%B4%D0%BB%D1%8F%2012.DOSIC13%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,204703,,,,,,,,
