Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Вес (с упаковкой),Камбузное оборудование,Линия 700,Линия 900,Объем чаши,Опрокидывание,Площадь пода чаши
https://cdn.entero.ru/mp@2x/4e/37/4e37c2767b9d46356aa117e093feec0f.jpg,Сковорода опрокидывающаяся VEROTERM VT4BREP10MO 85 л с моторизованным приводом,Сковорода опрокидывающаяся VEROTERM VT4BREP10MO 85 л с моторизованным приводом,531802,RUB,Нет,VEROTERM,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/278624,"<p>Напольная опрокидывающаяся сковорода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278624""><b class=""b"">VEROTERM VT4BREP10MO </b></a>используется на предприятиях общественного питания и торговли для приготовления широкого ассортимента блюд. Модель оснащена задним бортом, крышкой с паровым отверстием и электромеханической панелью управления. Оборудование выполнено из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Моторизованный подъемный механизм с системой рычагов</li>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Предохранительный термостат </li>
<li>Термоизолированные рукоятки</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Лазерная обработка кромки поверхностей облицовки для идеально ровной стыковки деталей конструкции</li>
<li>Возможность эксплуатации в составе тепловой линии <a href=""https://entero.ru/search.php?text=Veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+900"">серии 900</a></li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали корпуса: 1 мм</li>
</ul>",278624,от 0 до 300 °С,13.5 кВт,800 мм,900 мм,850 мм,177 кг,Италия,1,1000x1100x1050 мм,0,,,,167 кг,380 В,,,,Да,85 л,ручное,
https://cdn.entero.ru/mp@2x/b7/d8/b7d8f2427e4511c04d3a31a8108a3673.jpg,Сковорода опрокидывающаяся VITAL EDT9080M,VTL-EDT9080M,572381,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368075,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368075"">VITAL EDT9080M</a> </b>серии 900<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной и автоматической системами наклона, регулировкой температуры, откидной крышкой с противовесом, впуском горячей и холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>",368075,от 0 до 300 °С,12.1 кВт,800 мм,900 мм,850 мм,140 кг,Турция,1,820x960x1050 мм,0,,615463,,,380 В,,,,Да,80 л,"ручное, электрическое",
https://cdn.entero.ru/mp@2x/b1/70/b17095f4763b6af78be40886c56d5e41.jpg,Сковорода опрокидывающаяся VITAL EDT90120,VTL-EDT90120,589363,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368079,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368079"">VITAL EDT90120</a> </b>серии 900<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной системой наклона, регулировкой температуры, крышкой с противовесом на петлях и впуском холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",368079,от 0 до 300 °С,18 кВт,1200 мм,900 мм,850 мм,180 кг,Турция,1,1220x960x1050 мм,0,,620382,,,380 В,,,,Да,120 л,ручное,
https://cdn.entero.ru/mp@2x/28/83/288395918e7ce896fb9162999ebbf8d5.jpg,Сковорода опрокидывающаяся VITAL PRO-EDT9080M,VTL-PRO-EDT9080M,641107,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368313,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368313"">VITAL PRO-EDT9080M</a> </b>серии 900 PRO<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной и автоматической системами наклона, регулировкой температуры, откидной крышкой с противовесом, впуском горячей и холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>",368313,от 0 до 300 °С,12.1 кВт,800 мм,900 мм,850 мм,150 кг,Турция,1,840x960x1100 мм,0,,,,,380 В,,,,Да,80 л,"ручное, электрическое",
https://cdn.entero.ru/mp@2x/93/5b/935ba78b2b79e99a8f8da0de0433068f.jpg,Сковорода опрокидывающаяся VITAL EDT90150,VTL-EDT90150,684260,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368080,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368080"">VITAL EDT90150</a> </b>серии 900<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной системой наклона, регулировкой температуры, крышкой с противовесом на петлях и впуском холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",368080,от 0 до 300 °С,18 кВт,1200 мм,900 мм,850 мм,185 кг,Турция,1,1220x960x1050 мм,0,,,,,380 В,,,,Да,150 л,ручное,
https://cdn.entero.ru/mp@2x/2e/b7/2eb739a9217ca52d05ed61230631f37a.jpg,Сковорода электрическая Apach Chef Line SLBPE89MSS,Сковорода электрическая Apach Chef Line SLBPE89MSS,868171,RUB,Нет,Apach,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/305405,"<p>Электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305405"">Apach Chef Line SLBPE89MSS</a> </b>предназначена для приготовления большого объема пищи в короткие сроки. Модель оснащена дверцей и закрытой подставкой на регулируемых ножках. Конструкция выполнена из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам, днище - из дуплекса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нержавеющей стали: 2 мм</li>
</ul>",305405,,9 кВт,800 мм,900 мм,900 мм,220 кг,Италия,1,900x1000x1070 мм,0,https://entero.ru/manuals/366008/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,200 кг,380 В,,,,Да,80 л,ручное,
https://cdn.entero.ru/mp@2x/9d/78/9d78472374157d6e96b2cec4738b32c7.jpg,Сковорода опрокидывающаяся VITAL EDT90120M,VTL-EDT90120M,886042,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368076,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368076"">VITAL EDT90120M</a> </b>серии 900<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной и автоматической системами наклона, регулировкой температуры, откидной крышкой с противовесом, впуском горячей и холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",368076,от 0 до 300 °С,18.1 кВт,1200 мм,900 мм,850 мм,190 кг,Турция,1,1220x960x1050 мм,0,,,,,380 В,,,,Да,120 л,"ручное, электрическое",
https://cdn.entero.ru/mp@2x/db/3f/db3f31ddd3c40371e80cf480c1863950.jpg,Сковорода электрическая Apach Chef Line SLBPE89ASS,Сковорода электрическая Apach Chef Line SLBPE89ASS,975945,RUB,Нет,Apach,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/305401,"<p>Электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305401"">Apach Chef Line SLBPE89ASS</a> </b>предназначена для приготовления большого объема пищи в короткие сроки. Модель оснащена автоматическим опрокидыванием, дверцей и закрытой подставкой на регулируемых ножках. Конструкция выполнена из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам, днище - из дуплекса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нержавеющей стали: 2 мм</li>
</ul>",305401,,9 кВт,800 мм,900 мм,900 мм,211 кг,Италия,1,900x1000x1070 мм,0,https://entero.ru/manuals/366001/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,1016609,,192 кг,380 В,,,,Да,80 л,,
https://cdn.entero.ru/mp@2x/97/39/97390b1388cca1de0ae94431efd97f20.jpg,Сковорода опрокидывающаяся VITAL EDT90150M,VTL-EDT90150M,985934,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368077,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368077"">VITAL EDT90150M</a> </b>серии 900<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной и автоматической системами наклона, регулировкой температуры, откидной крышкой с противовесом, впуском горячей и холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",368077,от 0 до 300 °С,18.1 кВт,1200 мм,900 мм,850 мм,195 кг,Турция,1,1220x960x1050 мм,0,,1048866,,,380 В,,,,Да,150 л,"ручное, электрическое",
https://cdn.entero.ru/mp@2x/72/26/72264c203813a17281e6be214222567c.jpg,Сковорода опрокидывающаяся VITAL PRO-EDT90120M,VTL-PRO-EDT90120M,992427,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/368314,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368314"">VITAL PRO-EDT90120M</a> </b>серии 900 PRO<b class=""b""> </b>предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена ручной и автоматической системами наклона, регулировкой температуры, откидной крышкой с противовесом, впуском горячей и холодной воды. Закругленные углы рабочей поверхности гарантируют легкую чистку. Корпус выполнен из нержавеющей стали, термостойкие элементы из сплава Incoloy 800, устойчивого к высоким температурам, известковой коррозии и химическому воздействию.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля: 5х4 мм²</li>
<li>Количество фаз: 3</li>
<li>Диаметр входа воды: R 1/2""</li>
<li>Частота: 50 Гц</li>
</ul>",368314,от 0 до 300 °С,18.1 кВт,1200 мм,900 мм,850 мм,203 кг,Турция,1,1240x960x1100 мм,0,,1078725,,,380 В,,,,Да,120 л,"ручное, электрическое",
https://cdn.entero.ru/mp@2x/3e/c2/3ec286242e34b823a1305b75a4a508c7.jpg,Сковорода электрическая Apach Chef Line SLBPE129ASS,Сковорода электрическая Apach Chef Line SLBPE129ASS,1202118,RUB,Нет,Apach,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/305398,"<p>Электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305398"">Apach Chef Line SLBPE129ASS</a> </b>предназначена для приготовления большого объема пищи в короткие сроки. Модель оснащена автоматическим опрокидыванием и закрытой подставкой на регулируемых ножках. Конструкция выполнена из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам, днище - из дуплекса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нержавеющей стали: 2 мм</li>
</ul>",305398,,13.5 кВт,1200 мм,900 мм,900 мм,220 кг,Италия,1,1300x1000x1070 мм,0,https://entero.ru/manuals/366000/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,200 кг,380 В,,,,Да,120 л,,
https://cdn.entero.ru/mp@2x/ba/1c/ba1c27c8b9ec5339dfb563b0e4da9bfa.jpg,Сковорода опрокидывающаяся Jipa Jump 101,MKH 101,4053464,RUB,Нет,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/224863,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224863"">Jipa Jump 101</a></b> предназначена для приготовления мяса, рыбы, овощей и других продуктов различными способами на предприятиях общественного питания и торговли. Модель оснащена цветной сенсорной 10"" панелью управления с русскоязычным интерфейсом, встроенным ручным душирующим устройством с возвратным механизмом и регулируемыми по высоте опорами. Корпус и рама выполнены из нержавеющей стали AISI 304, чаша - из нержавеющей стали AISI 316.</p>

<p>В комплект поставки входят 2 корзины для варки, лопатка-скребок и сито для отделения твердой фракции от жидкой при наклоне чаши.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы приготовления:
<ul>
<li>Интенсивный и щадящий режимы </li>
<li>Жарка</li>
<li>Фритюр</li>
<li>Тушение</li>
<li>Низкотемпературное приготовление</li>
<li>Гриль</li>
<li>Поджаривание</li>
<li>Конфи</li>
<li>Су-вид</li>
</ul>
</li>
<li>Сохранение в памяти до 350 программ приготовления по 20 этапов в каждой программе</li>
<li>Быстрый нагрев</li>
<li>Регулировка температуры</li>
<li>4-х точечный зонд для измерения температуры продукта</li>
<li>Отображаемая на панели управления информация:
<ul>
<li>Индикация рабочих процессов</li>
<li>Заданная температура</li>
<li>Фактическая температура</li>
<li>Аварийные извещения</li>
<li>Сервисные сообщения</li>
</ul>
</li>
<li>Система автоматического заполнения чаши водой</li>
<li>Автоматический слив воды через затвор в дне чаши</li>
<li>Система защиты от слива фритюра в канализацию</li>
<li>Подъем и опускание крышки с электроприводом</li>
<li>Автоматический подъем и опускание корзин</li>
<li>Усиленная конструкция дна чаши</li>
<li>Розетка 220 В на корпусе для подключения вспомогательного оборудования</li>
<li>Разъем USB на корпусе для считывания эксплуатационных показателей и обновления программного обеспечения</li>
<li>Класс защиты панели управления: IPX5</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина чаши: 280 мм</li>
<li>Размер дна чаши: 713х580 мм</li>
<li>Время нагрева до 180 °C: 4 мин.</li>
<li>Шаг регулировки температуры: 1 °C</li>
<li>Точность наполнения водой: 0,1 л</li>
<li>Максимальная потребляемая мощность: 27,5 кВт</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Модель для установки на фундаменте или CNS-цоколе</li>
<li>Панель управления слева</li>
<li>Модуль для соединения двух и более аппаратов</li>
<li>Уменьшение объема чаши</li>
<li>Снижение потребляемой мощности</li>
<li>6-ти точечный зонд для измерения температуры продукта</li>
</ul>",224863,от 30 до 250 °С,,1350 мм,850 мм,1030 мм,,Чехия,,,0,,4312196,,,380 В,,,,,100 л,электрическое,
https://cdn.entero.ru/mp@2x/f4/3d/f43dd2b9155726eb58dabf20234e47c4.jpg,Сковорода опрокидывающаяся Вулкан Лайт VC98912E,Сковорода опрокидывающаяся Вулкан Лайт VC98912E,0,RUB,Нет,Вулкан,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/302150,"<p>Напольная электрическая опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302150"">Вулкан Лайт VC98912E</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""https://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+900"">тепловой линии Лайт 900</a> для жарки продуктов, пассерования овощей и тушения различных блюд. Модель оснащена защитным термостатом и регулируемыми ножками. Корпус выполнен из нержавеющей стали, задняя решетка - из чугуна с эмалированным покрытием. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция отключения при опрокидывании</li>
<li>Предохранительный выключатель</li>
<li>Клапан с термопарой</li>
<li>Откидная крышка на шарнирах</li>
<li>Регулятор системы нагрева</li>
<li>Система ручного наддува </li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Глубина поддона: 200 мм</li>
</ul>",302150,от 50 до 300 °С,12 кВт,800 мм,900 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/362206/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,,,140 кг,380 В,,,,Да,80 л,,
https://cdn.entero.ru/mp@2x/bf/09/bf098c535e70648af8efa968317ec462.jpg,Сковорода опрокидывающаяся Вулкан Лайт VC78912E,Сковорода опрокидывающаяся Вулкан Лайт VC78912E,0,RUB,Нет,Вулкан,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/300966,"<p>Напольная электрическая опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/300966"">Вулкан Лайт VC78912E</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""http://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+700"">тепловой линии Лайт 700</a> для жарки продуктов, пассерования овощей и тушения различных блюд. Модель оснащена системой пьезоподжига и газконтроля, защитным термостатом и регулируемыми ножками. Корпус выполнен из нержавеющей стали, задняя решетка - из чугуна с эмалированным покрытием. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция отключения при опрокидывании</li>
<li>Откидная крышка на шарнирах</li>
<li>Регулятор системы нагрева</li>
<li>Система ручного наддува</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Глубина сковороды: 200 мм</li>
</ul>",300966,от 50 до 300 °С,9 кВт,800 мм,730 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/361244/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,,,140 кг,380 В,,,Да,,60 л,,
https://cdn.entero.ru/mp@2x/0c/c2/0cc207b45b57e851d43c4e66c58c4ba6.jpg;https://cdn.entero.ru/mp@2x/2e/12/2e121967a0c2e929f1fddd13fa626067.jpg,Сковорода опрокидывающаяся Tecnoinox BS80IE7,616048,0,RUB,Нет,Tecnoinox,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/25825,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25825"">Tecnoinox BS80IE7</a></b> серии Tecno70 предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена нагревательными элементами и защитным термостатом для предотвращения перегрева. Корпус изготовлен из нержавеющей стали AISI 304, ванна - из мягкой стали Fe360. Оборудование может быть расположено у стены или как центральный остров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система блокировки в приподнятой позиции</li>
<li> </li>
<li>Встроенный кран для подачи воды, подключение обязательно</li>
<li>Распределитель воды для заполнения ванночки</li>
<li>Кнопка подачи воды на передней панели</li>
<li>Профилированный носик для полного слива ванны на передней панели</li>
<li>Крышка с термостойкой ручкой</li>
<li>Лампочки-индикаторы температуры</li>
<li>Может быть скреплена с другим оборудованием серии специальными соединительными элементами</li>
<li>Для облегчения чистки в полу необходим трап</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры ванны: 700x465x200 мм</li>
<li>Габариты в упаковке: 960х870х1150 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Электрическое опрокидывание</li>
<li>Соединительный элемент 220585</li>
</ul>",25825,от 45 до 300 °С,8.7 кВт,800 мм,700 мм,850 мм,,Италия,,,0,https://entero.ru/manuals/308188/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tecnoinox%20BS80IE7.pdf,,,122 кг,380 В,,,,,50 л,ручное,
https://cdn.entero.ru/mp@2x/aa/c6/aac646dbd28fbb65ec82e662cb598f7f.jpg,Сковорода опрокидывающаяся Apach APSE-87,skovoroda 700 135033,0,RUB,Нет,Apach,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/31675,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/31675"">Apach APSE-87</a></b> 700-й серии предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Модель оснащена удобным винтовым механизмом опускания и подъема чаши, крышкой с желобком для сбора конденсата, датчиком безопасности, отключающим нагрев во время опрокидывания, и регулируемыми по высоте ножками. Кран для подачи воды расположен на передней стороне изделия. Корпус выполнен из нержавеющей стали AISI 304 с покрытием scotch-brite.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты упаковки: 1000х900х1050 мм</li>
</ul>",31675,от 75 до 300 °С,9 кВт,800 мм,700 мм,850 мм,,Италия,,,0,https://entero.ru/manuals/81423/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/289365/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20APSE-87.pdf;https://entero.ru/manuals/289366/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20APSE-87.pdf;https://entero.ru/manuals/289367/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B8%20%D0%BD%D0%B0%20Apach%20APSE-87.pdf;https://entero.ru/manuals/289368/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B7%D0%B0%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D1%85%20%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9%20%D0%BD%D0%B0%20Apach%20APSE-87.pdf;https://entero.ru/manuals/289369/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240404&hd=2&autoplay=0,115 кг,380 В,,,,,50 л,ручное,0.34 м2
