Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Управление,Дозировка сыпучих веществ,Объем дозировки жидкостей
https://cdn.entero.ru/mp@2x/96/c3/96c318e319edb6e2d5432174790bef56.jpg,Дозатор поршневой Hualian PPF-5000 с верхней загрузкой,Дозатор поршневой Hualian PPF-5000 с верхней загрузкой,182896,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/290894,"<p>Напольный поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290894""><b class=""b"">Hualian PPF-5000</b></a> используется на производственных площадках, предприятиях промышленности различных отраслей, общественного питания и торговли для дозирования жидких и пастообразных продуктов таких как сметана, майонез, кетчуп, гели, соусы, кисель, акриловая краска, эмульсии и растворы. Принцип работы: продукт загружается в бункер, необходимый объем достигается соответственно регулировке хода пневматического поршня, заданная порция выгружается в подготовленную тару. Модель оснащена воронкообразным загрузочным бункером и электромеханическим управлением. Корпус и контактирующие с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">Воздушный компрессор не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Функциональные кнопки:
<ul>
<li>Переключение автоматического и ручного режимов управления</li>
<li>Режим ожидания</li>
<li>Очистка</li>
</ul>
</li>
<li>Механическая регулировка дозирования с помощью поворотного колеса с рукояткой и горизонтальной мерной шкалы </li>
<li>Ножная педаль для старта фасовки</li>
<li>Интегрированные в кнопки светодиодные индикаторы работы</li>
<li>Верхняя загрузка продукта</li>
<li>Подставка для тары</li>
<li>Устойчивая база</li>
<li>Возможность совместной эксплуатации с укупорочной машиной для создания бюджетной линии розлива </li>
<li>Эргономичный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочего давления воздуха: от 0,4 до 0,6 МПа</li>
<li>Диапазон погрешности дозирования: от 1 до 2%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Воздушный компрессор</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",290894,поршневой,220 В,0.02 кВт,1160 мм,500 мм,1080 мм,,,,0,,,,,Китай,Китай,от 10 до 18 доз/мин.,"для жидкостей, для пастообразных продуктов",полуавтоматическое,,от 500 до 5000 мл
https://cdn.entero.ru/mp@2x/40/c3/40c385f260ab7ea9710131e89794f4ac.jpg,Дозатор поршневой МАГИКОН PPF-2000T,Дозатор поршневой МАГИКОН PPF-2000T,185851,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167732,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167732""><b class=""b"">МАГИКОН PPF-2000T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционной дозировки вязких и густых продуктов без включений. Модель оснащена загрузочным бункером. Корпус выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Для работы оборудования необходим воздушный компрессор, который в комплект поставки не входит.</span></em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы - автоматический и полуавтоматический, управляемый при помощи педали</li>
<li>Регулировочное колесо, определяющее ход поршня</li>
<li>Установка настольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бункера: 30 л</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
<li>Погрешность дозирования: 1%</li>
<li>Диаметр выходного сопла: 25 мм</li>
<li>Температура продукта: до 50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Устройство перемешивания продукта в бункере</li>
<li>Система подогрева бункера</li>
<li>Фторопластовые уплотнения</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",167732,поршневой,220 В,0.02 кВт,1120 мм,250 мм,770 мм,,,,0,,197714,,35 кг,,Китай,от 10 до 12 доз/мин.,для жидкостей,полуавтоматическое,,от 200 до 300 мл
https://cdn.entero.ru/mp@2x/7e/c1/7ec171727661683324e7242197a12a63.jpg;https://cdn.entero.ru/mp@2x/ee/d7/eed7b41b6db6f41ae20b3814f4278163.jpg;https://cdn.entero.ru/mp@2x/6a/cf/6acfae11a7ca4b119f146936e37f9800.jpg,Дозатор поршневой МАГИКОН PPF-1000T с подогревом и перемешиванием,MAGIKON PPF-1000T с подогревом и перемешиванием,186066,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167700,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/167700""><b class=""b"">МАГИКОН PPF-1000T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих и пастообразных жидкостей. Модель оснащена загрузочным бункером. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Функия перемешивания</li>
<li>Функция подогрева для поддержания температуры продукта</li>
<li>Соединения без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Высококачественные цилиндры и насосы обеспечивают точность дозировки</li>
<li>Алюминиевые части машины оксидированы</li>
<li>Установка настольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость перемешивания: от 10 до 90 об/мин.</li>
<li>Максимальная температура нагрева: 70 °С</li>
<li>Погрешность дозирования: 1%</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
</ul>",167700,поршневой,220 В,2.17 кВт,1250 мм,440 мм,820 мм,,,,0,,200071,,50 кг,,Китай,от 10 до 30 доз/мин.,для жидкостей,автоматическое,,от 100 до 1000 мл
https://cdn.entero.ru/mp@2x/23/0e/230e80c2089d62f89a185578f7a28135.jpg,Дозатор объемный МАГИКОН KFG-2000,Дозатор объемный МАГИКОН KFG-2000,186495,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/126979,"<p>Объемный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126979""><b class=""b"">МАГИКОН KFG-2000 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, гранул, специй, чая, кофе и других легко-сыпучих продуктов. Модель оснащена удобной панелью управления. Дозатор и все части, соприкасающиеся с продукцией выполнены из нержавеющей стали, корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полуавтоматический</li>
<li>Быстрая перенастройка операций</li>
<li>Процесс дозирования основан на роторе со стаканами с изменяющимся объемом</li>
</ul>",126979,объемный,220 В,,650 мм,500 мм,1800 мм,,,,0,,202712,,120 кг,,,25 доз/мин.,для сыпучих веществ,полуавтоматическое,от 1200 до 2000 гр,
https://cdn.entero.ru/mp@2x/0a/78/0a78fddb47d29997c16b04092bed4c21.jpg,Дозатор Hualian KFG-3000,Дозатор Hualian KFG-3000,198260,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/125088,"<p>Напольный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125088"">Hualian KFG-3000</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, гранул, специй, чая, кофе и других легко-сыпучих продуктов. Корпус выполнен из окрашенной стали, все детали, контактирующик с продуктами, - из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125088,,220 В,0.2 кВт,650 мм,500 мм,1800 мм,,,,0,,,,120 кг,,Китай,20 доз/мин.,для сыпучих веществ,полуавтоматическое,от 1000 до 3000 гр,
https://cdn.entero.ru/mp@2x/9f/79/9f79a2cfc22315cdbf2596f4d235545b.jpg,Дозатор для розлива жидкостей МАГИКОН SF-2-1,Дозатор для розлива жидкостей МАГИКОН SF-2-1,221127,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167749,"<p>Дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167749""><b class=""b"">МАГИКОН SF-2-1 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих жидкостей без инородных вкраплений. Модель оснащена электромагнитным шестереночным насосом из нержавеющей стали. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление в автоматическом или ручном режиме</li>
<li>Инвертор импортного производства</li>
<li>Защита от перепадов напряжения сети</li>
<li>Объем дозы задается временным таймером</li>
<li>Возможность установить несколько дополнительных насадок с 1, 2 или 4 насосными механизмами</li>
<li>Возможность встраивания в поточные производственные линии</li>
<li>Компактный размер</li>
<li>Легкая очистка и дезинфекция</li>
<li>Установка настольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: 1,5%</li>
<li>Расход потока жидкости с одним насосом: 1,44 л/мин.</li>
</ul>",167749,,220 В,0.038 кВт,410 мм,330 мм,270 мм,,,,0,,,,12 кг,,Китай,,для жидкостей,автоматическое,,от 5 до 10000 мл
https://cdn.entero.ru/mp@2x/ac/f2/acf29854c2af6e8d410b4a791b32f88e.jpg;https://cdn.entero.ru/mp@2x/5e/d8/5ed8d0a4e64eb62d894a9cf75cae9569.jpg;https://cdn.entero.ru/mp@2x/e0/20/e020013a6ad02444dc6c4686779bac43.jpg;https://cdn.entero.ru/mp@2x/a1/57/a1579e29ba5d1b21f77830dc795e9669.jpg;https://cdn.entero.ru/mp@2x/bc/92/bc92ddc63cf9ad4880fbc387690299ba.jpg,Дозатор поршневой МАГИКОН PPF-500 с подогревом и перемешиванием,MAGIKON PPF-500 с подогревом и перемешиванием,228413,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167706,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167706""><b class=""b"">МАГИКОН PPF-500 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих и пастообразных жидкостей. Модель оснащена загрузочным бункером. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Функия перемешивания</li>
<li>Функция подогрева для поддержания температуры продукта</li>
<li>Все компоненты сварены друг с другом, соединения без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Высококачественные цилиндры и насосы обеспечивают точность дозировки</li>
<li>Алюминиевые части машины оксидированы</li>
<li>Установка напольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость перемешивания: от 10 до 90 об/мин.</li>
<li>Максимальная температура нагрева: 70 °С</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
<li>Энергопотребление: 2,17 кВт</li>
</ul>",167706,поршневой,220 В,,1540 мм,675 мм,1050 мм,,,,0,,245605,,65 кг,,Китай,от 7 до 20 доз/мин.,для жидкостей,автоматическое,,от 50 до 500 мл
https://cdn.entero.ru/mp@2x/9e/86/9e866559e7bd2282ee745a95a587adc3.jpg,Дозатор поршневой МАГИКОН PPF-500T с подогревом и перемешиванием,MAGIKON PPF-500T,231719,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/187668,"<p>Поршневой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187668""><b class=""b"">МАГИКОН MAGIKON PPF-500T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционного розлива в бутылки, стаканы, банки, ведра и другие емкости хорошо текучих и пастообразных жидкостей. Модель оснащена загрузочным бункером. Корпус выполнен из нержавеющей стали AISI 201, все дозирующие компоненты - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое дозирование при помощи сжатого воздуха</li>
<li>Настраиваемая скорость дозирования</li>
<li>Функия перемешивания</li>
<li>Функция подогрева для поддержания температуры продукта</li>
<li>Специальные соединители без болтов обеспечивают беспрепятственное наливание продуктов и легкую очистку</li>
<li>Внутренняя электропроводка соответствует международным стандартам</li>
<li>Установка настольная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость перемешивания: от 10 до 90 об/мин.</li>
<li>Максимальная температура нагрева: 70 °С</li>
<li>Давление воздуха: от 0,4 до 0,6 МПа</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозирующие компоненты из нержавеющей стали AISI 316</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",187668,поршневой,220 В,0.05 кВт,780 мм,240 мм,670 мм,,,,0,,,,21 кг,,Китай,,для жидкостей,автоматическое,,от 50 до 500 мл
https://cdn.entero.ru/mp@2x/ef/8e/ef8e9bb307c7dd72b2ea0aef13296b7f.jpg,Дозатор весовой МАГИКОН 1VD,MAGIKON-1VD,305622,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167885,"<p>Весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167885"">МАГИКОН 1VD</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования слайсов, роллов и различных сыпучих продуктов. Модель оснащена удобной панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая модульная система управления</li>
<li>Включает в себя бесступенчатую вибрационную систему подачи для более плавного прохождения продукта</li>
<li>Настройки программы могут быть легко настроены под любой продукт</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ковшей: 1</li>
<li>Объем ковша: 4,5 л</li>
</ul>",167885,весовой линейный,220 В,,792 мм,470 мм,1006 мм,,,,0,,,,60 кг,,Китай,от 10 до 15 доз/мин.,для сыпучих веществ,,от 20 до 1000 гр,
https://cdn.entero.ru/mp@2x/5d/f2/5df2c3a22123045d655769b3552c2961.jpg,Дозатор шнековый МАГИКОН FLG-500A,Дозатор шнековый МАГИКОН FLG-500A,340843,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/168078,"<p>Шнековый дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168078""><b class=""b"">МАГИКОН FLG-500A </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, горчицы, специй и других пылящих, трудно сыпучих продуктов в готовую тару. Модель оснащена удобной панелью управления. Корпус, дозатор и все части, соприкасающиеся с продукцией выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Параметры дозирования устанавливаются на мониторе</li>
<li>Возможна совместная работа со шнековыми загрузчиками и запайщиками для пакетов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон дозирования: от 50 до 500 мл</li>
<li>Энергопотребление: 0,7 кВт</li>
</ul>",168078,шнековый,220 В,,850 мм,500 мм,1850 мм,,,,0,,,,150 кг,,Китай,40 доз/мин.,для сыпучих веществ,,,
https://cdn.entero.ru/mp@2x/2c/01/2c0123a6a04b22027ab4a8fe6daf730a.jpg,Дозатор шнековый МАГИКОН FLG-1000A,Дозатор шнековый МАГИКОН FLG-1000A,411175,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/168080,"<p>Шнековый дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168080""><b class=""b"">МАГИКОН FLG-1000A </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, горчицы, специй и других пылящих, трудно сыпучих продуктов в готовую тару. Модель оснащена удобной сенсорной панелью управления. Корпус выполнен из окрашенной стали, дозатор и все части, соприкасающиеся с продукцией - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Параметры дозирования устанавливаются на мониторе</li>
<li>Возможна совместная работа со шнековыми загрузчиками и запайщиками для пакетов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон дозирования: от 100 до 1000 мл</li>
<li>Энергопотребление: 0,9 кВт</li>
</ul>",168080,шнековый,220 В,,950 мм,500 мм,1900 мм,,,,0,,,,200 кг,,Китай,от 5 до 25 доз/мин.,для сыпучих веществ,,,
https://cdn.entero.ru/mp@2x/78/bb/78bbb91b76fc0dd025ff1f6694be37c0.jpg,Дозатор весовой Hualian EWM-2000,Дозатор весовой Hualian EWM-2000,526608,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/94641,"<p>Электронный весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94641"">Hualian EWM-2000</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования круп, сахара, замороженных полуфабрикатов, овощей, печенья, чипсов, метизы, пластиковые изделия и других легко-сыпучих, штучных и не пылящих продуктов. Модель оснащена PLC-контроллером и 2 лотками для ""грубого"" и ""точного"" дозирования.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная погрешность дозирования: 0,2%</li>
</ul>",94641,шнековый,220 В,0.7 кВт,900 мм,670 мм,1750 мм,,,,0,,560221,,150 кг,,Китай,от 15 до 30 доз/мин.,для сыпучих веществ,полуавтоматическое,2000 гр,
https://cdn.entero.ru/mp@2x/fb/45/fb45eeba1d7ad31b9caf5d0b2a33b9e1.jpg,Дозатор весовой МАГИКОН 2VD,Дозатор весовой МАГИКОН 2VD,546130,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/126971,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126971""><b class=""b"">МАГИКОН 2VD </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования слайсов, роллов и различных сыпучих продуктов. Модель оснащена удобной панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая модульная система управления</li>
<li>Включает в себя бесступенчатую вибрационную систему подачи для более плавного прохождения продукта</li>
<li>Возможно смешивание различных продуктов</li>
<li>Настройки программы могут быть легко настроены под любой продукт</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество головок: 2</li>
<li>Объем одной головки: 4,5 л</li>
</ul>",126971,,220 В,0.7 кВт,784 мм,911 мм,1234 мм,,,,0,,,,250 кг,,Китай,30 доз/мин.,для сыпучих веществ,полуавтоматическое,от 50 до 3000 гр,
https://cdn.entero.ru/mp@2x/65/63/656365d6d0d220b4831efd406c6f2980.jpg,Дозатор таблеток Hualian ZS-2A,Дозатор таблеток Hualian ZS-2A,608580,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/304345,"<p>Полуавтоматический дозатор таблеток <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/304345"">Hualian ZS-2A</a></b> используется в фармацевтическом производстве, в исследовательских и медицинских лабораториях. Модель имеет 2 дозирующих сопла, что позволяет фасовать таблетки и капсулы одновременно в две тары. Корпус машины выполнен из нержавеющей стали марки SUS304 в полном соответствии со стандартами GMP.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Применяется с твердыми капсулами и капсулами с мягкой оболочкой, табл</li>
<li>Метод подсчета использует инфракрасный датчик</li>
<li>Информация о настройках и режимах работы на сенсорном экране:
<ul>
<li>установленное количество таблеток или капсул в правом и левом сопле</li>
<li>подсчитанное количество таблеток или капсул в правом и левом сопле</li>
<li>очистка количества таблеток и капсул</li>
<li>установка значения дозирования на одну емкость</li>
<li>выбор языка</li>
</ul>
</li>
</ul>",304345,,220 В,0.6 кВт,598 мм,740 мм,725 мм,,,,0,,654387,,55 кг,,,от 600 до 2000 доз/мин.,для сыпучих веществ,полуавтоматическое,от 5 до 25 гр,
https://cdn.entero.ru/mp@2x/a6/5f/a65f1e13052cc55472babdd4c2db18a2.jpg,Дозатор шнековый Hualian FLG-5000A для трудно сыпучих продуктов,Дозатор шнековый Hualian FLG-5000A для трудно сыпучих продуктов,612076,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/290891,"<p>Напольный шнековый дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290891""><b class=""b"">Hualian FLG-5000A</b></a> используется на производственных площадках, предприятиях промышленности различных отраслей, общественного питания и торговли для дозирования трудно сыпучих и пылящих продуктов таких как мука, специи, сухое молоко, крахмал и других. Принцип работы: продукт загружается в бункер, необходимый объем достигается соответственно количеству оборотов вращающегося шнека, заданная порция выгружается в подготовленную тару. Модель оснащена воронкообразным бункером, панелью с функциональными рукоятками и сенсорным дисплеем управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы управления:
<ul>
<li>Автоматический</li>
<li>Полуавтоматический</li>
</ul>
</li>
<li>Выключатель и переключатель режимов поворотного типа</li>
<li>Высокая точность дозирования </li>
<li>Современная система автоматизации на базе программируемого логического контроллера (PLC)</li>
<li>Простое управление благодаря удобному интерфейсу</li>
<li>Подставка для тары</li>
<li>Колеса для удобства транспортировки</li>
<li>Компактный вертикально ориентированный корпус для оптимизации пространства</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон дозирования: от 500 до 5000 мл</li>
<li>Объем бункера: 48 л</li>
</ul>",290891,шнековый,220 В,1.3 кВт,900 мм,550 мм,2000 мм,,,,0,,,,250 кг,Китай,Китай,25 доз/мин.,для сыпучих веществ,"автоматическое, полуавтоматическое",,
https://cdn.entero.ru/mp@2x/05/13/0513f36c2c90888df3b7c03abb013284.jpg,Дозатор весовой МАГИКОН 4VDS,MAGIKON-4VDS,645266,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/167889,"<p>Весовой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167889""><b class=""b"">МАГИКОН 4VDS </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования различных сыпучих продуктов. Модель оснащена удобной панелью управления. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая модульная система управления</li>
<li>Включает в себя бесступенчатую вибрационную систему подачи для более плавного прохождения продукта</li>
<li>Возможность смешивания до 4-х различных продуктов</li>
<li>Настройки программы могут быть легко настроены под любой продукт</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ковшей: 4</li>
<li>Объем ковша: 0,5 л</li>
</ul>",167889,весовой линейный,220 В,1.2 кВт,820 мм,800 мм,710 мм,,,,0,,701376,,180 кг,,Китай,70 доз/мин.,для сыпучих веществ,,от 5 до 300 гр,
https://cdn.entero.ru/mp@2x/66/1b/661b45b570ba09392bc80fae9ee2c52e.jpg,Дозатор весовой Hualian EWM-5000,Дозатор весовой Hualian EWM-5000,662400,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/290008,"<p>Напольный вибрационный линейный весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290008"">Hualian EWM-5000</a></b> используется на производственных площадках, предприятиях промышленности различных отраслей, общественного питания и торговли для дозирования легко сыпучих продуктов таких как крупы, сахар, пряники, замороженные полуфабрикаты, овощи, печенье, чипсы, метизы и пластиковые изделия. Принцип действия: продукт из расходного бункера вибролотками подается во взвешивающий ковш, дозируется и сбрасывается в подготовленную тару. Модель оснащена панелью управления с функциональными кнопками и информативным дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая точность дозирования благодаря 2 вибродатчикам</li>
<li>Современная система автоматизации на базе программируемого логического контроллера (PLC)</li>
<li>Кнопки активации функций с интегрированными светодиодными индикаторами работы</li>
<li>Кнопка аварийной остановки поворотного типа</li>
<li>Простое управление благодаря удобному интерфейсу</li>
<li>Эксплуатация в качестве самостоятельного прибора с возможностью интеграции в упаковочную линию</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Погрешность дозирования: ±0,6%</li>
</ul>",290008,весовой линейный,220 В,0.9 кВт,900 мм,640 мм,1900 мм,,,,0,,720000,,170 кг,Китай,Китай,от 8 до 22 доз/мин.,для сыпучих веществ,автоматическое,от 0 до 5000 гр,
https://cdn.entero.ru/mp@2x/d5/b5/d5b5412aba3a3ddcd1760b07fd4dbf8a.jpg,Дозатор весовой МАГИКОН 4VD,Дозатор весовой МАГИКОН 4VD,714486,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/126972,"<p>Весовой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126972"">МАГИКОН 4VD</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования слайсов, роллов и различных сыпучих продуктов. Модель оснащена удобной панелью управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая модульная система управления</li>
<li>Включает в себя бесступенчатую вибрационную систему подачи для более плавного прохождения продукта</li>
<li>Возможно смешивание различных продуктов</li>
<li>Настройки программы могут быть легко настроены под любой продукт</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество головок: 4</li>
<li>Объем одной головки: 3 л</li>
</ul>",126972,весовой мультиголовочный,220 В,1.2 кВт,684 мм,684 мм,738 мм,,,,0,,,,140 кг,,Китай,55 доз/мин.,для сыпучих веществ,полуавтоматическое,от 50 до 2000 гр,
https://cdn.entero.ru/mp@2x/f0/27/f02742eb41e5aac3e5ca9caa0c33499d.jpg,Дозатор шнековый МАГИКОН FLG-5000A,Дозатор шнековый МАГИКОН FLG-5000A,733724,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Дозаторы,https://entero.ru/item/126978,"<p>Шнековый дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126978""><b class=""b"">МАГИКОН FLG-5000A </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для дозирования порошков, горчицы, специй и других пылящих, трудно сыпучих продуктов. Модель оснащена удобной панелью управления. Корпус, дозатор и все части, соприкасающиеся с продукцией выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>PLS контроллер</li>
<li>Параметры дозирования устанавливаются на мониторе</li>
<li>Возможна совместная работа со шнековыми загрузчиками и запайщиками для пакетов</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126978,шнековый,220 В,1.3 кВт,900 мм,550 мм,2000 мм,,,,0,,,,250 кг,,Китай,25 доз/мин.,для сыпучих веществ,полуавтоматическое,от 500 до 5000 гр,
