Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Механизм поднятия головы,Вращение дежи,Загрузка теста,Обьем дежи,Кол-во скоростей,Механизм крепления чаши,Крутое тесто,Двуручный
https://cdn.entero.ru/mp@2x/1f/e3/1fe341109b6b1cc19e1b97ebe9637e46.jpg;https://cdn.entero.ru/mp@2x/48/ea/48ea87d72482f6161b2608bdd279794f.jpg,Тестомес двуручный Apach Bakery Line TW50,206406,1222864,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/193948,"<p>Двуручный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193948"">Apach Bakery Line TW50</a></b> используется на предприятиях общественного питания и торговли для замеса различных видов теста: жесткого и мягкого, дрожжевого, жирного и жидкого. Модель оснащена двухскоростным мотором, колесами и технополимерными шестернями, которые не требуют использования машинного масла и обеспечивают длительный срок службы и бесшумную работу. Корпус выполнен из окрашенной стали, дежа и месильные органы - из нержавеющей стали, верхние части месильных органов - из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 таймера</li>
<li>Защитная прозрачная крышка</li>
<li>Панель управления на боковой подставке</li>
<li>Одна рука регулируется по высоте</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка муки: от 2 до 27 кг</li>
<li>Скорость:
<ul>
<li>40 ходов/мин.</li>
<li>60 ходов/мин.</li>
</ul>
</li>
<li>Габариты в упаковке: 980х850х1700 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Переменная скорость с инвертором</li>
<li>Исполнение в другом цвете</li>
</ul>",193948,,380 В,1.6 кВт,690 мм,870 мм,1330 мм,,Италия,,,0,https://entero.ru/manuals/226429/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20TW50.pdf;https://entero.ru/manuals/291113/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20TW50.pdf;https://entero.ru/manuals/291114/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291115/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/521797/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,265 кг,,,неподъемная траверса,,46 кг,67 л,2 скорости,несъемная дежа,,Да
https://cdn.entero.ru/mp@2x/f6/d4/f6d4f17b68dfee8d27fcca37a43523a6.jpg;https://cdn.entero.ru/mp@2x/08/1f/081f8ebb3713734b5b130f3d1ee6b1a9.jpg;https://cdn.entero.ru/mp@2x/25/f5/25f5b3a4be27cbee25c9f4fdfd34349b.jpg;https://cdn.entero.ru/mp@2x/ad/00/ad00b49ba28c0e2eb2b26a33064be3d4.jpg,Тестомес спиральный Kumkaya SP 80,Тестомес спиральный Kumkaya SP 80,1249168,RUB,Нет,,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/234174,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234174"">Kumkaya SP 80</a></b> предназначен для замешивания теста различной консистенции на предприятиях общественного питания и торговли. Модель оснащена стационарной дежой, 2 моторами, защитной крышкой и колесами, облегчающими передвижение. Дежа, нож и спираль выполнены из нержавеющей стали, крышка - из ABS-пластика, опоры - из каучука.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление в ручном или автоматическом режиме</li>
<li>Ременная передача</li>
<li>Реверс дежи</li>
<li>Два таймера, по одному на каждую скорость, для регулировки времени замеса</li>
<li>Моноблочная конструкция корпуса обеспечивает отсутствие вибрации</li>
<li>Предохранительный выключатель на крышке</li>
<li>Кнопка аварийной остановки</li>
<li>Низкий уровень шума</li>
<li>Соответствует европейским нормам безопасности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка муки: 50 кг</li>
<li>Скорость вращения:
<ul>
<li>Спираль: 118 / 232 об./мин.</li>
<li>Дежа: 15,6 об./мин.</li>
</ul>
</li>
<li>Габариты дежи: 700х700х410 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Защитная решетка из нержавеющей стали</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",234174,спиральный,380 В,от 3.5 до 6.5 кВт,745 мм,1257 мм,1386 мм,,Турция,,,0,https://entero.ru/manuals/281293/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Kumkaya%20SP%2080.pdf;https://entero.ru/manuals/282637/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,,,660 кг,,,неподъемная траверса,Да,80 кг,140 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/db/9f/db9f242f920f4a154619aa6c2bd4fcf6.jpg;https://cdn.entero.ru/mp@2x/cc/16/cc16809326fa24e0dece996e7dfc5f17.jpg;https://cdn.entero.ru/mp@2x/08/28/082831244d8d96f9396647a22958f83d.jpg;https://cdn.entero.ru/mp@2x/b4/d9/b4d9b930dcaccea057b2075e48422cf1.jpg;https://cdn.entero.ru/mp@2x/23/c3/23c39d9054528f099372653f4d800c84.jpg;https://cdn.entero.ru/mp@2x/85/1b/851bc1ce4ffc7ff9f3dd3aa3871939bd.jpg;https://cdn.entero.ru/mp@2x/51/ac/51ac5f29e51fbd4ca6b58699aaee7414.jpg;https://cdn.entero.ru/mp@2x/be/fd/befd733053cc449100a3bfcf98fe378d.jpg;https://cdn.entero.ru/mp@2x/30/05/3005c033e73fa297c8dbd943465f3737.jpg,Тестомес спиральный Porlanmaz Bakery Machinery PMSP 160,Тестомес спиральный Porlanmaz Bakery Machinery PMSP 160,1276479,RUB,Нет,,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/236046,"<p>Спиральный тестомес <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236046""><b class=""b"">Porlanmaz Bakery Machinery PMSP 160 </b></a>используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса различных видов теста которое подходит для выпечки хлебобулочных или кондитерских изделий. Все элементы конструкции, контактирующие с тестом и защитная решетка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной и автоматический режимы работы</li>
<li>Трехфазный</li>
<li>Высокая скорость работы</li>
<li>Реверсивное вращение дежи</li>
<li>Дежа с отдельным приводом</li>
<li>Система прямого водоснабжения</li>
<li>Одновременное вращение дежи и спирального стержня при работе</li>
<li>Легко передвигается и фиксируется в нужном месте при необходимости</li>
<li>Интенсивный замес улучшает качество выпекаемой продукции </li>
<li>Бесшумная работа и отсутствие вибрации</li>
<li>Низкое энергопотребление</li>
<li>Легкость очистки и обработки детале</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Мощность дежи: 1,5 кВт</li>
<li>Размер дежи: 900x470 мм</li>
<li>Максимальное количество муки: 100 кг</li>
<li>Максимальное количество теста: 160 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка для дежи из слюды</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",236046,спиральный,380 В,от 5.5 до 7.5 кВт,920 мм,1500 мм,1560 мм,,Турция,,,0,https://entero.ru/manuals/284821/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Porlanmaz%20Bakery%20Machinery%20PMSP%20160.pdf;https://entero.ru/manuals/284822/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Porlanmaz%20Bakery%20Machinery%20PMSP%20160.png;https://entero.ru/manuals/477893/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Porlanmaz%20Bakery%20Machinery%20PMSP%20160.pdf,1372558,,970 кг,,,неподъемная траверса,Да,от 5 до 160 кг,300 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/ad/8d/ad8d391b26010b422bad2822ac74e316.jpg,Тестомес спиральный PANERO SUN160CL,C9056,1314403,RUB,Нет,PANERO,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/121413,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121413"">PANERO SUN160CL</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для замешивания различных видов теста с влажностью более 55%. Замешивание теста осуществляется одновременным вращением спирали и дежи. Модель оснащена усиленной спиралью, центральным отсекателем, 2 двигателями и 2 таймерами. Все детали, контактирующие в процессе работы с тестом, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое переключение с первой на вторую скорость</li>
<li>Реверс дежи на первой скорости</li>
<li>Интенсивный замес для равномерной мелкой пористости хлеба</li>
<li>Ременная передача для более тихой работы</li>
<li>Трансмиссионная передача с направлением по спирали</li>
<li>Возможность замеса небольших количеств теста</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения:
<ul>
<li>Спираль: 200 / 100 об/мин.</li>
<li>Дежа: 14 об/мин.</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",121413,спиральный,380 В,8.75 кВт,670 мм,1430 мм,1570 мм,,Италия,,,0,,1398301,,690 кг,,,неподъемная траверса,,160 кг,266 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/b6/41/b641b2e9f95b1105b948ab78e956775c.jpg;https://cdn.entero.ru/mp@2x/82/0c/820cca4c0ad94c970eb181059e3ac4d2.jpg,Тестомес самоопрокидывающийся Danler PL-260,Тестомес самоопрокидывающийся Danler PL-260,1320495,RUB,Нет,Danler,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/335744,"<p>Самоопрокидывающийся тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335744"">Danler PL-260</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономической продукции, для автоматизации процесса замешивания и вымешивания дрожжевого теста, творожной массы, картофельного пюре и других подобных вязких масс. Модель оснащена цифровой панелью управления с 2 таймерами для первой и второй скорости, гидравлической системой самоопрокидывания и специальной защитной решеткой. Корпус тестомеса выполнен из стали и окрашен белой эмалью, дежа, спираль, отсекатель и защитная решетка выполнены из специальной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 мотора: дежа, спираль и гидравлический подъемник</li>
<li>Реверсивное вращение дежи</li>
<li>Специальная форма спирали и тестоотсекателя: максимальное обогащение теста кислородом и минимальное повышение его температуры</li>
<li>Специальные ремни фирмы “ACROU” (США) в передаточном механизме значительно уменьшают вибрацию и уровень шума</li>
<li>Регулируемые по высоте ножки, предохраняют от вибрации и компенсируют неровности пола</li>
<li>Надежная и герметичная система смазки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота опрокидывания: 1325 мм</li>
<li>Диапазон таймера: от 0 до 60 мин</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Корпус из нержавеющей стали</li>
</ul>",335744,спиральный,380 В,14.5 кВт,1720 мм,1570 мм,1560 мм,,Россия,,,0,https://entero.ru/manuals/477022/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Danler%20PL-260.doc,1435321,,1268 кг,,,,Да,от 20 до 160 кг,260 л,2 скорости,,,
https://cdn.entero.ru/mp@2x/6e/55/6e55b5bb8e1065811fea848418a17b4f.jpg,Тестомес спиральный Memak OTTO 250,Тестомес спиральный Memak OTTO 250,1385561,RUB,Нет,,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/237378,"<p>Спиральный тестомес <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/237378""><b class=""b"">Memak OTTO 250</b></a> предназначен для замешивания теста с различной основой и консистенцией для выпечки хлебобулочных или кондитерских изделий на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена двойными электронными часами с двойной индикацией скорости. Комплект ножей, спирали и защитная крышка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Трехфазный</li>
<li>Поршневая крышка дежи</li>
<li>Система ременной передачи со шкивом и ремнем Poly-V</li>
<li>Автоматическая подачи воды</li>
<li>Реверсивное вращение дежи​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Мощность:
<ul>
<li>Двигатель спирали: 7,5 / 11 кВт</li>
<li>Двигатель дежи: 1,5 кВт</li>
</ul>
</li>
<li>Максимальное количество муки: 150 кг</li>
<li>Размеры дежи: 900x470 мм</li>
<li>Впускное отверстие воды: 1/2""</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Цифровое измерение температуры теста</li>
<li>Автоматическая система регулировки количества воды</li>
</ul>

<p><em><span style=""color:#FF0000;"">​Внимание! На фото аналогичная модель другого размера.</span></em></p>",237378,спиральный,380 В,от 7.5 до 11 кВт,1070 мм,1500 мм,1600 мм,,Турция,,,0,https://entero.ru/manuals/288431/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Memak%20OTTO%20250.pdf;https://entero.ru/manuals/311408/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Memak%20OTTO%20250.pdf,,,1150 кг,,,неподъемная траверса,Да,250 кг,368 л,,несъемная дежа,,
https://cdn.entero.ru/mp@2x/50/3f/503f9930ff3592a0272ead2205709761.jpg;https://cdn.entero.ru/mp@2x/67/7a/677aa20fd112c89f48d067369cd3ff9b.jpg,Тестомес двуручный Apach Bakery Line TW60,206407,1386941,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/193952,"<p>Двуручный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193952"">Apach Bakery Line TW60</a></b> используется на предприятиях общественного питания и торговли для замеса различных видов теста: жесткого и мягкого, дрожжевого, жирного и жидкого. Модель оснащена двухскоростным мотором, колесами и технополимерными шестернями, которые не требуют использования машинного масла и обеспечивают длительный срок службы и бесшумную работу. Корпус выполнен из окрашенной стали, дежа и месильные органы - из нержавеющей стали, верхние части месильных органов - из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 таймера</li>
<li>Защитная прозрачная крышка</li>
<li>Панель управления на боковой подставке</li>
<li>Одна рука регулируется по высоте</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка муки: от 2 до 32 кг</li>
<li>Скорость:
<ul>
<li>40 ходов/мин.</li>
<li>60 ходов/мин.</li>
</ul>
</li>
<li>Габариты в упаковке: 980х850х1700 мм</li>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Переменная скорость с инвертором</li>
<li>Исполнение в другом цвете</li>
</ul>",193952,,380 В,1.6 кВт,690 мм,880 мм,1400 мм,,Италия,,,0,https://entero.ru/manuals/226437/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20TW60.pdf;https://entero.ru/manuals/291110/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20TW60.pdf;https://entero.ru/manuals/291111/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291112/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/521798/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,272 кг,,,неподъемная траверса,,57 кг,81 л,2 скорости,несъемная дежа,Да,Да
https://cdn.entero.ru/mp@2x/23/01/23011dab03516275f97f92e8b002e992.jpg,Тестомес спиральный Apach Bakery Line V-R 60,Тестомес спиральный Apach Bakery Line V-R 60,1519419,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/201408,"<p>Электрический спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/201408"">Apach Bakery Line V-R 60</a></b> используется на предприятиях общественного питания и торговли для замеса различных видов теста: пшеничного, ржано-пшеничного, ржаного и теста для кондитерских изделий. Модель оснащена двойной трансмиссией. Дежа, спираль и центральный отсекатель выполнены из нержавеющей стали высокой прочности,</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замес теста с влажностью более 45%</li>
<li>Увеличивает объем теста в 1,5-2 раза</li>
<li>Усиленная спираль</li>
<li>Ременная передача</li>
<li>2 мотора</li>
<li>2 скорости</li>
<li>2 опциональных электро-механических таймера</li>
<li>Электронные кнопки с системой bypass selector</li>
<li>Реверс дежи на первой скорости</li>
<li>Возможность замешивать небольшие количества теста</li>
<li>Соответствует актуальным требованиям безопасности ЕС</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1280х810х1500 мм</li>
<li>Цвет: белый​</li>
</ul>

<p><b>Опции (заказываются отдельно):</b>​</p>

<ul>
<li>Электронная система управления</li>
<li>Панель touch-screen с вариатором скорости</li>
<li>Датчик температуры</li>
<li>Пластиковая крышка из плексигласа</li>
<li>​Корпус из нержавеющей стали</li>
<li>Вариатор привода дежи и спирали</li>
<li>Система быстрой смены месильного органа</li>
<li>Исполнение в другом цвете</li>
</ul>",201408,спиральный,380 В,5.35 кВт,698 мм,1126 мм,1385 мм,,Италия,,,0,https://entero.ru/manuals/235864/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20V-R%2060.pdf;https://entero.ru/manuals/291191/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20V-R%2060.pdf;https://entero.ru/manuals/291192/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20V-R%2060.pdf;https://entero.ru/manuals/291193/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291194/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/521799/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1599388,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,380 кг,,,неподъемная траверса,Да,60 кг,117 л,2 скорости,несъемная дежа,Да,
https://cdn.entero.ru/mp@2x/fc/47/fc47441a2bb4b48623f4d678386b3485.jpg,Тестомес самоопрокидывающийся Danler PL-330,Тестомес самоопрокидывающийся Danler PL-330,1560585,RUB,Нет,Danler,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/335745,"<p>Самоопрокидывающийся тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335745"">Danler PL-330</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономической продукции, для автоматизации процесса замешивания и вымешивания дрожжевого теста, творожной массы, картофельного пюре и других подобных вязких масс. Модель оснащена гидравлической системой самоопрокидывания. Дежа, спираль, отсекатель и защитная решетка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 мотора: дежа, спираль и гидравлический подъемник</li>
<li>Реверсивное вращение дежи</li>
<li>Специальная форма спирали и тестоотсекателя: максимальное обогащение теста кислородом и минимальное повышение его температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота опрокидывания: 1345 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Корпус из нержавеющей стали</li>
</ul>",335745,спиральный,380 В,15.55 кВт,1750 мм,1550 мм,1650 мм,,Россия,,,0,,,,1420 кг,,,,Да,от 30 до 220 кг,330 л,2 скорости,,,
https://cdn.entero.ru/mp@2x/f8/4a/f84ad506c63557408c2ad93fd79bf095.jpg,Тестомес спиральный Apach Bakery Line V-R 80,Тестомес спиральный Apach Bakery Line V-R 80,1592944,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/201412,"<p>Электрический спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/201412"">Apach Bakery Line V-R 80</a></b> используется на предприятиях общественного питания и торговли для замеса различных видов теста: пшеничного, ржано-пшеничного, ржаного и теста для кондитерских изделий. Модель оснащена двойной трансмиссией. Дежа, спираль и центральный отсекатель выполнены из нержавеющей стали высокой прочности,</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замес теста с влажностью более 45%</li>
<li>Увеличивает объем теста в 1,5-2 раза</li>
<li>Усиленная спираль</li>
<li>Ременная передача</li>
<li>2 мотора</li>
<li>2 скорости</li>
<li>2 опциональных электро-механических таймера</li>
<li>Электронные кнопки с системой bypass selector</li>
<li>Реверс дежи на первой скорости</li>
<li>Возможность замешивать небольшие количества теста</li>
<li>Соответствует актуальным требованиям безопасности ЕС</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество оборотов:
<ul>
<li>На 1 скорости: 87 об/мин</li>
<li>На 2 скорости: 182 об/мин</li>
</ul>
</li>
<li>Габариты в упаковке: 1280х810х1500 мм</li>
<li>Цвет: белый​</li>
</ul>

<p><b>Опции (заказываются отдельно):</b>​</p>

<ul>
<li>Электронная система управления</li>
<li>Панель touch-screen с вариатором скорости</li>
<li>Датчик температуры</li>
<li>Пластиковая крышка из плексигласа</li>
<li>​Корпус из нержавеющей стали</li>
<li>Вариатор привода дежи и спирали</li>
<li>Система быстрой смены месильного органа</li>
<li>Исполнение в другом цвете</li>
</ul>",201412,спиральный,380 В,5.75 кВт,698 мм,1126 мм,1385 мм,,Италия,,,0,https://entero.ru/manuals/235881/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20V-R%2080.pdf;https://entero.ru/manuals/291187/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20V-R%2080.pdf;https://entero.ru/manuals/291188/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20V-R%2080.pdf;https://entero.ru/manuals/291189/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291190/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/521800/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1659317,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,390 кг,,,неподъемная траверса,Да,80 кг,131 л,2 скорости,несъемная дежа,Да,
