Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Количество емкостей,Общий объем,Потребляемая мощность,Способ установки,Помпа,Объем одной емкости,Ночное хранение
https://cdn.entero.ru/mp@2x/4c/d3/4cd30efd9c208d9625cbae4cb52c93d1.jpg,Фризер для мягкого мороженого Rosso HIM-03 (3 рожка),HIM-03,120631,RUB,Нет,Rosso,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/370630,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370630""><b class=""b"">Rosso HIM-03</b></a> используется на предприятиях общественного питания и торговли для приготовления мягкого мороженого из жидкой смеси. Модель оснащена электронно-механическим управлением с информативным дисплеем, 2 бункерами и 3 порционными рожками. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Подсчет выданных порций</li>
<li>Механическая регулировка твердости мороженого</li>
<li>Режим мойки для упрощения санитарно-гигиенического ухода</li>
</ul>
</li>
<li>Два бункера для загрузки готовых сухих смесей 2-х видов </li>
<li>Приготовление мороженого 3-х различных вкусов (два – моно и один – комбинация из этих двух) </li>
<li>Порционирование в вафельные рожки или креманки путем нажатия рычага</li>
<li>Компактная настольная конструкция</li>
<li>Стильный привлекательный дизайн</li>
<li>Хладагент R290</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления мороженого: 18 мин</li>
<li>Высота ёмкости: 84 мм </li>
<li>Расчетная производительность: от 18 до 25 л/час</li>
</ul>",370630,для мягкого мороженого,220 В,1.7 кВт,740 мм,518 мм,780 мм,108 кг,Китай,1,810x610x890 мм,0,,128331,,,от 11 до 16 кг/ч,2,12.5 л,,настольный,,,
https://cdn.entero.ru/mp@2x/ce/8d/ce8d208ac250e61663f1470de01978cb.jpg;https://cdn.entero.ru/mp@2x/4e/f8/4ef8c9c6a82aa3b2719098236f59ef6f.jpg;https://cdn.entero.ru/mp@2x/42/27/4227b40f06f0f3280e89221dad0d7132.jpg;https://cdn.entero.ru/mp@2x/3e/4e/3e4ef6491db172538bc24e014f6263ea.jpg;https://cdn.entero.ru/mp@2x/fc/52/fc520b4c84b4f11f239e84f95bf1c47e.jpg;https://cdn.entero.ru/mp@2x/f3/7a/f37a36152efc681e5fdaac5e4246d0f6.jpg;https://cdn.entero.ru/mp@2x/f7/59/f75921793801af58ea903688f929cdc3.jpg;https://cdn.entero.ru/mp@2x/c5/a8/c5a86a90b74d4ed9d6b4ee4e9ad00f94.jpg;https://cdn.entero.ru/mp@2x/e8/bf/e8bfb252d7e766fcde11d7237850ff44.jpg;https://cdn.entero.ru/mp@2x/0b/6d/0b6d6fc477c47bfbda5b8d946e55ec53.jpg;https://cdn.entero.ru/mp@2x/8a/69/8a69bcf79115a17f8e8aee965bae0a5e.jpg;https://cdn.entero.ru/mp@2x/55/6c/556c465e19d0d72ebe24254a2d8209d6.jpg;https://cdn.entero.ru/mp@2x/b7/e3/b7e3c5820995aaf4728878ac31fadaba.jpg,"Фризер для жареного мороженого Foodatlas KCB-2F (контейнеры, световой короб, стол для топпингов, 2 компрессора)","KCB-2F Foodatlas (контейнеры, свет.короб, стол для топпингов, 2 компр)",134411,RUB,Нет,Foodatlas,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/110297,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110297""><b class=""b"">Foodatlas KCB-2F </b></a>используется на предприятиях общественного питания и торговли для приготовления жареного мороженого в роллах. Модель оснащена механическим управлением, столом для топпингов, 6 квадратными контейнерами, световым коробом, 2 квадратными охлаждаемыми поверхностями для ""жарки"" десерта при минусовой температуре и 4 колесами, 2 из которых снабжены тормозом. Корпус выполнен из нержавеющей стали 430, сковорода и контейнеры - из нержавеющей стали 304, радиатор - из алюминия, каркас светового короба - из оргстекла, полотно светового короба - из ПВХ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 компрессора</li>
<li>Хладагент: R410A</li>
<li>Подсветка: светодиодная лента с 100 лампами на погонный метр</li>
<li>Тип подсветки: торцевой</li>
<li>Европейская вилка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура охлаждения: -15 °C</li>
<li>Размеры рабочих поверхностей: 310x310 мм</li>
<li>Глубина рабочих поверхностей: 30 мм</li>
<li>Время охлаждения сковороды: 5 мин.</li>
<li>Длина стола для топпингов: 350 мм</li>
<li>Размер контейнеров: 80x80x100 мм</li>
<li>Мощность подсветки: от 0,012 до 0,03 кВт</li>
<li>Толщина материала корпуса: 0,8 мм</li>
<li>Количество хладагента в компрессоре: 0,5 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с другим количествобез светового короба и стола для топпингов.</span></em></p>",110297,для твердого мороженого,220 В,3.6 кВт,1150 мм,500 мм,1300 мм,,Китай,,,0,https://entero.ru/manuals/364236/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20KCB-2F.pdf,146099,https://vk.com/video_ext.php?oid=-177656185&id=456240018&hd=2&autoplay=0,60 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/d4/15/d4153eecdf3bf36dd78b767f9bc829d6.jpg;https://cdn.entero.ru/mp@2x/10/06/10067f6e7ec91a76e45f2846b71eb690.jpg;https://cdn.entero.ru/mp@2x/b7/86/b786520a64aa7a07a78f95fa339ceaa5.jpg,Фризер для мороженого STAF59 BTM10 A,Фризер для мороженого STAF59 BTM10 A,474983,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/344787,"<p>Фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344787"">STAF59 BTM10 A</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого и джелато. Модель оснащена прямым приводом со смазанными редукторами для снижения вибраций и колебаний, а также предотвращения проскальзывания, регулировки и замены ремней. Прозрачная двойная крышка позволяет контролировать трансформацию смеси на протяжении всего этапа работы и позволяет безопасно загрузить ингредиенты при работающей мешалке. Корпус и мешалка выполнены из нержавеющей стали, скребки - из полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение конденсатора</li>
<li>Вал мешалки с верхним уплотнением</li>
<li>Вертикальный цилиндр с верхней загрузкой</li>
<li>Крышка с датчиком остановки вращения мешалки</li>
<li>Мешалка с 1 скоростью вращения</li>
<li>Боковые и нижние скребки</li>
<li>Механическое управление</li>
<li>Таймер</li>
<li>Ручная выгрузка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка за цикл: от 1,15 до 2,3 кг</li>
<li>Производительность: 10 л/час</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344787,для твердого мороженого,220 В,1.1 кВт,435 мм,564 мм,514 мм,55 кг,Италия,1,600x700x650 мм,0,https://entero.ru/manuals/420141/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STAF59%20BTM10%20A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,494774,,45 кг,9 кг/ч,,,,,,,
https://cdn.entero.ru/mp@2x/07/45/0745bd90c84b7d025f818043b49fa18d.jpg;https://cdn.entero.ru/mp@2x/6c/a6/6ca6215971ae4e2ba32fb01ee67db85c.jpg;https://cdn.entero.ru/mp@2x/52/4e/524ef66201995c46f693419d447fdc7a.jpg;https://cdn.entero.ru/mp@2x/16/ae/16ae2cd63b9118ec1e18052fa5b4e2f1.jpg;https://cdn.entero.ru/mp@2x/a0/6b/a06bfb7bf90c8a1bd4ccffc94ef2f850.jpg,Фризер для мороженого UGOLINI Quick-GEL,QUICKGEL,504937,RUB,Нет,UGOLINI,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/106313,"<p>Фризер для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106313"">UGOLINI Quick-GEL</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления и порционирования в рожки или стаканчики мягкого мороженного. Модель оснащена сенсорным дисплеем с иконками, LED подсветкой, датчиком чаши и съемными панелями для легкой очистка конденсатора. Шнек выполнен из пластика POM.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Универсальное программирование для приготовления различных продуктов</li>
<li>Герметичный компрессор</li>
<li>Конденсатор с воздушным охлаждением</li>
<li>Бесщеточный мощный двигатель</li>
<li>Защита от перегрузки</li>
<li>Низкое энергопотребление, если прибор не используется в течение длительного времени</li>
<li>Большой лоток-подставка</li>
<li>Верхняя крышка с антивибрационной прокладкой</li>
<li>Хладагент: R404a</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Производительность 1 порции: 20 сек.</li>
<li>Дозировка: 80 г</li>
<li>Объем емкости испарителя: 2 л</li>
<li>Уровень шума: менее 70 дБ</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замок</li>
<li>Шнек из нержавеющей стали</li>
<li>Дизайн боковых панелей</li>
</ul>",106313,для мягкого мороженого,220 В,1.3 кВт,260 мм,570 мм,720 мм,55 кг,Италия,1,350x680x910 мм,0,https://entero.ru/manuals/97497/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20UGOLINI%20Quick-GEL%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/97498/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGOLINI%20Quick-GEL%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/97501/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20UGOLINI%20Quick-GEL%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/97502/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,542943,https://vk.com/video_ext.php?oid=-177656185&id=456239098&hd=2&autoplay=0,50 кг,14 кг/ч,1,4 л,,,,4 л,
https://cdn.entero.ru/mp@2x/ab/c8/abc868b8c10effb33c1642545ebf1ccb.jpg;https://cdn.entero.ru/mp@2x/fe/e1/fee1f2bc5c55776b13c55a53d866fcd3.jpg,Фризер для мороженого Bras IS-Cream with mixer,124972,639614,RUB,Нет,Bras,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/85780,"<p>Фризер для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85780"">Bras IS-Cream with mixer</a></b> используется в барах и кафе для приготовления мягкого мороженого различной консистенции в нижнем охлаждающем цилиндре и охлаждения смеси в верхней ванне. Модель оснащена 3 режимами работы: приготовление, хранение мороженого при оптимальной температуре и очистка. В конструкции предусмотрена съемная панель для легкой очистки конденсатора.</p>

<p><b><b>Особенности:</b></b></p>

<ul>
<li>Бесщеточный двигатель с изменяемой скоростью</li>
<li>Герметичный компрессор</li>
<li>Конденсатор с воздушным охлаждением</li>
<li>Регулировка степени густоты продукта от 1 до 10</li>
<li>Гравитационная подача готового продукта осуществляется с помощью клапана регулирования воздушного потока</li>
<li>Для получения воздушного мороженого устанавливается трубка для перемешивания, состоящая из 2 частей и обеспечивающая подачу воздуха в цилиндр вместе со смесью</li>
<li>Когда продукт достигает заданной температуры, отключается система охлаждения, миксер замедляется</li>
<li>Через заданный промежуток времени (заводская установка 10 мин.) включается охлаждение и увеличивается скорость миксера</li>
<li>Сенсорный дисплей с современными интуитивно понятными иконками и отображением температуры смеси в верхней ванне</li>
<li>Точное программное обеспечение для полного контроля за продуктом</li>
<li>Программирование для продукции разной консистенции</li>
<li>Количество подаваемого воздуха регулируется поворотом трубки</li>
<li>Система самодиагностики</li>
<li>Функция энергосбережения при длительном простое</li>
<li>В режиме очистки используется моющий раствор, охлаждение невозможно, шнек двигается с большой скоростью</li>
<li>Защита от перегрузки</li>
<li>Верхняя крышка с антивибрационным уплотнителем </li>
<li>Вместительный поддон для пролитой жидкости с индикатором уровня</li>
<li>Раздаточный узел</li>
<li>LED-подсветка рекламной графики: рекламные картинки в верхней части легко меняются</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: вафельный конус 80 г за 20 сек.</li>
<li>Объем:
<ul>
<li>Ванна: 4 л</li>
<li>Цилиндр: 2 л</li>
</ul>
</li>
<li>Температура окружающей среды: от 5 до 32 °С</li>
<li>Уровень шума: до 70 дБ</li>
</ul>",85780,для мягкого мороженого,220 В,,260 мм,570 мм,720 мм,,Италия,,,0,https://entero.ru/manuals/64014/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Bras%20IS-Cream%20with%20mixer%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/64017/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20Bras%20IS-Cream%20with%20mixer%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/64016/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/64015/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bras%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,673278,,50 кг,14 кг/ч,1,4 л,,настольный,,4 л,Да
https://cdn.entero.ru/mp@2x/60/4f/604fc705ba14484c83997c99cf43946b.jpg,Приставка для сиропа Flavor Burst TS80SS-INT,Приставка для сиропа Flavor Burst TS80SS-INT,644193,RUB,Нет,Flavor Burst,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/59805,"<p>Приставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59805"">Flavor Burst TS80SS-INT</a></b> для сиропа используется для украшения мягкого мороженого, а также придания различных вкусов путем автоматического добавления сиропа в мороженое непосредственно в процессе его раздаче. Приставка имеет возможность комбинировать несколько вкусов сиропа и управляется сенсорным экраном. Модель встраивается в подставку С201.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество видов сиропа: 8</li>
<li>Напряжение: 230 В</li>
<li>Мощность: 0,2 кВт</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара представлено в ознакомительных целях. На фото модель показана с фризером Taylor C708 и подставкой С201.</span></em></p>",59805,,,,,,,,,,,0,,692681,,,,,,,,,,
https://cdn.entero.ru/mp@2x/25/d0/25d0c841bf5b74b07a26d1ff521ebbd0.jpg,Приставка для сиропов Flavor Burst TS 80SS-DLX,Приставка для сиропов Flavor Burst TS 80SS-DLX,688743,RUB,Нет,Flavor Burst,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/59804,"<p>Приставка для сиропа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59804""><b class=""b"">Flavor Burst TS80SS-DLX</b></a> используется для украшения мягкого мороженого, а также придания различных вкусов, путем автоматического добавления сиропа в мороженое, непосредственно в процессе его раздаче. Приставка имеет возможность комбинировать несколько вкусов сиропа и управляется сенсорным экраном.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество видов сиропа: 9</li>
<li>Напряжение: 230 В</li>
<li>Мощность: 0,20 кВт</li>
<li>Габариты: 435х635х580 мм</li>
</ul>",59804,,,,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/3a/8d/3a8d62d4ee6a01e81116dd52f4268e37.jpg;https://cdn.entero.ru/mp@2x/04/75/04757b5eea25f4d13eb52058d29551d5.jpg;https://cdn.entero.ru/mp@2x/8b/56/8b56caa044883d943c676e056828aada.jpg,Батч-фризер для мороженого STAF59 BTE150 A,Батч-фризер для мороженого STAF59 BTE150 A,705543,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/344672,"<p>Настольный батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344672"">STAF59 BTE150 A</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого и джелато. Модель оснащена прямым приводом с редукторами для снижения вибраций и колебаний, а также предотвращения проскальзывания, регулировки и замены ремней. Мешалка с 3 скоростями обеспечивает дозирование небольших объемов смеси с сохранением оптимальной структуры и облегчения операций экстракции и очистки. Двойная прозрачная крышка позволяет контролировать изменение смеси на протяжении всего этапа работы и гарантирует безопасную загрузку ингредиентов при работающей мешалке. Корпус и мешалка выполнены из нержавеющей стали, скребки - из полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение конденсатора</li>
<li>Вал мешалки с верхним уплотнением</li>
<li>С боковыми и нижними скребками</li>
<li>Переключатель размораживания резервуара для облегчения перезапуска каждой мешалки</li>
<li>Противоскользящее покрытие для бака</li>
<li>Инвертор с рампой ускорения мешалки для защиты трансмиссии от любых механических нагрузок</li>
<li>Возможность активации цикла заморозки даже во время экстракции</li>
<li>Кран на уровне дна резервуара</li>
<li>Вертикальный цилиндр с верхней загрузкой</li>
<li>Крышка с датчиком остановки вращения мешалки</li>
<li>Электронно-механическое управление</li>
<li>Таймер</li>
<li>Функция размораживания цилиндра</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка за цикл: от 1,15 до 2,3 кг</li>
<li>Производительность: 15 л/час</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344672,для твердого мороженого,220 В,1.6 кВт,435 мм,600 мм,595 мм,70 кг,Италия,1,600x750x750 мм,0,https://entero.ru/manuals/419801/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STAF59%20BTE150%20A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,750578,,58 кг,12 кг/ч,1,,,,,,
https://cdn.entero.ru/mp@2x/a6/b7/a6b72a92b374618ebbe3ae6678641a16.jpg;https://cdn.entero.ru/mp@2x/63/6c/636cfdc6fe678d3458762fe21bcc10d8.jpg,Фризер для мороженого STAF59 BFE150A,Фризер для мороженого STAF59 BFE150A,709604,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/344788,"<p>Фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344788"">STAF59 BFE150A</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого и джелато. Модель оснащена прямым приводом с редукторами для снижения вибраций и колебаний, а также предотвращения проскальзывания, регулировки и замены ремней. Мешалка с 3 скоростями дозирует небольшие объемы смеси с сохранением оптимальной структуры и облегчения операций экстракции и очистки. Прозрачная двойная крышка позволяет контролировать трансформацию смеси на протяжении всего этапа работы и позволяет безопасно загрузить ингредиенты при работающей мешалке. Корпус и мешалка выполнены из нержавеющей стали, скребки - из полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение конденсатора</li>
<li>Вал мешалки с верхним уплотнением</li>
<li>Саморегулирующиеся и долговечные боковые и нижние скребки </li>
<li>Переключатель размораживания резервуара для облегчения перезапуска каждой мешалки</li>
<li>Противоскользящее покрытие для бака</li>
<li>Инвертор с рампой ускорения мешалки для защиты трансмиссии от любых механических нагрузок</li>
<li>Возможность активации цикла заморозки даже во время экстракции</li>
<li>Кран на уровне дна резервуара</li>
<li>Вертикальный цилиндр с верхней загрузкой</li>
<li>Крышка с датчиком остановки вращения мешалки</li>
<li>Электронно-механическое управление</li>
<li>Таймер</li>
<li>Функция размораживания цилиндра</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка за цикл: от 1,15 до 2,3 кг</li>
<li>Производительность: 15 л/час</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344788,для твердого мороженого,220 В,1.6 кВт,435 мм,605 мм,1070 мм,85 кг,Италия,1,600x750x1250 мм,0,https://entero.ru/manuals/420142/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STAF59%20BFE150A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,746952,,69 кг,12 кг/ч,,,,,,,
https://cdn.entero.ru/mp@2x/6b/10/6b1040d4141c50a8a969746b911be421.jpg;https://cdn.entero.ru/mp@2x/f3/15/f3158e09b87ff84520b5f143683cb4c8.jpg;https://cdn.entero.ru/mp@2x/1b/9a/1b9a6288f5f3c408b1bac4f94e460abf.jpg,Батч-фризер для мороженого STAF59 BTX150 A,Батч-фризер для мороженого STAF59 BTX150 A,778699,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/344663,"<p>Настольный батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344663"">STAF59 BTX150 A</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого и джелато. Модель оснащена прямым приводом с редукторами для снижения вибраций и колебаний, а также предотвращения проскальзывания, регулировки и замены ремней. Прозрачная двойная крышка позволяет контролировать трансформацию смеси на протяжении всего этапа работы и позволяет безопасно загрузить ингредиенты при работающей мешалке. Корпус и мешалка выполнены из нержавеющей стали, скребки - из полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение конденсатора</li>
<li>Вал мешалки с верхним уплотнением</li>
<li>Саморегулирующиеся и долговечные боковые и нижние скребки </li>
<li>Переключатель размораживания резервуара для облегчения перезапуска каждой мешалки</li>
<li>Противоскользящее покрытие для бака</li>
<li>Инвертор с рампой ускорения мешалки для защиты трансмиссии от любых механических нагрузок</li>
<li>Возможность активации цикла заморозки даже во время экстракции</li>
<li>Кран на уровне дна резервуара</li>
<li>Бортовой компьютер с 61 программой: каждая программа работает легко и автоматически, с заданными параметрами или вручную.</li>
<li>Регулировка скорости мешалки</li>
<li>1 программа смешивания: для смешивания, взбивания и мытья</li>
<li>40 программ заморозки партии с контролем плотности Ad Hoc</li>
<li>1 программа заморозки/охлаждения партии с контролем времени</li>
<li>5 программ пакетной заморозки/охлаждения/консервирования с контролем температуры</li>
<li>7 программ контроля плотности заморозки партии</li>
<li>7 цепных программ для комбинации до 5 различных программ</li>
<li>Динамическое изменение текущих циклов</li>
<li>Многоязычный дисплей с визуальными, буквенно-цифровыми или графическими сигналами текущего цикла</li>
<li>Изменяемая скорость мешалки для работы с джелато/мороженым с различной структурой</li>
<li>Регулирование температуры с помощью ПИД (пропорционально-интегрально-дифференциального)</li>
<li>Полная интеграция инвертора и электроники</li>
<li>Акустические и визуальные индикаторы неисправностей</li>
<li>Контроль консистенции Ad Hoc для производства кремообразного, плотного и сухого мороженого</li>
<li>Настраиваемые рецепты для получения нужной консистенции, плотности и удобоукладываемости</li>
<li>Вертикальный цилиндр с верхней загрузкой</li>
<li>Крышка с датчиком остановки вращения мешалки</li>
<li>Электронный контроллер</li>
<li>Функция размораживания цилиндра</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер дисплея: 2,5""</li>
<li>Загрузка за цикл: от 1,15 до 2,3 кг</li>
<li>Производительность: 15 л/час</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344663,для твердого мороженого,220 В,1.6 кВт,435 мм,605 мм,595 мм,82 кг,Италия,1,550x700x750 мм,0,https://entero.ru/manuals/419713/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STAF59%20BTX150%20A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,837311,,69 кг,12 кг/ч,,,,,,,
