Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Назначение,Вес (с упаковкой),Подсветка,Размер подогреваемой ванны,Колеса
https://cdn.entero.ru/mp@2x/71/b8/71b8c9ab46730bf5da2d534ed2d8ed8e.jpg,Мармит для картофеля фри КАМИК МФ-320888,320888,101438,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/100926,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100926"">КАМИК МФ-320888</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашной дверью и осветительным коробом. Столешница выполнена из нержавеющей стали AISI 430 толщиной 1,5 мм, корпус и остальные части изделия - из нержавеющей стали AISI 430 толщиной 1 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Профиль: 40х40 мм</li>
</ul>",100926,от 30 до 60 °С,220 В,1 кВт,500 мм,580 мм,1740 мм,,,,0,,,,Россия,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/d7/f3/d7f3c757bb9c580023e907ffb2b3ba94.jpg,Мармит для картофеля фри КАМИК МФ-312111,312111,116680,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/100931,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100931"">КАМИК МФ-312111</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверями и осветительным коробом. Диспенесер и решетки выполнены из нержавеющей стали AISI 304 толщиной 1 мм, корпус и остальные части изделия - из нержавеющей стали AISI 430 толщиной 1 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Профиль: 40х40 мм</li>
</ul>",100931,от 30 до 60 °С,220 В,1 кВт,900 мм,750 мм,1740 мм,,,,0,,,52 кг,Россия,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/10/39/1039c3e64dd5c63e0e4d8a2ec4cbfc28.jpg,Мармит для картофеля фри Apach Chef Line GLCPSE47P,Мармит для картофеля фри Apach Chef Line GLCPSE47P,126463,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305421,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305421"">Apach Chef Line GLCPSE47P</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Подогрев сверху и снизу гарантирует равномерность прогрева. Корпус и столешница выполнены из нержавеющей стали AISI 304 18/10, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Задняя техническая секция для подключения к коммуникациям</li>
<li>Быстросъемная передняя панель для доступа кo всем комплектующим</li>
<li>Гастроемкость GN 1/1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер емкости: 310x510x160 мм</li>
</ul>",305421,,220 В,1.35 кВт,400 мм,730 мм,250 мм,23 кг,1,500x830x450 мм,0,https://entero.ru/manuals/366021/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,20 кг,Италия,Италия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/80/eb/80eb23ae07b16a83f4e6f16c999562fc.jpg,Мармит для картофеля фри КАМИК МФ-326031,326031,131632,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/100929,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100929"">КАМИК МФ-326031</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверями, осветительным коробом, колесами, пакетодержателем и навесным карманом. Столешница и корпус выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1,09 м<sup>3</sup></li>
</ul>",100929,от 30 до 60 °С,220 В,1 кВт,860 мм,700 мм,1810 мм,,,,0,,141540,87.2 кг,Россия,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/0b/6c/0b6c39a525682fb095a918166ae2ab0d.jpg,Мармит для картофеля фри КАМИК МФ-341997,Мармит для картофеля фри КАМИК МФ-341997,133026,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/292796,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292796"">КАМИК МФ-341997</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашной дверью, коробом с керамическим нагревателем, навесным карманом, пакетодержателем и подсветкой. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входит лоток для сбора жира.</p>",292796,от 30 до 60 °С,220 В,,600 мм,700 мм,1500 мм,,,,0,,140027,,,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/41/fd/41fdf92bc55e9296313035b39ed9d789.jpg,Мармит для картофеля-фри Gastrolux МФ-057,Мармит для картофеля-фри Gastrolux МФ-057,135179,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/89851,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89851"">Gastrolux МФ-057</a></b> используется на предприятиях общественного питания и торговли. Оборудование оснащено выдвижным поддоном, сварной нейтральной перфорированной ванной для картофеля.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Зонт с лампами подогрева</li>
<li>Разделители для пакетов</li>
<li>Перегородка из органического стекла</li>
<li>Шкаф с распашной дверью</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
</ul>",89851,от 30 до 60 °С,220 В,0.5 кВт,700 мм,500 мм,1700 мм,75 кг,,,0,https://entero.ru/manuals/488892/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,140811,,,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/06/d1/06d187f8c102425fb1083f3244971349.jpg,Мармит для картофеля фри КАМИК МФ-40181,40181,138307,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/100930,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100930"">КАМИК МФ-40181</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверями, осветительным коробом, колесами, пакетодержателем и навесным карманом. Столешница выполнена из нержавеющей стали AISI 430 толщиной 1,5 мм, корпус и остальные части изделия - из нержавеющей стали AISI 430 толщиной 1 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Профиль: 40х40 мм</li>
</ul>",100930,от 30 до 60 °С,220 В,1 кВт,900 мм,750 мм,1740 мм,,,,0,,,,Россия,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/3c/6f/3c6fa0d407cd85ab2be2ce8ff3e59c7f.jpg;https://cdn.entero.ru/mp@2x/b4/fc/b4fcb947e47b107f0f50047492ac9e91.jpg;https://cdn.entero.ru/mp@2x/fd/ad/fdada8fc1e157944df82aaf416cbc387.jpg;https://cdn.entero.ru/mp@2x/b3/66/b366c8b4755bf26812f28200f4dd0f33.jpg;https://cdn.entero.ru/mp@2x/b4/74/b4744444c39f59a43bac6ce8dba8e014.jpg,Станция для фасовки картофеля фри ЦМИ СФ-1010,Станция для фасовки картофеля фри ЦМИ СФ-1010,163320,RUB,Нет,ЦМИ,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/345039,"<p>Станция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345039""><b class=""b"">ЦМИ СФ-1010</b></a> используется на предприятиях общественного питания и торговли для хранения и фасовки картофеля фри. Модель оснащена подсветкой, терморегулятором и съемным поддоном с решеткой. Изделие полностью выполнено из нержавеющей стали, нагревательный элемент - из керамики.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Станция фасовки</li>
<li>Защитное боковое стеуло</li>
<li>Навесной короб для вспомогательных принадлежностей</li>
<li>Поддон с решеткой для картофеля</li>
<li>Ванна с подогревом</li>
<li>Перфорированный лоток с разелителем</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",345039,90 °С,220 В,2.38 кВт,1010 мм,720 мм,1500 мм,,,,0,https://entero.ru/manuals/421077/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A6%D0%9C%D0%98%20%D0%A1%D0%A4-1010.pdf,,80 кг,,Россия,напольная,подогрева / фасовка,,Да,,
https://cdn.entero.ru/mp@2x/87/b4/87b477a6ffa113df2d48f9b48b503f52.jpg,Мармит для картофеля-фри Gastrolux МФ-067,Мармит для картофеля-фри Gastrolux МФ-067,167621,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/89839,"<p><span class=""b"">Мармит для картофеля-фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89839"">Gastrolux МФ-067</a></b> используется на предприятиях общественного питания и торговли. Оборудование оснащено выдвижным поддоном, сварной нейтральной перфорированной ванной для картофеля.</span></p>

<p>В комплект поставки входят 2 гастроемкости: GN 1/3 и GN 1/6 глубиной 100 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Зонт с лампами подогрева</li>
<li>Емкость под совок и щипцы</li>
<li>Навесной карман</li>
<li>2 кармана под пакеты</li>
<li>Съёмная перегородка из оргстекла</li>
<li>Шкаф с распашными дверьми</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
</ul>",89839,от 30 до 60 °С,220 В,0.5 кВт,700 мм,600 мм,1700 мм,75 кг,,,0,https://entero.ru/manuals/488891/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,176443,,,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/57/dc/57dc3429d2e649cf731ea37e3d14d090.jpg,Мармит для картофеля фри КАМИК МФ-341998,Мармит для картофеля фри КАМИК МФ-341998,170196,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/292800,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292800"">КАМИК МФ-341998</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверцами, коробом с 2 керамическими нагревателями, навесным карманом, пакетодержателем и подсветкой. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входит лоток для сбора жира.</p>",292800,от 30 до 60 °С,380 В,,800 мм,700 мм,1500 мм,,,,0,,179154,,,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/9f/9f/9f9f92047f641000e9cdc3c3fbddd98d.jpg,Мармит для картофеля фри Apach Chef Line SLCPSE49,Мармит для картофеля фри Apach Chef Line SLCPSE49,183134,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305430,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305430"">Apach Chef Line SLCPSE49</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Подогрев сверху и снизу гарантирует равномерность прогрева. Изделие выполнено из нержавеющей стали AISI 304 18/10, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>",305430,,220 В,2 кВт,400 мм,900 мм,320 мм,36 кг,1,500x1000x450 мм,0,https://entero.ru/manuals/366033/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,30 кг,Италия,Италия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/9c/d1/9cd1bfe2d797e6f5ab40d5ba763f3d7d.jpg,Мармит для картофеля фри КАМИК МФ-341999,Мармит для картофеля фри КАМИК МФ-341999,190141,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/292802,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292802"">КАМИК МФ-341999</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверцами, коробом с 2 керамическими нагревателями, навесным карманом, пакетодержателем и подсветкой. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входит лоток для сбора жира.</p>",292802,от 30 до 60 °С,380 В,,1000 мм,700 мм,1500 мм,,,,0,,,,,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/80/50/8050f36f28b676ec727876a9be9fd5f5.jpg,Мармит для картофеля фри Apach Chef Line SLCPSE47,Мармит для картофеля фри Apach Chef Line SLCPSE47,193792,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305423,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305423"">Apach Chef Line SLCPSE47</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Подогрев сверху и снизу гарантирует равномерность прогрева. Корпус и столешница выполнены из нержавеющей стали AISI 304 18/10, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Гастроемкость GN 1/1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х850х450 мм</li>
</ul>",305423,,220 В,2 кВт,400 мм,730 мм,,,,,0,https://entero.ru/manuals/366024/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,203992,,Италия,Италия,настольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/5d/bc/5dbc49abc4a975a1b38f9b8bc125b711.jpg,Мармит для картофеля фри КАМИК МФ-324909,324909,234259,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/100928,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100928"">КАМИК МФ-324909</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверями, 2 тепловыми полками и подсветкой с галогенными лампами. Лотки для картофеля выполнены из нержавеющей стали AISI 430 толщиной 1,5 мм, корпус и остальные части изделия - из нержавеющей стали AISI 430 толщиной 1 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп: 8</li>
<li>​Профиль: 40х40 мм</li>
</ul>",100928,50 °С,220 В,1 кВт,700 мм,860 мм,1830 мм,,,,0,,,,Россия,Россия,напольная,подогрева / фасовка,,,,Да
https://cdn.entero.ru/mp@2x/97/72/97728038de9e5cafcde0a09ba464fad8.jpg,Мармит для картофеля фри Apach Chef Line SLCPSE49OS,Мармит для картофеля фри Apach Chef Line SLCPSE49OS,238431,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305434,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305434"">Apach Chef Line SLCPSE49OS</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Изделие выполнено из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Открытая подставка</li>
<li>Регулируемые ножки</li>
</ul>",305434,,220 В,2 кВт,400 мм,900 мм,900 мм,56 кг,1,500x1000x1070 мм,0,https://entero.ru/manuals/366039/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,253650,50 кг,Италия,Италия,напольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/13/25/13250edd5c0728af2bc5620333c0ffc1.jpg,Мармит для картофеля-фри Gastrolux МФ-108,Мармит для картофеля-фри Gastrolux МФ-108,247840,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/347485,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347485"">Gastrolux МФ-108</a></b> используется на предприятиях общественного питания и торговли для демонстрации, поддержания в горячем состоянии и раздачи свежеприготовленного картофеля. Модель оснащена верхний ИК-подогревом, подсветкой, подогреваемой поверхностью, ванной, съемными разделителями, перфорированными вставками и выдвижным поддоном для стока.</p>",347485,от +30 до +60 °С,,3 кВт,1000 мм,860 мм,1600 мм,,,,0,https://entero.ru/manuals/488897/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,258167,80 кг,Россия,Россия,напольная,подогрева / фасовка,,Да,,
https://cdn.entero.ru/mp@2x/2c/88/2c886bd30e265cea66c170924f26251d.jpg,Мармит для картофеля фри Apach Chef Line SLCPSE47OS,Мармит для картофеля фри Apach Chef Line SLCPSE47OS,249316,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305429,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305429"">Apach Chef Line SLCPSE47OS</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Подогрев сверху и снизу гарантирует равномерность прогрева. Корпус и столешница выполнены из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Открытая подставка</li>
<li>Регулируемые ножки</li>
<li>Гастроемкость GN 1/1</li>
</ul>",305429,,,2 кВт,400 мм,730 мм,,,,,0,https://entero.ru/manuals/366032/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,80 кг,Италия,Италия,напольная,подогрев,90 кг,,,
https://cdn.entero.ru/mp@2x/10/fe/10fecda4b7cea5eaa909bad2df406d15.jpg,Мармит для картофеля фри Apach Chef Line SLCPSE49CS,Мармит для картофеля фри Apach Chef Line SLCPSE49CS,259016,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305432,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305432"">Apach Chef Line SLCPSE49CS</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Модель оснащена дверцей. Изделие выполнено из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытая подставка</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали рабочей поверхности: 2 мм</li>
</ul>",305432,,220 В,2 кВт,400 мм,900 мм,900 мм,56 кг,1,500x1000x1070 мм,0,https://entero.ru/manuals/366035/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,278512,50 кг,Италия,Италия,напольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/33/fa/33fa839fa0fa46dfbb3315f562dd16bb.jpg,Мармит для картофеля фри КАМИК МФ-32574,32574,275509,RUB,Нет,КАМИК,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/100924,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100924"">КАМИК МФ-32574</a></b> используется на предприятиях общественного питания и торговли для кратковременного хранения, демонстрации, поддержания в теплом состоянии и последующей фасовки готового картофеля фри. Модель оснащена распашными дверями, осветительным коробом, колесами, пакетодержателем и 2 навесными карманами. Столешница выполнена из нержавеющей стали AISI 430 толщиной 1,5 мм, корпус и остальные части изделия - из нержавеющей стали AISI 430 толщиной 1 мм.</p>

<p>В комплект поставки входят 2 жиросборника GN 2/1 глубиной 20 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Профиль: 40х40 мм</li>
</ul>",100924,от 30 до 60 °С,220 В,1 кВт,1325 мм,750 мм,1740 мм,,,,0,,299466,,Россия,Россия,напольная,подогрева / фасовка,,,,
https://cdn.entero.ru/mp@2x/ed/e1/ede1511d3cbe143ac843d27eb3b1819d.jpg,Мармит для картофеля фри Apach Chef Line SLCPSE47CS,Мармит для картофеля фри Apach Chef Line SLCPSE47CS,278242,RUB,Нет,Apach,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/305426,"<p>Подогреватель картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305426"">Apach Chef Line SLCPSE47CS</a></b> используется для демонстрации продукта и сохранении его в подогретом виде на фуршетах, в кафе и малых точках обслуживания. Подогрев сверху и снизу гарантирует равномерность прогрева. Корпус и столешница выполнены из нержавеющей стали AISI 304, которая отличается устойчивостью к образованию коррозии, к влажной среде и резким перепадам температуры, стойкостью к механическим повреждениям и агрессивным средствам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытая подставка</li>
<li>Регулируемые ножки</li>
<li>Гастроемкость GN 1/1</li>
</ul>",305426,,,2 кВт,400 мм,730 мм,900 мм,90 кг,1,500x850x1070 мм,0,https://entero.ru/manuals/366027/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,296002,80 кг,Италия,Италия,напольная,подогрев,,,,
https://cdn.entero.ru/mp@2x/0e/cb/0ecb105dd2035e9af3f13219068e4153.jpg,Мармит электрический для картофеля фри Вулкан Лайт VMF74912E-W,Мармит электрический для картофеля фри Вулкан Лайт VMF74912E-W,0,RUB,Нет,Вулкан,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/301012,"<p>Электрический мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301012"">Вулкан Лайт VMF74912E-W</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""http://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+700"">тепловой линии Лайт 700</a> для подогрева и кратковременного хранения картофеля-фри. Модель оснащена фарфоровым инфракрасным нагревателем, съемным поддоном для сбора масла, стендом с 3 сторон и регулируемыми ножками. Корпус выполнен из нержавеющей стали. </p>

<p> <b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона: GN 1/1</li>
</ul>",301012,,220 В,1 кВт,400 мм,730 мм,900 мм,,,,0,https://entero.ru/manuals/361280/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,,65 кг,,Россия,напольная,,,,,
https://cdn.entero.ru/mp@2x/80/b2/80b246430fcdca7def238e3e7714cea4.jpg,Станция для фасовки картофеля фри EKSI HWC-8,Станция для фасовки картофеля фри EKSI HWC-8,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/52225,"<p>Станция для фасовки картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52225"">EKSI HWC-8</a></b> используется на предприятиях общественного питания. Инфракрасный мягкий нагрев позволяет не высушивать продукт. Модель оснащена большим отделением для фри, разделителем для пакетиков и боковым гигиеническим стеклом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура нагрева: 60 °C</li>
</ul>",52225,,220 В,0.6 кВт,800 мм,700 мм,650 мм,,,,0,https://entero.ru/manuals/93706/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf,,30 кг,,Китай,настольная,,,,,
