Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вместимость ножей
https://cdn.entero.ru/mp@2x/c4/17/c4173138065c3c2c76427495c34c5b1b.jpg,Стерилизатор для ножей Empero EMP.BST.002,Стерилизатор для ножей Empero EMP.BST.002,27502,RUB,Нет,Empero,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/124521,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124521"">Empero EMP.BST.002</a></b> используется на предприятиях общественного питания и торговли для обеззараживания ножей и других кухонных инструментов. Обработка осуществляется с помощью ультрафиолетового света в соответствии с требованиями СЭС. Корпус выполнен из нержавеющей стали, дверцы - из органического стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутные UV-лампы с защитой из металлической сетки</li>
<li>Защитный микровыключатель, выключающий лампу при открытии дверцы и включающий её при закрытии</li>
<li>Таймер до 120 минут</li>
<li>Дверцы полностью закрывают камеру</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Макс. длина лезвия ножа: 310 мм</li>
</ul>",124521,ультрафиолетовый,220 В,0.2 кВт,1022 мм,131 мм,620 мм,,Турция,,,0,https://entero.ru/manuals/133349/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf;https://entero.ru/manuals/410869/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Empero%20EMP.BST.002.pdf,29572,,13 кг,20 шт.
https://cdn.entero.ru/mp@2x/ea/33/ea338cd18e010cac00a62dcc03bd25ac.jpg,Стерилизатор для ножей KAYMAN СН-2-36-Р А,Стерилизатор для ножей KAYMAN СН-2-36-Р А,29955,RUB,Нет,KAYMAN,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/247556,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247556"">KAYMAN СН-2-36-Р А</a></b> используется на предприятиях общественного питания и торговли для дезинфекции ножей и других инструментов. Модель оснащена ртутной лампой, таймером от 0 до 60 минут и 2 дверцами с замками. Корпус выполнен из нержавеющей стали AISI430, дверцы - из тонированного стекла, обеспечивающего защиту персонала от ультрафиолетовых лучей, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входят 2 решетки-держателя для ножей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Автоматическое отключение при открывании двери</li>
<li>Легкосъемный держатель для упрощения процесса санитарной обработки камеры</li>
<li>Крепление к стене</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность бактерицидного потока: 0,16 Вт</li>
<li>Максимальная длина:
<ul>
<li>Ручка ножа: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
<li>Средний срок службы лампы: 5000 ч</li>
<li>Габариты в упаковке: 935х640х170 мм</li>
</ul>",247556,ультрафиолетовый,220 В,0.01 кВт,900 мм,145 мм,605 мм,33 кг,Россия,1,935x640x170 мм,0,https://entero.ru/manuals/301826/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,32560,,32 кг,36 шт.
https://cdn.entero.ru/mp@2x/34/35/3435eae788bcf60122df8d64bcdfdeb3.jpg,Стерилизатор для ножей KAYMAN СН-2-М А,Стерилизатор для ножей KAYMAN СН-2-М А,32881,RUB,Нет,KAYMAN,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/247558,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247558"">KAYMAN СН-2-М А</a></b> используется на предприятиях общественного питания и торговли для дезинфекции ножей и других инструментов. Модель оснащена ртутной лампой, таймером от 0 до 60 минут и 2 дверцами с замками. Корпус выполнен из нержавеющей стали AISI430, дверцы - из тонированного стекла, обеспечивающего защиту персонала от ультрафиолетовых лучей, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входят 2 магнитных держателя для ножей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Автоматическое отключение при открывании двери</li>
<li>Легкосъемный держатель для упрощения процесса санитарной обработки камеры</li>
<li>Крепление к стене</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность бактерицидного потока: 0,16 Вт</li>
<li>Максимальная длина:
<ul>
<li>Ручка ножа: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Средний срок службы лампы: 5000 ч</li>
<li>Габариты в упаковке: 935х640х170 мм</li>
</ul>",247558,ультрафиолетовый,220 В,0.01 кВт,900 мм,145 мм,605 мм,33 кг,Россия,1,935x640x170 мм,0,https://entero.ru/manuals/301829/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,35740,,32 кг,18 шт.
https://cdn.entero.ru/mp@2x/5e/02/5e02470cde54e49505cd1b93239095a4.jpg;https://cdn.entero.ru/mp@2x/a0/86/a08686a43c64f8cb9f215339e4bef155.jpg,Стерилизатор для ножей KAYMAN СН-2-36-Р-М А,Стерилизатор для ножей KAYMAN СН-2-36-Р-М А,33631,RUB,Нет,KAYMAN,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/247557,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247557"">KAYMAN СН-2-36-Р-М А</a></b> используется на предприятиях общественного питания и торговли для дезинфекции ножей и других инструментов. Модель оснащена ртутной лампой, таймером от 0 до 60 минут и 2 дверцами с замками. Корпус выполнен из нержавеющей стали AISI430, дверцы - из тонированного стекла, обеспечивающего защиту персонала от ультрафиолетовых лучей, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входят 2 решетки-держателя и 2 магнитных держателя для ножей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Автоматическое отключение при открывании двери</li>
<li>Легкосъемный держатель для упрощения процесса санитарной обработки камеры</li>
<li>Крепление к стене</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность бактерицидного потока: 0,16 Вт</li>
<li>Максимальная длина:
<ul>
<li>Ручка ножа: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
<li>Средний срок службы лампы: 5000 ч</li>
<li>Габариты в упаковке: 935х640х170 мм</li>
</ul>",247557,ультрафиолетовый,220 В,0.01 кВт,900 мм,145 мм,605 мм,33 кг,Россия,1,935x640x170 мм,0,https://entero.ru/manuals/301828/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,35401,,32 кг,36 шт.
https://cdn.entero.ru/mp@2x/f8/75/f87532a3f7f0a10174f0fcd280e5fa96.jpg,Стерилизатор для ножей Koneteollisuus Oy (KT) 621,KT 621,52950,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/48087,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48087"">Koneteollisuus Oy (KT) 621</a></b> предназначен для дезинфекции столовых приборов на предприятиях пищевой промышленности и торговли. Модель оснащена двойным слотом для увеличения вместимости и озоновым генератором с таймером. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность озона: 12 мг/час</li>
<li>Размер слота: 400х6 мм</li>
</ul>",48087,озоновый,220 В,0.005 кВт,580 мм,90 мм,320 мм,,Финляндия,,,0,https://entero.ru/manuals/366712/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,55737,,10 кг,15 шт.
https://cdn.entero.ru/mp@2x/37/40/3740fea9256588d7b78c0adc50597b1f.jpg,Стерилизатор для ножей Koneteollisuus Oy (KT) 725,KT 725 / 110202-013-004,99640,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/48099,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48099""><b class=""b"">Koneteollisuus Oy (KT)​ 725 </b></a>предназначен для дезинфекции столовых приборов на предприятиях пищевой промышленности и торговли. Модель с ультрафиолетовой обработкой оснащена кнопкой включения, цифровым таймером и наклонным держателем. Корпус выполнен из нержавеющей стали AISI 304, дверца - из ПВХ.</p>

<p>В комплект поставки входят ключ и замок.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Среднее время стерилизации: 50 мин.</li>
<li>Длина держателя: 500 мм</li>
</ul>",48099,ультрафиолетовый,220 В,0.018 кВт,500 мм,150 мм,600 мм,,Финляндия,,,0,https://entero.ru/manuals/366714/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,20 шт.
https://cdn.entero.ru/mp@2x/cf/ff/cfff653973c307002f26795043fa1f32.jpg,Стерилизатор для ножей Koneteollisuus Oy (KT) 921,KT 821 / 110202-013-003,121915,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/227346,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227346""><b class=""b"">Koneteollisuus Oy (KT) 921</b></a> предназначен для дезинфекции столовых приборов на предприятиях пищевой промышленности и торговли. Модель оснащена 4 магнитными держателями, кнопкой включения озонового генератора и цифровым таймером. Корпус выполнен из нержавеющей стали AISI 304, дверца - из ПВХ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Среднее время стерилизации: 40 мин.</li>
<li>Производительность озона: 12 мг/час</li>
<li>Длина магнитной полосы: 450 мм</li>
</ul>",227346,озоновый,220 В,0.005 кВт,1000 мм,130 мм,600 мм,13 кг,Финляндия,1,1030x200x660 мм,0,,,,12 кг,40 шт.
https://cdn.entero.ru/mp@2x/f1/0f/f10fb41f3e0e31091c4f88e6bc5c0182.jpg,Стерилизатор для ножей Forcar SUV 10,Стерилизатор для ножей Forcar SUV 10,0,RUB,Нет,Forcar,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/289591,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289591""><b class=""b"">Forcar SUV 10</b></a> предназначен для дезинфекции столовых приборов на предприятиях общественного питания и торговли. Модель с ультрафиолетовой обработкой обеспечивает абсолютную чистоту кухонного инструмента, не разрушая структуру материала, и препятствует распространению микроорганизмов. Модель оснащена бактерицидной лампой с защитной сеткой и индикатором работы. Корпус выполнен из нержавеющей стали.</p>",289591,ультрафиолетовый,220 В,0.016 кВт,430 мм,160 мм,640 мм,,Италия,,,0,,,,7.5 кг,10 шт.
https://cdn.entero.ru/mp@2x/fb/c5/fbc5425fe0737e3770d7c9b115dd4fbe.jpg,Стерилизатор для ножей FIAMMA AEF 15.30,Стерилизатор для ножей FIAMMA AEF 15.30,0,RUB,Нет,FIAMMA,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/39531,"<p>Ультрафиолетовый стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39531""><b class=""b"">FIAMMA AEF 15.30</b></a> изготовлен из нержавеющей стали.</p>",39531,ультрафиолетовый,220 В,0.015 кВт,482 мм,155 мм,613 мм,,Португалия,,,0,,,,8 кг,от 25 до 30 шт.
https://cdn.entero.ru/mp@2x/4b/5c/4b5c3d124cd9b7ccad94b0d29724f54d.jpg,Стерилизатор для ножей Koneteollisuus Oy (KT) 721,KT 721 / 110202-013-002 / 76387,0,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/48088,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48088"">Koneteollisuus Oy (KT) 721</a> </b>предназначен для дезинфекции столовых приборов на предприятиях пищевой промышленности и торговли. Модель оснащена 2 магнитными держателями, кнопкой включения озонового генератора и цифровым таймером. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят ключ и замок.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Среднее время стерилизации: 30 мин.</li>
<li>Производительность озона: 12 мг/час</li>
<li>Длина магнитной полосы: 450 мм</li>
</ul>",48088,озоновый,220 В,0.005 кВт,500 мм,120 мм,600 мм,,Финляндия,,,0,https://entero.ru/manuals/366713/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,20 шт.
