Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Объем ванны,Вес (с упаковкой),Количество ванн,Максимальная загрузка,Перемешивание
https://cdn.entero.ru/mp@2x/28/ea/28eab716c2930c69b188529075d06f2c.jpg,Температор ICB tecnlologie s.r.l. 09.SC9LD,Температор ICB tecnlologie s.r.l. 09.SC9LD,91844,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188091,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188091"">ICB tecnlologie s.r.l. 09.SC9LD</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнеров для поддержания единой температуры. Корпус выполнен из пластика, съемные контейнеры и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Электронный термостат</li>
<li>Переключатель вкл/выкл</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
<li>Вместимость: GN2/3 глубиной 100 мм</li>
</ul>",188091,темперирующая ванна,220 В,0.2 кВт,385 мм,520 мм,250 мм,,,,0,https://entero.ru/manuals/218857/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2009.SC9LD.pdf;https://entero.ru/manuals/218855/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218856/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,98757,,5.5 кг,Италия,Италия,,9 л,,1,,
https://cdn.entero.ru/mp@2x/51/61/51612457d7b618e5cdf185f744a6e7e8.jpg,Температор ICB tecnlologie s.r.l. 14.1.CHOCOTOP,Температор ICB tecnlologie s.r.l. 14.1.CHOCOTOP,875083,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188035,"<p>Температор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188035""><b class=""b"">ICB tecnlologie s.r.l. 09.SC4x1.5L</b></a> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована электронным педальным дозатором, раздельными двигателями для ванны и шнека. Каркас и шнек выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Сенсорная панель управления Touch Screen</li>
<li>Режим sandby для поддержания жидкого состояния шоколада</li>
<li>Система инверсии хода шнека </li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость ванны: 5,5 кг</li>
</ul>",188035,автоматическая темперирующая машина,220 В,1.1 кВт,480 мм,460 мм,620 мм,,,,0,https://entero.ru/manuals/218803/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218804/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,921140,,,Италия,Италия,,,,1,,
https://cdn.entero.ru/mp@2x/57/7e/577e306455cd4fe260e24d4f0053f3a5.jpg,Температор ICB tecnlologie s.r.l. 14.1.CHOCOTOP11,Температор ICB tecnlologie s.r.l. 14.1.CHOCOTOP11,1033413,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188085,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188085"">ICB tecnlologie s.r.l. 14.1.CHOCOTOP11</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована электронным педальным дозатором, раздельными двигателями для ванны и шнека. Каркас и шнек выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Сенсорная панель управления Touch Screen</li>
<li>Режим sandby для поддержания жидкого состояния шоколада</li>
<li>Система инверсии хода шнека </li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость ванны: 11 кг</li>
</ul>",188085,автоматическая темперирующая машина,220 В,1.75 кВт,500 мм,550 мм,720 мм,,,,0,https://entero.ru/manuals/218841/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218842/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1099376,,,Италия,Италия,,,,1,,
https://cdn.entero.ru/mp@2x/8a/43/8a437211eec97dc1353e9b4dfb522259.jpg,Температор ICB tecnlologie s.r.l. 14CHOCOTEMPER12,Температор ICB tecnlologie s.r.l. 14CHOCOTEMPER12,1211451,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/188086,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188086"">ICB tecnlologie s.r.l. 14CHOCOTEMPER12</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована электронным педальным дозатором, раздельными двигателями для ванны и шнека. Каркас и шнек выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Напольный</li>
<li>Сенсорная панель управления Touch Screen</li>
<li>Режим sandby для поддержания жидкого состояния шоколада</li>
<li>Система отпирания шнека</li>
<li>Система инверсии хода шнека </li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость ванны: 12 кг</li>
</ul>",188086,автоматическая темперирующая машина,380 В,2.6 кВт,520 мм,800 мм,1540 мм,,,,0,https://entero.ru/manuals/218843/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/218844/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Италия,Италия,,,,1,,
https://cdn.entero.ru/mp@2x/83/1a/831a24a0423a3df649b466025025d9fb.jpg,Машина темперирующая Kadzama 60 кг,Машина темперирующая Kadzama 60 кг,2727390,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231990,"<p>Темперирующая машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231990""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231990""><b class=""b"">60 кг</b></a> предназначена для темперирования шоколада на предприятиях общественного питания и торговли. Модель оснащена надежной аналоговой системой управления с 2 цифровыми дисплеями и низковольтным вибростолом. Корпус выполнен из нержавеющей стали, шнек - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая скорость роспуска шоколада</li>
<li>Контроль температуры ванны и на выходе</li>
<li>Функция дозатора - контроль потока шоколада объемным диспенсером с педалью</li>
<li>Память на 15 значений дозирования</li>
<li>Встроенная система охлаждения</li>
<li>Конструкция машины обеспечивает отсутствие перекристаллизации шоколада и сохранение его стабильности</li>
<li>Металлический шнек не требует извлечения из машины для глубокой очистки при переходе на работу с другим видом шоколада</li>
<li>Кнопка аварийного выключения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Рекомендуемая температура шоколада:
<ul>
<li>В ванне: 45 °С</li>
<li>На выходе: 31 °С</li>
</ul>
</li>
<li>Период темперирования: 15 мин.</li>
<li>Мощность охлаждения: 11000 BTU</li>
<li>Потребляемая мощность: 4,2 кВт*ч</li>
<li>Габариты в упаковке: 790х1150х1720 мм</li>
</ul>",231990,автоматическая темперирующая машина,380 В,,1000 мм,1549 мм,938 мм,235 кг,1,790x1150x1720 мм,0,,2841031,https://vk.com/video_ext.php?oid=-177656185&id=456240817&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239684&hd=2&autoplay=0,231 кг,Россия,Россия,200 кг/час,,,,60 кг,Да
https://cdn.entero.ru/mp@2x/f1/c4/f1c4193a3341cf516dfb26f07fc68c50.jpg,Аппарат для плавки шоколада Martellato MC09V,Аппарат для плавки шоколада Martellato MC09V,0,RUB,Нет,Martellato,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/119421,"<p>Аппарат для плавки шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119421"">Martellato MC09V</a> </b>используется на предприятиях общественного питания и торговли, в частных домах и квартирах. Модель оснащена сухим нагревом, ручным термостатом и съемным поддоном. Корпус выполнен из стойкого ударопрочного пластика, поддон - из анодированного алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры емкости: 185x185x107 мм</li>
<li>Цвет: салатовый</li>
</ul>",119421,темперирующая ванна,,,260 мм,260 мм,160 мм,,,,0,https://entero.ru/manuals/122806/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Martellato%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Италия,,,1.8 л,,1,,
https://cdn.entero.ru/mp@2x/0e/98/0e98dc1ac3edb1746844ee0067b7d9f8.jpg;https://cdn.entero.ru/mp@2x/2e/55/2e5584cdebc0709daf0171714e1ed914.jpg;https://cdn.entero.ru/mp@2x/56/6f/566ff5be4eca3992b6bc5569937a5908.jpg;https://cdn.entero.ru/mp@2x/01/47/0147041d6ac2da49d813b51d07b50d57.jpg;https://cdn.entero.ru/mp@2x/65/11/65111e4be0491327bf9e8e3b64443318.jpg;https://cdn.entero.ru/mp@2x/62/3d/623d89d8309eb476819698c7c68666f5.jpg;https://cdn.entero.ru/mp@2x/ad/67/ad6784b6ed0a1ad11ba072a91960068d.jpg,Миксер колесный Kocateq DHC 285 V,Миксер колесный Kocateq DHC 285 V,26092,RUB,Да,Kocateq,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/320937,"<p>Колесный миксер<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/320937"">Kocateq DHC 285 V</a> </b>используется совместно с температором <a href=""https://entero.ru/item/188418"">DHC meltingchoc Pro</a> на предприятиях общественного питания и торговли. Модель оснащена вариатором скорости. Корпус выполнен из нержавеющей стали Aisi201, колесо - из акрила.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко устанавливается на емкость</li>
<li>Регулировка скорости</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 0.12 кВт</li>
<li>Диаметр колеса: 285 мм</li>
<li>Размер: 285 х 200 х 365 мм</li>
<li>Напряжение: 220/1/50 V</li>
<li>Страна: Южная Корея</li>
</ul>",320937,,,,,,,,,,0,,27465,,,,,,,,,,
https://cdn.entero.ru/mp@2x/27/53/27536aae689129afeaa0d8e988eaa243.jpg;https://cdn.entero.ru/mp@2x/0b/e3/0be36bcc26ad0ce5f749ddaf0a0c74af.jpg,Миксер колесный Kadzama для температора 20 кг,Миксер колесный Kadzama для температора 20 кг,53560,RUB,Да,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231996,"<p>Колесный миксер<a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/231996""><b class=""b""> </b></a>используется совместно с температором <a href=""https://entero.kz/item/231686"">Kadzama</a> с загрузкой 20 кг на предприятиях общественного питания и торговли. Корпус и колесо выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка скорости вращения (2 уровня)</li>
<li>Легко устанавливается и снимается</li>
<li>Независимое питание от сети (может быть подключен в дополнительный разъем температора)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплатации:
<ul>
<li>Температура воздуха: 10-40 °С</li>
<li>Влажность: до 80%</li>
</ul>
</li>
<li>Скорость вращения: 30 / 45 об./мин</li>
<li>Потребляемая мощность: 0,1 кВт</li>
<li>Электропитание: 220 В</li>
</ul>

<p> </p>

<p><br>
</p>",231996,,,,,,,,,,0,https://entero.ru/manuals/279073/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kadzama%20%D0%B4%D0%BB%D1%8F%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%B0%2020%20%D0%BA%D0%B3.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239789&hd=2&autoplay=0,,,,,,,,,
https://cdn.entero.ru/mp@2x/ad/ba/adba693244f701e745ecb1a1c0017fe9.jpg,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 5,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 5,0,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195286,"<p>Насадка для плавного стекания шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195286""><b class=""b"">ICB tecnologie s.r.l. Nozzle 5</b></a> используется совместно с диспенсерами <a href=""http://entero.ru/item/195250"" target=""_blank"">ChocoHot One</a> и <a href=""http://entero.ru/item/195253"" target=""_blank"">ChocoHot Two</a> в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель выполнена из нержавеющнй стали.</p>",195286,,,,,,,,,,0,https://entero.ru/manuals/227642/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20Nozzle%205%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/af/cd/afcdbca9f7c3305ccbbf921d52691319.jpg,Стол вибрационный ICB tecnlologie s.r.l. 14.1.VT,Стол вибрационный ICB tecnlologie s.r.l. 14.1.VT,114091,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/343642,"<p>Вибрационный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343642"">ICB tecnlologie s.r.l. 14.1.VT</a></b> используется с температорами Chocotemper Top и Chocotemper Top-11. Модель предназначена для установки на столе и вмещает 3 формы для шоколада.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Глубина: 320 мм</li>
<li>Ширина: 540 мм</li>
<li>Высота: 125 мм</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,02 кВт</li>
</ul>",343642,,,,,,,,,,0,https://entero.ru/manuals/416308/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/416309/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/97/e0/97e06599d15bd4686e69ab6af11242fc.jpg;https://cdn.entero.ru/mp@2x/5a/32/5a320400bb5eb53940169dc85bb39efb.jpg,Конвейер глазировочный ICB tecnlologie s.r.l. 14.1.EB,Конвейер глазировочный ICB tecnlologie s.r.l. 14.1.EB,1013560,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/343649,"<p>Глазировочный конвейер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343649"">ICB tecnlologie s.r.l. 14.1.EB</a></b> используется с темпером Chocotemper 24. Модель состоит из расширяющейся ленты с 3 секциями и регулируемой скоростью. На первой секции пользователь размещает продукт и включает конвейер, далее продукция поступает на большой конвейер в зону глазирования. В зоне обдува с продукции сверху снимается лишняя глазурь. Частота вращения вентилятора изменяет количество глазури, остающейся на поверхности изделий. По окончании обдува продукция проходит два сглаживающих вала для снятия лишней глазури снизу и одновременного заглаживания нижней части продукции, далее изделия поступают на охлаждение.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Глубина: 550 мм</li>
<li>Ширина: 1790 мм</li>
<li>Высота: 1150 мм</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,95 кВт</li>
</ul>",343649,,,,,,,,,,0,https://entero.ru/manuals/416332/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/416333/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,1078255,,,,,,,,,,
https://cdn.entero.ru/mp@2x/3e/dd/3edd71964b876e41c861aa2facae0ab5.jpg;https://cdn.entero.ru/mp@2x/86/c4/86c43b072401130e1637413f4f4749ec.jpg;https://cdn.entero.ru/mp@2x/14/02/14027171240777a09fa5f0e13d86f6db.jpg,Стол для глазирования шоколадом Kadzama 300 мм для темперирующей машины,Стол для глазирования шоколадом Kadzama 300 мм для темперирующей машины,1022164,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/232020,"<p>Стол<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232020""><b class=""b""> </b></a>используется совместно с темперирующими машинами <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232020""><b class=""b"">Kadzama </b></a>с загрузкой 30 и 60 кг для глазирования шоколадом конфет, печенья и бисквитов на предприятиях общественного питания и торговли. Модель оснащена колесами и механизмом складывания для компактного хранения.</p>

<p>В комплект поставки входит вощеная бумага для предотвращения прилипания продуктов к столу.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка:
<ul>
<li>Силы вибрации</li>
<li>Скорости</li>
<li>Обдува воздухом</li>
</ul>
</li>
<li>Легко совмещается с охлаждающими туннелями</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 30 кг/ч</li>
<li>Ширина ленты: 300 мм</li>
<li>Потребляемая мощность: 0,6 кВт*ч</li>
<li>Напряжение: 220 В</li>
<li>Габариты: 1718х1185х536,5 мм</li>
<li>Вес: 62 кг</li>
</ul>",232020,,,,,,,,,,0,,1064754,https://vk.com/video_ext.php?oid=-177656185&id=456239403&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239551&hd=2&autoplay=0,,,,,,,,,
https://cdn.entero.ru/mp@2x/66/8b/668b0d3118c6a0d593112bdda409b698.jpg,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 1,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 1,51851,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195265,"<p>Насадка для плавного стекания шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195265""><b class=""b"">ICB tecnologie s.r.l. Nozzle 1</b></a> используется совместно с диспенсерами <a href=""http://entero.ru/item/195250"" target=""_blank"">ChocoHot One</a> и <a href=""http://entero.ru/item/195253"" target=""_blank"">ChocoHot Two</a> в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель выполнена из нержавеющнй стали.</p>",195265,,,,,,,,,,0,https://entero.ru/manuals/227856/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20Nozzle%201.pdf,55161,,,,,,,,,,
https://cdn.entero.ru/mp@2x/34/77/347732074f6a241e0125eecac9f587cf.jpg,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 3,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 3,51851,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195278,"<p>Насадка для плавного стекания шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195278""><b class=""b"">ICB tecnologie s.r.l. Nozzle 3</b></a> используется совместно с диспенсерами <a href=""http://entero.ru/item/195250"" target=""_blank"">ChocoHot One</a> и <a href=""http://entero.ru/item/195253"" target=""_blank"">ChocoHot Two</a> в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель выполнена из нержавеющей стали.</p>",195278,,,,,,,,,,0,https://entero.ru/manuals/227631/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20Nozzle%203%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,54580,,,,,,,,,,
https://cdn.entero.ru/mp@2x/37/6f/376ff8549210da3965b5e96dc257c712.jpg,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 2,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 2,58372,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195276,"<p>Насадка для плавного стекания шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195276""><b class=""b"">ICB tecnologie s.r.l. Nozzle 1</b></a> используется совместно с диспенсерами <a href=""http://entero.ru/item/195250"" target=""_blank"">ChocoHot One</a> и <a href=""http://entero.ru/item/195253"" target=""_blank"">ChocoHot Two </a>в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель выполнена из нержавеющей стали.</p>",195276,,,,,,,,,,0,https://entero.ru/manuals/227855/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20Nozzle%202.pdf,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b4/bc/b4bcdd09e1e095121657115d4712621b.jpg,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 4,Насадка для диспенсера шоколада ICB tecnlologie s.r.l. Nozzle 4,58372,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195283,"<p>Насадка для плавного стекания шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195283""><b class=""b"">ICB tecnologie s.r.l. Nozzle 4</b></a> используется совместно с диспенсерами <a href=""http://entero.ru/item/195250"" target=""_blank"">ChocoHot One</a> и <a href=""http://entero.ru/item/195253"" target=""_blank"">ChocoHot Two</a> в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель выполнена из нержавеющнй стали.</p>",195283,,,,,,,,,,0,https://entero.ru/manuals/227640/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20Nozzle%204%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/e8/8c/e88c51aa03ac970bc5974a63776a88eb.jpg,Стол вибрационный ICB tecnlologie s.r.l. 14.1.VT2,Стол вибрационный ICB tecnlologie s.r.l. 14.1.VT2,135318,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/343646,"<p>Настольный вибрационный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343646"">ICB tecnlologie s.r.l. 14.1.VT2</a></b> используется с температорами Chocotemper Top и Chocotemper Top-11. Модель оснащена решеткой и контейнером для сбора излишней жидкости. Стол вмещает 3 формы для шоколада.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Глубина: 320 мм</li>
<li>Ширина: 540 мм</li>
<li>Высота: 125 мм</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,02 кВт</li>
</ul>",343646,,,,,,,,,,0,https://entero.ru/manuals/416317/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/416318/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l..pdf,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b0/2a/b02acbc154916ec448dee872ccca9336.jpg;https://cdn.entero.ru/mp@2x/9b/d6/9bd635208adcc3fb65ed3e592b7c4a05.jpg,Стол вибрационный ICB tecnlologie s.r.l. 14.1.VT12,Стол вибрационный ICB tecnlologie s.r.l. 14.1.VT12,145269,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/343644,"<p>Вибрационный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343644"">ICB tecnlologie s.r.l. 14.1.VT12</a></b> используется с температором <a href=""https://entero.ru/item/188086"">Chocotemper 12</a>. Модель оснащена решеткой и предназначена для установки на машину.</p>",343644,,,,,,,,,,0,https://entero.ru/manuals/416312/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/416313/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,154541,,,,,,,,,,
