Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Количество уровней,Вес (с упаковкой),Расстояние между уровнями,Размер противней / подносов,Для теплового оборудования,Совместимое оборудование,Двойная
https://cdn.entero.ru/mp@2x/0c/4d/0c4d22557535bcd51876258a6e6bfc56.jpg;https://cdn.entero.ru/mp@2x/8f/67/8f6749611dc8f4f434d92057719db575.jpg,"Тележка-шпилька Rada ТШУЧ-6,5/8,35/17,5-20-Т8","Тележка-шпилька Rada ТШУЧ-6,5/8,35/17,5-20-Т8",47836,RUB,Нет,Rada,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/375084,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375084"">Rada ТШУЧ-6,5/8,35/17,5-20-Т8</a> </b>предназначена для транспортировки продуктов в противнях и гастроемкостях на предприятиях общественного питания. Сварная конструкция выполнена из нержавеющей стали, стойки - из профильной трубы 20х20 мм нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность интенсивного использования</li>
<li>Гладкие поверхности без стыков и труднодоступных зон: легко мыть и дезинфицировать</li>
<li>Антибактериальное покрытие: не впитывает запахи, безопасно для пищевых продуктов, соответствует стандартам HACCP и СанПиН</li>
<li>Безопасные края и крепления: нулевой риск повреждений</li>
<li>Жаропрочные колеса, 2 из которых с тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 150 кг</li>
<li>Диаметр колес: 80 мм</li>
<li>Температурный режим: от 0 до 300 ℃</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375084,650 мм,835 мм,1750 мм,,Россия,,,0,https://entero.ru/manuals/507186/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.docx,,,,универсальная,20,,70 мм,"600х800 мм, GN 2/1",,"конвекционная печь, пароконвектомат, расстоечный шкаф, ротационная печь",
https://cdn.entero.ru/mp@2x/ea/d8/ead8ad6f21cb69371dc390cdb12ba198.jpg,Тележка-шпилька для гастроемкостей КАМИК Шпр-343182 двойная разборная,Шпилька двойная 2*10 gn 1/1 (на колёсах) разборная 745*540*1700,49092,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/215461,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215461""><b class=""b"">КАМИК Шпр-343182</b></a> предназначена для временного хранения и транспортировки гастроемкостей с полуфабрикатами и готовой продукцией в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена 4 маневренными поворотными роликами. Корпус и направляющие выполнены из профиля высококачественной нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Загрузка с узкой стороны</li>
</ul>

<p><b>Дополнительные xарактеристики:</b></p>

<ul>
<li>Сечение стального профиля корпуса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215461,745 мм,540 мм,1700 мм,,Россия,,,0,,52787,,31 кг,для гастроемкостей,10,,,GN 1/1,,,Да
https://cdn.entero.ru/mp@2x/b2/45/b245f8eb2f035232bbcb46da7e0c4910.jpg;https://cdn.entero.ru/mp@2x/b7/f6/b7f6545e29972988d036908491b5f0f7.jpg;https://cdn.entero.ru/mp@2x/85/2b/852b9de407b456b2ff34252ba53697f8.jpg;https://cdn.entero.ru/mp@2x/30/ff/30fffcf9358c82c7194fcc3149c385c1.jpg;https://cdn.entero.ru/mp@2x/e0/c9/e0c92204916ee30c8f8878969b885b60.jpg;https://cdn.entero.ru/mp@2x/60/5d/605d25cb13f2cd1f248673480e7b8a42.jpg;https://cdn.entero.ru/mp@2x/58/39/583905e27a88903307be892c5d60051b.jpg;https://cdn.entero.ru/mp@2x/ae/23/ae23c6543c4ea8b46f54bb92409ed7aa.jpg,Тележка-шпилька для подносов Restoinox ТШРЗППР-12х2/360/540,Тележка-шпилька для подносов Restoinox ТШРЗППР-12х2/360/540,49292,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/375662,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375662"">Restoinox ТШРЗППР-12х2/360/540</a></b> предназначена для хранения и транспортировки подносов на предприятиях общественного питания и торговли. Модель оснащена 4 колесами, 2 из которых со стопорами. Разборный каркас выполнен из трубы 25х25 мм нержавеющей стали AISI 430, боковины - из цветного пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость подносов: 24</li>
<li>Диаметр колес: 100 мм</li>
<li>Размер подносов:
<ul>
<li>Ширина: от 300 до 360 мм</li>
<li>Длина: до 540 мм</li>
</ul>
</li>
</ul>",375662,855 мм,540 мм,1700 мм,40 кг,Россия,1,870x580x1710 мм,0,https://entero.ru/manuals/519829/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,52438,,,для подносов,12,,120 мм,"325х440 мм, 325х525 мм, 330х460 мм, 350х450 мм, 350х490 мм, 355х460 мм, 320х435 мм",,,Да
https://cdn.entero.ru/mp@2x/34/74/347493783bf788bc3e26d93641f94e15.jpg;https://cdn.entero.ru/mp@2x/b8/08/b80848f690eff7cd07368b2ace4b7a89.jpg;https://cdn.entero.ru/mp@2x/55/49/554900fb127d25d460f819dfe159586a.jpg;https://cdn.entero.ru/mp@2x/15/48/1548552adb0e348c98c358193710ac49.jpg;https://cdn.entero.ru/mp@2x/b2/fe/b2fe801405cb4b805e2e17cd258561b0.jpg;https://cdn.entero.ru/mp@2x/1a/ee/1aee4cf27d63a5d23c00223996711c76.jpg;https://cdn.entero.ru/mp@2x/f5/e6/f5e6b720cb3b2f41cd43f7fe4e8b2c38.jpg;https://cdn.entero.ru/mp@2x/04/c8/04c82307f83ac89e48932bfe7cf0a360.jpg;https://cdn.entero.ru/mp@2x/68/cf/68cf5e33a65016deced353c28f6ec578.jpg,Тележка-шпилька для подносов Restoinox ТШРЗППР-12х2/360/540,ТШРЗППР-12х2/360/540 под подносы,49292,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377548,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377548"">Restoinox ТШРЗППР-12х2/360/540</a></b> предназначена для хранения и транспортировки подносов на предприятиях общественного питания и торговли. Модель оснащена 2 рядами по 12 уровней направляющих. Каркас выполнен из профиля квадратного сечения из нержавеющей стали марки AISI 430, направляющие – из прутка из нержавеющей стали марки AISI 304, панели – из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Сплошные панели с 3 сторон для защиты от внешних воздействий</li>
<li>4 колеса, включая 2 со стопорными ограничителями, для удобства транспортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм</li>
<li>Вместимость подносов: 24</li>
<li>Габариты подносов:
<ul>
<li>Ширина: от 300 до 360 мм</li>
<li>Глубина: 540 мм</li>
</ul>
</li>
<li>Толщина профиля каркаса: 1,2 мм</li>
<li>Толщина прутка направляющих: 6 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение панелей по каталогу RAL</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичные модели с различным цветовым исполнением панелей.</span></em></p>",377548,855 мм,840 мм,1700 мм,35 кг,Россия,1,550x150x1720 мм,0,https://entero.ru/manuals/519840/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для подносов,12,,120 мм,"360х540 мм, 300x540 мм",,,Да
https://cdn.entero.ru/mp@2x/bd/70/bd70e8cfa98a6c5a40f311bb806460d7.jpg,Тележка-шпилька для гастроемкостей Abat ТШГ-15х2,21000005760,49335,RUB,Нет,Abat,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/202455,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202455"">Abat ТШГ-15х2</a> </b>используется совместно с конвекционной печью <a href=""https://entero.ru/item/47598"">ПКЭ-4Э</a> для транспортировки противней и гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена 4 обрезиненными поворотными колесами, 2 из которых снабжены тормозными устройствами. Конструкция выполнена из высококачественной нержавеющей стали</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фиксаторы предотвращают возможность выпадения противней при транспортировке</li>
<li>Сварной каркас</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Допустимая нагрузка: 200 кг</li>
<li>Диаметр колес: 100 мм</li>
</ul>",202455,761 мм,516 мм,1686 мм,31 кг,Россия,1,1575x535x225 мм,0,https://entero.ru/manuals/237479/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%A8%D0%93-15%D1%852.pdf;https://entero.ru/manuals/237480/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%A8%D0%93-15%D1%852.pdf;https://entero.ru/manuals/510945/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,30 кг,"для гастроемкостей, для противней",15,,85 мм,320х435 мм,,,Да
https://cdn.entero.ru/mp@2x/ae/fb/aefb636b1e35cacf42c5b1146498bccc.jpg,Тележка-шпилька для подносов КАМИК Шпр-343162 двойная разборная,Шпилька двойная для подносов 2*12 270*360 (на колёсах) разборная 635*370*1700,49345,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/215526,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215526""><b class=""b"">КАМИК Шпр-343162</b></a> предназначена для временного хранения и транспортировки подносов с полуфабрикатами и готовой продукцией в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена 4 маневренными поворотными роликами. Корпус и направляющие выполнены из профиля высококачественной нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Загрузка с узкой стороны</li>
</ul>

<p><b>Дополнительные xарактеристики:</b></p>

<ul>
<li>Сечение стального профиля корпуса: 25х25 мм</li>
<li>Ширина направляющих: 50 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215526,635 мм,370 мм,1700 мм,,Россия,,,0,,51942,,24 кг,для подносов,12,,105 мм,270х360 мм,,,Да
https://cdn.entero.ru/mp@2x/2b/e9/2be948d5cb2217928a5337328c8cd9da.jpg,Тележка-шпилька для противней Restoinox для ротационной печи MIWE Roll-in 14 ур.,Тележка-шпилька для противней Restoinox для ротационной печи MIWE Roll-in 14 ур.,49887,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/158918,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158918""><b class=""b"">Restoinox для ротационной печи MIWE Roll-in</b></a> применяется в качестве межоперационного транспортного средства при выпечке хлебобулочных изделий на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колесами. Сварной каркас выполнен из трубы 25х25 мм нержавеющей стали Aisi 430, направляющие - из нержавеющей стали Аisi 430, колеса - из термостойкой фенольной смолы.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Для печей MIWE Roll-in</li>
<li>Сварной неразборный каркас</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная выдерживаемая температура: 280 °С</li>
<li>Толщина стали каркаса: 1,2 мм</li>
<li>Диаметр колес: 125 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",158918,815 мм,660 мм,1800 мм,30 кг,Россия,1,820x670x1820 мм,0,https://entero.ru/manuals/519837/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,52513,,,для противней,14,,112 мм,600х800 мм,,ротационная печь,
https://cdn.entero.ru/mp@2x/5e/fe/5efe6f250e4025fa02f96c66b6e8833f.jpg;https://cdn.entero.ru/mp@2x/fc/e3/fce3a3c0a716ea32adb00baba288c4c6.jpg;https://cdn.entero.ru/mp@2x/d7/d1/d7d1f66381c285d0bd3151385c6cda5b.jpg;https://cdn.entero.ru/mp@2x/22/38/223837101f56b068aa7dda78411b33cf.jpg;https://cdn.entero.ru/mp@2x/4a/fa/4afafd8ea716fd0e514c7141a2963e2a.jpg;https://cdn.entero.ru/mp@2x/47/59/4759ac22b2bc7c9802fec3c885277c27.jpg;https://cdn.entero.ru/mp@2x/6f/f7/6ff77910cdb1d176acd9e054e0cee6e8.jpg,Тележка-шпилька для подносов Restoinox ТШСЗПП-12-40/20-304/325-360,Тележка-шпилька для подносов Restoinox ТШСЗПП-12-40/20-304/325-360,50142,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377561,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377561"">Restoinox ТШСЗПП-12-40/20-304/325-360</a></b> предназначена для хранения и транспортировки подносов на предприятиях общественного питания и торговли. Модель оснащена рядом с 12 уровнями направляющих. Каркас выполнен из профиля прямоугольного сечения из нержавеющей стали марки AISI 304, направляющие – из углового профиля из нержавеющей стали марки AISI 304, панели – из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Сплошные панели с 3 сторон для защиты от внешних воздействий</li>
<li>4 колеса, включая 2 со стопорными ограничителями, для удобства транспортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм</li>
<li>Вместимость подносов: 12</li>
<li>Габариты подносов:
<ul>
<li>Ширина: от 305 до 360 мм</li>
<li>Глубина: 540 мм</li>
</ul>
</li>
<li>Толщина профиля каркаса: 1,2 мм</li>
<li>Габариты профиля каркаса: 20х40 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение панелей по каталогу RAL</li>
</ul>",377561,420 мм,570 мм,1700 мм,,Россия,,,0,https://entero.ru/manuals/519830/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,54502,,,для подносов,12,,125 мм,360х530 мм,,,
https://cdn.entero.ru/mp@2x/67/fe/67fe074895c5998d669035cbd5cf77ec.jpg,Тележка-шпилька для гастроемкостей POLAIR LOAD.ME.KITCHEN KG16.24.57.77D для подносов,Тележка-шпилька для гастроемкостей POLAIR LOAD.ME.KITCHEN KG16.24.57.77D для подносов,50451,RUB,Нет,POLAIR,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/160574,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/160574""><b class=""b"">POLAIR KG16.24.57.77D</b></a> серии LOAD.ME.KITCHEN предназначена для хранения и транспортировки гастронормированных подносов на предприятиях общественного питания и торговли. Модель оснащена колесиками со стопорами. Рама выполнена из анодированного алюминия, проволочные направляющие - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Направляющие с защитой от сквозного падения</li>
<li>Длительная устойчивость к коррозии</li>
<li>Компактность</li>
<li>Маневренность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 24 подноса</li>
<li>Размер подносов: GN1/1 (530х325 мм)</li>
<li>Максимальная нагрузка на тележку: 210 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Облицовочные панели из пищевого пластика</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. Подносы в комплект поставки не входят.</span></em></p>",160574,770 мм,576 мм,1600 мм,,Россия,,,0,https://entero.ru/manuals/188032/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20POLAIR%20KG16.24.57.77D%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81%D0%BE%D0%B2.pdf;https://entero.ru/manuals/271153/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Polair.pdf,,,,для гастроемкостей,12,,75 мм,GN 1/1,,,Да
https://cdn.entero.ru/mp@2x/53/51/53511e08c26394868e23a7dd5d4c46cc.jpg,Тележка-шпилька для гастроемкостей POLAIR LOAD.ME.KITCHEN KG16.18.57.77D,Тележка-шпилька для гастроемкостей POLAIR LOAD.ME.KITCHEN KG16.18.57.77D,50451,RUB,Нет,POLAIR,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/160577,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/160577""><b class=""b"">POLAIR KG16.18.57.77D</b></a> серии LOAD.ME.KITCHEN предназначена для хранения и транспортировки гастронормированных подносов на предприятиях общественного питания и торговли. Модель оснащена колесиками со стопорами. Рама выполнена из анодированного алюминия, проволочные направляющие - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Направляющие с защитой от сквозного падения</li>
<li>Длительная устойчивость к коррозии</li>
<li>Компактность</li>
<li>Маневренность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 18 подносов</li>
<li>Размер подносов: GN1/1 (530х325 мм)</li>
<li>Максимальная нагрузка на тележку: 210 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Облицовочные панели из пищевого пластика</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. Подносы в комплект поставки не входят.</span></em></p>",160577,770 мм,576 мм,1600 мм,,Россия,,,0,https://entero.ru/manuals/188034/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20POLAIR%20KG16.18.57.77D%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81%D0%BE%D0%B2.pdf;https://entero.ru/manuals/271154/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Polair.pdf,,,,для гастроемкостей,9,,100 мм,GN 1/1,,,Да
https://cdn.entero.ru/mp@2x/df/18/df187ed12d6c39b3168c25a6d525b7c7.jpg,Тележка-шпилька для подносов POLAIR LOAD.ME.KITCHEN KU16.24.50.79D,Тележка-шпилька для подносов POLAIR LOAD.ME.KITCHEN KU16.24.50.79D,50451,RUB,Нет,POLAIR,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/160612,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/160612""><b class=""b"">POLAIR KU16.24.50.79D</b></a> серии LOAD.ME.KITCHEN предназначена для хранения и транспортировки универсальных подносов на предприятиях общественного питания и торговли. Модель оснащена колесиками со стопорами. Рама выполнена из анодированного алюминия, проволочные направляющие - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Направляющие с защитой от сквозного падения</li>
<li>Длительная устойчивость к коррозии</li>
<li>Компактность</li>
<li>Маневренность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 24 подноса</li>
<li>Размер подносов: 460х344 мм</li>
<li>Максимальная нагрузка на тележку: 210 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Облицовочные панели из пищевого пластика</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. Подносы в комплект поставки не входят.</span></em></p>",160612,798 мм,506 мм,1600 мм,,Россия,,,0,https://entero.ru/manuals/188046/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20POLAIR%20KU16.24.50.79D%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81%D0%BE%D0%B2.pdf;https://entero.ru/manuals/271149/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Polair.pdf,53671,,,для подносов,12,,75 мм,,,,Да
https://cdn.entero.ru/mp@2x/82/9c/829cd13b9c4481a1064dcdd026d75543.jpg,Тележка-шпилька для подносов POLAIR LOAD.ME.KITCHEN KU16.18.50.79D,Тележка-шпилька для подносов POLAIR LOAD.ME.KITCHEN KU16.18.50.79D,50451,RUB,Нет,POLAIR,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/160614,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/160614""><b class=""b"">POLAIR KU16.18.50.79D</b></a> серии LOAD.ME.KITCHEN предназначена для хранения и транспортировки универсальных подносов на предприятиях общественного питания и торговли. Модель оснащена колесиками со стопорами. Рама выполнена из анодированного алюминия, проволочные направляющие - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Направляющие с защитой от сквозного падения</li>
<li>Длительная устойчивость к коррозии</li>
<li>Компактность</li>
<li>Маневренность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 18 подносов</li>
<li>Размер подносов: 460х344 мм</li>
<li>Максимальная нагрузка на тележку: 210 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Облицовочные панели из пищевого пластика</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. Подносы в комплект поставки не входят.</span></em></p>",160614,798 мм,506 мм,1600 мм,,Россия,,,0,https://entero.ru/manuals/188048/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20POLAIR%20KU16.18.50.79D%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81%D0%BE%D0%B2.pdf;https://entero.ru/manuals/271150/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Polair.pdf,53671,,,для подносов,9,,100 мм,,,,Да
https://cdn.entero.ru/mp@2x/ef/9a/ef9a7b130d2fdf332ef7d95eb77c1d13.jpg,Тележка-шпилька для гастроемкостей КАМИК Шпр-343183 двойная разборная,Шпилька двойная 2*12 gn 1/1 (на колёсах) разборная 745*540*1700,50467,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/215460,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215460""><b class=""b"">КАМИК Шпр-343183</b></a> предназначена для временного хранения и транспортировки гастроемкостей с полуфабрикатами и готовой продукцией в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена 4 маневренными поворотными роликами. Корпус и направляющие выполнены из профиля высококачественной нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Загрузка с узкой стороны</li>
</ul>

<p><b>Дополнительные xарактеристики:</b></p>

<ul>
<li>Сечение стального профиля корпуса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215460,745 мм,540 мм,1700 мм,,Россия,,,0,,,,31 кг,для гастроемкостей,12,,,GN 1/1,,,Да
https://cdn.entero.ru/mp@2x/0e/a8/0ea877f2e9ad54f2b320ad020216ad36.jpg,Тележка-шпилька для гастроемкостей КАМИК Шпр-343149 двойная разборная,Шпилька двойная 2*10 gn 2/1 (на колёсах) разборная 1155*660*1700,52640,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/215451,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215451""><b class=""b"">КАМИК Шпр-343149</b></a> предназначена для временного хранения и транспортировки гастроемкостей с полуфабрикатами и готовой продукцией в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Модель оснащена 4 маневренными поворотными роликами. Корпус и направляющие выполнены из профиля высококачественной нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Загрузка с узкой стороны</li>
</ul>

<p><b>Дополнительные xарактеристики:</b></p>

<ul>
<li>Сечение стального профиля корпуса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215451,1155 мм,660 мм,1700 мм,,Россия,,,0,,,,31 кг,для гастроемкостей,10,,,GN 2/1,,,Да
