Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Рабочая поверхность,Тип дверей,Количество дверей,Сквозной,Стеклянные двери,Салат-бар,Расположение агрегата,Тип гастроемкости для салат-бара,Вместимость гастроемкостей в салат-баре,Количество ящиков
https://cdn.entero.ru/mp@2x/bc/7a/bc7aa29d1a68f296a0cba9e8d168c254.jpg,Стол для пиццы Apach Chef Line LTPZ111TUD38,193950,766297,RUB,Нет,Apach,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/132032,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132032""><b class=""b"">Chef Line LTPZ111TUD38 </b></a>предназначен для обработки ингредиентов, используемых для приготовления пиццы, охлаждения и кратковременного хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления и самозакрывающимися дверями. Внутренняя отделка, стойки и направляющие, ножки и дверные ручки выполнены из высококачественной стали, стойкой к коррозии, с прочностью, позволяющей ей долго сохранять свой внешний вид и обеспечивать длительный срок службы изделия, столешница - из гранита. </p>

<p>В комплект поставки входят холодильная витрина-надстройка GN 1/3 и 12 пар направляющих EN 600x400 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессоры Aspera </li>
<li>Система испарения конденсата подключается только при наличии воды, образовавшейся в результате размораживания</li>
<li>Размораживание горячим газом</li>
<li>Хладагент: R290 </li>
<li>Внутренние углы округлые для легкой чистки</li>
<li>Возможность перевешивания двери с углом открывания 105°</li>
<li>Легкозаменяемые магнитные уплотнители</li>
<li>Остановка вентиляторов при открытии двери</li>
<li>Изоляция толщиной 60 мм гарантирует наименьшую потерю тепла, в результате чего снижается продолжительность работы компрессора</li>
<li>Климатический класс: 5</li>
<li>Энергетический класс: A</li>
<li>Класс энергоэффективности: F </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температур:
<ul>
<li>от -2 до 8 °C</li>
<li>от 2 до 10 °C</li>
</ul>
</li>
<li>Холодильная мощность: 0,565 кВт</li>
<li>Индекс энергоэффективности: 86,5</li>
<li>Потребление электроэнергии:
<ul>
<li>6,6 кВт/сутки</li>
<li>2409 кВт/год</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>

<p> </p>",132032,от -2 до 10 °С,220 В,0.546 кВт,2005 мм,800 мм,1525 мм,,Италия,,,0,https://entero.ru/manuals/149652/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/149653/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/289861/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20Chef%20Line%20LTPZ111TUD38.pdf,832932,,330 кг,для пиццы,390 л,гранит,,3,,,,,GN 1/3,,
https://cdn.entero.ru/mp@2x/a7/6d/a76d57a63de368cc9630af2f3ad21152.jpg,Стол для пиццы Turbo air CTPR-93-2D-2,Стол для пиццы Turbo air CTPR-93-2D-2,864006,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/203248,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203248"">Turbo air CTPR-93-2D-2</a></b> предназначен для раскатки теста, хранения продуктов и обработки ингредиентов для приготовления пиццы на рабочей поверхности на предприятиях общественного питания. Модель оснащена 2 дверцами, 2 ящиками, эргономичными ручками и 6 колесами. Корпус выполнен из нержавеющей стали (гальванизированная сталь на оборотной стороне и внизу), уплотнения - из ABS-пластика, пол - из нержавеющей стали с алюминиевыми вставками по бокам и сзади, тройные направляющие ящиков и дверные петли - из нержавеющей стали, разделочная доска - из пищевого полиэтилена LDPE</p>

<p>В комплект поставки входят 12 гастроемкостей глубиной 150 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аналоговое управление</li>
<li>Система охлаждения гастроемкостей: воздушный щит вокруг гастроемкости, поддерживающий температуру продукции ниже 5 °С, даже при открытых крышках</li>
<li>Отделение для гастроемкостей закрывается откидными крышками с системой фиксаторов положения</li>
<li>Эффективная система охлаждения (CFC Free): мощный испаритель и конденсатор</li>
<li>Запатентованный энергосберегающий контроллер (ESFC): остановка мотора вентилятора, если его работа приводит к негативным последствиям</li>
<li>Облегченная конструкция: увеличение срока службы ящиков и дверцы, уменьшение износа направляющих и петель, плавное открывание</li>
<li>С целью уменьшения риска получения травм, острые углы оборудования сглажены</li>
<li>Фронтальные колеса со стопорами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер разделочной доски (LDPE): 480х12,7 мм</li>
<li>Угол открывания крышки: 70°</li>
<li>Тип хладагента: R-134A / R-404A</li>
<li>Климатический класс: T(5) 45 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Регулируемые полки из нержавеющей стали</li>
<li>Запатентованный самоочищающийся конденсатор</li>
<li>Регулируемые ножки из нержавеющей стали</li>
</ul>",203248,от 0 до 8 °С,220 В,0.49 кВт,2372 мм,820 мм,1069 мм,,Ю. Корея,,,0,https://entero.ru/manuals/298458/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20CTPR-93-2D-2%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,900006,,273 кг,для пиццы,566 л,нерж. сталь,,2,,,Да,сбоку,,12,2
https://cdn.entero.ru/mp@2x/23/96/2396316ee432a5567ab8f1c8c90e5144.jpg,Стол для пиццы Apach Chef Line LTPZ1111TUD32,193951,927836,RUB,Нет,Apach,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/132866,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132866""><b class=""b"">Chef Line LTPZ1111TUD32 </b></a>предназначен для обработки ингредиентов, используемых для приготовления пиццы, охлаждения и кратковременного хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления и самозакрывающимися дверями. Внутренняя отделка, стойки и направляющие, ножки и дверные ручки выполнены из высококачественной стали, стойкой к коррозии, с прочностью, позволяющей ей долго сохранять свой внешний вид и обеспечивать длительный срок службы изделия, столешница - из гранита. </p>

<p>В комплект поставки входят холодильная витрина-надстройка GN 1/4 и 16 пар направляющих EN 600x400 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессоры Aspera </li>
<li>Система испарения конденсата подключается только при наличии воды, образовавшейся в результате размораживания</li>
<li>Размораживание горячим газом</li>
<li>Хладагент: R290 </li>
<li>Внутренние углы округлые для легкой чистки</li>
<li>Возможность перевешивания двери с углом открывания 105°</li>
<li>Легкозаменяемые магнитные уплотнители</li>
<li>Остановка вентиляторов при открытии двери</li>
<li>Изоляция толщиной 60 мм гарантирует наименьшую потерю тепла, в результате чего снижается продолжительность работы компрессора</li>
<li>Климатический класс: 5</li>
<li>Энергетический класс: С</li>
<li>Класс энергоэффективности: F </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температур:
<ul>
<li>от -2 до 8 °C</li>
<li>от 2 до 10 °C</li>
</ul>
</li>
<li>Холодильная мощность: 0,565 кВт</li>
<li>Индекс энергоэффективности: 85,5</li>
<li>Потребление электроэнергии:
<ul>
<li>7,3 кВт/сутки</li>
<li>2665 кВт/год</li>
</ul>
</li>
</ul>",132866,от -2 до 10 °С,220 В,0.546 кВт,2560 мм,800 мм,1525 мм,,Италия,,,0,https://entero.ru/manuals/289873/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20Chef%20Line%20LTPZ1111TUD32.pdf;https://entero.ru/manuals/289874/%D0%98%D0%BC%D0%B8%D0%B4%D0%B6%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf;https://entero.ru/manuals/289875/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,385 кг,для пиццы,520 л,гранит,,4,,,,сбоку,GN 1/4,,
https://cdn.entero.ru/mp@2x/0e/f6/0ef6b369c6adc4fbb46c150fa2dfaa61.jpg,Стол для пиццы Apach Chef Line LTPZ1111TUD38,193952,934520,RUB,Нет,Apach,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/132868,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132868""><b class=""b"">Chef Line LTPZ1111TUD38 </b></a>предназначен для обработки ингредиентов, используемых для приготовления пиццы, охлаждения и кратковременного хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления и самозакрывающимися дверями. Внутренняя отделка, стойки и направляющие, ножки и дверные ручки выполнены из высококачественной стали, стойкой к коррозии, с прочностью, позволяющей ей долго сохранять свой внешний вид и обеспечивать длительный срок службы изделия, столешница - из гранита. </p>

<p>В комплект поставки входят холодильная витрина-надстройка GN 1/3 и 16 пар направляющих EN 600x400 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессоры Aspera </li>
<li>Система испарения конденсата подключается только при наличии воды, образовавшейся в результате размораживания</li>
<li>Размораживание горячим газом</li>
<li>Хладагент: R290 </li>
<li>Внутренние углы округлые для легкой чистки</li>
<li>Возможность перевешивания двери с углом открывания 105°</li>
<li>Легкозаменяемые магнитные уплотнители</li>
<li>Остановка вентиляторов при открытии двери</li>
<li>Изоляция толщиной 60 мм гарантирует наименьшую потерю тепла, в результате чего снижается продолжительность работы компрессора</li>
<li>Климатический класс: 5</li>
<li>Энергетический класс: А</li>
<li>Класс энергоэффективности: F </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температур:
<ul>
<li>от -2 до 8 °C</li>
<li>от 2 до 10 °C</li>
</ul>
</li>
<li>Холодильная мощность: 0,565 кВт</li>
<li>Индекс энергоэффективности: 85,5</li>
<li>Потребление электроэнергии:
<ul>
<li>7,3 кВт/сутки</li>
<li>2665 кВт/год</li>
</ul>
</li>
</ul>",132868,от -2 до 10 °С,220 В,0.546 кВт,2560 мм,800 мм,1525 мм,,Италия,,,0,https://entero.ru/manuals/289870/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20Chef%20Line%20LTPZ1111TUD38.pdf;https://entero.ru/manuals/289871/%D0%98%D0%BC%D0%B8%D0%B4%D0%B6%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf;https://entero.ru/manuals/289872/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,,,385 кг,для пиццы,520 л,гранит,,4,,,,сбоку,GN 1/3,,
https://cdn.entero.ru/mp@2x/08/75/087538562f6a7d62930da90713c82b63.jpg,Стол для пиццы Turbo air CTPR-93-2D-4,Стол для пиццы Turbo air CTPR-93-2D-4,975863,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/203254,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203254"">Turbo air CTPR-93-2D-4</a></b> предназначен для раскатки теста, хранения продуктов и обработки ингредиентов для приготовления пиццы на рабочей поверхности на предприятиях общественного питания. Модель оснащена дверцей, 4 ящиками, эргономичными ручками и 6 колесами. Корпус выполнен из нержавеющей стали (гальванизированная сталь на оборотной стороне и внизу), уплотнения - из ABS-пластика, пол - из нержавеющей стали с алюминиевыми вставками по бокам и сзади, тройные направляющие ящиков и дверные петли - из нержавеющей стали, разделочная доска - из пищевого полиэтилена LDPE</p>

<p>В комплект поставки входят 12 гастроемкостей глубиной 150 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аналоговое управление</li>
<li>Система охлаждения гастроемкостей: воздушный щит вокруг гастроемкости, поддерживающий температуру продукции ниже 5 °С, даже при открытых крышках</li>
<li>Отделение для гастроемкостей закрывается откидными крышками с системой фиксаторов положения</li>
<li>Эффективная система охлаждения (CFC Free): мощный испаритель и конденсатор</li>
<li>Запатентованный энергосберегающий контроллер (ESFC): остановка мотора вентилятора, если его работа приводит к негативным последствиям</li>
<li>Облегченная конструкция: увеличение срока службы ящиков и дверцы, уменьшение износа направляющих и петель, плавное открывание</li>
<li>С целью уменьшения риска получения травм, острые углы оборудования сглажены</li>
<li>Фронтальные колеса со стопорами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер разделочной доски (LDPE): 480х12,7 мм</li>
<li>Угол открывания крышки: 70°</li>
<li>Тип хладагента: R-134A / R-404A</li>
<li>Климатический класс: T(5) 45 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Регулируемые полки из нержавеющей стали</li>
<li>Запатентованный самоочищающийся конденсатор</li>
<li>Регулируемые ножки из нержавеющей стали</li>
</ul>",203254,от 0 до 8 °С,220 В,0.49 кВт,2372 мм,820 мм,1069 мм,,Ю. Корея,,,0,https://entero.ru/manuals/298459/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20CTPR-93-2D-4%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,278 кг,для пиццы,878 л,нерж. сталь,,1,,,Да,сбоку,,12,4
https://cdn.entero.ru/mp@2x/a1/89/a189e7cb6b51414c6a9ef825da17ed44.jpg,Стол для пиццы Turbo air CTPR-93-2D-6,Стол для пиццы Turbo air CTPR-93-2D-6,1088388,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/203258,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203258"">Turbo air CTPR-93-2D-6</a></b> предназначен для раскатки теста, хранения продуктов и обработки ингредиентов для приготовления пиццы на рабочей поверхности на предприятиях общественного питания. Модель оснащена 6 ящиками, эргономичными ручками и 6 колесами. Корпус выполнен из нержавеющей стали (гальванизированная сталь на оборотной стороне и внизу), уплотнения - из ABS-пластика, пол - из нержавеющей стали с алюминиевыми вставками по бокам и сзади, тройные направляющие ящиков - из нержавеющей стали, разделочная доска - из пищевого полиэтилена LDPE</p>

<p>В комплект поставки входят 12 гастроемкостей GN 1/3 глубиной 150 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аналоговое управление</li>
<li>Цифровая система контроля температуры HTfl: точная и постоянная температура во всех отсеках холодильного стола </li>
<li>Система охлаждения гастроемкостей: воздушный щит вокруг гастроемкости, поддерживающий температуру продукции ниже 5 °С, даже при открытых крышках</li>
<li>Отделение для гастроемкостей закрывается откидными крышками с системой фиксаторов положения</li>
<li>Эффективная система охлаждения (CFC Free): мощный испаритель и конденсатор</li>
<li>Запатентованный энергосберегающий контроллер (ESFC): остановка мотора вентилятора, если его работа приводит к негативным последствиям</li>
<li>Магнитные уплотнители</li>
<li>Облегченная конструкция: увеличение срока службы ящиков, уменьшение износа направляющих, плавное открывание</li>
<li>Пожаробезопасные стенки</li>
<li>С целью уменьшения риска получения травм, острые углы оборудования сглажены</li>
<li>Фронтальные колеса со стопорами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер разделочной доски (LDPE): 490х12,7 мм</li>
<li>Угол открывания крышки: 70°</li>
<li>Тип хладагента: R-134A / R-404A</li>
<li>Климатический класс: T(5) 45 °С</li>
<li>Толщина стенки: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Регулируемые ножки из нержавеющей стали</li>
</ul>",203258,от 0 до 8 °С,220 В,0.37 кВт,2372 мм,820 мм,1069 мм,,Ю. Корея,,,0,https://entero.ru/manuals/298460/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20CTPR-93-2D-6%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,283 кг,для пиццы,878 л,нерж. сталь,,,,,Да,сбоку,GN 1/3,12,6
https://cdn.entero.ru/mp@2x/5d/ed/5ded2f5c1d2ad0cb27ac3389559c3c26.jpg,Стол для салатов GASTRORAG S900 SEC,Стол для салатов GASTRORAG S900 SEC,0,RUB,Нет,GASTRORAG,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/40672,"<p>Cтол для салатов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/40672"">GASTRORAG S900 SEC</a></b> предназначен для обработки ингредиентов, используемых для приготовления салатов, охлаждения и кратковременного хранения скоропортящихся продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена компрессорной системой охлаждения, статическим охлаждением, 2 полками-решетками GN 1/1 с направляющими и охлаждаемым гнездом с крышкой. Корпус выполнен из нержавеющей стали 304/430, внутренняя камера - из алюминия, разделочная доска - из пластмассы.</p>

<p>В комплект поставки гастроемкости не входят.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Варианты вместимости:
<ul>
<li>15х GN 1/6</li>
<li>5х GN 1/6 + 5х GN 1/3</li>
<li>5х GN 1/6 + 2х GN 2/3 + 1х GN 1/3</li>
<li>7х GN 1/3 + 1х GN 1/6</li>
</ul>
</li>
<li>Максимальная загрузка: 50 кг</li>
</ul>",40672,от 2 до 8 °С,220 В,0.23 кВт,900 мм,700 мм,850 мм,,Китай,,,0,https://entero.ru/manuals/65241/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20S900%20SEC.pdf;https://entero.ru/manuals/116379/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,70 кг,для салатов,260 л,нерж. сталь,,2,,,Да,снизу,"GN 1/6, GN 1/3, GN 2/3","10, 15, 8",
https://cdn.entero.ru/mp@2x/00/48/004899a756b97276610e6f913bfd8839.jpg;https://cdn.entero.ru/mp@2x/f3/60/f360d38c2a426de036048f042245e948.jpg,"Стол для салатов ITALFROST (CRYSPI) СШС-2,2 GN-1500 SDSBS 1/6","Стол для салатов ITALFROST (CRYSPI) СШС-2,2 GN-1500 SDSBS 1/6",0,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/233270,"<p>Стол для салатов<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233270""><b class=""b""> Italfrost СШС-2,2 GN-1500 SDSBS 1/6 </b></a>используется на предприятиях общественного питания и торговли для демонстрации и поддержания в охлажденном состоянии скоропортящихся продуктов и обработки ингредиентов, используемых для приготовления салатов. Модель оснащена встроенным цифровым компрессором. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическая система циркуляции воздуха</li>
<li>Микропроцессорный блок управления</li>
<li>
<p>Хладагент: R404</p>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На первом фото представлена аналогичная модель с 3 дверями.</span></em></p>",233270,от 0 до 7 °С,220 В,0.31 кВт,1500 мм,700 мм,865 мм,174 кг,Россия,1,1800x840x1038 мм,0,https://entero.ru/manuals/280034/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%20ITALFROST%20%28CRYSPI%29.pdf,,,145 кг,для салатов,,нерж. сталь,распашные,2,,,Да,снизу,,,2
https://cdn.entero.ru/mp@2x/23/4d/234d497194b926acb5db617f80747fbc.jpg,Саладетта Forcar S900,Саладетта Forcar S900,0,RUB,Нет,Forcar,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/128497,"<p>Саладетта <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128497"">Forcar S900</a></b> предназначена для обработки ингредиентов, используемых для приготовления салатов, охлаждения и кратковременного хранения скоропортящихся продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена 2 дверьми для доступа в пространство полезного объема. Корпус выполнен из нержавеющей стали AISI 304, рабочая поверхность - из пластмассы.</p>

<p>В комплект поставки входят 2 пары направляющих для гастроемкостей формата GN 1/1.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры</li>
<li>Автоматическое испарение конденсированной воды</li>
<li>Размораживание достигается отключением холодильного цикла</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>2х GN 1/1</li>
<li>3x GN 1/6</li>
</ul>
</li>
<li>Хладагент: R600a</li>
<li>Макс. рабочая температура: 32 °C / 55% HR</li>
<li>Толщина изоляции: 40 мм</li>
<li>Потребляемая мощность: 0,155 кВт</li>
<li>Внутренний размер: 830x530x500 мм</li>
</ul>",128497,от -2 до 8 °С,220 В,0.23 кВт,900 мм,700 мм,850 мм,,Италия,,,0,,,,70 кг,для салатов,240 л,пластмасса,,2,,,Да,снизу,"GN 1/1, GN 1/6",5,
https://cdn.entero.ru/mp@2x/d8/1e/d81e49604b73966ee468e65b94f103d6.jpg,Стол холодильный Enigma SH2000/700,103029,0,RUB,Нет,Enigma,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/66085,"<p>Охлаждаемый стол<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66085"">Enigma SH2000/700</a></b> предназначен для обработки ингредиентов для приготовления салатов, охлаждения и кратковременного хранения скоропортящихся продуктов и напитков на предприятиях общественного питания и торговли. Витрина для ингредиентов оснащена крышкой.</p>

<p>Гастроёмкости заказываются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>Автоматическое размораживание</li>
<li>2 распашные, самозакрывающиеся, глухие двери</li>
<li>Цифровой термостат Dixell</li>
<li>Компрессор Aspera</li>
<li>Замок</li>
<li>Корпус выполнен из нержавеющей стали</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: GN 1/1</li>
<li>Хладагент: R134A</li>
</ul>",66085,от 2 до 8 °С,220 В,2.8 кВт,1360 мм,700 мм,1085 мм,,Китай,,,0,,,,125 кг,для салатов,282 л,нерж. сталь,,2,,,Да,сбоку,GN 1/3,7,
