Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Установка,Конструкция,Оснащение,Подсветка,Тип гастроемкости,Температурный режим теплового отсека,Вместимость гастроемкостей,Температурный режим холодильного отсека
https://cdn.entero.ru/mp@2x/90/06/9006418a35d988cccae38496b64a2860.jpg,Буфет с охлаждаемой ванной Техно-ТТ БОВ-123/1286Д,120 441,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/186065,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186065"">Техно-ТТ БОВ-123/1286Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи салатов и холодных блюд на предприятиях общественного питания и торговли. Модель оснащена пристенной закрытой полкой с подсветкой и ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера под 4 гастроемкости с нишей вместо ящика.</span></em></p>",186065,холодильный,220 В,0.44 кВт,1286 мм,851 мм,1555 мм,,Россия,,,0,,,,"пристенный, стационарный",под гастроемкости,закрытая полка,,GN 1/1,,3,от 0 до 10 °C
https://cdn.entero.ru/mp@2x/00/46/0046c93611fca8f89063b25c1eaafd16.jpg,Буфет с охлаждаемой ванной Техно-ТТ БОВ-112/1286ДН,143 195,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/186080,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186080"">Техно-ТТ БОВ-112/1286ДН</a> </b>предназначен для выкладки, кратковременного хранения и раздачи салатов и холодных блюд на предприятиях общественного питания и торговли. Модель оснащена центральной закрытой полкой с подсветкой и направляющими под подносы. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера под 4 гастроемкости без направляющих.</span></em></p>",186080,холодильный,220 В,0.44 кВт,1286 мм,1451 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",под гастроемкости,"закрытая полка, направляющие",,GN 1/1,,3,от 0 до 10 °C
https://cdn.entero.ru/mp@2x/e4/18/e41810f425856a5028ad58c40eb40fbd.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-120/1946Д,121 108,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188344,"<p>Буфет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188344""><b class=""b"">Техно-ТТ БМС-120/1946Д</b></a> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей вместо ящика. </span></em></p>",188344,холодильный,,0.45 кВт,1946 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,,,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/7d/e1/7de13de63bee901055b1cf9c47bdb61b.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-220/1946Д,121 193,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188376,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188376"">Техно-ТТ БМС-220/1946Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",188376,холодильный,,0.45 кВт,1946 мм,851 мм,900 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,,,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/2b/b8/2bb85ebc2c4f369a8f14000737a849a3.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-112/1946А,121 039,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188336,"<p>Буфет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188336""><b class=""b"">Техно-ТТ БМС-112/1946А </b></a>предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена нишей и закрытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",188336,холодильный,,0.34 кВт,1946 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,закрытая полка,Да,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/43/5f/435f65b5ef89e2b6ac63ecfd06238db5.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-212/1946А,121 147,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188363,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188363"">Техно-ТТ БМС-212/1946А</a></b> предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена нишей и закрытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС </li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с ящиком вместо ниши. </span></em></p>",188363,холодильный,,0.34 кВт,1946 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,закрытая полка,Да,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/59/6a/596a13ea0da573f127e7d1e8edca5e94.jpg,Буфет с подогреваемой столешницей Техно-ТТ БПС-123/1616,120 583,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/187934,"<p>Буфет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187934""><b class=""b"">Техно-ТТ БПС-123/1616 </b></a>предназначен для выкладки, подогрева и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена ящиком и пристенной закрытой полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>",187934,тепловой,,2.42 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"островной, стационарный",сплошная столешница,закрытая полка,Да,,75 °C,,
https://cdn.entero.ru/mp@2x/1d/24/1d2475b95f2188b2da48bdc8d19e4a40.jpg,Буфет с подогреваемой столешницей Техно-ТТ БПС-223/1616,120 637,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/187956,"<p>Буфет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187956""><b class=""b"">Техно-ТТ БПС-223/1616 </b></a>предназначен для выкладки, подогрева и раздачи горячих блюд на предприятиях общественного питания и торговли. Модель оснащена ящиком и пристенной закрытой полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с нишей вместо ящика. </span></em></p>",187956,тепловой,,2.42 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"островной, стационарный",сплошная столешница,закрытая полка,Да,,75 °C,,
https://cdn.entero.ru/mp@2x/59/2b/592bf5713ffadd94506d4dc7e48da19f.jpg,Буфет с охлаждаемой ванной Техно-ТТ БОВ-113/1616А,120 414,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/186896,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186896"">Техно-ТТ БОВ-113/1616А</a> </b>предназначен для выкладки, кратковременного хранения и раздачи салатов и холодных блюд на предприятиях общественного питания и торговли. Модель оснащена пристенной закрытой полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>",186896,холодильный,220 В,0.262 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"пристенный, стационарный",под гастроемкости,закрытая полка,,GN 1/1,,4,от 0 до 10 °C
https://cdn.entero.ru/mp@2x/a9/55/a95584c201cdf62415d48473e43a0d1e.jpg,Буфет с охлаждаемой ванной Техно-ТТ БОВ-111/1616АН,143 269,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/186890,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186890"">Техно-ТТ БОВ-111/1616АН</a> </b>предназначен для выкладки, кратковременного хранения и раздачи салатов и холодных блюд на предприятиях общественного питания и торговли. Модель оснащена центральной открытой полкой с подсветкой и направляющими под подносы. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор АСС</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель без направляющих.</span></em></p>",186890,холодильный,220 В,0.262 кВт,1616 мм,1451 мм,1530 мм,,Россия,,,0,,,,"стационарный, островной",под гастроемкости,"открытая полка, направляющие",,GN 1/1,,4,от 0 до 10 °C
https://cdn.entero.ru/mp@2x/a2/f8/a2f8ab2d40f40b6448e6678e8a9434ee.jpg,Буфет с охлаждаемой ванной Техно-ТТ БОВ-113/1286ДН,143 196,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/186082,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186082"">Техно-ТТ БОВ-113/1286ДН</a> </b>предназначен для выкладки, кратковременного хранения и раздачи салатов и холодных блюд на предприятиях общественного питания и торговли. Модель оснащена пристенной закрытой полкой с подсветкой и направляющими под подносы. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера под 4 гастроемкости без направляющих.</span></em></p>",186082,холодильный,220 В,0.44 кВт,1286 мм,1151 мм,1555 мм,,Россия,,,0,,,,"пристенный, стационарный",под гастроемкости,"закрытая полка, направляющие",,GN 1/1,,3,от 0 до 10 °C
https://cdn.entero.ru/mp@2x/69/73/69734b294ad57e4d09adc37518b91e0c.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-122/1616Д,121 112,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188224,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188224"">Техно-ТТ БМС-122/1616Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена ящиком и закрытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с нишей вместо ящика. </span></em></p>",188224,холодильный,,0.445 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,закрытая полка,Да,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/f4/a6/f4a6d4a3730087fab6072a5b53a937c6.jpg,Буфет с морозильной столешницей Техно-ТТ БМС-222/1616Д,121 198,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/188247,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188247"">Техно-ТТ БМС-222/1616Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи десертов и мороженого на предприятиях общественного питания и торговли. Модель оснащена ящиком и закрытой центральной полкой с подсветкой. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб </li>
</ul>",188247,холодильный,,0.445 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, островной",сплошная столешница,закрытая полка,Да,,,,от -3 до 0 °C
https://cdn.entero.ru/mp@2x/6f/78/6f78253e58dfa6186e67948dd51214f4.jpg,Буфет с ванной для льда Техно-ТТ БВЛ-120/1946А,120688,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214037,"<p>Буфет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214037""><b class=""b"">Техно-ТТ БВЛ-113/1946А </b></a>предназначен для выкладки, кратковременного хранения и раздачи напитков и холодных закусок на предприятиях общественного питания и торговли. Модель оснащена ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p>Ванна в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор ACC</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей вместо ящика.</span></em></p>",214037,холодильный,,0.34 кВт,1946 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/252099/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252100/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"стационарный, островной",ванна для льда,,,,,,от -1 до 1 °C
https://cdn.entero.ru/mp@2x/80/a7/80a7c79286c50e1a49bbcfe676f902e5.jpg,Буфет с ванной для льда Техно-ТТ БВЛ-220/1946А,120743,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214085,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214085"">Техно-ТТ БВЛ-220/1946А</a> </b>предназначен для выкладки, кратковременного хранения и раздачи напитков и холодных закусок на предприятиях общественного питания и торговли. Модель оснащена ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p>Ванна в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор ACC</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214085,холодильный,,0.34 кВт,1946 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/252136/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252137/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"стационарный, островной",ванна для льда,,,,,,от -1 до 1 °C
https://cdn.entero.ru/mp@2x/cf/76/cf767ae6172ce5275597a7bf76ec55ef.jpg,Буфет с ванной для льда Техно-ТТ БВЛ-113/1616А,120676,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/213985,"<p>Буфет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213985""><b class=""b"">Техно-ТТ БВЛ-113/1616А </b></a>предназначен для выкладки, кратковременного хранения и раздачи напитков и холодных закусок на предприятиях общественного питания и торговли. Модель оснащена нишей. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p>Ванна в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор ACC</li>
<li>Закрытая пристенная полка</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",213985,холодильный,,0.222 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, пристенный",ванна для льда,закрытая полка,Да,,,,от -1 до 1 °C
https://cdn.entero.ru/mp@2x/06/db/06db2d4e94ab9aa435f320bd4d2af06b.jpg,Буфет с ванной для льда Техно-ТТ БВЛ-213/1616А,120738,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214006,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214006"">Техно-ТТ БВЛ-213/1616А</a> </b>предназначен для выкладки, кратковременного хранения и раздачи напитков и холодных закусок на предприятиях общественного питания и торговли. Модель оснащена нишей. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p>Ванна в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор ACC</li>
<li>Пристенная закрытая полка</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с центральной полкой и ящиком вместо ниши.</span></em></p>",214006,холодильный,,0.222 кВт,1616 мм,851 мм,1555 мм,,Россия,,,0,,,,"стационарный, пристенный",ванна для льда,закрытая полка,Да,,,,от -1 до 1 °C
https://cdn.entero.ru/mp@2x/77/53/77535e8963450e9bd092fbbeefde2983.jpg,Буфет с мармитом вторых блюд Техно-ТТ БМВ-105/966,143652,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214195,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214195"">Техно-ТТ БМВ-105/966</a></b> предназначен для выкладки, временного хранения и раздачи горячих блюд на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Пристенная полка с подъемным механизмом</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214195,тепловой,,2.015 кВт,966 мм,851 мм,1555 мм,,Россия,,,0,https://entero.ru/manuals/252534/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252535/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"островной, стационарный",мармит водяной,,Да,GN 1/1,75 °C,2,
