Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Подключение,Диаметр пиццы
https://cdn.entero.ru/mp@2x/11/97/1197e53386639b24e0bb6065004d9d2d.jpg,Печь конвейерная Senoven SEN 1702 ГАЗ,SEN1702 газ (Подставка в комплекте),1082840,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/117190,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117190"">Senoven SEN 1702 ГАЗ</a></b> предназначена для выпекания пиццы и приготовления тостов, плоских батонов, хлеба и лазаньи на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки оборудования входит подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микропроцессорное программирование</li>
<li>Регулировка скорости движения конвейера</li>
<li>Возможность ручного программирования</li>
<li>Низкое потребление электроэнергии</li>
<li>Равномерное распределение тепла</li>
<li>Электронный экран управления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 610 мм</li>
<li>Длина ленты: 1700 мм</li>
<li>Размер камеры: 655х915х87 мм</li>
<li>Максимальная мощность: 15 кВт</li>
<li>Потребляемая мощность: от 8 до 10 кВт</li>
<li>Высота печи на подставке: 1130 мм</li>
<li>Расход газа: 1,3 м<sup>3</sup>/ч</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",117190,,,1218 мм,1957 мм,570 мм,,,,,0,https://entero.ru/manuals/216307/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,,,251 кг,90 пицц в час,"220 В, газ",
https://cdn.entero.ru/mp@2x/ab/d2/abd212d07aa57f37980e562c6ad5b563.jpg;https://cdn.entero.ru/mp@2x/dc/f4/dcf4568ddcc35bd0c86356083fb72d38.jpg;https://cdn.entero.ru/mp@2x/cb/77/cb77c1dd5350c5ccdb86aae2c147dc43.jpg;https://cdn.entero.ru/mp@2x/e7/d2/e7d29d4c8084deb2dd27600d6a82d642.jpg;https://cdn.entero.ru/mp@2x/ae/b8/aeb83da0ba10df607666e5170a81ac5c.jpg,Печь конвейерная Zanolli Synthesis 08/50E/MC DIG,Печь конвейерная Zanolli Synthesis 08/50E/MC DIG,1100937,RUB,Нет,Zanolli,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/285868,"<p>Конвейерная печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285868""><b class=""b"">Zanolli Synthesis 08/50E/MC DIG</b></a> используется для приготовления пиццы, запеченных на гриле овощей, фаст-фуда и выпечки на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Модель оснащена электронной панелью управления и вентилятором. Конвейер выполнен из нержавеющей проволоки, дверца - из двойного стекла.</p>

<p><b class=""o"">Стенд в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>10 настраиваемых программ с возможностью записи времени, температуры выпечки и мощности нагрева</li>
<li>Функция экономии электроэнергии</li>
<li>Простой доступ для очистки</li>
<li>Возможность установки печи в 2 яруса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления:
<ul>
<li>Пицца Ø15 см: 3,5 мин.</li>
<li>Пицца Ø45 см: от 4,5 до 5,5 мин.</li>
</ul>
</li>
<li>Внутренний размер камеры: 500х850х100 мм</li>
<li>Ширина конвейера: 500 мм</li>
<li>Уровень шума: до 70 дБ</li>
<li>Время достижения заданной температуры: 20 мин</li>
</ul>",285868,320 °С,14.2 кВт,1750 мм,1260 мм,490 мм,,Италия,,,0,https://entero.ru/manuals/349888/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,1183803,,,от 50 до 60 пицц в час,380 В,от 15 до 45 см
https://cdn.entero.ru/mp@2x/44/95/44953e38c4f9f20e5540e4f4d70bea8f.jpg;https://cdn.entero.ru/mp@2x/85/8b/858b157f8f71a9ae829f0d396b43353a.jpg;https://cdn.entero.ru/mp@2x/d7/c5/d7c582d79259dfee5d7dc9c0df2e66ce.jpg;https://cdn.entero.ru/mp@2x/d3/f7/d3f758293cb5af5268fc48b271e0aeb4.jpg;https://cdn.entero.ru/mp@2x/a7/08/a7080af479c9b582077a418d08bfda90.jpg,Печь конвейерная OEM-ALI TL 105LCD,OM04381,1108666,RUB,Нет,OEM-ALI,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/198347,"<p>Конвекционная конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198347"">OEM-ALI TL 105LCD</a></b> серии Tunnel TL предназначена для выпечки пиццы на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления с раздельными ТЭНами верхней и нижней части камеры. Корпус выполнен из нержавеющей стали, конвейер - из нержавеющей стали AISI 430, стенки камеры - из огнеупорного кирпича.</p>

<p><b>Особенности:</b></p>

<ul>
<li>7 встроенных программ приготовления</li>
<li>Дисплей с диагональю 7 дюймов</li>
<li>Функция Eco</li>
<li>Высокая степень теплоотдачи</li>
<li>Реверсивное движение конвейера</li>
<li>Подсветка галогеновой лампой</li>
<li>Возможность установки до 3 печей друг над другом</li>
<li>Возможность готовить в печи как в статической, с остановленным конвейером</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность:
<ul>
<li>Пицца Ø35 см: 67 шт/час</li>
<li>Пицца Ø45 см: 40 шт/час</li>
<li>Противень 60х40 см: 13 шт/час</li>
</ul>
</li>
<li>Установка времени прохождения конвейера через камеру: от 0,5 до 30 мин.</li>
<li>Ширина конвейера: 500 мм</li>
<li>Внутренний размер камеры: 500х1000х105 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стенды</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель со стендом.</span></em></p>",198347,от 0 до 400 °С,11.5 кВт,2260 мм,1020 мм,600 мм,,Италия,,,0,https://entero.ru/manuals/231080/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20OEM-ALI%20Tunnel%20TL.pdf;https://entero.ru/manuals/231081/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1167017,,242 кг,,380 В,от 35 до 45 см
https://cdn.entero.ru/mp@2x/3f/0a/3f0aac033584ea9fe79d71adf305c4f6.jpg,Печь конвейерная ITPIZZA T65,Печь конвейерная ITPIZZA T65,1130115,RUB,Нет,ITPIZZA,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/91172,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91172"">ITPIZZA T65</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления, регулирующей время включения и выключения, скорость движения конвейера, температуру верхних и нижних ТЭНов. Оборудование полностью выполнено из нержавеющей стали.</p>

<p>В комплект поставки входит стенд.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для контроля процесса приготовления</li>
<li>Дверца обеспечивает удобный доступ в камеру, что облегчает процесс очистки</li>
<li>Температура внешней поверхности печи не превышает 40 °C, что убережет операторов от травм и ожогов</li>
<li>Есть возможность установки одного модуля на другой (максимум 3 яруса)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вес пиццы: 390 г</li>
<li>Размер камеры: 650х1000х100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",91172,от 0 до 320 °С,17.4 кВт,2070 мм,1320 мм,560 мм,,Италия,,,0,https://entero.ru/manuals/306934/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITPIZZA%20T65.pdf,,,284 кг,85 пицц в час,380 В,33 см
https://cdn.entero.ru/mp@2x/0b/0b/0b0b6b61fd10677b5e370987c352ef06.jpg,Гриль конвейерный Senoven SEN-3100 S,Гриль конвейерный Senoven SEN-3100 S,1162480,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/169962,"<p>Конвейерный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169962"">Senoven SEN-3100 S</a></b> предназначен для приготовления мясных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления, автоматическим контролем температуры и регулировкой скорости ленты. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 160 мм</li>
<li>Длина камеры: 560 мм</li>
<li>Количество лент: 1</li>
</ul>

<p><br>
</p>",169962,,8 кВт,496 мм,1087 мм,800 мм,,Турция,,,0,https://entero.ru/manuals/195859/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Senoven%20SEN-3100%20S%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.docx;https://entero.ru/manuals/216327/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,,,87 кг,,"220 В, газ",
https://cdn.entero.ru/mp@2x/b8/e9/b8e91249a98a1da57cce9d0d6196a55c.jpg,Печь конвейерная Senoven SEN 2000,SEN2000 (Подставка в комплекте),1294810,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/117192,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117192"">Senoven SEN 2000</a></b> предназначена для выпекания пиццы и приготовления тостов, плоских батонов, хлеба и лазаньи на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки оборудования входит подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микропроцессорное программирование</li>
<li>Запрограммированная память</li>
<li>Возможность ручного программирования</li>
<li>Низкое потребление электроэнергии</li>
<li>Равномерное распределение тепла</li>
<li>Электронный экран управления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 810 мм</li>
<li>Длина ленты: 2000 мм</li>
<li>Размер камеры: 855х1025х87 мм</li>
<li>Максимальная мощность: 27 кВт</li>
<li>Потребляемая мощность: от 12 до 13 кВт</li>
<li>Высота печи на подставке: 1300 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",117192,,,1545 мм,2005 мм,755 мм,,Турция,,,0,https://entero.ru/manuals/216306/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf;https://entero.ru/manuals/306973/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Senoven%20SEN%202000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.docx,,,335 кг,135 пицц в час,380 В,
https://cdn.entero.ru/mp@2x/4e/b6/4eb6860cccd7c5e9cc39cf51d9207068.jpg,Печь конвейерная Senoven SF 800-52S,SF 800,1330120,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/169942,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169942"">Senoven SF 800-52S</a></b> предназначена для выпекания пиццы и приготовления тостов, плоских батонов, хлеба и лазаньи на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит подставка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 520 мм</li>
<li>Длина камеры: 852 мм</li>
<li>Производительность: 180 лаваша/ч</li>
<li>Потребляемая мощность: 14 кВт</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em><br>
</p>",169942,,,984 мм,1925 мм,1140 мм,,Турция,,,0,https://entero.ru/manuals/195837/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Senoven%20SF%20800-52S%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.docx;https://entero.ru/manuals/216302/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,,,285 кг,80 пицц в час,380 В,
https://cdn.entero.ru/mp@2x/92/a6/92a639fca362b322b53bd97d2e1f549d.jpg,Печь конвейерная ITPIZZA T80,Печь конвейерная ITPIZZA T80,1395323,RUB,Нет,ITPIZZA,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/91173,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91173"">ITPIZZA T80</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления, регулирующей время включения и выключения, скорость движения конвейера, температуру верхних и нижних ТЭНов. Оборудование полностью выполнено из нержавеющей стали.</p>

<p>В комплект поставки входит стенд.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для контроля процесса приготовления</li>
<li>Дверца обеспечивает удобный доступ в камеру, что облегчает процесс очистки</li>
<li>Температура внешней поверхности печи не превышает 40 °C, что убережет операторов от травм и ожогов</li>
<li>Есть возможность установки одного модуля на другой (максимум 3 яруса)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вес пиццы: 390 г</li>
<li>Размер камеры: 800х1000х100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",91173,от 0 до 320 °С,24.4 кВт,2250 мм,1560 мм,600 мм,,Италия,,,0,https://entero.ru/manuals/306935/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITPIZZA%20T80.pdf,,,411 кг,115 пицц в час,380 В,33 см
https://cdn.entero.ru/mp@2x/c1/74/c1743f30cc03bc95bc58f2cadd40831e.jpg,Гриль конвейерный Senoven SEN-3000,Гриль конвейерный Senoven SEN-3000,1423290,RUB,Нет,Senoven,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/169957,"<p>Конвейерный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169957""><b class=""b"">Senoven SF 800-52S</b></a> предназначен для приготовления мясных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления, автоматическим контролем температуры и регулировкой скорости ленты. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 160 мм</li>
<li>Длина камеры: 560 мм</li>
<li>Количество лент: 2</li>
</ul>

<p><br>
</p>",169957,,13 кВт,690 мм,1087 мм,800 мм,,Турция,,,0,https://entero.ru/manuals/195853/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Senoven%20SEN-3000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.docx;https://entero.ru/manuals/216328/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,,,113 кг,,"220 В, газ",
https://cdn.entero.ru/mp@2x/4e/04/4e04d6218079cbaef27b72f88303b625.jpg;https://cdn.entero.ru/mp@2x/c6/b2/c6b27c89b4a3186098db96e6d7fe32bd.jpg,Печь конвейерная Zanolli Synthesis 11/65 E/MC DIG,Печь конвейерная Zanolli Synthesis 11/65 E/MC DIG,1439688,RUB,Нет,Zanolli,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/285865,"<p>Конвейерная печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285865""><b class=""b"">Zanolli Synthesis 11/65 E/MC DIG</b></a> используется для приготовления пиццы, запеченных на гриле овощей, фаст-фуда и выпечки на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Модель оснащена электронной панелью управления и вентилятором. Конвейер выполнен из нержавеющей проволоки, дверца - из двойного стекла.</p>

<p><b class=""o"">Стенд в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>10 настраиваемых программ с возможностью записи времени, температуры выпечки и мощности нагрева</li>
<li>Функция экономии электроэнергии</li>
<li>Простой доступ для очистки</li>
<li>Возможность установки печи в 2 яруса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления:
<ul>
<li>Пицца Ø25 см: 3,5 мин.</li>
<li>Пицца Ø50 см: от 5 до 6 мин.</li>
</ul>
</li>
<li>Внутренний размер камеры: 650х1100х100 мм</li>
<li>Ширина конвейера: 650 мм</li>
<li>Уровень шума: до 70 дБ</li>
<li>Время достижения заданной температуры: 20 мин</li>
</ul>",285865,320 °С,18.5 кВт,2000 мм,1400 мм,550 мм,,Италия,,,0,https://entero.ru/manuals/349884/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,от 90 до 120 пицц в час,380 В,от 25 до 50 см
https://cdn.entero.ru/mp@2x/e4/49/e449b3ac1ff5f4b9150fa16606600ba3.jpg,Печь конвейерная Apach AMT 80 с подставкой,159224,1455232,RUB,Нет,Apach,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/84097,"<p>Конвейерная печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84097""><b class=""b"">Apach AMT 80</b></a> предназначена для выпекания пиццы, хлебобулочных и кондитерских изделий, запекания овощей и других блюд на предприятиях общественного питания и торговли. Модель с электронной панелью управления оснащена вентилируемой камерой, электростатическим реле и боковой дверцей, позволяющей контролировать процесс приготовления. Корпус и конвейер выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит подставка на колесах.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Нижние ТЭНы: 2х 6 кВт</li>
<li>Верхние ТЭНы: 2х 6 кВт</li>
</ul>
</li>
<li>Размер камеры: 800х1100х100 мм</li>
<li>Габариты в упаковке: 2450х1760х930 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",84097,от 50 до 320 °С,24.4 кВт,2250 мм,1560 мм,1130 мм,,Италия,,,0,https://entero.ru/manuals/81318/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/287386/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20AMT%2080%20%D1%81%20%D0%BF%D0%BE%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%BE%D0%B9.pdf;https://entero.ru/manuals/287387/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AMT%2080%20%D1%81%20%D0%BF%D0%BE%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%BE%D0%B9.pdf;https://entero.ru/manuals/287388/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/287389/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,411 кг,от 150 до 170 пицц в час,380 В,30 см
https://cdn.entero.ru/mp@2x/2c/c2/2cc236b070ffea6fae8e71df068e8748.jpg,Печь для пиццы конвейерная WLBake WellPizza Rapido 115,Печь для пиццы конвейерная WLBake WellPizza Rapido 115,1479873,RUB,Нет,WLBake,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/361031,"<p>Конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361031"">WLBake WellPizza Rapido 115</a></b> используется для выпекания и разогрева пиццы, а также приготовления других изделий, не требующих пароувлажнения: фокаччи, хачапури, слоек, запеченных овощей и запеканок на предприятиях общественного питания и торговли. Модель оснащена камерой с верхними и нижними блоками электронагревателей (ТЭНов) и электронной панелью управления. Изделие выполнено из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сохранение до 6 автоматических программ приготовления</li>
<li>Независимая регулировка температуры верхних и нижних блоков ТЭНов в каждой камере</li>
<li>Регулировка скорости движения конвейера</li>
<li>Функция реверса конвейера</li>
<li>Многофункциональный таймер:
<ul>
<li>Настройка электронных часов</li>
<li>Расписание включения и выключения по дням недели </li>
</ul>
</li>
<li>Цифровая индикация температуры верхних и нижних ТЭНов, номера программы, текущих даты и времени и других настроек таймера</li>
<li>Символьная индикация работы и направления движения конвейера</li>
<li>6 языков меню, включая русский</li>
<li>Самодиагностика с индикацией кодов неисправностей</li>
<li>Эффективная система охлаждения с помощью автоматически регулируемой принудительной вентиляции</li>
<li>Предохранительный термостат с ручным сбросом для защиты от перегрева</li>
<li>Регулируемые входной и выходной проем</li>
<li>Дверца на торце камеры для удобства технического обслуживания и очистки</li>
<li>Смотровое окно для визуального контроля процесса</li>
<li>Подставка на колесах для удобства транспортировки</li>
<li>Возможность компактного вертикального штабелирования нескольких моделей до 3 ярусов для оптимизации пространства</li>
<li>Эргономичный современный дизайн​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 0 до 40 °С</li>
<li>Максимальная относительная влажность (без конденсата): 95%</li>
</ul>
</li>
<li>Производительность соответственно диаметру заготовки:
<ul>
<li>330 мм: 115 шт./ч</li>
<li>400 мм: 90 шт./ч</li>
</ul>
</li>
<li>Температура срабатывания предохранительного термостата: 427 °С</li>
<li>Номинальная сила тока:
<ul>
<li>220 В: 67 А</li>
<li>380 В: 42 А</li>
</ul>
</li>
<li>Сечение кабеля питания: 5х6 мм²</li>
<li>Длина кабеля питания: 2000 мм</li>
<li>Длина камеры: 1100 мм</li>
<li>Длина конвейера: 2000 мм</li>
<li>Ширина конвейера: 800 мм</li>
<li>Максимальная высота проема: 100 мм</li>
</ul>",361031,от 0 до 350 °С,24.4 кВт,2250 мм,1560 мм,600 мм,,Италия,,,0,https://entero.ru/manuals/463430/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20WLBake%20WellPizza%20Rapido%20115.pdf,,,411 кг,от 90 до 115 пицц в час,"220 В, 380 В",от 33 до 40 см
https://cdn.entero.ru/mp@2x/a6/b2/a6b2aeb33f2aebd3204fb1baf621713d.jpg;https://cdn.entero.ru/mp@2x/e0/0d/e00d58e8bc313359d433b550e42899f8.jpg;https://cdn.entero.ru/mp@2x/bb/93/bb93ea2baa2652fd62d102389e03a33b.jpg;https://cdn.entero.ru/mp@2x/14/bc/14bc8fdc8dcc2459b88608ec43432d83.jpg,Печь конвейерная конвекционная OEM-ALI HV 75/1 LCD,OM04765,1551389,RUB,Нет,OEM-ALI,Профоборудование,Тепловое,Печи конвейерные,https://entero.ru/item/198161,"<p>Конвекционная конвейерная печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198161"">OEM-ALI HV 75/1 LCD</a></b> предназначена для выпечки пиццы и гастрономической выпечки на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления с возможностью оперативного регулирования тепловых потоков верха и пода камеры. Камера выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроллер с записью:
<ul>
<li>30 программ для выпечки пиццы</li>
<li>30 программ гастрономической выпечки</li>
</ul>
</li>
<li>Режим самодиагностики</li>
<li>Функция самоочистки</li>
<li>Функция разморозки</li>
<li>Экономичный режим</li>
<li>Две скорости вращения вентилятора</li>
<li>Кнопка остановки конвейера</li>
<li>Широкая дверь</li>
<li>Двойное смотровое стекло</li>
<li>Возможность установки в 3 яруса</li>
<li>Специальная теплоизоляция</li>
<li>Простая очистка</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность:
<ul>
<li>Пицца Ø30-35 см: 105 шт/час</li>
<li>Пицца Ø45-50 см: 40 шт/час</li>
<li>Противень 60х40 см: 20 шт/час</li>
</ul>
</li>
<li>Установка времени прохождения конвейера через камеру: от 1 до 30 мин.</li>
<li>Ширина конвейера: 750 мм</li>
<li>Внутренний размер камеры: 750х1100х120 мм</li>
<li>Уровень шума: 65 дб</li>
<li>Габариты в упаковке: 1550x2170x860 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель со стендом.</span></em></p>",198161,от 0 до 400 °С,18.5 кВт,2130 мм,1500 мм,605 мм,,Италия,,,0,https://entero.ru/manuals/230891/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20OEM-ALI%20HV%2075_1%20LCD.pdf;https://entero.ru/manuals/230895/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1633041,,326 кг,,380 В,от 30 до 50 см
