Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Тип управления,Материал корпуса,Диаметр ножа,Толщина нарезки,Материал ножа
https://cdn.entero.ru/mp@2x/01/71/0171b155a8d9c0647e11b71bd44eff0e.jpg,Слайсер CuisinAid CD-HBS-250,Слайсер CuisinAid CD-HBS-250,34422,RUB,Нет,,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/334024,"<p>Настольный полуавтоматический слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334024"">CuisinAid CD-HBS-250</a></b> предназначен для быстрой нарезки мяса, сыра, колбасных изделий и других пищевых продуктов на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена встроенным заточным устройством. Корпус выполнен из алюминия, нож – из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",334024,220 В,0.32 кВт,480 мм,340 мм,360 мм,,Китай,,,0,,,,15.9 кг,,полуавтоматический,алюминий,250 мм,от 0.2 до 12 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/47/3e/473e74e7699a03dbdac87be17b33535c.jpg,Слайсер BECKERS ES 275 тефлон,Слайсер BECKERS ES 275 тефлон,39487,RUB,Нет,BECKERS,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/133395,"<p>Слайсер <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/133395""><b class=""b"">BECKERS ES 275</b></a> предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена встроенным затачивающимся устройством, благодаря чему персонал предприятия легко может поддерживать должный уровень остроты ножа. Ручка каретки выполнена из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный электрический двигатель</li>
<li>Регулятор толщины нарезки</li>
<li>Рукозащитный щиток</li>
<li>Лезвие с двухсторонней заточкой</li>
<li>Резиновые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер реза: 230x190 мм</li>
<li>Ход каретки: 255 мм</li>
<li>Габариты в упаковке: 490х550х450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",133395,220 В,0.15 кВт,505 мм,410 мм,375 мм,,Италия,,,0,,,,16.5 кг,,полуавтоматический,анодированный алюминий,275 мм,от 0 до 15 мм,"тефлон, хромированная сталь"
https://cdn.entero.ru/mp@2x/af/b6/afb6ac36f7f96fafb1e56f60ab8829f8.jpg;https://cdn.entero.ru/mp@2x/ea/ea/eaead68d3c3d16ff60fc87cc3dca9ab6.jpg;https://cdn.entero.ru/mp@2x/3e/34/3e34f680c0c59f560cbefe13fa0139be.jpg,Слайсер Sirman TOPAZ 195,Слайсер Sirman TOPAZ 195,43370,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/74944,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74944"">Sirman TOPAZ 195</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена бесшумным и крепким асинхронным двигателем и зубчатыми лезвиями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крепкая ременная передача Поли-В</li>
<li>Встроенное затачивающие устройство с двойным наждаком</li>
<li>Лезвие высокотемпературной ковки</li>
<li>Скольжение каретки по самосмазывающимся втулкам</li>
<li>Плоская база для более лёгкой очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ход каретки: 162 мм</li>
<li>Наклон ножа: 25°</li>
<li>Размер лотка: 185x165 мм</li>
<li>Габариты в упаковке: 430x400x370 мм</li>
</ul>",74944,220 В,0.11 кВт,375 мм,380 мм,320 мм,,Италия,,,0,https://entero.ru/manuals/46379/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20TOPAZ%20195.pdf;https://entero.ru/manuals/46380/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20TOPAZ%20195.jpg;https://entero.ru/manuals/419998/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72909/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,10.5 кг,,полуавтоматический,анодированный алюминий,195 мм,от 0 до 13 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/c2/08/c208b0ebb6d6a52ad7dc4ad0b6448489.jpg;https://cdn.entero.ru/mp@2x/7d/5c/7d5c768621d177f258d4c626652d1b6c.jpg;https://cdn.entero.ru/mp@2x/38/e6/38e66276f3ad9bc12591ba5e2056611b.jpg;https://cdn.entero.ru/mp@2x/20/1d/201d945973853f78e640273edc9f4be4.jpg,Слайсер RGV Lusso 22 G/A CEV Prof,Lusso 22 G/A CEV,43735,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/245042,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245042"">RGV Lusso 22 G/A CEV Prof</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Модель оснащена наклонным дисковым ножом. Основание выполнено из алюминия, покрытого пригодной для контакта с пищевыми продуктами краской, лезвие – из закаленной шлифованной стали с твердым хромированным покрытием, крышка ножа, лоток для продуктов, перегородка для регулировки нарезки и фиксированное защитное кольцо лезвия – из анодированого алюминия с полированным покрытием, защитный экран – из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины нарезки с помощью градуированной поворотной ручки</li>
<li>Профессиональный двигатель с принудительной вентиляцией для защиты от перегрева</li>
<li>Удерживающий лезвие вал на двойном шарикоподшипнике для минимизации уровня шума</li>
<li>Каретка с прозрачным защитным экраном для предотвращаения травм рук </li>
<li>Съемное профессиональное заточное устройство с возможностью фиксирования положения для заточки</li>
<li>Кнопка аварийной остановки</li>
<li>Cветодиодная индикация питания</li>
<li>Металлический толкатель</li>
<li>Регулируемые по высоте опоры для компенсации неровностей установочной поверхности</li>
<li>Увеличенный зазор между ножом и основанием для удобства очистки</li>
<li>Устойчивость к коррозии для получения гигиенически чистого продукта</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты нарезаемого продукта: 210х135(±5) мм</li>
<li>Диаметр нарезки: 145(±5) мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Габариты основания: 400х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245042,220 В,0.14 кВт,400 мм,250 мм,320 мм,,Италия,,,0,https://entero.ru/manuals/296094/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RGV%20Lusso%2022%20G_A%20CEV%20Prof.pdf;https://entero.ru/manuals/296095/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20Lusso%2022%20G_A%20CEV%20Prof.pdf;https://entero.ru/manuals/296096/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,45557,,13 кг,,полуавтоматический,"анодированный алюминий, полированный алюминий, крашеный алюминий",220 мм,от 0 до 16 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/f5/40/f54025584a614008dac99774dd57ac11.jpg;https://cdn.entero.ru/mp@2x/64/f8/64f85fd19114129bcc51c319937433d0.jpg;https://cdn.entero.ru/mp@2x/f6/f6/f6f6015b1b8c48e70e1bec04bcbb7016.jpg;https://cdn.entero.ru/mp@2x/a5/47/a54792645ae16758ca7026900600b344.jpg,Слайсер RGV Lusso 25 G/A CEV Prof,Lusso 25 G/A CEV,46374,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/245043,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245043"">RGV Lusso 25 G/A CEV Prof</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Модель оснащена наклонным дисковым ножом. Основание выполнено из алюминия, покрытого пригодной для контакта с пищевыми продуктами краской, лезвие – из закаленной шлифованной стали с твердым хромированным покрытием, крышка ножа, лоток для продуктов, перегородка для регулировки нарезки и фиксированное защитное кольцо лезвия – из анодированого алюминия с полированным покрытием, защитный экран – из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины нарезки с помощью градуированной поворотной ручки</li>
<li>Профессиональный двигатель с принудительной вентиляцией для защиты от перегрева</li>
<li>Удерживающий лезвие вал на двойном шарикоподшипнике для минимизации уровня шума</li>
<li>Каретка с прозрачным защитным экраном для предотвращаения травм рук </li>
<li>Съемное профессиональное заточное устройство с возможностью фиксирования положения для заточки</li>
<li>Кнопка аварийной остановки</li>
<li>Cветодиодная индикация питания</li>
<li>Металлический толкатель</li>
<li>Регулируемые по высоте опоры для компенсации неровностей установочной поверхности</li>
<li>Увеличенный зазор между ножом и основанием для удобства очистки</li>
<li>Устойчивость к коррозии для получения гигиенически чистого продукта</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты нарезаемого продукта: 230х185(±5) мм</li>
<li>Диаметр нарезки: 175(±5) мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Габариты основания: 400х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245043,220 В,0.14 кВт,400 мм,250 мм,345 мм,15 кг,Италия,1,545x480x410 мм,0,https://entero.ru/manuals/296097/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RGV%20Lusso%2025%20G_A%20CEV%20Prof.pdf;https://entero.ru/manuals/296098/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20Lusso%2025%20G_A%20CEV%20Prof.pdf;https://entero.ru/manuals/296099/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,14 кг,,полуавтоматический,"полированный алюминий, анодированный алюминий, крашеный алюминий",250 мм,от 0 до 16 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/ba/ed/baedbc187dd64bfc8e7290864dd059f2.jpg,Слайсер RGV Lusso 25 GL с тефлоновым диском,Lusso-25-GL-TF,51652,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/59591,"<p>Слайсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59591""><b class=""b"">RGV LUSSO 25 GL</b></a> предназначен для использования на предприятиях общественного питания, торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики.</p>

<p>Профессиональный мотор с функцией принудительной вентиляции исключает возможность перегрева оборудования, а также делает его работу практически бесшумной. Слайсер оснащен съемным устройством для заточки ножа с двойным наждаком. Поддон для продуктов, перемычка для регулирования толщины среза и кольцо, покрывающее лезвие, выполнены из алюминия, отполированного путем анодирования, что обеспечивает их гигиеническую чистоту и защиту от коррозии.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рукоятка управления лезвием установлена на двойной шарикоподшипник, что делает работу слайсера практически бесшумной</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер нарезаемого продукта: 230х180 мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Размер пластины: 190х210 мм</li>
<li>Размер базы: 415х263 мм</li>
<li>Габариты в упаковке: 530х480х390 мм</li>
<li>Объем в упаковке: 0,1 м<sup>3</sup></li>
</ul>",59591,220 В,0.14 кВт,480 мм,363 мм,365 мм,,Италия,,,0,https://entero.ru/manuals/35492/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20LUSSO%2025%20GL%20TF.jpg,,,14 кг,,полуавтоматический,лакированный алюминий,250 мм,от 0 до 15 мм,тефлон
https://cdn.entero.ru/mp@2x/ae/a9/aea90e7c33db96a938453679ccc0c679.jpg;https://cdn.entero.ru/mp@2x/2e/1f/2e1fdea968a065fa58855ed2c28669a7.jpg;https://cdn.entero.ru/mp@2x/82/73/82730c91033c65dc98af5b96b1c3412a.jpg,Слайсер Sirman SMART 250 (исполнение PA),Слайсер Sirman SMART 250 (исполнение PA),57698,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/75681,"<p>Слайсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75681""><b class=""b"">Sirman SMART 250 </b></a>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена проветриваемым двигателем и зубчатыми лезвиями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Встроенное литьевое затачивающее устройство с двойным наждаком</li>
<li>Скольжение каретки по самосмазывающимся втулкам и притирочным стержням</li>
<li>Большое расстояние между двигателем и лезвием для более удобной очистки</li>
<li>Профессиональная версия СЕ с разблокированием на каретке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ход каретки: 247 мм</li>
<li>Hаклон ножа: 25°</li>
<li>Размер лотка: 225x240 мм</li>
<li>Габариты в упаковке: 600x500x420 мм</li>
</ul>",75681,220 В,0.132 кВт,500 мм,460 мм,460 мм,,Италия,,,0,https://entero.ru/manuals/47068/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20MIRRA%20250.pdf;https://entero.ru/manuals/47069/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20MIRRA%20250.jpg;https://entero.ru/manuals/72907/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,62715,,15.5 кг,,полуавтоматический,анодированный алюминий,250 мм,от 0 до 13 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/25/f3/25f3e6a99b645940e2fa361f7ef4f48c.jpg;https://cdn.entero.ru/mp@2x/07/27/0727abf98f6f382bbc0329ff778abd32.jpg;https://cdn.entero.ru/mp@2x/b9/84/b9843794fb45f404e01889f78dd7d2e0.jpg;https://cdn.entero.ru/mp@2x/eb/49/eb498da3fd34f720ce22cd741a401c48.jpg;https://cdn.entero.ru/mp@2x/6f/c6/6fc6e8c2afec4856803135feaddde522.jpg,Слайсер RGV Lusso 275 A Prof,Lusso 275/A CEV,58437,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/245040,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245040"">RGV Lusso 275 A Prof</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Модель оснащена наклонным дисковым ножом. Основание выполнено из алюминия, покрытого пригодной для контакта с пищевыми продуктами краской, лезвие – из закаленной шлифованной стали с твердым хромированным покрытием, крышка ножа, лоток для продуктов, перегородка для регулировки нарезки и фиксированное защитное кольцо лезвия – из анодированого алюминия с полированным покрытием, защитный экран – из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины нарезки с помощью градуированной поворотной ручки</li>
<li>Профессиональный двигатель с принудительной вентиляцией для защиты от перегрева</li>
<li>Удерживающий лезвие вал на двойном шарикоподшипнике для минимизации уровня шума</li>
<li>Каретка с прозрачным защитным экраном для предотвращаения травм рук </li>
<li>Кнопка аварийной остановки</li>
<li>Cветодиодная индикация питания</li>
<li>Регулируемые по высоте опоры для компенсации неровностей установочной поверхности</li>
<li>Увеличенный зазор между ножом и основанием для удобства очистки</li>
<li>Устойчивость к коррозии для получения гигиенически чистого продукта</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты нарезаемого продукта: 230х190(±5) мм</li>
<li>Диаметр нарезки: 190(±5) мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Габариты каретки: 210х235 мм</li>
<li>Габариты основания: 400х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Съемное точило с двойным наждаком</li>
<li>Тефлоновый нож</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245040,220 В,0.15 кВт,505 мм,410 мм,375 мм,15 кг,Италия,1,535x485x455 мм,0,https://entero.ru/manuals/296091/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RGV%20Lusso%20275%20A%20Prof.pdf;https://entero.ru/manuals/296092/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20Lusso%20275%20A%20Prof.pdf;https://entero.ru/manuals/296093/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,полуавтоматический,"полированный алюминий, анодированный алюминий, крашеный алюминий",275 мм,от 0 до 16 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/5c/11/5c1197289076bb9768e6ae2cd38b9f26.jpg;https://cdn.entero.ru/mp@2x/0b/d3/0bd338dbc4a70ce71fade22a75a66ed4.jpg;https://cdn.entero.ru/mp@2x/56/d6/56d6c2741a231c6b3034f8c9bbc97a3b.jpg;https://cdn.entero.ru/mp@2x/cd/bd/cdbd3dab22aa9fe743813cf963de8510.jpg,Слайсер RGV Lusso 275 S Prof,Lusso 275/S CEV,59505,RUB,Нет,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/245049,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245049"">RGV Lusso 275 S Prof</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Модель оснащена наклонным дисковым ножом. Основание выполнено из алюминия, покрытого пригодной для контакта с пищевыми продуктами краской, лезвие – из закаленной шлифованной стали с твердым хромированным покрытием, крышка ножа, лоток для продуктов и перегородка для регулировки нарезки – из анодированого алюминия с полированным покрытием, защитный экран – из плексигласа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины нарезки с помощью градуированной поворотной ручки</li>
<li>Профессиональный двигатель с принудительной вентиляцией для защиты от перегрева</li>
<li>Удерживающий лезвие вал на двойном шарикоподшипнике для минимизации уровня шума</li>
<li>Каретка с прозрачным защитным экраном для предотвращаения травм рук </li>
<li>Встроенное профессиональное заточное устройство с двойным наждаком</li>
<li>Кнопка аварийной остановки</li>
<li>Cветодиодная индикация питания</li>
<li>Металлический толкатель</li>
<li>Регулируемые по высоте опоры для компенсации неровностей установочной поверхности</li>
<li>Увеличенный зазор между ножом и основанием для удобства очистки</li>
<li>Устойчивость к коррозии для получения гигиенически чистого продукта</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты нарезаемого продукта: 225х180(±5) мм</li>
<li>Диаметр нарезки: 190(±5) мм</li>
<li>Длина хода каретки: 255 мм</li>
<li>Габариты основания: 400х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тефлоновый нож</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245049,220 В,0.15 кВт,400 мм,250 мм,390 мм,,Италия,,,0,https://entero.ru/manuals/296112/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RGV%20Lusso%20275%20S%20Prof.pdf;https://entero.ru/manuals/296113/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20RGV%20Lusso%20275%20S%20Prof.pdf;https://entero.ru/manuals/296114/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,полуавтоматический,"лакированный алюминий, анодированный алюминий, полированный алюминий",275 мм,от 0 до 16 мм,хромированная сталь
https://cdn.entero.ru/mp@2x/c0/a3/c0a329efbe6b2c45109315734c2daf57.jpg;https://cdn.entero.ru/mp@2x/67/27/672729a0bdcc38e3076b6132af68f464.jpg;https://cdn.entero.ru/mp@2x/5c/d1/5cd1d3c89b260d91980f65a5c4ef3fa5.jpg;https://cdn.entero.ru/mp@2x/82/d2/82d26bbca156f64c3b9cde5fad726d33.jpg;https://cdn.entero.ru/mp@2x/19/5c/195c38071a1b7fbb0b98f73dd1d6e2d4.jpg;https://cdn.entero.ru/mp@2x/68/d5/68d507bfa5427d8a822201fe235bc961.jpg,Слайсер Sirman MIRRA 250 C (зубчатый нож),A6306,63588,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/51649,"<p>Слайсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51649""><b class=""b"">Sirman Mirra 250 C</b></a> предназначен для равномерной нарезки колбасы, хлеба и других продуктов. Модель подходит для использования в супермаркетах, ресторанах, кафе и других заведениях общепита. Аппарат оснащен проветриваемым двигателем и зубчатыми лезвиями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лезвие высокотемпературной ковки</li>
<li>Гаечный комплект и разделитель ломтиков из нержавеющей стали</li>
<li>Большое расстояние между двигателем и лезвием для более удобной очистки</li>
<li>Скольжение каретки по самосмазывающимся втулкам и притирочным стержням</li>
<li>Крепкий держатель рабочего стола</li>
<li>Компактные размеры, но большая способность резки</li>
<li>Профессиональная версия СЕ с разблокированием на каретке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ход каретки: 245 мм</li>
<li>Hаклон ножа: 25°</li>
<li>Размер лотка: 230x230 мм</li>
<li>Размеры упаковки: 600x500x420 мм</li>
</ul>",51649,220 В,0.147 кВт,570 мм,560 мм,475 мм,,Италия,,,0,https://entero.ru/manuals/419589/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20MIRRA%20250%20C.pdf;https://entero.ru/manuals/419590/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20MIRRA%20250%20C.pdf;https://entero.ru/manuals/419591/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419592/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,16 кг,,полуавтоматический,анодированный алюминий,250 мм,13 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/d7/c7/d7c7a83fc0d2ec7f5d636762cfc416e5.jpg;https://cdn.entero.ru/mp@2x/04/0f/040fd4b225af4d96576d42508d6e29ee.jpg,Слайсер Sirman TOPAZ 275,Слайсер Sirman TOPAZ 275,66528,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/74959,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74959"">Sirman TOPAZ 275</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена бесшумным и крепким асинхронным двигателем и зубчатыми лезвиями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крепкая ременная передача Поли-В</li>
<li>Встроенное затачивающие устройство с двойным наждаком</li>
<li>Лезвие высокотемпературной ковки</li>
<li>Скольжение каретки по самосмазывающимся втулкам</li>
<li>Плоская база для более лёгкой очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ход каретки: 235 мм</li>
<li>Наклон ножа: 25°</li>
<li>Размер лотка: 220x225 мм</li>
<li>Габариты в упаковке: 600x500x500 мм</li>
</ul>",74959,220 В,0.145 кВт,525 мм,410 мм,455 мм,,Италия,,,0,https://entero.ru/manuals/46385/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20TOPAZ%20275.pdf;https://entero.ru/manuals/46386/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20TOPAZ%20275.jpg;https://entero.ru/manuals/420001/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72914/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,70029,,16.5 кг,,полуавтоматический,анодированный алюминий,275 мм,от 0 до 13 мм,нержавеющая сталь
