Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Объем,Вес (с упаковкой),Линия 700,Линия 900,Структура жарочной поверхности,Материал поверхности,Лавовый,Галечный гриль
https://cdn.entero.ru/mp@2x/d7/92/d792892d9f98d4653e8ec6d537d28299.jpg,Сковорода открытая газовая Apach Chef Line GLFTG89LRP,Сковорода открытая газовая Apach Chef Line GLFTG89LRP,390431,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/114997,"<p>Открытая газовая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114997"">Apach Chef Line GLFTG89LRP</a></b> серии 900 предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали AISI 304, жарочная поверхность - из стали толщиной 2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Структура поверхности: 2/3 гладкая, 1/3 рифленая</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",114997,настольная,,16 кВт,800 мм,900 мм,250 мм,110 кг,Италия,1,900x1000x450 мм,0,https://entero.ru/manuals/289459/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,424382,,100 кг,газ,2,,,,Да,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/a7/0c/a70ccefc4e20cbca4ade35c5ae976a9c.jpg,Поверхность жарочная электрическая Giorik Unika 900 FLE941GCRX гладкая,FLE941GCRX,392154,RUB,Нет,Giorik,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/361317,"<p>Напольная электрическая жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361317""><b class=""b"">Giorik Unika 900 FLE941GCRX</b></a> предназначена для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 2 независимыми зонами нагрева, сплошной гладкой рабочей поверхностью и расположенной на наклонной фронтальной стенке электромеханической панелью управления. Рабочая поверхность и внешняя облицовка корпуса выполнены из высококачественной нержавеющей стали, трубчатые электронагреватели (ТЭНы) – из коррозионостойкого сплава Incoloy. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение, выключение и регулировка температуры с помощью термостатов с поворотными переключателями</li>
<li>Предельный термостат для защиты от перегрева</li>
<li>Светодиодные индикаторы питания и активации нагрева</li>
<li>Мощные армированные ТЭНы</li>
<li>Съемный поддон для сбора жира</li>
<li>Герметично интегрированная рабочая поверхность с заглубленной кромкой для защиты от перелива</li>
<li>Съемная тыльная вентиляционная решетка с 3-ровневыым бортом</li>
<li>Закрытый с 3 сторон стенд со сплошной полкой для возможности хранения инвентаря</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эксплуатация в качестве отдельно стоящего прибора или в составе технологической линии</li>
<li>Формат поддона: GN1/2</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки опор: 45 мм</li>
<li>Высота заглубления рабочей поверхности: 30 мм</li>
<li>Габариты рабочей поверхности: 720х640 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Скребок для очистки рабочей поверхности <a href=""https://entero.ru/item/361554"">7080100</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",361317,напольная,от 80 до 290 °С,16 кВт,800 мм,900 мм,900 мм,,Италия,,,0,https://entero.ru/manuals/464668/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Giorik%20Unika%20900%20FLE941GCRX.pdf;https://entero.ru/manuals/464705/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Giorik%20Unika%20900%20FLE941GCRX.jpg,408494,,175 кг,380 В,2,,,,Да,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/0d/9b/0d9b9fb8ec71e25be16c35d235b7fc16.jpg,Гриль лавовый Apach Chef Line SLLGG87,Гриль лавовый Apach Chef Line SLLGG87,395467,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/297713,"<p>Лавовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297713"">Apach Chef Line SLLGG87</a></b> используется в составе тепловой линии 700 или самостоятельно на предприятиях общественного питания и торговли для обжарки мяса, рыбы и овощей. Модель оснащена съемным жиросборником. Корпус выполнен из нержавеющей стали AISI 304, решетки - из чугуна, жиросборник - из нержавеющей стали.</p>

<p>В комплект поставки входят двусторонняя решетка для мяса и лавовый камень.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нержавеющей стали: 2 мм</li>
<li>Габариты в упаковке: 900х850х450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях.</span></em></p>",297713,настольная,,20 кВт,800 мм,730 мм,320 мм,,Италия,,,0,https://entero.ru/manuals/359245/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,429855,,106 кг,газ,1,,,Да,,решетка,чугун,Да,
https://cdn.entero.ru/mp@2x/96/ac/96accc1d25affaec34f72ffd1c43b702.jpg,Сковорода открытая газовая Apach Chef Line GLFTG49LCOSP,Сковорода открытая газовая Apach Chef Line GLFTG49LCOSP,400746,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/115024,"<p>Открытая газовая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115024"">Apach Chef Line GLFTG49LCOSP</a> </b>серии 900 предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали AISI 304, жарочная поверхность - из стали толщиной 2 мм с хромовым покрытием.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",115024,напольная,,8 кВт,400 мм,900 мм,850 мм,90 кг,Италия,1,500x1000x1050 мм,0,https://entero.ru/manuals/289467/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,82 кг,газ,1,,,,Да,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/49/f7/49f75a1b56d9e683cdd9c7f52e203de2.jpg,Гриль лавовый Apach APGG-89P/PL,385568,404905,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/301024,"<p>Лавовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301024"">Apach APGG-89P/PL</a></b> 900-й серии предназначен для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Модель с бортами оснащена горелками с пьезоэлектрическим поджигом и системой стабилизации пламени, съемными лотками для сбора остатков пищи, масла и жира и открытой подставкой с регулируемыми по высоте ножками. Корпус, панель управления и вытяжная решетка выполнены из нержавеющей стали AISI 304, боковые и задняя панели - из нержавеющей стали AISI 430, горелки и лотки - из нержавеющей стали, рабочая поверхность – из чугуна.</p>

<p>В комплект поставки входят 2 решетки и форсунки для подключения к газовому баллону.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1000х1100х1050 мм</li>
</ul>",301024,напольная,от 80 до 320 °С,20 кВт,800 мм,900 мм,850 мм,,Италия,,,0,https://entero.ru/manuals/361300/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/361301/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/361302/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Apach%20APGG-89P.pdf,421776,https://vk.com/video_ext.php?oid=-177656185&id=456240404&hd=2&autoplay=0,104 кг,газ,2,,,,Да,решетка,чугун,Да,
https://cdn.entero.ru/mp@2x/22/cb/22cb5ab726c5b9f3eac46369d4e04abf.jpg,Сковорода открытая газовая Apach Chef Line SLFTG87CLT,Сковорода открытая газовая Apach Chef Line SLFTG87CLT,405161,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/115130,"<p>Открытая газовая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115130"">Apach Chef Line SLFTG87CLT</a></b> серии 700 предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Модель оснащена съемным жиросборником и защитным бортом. Корпус выполнен из нержавеющей стали AISI 304, жарочная поверхность - из стали толщиной 15 мм с хромовым покрытием, нагревательные элементы, борт и жиросборник - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный термостатический контроль</li>
<li>Небольшой уклон для облегчения очистки и слива излишков жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты зоны нагрева: 735х530 мм</li>
<li>Объем жиросборника: 2,5 л</li>
<li>Толщина металла: 2 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без хромового покрытия жарочной поверхности.</span></em></p>",115130,настольная,от 200 до 400 °С,14 кВт,800 мм,730 мм,320 мм,103 кг,Италия,1,900x850x450 мм,0,https://entero.ru/manuals/289531/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,94 кг,газ,1,,,Да,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/34/37/343740264243563caa4768be592cf8e6.jpg,Гриль электрический Apach Chef Line SLGE49CS,Гриль электрический Apach Chef Line SLGE49CS,405824,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/297854,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297854"">Apach Chef Line SLGE49CS</a></b> используется в составе тепловой линии 900 или самостоятельно на предприятиях общественного питания и торговли для обжарки мяса, рыбы и овощей. Модель оснащена съемным контейнером для воды, расположенным под нагревательными элементами, и закрытой подставкой с регулируемыми ножками. Корпус выполнен из нержавеющей стали AISI 304, рабочая поверхность – из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нержавеющей стали: 2 мм</li>
<li>Габариты в упаковке: 500х1000х1100 мм</li>
</ul>",297854,напольная,,5.41 кВт,400 мм,900 мм,900 мм,,Италия,,,0,https://entero.ru/manuals/359393/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Chef%20Line.pdf,422733,,55 кг,380 В,1,,,,Да,решетка,чугун,,
https://cdn.entero.ru/mp@2x/e7/6c/e76cbc2c17f18b60ca6dfedda21de8fe.jpg,Сковорода открытая газовая Apach Chef Line SLFTG87CLRT,Сковорода открытая газовая Apach Chef Line SLFTG87CLRT,405843,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/115136,"<p>Открытая газовая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115136"">Apach Chef Line SLFTG87CLRT</a></b> серии 700 предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Модель оснащена съемным жиросборником и защитным бортом. Корпус выполнен из нержавеющей стали AISI 304, жарочная поверхность - из стали толщиной 15 мм с хромовым покрытием, нагревательные элементы, борт и жиросборник - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Структура поверхности: 1/2 гладкая, 1/2 рифленая</li>
<li>Точный термостатический контроль</li>
<li>Небольшой уклон для облегчения очистки и слива излишков жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты зоны нагрева: 735х530 мм</li>
<li>Объем жиросборника: 2,5 л</li>
<li>Толщина металла: 2 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без хромового покрытия жарочной поверхности.</span></em></p>",115136,настольная,от 200 до 400 °С,14 кВт,800 мм,730 мм,320 мм,103 кг,Италия,1,900x850x450 мм,0,https://entero.ru/manuals/289532/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,94 кг,газ,1,,,Да,,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/36/3a/363aa77c7e734600caec3bfe5918807e.jpg;https://cdn.entero.ru/mp@2x/3a/8d/3a8d63c8614ccc3d6f368a46c89ba3bd.jpg;https://cdn.entero.ru/mp@2x/50/5e/505eb1e3384b3abf84035ea7b1a7ea1f.jpg;https://cdn.entero.ru/mp@2x/3d/d4/3dd4350ced9029a5406a348133e34568.jpg;https://cdn.entero.ru/mp@2x/58/a1/58a186952d7804147b037089c4070468.jpg,Гриль индукционный SMART INDUCTION G96-PRRB,Гриль индукционный SMART INDUCTION G96-PRRB,406250,RUB,Нет,SMART INDUCTION,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/255732,"<p>Индукционный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/255732"">SMART INDUCTION G96-PRRB</a></b> предназначен для приготовления мясных, рыбных и овощных блюд на предприятиях общественного питания и торговли. Модель оснащена электронно-механической панелью управления с цифровой индикацией и сенсорными кнопками, съемным жировым фильтром для отделения жира и влаги от поступающего внутрь аппарата воздуха, ящиком для сбора жира и регулируемыми по высоте ножками. Корпус и столешница выполнены из нержавеющей стали AISI430, рабочая поверхность - из нержавеющей стали, передняя панель имеет стойкое полимерное покрытие черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемный воздуховод и брызгозащитный фартук позволяют поддерживать плиту в чистом состоянии и легко моются под проточной водой или в посудомоечной машине</li>
<li>Быстрый разогрев и минимальные потери температуры при укладке продуктов</li>
<li>Равномерный прогрев поверхности благодаря мультизонной катушке</li>
<li>Экономичное энергопотребление</li>
<li>Память на 3 позиции и легкое переключение программ нажатием на сенсор</li>
<li>Сливное отверстие на рабочей поверхности</li>
<li>Минимальные жировые испарения из-за отсутствия двойного горения</li>
<li>Анатомическая ручка для комфортной работы с высокопрочным механизмом вращения с каленым стержнем и запатентованной конструкцией</li>
<li>Встроенная защита от перепадов напряжения и от неправильного подключения</li>
<li>Рабочая поверхность открыта с 4 сторон и не касается стенок, что делает очистку изделия простым и позволяет соблюдать гигиенические нормы</li>
<li>Долговечные материалы, не подверженные коррозии</li>
<li>Инструкция на корпусе по QR</li>
<li>Немецкие силовые элементы</li>
<li>Американские чипы</li>
<li>Международная система менеджмента качества ISO 9001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимое входное напряжение: от 170 до 265 В</li>
<li>Частота: 50 Гц</li>
<li>Мощность: 3x5 кВт</li>
<li>Таймер: от 1 до 99 мин.</li>
<li>Диаметр ручки регулятора: 58 мм</li>
<li>Толщина материала:
<ul>
<li>Рабочая зона: 10 мм</li>
<li>Столешница: 1,2 мм</li>
</ul>
</li>
<li>Высота бортиков: 100 мм</li>
<li>Размер рабочей поверхности: 1136х530 мм</li>
<li>Габариты на подставке: 1200х900х985 мм</li>
<li>КПД преобразования электрической энергии в тепловую: 90%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка:
<ul>
<li>Открытая</li>
<li>Полузакрытая</li>
<li>Закрытая</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",255732,настольная,от 50 до 280 °С,15 кВт,1200 мм,900 мм,390 мм,145 кг,Россия,1,1230x960x525 мм,0,https://entero.ru/manuals/313267/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMART%20INDUCTION%20G96-PRRB.pdf;https://entero.ru/manuals/313271/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,133 кг,380 В,3,,,,Да,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/44/a4/44a418a29686d9e6558f7b40a17c9bdd.jpg;https://cdn.entero.ru/mp@2x/ae/7b/ae7b74602101c851223f799b6fc2c112.jpg;https://cdn.entero.ru/mp@2x/8b/e5/8be5f322207d11a534caac866afb2585.jpg;https://cdn.entero.ru/mp@2x/c5/3a/c53ab17c81151131ed469276358a78c0.jpg;https://cdn.entero.ru/mp@2x/3c/e7/3ce7788706131436b42f30cc0fe6e0da.jpg,Гриль индукционный SMART INDUCTION G96-PRRN,Гриль индукционный SMART INDUCTION G96-PRRN,406250,RUB,Нет,SMART INDUCTION,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/255733,"<p>Индукционный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/255733"">SMART INDUCTION G96-PRRN</a></b> предназначен для приготовления мясных, рыбных и овощных блюд на предприятиях общественного питания и торговли. Модель оснащена электронно-механической панелью управления с цифровой индикацией и сенсорными кнопками, съемным жировым фильтром для отделения жира и влаги от поступающего внутрь аппарата воздуха, ящиком для сбора жира и регулируемыми по высоте ножками. Корпус и столешница выполнены из нержавеющей стали AISI430, рабочая поверхность и передняя панель - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемный воздуховод и брызгозащитный фартук позволяют поддерживать плиту в чистом состоянии и легко моются под проточной водой или в посудомоечной машине</li>
<li>Быстрый разогрев и минимальные потери температуры при укладке продуктов</li>
<li>Равномерный прогрев поверхности благодаря мультизонной катушке</li>
<li>Экономичное энергопотребление</li>
<li>Память на 3 позиции и легкое переключение программ нажатием на сенсор</li>
<li>Сливное отверстие на рабочей поверхности</li>
<li>Минимальные жировые испарения из-за отсутствия двойного горения</li>
<li>Анатомическая ручка для комфортной работы с высокопрочным механизмом вращения с каленым стержнем и запатентованной конструкцией</li>
<li>Встроенная защита от перепадов напряжения и от неправильного подключения</li>
<li>Рабочая поверхность открыта с 4 сторон и не касается стенок, что делает очистку изделия простым и позволяет соблюдать гигиенические нормы</li>
<li>Долговечные материалы, не подверженные коррозии</li>
<li>Инструкция на корпусе по QR</li>
<li>Немецкие силовые элементы</li>
<li>Американские чипы</li>
<li>Международная система менеджмента качества ISO 9001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимое входное напряжение: от 170 до 265 В</li>
<li>Частота: 50 Гц</li>
<li>Мощность: 3x5 кВт</li>
<li>Таймер: от 1 до 99 мин.</li>
<li>Диаметр ручки регулятора: 58 мм</li>
<li>Толщина материала:
<ul>
<li>Рабочая зона: 10 мм</li>
<li>Столешница: 1,2 мм</li>
</ul>
</li>
<li>Высота бортиков: 100 мм</li>
<li>Размер рабочей поверхности: 1136х530 мм</li>
<li>Габариты на подставке: 1200х900х985 мм</li>
<li>КПД преобразования электрической энергии в тепловую: 90%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка:
<ul>
<li>Открытая</li>
<li>Полузакрытая</li>
<li>Закрытая</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",255733,настольная,от 50 до 280 °С,15 кВт,1200 мм,900 мм,390 мм,145 кг,Россия,1,1230x960x525 мм,0,https://entero.ru/manuals/313263/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMART%20INDUCTION%20G96-PRRN.pdf;https://entero.ru/manuals/313264/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,441576,,133 кг,380 В,3,,,,Да,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/52/e1/52e1c44c78868a5b1d912f040b563f43.jpg,Сковорода открытая газовая Apach Chef Line GLFTG89RP,Сковорода открытая газовая Apach Chef Line GLFTG89RP,406728,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/115000,"<p>Открытая газовая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115000"">Apach Chef Line GLFTG89RP</a></b> серии 900 предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали AISI 304, жарочная поверхность - из стали толщиной 2 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",115000,настольная,,16 кВт,800 мм,900 мм,250 мм,110 кг,Италия,1,900x1000x450 мм,0,https://entero.ru/manuals/289450/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,100 кг,газ,,,,,Да,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/67/77/6777198565e25862b986d8b5b870c628.jpg,Сковорода открытая газовая Apach Chef Line SLFTG69CLT,Сковорода открытая газовая Apach Chef Line SLFTG69CLT,410815,RUB,Нет,Apach,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/115975,"<p>Открытая газовая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115975"">Apach Chef Line SLFTG69CLT</a></b> серии 900 предназначена для обжарки мяса, рыбы и овощей на предприятиях общественного питания и торговли. Модель оснащена съемным жиросборником и защитным бортом. Корпус выполнен из нержавеющей стали AISI 304, жарочная поверхность - из стали толщиной 15 мм с хромовым покрытием, нагревательные элементы, борт и жиросборник - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный термостатический контроль</li>
<li>Небольшой уклон для облегчения очистки и слива излишков жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты зоны нагрева: 545х700 мм</li>
<li>Объем жиросборника: 2,5 л</li>
<li>Толщина металла: 2 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",115975,настольная,от 110 до 180 °С,14 кВт,600 мм,900 мм,320 мм,110 кг,Италия,1,700x1000x450 мм,0,https://entero.ru/manuals/289539/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,100 кг,газ,1,,,,Да,гладкая,сталь,,
