Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Вес (с упаковкой),Количество емкостей,Объем емкости
https://cdn.entero.ru/mp@2x/33/59/33596cbf056ceb3f4826245efffedffb.jpg,Диспенсер для напитков MVQ AT80123,B1274,0,RUB,Нет,MVQ,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/102394,"<p>Диспенсер универсальный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/102394"">MVQ AT80123</a></b> используется на предприятиях общественного питания и торговли для сервировки холодных и горячих напитков. Температура горячих напитков поддерживается с помощью горелки, холодных - колбы для льда. Изделие выполнено из высококачественной нержавеющей стали.</p>

<p>В комплект поставки входит горелка.</p>",102394,300 мм,300 мм,545 мм,5 кг,1,310x310x590 мм,0,https://entero.ru/manuals/480971/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Германия,Китай,"для горячих напитков, для холодных напитков",,1,12 л
https://cdn.entero.ru/mp@2x/ed/ff/edff0fddf58f4bcd43f6dd46eb35b536.jpg,Диспенсер для сока Pintinox 51001H16n,Диспенсер для сока Pintinox 51001H16n,0,RUB,Нет,Pintinox,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/97777,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/97777"">Pintinox 51001H16n</a></b> используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Корпус и крышки выполнены из древесины, емкости - из прочного поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр емкостей: 160 мм</li>
</ul>",97777,,,,,,,0,,,,,,Италия,для холодных напитков,,2,3.5 л
https://cdn.entero.ru/mp@2x/ab/53/ab53e44b7cfe03ba15f57c9d10c2c37b.jpg,"Диспенсер для горячих напитков Pintinox 511B9527 с электроподогр., белый","Диспенсер для горячих напитков Pintinox 511B9527 с электроподогр., белый",0,RUB,Нет,Pintinox,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/247077,"<p>Диспенсер для горячих напитков​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247077""><b class=""b"">Pintinox 511B9527 </b></a>используется на предприятиях общественного питания для подогрева напитков. Колба выполнена из нержавеющей стали. Модель оснащена электроподогревом и подставкой. </p>

<p><em><span style=""color:#FF0000;"">Цена указана за 1 шт.</span></em></p>",247077,,,,,,,0,,,,10 кг,,Италия,для горячих напитков,,1,8 л
https://cdn.entero.ru/mp@2x/ee/61/ee61852a92e61154c155acc1bceb74c8.jpg,Диспенсер для сока EKSI 90512,Диспенсер для сока EKSI 90512,6689,RUB,Нет,EKSI,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/89307,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89307"">EKSI 90512</a></b> используется на предприятиях общественного питания и торговли для порционного розлива сока и охлажденных напитков. Корпус выполнен из высококачественной нержавеющей полированной стали.</p>",89307,350 мм,260 мм,580 мм,,,,0,,,,,,Китай,для холодных напитков,,1,8 л
https://cdn.entero.ru/mp@2x/7b/d5/7bd57fef818553e5a040a633e0e608cd.jpg;https://cdn.entero.ru/mp@2x/7d/26/7d266e5741ffa734ec0923888152d558.jpg,"Термос-диспенсер P.L. Proff Cuisine ""Kinox"" 4101A 2,5 л",4101A,7752,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299657,"<p>Термос-диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299657""><b class=""b"">P.L. Proff Cuisine ""Kinox"" 4101A</b></a> используется на небольших предприятиях общественного питания и торговли, в офисах, гостиницах, а также домашних условиях для транспортировки и дозированного розлива кофе, чая и других напитков при длительном сохранении их первоначальной температуры. Модель оснащена краном для розлива, съемным основанием с подставкой для тары, индикатором уровня с мерной шкалой в литрах и унциях, складными рукоятками: 2 на боковых стенках и 1 сверху. Корпус выполнен из черного пластика. </p>",299657,,,,,,,0,,,,,Китай,Китай,"для горячих напитков, для холодных напитков",,1,2.5 л
https://cdn.entero.ru/mp@2x/31/e3/31e370e7078a929fe9638c6ce73f711f.jpg,Башня пивная P.L. Proff Cuisine BarWare 3L Beer Tower 3 л h=55 см с емкостью для льда (акрил),3L Beer Tower,7544,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/301144,"<p>Пивная башня <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301144""><b class=""b"">P.L. Proff Cuisine BarWare 3L Beer</b></a> предназначена для розлива охлажденного пива, кваса, лимонада и других напитков в барах, кафе, на выездных мероприятиях и в домашних условиях. Модель оснащена прозрачной емкостью для напитка с интегрированным в нее сосудом для льда, мерной шкалой уровня, краном для розлива, крышкой и устойчивой опорой. Корпус выполнен из акрила.</p>",301144,,,550 мм,,,,0,,,,2.34 кг,Китай,Китай,для холодных напитков,,1,3 л
https://cdn.entero.ru/mp@2x/92/63/926316d76961d471cf61169bd6c89d2a.jpg,Диспенсер для горячих напитков Rosso ZCG403 PRO,Диспенсер для горячих напитков Rosso ZCG403 PRO,8511,RUB,Нет,Rosso,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/367625,"<p>Диспенсер<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367625"">Rosso ZCG403 PRO</a></b> предназначен для порционного розлива горячих напитков на предприятиях общественного питания и торговли. Изделие оснащено удобным краном. Корпус выполнен из нержавеющей стали и пластика.</p>",367625,,,,5 кг,1,400x300x525 мм,0,,,,,,Китай,для горячих напитков,,1,10.5 л
https://cdn.entero.ru/mp@2x/8e/2e/8e2e72fd5ca9e11669380ffe7ff5da51.jpg,Диспенсер для напитков P.L. Proff Cuisine 81290259 Йоркшир,4711664,2846,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/293259,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/293259"">P.L. Proff Cuisine 81290259 Йоркшир</a></b> используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Изделие оснащено герметичной крышкой и краном для разлива. Корпус выполнен из прочного стекла.</p>",293259,165 мм,156 мм,27 мм,,,,0,,,,,Италия,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/83/86/83865ea08f35d89d9e9c5318ffede503.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine 92001100 5 л,X23588,13357,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/321843,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/321843""><b class=""b"">P.L. Proff Cuisine 92001100 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена емкостью с краном для розлива, крышкой с ручкой и подставкой для тары с каплесборником. Основание, подставка и крышка выполнены из нержавеющей стали, емкость - из пластика. </p>",321843,,,,,,,0,,14060,,3 кг,,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/4d/3f/4d3fad2477c245e7819cdc2cf66f7fe0.jpg,Диспенсер для соков Pintinox 51135420,Диспенсер для соков Pintinox 51135420,27907,RUB,Нет,Pintinox,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/247324,"<p>Диспенсер для соков​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247324"">Pintinox 51135420</a> </b>используется на предприятиях общественного питания, в отелях и санаториях для раздачи напитков. Модель оснащена подставкой. </p>",247324,,,,,,,0,,30008,,8.62 кг,,Италия,для холодных напитков,,1,8 л
https://cdn.entero.ru/mp@2x/2a/6d/2a6d56354e432a37e9e77c91c9689187.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine U02-0520 2х5 л,U02-0520,39299,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299374,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299374""><b class=""b"">P.L. Proff Cuisine U02-0520 </b></a>используется на предприятиях общественного питания и в домашних условиях для дозированной подачи холодных напитков. Модель состоит из разделенной перегородкой на 2 сегмента колбы и опоры. Емкость оснащена 2 кранами и крышкой, опора – подставками для тары. Опора выполнена из дерева, крышка, вставка в основании емкости и подставки – из металла с серебристой поверхностью, колба – из прозрачного материала. </p>",299374,,,,,,,0,,,,,Китай,Китай,для холодных напитков,,2,5 л
https://cdn.entero.ru/mp@2x/e3/37/e33727531011f9fcad65a2099dd5f81a.jpg,"Диспенсер для холодных напитков Kingo HOTEL F19401-10, 10 л",81240655,47300,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/340079,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340079""><b class=""b"">Kingo HOTEL F19401-10 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прямоугольной емкостью с краном для розлива, крышкой с ручкой, подставкой для тары и устойчивой опорой. </p>",340079,,,,,,,0,,,,8.5 кг,,Китай,для холодных напитков,,1,10 л
https://cdn.entero.ru/mp@2x/e8/72/e8720ab8e29fadc9f797354b77ed4ed9.jpg,Диспенсер на подставке с краном P.L. Proff Cuisine 81290260 Йоркшир,7586377,3486,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/293254,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/293254"">P.L. Proff Cuisine 81290260 Йоркшир</a></b> используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Изделие оснащено герметичной крышкой, краном разлива и подставкой с ручками. Корпус выполнен из прочного стекла.</p>",293254,165 мм,165 мм,270 мм,,,,0,,4469,,,Италия,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/a9/80/a9807b695784960e57270b1cea118614.jpg;https://cdn.entero.ru/mp@2x/e8/c9/e8c986d0728a127dd4e774da3741290f.jpg;https://cdn.entero.ru/mp@2x/54/07/5407e85306eb277ea541151498797107.jpg;https://cdn.entero.ru/mp@2x/71/b7/71b77d5a18251ecf557504f2e052aae1.jpg;https://cdn.entero.ru/mp@2x/9f/55/9f555687df5b90294f8768b15d277d4d.jpg,Диспенсер Hurakan HKN-DB31,Диспенсер Hurakan HKN-DB31,6282,RUB,Нет,Hurakan,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/227370,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227370"">Hurakan HKN-DB31</a></b> используется на предприятиях общественного питания и торговли для самостоятельного розлива напитков посетителями. Модель оснащена 1 емкостью и отсеком для льда.</p>",227370,270 мм,279 мм,440 мм,3 кг,1,270x270x440 мм,0,https://entero.ru/manuals/416939/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/473639/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-DB31.pdf;https://entero.ru/manuals/495053/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,7853,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241048&hash=442421a2956e14c9,2.6 кг,,Китай,для холодных напитков,,1,3 л
https://cdn.entero.ru/mp@2x/da/fd/dafdff7c281d3fc8a446ec8244c53ae9.jpg;https://cdn.entero.ru/mp@2x/ff/ff/ffff9f470441bb99f7e1a1e83c01f9fc.jpg,Диспенсер для сока Table Craft BAD1500,Диспенсер для сока Table Craft BAD1500,7339,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/261809,"<p>Штабелируемый диспенсер для сока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261809""><b class=""b"">Table Craft BAD1500 </b></a>используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Изделие оснащено емкостью для льда и краном разлива. Корпус выполнен из качественного акрила, материал отличается высокой прочностью, устойчивостью к нагрузкам и не влияет на вкусовые качества продуктов.</p>",261809,255 мм,255 мм,355 мм,0.81 кг,1,306x306x426 мм,0,,10484,,0.73 кг,,Китай,,,1,5.5 л
https://cdn.entero.ru/mp@2x/73/4b/734be348b45c4d3033da21b99c6cb9c1.jpg;https://cdn.entero.ru/mp@2x/26/9a/269a688487fc728e3c7944f59f9cfdd6.jpg,Диспенсер для сока Table Craft BDG2000,Диспенсер для сока Table Craft BDG2000,9376,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/261810,"<p>Диспенсер для сока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261810""><b class=""b"">Table Craft BDG2000 </b></a>используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Изделие оснащено герметичной крышкой и краном разлива. Корпус выполнен из прочного стекла.</p>

<p>В комплект поставки входит грифельная бирка на цепочке.</p>",261810,275 мм,275 мм,410 мм,3.1 кг,1,330x330x492 мм,0,,,,2.79 кг,,Китай,для холодных напитков,,1,9.5 л
https://cdn.entero.ru/mp@2x/10/2d/102d61b02892c9d510a05cf3238436c2.jpg,Башня пивная P.L. Proff Cuisine BarWare LPT-A46-3L 3 л h=55 см с емкостью для льда (акрил),LPT-A46-3L,12331,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299648,"<p>Пивная башня <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299648""><b class=""b"">P.L. Proff Cuisine BarWare LPT-A46-3L</b></a> предназначена для розлива охлажденного пива, кваса, лимонада и других напитков в барах, кафе, на выездных мероприятиях и в домашних условиях. Модель оснащена прозрачной емкостью для напитка с интегрированным в нее сосудом для льда, мерной шкалой уровня, краном для розлива, крышкой и устойчивой опорой. Корпус выполнен из акрила.</p>",299648,,,550 мм,,,,0,,13403,,,Китай,Китай,для холодных напитков,,1,3 л
https://cdn.entero.ru/mp@2x/40/ff/40ff048e6f0de2876c52a86ce8fbbdfc.jpg;https://cdn.entero.ru/mp@2x/45/e7/45e710e0ae17302cc43e3528c4a6f604.jpg;https://cdn.entero.ru/mp@2x/18/48/1848e1856e6c5b167f0d07c72f508a2c.jpg;https://cdn.entero.ru/mp@2x/ef/31/ef31592eb76d88782a9c87bc49dc2ea1.jpg,Диспенсер для напитков Metrodispenser ORIGINAL XL,Диспенсер для напитков Metrodispenser ORIGINAL XL,15264,RUB,Нет,Metrodispenser,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/51694,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51694"">Metrodispenser ORIGINAL XL</a> </b>служит для разлива напитков на предприятиях общественного питания. Корпус изготовлен из пластмассы. В комплект поставки входит трубка для льда.</p>",51694,,,1250 мм,,,,0,,16067,,,,Испания,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/29/1c/291c6ee43baf15df7b063a34b657ff74.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine U03-0510 5 л,U03-0510,18471,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299632,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299632""><b class=""b"">P.L. Proff Cuisine U03-0510 </b></a>используется на предприятиях общественного питания и в домашних условиях для дозированной подачи холодных напитков. Модель оснащена колбой с краном для розлива, 2 рукоятками, крышкой с ручкой, устойчивой опорой и подставкой для тары с каплесборником. Опора выполнена из дерева, крышка, вставка в основании емкости и подставка – из металла с серебристой поверхностью, колба – из прозрачного материала. </p>",299632,,,,,,,0,,,,,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/10/93/1093eaeb54789e07edd6b6e7bf0577dd.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine U27-1000 5 л,U27-1000,20321,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299628,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299628""><b class=""b"">P.L. Proff Cuisine U27-1000</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена емкостью с краном для розлива, 2 рукоятками, крышкой с ручкой, основанием с опорными ножками и подставкой для тары с каплесборником. Основание, подставка и крышка выполнены из металла с серебристой поверхностью, емкость – из прозрачного материала.</p>",299628,,,,,,,0,,,,,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/79/bd/79bd81ff6bd3f3ae28d59f6487caf2a9.jpg,Диспенсер для горячих и холодных напитков Sunnex H0066 6 л (нерж. сталь),H0066,20722,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297765,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297765""><b class=""b"">Sunnex H0066</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих и охлажденных напитков. Модель оснащена краном для розлива, крышкой, устойчивыми опорами и подставкой для тары. Корпус выполнен из нержавеющей стали.</p>",297765,,,,,,,0,https://entero.ru/manuals/359301/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,,,,Китай,Китай,"для горячих напитков, для холодных напитков",,1,6 л
https://cdn.entero.ru/mp@2x/7b/b0/7bb0509796810698d195531257e53a0b.jpg,Диспенсер для холодных напитков Sunnex U39-1000-UBU 5 л,U39-1000-UBU,21517,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297764,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297764""><b class=""b"">Sunnex U39-1000-UBU</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прозрачной емкостью, краном для розлива, крышкой и опорой с подставкой для тары с каплесборником. Корпус и крышка выполнены из нержавеющей стали.</p>",297764,,,,,,,0,https://entero.ru/manuals/359300/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,23388,,3.07 кг,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/83/28/832831adca9ab28e749e313c983e57a8.jpg,Диспенсер для горячих напитков P.L. Proff Cuisine X23674 10 л (нерж. сталь),X23674,23854,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299625,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299625""><b class=""b"">P.L. Proff Cuisine X23674</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих напитков. Модель оснащена емкостью с краном для розлива, 2 рукоятками, крышкой полусферической формы с круглой ручкой и 4 устойчивыми опорами. Изделие выполнено из нержавеющей стали.</p>",299625,,,,,,,0,https://entero.ru/manuals/501378/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Китай,Китай,для горячих напитков,,1,10 л
https://cdn.entero.ru/mp@2x/f7/6b/f76ba09540abe5bedc815d268c8dfa2e.jpg,Диспенсер для холодных напитков P.L. Proff Cuisine U17-1000 5 л,U17-1000,23887,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299626,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299626""><b class=""b"">P.L. Proff Cuisine U17-1000</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена емкостью с краном для розлива, 2 рукоятками, крышкой с ручкой и основанием с опорными ножками. Основание и крышка выполнены из металла с серебристой поверхностью, емкость – из прозрачного материала.</p>",299626,,,,,,,0,,24882,,3.11 кг,Китай,Китай,для холодных напитков,,1,5 л
https://cdn.entero.ru/mp@2x/b9/83/b9833437627c70a8cdfab4abe21b5a0d.jpg,Диспенсер для горячих и холодных напитков Sunnex U26-1000 5 л (нерж. сталь) с емкостью для льда,U26-1000,31634,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/297758,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297758""><b class=""b"">Sunnex U26-1000</b></a> используется на предприятиях общественного питания и в домашних условиях для порционного розлива горячих и охлажденных напитков. Модель оснащена краном для розлива, емкостью для льда Oslo, крышкой, складной рукояткой и устойчивыми опорами. Корпус выполнен из нержавеющей стали.</p>",297758,,,,,,,0,https://entero.ru/manuals/359295/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,,,,Китай,Китай,"для горячих напитков, для холодных напитков",,1,5 л
https://cdn.entero.ru/mp@2x/d8/c7/d8c7ded92641d233b823cdeea6959550.jpg,"Диспенсер для холодных напитков P.L. Proff Cuisine 81006812 11,4 л",U17-2000,32753,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/321848,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/321848""><b class=""b"">P.L. Proff Cuisine 81006812 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прозрачной емкостью с краном для розлива и крышкой с ручкой. Основание, подставка и крышка выполнены из нержавеющей стали, емкость - из пластика. </p>",321848,,,,,,,0,,35601,,5.7 кг,,Китай,для холодных напитков,,1,11.4 л
https://cdn.entero.ru/mp@2x/68/29/6829d89f61a266f020e469dfed94d917.jpg,Диспенсер для холодных напитков F&B Project P15-8,Диспенсер для холодных напитков F&B Project P15-8,32900,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/351054,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351054""><b class=""b"">F&B Project P15-8</b></a> предназначен для порционного розлива соков и других охлажденных напитков на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачной емкостью, краном для розлива, крышкой и каплесборником. Корпус выполнен из нержавеющей стали и акрила.</p>",351054,350 мм,230 мм,763 мм,,,,0,https://entero.ru/manuals/434266/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Китай,Китай,для холодных напитков,,1,8 л
https://cdn.entero.ru/mp@2x/34/85/348522978c80beffb063022fa048b4bd.jpg,"Диспенсер для холодных напитков Kingo HOTEL F19401H-10B, 10 л",81240658,44573,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/340075,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340075""><b class=""b"">Kingo HOTEL F19401H-10B </b></a>используется на предприятиях общественного питания и в домашних условиях для порционного розлива соков и других охлажденных напитков. Модель оснащена прямоугольной емкостью с краном для розлива, крышкой с ручкой, подставкой для тары и устойчивой опорой. </p>",340075,,,,,,,0,,46919,,8 кг,,Китай,для холодных напитков,,1,10 л
https://cdn.entero.ru/mp@2x/1c/35/1c35e5587118f99fd336aaa8ce3c5ce2.jpg,Диспенсер для сока Pintinox 50955416,Диспенсер для сока Pintinox 50955416,44876,RUB,Нет,Pintinox,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/97776,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/97776"">Pintinox 50955416</a></b> используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Емкость выполнена из прочного поликарбоната.</p>",97776,160 мм,540 мм,335 мм,,,,0,,48254,,3.87 кг,,Италия,для холодных напитков,,1,3.5 л
https://cdn.entero.ru/mp@2x/31/1b/311b1ab91ee6f8536639ca09409f4842.jpg,Диспенсер для холодных напитков F&B Project P12-5X2,Диспенсер для холодных напитков F&B Project P12-5X2,46500,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/351052,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351052""><b class=""b"">F&B Project P12-5X2</b></a> предназначен для порционного розлива соков и других охлажденных напитков на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачными емкостями, кранами для розлива, крышками и каплесборниками. Корпус выполнен из нержавеющей стали и акрила.</p>",351052,358 мм,257 мм,737 мм,,,,0,https://entero.ru/manuals/434263/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,50543,,,Китай,Китай,для холодных напитков,,2,5 л
https://cdn.entero.ru/mp@2x/7d/67/7d675ffc52d933ef05ac026a2194384a.jpg,Диспенсер для холодных напитков F&B Project P15-8X2,Диспенсер для холодных напитков F&B Project P15-8X2,50600,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/351055,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351055""><b class=""b"">F&B Project P15-8X2</b></a> предназначен для порционного розлива соков и других охлажденных напитков на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачными емкостями, кранами для розлива, крышками и каплесборниками. Корпус выполнен из нержавеющей стали и акрила.</p>",351055,358 мм,265 мм,730 мм,,,,0,https://entero.ru/manuals/434267/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,53263,,,Китай,Китай,для холодных напитков,,2,8 л
