Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Назначение,Объем,Гастронормированная,Количество уровней,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/5d/37/5d37cf3b527fa2ed3e970cc3217f8f49.jpg,Витрина тепловая Airhot HW-60-2,Витрина тепловая Airhot HW-60-2,31676,RUB,Да,Airhot,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/122700,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122700"">Airhot HW-60-2</a></b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена 3 полками, функцией увлажнения, терморегулятором, температурным дисплеем, LED-подсветкой и доступом с задней стороны. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полок:
<ul>
<li>Верхняя: 820х360 мм</li>
<li>Средняя: 820х340 мм</li>
<li>Нижняя: 820х320 мм</li>
</ul>
</li>
</ul>",122700,от 30 до 90 °C,220 В,1.84 кВт,900 мм,485 мм,610 мм,43 кг,Китай,1,975x540x675 мм,0,https://entero.ru/manuals/129435/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HW-60-2.pdf;https://entero.ru/manuals/481838/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,32996,,40 кг,настольная,"для выпечки, для пиццы",,,,
https://cdn.entero.ru/mp@2x/46/bd/46bd4fadf863d96c8dd6f3105f3cee80.jpg,Витрина тепловая Airhot PD,Витрина тепловая Airhot PD,35408,RUB,Да,Airhot,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/40951,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/40951"">Airhot PD</a></b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена функцией поддержания влажности, терморегулятором, индикатором работы, подсветкой и 4 вращающимися полками. Корпус выполнен из окрашенной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный диаметр пиццы: 320 мм</li>
</ul>",40951,от 30 до 90 °C,220 В,0.65 кВт,490 мм,490 мм,810 мм,17 кг,Китай,1,555x525x865 мм,0,https://entero.ru/manuals/96118/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20PD.pdf;https://entero.ru/manuals/96117/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20PD.pdf;https://entero.ru/manuals/481843/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,37668,,15 кг,настольная,"для выпечки, для пиццы",,,,
https://cdn.entero.ru/mp@2x/bf/b5/bfb5556f3415eb2c7de64e1fb3c89586.jpg,Витрина тепловая RoboLabs ПП2-065/5.5,67711,101151,RUB,Да,RoboLabs,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/44089,"<p>Витрина тепловая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44089""><b class=""b"">ТТМ ПП2-065/5.5</b></a> используется для хранения и демонстрации упакованных продуктов. Оборудование оснащено 2 наклонными полками, на каждой из которой установлены терморегулятор и подсветка. Полки выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры полок: 650х550 мм</li>
</ul>",44089,от 30 до 60 °C,220 В,0.85 кВт,750 мм,600 мм,750 мм,,Россия,,,0,https://entero.ru/manuals/502765/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,настольная,для готовых блюд,,,,
https://cdn.entero.ru/mp@2x/1d/ee/1dee19a952b6c254c13f55f4534c688b.jpg,Витрина тепловая RoboLabs ПП2-081/5.5,109360,119426,RUB,Да,RoboLabs,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/37533,"<p>Витрина тепловая настольная открытая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37533""><b class=""b"">ТТМ ПП2-081/5.5</b></a> с 2 наклонными подогреваемыми полками предназначена для демонстрации и хранения предварительно упакованных продуктов.</p>

<p>Витрина изготовлена из нержавеющей стали. Полки имеют легко съёмные направляющие. В конструкции полки использованы комплектующие ведущих европейских производителей. Благодаря плоским нагревательным элемента на силиконовой основе, достигается равномерность температурного поля по всей поверхности полки. Рабочая температура на каждой полке регулируется отдельно терморегулятором.</p>

<p>Подсветка находится над каждой полкой. Полки имеют съёмные направляющие, позволяющие делить поверхность полки на 6 частей разной ширины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между полками: 280 мм</li>
<li>Размер полки: 810х550 мм</li>
</ul>",37533,от 30 до 60 °C,220 В,1.05 кВт,910 мм,600 мм,750 мм,,Россия,,,0,https://entero.ru/manuals/502766/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,128415,,23 кг,настольная,для готовых блюд,,,,
https://cdn.entero.ru/mp@2x/39/0a/390a0abfb41bbee88d41c221792763cc.jpg;https://cdn.entero.ru/mp@2x/30/fc/30fc8a95e6fc393b50aac517ead3adf0.jpg;https://cdn.entero.ru/mp@2x/c1/78/c178cfb116e5a3c4f1a2c0b3d9ec0267.jpg;https://cdn.entero.ru/mp@2x/29/00/290033b2474905bf654b7dc04606a13e.jpg;https://cdn.entero.ru/mp@2x/31/27/3127ba4993af2ba1702e5aa8174efc6d.jpg;https://cdn.entero.ru/mp@2x/a9/10/a910e103210b9fbf6e053bb382054471.jpg;https://cdn.entero.ru/mp@2x/7d/e6/7de60fa3cd5179dd8ae4742e02270be3.jpg;https://cdn.entero.ru/mp@2x/88/56/8856a3911d925fe8ca95f2db7801e642.jpg;https://cdn.entero.ru/mp@2x/4d/7c/4d7cdd17a8d64a6e4e5656859e75b8f8.jpg,Витрина тепловая Foodatlas CY-3,CY-3 FoodAtlas,11565,RUB,Да,Foodatlas,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/90643,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90643"">Foodatlas CY-3</a> </b>предназначена для поддержания блюд в горячем состоянии на предприятиях общественного питания и торговли. Модель оснащена термостатом, полкой под гастроемкости и полкой-решеткой, 2 гастроемкостями и подсветкой. Корпус выполнен из нержавеющей стали 430, внутренняя облицовка - из нержавеющей стали 201.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Вместимость: 2х GN 1/4</li>
<li>Габариты в упаковке: 680х470х630 мм</li>
<li>Цвет: красный​</li>
</ul>",90643,от 30 до 110 °C,220 В,0.8 кВт,660 мм,460 мм,620 мм,,Китай,,,0,https://entero.ru/manuals/76864/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CY-3.pdf;https://entero.ru/manuals/496406/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,20 кг,настольная,для готовых блюд,,Да,1,
https://cdn.entero.ru/mp@2x/f0/00/f000e1e416056d3b04136d28d2de7f7d.jpg,Витрина тепловая Airhot HW-1,Витрина тепловая Airhot HW-1,11864,RUB,Да,Airhot,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/52199,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52199"">Airhot HW-1</a></b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, LED-подсветкой и 3 наклонными полками. Корпус выполнен из нержавеющей стали.</p>",52199,от 30 до 110 °C,220 В,0.85 кВт,350 мм,425 мм,500 мм,17 кг,Китай,1,480x385x515 мм,0,https://entero.ru/manuals/96099/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20HW-1.pdf;https://entero.ru/manuals/96100/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HW-1.pdf;https://entero.ru/manuals/481850/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,12896,,15 кг,настольная,"для пиццы, для выпечки",,,,
https://cdn.entero.ru/mp@2x/1e/cc/1ecc3e04e30249240c4829aaac37f61d.jpg;https://cdn.entero.ru/mp@2x/cd/36/cd36740cfde27b8e024fa4fee7ce8246.jpg;https://cdn.entero.ru/mp@2x/9a/5d/9a5dab4befc3c708f9c133b5803e52a4.jpg;https://cdn.entero.ru/mp@2x/b7/e3/b7e32f982c176db73812f3c540f7bb00.jpg;https://cdn.entero.ru/mp@2x/21/1d/211dbfdeced12fe305afb31d2dfd0780.jpg;https://cdn.entero.ru/mp@2x/89/32/8932aa6a4da938231fa45070b77dffa3.jpg;https://cdn.entero.ru/mp@2x/f1/7b/f17b57ad43a944378b5cb14ee61acf23.jpg,Витрина тепловая Foodatlas CY-2A,CY-2A FoodAtlas,12097,RUB,Да,Foodatlas,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/87168,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87168"">Foodatlas CY-2A</a></b> предназначена для поддержания блюд в горячем состоянии на предприятиях общественного питания и торговли. Модель оснащена полкой под гастроемкости и полкой-решеткой, 2 гастроемкостями и подсветкой. Корпус и внутренняя облицовка выполнены из нержавеюшей стали. </p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Вместимость: 2х GN 1/3</li>
<li>Габариты в упаковке: 580х490х550 мм</li>
</ul>",87168,от 30 до 110 °C,220 В,0.62 кВт,520 мм,390 мм,520 мм,,Китай,,,0,https://entero.ru/manuals/67815/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CY-2A.pdf;https://entero.ru/manuals/496405/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,13149,,20 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/92/1f/921fadeb2d3a418f620c2644c0466786.jpg,Витрина тепловая Airhot HW-80,Витрина тепловая Airhot HW-80,28779,RUB,Да,Airhot,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/292536,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292536"">Airhot HW-80</a> </b>предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена функцией пароувлажнения, 2 хромированными полками и 4 шторками с 2-х сторон. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогреваемый резервуар с водой, обеспечивающий мягкость выпечки</li>
<li>Поддержание постоянной температуры</li>
<li>Эффективное поддержание температуры блюд</li>
<li>Привлекательный дизайн, стимулирующий продажи</li>
<li>Равномерный подогрев для сохранения вкуса и аромата</li>
<li>Простота в использовании и обслуживании</li>
<li>Надежность и долговечность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность ламп: 2,6 Вт</li>
<li>Размер полок: 338x602 мм</li>
</ul>",292536,от 30 до 90 °C,220 В,1 кВт,700 мм,400 мм,376 мм,19 кг,Китай,1,786x482x422 мм,0,https://entero.ru/manuals/410073/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HW-80.pdf;https://entero.ru/manuals/481844/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,30616,,16.4 кг,настольная,для выпечки,80 л,,2,
https://cdn.entero.ru/mp@2x/48/3f/483f2afa3e1c90563a1b45cfd9f1016c.jpg,Витрина тепловая Airhot HW-50R,Витрина тепловая Airhot HW-50R,28919,RUB,Да,Airhot,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/292535,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292535"">Airhot HW-50R</a> </b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена функцией пароувлажнения, 2 хромированными полками, терморегулятором и 4 шторками с 2-х сторон. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогреваемый резервуар с водой, обеспечивающий мягкость выпечки</li>
<li>Поддержание постоянной температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полок: 302x525 мм</li>
</ul>",292535,от 30 до 90 °C,220 В,0.8 кВт,554 мм,376 мм,376 мм,17 кг,Китай,1,624x457x427 мм,0,https://entero.ru/manuals/410074/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HW-50R.pdf,31096,,13.7 кг,настольная,для выпечки,50 л,,2,
https://cdn.entero.ru/mp@2x/ec/dc/ecdca39a198fa4d6d45d26a8f26620b1.jpg,Витрина тепловая для пиццы Hurakan HKN-D32,Витрина тепловая для пиццы Hurakan HKN-D32,30381,RUB,Да,Hurakan,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/73486,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73486"">Hurakan HKN-D32</a></b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы и готовых блюд на предприятиях общественного питания и торговли. Модель оснащена регулировкой температуры, 4 вращающимися круглыми полками и декоративной подсветкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр полки: 320 мм</li>
<li>Габариты в упаковке: 585х555х920 мм</li>
</ul>",73486,от 50 до 110 °C,220 В,0.65 кВт,490 мм,490 мм,810 мм,17.5 кг,Китай,1,585x555x920 мм,0,https://entero.ru/manuals/416510/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-D32.pdf;https://entero.ru/manuals/416511/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-D32.pdf;https://entero.ru/manuals/416512/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,31980,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241042&hash=78aeb041cedd2609;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241045&hash=412ced7a27b1397d,15 кг,настольная,"для готовых блюд, для пиццы",,,4,
https://cdn.entero.ru/mp@2x/f0/b6/f0b614fe79963a6477687be1d508fc2e.jpg,Витрина тепловая Airhot HW-900,Витрина тепловая Airhot HW-900,32781,RUB,Да,Airhot,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/125397,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125397"">Airhot HW-900</a></b> предназначена для демонстрации, подогрева и кратковременного хранения пиццы, булочек, пирогов и различных закусок на предприятиях общественного питания и торговли. Модель оснащена 3 полками, терморегулятором, температурным дисплеем, LED-подсветкой и доступом с задней стороны. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полок:
<ul>
<li>Верхняя: 794х340 мм</li>
<li>Средняя: 794х320 мм</li>
<li>Нижняя: 794х300 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 950х510х610 мм</li>
</ul>",125397,от 30 до 85 °C,220 В,1.8 кВт,890 мм,450 мм,580 мм,41 кг,Китай,1,950x510x610 мм,0,https://entero.ru/manuals/134990/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HW-900.pdf;https://entero.ru/manuals/481840/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,38 кг,настольная,"для выпечки, для пиццы",,,,
https://cdn.entero.ru/mp@2x/c6/e9/c6e9981d3031ce95071d71758d63825e.jpg,"Витрина тепловая Sikom ВН-4,3 (МК-4.3)",ВН-4.3,33983,RUB,Да,Sikom,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/40922,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40922""><b class=""b"">Sikom ВН-4.3 (МК-4.3)</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для демонстрации, подогрева и кратковременного хранения различных блюд и продуктов. Модель осащена 3 перфорированными полками, поддоном для сбора жира, термостатом, подсветкой и 2 распашными дверцами. Корпус выполнен из нержавеющей стали, боковые панели и дверцы - из жаропрочного стекла.</p>

<p>Производитель рекомендует совместное использование витрины с грилями для кур <a href=""https://entero.ru/item/20343"" target=""_blank"">МК-3.8.1</a> и <a href=""https://entero.ru/item/30225"" target=""_blank"">МК-3.12</a>, которые не входят в комплект поставки и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Пароувлажнение</li>
<li>Нагревательный блок со съемной крышкой</li>
<li>Лампочка индикации работы нагревательного элемента</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 16 кур</li>
<li>Максимальное время разогрева: 30 мин.</li>
<li>Размер полки: 440х478 мм</li>
<li>Габариты в упаковке: 690х635х635 мм</li>
</ul>",40922,от 35 до 85 °C,220 В,1.25 кВт,590 мм,540 мм,600 мм,32 кг,Россия,1,690x635x635 мм,0,https://entero.ru/manuals/63298/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%92%D0%9D-4_3%20%28%D0%9C%D0%9A-4.3%29.pdf;https://entero.ru/manuals/63299/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/63300/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/502767/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,36541,https://vk.com/video_ext.php?oid=-177656185&id=456240637&hd=2&autoplay=0,23 кг,настольная,для готовых блюд,35 л,,3,
https://cdn.entero.ru/mp@2x/ff/06/ff06b6e950618657705916a53c6a4788.jpg;https://cdn.entero.ru/mp@2x/9f/4c/9f4c463fbc63a46589556d3b391f530d.jpg,Витрина-мармит для бургеров ATESY ВМБ-750/4,Витрина-мармит для бургеров ATESY ВМБ-750/4,44315,RUB,Да,ATESY,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/69460,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/69460"">ATESY ВМБ-750/4</a></b> используется на предприятиях общественного питания и торговли для демонстрации, поддержания в горячем состоянии и передачи свежеприготовленных бургеров к месту раздачи. Модель оснащена 4 инфракрасными лампами для подогрева и освещения продукта. Изделие выполнено из пищевой нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 секции для выкладки бургеров</li>
<li>4 инфракрасные лампы, расположенные над зоной выкладки</li>
<li>Разборная конструкция для большего удобства транспортировки</li>
</ul>",69460,,220 В,1 кВт,750 мм,680 мм,880 мм,18 кг,Россия,1,700x780x210 мм,0,https://entero.ru/manuals/134362/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%92%D0%9C%D0%91-750_4.pdf;https://entero.ru/manuals/134363/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%92%D0%9C%D0%91-750_4.pdf;https://entero.ru/manuals/134364/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/134365/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/281154/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,48168,,,настольная,для бургеров,,,1,
