Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Тип установки,Размеры камеры,Количество камер,Длина планки,Производительность насоса,Двойная запайка,Газонаполнение
https://cdn.entero.ru/mp@2x/f7/9a/f79a70dfd55d549137d48b13b1c06168.jpg,Упаковщик вакуумный Sammic SE-308,1141083,258210,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/287355,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287355"">Sammic SE-308</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания и жидкостей в вакуум с целью увеличения срока их хранения, а также последующего приготовления способом Sous Vide. Модель оснащена насосом Busch, сенсорной панелью управления, заправочной плитой и прозрачной крышкой. Крышка выполнена из метакрилата.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Выведение на панель управления точного уровеня разрежения в процентах</li>
<li>Кнопка «пауза» для маринования продуктов в камере</li>
<li>Управляемое импульсное понижение давления: избежание повреждения продуктов и разрыва мешка</li>
<li>Автоматическое понижение давления для удаления трубки в конце цикла</li>
<li>Цикл сушки масла: квеличение срока службы</li>
<li>Камера с закругленными углами: облегчение очистки</li>
<li>Счетчик рабочих часов для смены масла</li>
<li>Система безопасности с устройствами защиты по максимальному времени работы или пропаданию разрежения</li>
<li>Сертификат NSF: гарантия безопасности и гигиены</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Предельное вакуумное давление: 2 мбар</li>
<li>Дополнительная вакуумная тяга: 10 сек</li>
<li>Уровень шума на расстоянии 1 м: 75 дБ</li>
<li>Уровень шума: 32 дБ</li>
<li>Габариты в упаковке: 540х478х465 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Мешки для вакуумной упаковки</li>
<li>Внешний модуль разрежения Vac-Norm, емкости и принадлежности</li>
<li>Опора для упаковки жидкостей</li>
<li>Дополнительные пластины заполнения</li>
</ul>",287355,220 В,0.45 кВт,465 мм,384 мм,405 мм,43 кг,Испания,1,540x478x465 мм,0,https://entero.ru/manuals/351218/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sammic%20SE-308%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,274691,https://vk.com/video_ext.php?oid=-177656185&id=456240438&hd=2&autoplay=0,40.6 кг,,,настольный,330х360х155 мм,1 камера,320 мм,8 м3/ч,Да,
https://cdn.entero.ru/mp@2x/90/88/90884f588850235f64aa08456af47784.jpg,"Упаковщик вакуумный Hualian DZQ-900/T (нерж., газ)","Упаковщик вакуумный Hualian DZQ-900/T (нерж., газ)",260728,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/297348,"<p>Вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297348""><b class=""b"">Hualian DZQ-900/T </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки товаров в вакуумную и газовую среду. Модель оснащена функцией газонаполнения, электронной панелью управления и удобными передвижными колесами. Корпус выполнен из высококачественной нержавеющей стали AISI 304, крышка - из ударостойкого прозрачного оргстекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Использование газовой смеси для замещения остатков воздуха существенно продлевает сроки хранения продуктов, замедляет процессы окисления и размножение бактерий</li>
<li>Настройка режимов работы выполняется с помощью удобного электронного пульта управления</li>
<li>Камера с увеличенной высотой</li>
<li>Длительный рабочий ресурс вакуумных насосов </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество запаивающих планок в камере: 2</li>
<li>Мощность запайки: 1 кВт</li>
<li>​Ширина запаечного шва: 10 мм</li>
</ul>",297348,220 В,1.8 кВт,986 мм,670 мм,504 мм,,Китай,,,0,,283400,,245 кг,,,напольный,,1 камера,520х780 мм,20х2 м3/ч,,Да
https://cdn.entero.ru/mp@2x/f3/9d/f39de3ca5be3d90ceb4e724534e65cdf.jpg,Упаковщик вакуумный BROTHER DZ-500/2SB* реле,Упаковщик вакуумный BROTHER DZ-500/2SB* реле,263120,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/344500,"<p>Вакуум-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344500""><b class=""b"">BROTHER DZ-500/2SB* </b></a>используется для качественной вакуумизации пищевой и непищевой продукции на средних и крупных производствах. Модель оснащена механической панелью управления и 2 камерами: верхняя часть подвижная, что позволяет оператору подготовить продукцию для вакуумизации в одной камере, тем временем процесс вакуумизации осуществляется в другой камере. Обе камеры оснащены двумя параллельными планками, что позволяет располагать несколько вакуумных пакетов с продуктом внутри каждой камеры. Корпус выполнен из нержавеющей стали AISI 201, камера - из AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество вакуумных насосов: 2</li>
<li>Производительность одного насоса: 20 м³/ч</li>
<li>Ширина запаечного шва: 10 мм</li>
<li>Длина запайки: 500 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344500,,,,,,,Китай,,,0,https://entero.ru/manuals/419501/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BROTHER.pdf;https://entero.ru/manuals/424312/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BROTHER%20DZ-500_2SB.docx,,,,,,напольный,540х570х50 мм,2 камеры,,,Да,
https://cdn.entero.ru/mp@2x/ce/f9/cef95f64e67e6d0c93171f68a5cdf958.jpg,Упаковщик вакуумный Hualian HVC-410S/2A-G (DZ-410/2SA) 380В с опцией газонаполнения (нерж. сталь),DZQ-410/2SA (HVC-410S/2A-G) SS (нерж.),265000,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/116025,"<p>Двухкамерный вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116025""><b class=""b"">Hualian HVC-410S/2A (DZ-410/2SA)</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения и других непищевых продуктов. Модель оснащена модулем газонаполнения, перекидной крышкой и колесами. Камера выполнена в виде прямоугольной ванны. Корпус и камера выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество запаивающих планок в камере: 2</li>
<li>Ширина шва: 10 мм</li>
<li>Мощность запайки: 0,5 кВт</li>
<li>Предельное вакуумное давление: 1 кПа</li>
<li>Внутренние размеры камеры: 380x410x160 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без функции газонаполнения.</span></em></p>",116025,380 В,0.75 кВт,720 мм,1070 мм,940 мм,,Китай,,,0,https://entero.ru/manuals/135169/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F.pdf;https://entero.ru/manuals/135112/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%B7%D0%B0%D0%BB%D0%B8%D0%B2%D0%BA%D0%B5%20%D0%BC%D0%B0%D1%81%D0%BB%D0%B0.pdf,284946,,180 кг,,,напольный,500x510x160 мм,2 камеры,410 мм,20 м3/ч,,Да
https://cdn.entero.ru/mp@2x/96/85/9685ee127d478650a4da83b4fa902c36.jpg,Упаковщик вакуумный WVT SVide WVTPro 350-B,WVTP 350B,267904,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/132744,"<p>Вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132744""><b class=""b"">WVT SVide WVTPro 350B</b></a> используется на предприятиях пищевой промышленности и общественного питания для вакуумной упаковки продуктов питания, жидкости и готовых блюд. Модель оснащена цифровой панелью управления, индикатором замены масла и съемными уплотнительными стержнями. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Многофункциональная цифровая панель - 9 программ (8 программ для запоминания различных видов работ +1 пердустановленная программа для маринования)</li>
<li>Масляная система автоматической очистки</li>
<li>Электронный мягкий вакуум для упаковки острых / деликатных продуктов</li>
<li>Камера штампованая с закругленными углами для легкой очистки</li>
<li>Соединение для системы gastrovac (вакуум в контейнерах)</li>
<li>Lid Hook - крюк для крышки</li>
<li>Открывающийся на 90° картер</li>
<li>Полиэтиленовые вставки для мешьшего объема</li>
<li>Уплотнительная планка с поршнями</li>
<li>Счетчик цикла</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность вакуумного насоса: от 8 до 9,6 м<sup>3</sup>/час</li>
</ul>

<p><b>Опции:</b></p>

<ul>
<li>Система впрыска инертного пищевого газа</li>
<li>Установка принтера</li>
<li>Насос Busch</li>
<li>Уплотнение с помощью бескабельных поршней</li>
<li>Дополнительный уплотнительный стержень</li>
<li>Превышение режущей планки</li>
<li>Датчик вакуума</li>
<li>Увеличенная высота камеры</li>
</ul>",132744,220 В,,410 мм,510 мм,460 мм,,Италия,,,0,,,,,,,настольный,360х400х190 мм,1 камера,350 (1х5 мм) мм,8 м3/ч,,
https://cdn.entero.ru/mp@2x/6f/a8/6fa8deafcbeed17eac82f4a6b726eff5.jpg,Упаковщик вакуумный Sammic SE-310,1140628,268520,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/163977,"<p>Однокамерный вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163977"">Sammic SE-310</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания и жидкостей в вакуум с целью увеличения срока их хранения, а также последующего приготовления способом Sous Vide. Модель оснащена насосом Busch, сенсорной панелью управления с цифровым дисплеем и прозрачной крышкой. Корпус и внутренняя камера выполнены из нержавеющей стали, крышка - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вакуум контролируется датчиком</li>
<li>Отображение на дисплее точного значения вакуума в процентах</li>
<li>Программа запайки пакетов</li>
<li>Опция ""Вакуум плюс"" разрежение до 99%</li>
<li>Импульсный режим</li>
<li>Режим маринования</li>
<li>Безопасность при упаковке жидкостей</li>
<li>Функция Vac-Norm для откачки воздуха из контейнеров с автоматическим понижением давления в конце цикла для удаления трубки</li>
<li>Внутренняя камера штампованная, с закругленными углами</li>
<li>Двойной шов</li>
<li>Беспроводная сварочная планка </li>
<li>Программа сушки масла для насоса увеличивает срок эксплуатации</li>
<li>Счетчик рабочих часов для замены масла</li>
<li>
<p>Сертификация NSF - гарантия безопасности и гигиены</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Предельное вакуумное давление: 2 мбар</li>
<li>Уровень шума на расстоянии 1 м: 75 дБ</li>
<li>Уровень шума: 32 дБ</li>
<li>Габариты в упаковке: 460х530х460 мм </li>
</ul>",163977,220 В,0.37 кВт,384 мм,465 мм,403 мм,,Испания,,,0,https://entero.ru/manuals/190666/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sammic%20SE-310%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240438&hd=2&autoplay=0,39.5 кг,,,настольный,330х360х155 мм,1 камера,320 мм,10 м3/ч,Да,
https://cdn.entero.ru/mp@2x/1f/9e/1f9e861d74e9aa56bfe0a5bea50cccb1.jpg;https://cdn.entero.ru/mp@2x/4c/c9/4cc97d98d0022c8a3d31dc50cd600274.jpg,Упаковщик вакуумный SousVideTools Fresco 400 SVT-03006EU,SVT-03006EU,269443,RUB,Нет,SousVideTools,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/130442,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130442"">SousVideTools Fresco 400 SVT-03006EU</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания, жидкости и готовых блюд для увеличения срока хранения. Аппарат подходит для герметизации как сухих продуктов, так и жидких, таких как супы и тушеные блюда. Выбор из трех программных циклов позволяет обеспечить оптимальный уровень вакуума для герметизации мяса или рыбы. Модель оснащена вакуумным насосом и 40-сантиметровым уплотнительным стержнем с двойным швом. Простота настройки вакуумирования и светодиодная индикация делает обращение с упаковщиком интуитивно понятным. Внутренняя структура, вакуумная камера и кузов выполнены из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция ""quick-stop""</li>
<li>Индикатор давления </li>
<li>Выпуклая крышка для дополнительной высоты</li>
<li>Съёмная уплотнительная планка для удобства чистки</li>
<li>Глубокая камера с закругленными углами</li>
<li>Кнопка принудительной остановки</li>
<li>Электронная панель управления </li>
<li>Таймер запайки обеспечивает различную толщину вакуумных пакетов</li>
<li>LCD экран</li>
<li>Сертификация CE</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время цикла вакуумирования: от 15 до 30 сек. </li>
<li>Максимальный размер пакета: 400х450 мм</li>
</ul>",130442,220 В,,472 мм,495 мм,567 мм,,,,,0,,280670,,,,,настольный,160x425x457 мм,1 камера,400 мм,16 м3/ч,,
https://cdn.entero.ru/mp@2x/55/13/5513b81970b9166759a593d4e2ed5e50.jpg,Упаковщик вакуумный Henkovac T4,tabletop T4,279698,RUB,Нет,Henkovac,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/64650,"<p>Машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64650"">Henkovac T4</a> </b>серии Tabletops предназначена для вакуумной упаковки продуктов, полуфабрикатов и промтоваров на предприятиях пищевой промышленности и торговли. Упаковщик рассчитан на маленькие производства и небольшие объемы упаковываемой продукции.</p>

<p>Сервисная функция просушки вакуумного насоса позволяет реже менять масло в системе, способствует уменьшению времени цикла и продлевает срок службы насоса. Рекомендуется запускать просушку 1 раз в неделю или для ""влажных производств"" ежедневно перед началом смены. Функция включается автоматически в начале смены.</p>

<p>Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 программа</li>
<li>Цифровой контроль времени</li>
<li>Беспроводной принцип подачи напряжения на планку</li>
<li>Вакуумный насос Busch (Германия)</li>
<li>Двойная запайка</li>
<li>Высокая прозрачная крышка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество планок: 3</li>
<li>Макс. размер продукта: 420x370x180 мм</li>
<li>Потребляемая мощность: 0,7 / 1,3 кВт</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/66634"">2 вставки замещения по 20 мм</a></li>
<li><a href=""https://entero.ru/item/66635"">Дополнительная сварная планка</a></li>
<li><a href=""https://entero.ru/item/66630"">Комплект ЗИП</a></li>
<li><a href=""https://entero.ru/item/65856"">Запайка и обрезка</a></li>
<li>Панель управления:
<ul>
<li><a href=""https://entero.ru/item/65866"">10 программ</a></li>
<li><a href=""https://entero.ru/item/65864"">Сенсор</a> (контроль не по времени, а по датчику давления, помогает сократить время цикла (предлагается только для панели управления с 10 программами))</li>
<li><a href=""https://entero.ru/item/65865"">Мягкий обжим</a> (используется при упаковке влажных продуктов, а также для предотвращения деформации пакета при вакуумировании (предлагается только для панели управления с 10 программами))</li>
</ul>
</li>
<li><a href=""https://entero.ru/item/65867"">Функция газонаполнения 1-2 планки</a> (процесс наполнения пакета с продуктом инертным газом или смесью инертных газов для увеличения сроков годности продукта или предотвращения деформации продукта в вакуумной упаковке (предлагается только для панели управления с 10 программами))</li>
<li><a href=""https://entero.ru/item/66601"">Вакуумный насос Busch производительностью 21 м<sup>3</sup>/ч</a></li>
</ul>",64650,220 В,1.3 кВт,530 мм,590 мм,460 мм,,Нидерланды,,,0,https://entero.ru/manuals/36359/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Henkovac%20T4.pdf;https://entero.ru/manuals/33178/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%80%20%D1%81%D0%B2%D0%B0%D1%80%D0%BD%D1%8B%D1%85%20%D0%BF%D0%BB%D0%B0%D0%BD%D0%BE%D0%BA.jpg,,,60 кг,,,настольный,,1 камера,420 мм,16 м3/ч,,
https://cdn.entero.ru/mp@2x/36/2d/362d79a55775fae429f770156628276a.jpg,"Упаковщик вакуумный Hualian HVC-510S/2A (DZ-510/2SA) 380В нерж. сталь, обрезка","Упаковщик вакуумный Hualian HVC-510S/2A (DZ-510/2SA) 380В нерж. сталь, обрезка",282440,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/344547,"<p>Двухкамерный вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344547""><b class=""b"">Hualian HVC-510S/2A (DZ-510/2SA) </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения. Модель оснащена панелью управления с механическим реле и колесами. Корпус и камера выполнены из низкоуглеродистой нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая скорость работы</li>
<li>Компактный размер</li>
<li>Регулировка мощности и времени нагрева</li>
<li>Функция обрезки</li>
<li>Аттестация по европейской системе качества</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество запаивающих планок в камере: 2</li>
<li>Ширина шва: 3 мм + обрезка</li>
<li>Мощность:
<ul>
<li>Запайка: 0,6 кВт</li>
<li>Двигатель: 1,5 кВт</li>
</ul>
</li>
<li>Габариты в упаковке: 1410х840х1091 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насос BUSCH</li>
<li>Автоматическое опускание крышки</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344547,380 В,,1270 мм,735 мм,940 мм,,Китай,,,0,,,,230 кг,,,напольный,610х550х160 мм,2 камеры,510 мм,40 м3/ч,,
https://cdn.entero.ru/mp@2x/46/32/4632ba2e75da637fcaabe48cadd2d0f6.jpg;https://cdn.entero.ru/mp@2x/53/b6/53b6d693eeb4fe3243a144ae424736c8.jpg,Упаковщик вакуумный White Penguin MAGELLANIC WPC-700/2SA,Упаковщик вакуумный White Penguin MAGELLANIC WPC-700/2SA,283968,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/259913,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259913"">White Penguin MAGELLANIC WPC-700/2SA</a></b> используется на предприятиях общественного питания и торговли для упаковки готовых блюд и пищевых продуктов в герметичную тару для сохранения свежести, предотвращения размножения микроорганизмов и смешивания запахов. Модель оснащена 2 объемными глубокими камерами, 2 сварочными пластинами в каждой камере, расположенной сверху откидной крышкой и фирменной панелью управления с функциональными клавишами, цифровым дисплеем, аналоговым вакуумметром и русскоязычным интерфейсом. Корпус выполнен из нержавеющей стали, камера – из нержавеющей стали марки 304.</p>

<p>В комплект поставки входят набор необходимых запчастей и вакуумное масло.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Простое полуавтоматическое управление </li>
<li>Настройка уровня вакуума</li>
<li>Регулировка длительности процесса</li>
<li>Кнопка аварийной остановки</li>
<li>Цифровая индикация длительности запайки</li>
<li>Светодиодная индикация активного режима</li>
<li>Вспомогательная пластина для вакуумирования плоских упаковок</li>
<li>Прозрачная крышка для визуального контроля процесса</li>
<li>Поворотные ролики со стояночным тормозом для удобства транспортировки</li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина сварочного шва: 10 мм</li>
</ul>",259913,380 В,3.5 кВт,1640 мм,700 мм,1050 мм,330 кг,Китай,1,1700x910x1270 мм,0,,308661,,267 кг,,,напольный,870х730х150 мм,2 камеры,700 мм,3х20 м3/ч,,
https://cdn.entero.ru/mp@2x/aa/3d/aa3df13c2b13ddb446edc1839c010086.jpg,Упаковщик вакуумный Hualian HVC-510S/2A (DZ-510/2SA) 220В окраш. сталь,DZ-510/2SA (краш.),289031,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/93734,"<p>Двухкамерный вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93734""><b class=""b"">Hualian HVC-510S/2A (DZ-510/2SA) </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания для увеличения срока хранения. Корпус выполнен из окрашенного металла, камера - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество запаивающих планок в камере: 2</li>
<li>Ширина шва: 10 мм</li>
<li>Мощность запайки: 0,6 кВт</li>
<li>Предельное вакуумное давление: 1 кПа</li>
<li>Внутренние размеры камеры: 440x510x160 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насос повышенной мощности</li>
<li>Двойной шов</li>
<li>Функция обрезки пакета</li>
</ul>",93734,220 В,1.8 кВт,735 мм,1270 мм,940 мм,,Китай,,,0,https://entero.ru/manuals/135173/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F.pdf;https://entero.ru/manuals/135177/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%B7%D0%B0%D0%BB%D0%B8%D0%B2%D0%BA%D0%B5%20%D0%BC%D0%B0%D1%81%D0%BB%D0%B0.pdf,310786,,220 кг,,,напольный,550x610x160 мм,2 камеры,510 мм,40 м3/ч,,
https://cdn.entero.ru/mp@2x/4a/84/4a84302643de6206b4330fe1bd163517.jpg;https://cdn.entero.ru/mp@2x/02/ac/02ac338c54fce7ef319c1a4cdcb09394.jpg;https://cdn.entero.ru/mp@2x/7e/e8/7ee8b69da4ad4289036c670f8e2394af.jpg;https://cdn.entero.ru/mp@2x/c6/00/c6005a5fac0a1f2e3e0b6829f310d4e8.jpg;https://cdn.entero.ru/mp@2x/2e/e1/2ee141a72dbd8a737f8c29887ec511ce.jpg;https://cdn.entero.ru/mp@2x/64/45/6445508cbc2d9e665b9ca511e7b974e2.jpg;https://cdn.entero.ru/mp@2x/18/fb/18fbc4a160ce6c6dd00cd97db75f9d6f.jpg;https://cdn.entero.ru/mp@2x/04/76/047665dd8135ef28bb14003f96bdca9d.jpg;https://cdn.entero.ru/mp@2x/17/15/1715bf305813c7a8ecdc6cce5d6584e1.jpg,Упаковщик вакуумный Foodatlas DZQ-600/2SD Eco с опцией газонаполнения,DZQ-600/2SD Foodatlas Eco,292339,RUB,Нет,Foodatlas,Профоборудование,Фасовочно-упаковочное,Вакуумные упаковщики,https://entero.ru/item/83941,"<p>Двухкамерный вакуумный упаковщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83941""><b class=""b"">Foodatlas DZQ-600/2SD Eco</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки в вакуум продуктов питания, жидкости, готовых блюд, продуктов химической промышленности, электронных устройств, измерительных приборов и твердых редких драгоценных металлов для увеличения срока хранения. Модель оснащена модулем газонаполнения. Для упаковки используются ПЭТ, ПЭ нейлоновая и алюминиевая ленты. Корпус и камера вакуумирования выполнены из нержавеющей стали.</p>

<p><b>Особенности</b>: </p>

<ul>
<li>Электронная панель управления с вакуумметром</li>
<li>Функция удаления масляного тумана</li>
<li>Широкий диапазон температуры сварочной планки</li>
<li>Автоматическая фиксация крышки</li>
<li>Заменяемая вакуум-камера</li>
<li>Наличие кнопки аварийного выключения оборудования​</li>
<li>Электронная панель управления</li>
<li>Ручная подача пакета</li>
<li>
<p>Аэрация (ГАЗ)</p>
</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Количество нагревающих элементов: 4</li>
<li>Количество вакуумных насосов: 3</li>
<li>Ширина шва запайки: 10 мм</li>
<li>Время производственного цикла: 4 мин</li>
<li>Длина запайки: 600 мм</li>
<li>Мощность вакуум насоса: 2.25 кВт</li>
<li>Габариты упаковки: 1500x790x1000 мм</li>
</ul>",83941,380 В,1.5 кВт,1460 мм,750 мм,960 мм,,Китай,,,0,https://entero.ru/manuals/59547/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DZQ-600_2SD%20Eco.pdf;https://entero.ru/manuals/368237/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Foodatlas%20DZQ-600_2SD%20Eco%20%D1%81%20%D0%BE%D0%BF%D1%86%D0%B8%D0%B5%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/368238/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/368239/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,310999,,160 кг,,,напольный,660х530х110 мм,2 камеры,600 мм,60 м3/ч,,Да
