Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Время розжига,Время автономной работы
https://cdn.entero.ru/mp@2x/8f/fa/8ffacaac2f2950724f1b84dc7b0fb8e4.jpg;https://cdn.entero.ru/mp@2x/9d/15/9d153ce85d17f88a4bfb338dad46170b.jpg,Экран теплозащитный Big Green Egg PST,Экран теплозащитный Big Green Egg PST,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108507,"<p>Теплозащитный экран <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108507"">Big Green Egg PST</a></b> предназначен для создания естественного барьера между блюдами и открытым огнем. Подходит для грилей размера <a href=""https://entero.ru/item/108416"">Mini</a>. Модель выполнена из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеспечивает циркуляцию воздуха</li>
<li>Отличная теплопроводность</li>
<li>Превращает гриль в полноценную уличную печь</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108507,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/2f/5f/2f5f001af7f35b4951e08f3f50646cd6.jpg,Решетка полукруглая Big Green Egg ХL 121233,Решетка полукруглая Big Green Egg ХL 121233,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/187084,"<p>Полукруглая решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187084"">Big Green Egg ХL 121233</a></b> предназначена для обжаривания продуктов со всех сторон, запечатывания всех соков внутри и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108421"">ХLarge</a>. Модель выполнена из чугуна.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>",187084,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/9b/fd/9bfd67c11de2aa165def79e746dd6fe6.jpg,Решетка круглая Big Green Egg 18CI,Решетка круглая Big Green Egg 18CI,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108502,"<p>Круглая решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108502"">Big Green Egg 18CI</a></b> предназначена для обжаривания продуктов со всех сторон, запечатывания всех соков внутри и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108373"">Large</a>. Модель выполнена из чугуна.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 460 мм</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108502,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/d1/cf/d1cfef10113656b230985ede4f70c1e3.jpg,Решетка Big Green Egg 10SS-R,Решетка Big Green Egg 10SS-R,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108655,"<p>Решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108655"">Big Green Egg 10SS-R</a></b> предназначена для обжаривания продуктов со всех сторон и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108416"">Mini</a>. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр 250 мм</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108655,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/9f/23/9f23e76c2a9aabfb41ac508338a4b082.jpg,Камень для выпекания Big Green Egg BSM,Камень для выпекания Big Green Egg BSM,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108473,"<p>Камень для выпекания <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108473"">Big Green Egg BSM</a></b> предназначен для выпекания хрустящего хлеба и пиццы с хрустящей основой. Подходит для грилей размера <a href=""https://entero.ru/item/108398"">Medium</a>. Модель выполнена из высокопрочной керамики.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>",108473,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/a6/36/a6361ee36b7eb335ae7250d5b8845880.jpg,Решетка круглая Big Green Egg S/MX 122971,Решетка круглая Big Green Egg S/MX 122971,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/187070,"<p>Круглая решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187070"">Big Green Egg S/MX 122971</a></b> предназначена для обжаривания продуктов со всех сторон, запечатывания всех соков внутри и придания характерного узора. Подходит для грилей размеров <a href=""https://entero.ru/item/108419"">MiniMax</a> и <a href=""https://entero.ru/item/108420"">Small</a>. Модель выполнена из чугуна.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 330 мм</li>
<li>Страна-производитель: США</li>
</ul>",187070,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/56/c8/56c8c91984c7c1821267f5a3b9ed2709.jpg,Подставка настольная Big Green Egg NESTABXXL,Подставка настольная Big Green Egg NESTABXXL,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108501,"<p>Настольная подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108501"">Big Green Egg NESTABXXL</a></b> предназначена для обеспечения правильной циркуляции воздуха между BGE и поверхностью стола. Подходит для грилей размера <a href=""https://entero.ru/item/108423"">XXLarge</a>. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108501,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/88/46/8846e18a9503ea5cd2be94d80017255e.jpg,Регулятор подачи воздуха Big Green Egg 117854,Регулятор подачи воздуха Big Green Egg 117854,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/187105,"<p>Регулятор подачи воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187105"">Big Green Egg 117854</a></b> предназначен для контроля температуры и регулирования воздушного потока в угольных грилях размера <a href=""https://entero.ru/item/108419"" target=""_blank"">MiniMax</a>. Модель выполнена из прочного чугуна с антикоррозийным покрытием, рукоятка - из жароустойчивого силикона.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>",187105,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/b9/98/b998201edf37c7fad7bc9f58deefbcf1.jpg,Решетка Big Green Egg 13SS-R,Решетка Big Green Egg 13SS-R,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108654,"<p>Решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108654"">Big Green Egg 13SS-R</a></b> предназначена для обжаривания продуктов со всех сторон и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108419"">MiniMax</a>, <a href=""https://entero.ru/item/108420"">Small</a>. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр 330 мм</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108654,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/e8/0a/e80a18d583baf9b0f341658e9a8f253b.jpg,Решетка круглая Big Green Egg M 126405,Решетка круглая Big Green Egg M 126405,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/187066,"<p>Круглая решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187066"">Big Green Egg M 126405</a></b> предназначена для обжаривания продуктов со всех сторон, запечатывания всех соков внутри и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108398"" target=""_blank"">Medium</a>. Модель выполнена из чугуна.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 380 мм</li>
<li>Страна-производитель: США</li>
</ul>",187066,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/1a/c5/1ac5e7dfae72a689cb89335d5b316795.jpg;https://cdn.entero.ru/mp@2x/c1/85/c1858a45224ca58c521e412dd406eba9.jpg,Экран теплозащитный Big Green Egg PSMX2,Экран теплозащитный Big Green Egg PSMX2,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108508,"<p>Теплозащитный экран <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108508"">Big Green Egg PSMX2</a></b> предназначен для создания естественного барьера между блюдами и открытым огнем. Подходит для грилей размера <a href=""https://entero.ru/item/108419"">MiniMax</a>. Модель выполнена из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеспечивает циркуляцию воздуха</li>
<li>Отличная теплопроводность</li>
<li>Превращает гриль в полноценную уличную печь</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108508,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/ff/b9/ffb930626357f8938b0d0b1e0430d7f6.jpg;https://cdn.entero.ru/mp@2x/9a/7b/9a7bc76abe679f007c1216d2888c83cb.jpg,Экран теплозащитный Big Green Egg PSS,Экран теплозащитный Big Green Egg PSS,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108491,"<p>Теплозащитный экран <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108491"">Big Green Egg PSS</a></b> предназначен для создания естественного барьера между блюдами и открытым огнем. Подходит для грилей размера <a href=""https://entero.ru/item/108420"">Small</a>. Модель выполнена из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеспечивает циркуляцию воздуха</li>
<li>Отличная теплопроводность</li>
<li>Превращает гриль в полноценную уличную печь</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108491,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/34/44/34440c494ea2f0105124a9b72d652df5.jpg,Термометр штатный Big Green Egg 117250,Термометр штатный Big Green Egg 117250,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108724,"<p>Термометр штатный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108724"">Big Green Egg 117250</a></b> предназначен для замены термометра в куполе гриля при необходимости. Подходит для грилей размеров <a href=""https://entero.ru/item/108373"">Large</a>, <a href=""https://entero.ru/item/108421"">ХLarge</a>, <a href=""https://entero.ru/item/108423"">XXLarge</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурная шкала: от 50 °C до 400 °C</li>
<li>Диаметр: 80 мм</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108724,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/e5/82/e582c2a1d7e255157c9619d5d55a6436.jpg,Решетка Big Green Egg 15SS-R,Решетка Big Green Egg 15SS-R,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108589,"<p>Решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108589"">Big Green Egg 15SS-R</a></b> предназначена для обжаривания продуктов со всех сторон и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108398"">Medium</a>. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр 380 мм</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108589,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/0b/e0/0be00fd45db22465d88f30c0db217c78.jpg,Камень для выпекания Big Green Egg BSL,Камень для выпекания Big Green Egg BSL,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108472,"<p>Камень для выпекания <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108472"">Big Green Egg BSL</a></b> предназначен для выпекания хрустящего хлеба и пиццы с хрустящей основой. Подходит для грилей размера <a href=""https://entero.ru/item/108373"">Large</a>. Модель выполнена из высокопрочной керамики.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 350 мм</li>
<li>Толщина: 15 мм</li>
<li>Страна-производитель: США</li>
</ul>",108472,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/dc/82/dc828829aa50f304315483a9d4474448.jpg,Набор инструментов Big Green Egg 116901,Набор инструментов Big Green Egg 116901,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108495,"<p>Набор инструментов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108495"">Big Green Egg 116901</a></b> предназначена для безопасного и гигиеничного размещения и переворачивания продуктов в гриле. Модель выполнена из силикона и износостойкой нержавеющей стали.</p>

<p>В комплекте щипцы, лопатка и силиконовая кисточка.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>",108495,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/20/d2/20d291d6686f912cdcad18c90ca8dd42.jpg,Решетка круглая Big Green Egg L 122957,Решетка круглая Big Green Egg L 122957,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/187011,"<p>Круглая решетка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187011"">Big Green Egg L 122957</a></b> предназначена для обжаривания продуктов со всех сторон, запечатывания всех соков внутри и придания характерного узора. Подходит для грилей размера <a href=""https://entero.ru/item/108373"">Large</a>. Модель выполнена из чугуна.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 460 мм</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",187011,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/67/3b/673bde982291c829adbc4a3fef346136.jpg,Набор ножей Big Green Egg 117687,Набор ножей Big Green Egg 117687,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108497,"<p>Набор ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108497""><b class=""b"">Big Green Egg 116901</b></a> предназначена для нарезки мяса и рыбы, чистки и нарезки фруктов и овощей. Ножи выполнены из износостойкой нержавеющей стали.</p>

<p>В комплекте нож повара и нож для чистки овощей.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина лезвия:
<ul>
<li>Нож повара: 200 мм</li>
<li>Нож для чистки овощей: 90 мм</li>
</ul>
</li>
<li>Страна-производитель: США</li>
</ul>",108497,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/cb/a3/cba3d566a1835b2ad82fe2f5ca07eb8d.jpg,Гриль-решетка для печи КОБОР FIRE-50,Гриль-решетка для печи КОБОР FIRE-50,0,RUB,Нет,КОБОР,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/303614,"<p>Гриль-решетка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303614""><b class=""b"">Кобор</b></a> используется совместно с печью-мангалом <a href=""https://entero.ru/search.php?text=FIRE-50+печь"" target=""_blank"">FIRE-50</a> для приготовления блюд на углях на предприятиях общественного питания. Сварная конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 760х745 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",303614,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/25/76/2576e4daf32c21a363f0c32db85ee8a5.jpg,Чаша для угля Big Green Egg 122650,Чаша для угля Big Green Egg 122650,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/186914,"<p>Чаша <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186914"">Big Green Egg 122650</a></b> предназначена для размещения в ней топлива-угля. Подходит для грилей размера <a href=""https://entero.ru/item/108419"" target=""_blank"">MiniMax</a>. Модель выполнена из высококачественной нержавеющей стали без сварных швов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>С помощью 2 удобных ручек чашу легко можно вынуть из гриля</li>
<li>Размещается на колоснике или непосредственно в керамической чаше для угля</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>",186914,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/84/d3/84d3a28284a9f7ff59693befb582c7e3.jpg,Подставка мобильная Big Green Egg ECMN,Подставка мобильная Big Green Egg ECMN,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108564,"<p>Мобильная подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108564"">Big Green Egg ECMN</a></b> предназначена для установки гриля на стол и транспортировки. Подходит для грилей размера <a href=""https://entero.ru/item/108416"">Mini</a>. Модель выполнена из прочной стали с покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>",108564,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/0f/ac/0fac44f7115b9191def65150f1c41c21.jpg,Духовка голландская Big Green Egg 117052,Духовка голландская Big Green Egg 117052,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108690,"<p>Голландская духовка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108690"">Big Green Egg 117052</a></b> предназначена для выпечки, жарки, тушения и приготовления супов. Подходит для грилей размеров <a href=""https://entero.ru/item/108398"">Medium</a>, <a href=""https://entero.ru/item/108373"">Large</a>, <a href=""https://entero.ru/item/108421"">ХLarge</a>, <a href=""https://entero.ru/item/108423"">XXLarge</a>. Модель выполнена из чугуна.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 5,2 л</li>
<li>Диаметр: 270 мм</li>
<li>Максимальная температура использования: 232 °С</li>
<li>Страна-производитель: США</li>
</ul>",108690,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/cf/a7/cfa7eb70b83631607474bfadcaae44ee.jpg,Чехол вентилируемый Big Green Egg 126467,Чехол вентилируемый Big Green Egg 126467,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/187193,"<p>Вентилируемый чехол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187193"">Big Green Egg 126467</a></b> предназначен для защиты гриля в комбинации с мобильной подставкой с рукоятью во время хранения. Подходит для грилей размеров <a href=""https://entero.ru/item/108373"">Large</a>, <a href=""https://entero.ru/item/108421"" target=""_blank"">ХLarge</a> и <a href=""https://entero.ru/item/108423"" target=""_blank"">ХХLarge</a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",187193,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/d5/98/d5985539345df74315fe661255dd4ab3.jpg;https://cdn.entero.ru/mp@2x/c8/90/c89080004ae55920f05b1ea36850e570.jpg,Подставка для шампуров Kasai для XL Konro,Подставка для шампуров Kasai для XL Konro,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/344454,"<p>Подставка для шампуров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344454""><b class=""b"">Kasai</b></a> используется совместно с японским грилем <a href=""https://entero.ru/item/344453"" target=""_blank"">XL Konro</a> для приготовления блюд на древесном угле в частных домах и на предприятиях общественного питания. Изделие выполнено из нержавеющей стали.</p>

<p>В комплект поставки входит 12 шампуров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция не позволяет еде вращаться на шампурах</li>
<li>Приток воздуха и равномерное приготовление</li>
<li>Возможность мыть в посудомоечной машине</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Рабочая температура: от 107°C до 350°C</li>
</ul>",344454,,,,,,,,,0,https://entero.ru/manuals/419348/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F%20%D1%8F%D0%BF%D0%BE%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D0%B3%D1%80%D0%B8%D0%BB%D1%8F.pdf,,,,,,
https://cdn.entero.ru/mp@2x/1b/af/1baf034ce5159028dbcae79c58a4dfd6.jpg;https://cdn.entero.ru/mp@2x/22/bf/22bf403dff42bf2a75bd8a42ecbd208a.jpg,Экран теплозащитный Big Green Egg PSM,Экран теплозащитный Big Green Egg PSM,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108493,"<p>Теплозащитный экран <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108493"">Big Green Egg PSM</a></b> предназначен для создания естественного барьера между блюдами и открытым огнем. Подходит для грилей размера <a href=""https://entero.ru/item/108398"">Medium</a>. Модель выполнена из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеспечивает циркуляцию воздуха</li>
<li>Отличная теплопроводность</li>
<li>Превращает гриль в полноценную уличную печь</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108493,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/52/cc/52ccd05b7cc9898f4178a8907eb3e06f.jpg,Форма керамическая для выпекания Big Green Egg DDBSL,Форма керамическая для выпекания Big Green Egg DDBSL,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108725,"<p>Керамическая форма для выпекания <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108725"">Big Green Egg DDBSL</a></b> предназначена для приготовления пиццы, запеканки, пирога, лазаньи и других видов хлеба. Подходит для грилей размеров <a href=""https://entero.ru/item/108373"">Large</a>, <a href=""https://entero.ru/item/108421"">ХLarge</a>. Модель выполнена из высокопрочной керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобные высокие борты</li>
<li>Равномерное распределение тепла</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 356 мм</li>
<li>Высота: 50 мм</li>
<li>Страна-производитель: США</li>
</ul>",108725,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/e9/2e/e92e162f48a5b6ad61a50a58debcdb2c.jpg,Духовка голландская Big Green Egg 117045,Духовка голландская Big Green Egg 117045,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108465,"<p>Голландская духовка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108465"">Big Green Egg 117045</a></b> предназначена для выпечки, жарки, тушения и приготовления супов. Подходит для грилей размеров <a href=""https://entero.ru/item/108373"">Large</a>, <a href=""https://entero.ru/item/108421"">ХLarge</a>, <a href=""https://entero.ru/item/108423"">XXLarge</a>. Модель выполнена из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышку можно использовать в качестве сковороды или формы для выпекания</li>
<li>Круглая форма</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4 л</li>
<li>Диаметр: 230 мм</li>
<li>Максимальная температура использования: 232 °С</li>
<li>Цвет: зеленый</li>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модели двух разных размеров.</span></em></p>",108465,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/86/af/86af7bf8ea9168bc68c0a41ea05ad6eb.jpg,Столики складные боковые Big Green Egg МХ 121844,Столики складные боковые Big Green Egg МХ 121844,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108660,"<p>Складные боковые столики <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108660""><b class=""b"">Big Green Egg МХ 121844</b></a> предназначен для того, чтобы обеспечить достаточно места для ингредиентов и аксессуаров. Подходит для грилей размером <a href=""https://entero.ru/item/108419"" target=""_blank"">MiniMax</a>. Модель выполнена из нержавеющей стали и дерева.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостойкая древесина</li>
<li>Длительный срок службы</li>
<li>Можно протирать влажной тканью</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108660,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/13/de/13deee25bf64e2fa10f9c782d473a941.jpg;https://cdn.entero.ru/mp@2x/59/16/59166b2f65e6723a6ed69b15063fafb7.jpg,Экран теплозащитный Big Green Egg PSL,Экран теплозащитный Big Green Egg PSL,0,RUB,Нет,Big Green Egg,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/108490,"<p>Теплозащитный экран <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108490"">Big Green Egg PSL</a></b> предназначен для создания естественного барьера между блюдами и открытым огнем. Подходит для грилей размера <a href=""https://entero.ru/item/108373"">Large</a>. Модель выполнена из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеспечивает циркуляцию воздуха</li>
<li>Отличная теплопроводность</li>
<li>Превращает гриль в полноценную уличную печь</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Страна-производитель: США</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108490,,,,,,,,,0,,,,,,,
