Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Конструкция,Цвет,Тип попкорна,Разовая загрузка,С тележкой
https://cdn.entero.ru/mp@2x/be/5c/be5c9e809a62b32951f945ff0feda1fb.jpg,Аппарат для попкорна Foodatlas HP-6B,HP-6B FoodAtlas,17138,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/99296,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99296"">Foodatlas HP-6B</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена нагревательным элементом и функцией подогрева. Корпус выполнен из окрашенного металла, стекла - из термоустойчивого материала.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время цикла: от 5 до 10 мин.</li>
<li>Рабочая температура: от 50 до 250 °С</li>
<li>Объем чаши: 0,25 л</li>
<li>Объем камеры хранения: 0,08 м<sup>3</sup></li>
</ul>",99296,220 В,1.44 кВт,497 мм,417 мм,720 мм,,Китай,,,0,https://entero.ru/manuals/90825/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HP-6B.pdf,,,16 кг,2.5 кг/ч,настольный,красный,,,
https://cdn.entero.ru/mp@2x/fa/2b/fa2baf742002b6b825e9ee2605c146f5.jpg,Аппарат для попкорна CuisinAid CD-HP-6B,Аппарат для попкорна CuisinAid CD-HP-6B,17740,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/309413,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309413"">CuisinAid CD-HP-6B</a></b> используется на предприятиях общественного питания и торговли. </p>",309413,220 В,1.4 кВт,560 мм,420 мм,760 мм,,Китай,,,0,,,,16.3 кг,,настольный,красный,,,
https://cdn.entero.ru/mp@2x/71/38/71384af86bb7f01c27f30857d9e4bca5.jpg,Аппарат для попкорна AR VBG-1708,Аппарат для попкорна AR VBG-1708,23578,RUB,Нет,AR,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/87095,"<p>Аппарат для попкорна<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87095"">AR VBG-1708</a></b> используется на предприятиях общественного питания и торговли.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев витрины</li>
<li>Внутреннее освещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: от 220 до 260 °С</li>
<li>Время приготовления порции 226 гр: от 3 до 5 мин.</li>
<li>Объем чаши: 8 унций</li>
</ul>",87095,220 В,1.3 кВт,500 мм,360 мм,610 мм,,Китай,,,0,,,,16 кг,4.5 кг/ч,настольный,красный,,,
https://cdn.entero.ru/mp@2x/cb/e7/cbe7799448f2414a082f5d17d69c6c1b.jpg,Аппарат для попкорна EKSI HW-P8 рст,HW-P8,25556,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/368425,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368425"">EKSI HW-P8 рст</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена инфракрасной лампой для подогрева готового продукта и демонстрационной витриной. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество чаш: 1</li>
<li>Температура: от 5 до 250 °C</li>
<li>Производительность: 8 унций/цикл / 160 порций/час</li>
<li>Вес порции: 1 унция</li>
<li>Время нагрева: от 5 до 6 мин.</li>
</ul>",368425,220 В,1.9 кВт,900 мм,420 мм,745 мм,32 кг,Китай,1,993x480x843 мм,0,https://entero.ru/manuals/485879/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HW-P8%20%D1%80%D1%81%D1%82.pdf,,,,4.48 кг/ч,настольный,красный,соленый / сладкий,224 г,
https://cdn.entero.ru/mp@2x/d2/ee/d2eeaaa187e7e7774eef083166dfe671.jpg,Витрина для попкорна с автоподачей RoboLabs VTP-060A,76849,103449,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37599,"<p>Витрина для попкорна с автоподачей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37599"">RoboLabs VTP-060A</a></b> действует по принципу автопоилки. Готовый попкорн засыпается сверху, заполняется весь внутренний объем витрины. Корпус окрашен в красный цвет. Витрина застелена со всех четырех сторон. Светодиодная подсветка внутри по периметру остекления. Может использоваться как пристенно, так и на передней линии обслуживания. Подогрев и конвекция внутреннего объема, попкорн греется только в нижней части. Таким образом, попкорн не пересыхает.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость витрины: около 100 стаканов 46 унций</li>
</ul>",37599,,1 кВт,600 мм,500 мм,750 мм,,Россия,,,0,https://entero.ru/manuals/109036/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%A2%D0%9C%20VTP-060A.doc,108894,,40 кг,,настольный,красный,,,
https://cdn.entero.ru/mp@2x/99/3a/993acb0ab0c76165e7ab16c146573970.jpg;https://cdn.entero.ru/mp@2x/1c/f4/1cf45fe8843e3994045e00ac8bf354da.jpg;https://cdn.entero.ru/mp@2x/3f/f6/3ff6d03dcb0949ad51cfdb6b7d7d8f52.jpg,Аппарат для попкорна RoboLabs Grand Robopop 220,Vortex Popcorn ТТМ Grand Robopop 220,2098029,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/215239,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215239"">RoboLabs Grand Robopop 220</a></b> предназначен для раскрытия кукурузного зерна при помощи горячего воздуха на предприятиях пищевой промышленности. Распределение зерна по параболическому дну чаши рабочей камеры происходит равномерным слоем. Зерно постоянно находится в движении вокруг оси чаши, перемешивается и равномерно прогревается. Благодаря вихревому воздушному потоку внутри камеры, раскрывшиеся зерна немедленно удаляются из горячей зоны, что благотворно сказывается на качестве и вкусе попкорна.</p>

<p><b class=""o"">Сифтер в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Раскрытие попкорна при помощи горячего воздуха, попкорн не жарится на масле, нет канцерогенов и трансжиров</li>
<li>Электромеханическое управление</li>
<li>Возможность перегрева готового попкорна снижена</li>
<li>Аппарат автоматизирован, участие оператора минимальное</li>
<li>Легкое обслуживание камеры: можно открыть боковую дверь и получить полный доступ к камере</li>
<li>Возможность контролировать скорость турбины, чтобы настроить поппер даже для некачественных ядер кукурузы</li>
<li>Теплоизолированный корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости бункера: 25 кг</li>
<li>Диапазон температур на терморегуляторе: от 190 до 240°С</li>
</ul>",215239,380 В,24 кВт,1220 мм,810 мм,1930 мм,,Россия,,,0,https://entero.ru/manuals/254899/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%A2%D0%9C%20Grand%20Robopop%20220.pdf;https://entero.ru/manuals/254900/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%A2%D0%9C%20Robopop.pdf;https://entero.ru/manuals/502725/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,2208452,https://vk.com/video_ext.php?oid=-177656185&id=456240747&hd=2&autoplay=0,300 кг,100 кг/ч,напольный,серебряный,,,
https://cdn.entero.ru/mp@2x/fa/fb/fafb5fe58a4e6e0d42b6f78a8339ceb8.jpg,Аппарат для попкорна EKSI HP-CC,Аппарат для попкорна EKSI HP-CC,0,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/59210,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59210"">EKSI HP-CC</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена инфракрасной лампой для подогрева готового продукта и тележкой. Корпус выполнен из алюминиевого сплава и закаленного стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 8 унций/цикл / 160 порций/час</li>
<li>Вес порции: 1 унция</li>
<li>Время нагрева: от 5 до 6 мин.</li>
<li>Температурный режим: от 50 до 250°C</li>
</ul>",59210,220 В,1.44 кВт,890 мм,1182 мм,1320 мм,,Китай,,,0,https://entero.ru/manuals/478122/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HP-CC.pdf,,,33.25 кг,4.48 кг/ч,напольный,красный,соленый / сладкий,224 г,Да
https://cdn.entero.ru/mp@2x/98/d4/98d42ed34844ee0d5091feca723061da.jpg,Аппарат для попкорна Gold Medal Spartan 52oz соль / сахар,134920,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/104147,"<p>Аппарат для попкорна<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104147""><b class=""b""> Gold Medal Spartan 52oz</b></a> используется в уличных кафе, кинотеатрах и развлекательных центрах. Модель оснащена электронным управлением с цифровой дисплеем и кондиционером, который продувает зерно, не позволяя попкорну получить влагу извне. Корпус и котел выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система автоматической подачи масла в котел с насосом</li>
<li>Система Top Hat для увеличения раскрытия на 30%</li>
<li>Светодиодная подсветка</li>
<li>Подсветка верхней части</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 1045 порций/час</li>
<li>Вес порции: 28 гр</li>
<li>Объем котла: 52 унции (1,47 кг)</li>
</ul>",104147,380 В,7.177 кВт,924 мм,727 мм,1971 мм,,США,,,0,https://entero.ru/manuals/94517/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/302911/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gold%20Medal%20Spartan%2052oz.pdf,,,219 кг,29 кг/ч,напольный,белый,соленый / сладкий,1480 г,
https://cdn.entero.ru/mp@2x/31/68/31686b5b19f7e920ced4519a5e354e14.jpg,Аппарат для попкорна GASTRORAG HP-6B,Аппарат для попкорна GASTRORAG HP-6B,0,RUB,Нет,GASTRORAG,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/83308,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83308"">GASTRORAG HP-6B</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена канапе. Корпус выполнен из окрашенной в красный цвет стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 1 котел за 2 мин.</li>
<li>Загрузка:
<ul>
<li>Подсолнечное масло: 50 мл. (30 гр.)</li>
<li>Кукурузные зёрна: 150 гр.</li>
<li>Сахар: 50 гр.</li>
</ul>
</li>
</ul>",83308,220 В,1.4 кВт,500 мм,360 мм,680 мм,,Китай,,,0,https://entero.ru/manuals/58113/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HP-6B.pdf;https://entero.ru/manuals/116562/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,23 кг,,настольный,серебряный,соленый / сладкий,230 г,
https://cdn.entero.ru/mp@2x/3b/df/3bdf4654c74692a43647e2327936b5e0.jpg,Витрина тепловая для попкорна Airhot HWP-30,Витрина тепловая для попкорна Airhot HWP-30,0,RUB,Нет,Airhot,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/163184,"<p>Тепловая настольная витрина для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163184"">Airhot HWP-30</a></b> используется на предприятиях общественного питания и торговли. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температур: от 30 до 85 °C</li>
<li>Объем: 71 л</li>
<li>Количество отделений: 2</li>
</ul>",163184,220 В,1 кВт,470 мм,450 мм,560 мм,,Китай,,,0,,,,14 кг,,настольный,красный,соленый / сладкий,,
https://cdn.entero.ru/mp@2x/8f/2e/8f2ea0ab918a88899746e9d8e21a2a81.jpg,Аппарат для попкорна EKSI HW-P8,Аппарат для попкорна EKSI HW-P8,0,RUB,Нет,EKSI,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/59211,"<p>Аппарат для попкорна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59211"">EKSI HW-P8</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена инфракрасной лампой для подогрева готового продукта и демонстрационной витриной . </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 8 унций/цикл / 160 порций/час</li>
<li>Вес порции: 1 унция</li>
<li>Время нагрева: от 5 до 6 мин.</li>
</ul>",59211,220 В,1.9 кВт,900 мм,420 мм,745 мм,,Китай,,,0,,,,28 кг,4.48 кг/ч,настольный,красный,соленый / сладкий,224 г,
https://cdn.entero.ru/mp@2x/3c/54/3c54e969ffd55a2f7675768cafcc1b61.jpg;https://cdn.entero.ru/mp@2x/d9/d2/d9d27967c71871002fb84cb539207335.jpg;https://cdn.entero.ru/mp@2x/d4/25/d42548a24ca5a89cd607c02a4362fc98.jpg,Аппарат для попкорна HENDI 282748 красный,Аппарат для попкорна HENDI 282748 красный,0,RUB,Нет,HENDI,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/365384,"<p>Аппарат для попкорна<a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/365384""><b class=""b""> HENDI 282748</b></a> используется в уличных кафе, кинотеатрах и развлекательных центрах и предназначен для приготовления как солёного, так и сладкого попкорна. Модель оснащена выдвижным лотком для удаления крошек. Корпус выполнен из закаленного стекла и стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система смешивания: предотвращение подгорания попкорна</li>
<li>Ручки из ненагревающего материала</li>
<li>Освещение внутри камеры c обогреваемым дном</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 150 гр/цикл</li>
<li>Средняя продолжительность цикла: 2 мин.</li>
</ul>",365384,220 В,1.5 кВт,574 мм,420 мм,778 мм,,Китай,,,0,,,,22.6 кг,,настольный,красный,соленый / сладкий,,
https://cdn.entero.ru/mp@2x/16/a0/16a0b04c8dbb93ec7e8eb23fdd176b63.jpg,Аппарат для попкорна Gold Medal Titan Value Popper 06oz,37859 / Titan 06oz соль,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37421,"<p>Аппарат для попкорна<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37421""><b class=""b""> Gold Medal Titan 06oz</b></a> используется в уличных кафе, кинотеатрах и развлекательных центрах и предназначен для приготовления как солёного (с использованием специальной мелкодисперсной соли Flavacol или CorinSalt), так и сладкого попкорна (с использованием сладких глазирующих добавок GlazePop или CorinGlaze с антипригарной добавкой Compound-S).Оборудование оснащено ТЭНом для подогрева готовой продукции. Корпус выполнен из нержавеющей стали, котел - с покрытием из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 135 порций/час</li>
<li>Вес порции: 28 гр</li>
<li>Объем котла: 6 унций (0,17 кг)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тележка 2148ST</li>
</ul>",37421,220 В,1.25 кВт,524 мм,387 мм,768 мм,,США,,,0,https://entero.ru/manuals/61069/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,19 кг,3.8 кг/ч,настольный,серебряный,соленый / сладкий,170 г,
https://cdn.entero.ru/mp@2x/b1/f8/b1f86f4f5409784f8e1eb9118f5bcc10.jpg,Аппарат для попкорна Gold Medal Macho Pop 16/18oz соль (для барной стойки),13029,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37426,"<p>Аппарат для попкорна<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37426""><b class=""b""> Gold Medal Macho Pop 16/18oz</b></a> используется в уличных кафе, кинотеатрах и развлекательных центрах. Корпус и котел выполнены из нержавеющей стали, съемные панели - из закаленного стекла.</p>

<p>Модель подходит для установки на барной стойке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система фильтров для увеличения объема и потока воздуха</li>
<li>""Big Eye"" электронное управление нагревом с сигналом готовности попкорна (патент)</li>
<li>Подсветка верхней части</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 320 до 360 порций/час</li>
<li>Вес порции: 28 гр</li>
<li>Объем котла: 16 / 18 унций (0,45 / 0,51 кг)</li>
</ul>",37426,220 В,1.75 кВт,660 мм,660 мм,939 мм,,США,,,0,https://entero.ru/manuals/61062/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,28 кг,от 9 до 10 кг/ч,настольный,серебряный,соленый,от 450 до 510 г,
https://cdn.entero.ru/mp@2x/c1/95/c195f4bf69d8676390875d6984763f47.jpg,Аппарат для попкорна Gold Medal Cornado 48oz соль/сахар (ручка слева),CORNADO 48-OZ LEFT-HAND,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/228709,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228709""><b class=""b"">Gold Medal Cornado 48oz </b></a>используется в уличных кафе, кинотеатрах и развлекательных центрах. Оборудование оснащено рукояткой слева, позволяющей опрокидывать котел левой рукой, дисплеем температуры и счетчиком циклов. Корпус выполнен из нержавеющей стали.</p>

<p>Насос для подачи масла прибретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронное управление нагревом</li>
<li>Подогреваемая система автоматической подачи разогретого масла в котел с помощью насоса</li>
<li>Пекреключатель ""соль / сахар""</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 970 порций/час</li>
<li>Время цикла: 3 мин.</li>
<li>Вес порции: 28 гр</li>
<li>Объем котла: 48 унций </li>
<li>Габариты в упаковке: 660x660x1200 мм</li>
</ul>",228709,380 В,6.35 кВт,660 мм,584 мм,914 мм,,США,,,0,https://entero.ru/manuals/275155/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gold%20Medal%20Cornado%2048oz.pdf,,,60 кг,27 кг/ч,настольный,,соленый / сладкий,1344 г,
https://cdn.entero.ru/mp@2x/24/8b/248b743cc9a68e5474486b1d0eeaa747.jpg,Аппарат для попкорна Gold Medal Cornado 60oz соль/сахар (рукоятка справа),132973,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/112174,"<p>Аппарат для попкорна <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112174""><b class=""b"">Gold Medal Cornado 60oz </b></a>используется в уличных кафе, кинотеатрах и развлекательных центрах. Оборудование оснащено системой автоматической подачи разогретого масла в котел с помощью насоса.</p>

<p>Насос для подачи масла прибретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронное управление нагревом</li>
<li>Дисплей с отображением температуры</li>
<li>Счетчик циклов</li>
<li>Пекреключатель ""соль / сахар""</li>
<li>Модульный пульт управления</li>
<li>Рукоятка опракидывания котла справа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 1210 порций/час</li>
<li>Вес порции: 28 гр</li>
<li>Объем котла: 60 унций (1,7 кг)</li>
</ul>

<p> </p>

<p><em>ВНИМАНИЕ! Аппарат может быть подключён как к сети380V, так и к сети 220V (заводская настройка). Подключение аппарата к сети 220V потребует особого контроля готовности к такому подключению внешних сетей. Для равномерной нагрузки на внешние сети целесообразно проводить подключение аппарата к сети 380V (для такого подключения аппарат оснащен кабелем и вилкой). Подключение к сети 380V должно проводиться сертифицированным персоналом, поскольку потребуется проведение перекоммутации проводки внутри аппарата, согласно инструкции на аппарат!</em></p>",112174,"380 В, 220 В",6.35 кВт,584 мм,711 мм,991 мм,,США,,,0,https://entero.ru/manuals/110856/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gold%20Medal%20Cornado%2060oz%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/110854/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,62 кг,33.7 кг/ч,настольный,серебряный,соленый / сладкий,1684 г,
https://cdn.entero.ru/mp@2x/79/61/7961341ecbe0c6e40e002f18b33826aa.jpg,Тележка для готового попкорна RoboLabs ROBOPOP TR1,Тележка для готового попкорна RoboLabs ROBOPOP TR1,20790,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37594,"<p>Тележка на колесах<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37594"">RoboLabs ROBOPOP TR1</a></b> предназначена для удержания полиэтиленового пакета с готовым попкорном. Дополнительная тележка позволит ускорить процесс замены пакета с готовым попкорном при работе на аппарате Robopop. Тележка поставляется в разобранном виде. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты (мм): 530x530x820</li>
<li>Вес (кг): 13</li>
</ul>",37594,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b9/90/b990c96b7033d7653679fac29e89b73a.jpg,Перегородка попкорн-витрины RoboLabs VTP-01,Перегородка попкорн-витрины RoboLabs VTP-01,7081,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/314172,"<p>Перегородка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/314172""><b class=""b"">RoboLabs VTP-01</b></a> используется совместно с витринами для попкорна <a href=""https://entero.kz/item/37595"" target=""_blank"">VTP1-075n</a>, <a href=""https://entero.kz/item/37596"" target=""_blank"">VTP2-090n</a>, <a href=""https://entero.kz/item/37597"" target=""_blank"">VTP2-120n</a> и <a href=""https://entero.kz/item/44217"" target=""_blank"">VTP3-120n</a>. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 640x165x450 мм</li>
<li>Вес: 3 кг</li>
</ul>",314172,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/41/6c/416c70bcc92ebf46da011d4ac53f276f.jpg;https://cdn.entero.ru/mp@2x/9a/49/9a49207087996f1e10f59c98e19bda52.jpg;https://cdn.entero.ru/mp@2x/61/9d/619de64ba134e299e1e154dbf5c92f8d.jpg,Насос-дозатор для попкорн-аппарата RoboLabs VPM-BOPM,Насос-дозатор для попкорн-аппарата RoboLabs VPM-BOPM,72843,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/325455,"<p>Насос-дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/325455"">RoboLabs VPM-BOPM</a></b> используется в аппаратах для попкорна и служит для автоматической подачи разогретого кокосового масла в котел из бидона весом 22,68 кг на предприятих общественного питания и торговли. Модель оснащена подвижной крышкой, которая позволяет регулировать глубину погружения насоса в бидон. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Высота емкости: от 180 мм</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,65 кВт</li>
<li>Габариты: 330x330x600 мм</li>
<li>Вес: 8 кг</li>
</ul>",325455,,,,,,,,,,0,https://entero.ru/manuals/502877/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,75878,,,,,,,,
https://cdn.entero.ru/mp@2x/32/cd/32cd0af1aaad6b0107c71753f3e4f1cd.jpg,Совок для попкорна RoboLabs 170х200х54 мм,Совок для попкорна RoboLabs 170х200х54 мм,1638,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/319391,"<p>Совок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319391""><b class=""b"">RoboLabs 170х200х54 мм</b></a> используется на предприятиях общественного питания и торговли для зачерпывания и фасовки попкорна. Модель под правую руку. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 170х200х54 мм</li>
<li>Объем: 0,002 м<sup>3</sup></li>
<li>Габариты в упаковке: 265х215х70 мм</li>
<li>Объем упаковки: 0,004 м<sup>3</sup></li>
</ul>",319391,,,,,,,,,,0,,2100,,,,,,,,
