Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Привод,Ширина теста,Толщина теста
https://cdn.entero.ru/mp@2x/74/a6/74a695706811f0cb4b0b97f510a5a70b.jpg,Насадка для лапшерезки Imperia (La Monferrina) Duplex 209,Насадка для лапшерезки Imperia (La Monferrina) Duplex 209,5201,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/114249,"<p>Двойная насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114249""><b class=""b"">Imperia Duplex 209</b></a> используется совместно с лапшерезками <a href=""https://entero.ru/search.php?text=%D0%BB%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+iPasta"">iPasta</a>, <a href=""https://entero.ru/search.php?text=%D0%9B%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+Pasta+Presto"">Pasta Presto</a> и тестораскаточной машиной <a href=""https://entero.ru/item/114153"">Sfogliatrice</a> на предприятиях общественного питания и в домашних условиях для нарезки теста, предназначенного для приготовления лапши капеллини и лазанетте. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина лапши:
<ul>
<li>Капеллини: 1,5 мм</li>
<li>Лазанетте: 12 мм</li>
</ul>
</li>
<li>Размеры: 175x105x55 мм</li>
<li>Вес в упаковке: 1,5 кг</li>
</ul>",114249,,,,,,,,,,0,,6501,,,,,
https://cdn.entero.ru/mp@2x/a1/cc/a1cc79b65c706c19797a3e5a9c5c16c1.jpg,Насадка для лапшерезки Imperia (La Monferrina) Duplex 227,Насадка для лапшерезки Imperia (La Monferrina) Duplex 227,5201,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/114262,"<p>Двойная насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114262""><b class=""b"">Imperia Duplex 227</b></a> используется совместно с лапшерезками <a href=""https://entero.ru/search.php?text=%D0%BB%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+iPasta"">iPasta</a>, <a href=""https://entero.ru/search.php?text=%D0%9B%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+Pasta+Presto"">Pasta Presto</a> и тестораскаточной машиной <a href=""https://entero.ru/item/114153"">Sfogliatrice</a> на предприятиях общественного питания и в домашних условиях для нарезки теста, предназначенного для приготовления лапши лазанетте и спагетти. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина лапши:
<ul>
<li>Лазанетте: 12 мм</li>
<li>Спагетти: 2 мм</li>
</ul>
</li>
<li>Размеры: 175x105x55 мм</li>
<li>Вес в упаковке: 1,5 кг</li>
</ul>",114262,,,,,,,,,,0,,6584,,,,,
https://cdn.entero.ru/mp@2x/52/d4/52d45f0b346a347bfd540d3739d20ff4.jpg,"Форма Sirman №200 челентани 7,8 мм для CONCERTO 5","Форма Sirman №200 челентани 7,8 мм для CONCERTO 5",11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344314,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344314""><b class=""b"">Sirman №200</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления челентани - паста в виде спиралеобразных трубочек (Celentani). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 7,8 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344314,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/04/53/0453face9051fe1c886e11bef83831b1.jpg;https://cdn.entero.ru/mp@2x/62/33/6233f2bef961b5bff5a872ce2a9f1231.jpg,"Форма Sirman №242 спираль 15,5мм для CONCERTO 5","Форма Sirman №242 спираль 15,5мм для CONCERTO 5",11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344316,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344316""><b class=""b"">Sirman №242</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления спирали - пасты в форме штопора. Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 15,5 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344316,,,,,,,,,,0,,12823,,,,,
https://cdn.entero.ru/mp@2x/fd/4a/fd4ab2611628e4829335df3207985bb9.jpg,"Форма Sirman №10 спагетти 2,1 мм для CONCERTO 5","Форма Sirman №10 спагетти 2,1 мм для CONCERTO 5",11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344317,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344317""><b class=""b"">Sirman №10</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления спагетти - классических итальянских макарон диаметром до 2,5 мм и длиной больше 15 см. Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 2,1 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344317,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/f8/80/f8806c5fa38f84f3d13ad5012cef2a9b.jpg,Форма Sirman №91 граминья 3 мм для CONCERTO 5,Форма Sirman №91 граминья 3 мм для CONCERTO 5,11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344319,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344319""><b class=""b"">Sirman №91</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления граминьи - мелких коротких трубочек, которые традиционно используются для густых супов (gramin'ya). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 3 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344319,,,,,,,,,,0,,12418,,,,,
https://cdn.entero.ru/mp@2x/1e/52/1e529691e33f8d80034936dd10aca610.jpg,Форма Sirman №21 лингуине 3х16 мм для CONCERTO 5,Форма Sirman №21 лингуине 3х16 мм для CONCERTO 5,11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344320,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344320""><b class=""b"">Sirman №21</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления лингуине - немного сплюснутой пасты (на срезе выглядит, как «глаз»), чуть длиннее, чем спагетти (linguine). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: <b> </b>3х16 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344320,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/cb/0a/cb0ab0a69f47476dd0c24af3b004f983.jpg,Форма Sirman №191 ньоккетти 19 мм для CONCERTO 5,Форма Sirman №191 ньоккетти 19 мм для CONCERTO 5,11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344321,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344321""><b class=""b"">Sirman №191</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления ньоккетти - итальянских клёцек, овальной формы. Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 19 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344321,,,,,,,,,,0,,12823,,,,,
https://cdn.entero.ru/mp@2x/89/a5/89a526de78e8998b62ea1a6b62f17f13.jpg,Форма Sirman №368 строццапретти для CONCERTO 5,Форма Sirman №368 строццапретти для CONCERTO 5,11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344322,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344322""><b class=""b"">Sirman №368</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления строццапретти - пасты в виде перекрученных трубочек (Strozzapreti). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344322,,,,,,,,,,0,,12823,,,,,
https://cdn.entero.ru/mp@2x/ba/85/ba858ca6c5356050c40316ca507f12eb.jpg,"Форма Sirman №95 канестри 9,8мм для CONCERTO 5","Форма Sirman №95 канестри 9,8мм для CONCERTO 5",11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344323,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344323""><b class=""b"">Sirman №95</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления канестри - коротких широких изогнутых трубочек. Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 9,8 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344323,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/c0/16/c016f26b874c06a1f37dc8e072180214.jpg,"Форма Sirman №193 ньоккетти 19,5 мм для CONCERTO 5","Форма Sirman №193 ньоккетти 19,5 мм для CONCERTO 5",11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344324,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344324""><b class=""b"">Sirman №193</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления ньоккетти - итальянских клёцек, овальной формы. Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 19,5 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344324,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/4b/d7/4bd729e291d63ef08f162e50b3742dde.jpg;https://cdn.entero.ru/mp@2x/8d/97/8d977389dc0354f9fa47018c734f1150.jpg,Форма Sirman №69 каннеллони 25 мм для CONCERTO 5,Форма Sirman №69 каннеллони 25 мм для CONCERTO 5,11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344325,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344325""><b class=""b"">Sirman №69</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления каннеллони - паста в виде крупных полых трубочек, которая обычно используется для фарширования (диаметр около 2 см). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 25 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344325,,,,,,,,,,0,,12550,,,,,
https://cdn.entero.ru/mp@2x/7e/4f/7e4fc2b2f7d418a70e656364f5487cf9.jpg,"Форма Sirman №246 джирандоле 10,5мм для CONCERTO 5","Форма Sirman №246 джирандоле 10,5мм для CONCERTO 5",11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344327,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344327""><b class=""b"">Sirman №246</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления джирандоле - пасты, закрученной в плотные спиральки (Girandole). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 10,5 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344327,,,,,,,,,,0,,12550,,,,,
https://cdn.entero.ru/mp@2x/52/b8/52b85f687dd90040ebef73daae72d63d.jpg,Форма Sirman №78 маккерони 10 мм для CONCERTO 5,Форма Sirman №78 маккерони 10 мм для CONCERTO 5,11797,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/344328,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344328""><b class=""b"">Sirman №78</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления маккерони - немного изогнутых трубочек (Maccheroni). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 10 мм</li>
<li>Размер: 75x75x25 мм</li>
<li>Вес: 0.3 кг</li>
</ul>",344328,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/bf/7e/bf7eaf92b7108f05347251d62ad21eda.jpg,Форма Sirman №77 8 мм для Concerto 5,Форма Sirman №77 8 мм для Concerto 5,11865,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/94456,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94456""><b class=""b"">Sirman №77</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления маччерони (Maccheroni rigati). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 8 мм</li>
<li>Вес: 0.5 кг</li>
</ul>",94456,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/db/44/db4450c6d6191c995b6d3edfffc84042.jpg;https://cdn.entero.ru/mp@2x/42/3b/423bce75320d7db49775beacfc983a79.jpg,Насадка для MPF 8 FIMAR ACTRMPF30,Насадка для MPF 8 FIMAR ACTRMPF30,12559,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50955,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50955"">FIMAR ACTRMPF30</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления широкой плоской пасты паппарделле (PAPPARDELLE).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина пасты: 16 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50955,,,,,,,,,,0,https://entero.ru/manuals/87347/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,13361,,,,,
https://cdn.entero.ru/mp@2x/73/f2/73f2da31cc563a575934729b2bc96285.jpg;https://cdn.entero.ru/mp@2x/44/a1/44a15652ec8716bd82d746a8582f3cc4.jpg,Насадка для MPF 8 FIMAR ACTRMPF32,Насадка для MPF 8 FIMAR ACTRMPF32,12559,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50956,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50956"">FIMAR ACTRMPF32</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления толстых спагетти бугатини (BUCATINI).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстий: 4 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50956,,,,,,,,,,0,https://entero.ru/manuals/87348/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,,,,
https://cdn.entero.ru/mp@2x/e8/6d/e86d330ee3c0b6aef403f61336c9b089.jpg;https://cdn.entero.ru/mp@2x/47/6d/476d00e846724d4da40926c99c89ef0d.jpg,Насадка для MPF 8 FIMAR ACTRMPF34,Насадка для MPF 8 FIMAR ACTRMPF34,12559,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50958,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50958"">FIMAR ACTRMPF34</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления макаронных изделий под названием ""волосы ангела"" (CAPELLI D'ANGELO) - в виде клубка тончайших нитей.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстий: 1 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50958,,,,,,,,,,0,https://entero.ru/manuals/87360/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,13504,,,,,
https://cdn.entero.ru/mp@2x/aa/09/aa09e3bad2258a15ae7aca8b1d53bf2d.jpg;https://cdn.entero.ru/mp@2x/1e/eb/1eeb046f7b57331f913db10731409931.jpg,Насадка для MPF 8 FIMAR ACTRMPF38,Насадка для MPF 8 FIMAR ACTRMPF38,12559,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50960,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50960"">FIMAR ACTRMPF38</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления спагетти алла читара (ALLA CHITARRA).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер отверстий: 2х2 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50960,,,,,,,,,,0,https://entero.ru/manuals/87352/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,,,,
https://cdn.entero.ru/mp@2x/f3/16/f316b6869f29ec8bb49818b6a6c22030.jpg;https://cdn.entero.ru/mp@2x/33/5c/335cba144a93df0c675e67595e5d354b.jpg,Насадка для MPF 8 FIMAR ACTRMPF36,Насадка для MPF 8 FIMAR ACTRMPF36,12559,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50961,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50961"">FIMAR ACTRMPF36</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления лапши тальолини (TAGLIOLINI) - самой тонкой пасты из семейства тальятелле.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина пасты: 3 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50961,,,,,,,,,,0,https://entero.ru/manuals/87351/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,13082,,,,,
https://cdn.entero.ru/mp@2x/24/64/246455213abf0ecb8eefaffb5aaf8c40.jpg;https://cdn.entero.ru/mp@2x/6b/e9/6be9f025c4d8912186e9d2960931d23b.jpg,"Форма Sirman №9 1,9 мм для Concerto 5","Форма Sirman №9 1,9 мм для Concerto 5",12847,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/94458,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94458""><b class=""b"">Sirman №9</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления спагетти (Spaghetti). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 1,9 мм</li>
<li>Вес: 0.5 кг</li>
</ul>",94458,,,,,,,,,,0,,13814,,,,,
https://cdn.entero.ru/mp@2x/82/a2/82a2536fbcedbda611073a956cb19843.jpg;https://cdn.entero.ru/mp@2x/01/d4/01d4071bf97852f4be8c846ae60ddd80.jpg,Фильера экструзионная Imperia (La Monferrina) Die Bronze №10 75 мм,Фильера экструзионная Imperia (La Monferrina) Die Bronze №10 75 мм,13292,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/111949,"<p>Экструзионная фильера <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111949""><b class=""b"">La Monferrina Die Bronze №10</b></a> используется совместно с машинами <a href=""https://entero.ru/search.php?text=%D0%9C%D0%B0%D1%88%D0%B8%D0%BD%D0%B0+%D0%B4%D0%BB%D1%8F+%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%B0+%D0%BC%D0%B0%D0%BA%D0%B0%D1%80%D0%BE%D0%BD%D0%BD%D1%8B%D1%85+%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9+Imperia+%28La+Monferrina%29+P3"">P3</a> для производства спагетти на предприятиях общественного питания и в домашних условиях. Изделие выполнено из бронзы.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина пасты: 2,1 мм</li>
<li>Диаметр насадки: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичные модели для производства лапши различных форм.</span></em></p>",111949,,,,,,,,,,0,https://entero.ru/manuals/109384/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B8%D0%BB%D1%8C%D0%B5%D1%80%20La%20Monferrina.pdf,14292,,,,,
https://cdn.entero.ru/mp@2x/ef/09/ef090361b981efff276506540401feb7.jpg,"Форма Sirman №32 3,5 мм для Concerto 5","Форма Sirman №32 3,5 мм для Concerto 5",13416,RUB,Нет,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/94449,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94449""><b class=""b"">Sirman №32</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> и Sirpasta XP для изготовления тальолини (Taglionili). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 3,5 мм</li>
<li>Вес: 0,5 кг</li>
</ul>",94449,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/30/a9/30a93530f2a62b9d132bb0e9109d5ab8.jpg;https://cdn.entero.ru/mp@2x/b7/38/b7387f4c8f608dda932c0550ea94b5a6.jpg,Фильера экструзионная Imperia (La Monferrina) Die Bronze №29 59 мм,Фильера экструзионная Imperia (La Monferrina) Die Bronze №29 59 мм,14013,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/111947,"<p>Экструзионная фильера <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111947""><b class=""b"">La Monferrina Die Bronze №29</b></a> используется совместно с машинами <a href=""https://entero.ru/search.php?text=%D0%9C%D0%B0%D1%88%D0%B8%D0%BD%D0%B0+%D0%B4%D0%BB%D1%8F+%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%B0+%D0%BC%D0%B0%D0%BA%D0%B0%D1%80%D0%BE%D0%BD%D0%BD%D1%8B%D1%85+%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9+Imperia+%28La+Monferrina%29+Dolly"">Dolly</a> и P.Nuova для производства лапши феттуччине на предприятиях общественного питания и в домашних условиях. Изделие выполнено из бронзы.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина лапши:8 мм</li>
<li>Диаметр насадки: 59 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичные модели для производства лапши различных форм.</span></em></p>",111947,,,,,,,,,,0,https://entero.ru/manuals/109381/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B8%D0%BB%D1%8C%D0%B5%D1%80%20La%20Monferrina.pdf,,,,,,
