Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество ячеек,Размер ячейки (ШxГxВ)
https://cdn.entero.ru/mp@2x/be/e5/bee56c263de2d78c0be83a85cb8207f2.jpg,Кассета Dihr 10730 (350х350),СП021697,0,RUB,Нет,Dihr,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/93977,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93977""><b class=""b"">Dihr 10730</b></a> предназначена для удобного размещения и последующей мойки стаканов в посудомоечной машине. Аксессуар выполнен из пластика.</p>",93977,кассета для стаканов,350 мм,350 мм,110 мм,,,350x350 мм,0,,,1.1 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/b2/28/b22865b91ffa0b53acbbe84b2bb551d6.jpg,Рамка для тарелок и подносов Luxstahl JW-P 500х500х45 мм,500х500х45 мм [JW-P],0,RUB,Нет,Luxstahl,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/267102,"<p>Рамка для тарелок и подносов​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267102""><b class=""b"">Luxstahl JW-P</b></a> используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Изделие изготовлено из высокопрочного полипропилена.</p>

<p>Цена указана за 1 шт.</p>

<p> </p>",267102,надставка для кассеты,500 мм,500 мм,45 мм,,,500x500 мм,0,,,,,,,,45x45x72 мм
https://cdn.entero.ru/mp@2x/d3/30/d3303c404974776b705e3b0dd245248e.jpg,Дополнительная секция к кассете JD-36RB P.L. Proff Cuisine JD-36E2,Дополнительная секция к кассете JD-36RB P.L. Proff Cuisine JD-36E2,0,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/324194,"<p>Дополнительная секция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324194"">P.L. Proff Cuisine JD-36E2</a> </b>используется совместно с кассетой JD-36RB для мойки бокалов и аналогичной посуды на предприятиях общественного питания. Модель оснащена 36 ячейками квадратного сечения. Изделие выполнено из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масса нетто: 0,783 кг</li>
<li>Габариты 1 ячейки: 75х75х45 мм</li>
<li>Габариты: 
<ul>
<li>Ширина: 500 мм</li>
<li>Глубина: 500 мм</li>
<li>Высота: 50 мм</li>
</ul>
</li>
</ul>",324194,надставка для кассеты,,,,,,500x500 мм,0,,,,,,,36 ячеек,75х75х45 мм
https://cdn.entero.ru/mp@2x/1e/fd/1efdf20401659108252d845826bc8b1a.jpg,Кассета JIWINS JW-C (500x500),Кассета JIWINS JW-C (500x500),0,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/371080,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371080""><b class=""b"">JIWINS JWC (500x500) </b></a>предназначена для мытья столовыx приборов в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из прочного и стойкого поликарбоната.</p>",371080,кассета для столовых приборов,500 мм,500 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/495392/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Китай,,,
https://cdn.entero.ru/mp@2x/ac/a2/aca27c921e1267c57641f3d3591d8b96.jpg,"Кассета для мойки посуды P.L. Proff Cuisine JD-49RB 50х50х10 см, 49 ячеек 6,2х6,2х8 см",JD-49RB,0,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/299132,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299132""><b class=""b"">P.L. Proff Cuisine JD-49RB </b></a>используется для мойки и хранения бокалов и аналогичной посуды на предприятиях общественного питания. Модель квадратного сечения оснащена 49 ячейками, перфорированными дном и бортами. Изделие выполнено из пластика.</p>",299132,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,,1.78 кг,,Китай,,49 ячеек,62х62х80 мм
https://cdn.entero.ru/mp@2x/8a/be/8abe77e0254346cbdf5c81e0d3001359.jpg,Кассета Kocateq JW64B (500x500),JW-64B,1608,RUB,Нет,Kocateq,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/36866,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36866""><b class=""b"">Kocateq JW64B </b></a>предназначена для тарелок, противней и подносов в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из пищевого полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчивая к воздействию агрессивных сред и высокой температуры до 93 °С</li>
<li>Гладкая поверхность исключает загрязнение</li>
<li>Специальная форма дна и верха позволяет складывать стопками с надежной фиксацией</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество штырей: 64</li>
<li>Высота штыря: 70 мм</li>
<li>Размеры в упаковке: 520х510х580 мм</li>
</ul>",36866,кассета для тарелок,500 мм,500 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/111105/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,2297,,,,,,
https://cdn.entero.ru/mp@2x/ae/4e/ae4e488488df5117a08639e4bcd27f25.jpg,Кассета Kocateq JWC (500x500),JW-C,1908,RUB,Нет,Kocateq,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/36891,"<p>Кассета с плоским дном и крупной ячейкой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36891""><b class=""b"">Kocateq JWC </b></a>предназначена для мытья столовыx приборов в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из пищевого полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчивая к воздействию агрессивных сред и высокой температуры до 93 °С</li>
<li>Гладкая поверхность исключает загрязнение</li>
<li>Специальная форма дна и верха позволяет складывать стопками с надежной фиксацией</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры в упаковке: 520х510х580 мм</li>
</ul>",36891,кассета для столовых приборов,500 мм,500 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/111104/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,2544,,,,,,
https://cdn.entero.ru/mp@2x/a1/2f/a12f1028510f33f695fad680f60fe498.jpg,Рамка в сборе Abat МПК-700К.1102.26.00.200-02СБ (455х455),11000101475 15000101475,2198,RUB,Нет,Abat,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/299478,"<p>Рамка в сборе <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299478""><b class=""b"">Abat МПК-700К.1102.26.00.200-02СБ</b></a> используется со всеми посудомоечными машинами торговой марки Abat, за исключением МПК-65-65, МПК-400Ф и МПК-400Ф-01.</p>

<p> </p>",299478,,455 мм,455 мм,200 мм,,,,0,,2931,0.56 кг,,,,,
https://cdn.entero.ru/mp@2x/e7/d9/e7d98e8824030467cd75514330dda533.jpg,Надстройка для кассет Tatra TOE 549 (500х500),Надстройка для кассет Tatra TOE 549 (500х500),1981,RUB,Нет,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/198444,"<p>Надстройка для кассет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198444""><b class=""b"">Tatra TOE 549 </b></a>серии Tribeca используется совместно с кассетами для мытья бокалов на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Фиксирует и защищает высокие бокалы, которые могут быть опрокинуты струями воды</li>
<li>Подходит для организации хранения посуды при штабилировании кассет</li>
</ul>",198444,надставка для кассеты,500 мм,500 мм,40 мм,1 кг,1,500x500 мм,0,,,0.9 кг,,,,49 ячеек,
https://cdn.entero.ru/mp@2x/fe/9d/fe9dad7f4f8cf3c4b2571211cbb774e7.jpg,Кассета посудомоечная для стаканов и чашек Luxstahl JW-25 500х500х100мм,"500х500х100мм,р-р ячейки 90х90х45мм[JW-25]",2264,RUB,Нет,Luxstahl,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/267100,"<p>Рамка для тарелок и подносов​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267100""><b class=""b"">Luxstahl JW-25</b></a> используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Изделие изготовлено из высокопрочного поликарбоната.</p>

<p>Цена указана за 1 шт.</p>

<p> </p>",267100,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,,1.9 кг,,Китай,,25 ячеек,90x90x45 мм
https://cdn.entero.ru/mp@2x/6f/ed/6fedce65356ffef0f724864524093c5b.jpg,Кассета Dihr C40 (500х500),C 40 ЦБ000407,11332,RUB,Нет,Dihr,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/64405,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/64405""><b class=""b"">Dihr C40</b></a> предназначена для удобного размещения и последующей мойки тарелок в посудомоечной машине.</p>

<p><b> Характеристики:</b></p>

<ul>
<li>Вместимость тарелок: 18</li>
</ul>

<p> </p>",64405,кассета для тарелок,500 мм,500 мм,105 мм,,,500x500 мм,0,,,1.5 кг,,,,,
https://cdn.entero.ru/mp@2x/3a/87/3a877aa480735ba36805dfd634bcb78a.jpg,Корзина для стаканов OZTI (350х350х150),8740.BMS35.00,891,RUB,Нет,OZTI,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/294411,"<p>Корзина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294411""><b class=""b"">OZTI 8740.BMS35.00</b></a> предназначена для транспортировки и мытья стаканов и чашек в посудомоечной машине. Приспособление позволяет избежать повреждений посуды во время ее мытья.</p>

<p> </p>

<p> </p>",294411,кассета для стаканов,350 мм,350 мм,150 мм,,,350x350 мм,0,https://entero.ru/manuals/357289/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D1%83%D1%85%D0%BE%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B8%D0%BD%D0%B2%D0%B5%D0%BD%D1%82%D0%B0%D1%80%D1%8F%20OZTI.pdf,1142,,,,,,
https://cdn.entero.ru/mp@2x/04/84/0484d52a38f877812dad85a4f3b0a463.jpg;https://cdn.entero.ru/mp@2x/e6/30/e630ecef8b694eae985d815bf7b47584.jpg;https://cdn.entero.ru/mp@2x/6c/66/6c6636807f1eb667bf447450b2ae44f0.jpg;https://cdn.entero.ru/mp@2x/dc/af/dcaf023c21ee8e35971a92b45e60c21f.jpg;https://cdn.entero.ru/mp@2x/d9/07/d9076a72cdbf51e372249d67b547e990.jpg;https://cdn.entero.ru/mp@2x/47/fd/47fd86ae3d2d71eb7b76e856e3a1ad7c.jpg;https://cdn.entero.ru/mp@2x/86/48/864846fd26c8e6d32ec08ed76540fa77.jpg,Кассета базовая Cambro BR258 119 шервудский зеленый (500х500),BR 258 темн.-зел.CH,2478,RUB,Нет,Cambro,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/106948,"<p>Базовая кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106948""><b class=""b"">Cambro BR258 119</b></a> серии Camrack предназначена для временного хранения, транспортировки и мойки столовой посуды в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из высокопрочного полипропилена, устойчивого к воздействию агрессивных сред и высокой температуры до 93 °С.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Идеально подходит для сковород, кастрюль, мисок и другой большеразмерной посуды</li>
<li>Проницаемые перегородки свободно пропускают воду и моющие средства, обеспечивая высокое качество просушки</li>
<li>Гладкий верхний обод обеспечивает быструю и надежную укладку</li>
<li>Штабелируется со всеми кассетами и дополнительными секциями серии Camrack, образуя стойку</li>
<li>Стойка с кассетами и дополнительными секциями Camrack с закрытыми внешними стенками не предполагает вмешательство человека и проникновение загрязнителей при хранении, что сокращает риск поломки оборудования и получением травм персоналом</li>
<li>Защищена патентом США № 412,607</li>
<li>Включена в список NSF</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Внутренние размеры: 457х457х83 мм</li>
<li>Цвет: шервудский зеленый</li>
</ul>",106948,,500 мм,500 мм,101 мм,,,500x500 мм,0,https://entero.ru/manuals/98475/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf,2915,1.65 кг,,,,,
https://cdn.entero.ru/mp@2x/44/31/443141a2a64016e381ff44bb09cdfbf5.jpg,Сетка защитная Abat для МПК‑65‑65,71000049887,7925,RUB,Нет,Abat,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/340349,"<p>Защитная сетка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340349""><b class=""b"">Abat</b></a> предназначена для совместного использования с котломоечной машиной <a href=""https://entero.ru/search.php?text=котломоечная+МПК‑65‑65"" target=""_blank"">МПК‑65‑65</a>.</p>",340349,,770 мм,640 мм,,,,,0,,9324,,,,,,
https://cdn.entero.ru/mp@2x/78/35/78354a67dcd8967de3afa6ddce8ec4ae.jpg,Кассета универсальная Dihr C44 (500х500),C 44/ЦБ000409,11332,RUB,Нет,Dihr,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/64406,"<p>Универсальная кассета <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/64406""><b class=""b"">Dihr C44</b></a> предназначена для удобного размещения и последующей мойки стаканов в посудомоечной машине. Дно оснащено крупной сеткой.</p>

<p> </p>",64406,,500 мм,500 мм,105 мм,,,500x500 мм,0,,,1.5 кг,,,,,
https://cdn.entero.ru/mp@2x/1b/5c/1b5c0f3a87ee0e0ae4cf383ef1ca0c3b.jpg,Кассета посудомоечная Kitchen Muse JW-16 (500x500 мм) синяя,Кассета посудомоечная Kitchen Muse JW-16 (500x500 мм) синяя,1704,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/222308,"<p>Посудомоечная кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222308""><b class=""b"">Kitchen Muse JW-16</b></a> предназначена для мытья бокалов и стаканов в профессиональных посудомоечных машинах на предприятиях общественного питания и торговли. Изделие выполнено из полипропилена.</p>

<p> </p>",222308,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,,1.53 кг,,Китай,,16 ячеек,112х112х82 мм
https://cdn.entero.ru/mp@2x/e4/b3/e4b388b30dc29dbd01fe54a8e25ca29e.jpg;https://cdn.entero.ru/mp@2x/a5/70/a570deb07b148435ae4881629eca0aac.jpg,Кассета посудомоечная Kitchen Muse JW-25(500х500),Кассета посудомоечная Kitchen Muse JW-25(500х500),1860,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/222311,"<p>Посудомоечная кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222311""><b class=""b"">Kitchen Muse JW-25</b></a> предназначена для мытья бокалов и стаканов в профессиональных посудомоечных машинах на предприятиях общественного питания и торговли. Изделие выполнено из полипропилена.</p>

<p> </p>",222311,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,,1.73 кг,,,,25 ячеек,88х88х82 мм
https://cdn.entero.ru/mp@2x/53/9b/539bd2c006bc81f081b630b1dbb653c2.jpg,Кассета посудомоечная Kitchen Muse JW-36 (500х500),Кассета посудомоечная Kitchen Muse JW-36 (500х500),1906,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/222312,"<p>Посудомоечная кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222312""><b class=""b"">Kitchen Muse JW-36</b></a> предназначена для мытья бокалов и стаканов в профессиональных посудомоечных машинах на предприятиях общественного питания и торговли. Изделие выполнено из полипропилена.</p>

<p> </p>",222312,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,2508,1.79 кг,,,,36 ячеек,73х73х82 мм
https://cdn.entero.ru/mp@2x/4d/ca/4dcacc92b35b91a17008f430302f0776.jpg,Кассета для стаканов Silanos 901526 (350х350),Кассета для стаканов Silanos 901526 (350х350),2543,RUB,Нет,Silanos,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/48673,"<p>Кассета для стаканов <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/48673""><b class=""b"">Silanos 901618</b></a> используется совместно с посудомоечными машинами на предприятиях пищевой промышленности, общественного питания и торговли.</p>",48673,кассета для стаканов,350 мм,350 мм,130 мм,,,350x350 мм,0,,,,,Италия,,,
https://cdn.entero.ru/mp@2x/d7/30/d730ddd1471969204a8f60aa79edaa69.jpg,"Кассета для мойки посуды P.L. Proff Cuisine JD-36RB 50х50х10 см, 36 ячеек 7,5х7,5х8 см",JD-36RB,3195,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/299139,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299139""><b class=""b"">P.L. Proff Cuisine JD-36RB </b></a>используется для мойки и хранения бокалов и аналогичной посуды на предприятиях общественного питания. Модель квадратного сечения оснащена 36 ячейками и перфорированным дном. Изделие выполнено из пластика.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Дополнительная секция <a href=""https://entero.ru/item/324194"">JD-36E2</a></li>
</ul>",299139,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,,1.5 кг,,Китай,,36 ячеек,75х75х80 мм
https://cdn.entero.ru/mp@2x/a6/19/a6191fa8b5b87011e921b33ed081d843.jpg,Кассета Fagor CP-16/18 (500х500),Кассета Fagor CP-16/18 (500х500),4546,RUB,Нет,Fagor,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/20524,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/20524""><b class=""b"">Fagor CP-16/18</b></a> предназначена для удобного складирования и последующей мойки посуды в посудомоечной машине. Изделие выполнено из прочного пластика.</p>

<p> </p>",20524,,500 мм,500 мм,110 мм,,,,0,,6403,1 кг,,,,16 ячеек,
https://cdn.entero.ru/mp@2x/8b/d6/8bd6c71e3f45040c943d4aa2390aca25.jpg;https://cdn.entero.ru/mp@2x/f6/77/f6777ac5a1d86ccc60ac9cdb98fcbe97.jpg,Кассета для столовых приборов Cambro FR258 151 мягко-серая (499х499),FR 258 мягк.-сер.CH 71689,5431,RUB,Нет,Cambro,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/106942,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106942""><b class=""b"">Cambro FR258 151</b></a> серии Camrack предназначена для временного хранения, транспортировки и мойки столовых приборов в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из высокопрочного полипропилена, устойчивого к воздействию агрессивных сред и высокой температуры до 93 °С.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Проницаемые перегородки свободно пропускают воду и моющие средства, обеспечивая высокое качество просушки</li>
<li>Гладкий верхний обод обеспечивает быструю и надежную укладку</li>
<li>Штабелируется со всеми кассетами и дополнительными секциями серии Camrack, образуя стойку</li>
<li>Стойка с кассетами и дополнительными секциями Camrack с закрытыми внешними стенками не предполагает вмешательство человека и проникновение загрязнителей при хранении, что сокращает риск поломки оборудования и получением травм персоналом</li>
<li>Включена в список NSF</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Внутренняя высота: 67 мм</li>
<li>Цвет: мягко-серый</li>
</ul>",106942,кассета для столовых приборов,499 мм,499 мм,101 мм,,,500x500 мм,0,https://entero.ru/manuals/98469/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf,6465,1.88 кг,,,,,
https://cdn.entero.ru/mp@2x/21/13/2113457200e19ef7d97552909f4058ec.jpg,Кассета комбинированная Comenda CB 660702 (400х400),Кассета комбинированная Comenda CB 660702 (400х400),8036,RUB,Нет,Comenda,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/61150,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61150""><b class=""b"">Comenda CB 660702</b></a> предназначена для удобного складирования и последующей мойки стаканов в посудомоечной машине. Изделие изготовлено из полипропилена.</p>",61150,кассета для стаканов,400 мм,400 мм,75 мм,,,400x400 мм,0,,,1.1 кг,,,,,
https://cdn.entero.ru/mp@2x/7c/14/7c1486a1c27dbd3ca899fd644839b1fd.jpg,Кассета для бокалов Pujadas P5360E3F1 36 ячеек (500х500),P5360E3F1 / P5360 E3F1,9190,RUB,Нет,Pujadas,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/253399,"<p>Кассета для бокалов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253399""><b class=""b"">Pujadas P5360E3F1 </b></a>используется совместно с посудомоечными машинами для мойки, а также гигиеничных хранения и транспортировки бокалов на предприятиях общественного питания. Модель оснащена закрытыми стенками и 36 ячейками. Изделие выполнено из термостойкого полипропилена коричневого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Усиленные ребрами жесткости стенки </li>
<li>Устойчивость к растворам моечных и ополаскивающих средств</li>
<li>Адаптация высоты к посуде с помощью <a href=""https://entero.ru/item/254039"">дополнительной кассеты</a></li>
<li>Запатентованная система быстрой сборки и демонтажа Flap Rack</li>
<li>Возможность цветовой маркировки с помощью опциональных накладок</li>
<li>Возможность штабелирования с аналогичными моделями </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная рабочая температура: 95 °C</li>
<li>Максимальный диаметр бокала: 200 мм</li>
<li>Толщина стенки: 3 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/254128""><b>​</b>​Накладка для цветомаркировки 501F1 коричневая</a></li>
<li><a href=""https://entero.ru/item/254129"">Накладка для цветомаркировки 501F4 желтая</a></li>
<li><a href=""https://entero.ru/item/254130"">Накладка для цветомаркировки 501F6 темно-коричневая</a></li>
</ul>",253399,кассета для стаканов,500 мм,500 мм,200 мм,,,500x500 мм,0,https://entero.ru/manuals/310652/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Pujadas%20P5360E3F1%2036%20%D1%8F%D1%87%D0%B5%D0%B5%D0%BA.pdf;https://entero.ru/manuals/310659/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Pujadas.pdf,,,,Италия,,36 ячеек,
https://cdn.entero.ru/mp@2x/24/32/2432994186e877e799696507ee71eb0b.jpg,Кассета-вставка Dihr C112 (500х500),C 112/ЦБ000410,9540,RUB,Нет,Dihr,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/64407,"<p>Кассета-вставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64407""><b class=""b"">Dihr C112</b></a> предназначена для удобного размещения и последующей мойки стаканов в посудомоечной машине.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр стаканов: 87 мм</li>
</ul>",64407,вставка для кассет,500 мм,500 мм,50 мм,,,500x500 мм,0,,13629,1.1 кг,,,,25 ячеек,
https://cdn.entero.ru/mp@2x/6e/39/6e39f6a99fdd78ea525882fe4a528494.jpg,Кассета для подносов / противней SMEG Professional WB60T03,Кассета для подносов / противней SMEG Professional WB60T03,11176,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/40433,"<p>Кассета для подносов / противней <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40433""><b class=""b"">Smeg WB60T03</b></a> используется совместно с посудомоечными машинами на предприятиях пищевой промышленности, общественного питания и торговли. Модель выполнена из сетки с рильсановым покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 5х 600x400 мм</li>
</ul>",40433,,600 мм,500 мм,100 мм,,,500x600 мм,0,https://entero.ru/manuals/60773/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Smeg.pdf,11889,2.9 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/25/d2/25d2366b3455e2cae784f8c9fcde6a86.jpg,Корзина для столовых приборов Azimut 00206721,Корзина для столовых приборов Azimut 00206721,730,RUB,Нет,Azimut,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/342565,"<p>Корзина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342565"">Azimut 00206721</a></b> предназначена для транспортировки и мытья вилок, ложек и ножей в посудомоечной машине. Приспособление позволяет избежать повреждений и потери столовых приборов во время их мытья. Корзина изготовлена из серого пластика.</p>",342565,стакан для столовых приборов,110 мм,110 мм,130 мм,,,,0,,880,,,,,,
https://cdn.entero.ru/mp@2x/72/87/728782dac67b7bccc088769b9c91a9c5.jpg,Вставка для посудомоечной кассеты Kitchen Muse JW-16,JW-162,948,RUB,Нет,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/345877,"<p>Посудомоечная кассета <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345877"">Kitchen Muse JW-16</a></b> предназначена для мытья бокалов и стаканов в профессиональных посудомоечных машинах на предприятиях общественного питания и торговли. Изделие выполнено из полипропилена.</p>

<p> </p>",345877,вставка для кассет,500 мм,500 мм,45 мм,,,500x500 мм,0,,,0.5 кг,,,,16 ячеек,112х112х82 мм
