Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Количество уровней,Потребляемая мощность,Загрузка камеры,Тип гастроемкости
https://cdn.entero.ru/mp@2x/ab/8a/ab8a3d34398adae51cbaf1e28962dddf.jpg,Гриль-коптильня Smoky Fun Big Chief 20,Big Chief 20`,415433,RUB,Нет,Smoky Fun,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/81315,"<p>Гриль-коптильня <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81315"">Smoky Fun Big Chief 20</a></b> предназначен для горячего и холодного копчения, прямого и косвенного гриллинга продуктов и полуфабрикатов, запекания больших кусков мяса и приготовления ухи в котелке на предприятиях общественного питания и торговли, в частных и загородных домах.</p>

<p>Дрова или древесный уголь разжигаются в специальном отсеке, после чего гриль наберет необходимую рабочую температуру. Температура регулируется с помощью поддувала на дверцах камеры сгорания углей и одновременно с помощью шиберной заслонки на дымоходе.</p>

<p>Решетка выполнена из нержавеющей стали, корпус - из толстой термостойкой низкоуглеродистой стали толщиной 6 мм. Благодаря этому поверхность корпуса идеально ровная без следов зачистки, рябизны и прочих дефектов, а также менее восприимчива к высоким температурам, что увеличивает срок службы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 встроенных термометра показывает точную температуру</li>
<li>Котелок можно закрепить над камерой горения углей</li>
<li>Плотное прилегание верхней крышки камеры и крышки камеры для горения углей сохраняет температура</li>
<li>Гриль в виде паровоза с рельсами, шпалами и тележкой для дров или древесного угля</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности для гриля: 480x1220 мм</li>
<li>Размер рабочей поверхности для барбекю и копчения: 480x610 мм</li>
<li>Диаметр решетки: 6 мм</li>
<li>Диаметр камеры для холодного копчения: 480 мм</li>
</ul>",81315,печь-коптильня,,,,2750 мм,770 мм,2200 мм,,Чехия,,,0,,,,450 кг,для горячего копчения,,,,
https://cdn.entero.ru/mp@2x/40/d2/40d2329866024c2d4d7492b836cc5dbd.jpg,Коптильня Vesta Steam Smoker 400,Коптильня Vesta Steam Smoker 400,495110,RUB,Нет,Vesta,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/246556,"<p>Коптильня <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/246556""><b class=""b"">Vesta Steam Smoker 400</b></a> используется на предприятиях общественного питания и торговли для горячего копчения мясных и рыбных продуктов. Модель оснащена электронным управлением и водяной ванной.</p>

<p>В комплект поставки входит решетка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одновременное использование огня и пара: сохранение естественной влажности продуктов</li>
<li>Автоматическое управление температурой: возможность работы в автономном режиме до 6 ч.</li>
<li>Возможность использования в режиме томления</li>
<li>Ванна с водой: сокращение времени приготовления по сравнению с ""сухим"" копчением</li>
<li>Автоматическое открывание / закрывание воздушных заслонок</li>
<li>Автоматическое поддержание уровня воды в ванне</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры решетки: 1440х550 мм</li>
<li>Максимальное количество решеток: 4 шт.</li>
<li>Объем камеры: 400 л</li>
<li>Максимальная температура в камере: 200 °С</li>
<li>Примерный расход угля/дров: 5 кг/час</li>
<li>Производительность вентиляции: 1500 м3</li>
</ul>",246556,печь-коптильня,200 °С,220 В,,2307 мм,782 мм,1660 мм,,Россия,,,0,https://entero.ru/manuals/299798/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Vesta%20Steam%20Smoker%20400.pdf;https://entero.ru/manuals/405212/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Vesta%20Steam%20Smoker%20400.jpg;https://entero.ru/manuals/405214/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20Vesta%20Steam%20Smoker.pdf;https://entero.ru/manuals/405585/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,https://vk.com/video_ext.php?oid=-177656185&id=456240861&hash=f25ded6d75e0e9f4,430 кг,для горячего копчения,,1 кВт,68 кг,
https://cdn.entero.ru/mp@2x/e4/1c/e41c3c90607dba2af55e90484add2a06.jpg;https://cdn.entero.ru/mp@2x/30/1d/301d115a4e353952fd3882bbffc8e36b.jpg;https://cdn.entero.ru/mp@2x/e6/7c/e67cb09200fa10bd8b42069be40d1dc2.jpg,Камера электростатического холодного копчения Ижица 1200М4,m4 / 1200-М4,545000,RUB,Нет,,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/342561,"<p>Камера электростатического холодного копчения <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342561""><b class=""b"">Ижица 1200М4</b></a> предназначена для холодного копчения рыбы и сыра в коптильных цехах, в фермерских хозяйствах, на предприятиях общественного питания и торговли. Модель оснащена фрикционным дымогенератором Ф10 из нержавеющей стали и удобной панелью управления. Внутренний объем камеры выполнен из цельносварных панелей, петли и запорные механизмы - из нержавеющей стали с большим запасом прочности, уплотнение двери - из высококачественного силикона.</p>

<p><b>Комплектация: </b></p>

<ul>
<li>Клеть из нержавеющей стали для развески продукции (4 ряда)</li>
<li>Комплект шампуров (6 мм, 24 шт.)</li>
<li>Комплект ускорителей из нержавеющей стали (20 шт.)</li>
<li>Тележка из нержавеющей стали для перемещения клетей</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Копчение - дымогенератор работает, рейка вставлена, заслонка открыта на 10% для удаления излишков дыма</li>
<li>Проветривание - дымогенератор не работает, рейка не вставлена, заслонка открыта на 100%</li>
</ul>
</li>
<li>Степень автоматизации: полуавтомат</li>
<li>Эффект электронного ветра, который подхватывает дым и направляет его на продукт, обеспечивающий высокую скорость копчения</li>
<li>Равномерное распределение дыма между рядами продукта</li>
<li>Дымогенератор второго поколения:
<ul>
<li>Вертикальное расположение фрезы трения обеспечивает низкий уровень шума</li>
<li>Направляющая для поддержания рейки в вертикальном положении</li>
<li>Встроенный дополнительный сажевый фильтр, выполненный в форме лабиринта из нержавеющих пластин - легко моется и долго служит</li>
<li>Удобство очистки и проведения регламентных работ</li>
</ul>
</li>
<li>Полная изоляция дымогенератора от камеры предотвращает передачу вибрации на корпус</li>
<li>Усовершенствованный генератор высокого напряжения Tesla-10</li>
<li>Полная герметичность внутреннего объема</li>
<li>Направляющие для клети снабжены роликами</li>
<li>Использование натурального очищенного дыма позволяет получить нежный натуральный аромат копчения, не перебивающий вкус самого продукта</li>
<li>Сокращение времени копчения обеспечивает сочность продукта и непересоленный вкус</li>
<li>Копченый продукт не содержит канцерогенов</li>
<li>Возможность использования (совместно с камерой созревания) в производстве сырокопченого мяса</li>
<li>Температурные датчики с платиновыми сердечниками выдерживают любые температурные пороги</li>
<li>Поставляется в собранном виде</li>
<li>Требуется заземление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время копчения: 1,5 ч</li>
<li>Средняя производительность:
<ul>
<li>Смена 8 ч: 240 кг</li>
<li>Смена 12 ч: 360 кг</li>
<li>Смена 24 ч: 620 кг</li>
</ul>
</li>
<li>Средний процент потерь при копчении: от 3 до 5%</li>
<li>Коэффициент потерь: 1,03</li>
<li>Время непрерывной выработки дыма: 40 мин.</li>
<li>Средняя потребляемая мощность: 2 кВт*ч</li>
<li>Габариты рейки для дымогенератора: 24х24х1200 мм</li>
<li>Габариты закатной рамы: 730х700х1400 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вытяжной зонт</li>
<li>Клеть 7 рядов для копчения мелкой рыбы</li>
<li>Сетка 700х700 мм с ячейкой 25х25 мм для копчения филе</li>
</ul>",342561,печь-коптильня,,380 В,3 кВт,800 мм,840 мм,1940 мм,,Россия,,,0,https://entero.ru/manuals/410015/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0%201200%D0%9C4.pdf;https://entero.ru/manuals/410016/%D0%9F%D0%B8%D1%81%D1%8C%D0%BC%D0%BE%20%D0%BE%D0%B1%20%D0%BE%D1%82%D1%81%D1%83%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%B2%D1%8B%D0%B1%D1%80%D0%BE%D1%81%D0%BE%D0%B2%20%D0%B4%D1%8B%D0%BC%D0%B0.pdf;https://entero.ru/manuals/410017/%D0%A0%D0%B5%D0%B7%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%82%D1%8B%20%D0%B8%D1%81%D0%BF%D1%8B%D1%82%D0%B0%D0%BD%D0%B8%D0%B9%20%D0%BD%D0%B0%20%D0%BA%D0%B0%D0%BD%D1%86%D0%B5%D1%80%D0%BE%D0%B3%D0%B5%D0%BD%D1%8B.pdf;https://entero.ru/manuals/410018/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/410019/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%8B%D1%82%D1%8F%D0%B6%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B7%D0%BE%D0%BD%D1%82%D0%B0.pdf;https://entero.ru/manuals/410020/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8F%D1%82%D0%BE%D1%80%D0%B0%20%D0%B4%D1%8B%D0%BC%D0%BE%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/410175/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%98%D0%B6%D0%B8%D1%86%D0%B0.pdf,567708,,120 кг,для холодного копчения,4,,80 кг,
https://cdn.entero.ru/mp@2x/3f/c1/3fc14fec7cb3c0b0f7acb43c06396c0e.jpg,Коптильня Vesta Steam Smoker 800,Коптильня Vesta Steam Smoker 800,741492,RUB,Нет,Vesta,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/246559,"<p>Коптильня <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/246559""><b class=""b"">Vesta Steam Smoker 800</b></a> используется на предприятиях общественного питания и торговли для горячего копчения мясных и рыбных продуктов. Модель оснащена электронным управлением и водяной ванной.</p>

<p>В комплект поставки входит решетка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одновременное использование огня и пара: сохранение естественной влажности продуктов</li>
<li>Автоматическое управление температурой: возможность работы в автономном режиме до 6 ч.</li>
<li>Возможность использования в режиме томления</li>
<li>Ванна с водой: сокращение времени приготовления по сравнению с ""сухим"" копчением</li>
<li>Автоматическое открывание / закрывание воздушных заслонок</li>
<li>Автоматическое поддержание уровня воды в ванне</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры решетки: 1745х830 мм</li>
<li>Максимальное количество решеток: 4 шт.</li>
<li>Объем камеры: 800 л</li>
<li>Максимальная температура в камере: 200 °С</li>
<li>Примерный расход угля/дров: 10 кг/час</li>
<li>Производительность вентиляции: 2000 м<sup><span style=""font-size: 10px;"">3</span></sup></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",246559,печь-коптильня,200 °С,220 В,,2612 мм,1053 мм,1666 мм,,Россия,,,0,https://entero.ru/manuals/299803/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Vesta%20Steam%20Smoker%20800.pdf;https://entero.ru/manuals/405215/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20Vesta%20Steam%20Smoker.pdf;https://entero.ru/manuals/405586/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,,540 кг,для горячего копчения,,1 кВт,124 кг,
https://cdn.entero.ru/mp@2x/80/2d/802d94ed8de0f456b17a2167b948bf9c.jpg;https://cdn.entero.ru/mp@2x/35/6b/356bff3811b92113ae3b242bc9433426.jpg;https://cdn.entero.ru/mp@2x/a0/f1/a0f1463d1e785419a23698413a10ff6e.jpg,Коптильня Vesta Dakota 700,Коптильня Vesta Dakota 700,3585577,RUB,Нет,Vesta,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/340754,"<p>Коптильня <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340754""><b class=""b"">Vesta Dakota 700</b></a> используется на предприятиях общественного питания и торговли для горячего копчения мясных и рыбных продуктов. Модель оснащена электронным управлением.</p>

<p>В комплект поставки входят 18 решеток (3 шт./корзина)</p>

<p><b>Особенности:</b></p>

<ul>
<li>Большая загрузка продукта</li>
<li>Неповторимый вкус мяса достигается за счет его прохождения через разные температурные зоны во время вращения</li>
<li>Равномерное приготовление продукта на разных полках</li>
<li>Карусельный тип установки</li>
<li>Небольшой расход дров</li>
<li>Простота использования</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры решетки: 1070х420 мм</li>
<li>Количесво корзин в камере: 6 шт.</li>
<li>Площадь копчения: 8,1 м<sup>2</sup></li>
<li>Максимальная температура в камере: 220 °С</li>
</ul>",340754,печь-коптильня,220 °С,"220 В, 380 В",,1620 мм,2770 мм,2300 мм,,Россия,,,0,https://entero.ru/manuals/405223/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Vesta%20Dakota%20700.jpg,3897366,,2000 кг,для горячего копчения,,1 кВт,450 кг,
https://cdn.entero.ru/mp@2x/01/fe/01fef72417080229467a6c1d4da27a26.jpg;https://cdn.entero.ru/mp@2x/56/c7/56c7bb456ec3bb91f54bf704d9e094ec.jpg;https://cdn.entero.ru/mp@2x/4e/e1/4ee18be73653a78a7f49963340c229bf.jpg;https://cdn.entero.ru/mp@2x/30/8c/308c0d5ef2cad89c4e35bc9928db0a53.jpg;https://cdn.entero.ru/mp@2x/09/56/095651848ed420ab6a7620de3d680750.jpg;https://cdn.entero.ru/mp@2x/75/ed/75ed7ab3dda2f50563b2e3045af8378b.jpg;https://cdn.entero.ru/mp@2x/d1/65/d165843a2d13d317ba964419e01b3aef.jpg;https://cdn.entero.ru/mp@2x/af/d7/afd796a19240d9ee8ff05a2597d67d56.jpg;https://cdn.entero.ru/mp@2x/9e/63/9e63e5ab35a516fd9721d305d12aacdd.jpg;https://cdn.entero.ru/mp@2x/a8/39/a839549a3f705246a0e3917c272abc6c.jpg;https://cdn.entero.ru/mp@2x/b8/f8/b8f85385378f771ef3d3e9590b30b2cd.jpg;https://cdn.entero.ru/mp@2x/28/49/28494e17333801c59ecb72f43eb678ee.jpg;https://cdn.entero.ru/mp@2x/97/a6/97a6c1fd320e4acc5a1d0a4068699cb7.jpg;https://cdn.entero.ru/mp@2x/64/42/644253b5e230fb541d4a7f83c85b93ec.jpg;https://cdn.entero.ru/mp@2x/5f/66/5f6638d08450c678e59a923f6374ad66.jpg;https://cdn.entero.ru/mp@2x/41/9b/419bb42c0bd044d3acf4bfc067e9141b.jpg;https://cdn.entero.ru/mp@2x/c6/5a/c65a4eeb3928a1f8db66cf5adfdc8b33.jpg;https://cdn.entero.ru/mp@2x/ee/c7/eec76be8ad54b05253e4a0517b41313f.jpg;https://cdn.entero.ru/mp@2x/b5/5d/b55d0672e4acde54b6a87a0e5f24f29c.jpg;https://cdn.entero.ru/mp@2x/c5/b9/c5b99ee30367bcbfc330536e7c4249ef.jpg;https://cdn.entero.ru/mp@2x/88/de/88de6a36524878870be5b84a79a70b6a.jpg,Коптильня электрическая HENDI 238486,Коптильня электрическая HENDI 238486,0,RUB,Нет,HENDI,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/276978,"<p>Коптильня <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276978""><b class=""b"">HENDI 238486</b></a> используется на предприятиях общественного питания и торговли для горячего копчения мясных и рыбных продуктов. Модель оснащена термостатом для регулировки температуры, встроенным в дверь термометром, вентилляционной решеткой в задней части изделия, двойными изолированными дверями с магнитом и устойчивыми ножками. Изделие выполнено из нержавеющей стали</p>

<p>В комплект поставки входят 3 решетки и 3 крючка для мяса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: от 50 °C до 160 °C</li>
<li>Размер решетки: 400x279 мм</li>
</ul>",276978,печь-коптильня,,220 В,1.6 кВт,540 мм,380 мм,720 мм,,Китай,,,0,https://entero.ru/manuals/344406/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20238486.pdf;https://entero.ru/manuals/344407/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20238486.pdf;https://entero.ru/manuals/344408/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20238486%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,14.03 кг,,3,,,
https://cdn.entero.ru/mp@2x/2b/eb/2beb7acc4e20c9c61ef81b153383dac1.jpg;https://cdn.entero.ru/mp@2x/02/f4/02f49d3920a6b7315401da2206f66ef5.jpg,Печь-коптильня Alto-Shaam 1767-SK,Печь-коптильня Alto-Shaam 1767-SK,0,RUB,Нет,Alto-Shaam,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/28496,"<p>Печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/28496"">Alto-Shaam 1767-SK</a></b> предназначена для горячего и холодного копчения продуктов на предприятиях общественного питания. Для приготовления блюд используется деревянная щепа, что гарантирует наивысшие вкусовые качества.</p>

<p>Технология нагрева Halo Heat обеспечивает равномерное распределения тепла без использования вентилятора и сохранение влаги без поддона для регулирования влажности. Благодаря сохранению исходной влажности вкус продукта получается более нежным, а отсутствие обдува исключает высушивание продукта и потеря веса при этом минимальная.</p>

<p><b>Режим рабоы:</b></p>

<ul>
<li>Копчение (легкое / среднее / насыщенное)</li>
<li>Готовка при температуре от 94 до 160 °С</li>
<li>Выдержка при температуре от 16 до 96 °С</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Механическое управление</li>
<li>Таймер</li>
<li>Таймер копчения на 60 минут (активирует нагрев щепы)</li>
<li>LED-индикатор нагрева / выдержки / копчения / готовки</li>
<li>Решетка для вертикального размещения продукта</li>
<li>Поддон для стекания воды</li>
<li>Колесики: 2 фиксированных и 2 поворотных со стопорами</li>
<li>Корпус из немагнитной нержавеющей стали</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество камер: 2</li>
<li>Объем камеры: 67 л</li>
<li>Общий объем: 134 л</li>
<li>Общая вместимость: 90 кг</li>
<li>Количество уровней в камере: 9</li>
<li>Общее количество уровней: 18</li>
<li>Размер камеры: 559х673х510 мм</li>
<li>Габариты в упаковке: 889х889х2083 мм</li>
</ul>",28496,печь-коптильня,от 16 до 160 °С,220 В,,686 мм,832 мм,1572 мм,,США,,,0,https://entero.ru/manuals/34843/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Alto-Shaam%201767-SK.pdf;https://entero.ru/manuals/34846/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Alto-Shaam%201767-SK%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,161 кг,"для горячего копчения, для холодного копчения",,от 6 до 6.4 кВт,45 кг,GN 1/1
https://cdn.entero.ru/mp@2x/90/ae/90ae1a01f5ece20a137bfdb86822ddd9.jpg;https://cdn.entero.ru/mp@2x/d7/20/d7203b805128b420cc7f8c7722b6a00f.jpg,Печь-коптильня Helia Smoker Gastro-Norm,HELIA GN / C7935,0,RUB,Нет,Helia Smoker,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/119554,"<p>Печь-коптильня <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119554"">Helia Smoker Gastro-Norm</a></b> предназначена для холодного и горячего копчения, запекания и приготовления на гриле мясных и рыбных продуктов, птицы, овощей, морепродуктов, сыров. Корпус с двойными стенками и камера выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят лист для выпечки GN 1/1 глубиной 20 мм, лист для выпечки 170х170 мм, решетка для форели GN 1/1, плоская решетка GN 1/1, комплекты опилок и пряностей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вместимость: 36 форелей; 18 кг жаркого</li>
<li>Горячее или холодное копчение при минимальной дымовой нагрузке</li>
<li>Возможность обрабатывать как свежие, так и глубокозамороженные продукты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между уровнями: 40 мм</li>
</ul>",119554,печь-коптильня,от 0 до 250 °С,220 В,2.5 кВт,515 мм,605 мм,435 мм,,Германия,,,0,,,,35 кг,"для горячего копчения, для холодного копчения",5,,,"GN 1/1, GN 1/2, GN 1/3"
https://cdn.entero.ru/mp@2x/0b/ae/0bae8006814c3975447d003145e336a4.jpg,Печь-коптильня Alto-Shaam 767-SK глух. дверь,81784,0,RUB,Нет,Alto-Shaam,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/58302,"<p>Печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58302""><b class=""b"">Alto-Shaam 767-SK</b></a> предназначена для горячего и холодного копчения продуктов на предприятиях общественного питания. Для приготовления блюд используется деревянная щепа, что гарантирует наивысшие вкусовые качества.</p>

<p>Технология нагрева Halo Heat обеспечивает равномерное распределения тепла без использования вентилятора и сохранение влаги без поддона для регулирования влажности. Благодаря сохранению исходной влажности вкус продукта получается более нежным, а отсутствие обдува исключает высушивание продукта и потеря веса при этом минимальная.</p>

<p><b>Режим рабоы:</b></p>

<ul>
<li>Копчение (легкое / среднее / насыщенное)</li>
<li>Готовка при температуре от 94 до 160 °С</li>
<li>Выдержка при температуре от 16 до 96 °С</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Механическое управление</li>
<li>Таймер</li>
<li>Таймер копчения на 60 минут (активирует нагрев щепы)</li>
<li>Цифровой дисплей</li>
<li>LED-индикатор нагрева / выдержки / копчения / готовки</li>
<li>Решетка для вертикального размещения продукта</li>
<li>Поддон для стекания воды</li>
<li>Колесики: 2 фиксированных и 2 поворотных со стопорами</li>
<li>Корпус из немагнитной нержавеющей стали</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 67 л</li>
<li>Размер камеры: 559х673х510 мм</li>
<li>Габариты в упаковке: 889х889х1041 мм</li>
</ul>",58302,печь-коптильня,от 16 до 160 °С,220 В,,676 мм,802 мм,848 мм,,США,,,0,https://entero.ru/manuals/27327/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Alto-Shaam%20767-SK.pdf;https://entero.ru/manuals/34855/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Alto-Shaam%20767-SK%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,89 кг,"для горячего копчения, для холодного копчения",9,от 2.8 до 3.3 кВт,45 кг,GN 1/1
https://cdn.entero.ru/mp@2x/1b/48/1b487b9308bf3e886c8f99b370fd3c85.jpg,Щепа для копчения Hobbi Smoke Дуб,Щепа для копчения Hobbi Smoke Дуб,338,RUB,Да,,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/254251,"<p>Щепа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254251""><b class=""b"">Hobbi Smoke</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254251""><b class=""b"">Дуб</b></a> используется для копчения мяса, рыбы и птицы на предприятиях общественного питания и торговли, а также в частных домах и квартирах. Изделие выполнено из натуральной, сухой древесины.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Влажность: не более 14%</li>
<li>Вес: 1 кг</li>
</ul>",254251,,,,,,,,,,,,0,https://entero.ru/manuals/311503/%D0%9F%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%20%D1%89%D0%B5%D0%BF%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BF%D1%87%D0%B5%D0%BD%D0%B8%D1%8F.jpg,,,,,,,,
https://cdn.entero.ru/mp@2x/f5/74/f57401b7facf8b4a4ba7ac4001c87449.jpg,Щепа для копчения Hobbi Smoke Вишня,Щепа для копчения Hobbi Smoke Вишня,450,RUB,Да,,Профоборудование,Тепловое,Печи-коптильни и дымогенераторы,https://entero.ru/item/254278,"<p>Щепа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254278""><b class=""b"">Hobbi Smoke</b></a> <font color=""#3383d0""><b>Вишня</b></font> используется для копчения мяса, рыбы и птицы на предприятиях общественного питания и торговли, а также в частных домах и квартирах. Изделие выполнено из натуральной, сухой древесины.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Влажность: не более 14%</li>
<li>Вес: 1 кг</li>
</ul>",254278,,,,,,,,,,,,0,https://entero.ru/manuals/311530/%D0%9F%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%20%D1%89%D0%B5%D0%BF%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BF%D1%87%D0%B5%D0%BD%D0%B8%D1%8F.jpg,529,,,,,,,
