Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Количество уровней,Вес (с упаковкой),Конструкция,Потребляемая мощность,Крышка,Ширина (в упаковке),Глубина (в упаковке),Высота (в упаковке),Количество корзин в комплекте,Цвет корпуса,Цвет отделки,No-frost
https://cdn.entero.ru/mp@2x/31/bd/31bd3cec58ef44ec1aa74777b20545af.jpg,Ларь морозильный ITALFROST (CRYSPI) CF300F + 4 корзины,ЛВН 300 П (СF 300 F) 4кор,43369,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/111052,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111052""><b class=""b""> Italfrost CF300F </b></a>используется на предприятиях общественного питания и торговли для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов. Модель оснащена LED-подсветкой внутреннего пространства и полок. Корпус выполнен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия, окантовка стекол - из ударопрочного пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическая система охлаждения</li>
<li>Автоматическая оттайка испарителя</li>
<li>Холодильный агрегат Danfoss / Aspera</li>
<li>Хладагент: R134a</li>
<li>Холодильный контур с поверхностным конденсатором</li>
<li>Закаленные стекла изготовлены с применением шелкографии, отражающие тепловое излучение</li>
<li>Отсутствие стыков ""короны"" позволяют сохранить внешний вид в первозданном состоянии</li>
<li>Роликовые колеса с усиленными подшипниками не оставляют черных следов на полу</li>
<li>Замок</li>
<li>Климатический класс: 4/4+</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузки: 680 мм</li>
<li>Диаметр колес: 50 мм</li>
<li>Размеры корзин: 560х220х310 мм</li>
<li>Габариты в упаковке: 1077х722х1000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус ларя</li>
<li>Окантовка ларя любого цвета</li>
<li><a href=""https://entero.ru/item/203098"">Шкаф морозильный ITALFROST (CRYSPI) VERONA</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",111052,морозильный,от -25 до -18 °С,,1017 мм,662 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/106661/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Italfrost.pdf;https://entero.ru/manuals/294922/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITALFROST%20%28CRYSPI%29%20CF300F.pdf,46137,,55 кг,319 л,,,горизонтальная,0.12 кВт/ч,прозрачная,,,,,белый,красный,
https://cdn.entero.ru/mp@2x/9a/95/9a9584fc8df91954c980cfbd42d1a211.jpg;https://cdn.entero.ru/mp@2x/f5/90/f590242ad842c0fee8046e793a73a70a.jpg;https://cdn.entero.ru/mp@2x/78/05/7805c57ee054f9b31f651b10b55c7221.jpg;https://cdn.entero.ru/mp@2x/ae/ee/aeeee058331f2dc1a2938bf9f8e7d909.jpg;https://cdn.entero.ru/mp@2x/0b/8c/0b8ce372f434004f83b432f06864da5e.jpg,Ларь морозильный Frostor GELLAR FG 375 E красный (R290),Ларь морозильный Frostor GELLAR FG 375 E красный (R290),43482,RUB,Нет,Frostor,Профоборудование,Холодильное,Лари,https://entero.ru/item/107962,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/107962""><b class=""b"">Frostor GELLAR FG 375 E</b></a> серии Elegance предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов в складских помещениях, производственных цехах и на предприятиях общественного питания и торговли. Модель оснащена крышкой с изогнутыми стеклами, предотвращающими появление бликов и улучшающими обзор товара. Корпус и камера выполнены из оцинкованной пластифицированной стали, испаритель - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Разморозка принудительная</li>
<li>Компрессор Electrolux / Embraco</li>
<li>Хладагент: R290</li>
<li>Компрессор Zanussi</li>
<li>Тип испарителя: SKIN</li>
<li>Устойчивость к перепадам напряжения</li>
<li>Замок</li>
<li>Класс энергосбережения: А</li>
<li>Сертификация ЕАС</li>
<li>Стандарт качества ISO9001</li>
<li>Колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 1 кВт</li>
<li>Максимальная температура окружающей среды: 30 ºC</li>
<li>Толщина теплоизоляции: 65 мм</li>
<li>Габариты в упаковке: 1030х700х930 мм</li>
<li>Цвет: красный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Установка LED-подсветки</li>
<li>Камера из пищевого алюминия</li>
<li>Индивидуальное декорирование (брендирование)</li>
<li>Климатический класс ST (до 38 ºC)</li>
</ul>",107962,морозильный,от -25 до -12 °С,220 В,1010 мм,650 мм,860 мм,,Россия,,,0,https://entero.ru/manuals/100008/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20375%20E.pdf;https://entero.ru/manuals/280649/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf,46257,,52 кг,335 л,,,горизонтальная,1.24 кВт/ч,прозрачная,,,,4,белый,красный,
https://cdn.entero.ru/mp@2x/86/5b/865b5988491e608c2fd203a848993084.jpg;https://cdn.entero.ru/mp@2x/05/04/05047b2133b05b92bba1b21dbb6619ab.jpg;https://cdn.entero.ru/mp@2x/68/24/68243364c24642f90bf184dbae6e7de9.jpg,Ларь морозильный Frostor GELLAR FG 400 E серый (R290),Ларь морозильный Frostor GELLAR FG 400 E серый (R290),43654,RUB,Нет,Frostor,Профоборудование,Холодильное,Лари,https://entero.ru/item/322445,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/322445""><b class=""b"">Frostor GELLAR FG 400 E</b></a> серии Elegance предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Крышка оснащена изогнутыми стеклами, предотвращающими появление бликов и улучшающими обзор товара. Корпус изготовлен из оцинкованной пластифицированной стали, либо из алюминия, теплоизоляция – из пенополиуретана, рама – из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статистическое охлаждение</li>
<li>Принудительная оттайка</li>
<li>Компрессор Zanussi</li>
<li>Алюминиевый испаритель типа SKIN</li>
<li>Легкосъемные направляющие для стекол</li>
<li>Высокая герметичность камеры</li>
<li>Увеличенный кпд холодильной системы</li>
<li>Хладагент: R290</li>
<li>Закаленное энергосберегающее K-стекло Pilkington</li>
<li>Низкое энергопотребление</li>
<li>Колеса</li>
<li>Замок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура окружающей среды: 30 °C</li>
<li>Толщина теплоизоляции: 65 мм</li>
<li>Габариты в упаковке: 1230х650х930 мм</li>
<li>Цвет: серый</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Климатический класс ST+</li>
<li>Установка LED-подсветки</li>
<li>Индивидуальное декорирование (брендирование)</li>
</ul>",322445,морозильный,от -25 до -12 °С,220 В,1210 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/385711/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20400%20E.pdf;https://entero.ru/manuals/385712/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20400%20E.pdf;https://entero.ru/manuals/385713/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf,45473,,56 кг,380 л,,,горизонтальная,0.064 кВт/ч,прозрачная,,,,4,белый,серый,
https://cdn.entero.ru/mp@2x/b2/04/b2047c762cd5c743ffdb35eb494895d9.jpg,Ларь морозильный KAYMAN KF600GF 4+,Ларь морозильный KAYMAN KF600GF 4+,43889,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Лари,https://entero.ru/item/253771,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253771""><b class=""b"">KAYMAN KF600GF 4+</b></a> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена прямыми раздвижными створками, эргономичной ручкой и замком. Корпус выполнен из оцинкованной стали, створки - из низкоэмисионного закаленного стекла с применением шелкографии, отражающего тепловое излучение, внутреннее покрытие - из буклированного алюминия, окантовка стекол - из ударопрочного, морозостойкого, устойчивого к УФ-излучению ABS-пластика, ручка - из пластика, теплоизоляция - пенополиуретан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающий компрессор Danfoss/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором</li>
<li>Статическое охлаждение</li>
<li>Окантовка стекол без стыков</li>
<li>Высокая загрузочная линия</li>
<li>Легкий и быстрый доступ к продуктам с любой стороны</li>
<li>Отсутствие бликов на стеклах</li>
<li>Экологически безопасный хладагент R290</li>
<li>Роликовые колеса с усиленным подшипником и покрытием из специальной резины, не оставляющей черных следов на полу</li>
<li>Климатический класс: 4+</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузочной линии: 680 мм</li>
<li>Суточное энергопотребление: 5,54 кВт/ч</li>
<li>Диаметр колес: 50 мм</li>
<li>Максимальная нагрузка на каждое колесо: 60 кг</li>
<li>Масимальный уровень влажности в помещении: 65%</li>
<li>Размер корзины: 560х220х310 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус</li>
<li>Исполнение окантовки стекол в любом цвете</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",253771,морозильный,от -25 до -18 °С,220 В,1657 мм,662 мм,925 мм,83 кг,Россия,1,1717x722x1000 мм,0,https://entero.ru/manuals/310851/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,46199,,79 кг,572 л,,,горизонтальная,,прозрачная,,,,7,белый,серый,
https://cdn.entero.ru/mp@2x/22/03/22031c98301936e7b6e0bd2dee201b26.jpg;https://cdn.entero.ru/mp@2x/67/92/6792547c4a1900fa458e8418f5278652.jpg,Ларь морозильный UGUR UDD 160 BK,Ларь морозильный UGUR UDD 160 BK,43941,RUB,Нет,UGUR,Профоборудование,Холодильное,Лари,https://entero.ru/item/142485,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142485"">UGUR UDD 160 BK</a></b> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена откидной крышкой, механическим термостатом, внутренней подсветкой, встроенным конденсатором, не требующим технического обслуживания, и сливом для удаления талой воды.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Ручная разморозка</li>
<li>Хладагент: R134a</li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 120 л</li>
<li>Вместимость: 1 корзина</li>
<li>Суточное энергопотребление: 1,12 кВт/ч</li>
<li>Размеры морозильной камеры: 440x440x515/755 мм</li>
<li>Габариты в упаковке: 635x670x995 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замок с ключом</li>
<li>Дополнительная корзина</li>
<li>Колеса со стопперами</li>
<li>Брендирование</li>
</ul>",142485,морозильный,от -25 до -15 °С,220 В,550 мм,595 мм,895 мм,,Турция,,,0,https://entero.ru/manuals/166515/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20UGUR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/295156/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGUR%20UDD%20160%20BK.pdf,,,34 кг,122 л,,,горизонтальная,0.16 кВт/ч,глухая,,,,1,белый,,
https://cdn.entero.ru/mp@2x/2c/9d/2c9d3b56624c3876f3267880724a3e80.jpg,Ларь морозильный ITALFROST (CRYSPI) CFТ600C без корзин,Ларь морозильный ITALFROST (CRYSPI) CFТ600C без корзин,44605,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53489,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53489""><b class=""b""> Italfrost CFТ600C</b></a> с гнутыми раздвижными стеклами предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов в магазинах и на предприятиях уличной торговли. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входят замок и роликовые опоры. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li><em>Более мощный компрессор (чем у ларей с климатическим классом 4) и предконденсатор. Ларь может применяться в летних кафе, магазинах ларечного типа и на продовольственных рынках</em></li>
<li>Низкоэмиссионные закаленные стекла с применением шелкографии, отражающие тепловое излучение</li>
<li>Окантовка стекол выполнена из ударопрочного и морозостойкого АБС-пластика, устойчивого к ультрафиолетовому излучению</li>
<li>""Корона"" не имеет стыков, поэтому грязь не забивается</li>
<li>Эргономичная черная ручка из пластика с усовершенствованной конструкцией крепления</li>
<li>Роликовые колеса (Ø 50 мм) с усиленным подшипником выдерживают по 60 кг каждое. Покрытие выполнено из специальной резины, которая не оставляет черных следов на полу</li>
<li>Регулируемые по высоте опоры</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>""Корона"" ларя любого цвета</li>
<li>Корзины 560х220х415 мм с перегородками</li>
<li><a href=""https://entero.ru/item/203098"">Шкаф морозильный ITALFROST (CRYSPI) VERONA</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 7 корзин</li>
<li>Климатический класс: 4+ (влажность до 65%)</li>
</ul>",53489,морозильный,от -25 до -18 °С,220 В,1657 мм,662 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/22933/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf,48484,,79 кг,572 л,,,горизонтальная,0.3 кВт/ч,прозрачная,,,,,белый,синий,
https://cdn.entero.ru/mp@2x/ba/3d/ba3d494ade3c7ebe555334306146b0d3.jpg,Ларь морозильный ITALFROST (CRYSPI) CFТ600F без корзин,Ларь морозильный ITALFROST (CRYSPI) CFТ600F без корзин,44979,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53494,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53494""><b class=""b""> Italfrost CFТ600F </b></a>с прямыми раздвижными стеклами предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов в магазинах и на предприятиях уличной торговли. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входят замок и роликовые опоры. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li><em>Более мощный компрессор (чем у ларей с климатическим классом 4) и предконденсатор. Ларь может применяться в летних кафе, магазинах ларечного типа и на продовольственных рынках</em></li>
<li>Низкоэмиссионные закаленные стекла с применением шелкографии, отражающие тепловое излучение</li>
<li>Окантовка стекол выполнена из ударопрочного и морозостойкого АБС-пластика, устойчивого к ультрафиолетовому излучению</li>
<li>""Корона"" не имеет стыков, поэтому грязь не забивается</li>
<li>Эргономичная черная ручка из пластика с усовершенствованной конструкцией крепления</li>
<li>Роликовые колеса (Ø 50 мм) с усиленным подшипником выдерживают по 60 кг каждое. Покрытие выполнено из специальной резины, которая не оставляет черных следов на полу</li>
<li>Регулируемые по высоте опоры</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции (заказываются отдельно)</b><b>:</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>""Корона"" ларя любого цвета</li>
<li>Корзины 560х220х310 мм с перегородками</li>
<li><a href=""https://entero.ru/item/203098"">Шкаф морозильный ITALFROST (CRYSPI) VERONA</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 7 корзин</li>
<li>Климатический класс: 4+ (влажность до 65%)</li>
</ul>",53494,морозильный,от -25 до -18 °С,220 В,1657 мм,662 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/22934/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf,46853,,79 кг,572 л,,,горизонтальная,0.3 кВт/ч,прозрачная,,,,,белый,серый,
https://cdn.entero.ru/mp@2x/76/c8/76c80f34dbbd2d931144a0d617ca58f8.jpg,Ларь морозильный ITALFROST (CRYSPI) CF400C без корзин,ЛВН 400 Г,45009,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53053,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53053""><b class=""b""> Italfrost CF400C</b></a> с гнутыми раздвижными стеклами предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов в магазинах и на предприятиях уличной торговли. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входят замок и роликовые опоры. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li>Низкоэмиссионные закаленные стекла с применением шелкографии, отражающие тепловое излучение</li>
<li>Окантовка стекол выполнена из ударопрочного и морозостойкого АБС-пластика, устойчивого к ультрафиолетовому излучению</li>
<li>""Корона"" не имеет стыков, поэтому грязь не забивается</li>
<li>Эргономичная черная ручка из пластика с усовершенствованной конструкцией крепления</li>
<li>Роликовые колеса (Ø 50 мм) с усиленным подшипником выдерживают по 60 кг каждое. Покрытие выполнено из специальной резины, которая не оставляет черных следов на полу</li>
<li>Регулируемые по высоте опоры</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>""Корона"" ларя любого цвета</li>
<li>Корзины 560х220х415 мм с перегородками</li>
<li><a href=""https://entero.ru/item/203098"">Шкаф морозильный ITALFROST (CRYSPI) VERONA</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 корзин</li>
<li>Климатический класс: 4</li>
</ul>",53053,морозильный,от -25 до -18 °С,220 В,1217 мм,662 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/22912/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf;https://entero.ru/manuals/294966/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITALFROST%20%28CRYSPI%29%20CF400C.pdf,47378,,65 кг,398 л,,,горизонтальная,0.25 кВт/ч,прозрачная,,,,,белый,синий,
https://cdn.entero.ru/mp@2x/a8/79/a8797871360e3b6c72d0115e50ef58af.jpg,Ларь морозильный Бирюса 455DZQ,Бирюса-455VDZQ Б-455DZQ,45652,RUB,Нет,Бирюса,Профоборудование,Холодильное,Лари,https://entero.ru/item/121876,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121876"">Бирюса 455DZQ</a></b> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель рассчитана на работу при температуре окружающего воздуха от 16 до 32 °С и относительной влажности не более 55%.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный блок управления</li>
<li>Принудительное охлаждение кондесатора</li>
<li>Сигнализация повышения температуры в морозильной камере</li>
<li>Ручная разморозка</li>
<li>Хладагент: R404a</li>
<li>Замок</li>
<li>Прямые стеклянные раздвижные створки</li>
<li>4 колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление при температуре окружающего воздуха 24 °С, не более: 2,9 кВт*ч/24ч*</li>
<li>Охлаждаемая площадь полок: 0,18 м<sup>2</sup></li>
<li>Габариты в упаковке: 1590х730х860 мм</li>
</ul>

<p><br>
<em>* Определяется в лабораторных условиях в соответствии с ГОСТ 23833-95.</em></p>",121876,морозильный,от -19 до -12 °С,220 В,1500 мм,630 мм,795 мм,,Россия,,,0,https://entero.ru/manuals/278846/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%91%D0%B8%D1%80%D1%8E%D1%81%D0%B0%20455DZQ.pdf,,,55 кг,420 л,,,горизонтальная,0.181 кВт/ч,прозрачная,,,,5,белый,,
https://cdn.entero.ru/mp@2x/5d/a6/5da68ae725138411d305c7c24adc9435.jpg,"Ларь морозильный ITALFROST (CRYSPI) CF300S нерж. крышка, без корзин","Ларь морозильный ITALFROST (CRYSPI) CF300S нерж. крышка, без корзин",46805,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53068,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53068""><b class=""b""> Italfrost CF300S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях пищевой промышленности. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входит замок. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li><em>Глухая крышка выполнена из шлифованной нержавеющей стали </em></li>
<li>Для крепления крышки применены надежные петли, прошедшие многократные испытания в жестких условиях</li>
<li>Эргономичная ручка изготовлена методом литья из пластика</li>
<li>Регулируемые по высоте опор</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>Корзины 560х220х310 мм с перегородками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 4 корзины</li>
<li>Климатический класс: 4</li>
</ul>

<p> </p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях. На фото модель с пенополиуретановой крышкой.</span></em></p>

<p> </p>",53068,морозильный,от -25 до -18 °С,220 В,1018 мм,743 мм,904 мм,,Россия,,,0,https://entero.ru/manuals/22911/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf;https://entero.ru/manuals/294949/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITALFROST%20%28CRYSPI%29%20CF300S.pdf,50875,,55 кг,319 л,,,горизонтальная,0.2 кВт/ч,глухая,,,,,белый,,
