Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Дозатор теста,Объем ванны,Емкость дозатора,Масса пончика,Расстоечный шкаф
https://cdn.entero.ru/mp@2x/b3/bd/b3bde5dcd31e5522e040f72d845622c8.jpg;https://cdn.entero.ru/mp@2x/3b/38/3b389a2a5238a1e7592899ffaac35320.jpg,Аппарат пончиковый ATESY Гольфстрим-2-48-3,Аппарат пончиковый ATESY Гольфстрим-2-48-3,71237,RUB,Нет,ATESY,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/248498,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248498"">ATESY Гольфстрим-2-48-3</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель оснащена фритюрной ванной, ручным дозатором теста, 2 блоками управления с электронагревателями и поддоном для выкладки готовых пончиков. Все части аппарата, контактирующие с продуктами питания, изготовлены из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит кулинарный пинцет.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жарка пончиков происходит в масле (фритюре) при температуре 190 °С, для чего масло заливается во фритюрную ванну и нагревается 2 ТЭНами</li>
<li>Температура нагрева масла регулируется терморегуляторами, находящимися в блоках управления нагревом</li>
<li>Фритюрная ванна имеет маркировку уровня масла (max и min) и кран для слива масла</li>
<li>Ручной дозатор формирует пончик стандартного размера и веса, который падает в разогретое масло и поджаривается до готовности с одной стороны, а после переворачивания его кулинарным пинцетом – с другой (готовность пончика определяется визуально, признаком готовности служит ярко-золотистая корочка на поверхности пончика)</li>
<li>Дозатор позволяет формировать пончики правильной формы при любой густоте теста, обеспечивает одинаковую массу формируемых пончиков, способен работать на пончиковых смесях (тип Теграл Ринго)</li>
<li>Форма дозатора облегчает натекание теста в дозирующую головку</li>
<li>Оригинальная конструкция дозатора теста разработана и запатентована компанией ATESY</li>
<li>Специальный поддон для выкладки готовых пончиков позволяет излишкам масла стекать обратно в ванну, тем самым существенно снижая расход масла</li>
<li>Специальная решетка в ванне препятствует пригоранию продукта на ТЭНах</li>
<li>Прост в эксплуатации - не требует специальной квалификации персонала</li>
<li>Съемный дозатор теста из нержавеющей стали легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого фритюра: 13 л</li>
<li>Время разогрева фритюра до 190 °С: 25 мин.</li>
<li>Размеры ванны: 600х315х115 мм</li>
<li>Диаметр поршня (калибр): 48 мм</li>
</ul>",248498,от 50 до 190 °С,220 В,7.8 кВт,970 мм,505 мм,550 мм,16.3 кг,1,750x500x350 мм,0,https://entero.ru/manuals/306190/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%93%D0%BE%D0%BB%D1%8C%D1%84%D1%81%D1%82%D1%80%D0%B8%D0%BC-2-48-3.pdf;https://entero.ru/manuals/306191/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240799&hd=2&autoplay=0,14.8 кг,,Россия,,Да,23 л,6 л,60 гр,
https://cdn.entero.ru/mp@2x/3f/5a/3f5ad35cec224b88fe9dbfd67b941d94.jpg,Аппарат для пончиков Hurakan HKN-ADM01,Аппарат для пончиков Hurakan HKN-ADM01,75106,RUB,Нет,Hurakan,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/101051,"<p>Аппарат для пончиков <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101051"">Hurakan HKN-ADM01</a></b> используется на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр пончиков:
<ul>
<li>50 мм</li>
<li>70 мм</li>
<li>90 мм</li>
</ul>
</li>
</ul>",101051,,220 В,3 кВт,980 мм,550 мм,330 мм,,,,0,https://entero.ru/manuals/416506/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-ADM01.pdf;https://entero.ru/manuals/416507/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-ADM01.pdf;https://entero.ru/manuals/416508/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/416509/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/112906/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,,,39 кг,,Китай,,Да,,,,
https://cdn.entero.ru/mp@2x/c8/6c/c86c31fcad3ae9c3e1020648152ac66f.jpg,Пончиковый аппарат Sikom ПРФ-11/300АD (D40),Пончиковый аппарат Sikom ПРФ-11/300АD (D40),147652,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164195,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164195"">Sikom ПРФ-11/300АD (D40)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена автоматическим делителем-дозатором и плунжерной парой 40 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический механизм дозирования</li>
<li>Ручной переворот и выгрузка готового продукта</li>
<li>Счетчик и фискальная память: возможность управлять аппаратом в нескольких режимах</li>
<li>Возможность контролировать работу автомата при многосменной работе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 480x720x560 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Сменные плунжерные пары разных размеров</li>
</ul>",164195,,380 В,5.1 кВт,1330 мм,560 мм,600 мм,,,,0,https://entero.ru/manuals/309328/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4-11_300%D0%90D.pdf;https://entero.ru/manuals/475983/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/475984/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/475985/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,153804,https://vk.com/video_ext.php?oid=-177656185&id=456240001&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241108&hash=b2e27d9d4f0941c3,23 кг,,Россия,300 шт/час,Да,12 л,7 л,от 40 до 45 гр,
https://cdn.entero.ru/mp@2x/35/e9/35e9b3d85781a1244e657f8e8f92f975.jpg,Пончиковый аппарат Sikom ПРФ-11/300АD (D30),Пончиковый аппарат Sikom ПРФ-11/300АD (D30),157988,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164191,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164191"">Sikom ПРФ-11/300АD (D30)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена автоматическим делителем-дозатором и плунжерной парой 30 мм. Сочетает в себе автоматический делитель-дозатор и фритюрную ванну. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность изготовления дрожжевых и смесевых пончиков</li>
<li>Автоматический механизм дозирования</li>
<li>Ручной переворот и выгрузка готового продукта</li>
<li>Счетчик с фискальной памятью</li>
<li>Возможность контролировать работу аппарата при многосменной работе</li>
<li>Возможность контроля ресурса фритюра</li>
<li>Простое управление, не требующее специальных навыков</li>
<li>Компактный размер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 715x550x505 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Сменные плунжерные пары разных размеров</li>
</ul>",164191,,380 В,5.1 кВт,1330 мм,560 мм,600 мм,,,,0,https://entero.ru/manuals/309330/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4-11_300%D0%90D.pdf;https://entero.ru/manuals/475991/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/475992/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/475993/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,166303,https://vk.com/video_ext.php?oid=-177656185&id=456240001&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241108&hash=b2e27d9d4f0941c3,23 кг,,Россия,300 шт/час,Да,12 л,7 л,от 20 до 40 гр,
https://cdn.entero.ru/mp@2x/84/43/8443c68f6c77fdde623f34867d6de014.jpg,Пончиковый аппарат Sikom ПРФ-11/300АD (D36),Пончиковый аппарат Sikom ПРФ-11/300АD (D36),157988,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164193,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164193"">Sikom ПРФ-11/300АD (D36)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена автоматическим делителем-дозатором и плунжерной парой 36 мм. Сочетает в себе автоматический делитель-дозатор и фритюрную ванну. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность изготовления дрожжевых и смесевых пончиков</li>
<li>Автоматический механизм дозирования</li>
<li>Ручной переворот и выгрузка готового продукта</li>
<li>Счетчик с фискальной памятью</li>
<li>Возможность контролировать работу аппарата при многосменной работе</li>
<li>Возможность контроля ресурса фритюра</li>
<li>Простое управление, не требующее специальных навыков</li>
<li>Компактный размер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 715x550x505 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Сменные плунжерные пары разных размеров</li>
</ul>",164193,,380 В,5.1 кВт,1330 мм,560 мм,600 мм,27 кг,1,550x715x505 мм,0,https://entero.ru/manuals/309329/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4-11_300%D0%90D.pdf;https://entero.ru/manuals/475988/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/475989/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/475990/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,171726,https://vk.com/video_ext.php?oid=-177656185&id=456240001&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241108&hash=b2e27d9d4f0941c3,23 кг,,Россия,300 шт/час,Да,12 л,7 л,от 35 до 55 гр,
https://cdn.entero.ru/mp@2x/f5/dc/f5dc4591ec74dfb8868d7515ee855268.jpg,Пончиковый аппарат Sikom ПРФ 11/300А (D30),ПРФ-11/300а 162156,159901,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/83277,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83277""><b class=""b"">Sikom ПРФ 11/300А</b></a> используется на предприятиях общественного питания и торговли. Оборудование сочетает в себе автоматический делитель-дозатор и фритюрную ванну. Благодаря плунжерным парам возможно изготовление пончиков различных размеров. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор - из пищевого алюминиевого сплава.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Максимальная производительность пончиков:
<ul>
<li>Дрожжевых: 300 шт./ч</li>
<li>Смесевых: 300 шт./ч</li>
</ul>
</li>
<li>Габариты в упаковке: 565х730х520 мм</li>
</ul>",83277,,380 В,5.1 кВт,1330 мм,560 мм,600 мм,26 кг,1,565x730x520 мм,0,https://entero.ru/manuals/58079/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_300%D0%90.pdf;https://entero.ru/manuals/58081/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/58080/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/112915/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,,https://vk.com/video_ext.php?oid=-177656185&id=456240001&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241101&hash=cd326f59b5fb7ca1,23 кг,Россия,,300 шт/час,Да,12 л,7 л,от 20 до 40 гр,
https://cdn.entero.ru/mp@2x/e5/09/e50997acfdb5a23d0333f035e62c70a3.jpg,Пончиковый аппарат Sikom ПРФ-11/300А (D40),Пончиковый аппарат Sikom ПРФ-11/300А (D40),159901,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164017,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164017"">Sikom ПРФ-11/300А (D40)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена автоматическим делителем-дозатором и плунжерной парой 40 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной переворот и выгрузка пончиков</li>
<li>Автоматический механизм дозирования</li>
<li>Компактный размер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 550x715x510 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Плунжерные пары разных размеров</li>
</ul>",164017,,380 В,5.1 кВт,1330 мм,560 мм,600 мм,26 кг,1,550x715x510 мм,0,https://entero.ru/manuals/190723/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_300%D0%90.pdf;https://entero.ru/manuals/475977/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/475978/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/475979/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,170107,https://vk.com/video_ext.php?oid=-177656185&id=456240001&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241101&hash=cd326f59b5fb7ca1,23 кг,,Россия,300 шт/час,Да,12 л,7 л,от 40 до 45 гр,
https://cdn.entero.ru/mp@2x/cc/02/cc027b60d5d702d42c477c4a440f2f73.jpg,Пончиковый аппарат Sikom ПРФ-11/900 (D40),Пончиковый аппарат Sikom ПРФ-11/900 (D40),284029,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164102,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164102"">Sikom ПРФ-11/900 (D40)</a> </b>используется на предприятиях общественного питания и торговли. Оборудование в автоматическом режиме формует тестовую заготовку, отсаживает ее во фритюрную ванну, обжаривает по очереди с 2 сторон и выгружает из ванны готовый пончик. Модель оснащена электромеханической панелью управления, делителем-дозатором и плунжерной парой 40 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический переворот и выгрузка пончиков</li>
<li>Кольцевое движение фритюра в ванне</li>
<li>Защитный датчик</li>
<li>Счетчик и фискальная память: возможность управлять аппаратом в нескольких режимах</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 1250х515х490 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Плунжерные пары разных размеров</li>
<li>Поддон для выгрузки</li>
</ul>",164102,,380 В,5.15 кВт,1200 мм,550 мм,600 мм,39 кг,1,1250x515x490 мм,0,https://entero.ru/manuals/190806/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_900.pdf;https://entero.ru/manuals/476008/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%B0%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/476009/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/476014/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,,https://vk.com/video_ext.php?oid=-177656185&id=456240415&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241105&hash=cd49e66734ec91b7;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241108&hash=b2e27d9d4f0941c3,30 кг,,Россия,400 шт/час,Да,16 л,7 л,от 40 до 45 гр,
https://cdn.entero.ru/mp@2x/49/2d/492d234ba2b462b8ca04d9a49a1466b1.jpg,Аппарат для пончиков JUFEBA WW-T 02,Аппарат для пончиков JUFEBA WW-T 02,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52465,"<p>Стационарный пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52465""><b class=""b"">JUFEBA WW-T 02</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольная модель</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 24 шт.</li>
</ul>",52465,,380 В,5.3 кВт,1010 мм,600 мм,560 мм,,,,0,,,,,,Германия,240 шт/час,,,,,
https://cdn.entero.ru/mp@2x/ed/49/ed49f82acfb50b3e8a745b296da63189.jpg,Аппарат для пончиков JUFEBA WW-T 05,Аппарат для пончиков JUFEBA WW-T 05,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52466,"<p>Стационарный пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52466""><b class=""b"">JUFEBA WW-T 05</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольная модель</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 36 шт.</li>
</ul>",52466,,380 В,6.8 кВт,1010 мм,820 мм,560 мм,,,,0,,,,,,Германия,360 шт/час,,,,,
https://cdn.entero.ru/mp@2x/dc/ce/dccee0029f2df70adefe9ee1fdd5a74f.jpg,Аппарат для пончиков JUFEBA WW-T 10,Аппарат для пончиков JUFEBA WW-T 10,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52467,"<p>Стационарный пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52467""><b class=""b"">JUFEBA WW-T 10</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольная модель</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 48 шт.</li>
</ul>",52467,,380 В,8.3 кВт,1220 мм,820 мм,560 мм,,,,0,,,,,,Германия,480 шт/час,,,,,
