Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Объем,Вместимость,Потребляемая мощность,Гастроемкость
https://cdn.entero.ru/mp@2x/5c/dd/5cdd1be2d084959a20dc92b4f0ea4720.jpg;https://cdn.entero.ru/mp@2x/3a/2b/3a2b5a92bba70740d38a225c71baa342.jpg;https://cdn.entero.ru/mp@2x/aa/5c/aa5c966ae4557319c6065515cfd8a1af.jpg;https://cdn.entero.ru/mp@2x/57/d0/57d05910fc0474a3e99d5d450eab5ca5.jpg;https://cdn.entero.ru/mp@2x/48/4e/484e2fdf214a7d803ca8aba677544d47.jpg;https://cdn.entero.ru/mp@2x/d0/a8/d0a80a0db50a809c926c6c002d4250a4.jpg,Витрина для мороженого TEFCOLD UDRS9,Витрина для мороженого TEFCOLD UDRS9,442815,RUB,Нет,TEFCOLD,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/314907,"<p>Витрина для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314907""><b class=""b"">TEFCOLD UDRS9</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена термометром, прозрачной акриловой крышкой, LED-подсветкой и 4 двойными колесами. Внутренняя отделка выполнена из окрашенной оцинкованной стали белого цвета.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Открытая конструкция</li>
<li>Защитный экран с гнутым стеклом</li>
<li>Статическое охлаждение</li>
<li>Автоматическая разморозка</li>
<li>Электронный контролер</li>
<li>Высокопрочное стекло</li>
<li>Подъемная задняя крышка </li>
<li>Легкий доступ к отсеку для хранения</li>
<li>Класс энергоэффективности: C</li>
<li>Хладагент: R290 </li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 357 л</li>
<li>Полезный: 423 л</li>
</ul>
</li>
<li>Энергопотребление:
<ul>
<li>Суточное: 9 кВт/сутки</li>
<li>Годовое: 3285 кВт⋅ч/год</li>
</ul>
</li>
<li>Вместимость:
<ul>
<li>Витрина: 9 гастроемкостей Napoli 400x230x200 мм</li>
<li>Запасник: 16 гастроемкостей Napoli 400x230x200 мм</li>
</ul>
</li>
<li>Уровень шума: 45 дБ</li>
<li>Вес хладагента: 150 г</li>
<li>Внутренние габариты: 1532x450x240 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Полка для мойки ложки</li>
</ul>",314907,от -20 до -14 °С,220 В,1656 мм,723 мм,1253 мм,131 кг,Дания,1,1735x760x1310 мм,0,,,,110 кг,напольная,от 357 до 423 л,,0.54 кВт,400x230 мм
https://cdn.entero.ru/mp@2x/8e/54/8e54f1903e7a75924772dbb3a369a977.jpg,Витрина для мороженого Turbo air TIDC-26W,Витрина для мороженого Turbo air TIDC-26W,509913,RUB,Нет,Turbo air,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/57387,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57387"">Turbo air TIDC-26W</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого. Система креплений для контейнеров с мороженым выполнена из винилового покрытия, гладкая изогнутая крышка - из стекла.</p>

<p>В комплект поставки входит пластиковая крышка, предназначенная для хранения продукции в нерабочее время.</p>

<p><em>Под заказ возможна модицификация данного оборудования для использования на морских судах.</em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая технология охлаждения стенок устраняет колебания температуры в верхней и нижней областях морозильной витрины</li>
<li>Поверхность системы отвода конденсата специально обрабатывается для защиты от коррозии, что не только увеличивает эффективность защиты от коррозии без риска утечки хладагента, но также предохраняет систему в целом от переполнения конденсатом</li>
<li>Негабаритные и сбалансированные (CFC Free R-134A, 404A) системы охлаждения (испарители и конденсаторы) обладают большой эффективностью</li>
<li>Магнитные уплотнители имеют цельную конструкцию, снимаются без инструментов, что обеспечивает простоту очистки и замены</li>
<li>Внутреннее освещение: светодиодное с независимым выключателем</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество емкостей: 4</li>
</ul>",57387,от -23 до -13 °С,220 В,660 мм,665 мм,1257 мм,,США,,,0,https://entero.ru/manuals/26259/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Turbo%20air%20TIDC-26W.jpg;https://entero.ru/manuals/294506/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20TIDC-26W%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,78 кг,напольная,150 л,4 шт.,0.185 кВт,
https://cdn.entero.ru/mp@2x/fa/7c/fa7c659a62ea2ab88f43ebaab6ad17d0.jpg;https://cdn.entero.ru/mp@2x/d9/1c/d91cfc7be8be8c08c011cbe6cbbaff12.jpg;https://cdn.entero.ru/mp@2x/c8/35/c83513a7f33b1f61e333b5419705e6ce.jpg;https://cdn.entero.ru/mp@2x/3e/54/3e542be9a22c9007c322b875d1fe14bb.jpg,Витрина для мороженого TEFCOLD ISABELLA 10LX,Витрина для мороженого TEFCOLD ISABELLA 10LX,626382,RUB,Нет,TEFCOLD,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/334140,"<p>Напольная морозильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334140"">TEFCOLD ISABELLA 10LX</a> </b>предназначена для эффектной демонстрации и кратковременного предпродажного хранения порционных мороженого, сорбетов и других холодных десертов в гастроемкостях на предприятиях общественного питания и торговли. Модель оснащена подставкой с встроенным компрессорным агрегатом, наклонной экспозиционной поверхностью и обзорным остеклением с плавно нисходящим выпуклым фронтом. Внутренняя облицовка выполнена из окрашенной в белый цвет пластифицированной стали, экстерьер корпуса серого цвета, остекление – из прозрачного закаленного стекла, теплоизоляция – из пенополиуретана.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a> </li>
<li>Электронный контроллер</li>
<li>Цифровая индикация температуры</li>
<li>Автоматическая оттайка горячим газом</li>
<li>Светодиодная подсветка внутреннего объема </li>
<li>Объемный запасник с легким доступом к продукции</li>
<li>Задняя сервировочная полка</li>
<li>Энергосберегающая задняя ночная шторка</li>
<li>4 поворотных колеса для удобства транспортировки</li>
<li>Экологически безопасный энергоэффективный хладагент R290</li>
<li>Цельнозаливная теплоизоляция</li>
<li>Прочные износостойкие материалы исполнения и качественные комплектующие для длительного срока эксплуатации</li>
<li>Класс энергоэффективности: C</li>
<li>Климатический класс: 4</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Максимальная температура окружающей среды: 30 °C</li>
<li>Максимальная относительная влажность: 55%</li>
</ul>
</li>
<li>Среднее энергопотребление:
<ul>
<li>Годовое: 3504 кВт⋅ч</li>
<li>Суточное: 9,6 кВт⋅ч</li>
</ul>
</li>
<li>Сила тока защитного автомата: 52 А</li>
<li>Максимальный уровень шума (A): 54 дБ</li>
<li>Масса хладагента: 0,12 кг</li>
<li>Полезная экспозиционная площадь: 0.59 м²</li>
<li>Вместимость опциональных лотков Napoli объемом 5 л:
<ul>
<li>Экспозиция: 10</li>
<li>Запасник: 10</li>
</ul>
</li>
<li>Внутренние габариты: 1200х517x232 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Гастроемкость Napoli объемом 5 л из нержавеющей стали (15301)</li>
<li>Емкость для ополаскивания совка FIJI / ISABELLA / BERMUDA (20912)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с гастроемкостями.</span></em></p>",334140,от -16 до -14 °С,220 В,1317 мм,906 мм,1372 мм,155 кг,Дания,1,1418x978x1450 мм,0,https://entero.ru/manuals/394835/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20TEFCOLD%20ISABELLA%2010LX.pdf,659349,,132 кг,напольная,,,0.55 кВт,360х165 мм
https://cdn.entero.ru/mp@2x/b0/82/b082600c2cf12df19a4594618403cba8.jpg,Витрина для мороженого Turbo air TIDC-47W,Витрина для мороженого Turbo air TIDC-47W,747812,RUB,Нет,Turbo air,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/57392,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57392"">Turbo air TIDC-47W</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого. Система креплений для контейнеров с мороженым выполнена из винилового покрытия, гладкая изогнутая крышка - из стекла.</p>

<p>В комплект поставки входит пластиковая крышка, предназначенная для хранения продукции в нерабочее время.</p>

<p><em>Под заказ возможна модицификация данного оборудования для использования на морских судах.</em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая технология охлаждения стенок устраняет колебания температуры в верхней и нижней областях морозильной витрины</li>
<li>Поверхность системы отвода конденсата специально обрабатывается для защиты от коррозии, что не только увеличивает эффективность защиты от коррозии без риска утечки хладагента, но также предохраняет систему в целом от переполнения конденсатом</li>
<li>Негабаритные и сбалансированные (CFC Free R-134A, 404A) системы охлаждения (испарители и конденсаторы) обладают большой эффективностью</li>
<li>Магнитные уплотнители имеют цельную конструкцию, снимаются без инструментов, что обеспечивает простоту очистки и замены</li>
<li>Внутреннее освещение: светодиодное с независимым выключателем</li>
</ul>",57392,от -23 до -13 °С,220 В,1194 мм,665 мм,1257 мм,,Ю. Корея,,,0,https://entero.ru/manuals/26261/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Turbo%20air%20TIDC-47W.jpg;https://entero.ru/manuals/294509/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20TIDC-47W%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,804099,,135 кг,напольная,300 л,8 шт.,0.37 кВт,
https://cdn.entero.ru/mp@2x/ab/cb/abcb23889577e00befd1533b4171281b.jpg;https://cdn.entero.ru/mp@2x/a0/10/a0109ec85a31476d9b4d91dc6dbcdeda.jpg;https://cdn.entero.ru/mp@2x/02/56/02569d5ac9dfd90b3a95c9250b5bdd7c.jpg;https://cdn.entero.ru/mp@2x/59/dd/59ddeb8f439ca7df3fc5f9c681561c09.jpg,Витрина для мороженого TEFCOLD BERMUDA RV10,Витрина для мороженого TEFCOLD BERMUDA RV10,750248,RUB,Нет,TEFCOLD,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/334138,"<p>Напольная морозильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334138"">TEFCOLD BERMUDA RV10</a> </b>предназначена для эффектной демонстрации и кратковременного предпродажного хранения порционных мороженого, сорбетов и других холодных десертов в гастроемкостях на предприятиях общественного питания и торговли. Модель оснащена подставкой с встроенным компрессорным агрегатом, наклонной экспозиционной поверхностью и прозрачным обзорным остеклением с плавно нисходящим выпуклым фронтом. Внутренняя облицовка выполнена из окрашенной в белый цвет оцинкованной стали, экстерьер корпуса серого цвета, теплоизоляция – из пенополиуретана.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффективная система <a href=""http://entero.ru/info/300"">динамического охлаждения</a> экспозиции с равномерным распределением воздушных потоков </li>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a> запасника</li>
<li>Электронный контроллер</li>
<li>Цифровая индикация температуры</li>
<li>Система пологрева остекления горячим газом для предотвращения образования конденсата</li>
<li>Ручная разморозка запасника</li>
<li>Светодиодная подсветка внутреннего объема </li>
<li>Объемный запасник с легким доступом к продукции</li>
<li>Энергосберегающая задняя ночная шторка</li>
<li>4 поворотных колеса, включая 2 со стояночным ограничителем, для удобства транспортировки</li>
<li>Экологически безопасный энергоэффективный хладагент R290</li>
<li>Цельнозаливная теплоизоляция</li>
<li>Прочные износостойкие материалы исполнения и качественные комплектующие для длительного срока эксплуатации</li>
<li>Класс энергоэффективности: D</li>
<li>Климатический класс: 4</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Максимальная температура окружающей среды: 30 °C</li>
<li>Максимальная относительная влажность: 55%</li>
</ul>
</li>
<li>Среднее энергопотребление:
<ul>
<li>Годовое: 8030 кВт⋅ч</li>
<li>Суточное: 22 кВт⋅ч</li>
</ul>
</li>
<li>Максимальный уровень шума (A): 54 дБ</li>
<li>Масса хладагента: 0,13 кг</li>
<li>Объем:
<ul>
<li>Общий: 300 л</li>
<li>Полезный: 255 л</li>
</ul>
</li>
<li>Полезная экспозиционная площадь: 0.65 м²</li>
<li>Вместимость опциональных лотков Napoli объемом 5 л:
<ul>
<li>Экспозиция: 10</li>
<li>Запасник: 10</li>
</ul>
</li>
<li>Внутренние габариты: 1200х517x232 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Гастроемкость Napoli объемом 5 л из нержавеющей стали (15301)</li>
<li>Емкость для ополаскивания совка FIJI / ISABELLA / BERMUDA (20912)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с гастроемкостями.</span></em></p>",334138,от -20 до -14 °С,220 В,1340 мм,800 мм,1343 мм,200 кг,Дания,1,1410x860x1466 мм,0,https://entero.ru/manuals/394832/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20TEFCOLD%20BERMUDA%20RV10.pdf;https://entero.ru/manuals/394833/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20TEFCOLD%20BERMUDA%20RV10.pdf,,,180 кг,напольная,255 л,10+10 шт.,0.77 кВт,360х165 мм
https://cdn.entero.ru/mp@2x/01/69/0169855046f000f0f6716e42c8256f11.jpg,Витрина для мороженого EasyBest MAGIC 12,Витрина для мороженого EasyBest MAGIC 12,782600,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/320630,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/320630"">EasyBest MAGIC 12</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена внутренней светодиодной подсветкой, 4 поворотными колесами и регулируемыми по высоте ножками. </p>

<p><b class=""o"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>2 испарителя</li>
<li>Двойное стекло с системой антизапотевания</li>
<li>Раздвижные дверцы со стороны персонала</li>
<li>Автоматическая и ручная оттайка</li>
<li>Хладагент: R404а</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 12 емкостей по 5 л (360х165х120 мм) или 8 емкостей по 7 л (360х250х80 мм)</li>
</ul>",320630,от -20 до -12 °С,220 В,1282 мм,1155 мм,1350 мм,,Китай,,,0,https://entero.ru/manuals/384952/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20EasyBest%20MAGIC%2012.jpg,832553,,262 кг,напольная,,от 8 до 15 шт.,1.17 кВт,"360х165 мм, 360x250 мм"
https://cdn.entero.ru/mp@2x/37/bd/37bdf30d94220a542f5807ab9a40b114.jpg,Витрина для мороженого Turbo air TGC-12,Витрина для мороженого Turbo air TGC-12,952549,RUB,Нет,Turbo air,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/150698,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150698"">Turbo air TGC-12</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого. Корпус выполнен из нержавеющей стали Posco, регулируемые ножки - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижнее расположение компрессора</li>
<li>Полиуретановая теплоизоляция высокой плотности</li>
<li>Испаритель с антикоррозионным покрытием</li>
<li>Статистическое охлаждение</li>
<li>Система сбора и испарения конденсата</li>
<li>Электронный контроллер</li>
</ul>

<p><b>Дополнительные характеристки:</b></p>

<ul>
<li>Тип хладагента: R-134A / R-404A</li>
<li>Температура окружающей среды: до 45 °С</li>
</ul>

<p> </p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",150698,от -23 до -13 °С,220 В,1250 мм,890 мм,1260 мм,,Ю. Корея,,,0,https://entero.ru/manuals/178445/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%20Turbo%20air.pdf,,,260 кг,напольная,261 л,12 шт.,1.05 кВт,GN 1/2
https://cdn.entero.ru/mp@2x/97/b0/97b072803a953d8aa8c39367f5818f65.jpg,Витрина для мороженого EasyBest JULY 12,Витрина для мороженого EasyBest JULY 12,968448,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/320727,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/320727"">EasyBest JULY 12</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена внутренней светодиодной подсветкой, 4 поворотными колесами и регулируемыми по высоте ножками. </p>

<p><b class=""o"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>2 испарителя</li>
<li>Двойной контур охлаждения</li>
<li>Двойное стекло с системой антизапотевания</li>
<li>Раздвижные дверцы со стороны персонала</li>
<li>Автоматическая и ручная оттайка</li>
<li>Хладагент: R404а</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 12 емкостей по 5 л (360х165х120 мм) или 8 емкостей по 7 л (360х250х80 мм)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",320727,от -20 до -12 °С,220 В,1252 мм,1092 мм,1188 мм,,Китай,,,0,,1052661,,262 кг,напольная,,от 8 до 12 шт.,1.17 кВт,"360х165 мм, 360x250 мм"
https://cdn.entero.ru/mp@2x/bc/ba/bcba8cbd423d15fa004c6e5bf04eb084.jpg,Витрина для мороженого Turbo air TIDC-70W,Витрина для мороженого Turbo air TIDC-70W,1027677,RUB,Нет,Turbo air,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/57393,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57393"">Turbo air TIDC-70W</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого. Система креплений для контейнеров с мороженым выполнена из винилового покрытия, гладкая изогнутая крышка - из стекла.</p>

<p>В комплект поставки входит пластиковая крышка, предназначенная для хранения продукции в нерабочее время.</p>

<p><em>Под заказ возможна модицификация данного оборудования для использования на морских судах.</em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая технология охлаждения стенок устраняет колебания температуры в верхней и нижней областях морозильной витрины</li>
<li>Поверхность системы отвода конденсата специально обрабатывается для защиты от коррозии, что не только увеличивает эффективность защиты от коррозии без риска утечки хладагента, но также предохраняет систему в целом от переполнения конденсатом</li>
<li>Негабаритные и сбалансированные (CFC Free R-134A, 404A) системы охлаждения (испарители и конденсаторы) обладают большой эффективностью</li>
<li>Магнитные уплотнители имеют цельную конструкцию, снимаются без инструментов, что обеспечивает простоту очистки и замены</li>
<li>Внутреннее освещение: светодиодное с независимым выключателем</li>
</ul>",57393,от -23 до -13 °С,220 В,1788 мм,665 мм,1257 мм,,Ю. Корея,,,0,https://entero.ru/manuals/26263/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Turbo%20air%20TIDC-70W.jpg;https://entero.ru/manuals/294507/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20TIDC-70W%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,190 кг,напольная,450 л,12 шт.,0.555 кВт,
https://cdn.entero.ru/mp@2x/3b/67/3b67105916f06522289add9d267e6077.jpg,Витрина для мороженого EasyBest MAGIC 18,Витрина для мороженого EasyBest MAGIC 18,1010880,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/320726,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/320726"">EasyBest MAGIC 18</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена внутренней светодиодной подсветкой, 4 поворотными колесами и регулируемыми по высоте ножками. </p>

<p><b class=""o"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>2 испарителя</li>
<li>Двойное стекло с системой антизапотевания</li>
<li>Раздвижные дверцы со стороны персонала</li>
<li>Автоматическая и ручная оттайка</li>
<li>Хладагент: R404а</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 18 емкостей по 5 л (360х165х120 мм) или 12 емкостей по 7 л (360х250х80 мм)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",320726,от -20 до -12 °С,220 В,1777 мм,1155 мм,1350 мм,,Китай,,,0,,1053000,,332 кг,напольная,,от 12 до 18 шт.,1.4 кВт,"360х165 мм, 360x250 мм"
https://cdn.entero.ru/mp@2x/14/dc/14dc312958e376354ce2b6207a3cf03f.jpg,Витрина для мороженого CRYSTAL AURA ECO 12,Витрина для мороженого CRYSTAL AURA ECO 12,1093040,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/320578,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/320578"">CRYSTAL AURA ECO 12</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена прямым фронтальным стеклом, раздвижными дверцами со стороны персонала и светодиодной подсветкой. </p>

<p><b class=""o"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>Ручная оттайка</li>
<li>Герметичный компрессор</li>
<li>Двойное стекло с системой антизапотевания</li>
<li>Откидывающееся переднее стекло под углом до 45°</li>
<li>Хладагент: R404а</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 12 емкостей по 5 л (360х165х120 мм) или 8 емкостей по 7 л (360х250х80 мм)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",320578,от -22 до -2 °С,220 В,1201 мм,1167 мм,1206 мм,,Турция,,,0,https://entero.ru/manuals/384920/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%20CRYSTAL%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/384921/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CRYSTAL.pdf,1150568,,330 кг,напольная,,от 8 до 12 шт.,1.8 кВт,"360х165 мм, 360x250 мм"
https://cdn.entero.ru/mp@2x/3b/85/3b85fd5786bb6db2b832a19dc9bf0e2d.jpg,Витрина для мороженого CRYSTAL AURA 12,Витрина для мороженого CRYSTAL AURA 12,1240824,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/320575,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/320575"">CRYSTAL AURA 12</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена внутренней и внешней светодиодной подсветкой. </p>

<p><b class=""o"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>Полугерметичный компрессор DORIN</li>
<li>Автоматическая оттайка горячим газом</li>
<li>Двойное стекло с системой антизапотевания</li>
<li>Откидывающееся переднее стекло под углом до 45°</li>
<li>Хладагент: R404а</li>
<li>Климатический класс: 7</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 12 емкостей по 5 л (360х165х120 мм) или 8 емкостей по 7 л (360х250х80 мм)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",320575,от -22 до -2 °С,380 В,1201 мм,1167 мм,1206 мм,,Турция,,,0,https://entero.ru/manuals/384914/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%20CRYSTAL%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/384915/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CRYSTAL.pdf,,,330 кг,напольная,,от 8 до 12 шт.,от 1.85 до 2.2 кВт,"360х165 мм, 360x250 мм"
