Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Гастронормированная,Вес (с упаковкой),Потребляемая мощность,Тип гастроемкости,Ширина (в упаковке),Глубина (в упаковке),Высота (в упаковке),Вместимость гастроемкостей,Охлаждение,Количество полок,Холодильный агрегат,Экспозиц. площадь
https://cdn.entero.ru/mp@2x/45/c0/45c0683a936eb6bb32689b4b22f8ffa8.jpg,"Витрина холодильная KAYMAN К-ВХ-1,8","Витрина холодильная KAYMAN К-ВХ-1,8",75836,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/80582,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80582"">KAYMAN К-ВХ-1,8</a></b> предназначена для охлаждения, кратковременного хранения и демонстрации бутербродов, мяса, птицы, салатов и десертов на предприятиях общественного питания и торговли. Модель оснащена холодильным агрегатом Electrolux. Оборудование работает на хладагенте R134a. Экспозиционная поверхность выполнена из шлифованной нержавеющей стали, ночные шторки - из оргстекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p>​<b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребление электроэнергии: 2,9 кВт/сутки</li>
<li>Цвет корпуса: черный</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель другого размера.</span></em></p>",80582,от 0 до 8 °С,220 В,,1790 мм,370 мм,260 мм,46 кг,Россия,1,1830x430x330 мм,0,https://entero.ru/manuals/293016/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20KAYMAN%20%D0%9A-%D0%92%D0%A5-1_8.doc,,,43 кг,для готовых блюд,,Да,,0.1208 кВт/ч,GN 1/3,,,,8,статическое,,встроенный,1400х305 мм
https://cdn.entero.ru/mp@2x/7e/1d/7e1d170e943f9494549d277027525cff.jpg,"Витрина холодильная KAYMAN К-ВХ-1,8 суши","Витрина холодильная KAYMAN К-ВХ-1,8 суши",75836,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/80588,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80588""><b class=""b"">KAYMAN К-ВХ-1,8</b></a> предназначена для охлаждения, кратковременного хранения и демонстрации суши на предприятиях общественного питания и торговли. Модель оснащена холодильным агрегатом Electrolux. Оборудование работает на хладагенте R134a. Экспозиционная поверхность выполнена из шлифованной нержавеющей стали, ночные шторки - из оргстекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребление электроэнергии: 3,9 кВт/сутки</li>
<li>Цвет корпуса: черный</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель другого размера.</span></em></p>",80588,от 5 до 10 °С,220 В,,1790 мм,370 мм,260 мм,50 кг,Россия,1,1850x440x320 мм,0,https://entero.ru/manuals/293017/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20KAYMAN%20%D0%9A-%D0%92%D0%A5-1_8%20%D1%81%D1%83%D1%88%D0%B8.doc,,,43 кг,для суши,,Да,,0.1625 кВт/ч,,,,,,статическое,,встроенный,1260х305 мм
https://cdn.entero.ru/mp@2x/f4/30/f4301ed6ed6a93b9d62d943abdc508ba.jpg;https://cdn.entero.ru/mp@2x/41/06/4106392a2a919a608a1528af19ba15bf.jpg;https://cdn.entero.ru/mp@2x/67/9f/679fa37f6a08811187401d4587800b33.jpg,Витрина холодильная VIATTO VRX 1800/330,Forcool VRX 1800/330,76824,RUB,Нет,VIATTO,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/57633,"<p>Настольная холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57633"">VIATTO VRX 1800/330</a> </b>предназначена для демонстрации, охлаждения и кратковременного хранения продуктов питания на предприятиях общественного питания и торговли.</p>

<p>Оборудование работает по принципу <a href=""http://entero.ru/info/300"">статического охлаждения</a> при помощи использования электронного термостата, оснащено цифровым дисплеем. Корпус витрины выполнен из нержавеющей стали, верхняя часть - из прямого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цифровой дисплей</li>
<li>Энергопотребление в сутки: 1,6 кВт/ч</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях. На фото изображена модель VRX 1500/330.</span></em></p>",57633,от 2 до 8 °С,220 В,0.15 кВт,1800 мм,335 мм,435 мм,65 кг,Китай,1,1900x435x535 мм,0,https://entero.ru/manuals/293189/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VRX%201800_330.pdf;https://entero.ru/manuals/293190/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/464619/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VRX%201800_330.pdf;https://entero.ru/manuals/464620/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,80867,,57 кг,для готовых блюд,,Да,,0.066 кВт/ч,GN 1/4,,,,9,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/80/3c/803c3571327de18ca5a4533efc6c4a59.jpg,Витрина холодильная Техно-ТТ МВО-620 с крышкой,124272,76974,RUB,Нет,Техно-ТТ,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/182097,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182097""><b class=""b"">Техно-ТТ МВО-620</b></a> предназначена для кратковременного хранения заготовок, ингредиентов для блюд, свежих овощей и других скоропортящихся продуктов на предприятиях общественного питания и торговли. Модель оснащена контроллером с термочувствительным датчиком для автоматической регулировки температуры, откидной крышкой и кронштейном для крепления на стол для пиццы с каменным бортом. Корпус изделия и крышка выполнены из нержавеющей стали AISI 430.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Равномерное охлаждение продуктов</li>
<li>Теплоизоляция корпуса</li>
<li>Разделение на несколько гастроотделов позволяет хранить широкий ассортимент продуктов</li>
<li>Простое управление</li>
<li>Низкое энергопотребление</li>
<li>Компактный размер</li>
<li>Компрессор - Китай</li>
<li>Хладагент - R134</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезная площадь ванны: 0,6 м<sup>2</sup></li>
<li>Объем ванны: 0,09 м<sup>3</sup></li>
<li>​Глубина ванны: 150 мм</li>
<li>Мощность компрессора: 0,15 кВт</li>
<li>Допустимая температура окружающего воздуха: от 15 до 25 °С</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",182097,от 2 до 7 °С,220 В,0.1 кВт,2280 мм,385 мм,290 мм,41 кг,Россия,1,2460x565x470 мм,0,https://entero.ru/manuals/211507/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9C%D0%92%D0%9E-620.pdf;https://entero.ru/manuals/211506/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,81025,,36 кг,для ингредиентов,,Да,,,GN 1/3,,,,11,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/c3/e9/c3e9cf47cc41f5e612ec4fe7cad204f9.jpg,Витрина холодильная для топпингов КАМИК ВХ-344112,Витрина холодильная для топпингов КАМИК ВХ-344112,77291,RUB,Нет,КАМИК,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/301205,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301205"">КАМИК ВХ-344112</a></b> используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения топпингов. Модель оборудована защитным стеклянным куполом и 4 ножками. Корпус выполнен из нержавеющей стали AISI 430 толщиной 1 мм. Изделие поставляется в разобранном виде.</p>",301205,от 6 до 9 °С,220 В,0.2 кВт,1400 мм,400 мм,490 мм,38 кг,Россия,,,0,,82224,,,для ингредиентов,,,,,GN 1/3,,,,5,,,,
https://cdn.entero.ru/mp@2x/01/25/01254dea206d2064803dc05e134721ab.jpg,Витрина холодильная HICOLD VRS 4 GN,294217,77430,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/226281,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226281""><b class=""b"">HICOLD VRS 4 GN </b></a>предназначена для демонстрации, охлаждения и кратковременного хранения напитков, салатов, десертов и других готовых блюд и скоропортящихся продуктов на предприятиях общественного питания и торговли.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Охлаждаемая площадь: 0,67 м<sup>2</sup></li>
</ul>",226281,от 2 до 10 °С,220 В,0.15 кВт,1357 мм,817 мм,407 мм,34 кг,Россия,1,1400x700x600 мм,0,https://entero.ru/manuals/445253/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20VRS%204%20GN.pdf;https://entero.ru/manuals/445254/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/445255/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,универсальная,,Да,,,GN 1/1,,,,4,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/45/eb/45ebb99a2ff4cacedcd9948a14bc0b2c.jpg,Витрина холодильная Finist ToppingBox НХВсм-9 с моллированным стеклом,"НХВ-9 НХВсм, с молированным стеклом",77476,RUB,Нет,Finist,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/316983,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/316983""><b class=""b"">Finist ToppingBox НХВсм-9</b></a> предназначена для демонстрации и кратковременного хранения подготовленных начинок и топпингов для пиццы, блинов, лапши WOK, а также мясных изделий и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена камерой для размещения гастроемкостей, куполом с моллированным выпуклым остеклением, устойчивыми опорами, кабелем питания и кнопочной панелью управления с цифровым дисплеем. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входят в комплект поставки и приобретаются отдельно. </span></p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Автоматическая оттайка испарителя</li>
<li>Контроллер с микропроцессорным блоком</li>
<li>Простое управление с помощью удобного меню</li>
<li>Индикация температуры, питания и кодов неисправностей на дисплее</li>
<li>Возможность использования крышки агрегата в качестве платформы для размещения вспомогательных предметов</li>
<li>Энергосберегающий цельнозаливной корпус</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Компрессор: Aspera, ACC, Electrolux, L'unite hermetique</li>
<li>Продуманная конструкция для легкости очистки и дезинфекции поверхностей</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 28 °С</li>
<li>Относительная влажность: 60%</li>
</ul>
</li>
<li>Максимальное суточное энергопотребление: 1,04 кВт⋅ч</li>
<li>Максимальная высота гастроемкостей: 150 мм</li>
<li>Стандартное размещение гастроемкостей: 9хGN1/3</li>
<li>Соответствие количества и размерности для альтернативного размещения гастроемкостей:
<ul>
<li>1хGN1/3 = 2хGN1/6 = 3хGN1/9</li>
<li>1хGN2/3 = 2хGN1/3 </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полимерное покрытие корпуса с вариантами цветового исполнения</li>
<li>Гастроемкость GN1/3 высотой 150 мм</li>
<li>Просветленное стекло</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",316983,от 2 до 7 °С,220 В,0.13 кВт,1980 мм,390 мм,510 мм,,Россия,,,0,https://entero.ru/manuals/381144/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20ToppingBox%20%D0%9D%D0%A5%D0%92%D1%81%D0%BC-9.pdf;https://entero.ru/manuals/519201/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,84213,,,для ингредиентов,,Да,,,GN 1/3,,,,9,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/84/cc/84cc50bbdadfc9cc051ff1ff67feaf78.jpg,Витрина холодильная Finist ToppingBox НХВсп-10 с прямоугольным стеклом,"НХВ-10 НХВсп, с прямоугольным стеклом",77585,RUB,Нет,Finist,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/319758,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319758""><b class=""b"">Finist ToppingBox НХВсп-10</b></a> предназначена для демонстрации и кратковременного хранения подготовленных начинок и топпингов для пиццы, блинов, лапши WOK, а также мясных изделий и полуфабрикатов на предприятиях общественного питания и торговли. Прямоугольный купол предотвращает попадание в гастроемкости посторонних предметов. Цельнозаливной корпус выполнен из высококачественной нержавеющей стали, отличающейся прочностью и долговечностью, купол - из стекла.</p>

<p><span style=""color:#FF0000;"">Гастроемкости в комплект поставки не входят.</span></p>

<p><!--

<p--><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Автоматическая оттайка испарителя</li>
<li>Микропроцессорный блок управления</li>
<li>Компрессор: Aspera, ACC, Electrolux, Lunite, Рermetique</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребление электроэнергии за сутки: до 1,04 кВт</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Покрытие корпуса с вариантами цветового исполнения</li>
<li>Гастроемкости 10 GN1/3х150</li>
</ul>",319758,от +2 до +7 °С,220 В,0.13 кВт,2160 мм,390 мм,510 мм,,Россия,,,0,https://entero.ru/manuals/384261/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20ToppingBox%20%D0%9D%D0%A5%D0%92%D1%81%D0%BF-10.pdf;https://entero.ru/manuals/384262/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%86%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%20Finist.pdf;https://entero.ru/manuals/519206/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,80818,,,для ингредиентов,,Да,,,GN 1/3,,,,10,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/5b/da/5bda4355f2dd3a7469090062d6926926.jpg;https://cdn.entero.ru/mp@2x/bb/ac/bbacd9cb9a4ce9d307f39ada9ae7cb6e.jpg;https://cdn.entero.ru/mp@2x/6f/48/6f488173d066fb8043ace161383663e3.jpg,Витрина холодильная TEFCOLD VK38-150,VK38-150-I,77711,RUB,Нет,TEFCOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/41306,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41306""><b class=""b"">TEFCOLD VK33-150</b></a> предназначена для кратковременного хранения и демонстрации готовых салатов, мясных или рыбных закусок, а также ингредиентов для них на предприятиях общественного питания и торговли. Корпус и внутренняя обшивка выполнены из нержавеющей стали.</p>

<p>Гастроемкости в комплект поставки не входят.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Механическое размораживание</li>
<li>Хладагент: R600a</li>
<li>Электронный термостат</li>
<li>Стеклянный гнутый колпак</li>
<li>Градусник</li>
<li>Регулируемые по высоте ножки</li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6х GN 1/3 глубиной 150 мм</li>
<li>Перегородки:
<ul>
<li>5 длинных</li>
<li>4 коротких</li>
</ul>
</li>
<li>Уровень шума: 47 дБ</li>
<li>Подзарядка хладагентом: 0,04 кг</li>
<li>Внутренние размеры: 1145x305x155 мм</li>
<li>Габариты в упаковке: 1580x440x310 мм</li>
</ul>",41306,от 2 до 10 °С,220 В,0.112 кВт,1500 мм,395 мм,434 мм,,Дания,,,0,,81801,,51 кг,универсальные,54 л,Да,,0.17 кВт/ч,GN 1/3,,,,6,,,встроенный,
https://cdn.entero.ru/mp@2x/f5/cd/f5cd851a75e99218ea6deafcfc047c42.jpg,Витрина холодильная HICOLD VRTG 2280 к PZ3 (1/4),284388,77726,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/311544,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311544""><b class=""b"">HICOLD VRTG 2280</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена стеклянной надстройкой и специальным креплением для стола. Изделие выполнено из нержавеющей стали.</p>

<p>Витрина совместима с холодильным столом <a href=""https://entero.ru/item/35339"">PZ3-1111/GN</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с ножками.</span></em></p>",311544,от 2 до 7 °С,220 В,0.15 кВт,2280 мм,325 мм,459 мм,107 кг,Россия,1,2450x580x540 мм,0,https://entero.ru/manuals/373730/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTG.pdf;https://entero.ru/manuals/439859/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/439860/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для ингредиентов,76 л,Да,,,GN 1/4,,,,11,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/b8/1f/b81fdd25072734c9364f884b7d3d8cc4.jpg,Витрина холодильная HICOLD VRS 4 GN S с полкой,294218,77865,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/226282,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226282""><b class=""b"">HICOLD VRS 4 GN S </b></a>предназначена для демонстрации, охлаждения и кратковременного хранения напитков, салатов, десертов и других готовых блюд и скоропортящихся продуктов на предприятиях общественного питания и торговли. Модель оснащена стеклянной полкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Охлаждаемая площадь: 0,67 м<sup>2</sup></li>
<li>Размер полки: 1341х250 мм</li>
</ul>",226282,от 2 до 10 °С,220 В,0.15 кВт,1357 мм,817 мм,407 мм,34 кг,Россия,1,1400x600x700 мм,0,https://entero.ru/manuals/445257/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20VRS%204%20GN%20S%20%D1%81%20%D0%BF%D0%BE%D0%BB%D0%BA%D0%BE%D0%B9.pdf;https://entero.ru/manuals/445259/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/445260/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,универсальная,,Да,,,GN 1/1,,,,4,статическое,1,встроенный,
https://cdn.entero.ru/mp@2x/3c/20/3c20ec8aace0f03df2ccc93deae1d002.jpg,Витрина холодильная HICOLD VRTG 2280 (1/4),284330,77987,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/311491,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311491""><b class=""b"">HICOLD VRTG 2280</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена стеклянной надстройкой и ножками. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>",311491,от 2 до 7 °С,220 В,0.15 кВт,2280 мм,325 мм,459 мм,107 кг,Россия,1,2450x580x540 мм,0,https://entero.ru/manuals/373643/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTG%202280.pdf;https://entero.ru/manuals/439879/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/439880/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,84768,,,для ингредиентов,76 л,Да,,,GN 1/4,,,,11,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/d3/fa/d3fab284b08a7195e95ad2f41f4d9169.jpg,Витрина холодильная HICOLD VRC 70,294047,78300,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/129274,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129274"">HICOLD VRC 70</a></b> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения напитков, салатов, десертов и других готовых блюд и скоропортящихся продуктов. Модель оснащена 2 вместительными полками. Корпус выполнен из нержавеющей стали и однокамерного стеклопакета.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Динамическая система охлаждения</a></li>
<li>Автоматическая оттайка</li>
<li>Электронная система управления</li>
<li>Светодиодная подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: 350х300 мм</li>
<li>Распределенная статическая нагрузка на полку: 5 кг</li>
</ul>",129274,от 4 до 10 °С,220 В,0.22 кВт,485 мм,400 мм,850 мм,30 кг,Россия,1,495x410x950 мм,0,https://entero.ru/manuals/447295/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20VRC%2070.pdf;https://entero.ru/manuals/447296/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/447297/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,81563,,,универсальная,70 л,,,,,,,,,динамическое,2,встроенный,
https://cdn.entero.ru/mp@2x/a1/9f/a19fa3f60789d847644a8715ab99b1c4.jpg,Витрина холодильная HICOLD VRC T 70 Beige,294054,78300,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/129281,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129281"">HICOLD VRC T 70 Beige</a></b> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения напитков, салатов, десертов и других готовых блюд и скоропортящихся продуктов. Модель оснащена 2 вместительными полками. Корпус выполнен из окрашенной стали и однокамерного стеклопакета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сквозная конструкция</li>
<li><a href=""http://entero.ru/info/300"">Динамическая система охлаждения</a></li>
<li>Автоматическая оттайка</li>
<li>Электронная система управления</li>
<li>Светодиодная подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: 350х300 мм</li>
<li>Распределенная статическая нагрузка на полку: 5 кг</li>
<li>Цвет: бежевый</li>
</ul>",129281,от 4 до 10 °С,220 В,0.22 кВт,485 мм,400 мм,850 мм,30 кг,Россия,1,600x500x950 мм,0,https://entero.ru/manuals/447329/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20VRC%20T%2070%20Beige.pdf;https://entero.ru/manuals/447330/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/447331/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,универсальная,70 л,,,,,,,,,динамическое,2,встроенный,
