Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Длина планки,Двойная запайка
https://cdn.entero.ru/mp@2x/25/d9/25d9e9412cbb571cad277ba247f83170.jpg;https://cdn.entero.ru/mp@2x/12/e6/12e6b9fc660f0fc5dbce672fc273c5b7.jpg;https://cdn.entero.ru/mp@2x/e2/f5/e2f56e51fd31fd90b719d5bb6537dd37.jpg,Контейнер вакуумный Status VAC-RD-075 белый,Контейнер вакуумный Status VAC-RD-075 белый,1779,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194475,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194475""><b class=""b"">Status VAC-RD-075 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет круглую форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумных контейнерах VAC-RD-15 и VAC-RD-25</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,75 л</li>
<li>Диаметр контейнера: 130 мм</li>
<li>Высота контейнера: 100 мм</li>
<li>Габариты с крышкой: 155х130х100 мм</li>
<li>Вес: 0,31 кг</li>
<li>Цвет крышки: белый</li>
</ul>",194475,,,,,,,,,,0,https://entero.ru/manuals/226844/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-RD-075.pdf,2281,,,,,,
https://cdn.entero.ru/mp@2x/d9/1f/d91fe16e182608a27cec5fee00f7a12a.jpg;https://cdn.entero.ru/mp@2x/53/90/539048c5e1356a7fcb516ae8360b591b.jpg;https://cdn.entero.ru/mp@2x/a2/c2/a2c20e943338ad6c035c458436068f34.jpg;https://cdn.entero.ru/mp@2x/2f/ba/2fbadd4b2400ec952afc6df18bbd43b3.jpg,Пакеты вакуумные CASO VC 20*30,Пакеты вакуумные CASO VC 20*30,2189,RUB,Нет,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/170376,"<p>Вакуумные пакеты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170376"">CASO VC 20*30</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
<li>В комплекте стикеры с QR-кодом, позволяющие через мобильное приложение отслеживать количество и сроки хранения продуктов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры пакета: 200х300 мм</li>
<li>Количество в упаковке: 50</li>
<li>Толщина: 150 мкм</li>
<li>Время кипячения при 100 °С: до 4 ч</li>
<li>Нагрев в микроволновой печи: до 70 °С</li>
</ul>",170376,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/7b/95/7b9538b5a0430175a497ed8e34b00560.jpg;https://cdn.entero.ru/mp@2x/61/77/61775d43bf1fddbd7e8e874ba788f031.jpg;https://cdn.entero.ru/mp@2x/db/12/db1250adb72368e6e3c403333c2261ac.jpg,Контейнер вакуумный Status VAC-REC-14 синий,Контейнер вакуумный Status VAC-REC-14 синий,2626,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194405,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194405""><b class=""b"">Status VAC-REC-14 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумном контейнере VAC-REC-20</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1,4 л</li>
<li>Размер контейнера: 225х155х85 мм</li>
<li>Габариты с крышкой: 240х157х90 мм</li>
<li>Вес: 0,52 кг</li>
<li>Цвет крышки: синий</li>
</ul>",194405,,,,,,,,,,0,https://entero.ru/manuals/226820/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-14.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/34/e5/34e5a9d05b2df94d1de1307a3219daaa.jpg;https://cdn.entero.ru/mp@2x/77/57/7757311ef244c288ae27440ee15219c8.jpg;https://cdn.entero.ru/mp@2x/18/63/1863578e9841b06d6be858dc05fa4caa.jpg,Контейнер вакуумный Status VAC-REC-20 зеленый,Контейнер вакуумный Status VAC-REC-20 зеленый,2804,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194419,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194419""><b class=""b"">Status VAC-REC-20 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумном контейнере VAC-REC-14</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер контейнера: 225х155х115 мм</li>
<li>Габариты с крышкой: 240х157х120 мм</li>
<li>Вес: 0,54 кг</li>
<li>Цвет крышки: зеленый</li>
</ul>",194419,,,,,,,,,,0,https://entero.ru/manuals/226827/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-20.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/1f/a3/1fa3abd2c03f538c2d11cf3102edb6f6.jpg;https://cdn.entero.ru/mp@2x/c6/32/c632137619d5f4133415c611dbe1493b.jpg;https://cdn.entero.ru/mp@2x/f6/02/f602579e2ca790f2569fb6c0ada23f38.jpg;https://cdn.entero.ru/mp@2x/25/5c/255c6e97c420558c5b9beb5cdb59c419.jpg,Пленка для вакуумной упаковки CASO VC 28*600,Пленка для вакуумной упаковки CASO VC 28*600,2986,RUB,Нет,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194920,"<p>Пленка для вакуумной упаковки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194920"">CASO VC 28*600</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделие выполнено из безопасного для пищевых продуктов, не содержащего бисфенол А, многослойного материала PA/PE.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>Прозрачная</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
<li>Стикеры с QR-кодом позволяют через мобильное приложение отслеживать количество и сроки хранения продуктов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер рулона: 280х6000 мм</li>
<li>Количество в упаковке: 2</li>
<li>Толщина: 150 мкм</li>
<li>Время кипячения при 100 °С: до 8 ч</li>
<li>Нагрев в микроволновой печи: до 70 °С</li>
</ul>",194920,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/57/7d/577d7e1e12e680aaf8c2092ee6f3c74d.jpg;https://cdn.entero.ru/mp@2x/04/fd/04fd588b74113f15042ce9cd5271e311.jpg;https://cdn.entero.ru/mp@2x/6f/95/6f95fb71e319460c67e5dd09a0011da9.jpg;https://cdn.entero.ru/mp@2x/49/0d/490da8e7355acccc0317bde9b0a60fa7.jpg,Контейнер вакуумный Status VAC-REC-30 оранжевый,Контейнер вакуумный Status VAC-REC-30 оранжевый,3768,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194444,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194444""><b class=""b"">Status VAC-REC-30 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумном контейнере VAC-REC-45</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 3 л</li>
<li>Размер контейнера: 295х185х115 мм</li>
<li>Габариты с крышкой: 305х190х120 мм</li>
<li>Вес: 0,83 кг</li>
<li>Цвет крышки: оранжевый</li>
</ul>",194444,,,,,,,,,,0,https://entero.ru/manuals/226835/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-30.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/8a/20/8a20d79254651a51492db47a395c82e2.jpg;https://cdn.entero.ru/mp@2x/6c/54/6c5453a10237fc6c3d07035bd2669800.jpg;https://cdn.entero.ru/mp@2x/a5/79/a579101d714db7aa58bf99b9b8d75182.jpg;https://cdn.entero.ru/mp@2x/07/72/0772870914f7108999ac643c3e40aa02.jpg,Пакеты вакуумные CASO VC 30*40,Пакеты вакуумные CASO VC 30*40,3783,RUB,Нет,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/170377,"<p>Вакуумные пакеты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170377"">CASO VC 30*40</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
<li>В комплекте стикеры с QR-кодом, позволяющие через мобильное приложение отслеживать количество и сроки хранения продуктов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры пакета: 300х400 мм</li>
<li>Количество в упаковке: 50</li>
<li>Толщина: 150 мкм</li>
<li>Время кипячения при 100 °С: до 4 ч</li>
<li>Нагрев в микроволновой печи: до 70 °С</li>
</ul>",170377,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/16/a5/16a5220e4caaaed22a2666b329f44f36.jpg,Набор крышек для вакуумирования Status LID Set,Набор крышек для вакуумирования Status LID Set,3826,RUB,Нет,Status,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/227521,"<p>Набор крышек для вакуумирования <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227521""><b class=""b"">Status LID Set</b></a> используется совместно с вакуумными упаковщиками в частных домах и квартирах для упаковки в вакуум продуктов питания, жидкости и готовых блюд для увеличения срока хранения. Крышки выполнены из ABS-пластика, прокладки на крышках, насосе и клапанах- из силикона.</p>

<p>В комплект поставки входят 5 крышек диаметром 60 мм, 82 мм, 135 мм, 210 мм, 255 мм и ручной вакуумный насос.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр посуды:
<ul>
<li>Крышка 1: от 25 до 50 мм</li>
<li>Крышка 2: от 40 до 75 мм</li>
<li>Крышка 3: от 60 до 120 мм</li>
<li>Крышка 4: от 100 до 200 мм</li>
<li>Крышка 5: от 185 до 245 мм</li>
</ul>
</li>
</ul>",227521,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/88/99/8899273468ff0be91882b46f3816aa55.jpg;https://cdn.entero.ru/mp@2x/7f/c1/7fc1983115d4090ecf9a93ae64529823.jpg;https://cdn.entero.ru/mp@2x/f7/f9/f7f90e5a1f6aba8e6a56229c887765ba.jpg;https://cdn.entero.ru/mp@2x/5e/b6/5eb6a5484d19c8f85e8d19e3a8713130.jpg,Пленка для вакуумной упаковки CASO VC 40*1000,Пленка для вакуумной упаковки CASO VC 40*1000,4380,RUB,Нет,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194913,"<p>Пленка для вакуумной упаковки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194913"">CASO VC 40*1000</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделие выполнено из безопасного для пищевых продуктов, не содержащего бисфенол А, многослойного материала PA/PE.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>Прозрачная</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
<li>Стикеры с QR-кодом позволяют через мобильное приложение отслеживать количество и сроки хранения продуктов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер рулона: 400х10000 мм</li>
<li>Количество в упаковке: 1</li>
<li>Толщина: 150 мкм</li>
<li>Время кипячения при 100 °С: до 8 ч</li>
<li>Нагрев в микроволновой печи: до 70 °С</li>
</ul>",194913,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/bc/b7/bcb7c0b5f2424bf57565951452034fc9.jpg;https://cdn.entero.ru/mp@2x/0d/81/0d818a6ab74df6753c09fe38188dd0fc.jpg,Набор вакуумных контейнеров Status VAC-Glass-Set белый,Набор вакуумных контейнеров Status VAC-Glass-Set белый,7380,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194595,"<p>Набор вакуумных контейнеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194595""><b class=""b"">Status VAC-Glass-Set </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. В набор входят 3 контейнера разных размеров с крышками и ручной насос. Контейнеры выполнены из боросиликатного стекла, крышки - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Индикатор даты на крышке (месяц, число)</li>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке (без крышки)</li>
<li>Можно использовать в духовке (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять контейнерам друг на друге</li>
<li>Хранение пустых контейнеров внутри друг друга</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,5/1,5/3 л</li>
<li>Диапазон допустимых температур: от -20 до 300 °С</li>
<li>Цвет крышек: белый</li>
</ul>",194595,,,,,,,,,,0,https://entero.ru/manuals/226925/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-Glass-Set.pdf,10250,,,,,,
https://cdn.entero.ru/mp@2x/bf/d0/bfd0629c5b385a32380d21ee7737082d.jpg,Рулоны вакуумные Status VB253003-ECO 3 шт.,Рулоны вакуумные Status VB253003-ECO 3 шт.,1186,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/302523,"<p>Вакуумные рулоны <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302523""><b class=""b"">Status VB253003-ECO </b></a>используется совместно с вакуумными упаковщиками для вакуумирования продуктов в домашних условиях. Пленка изготовлена из двух слоев - полиамида и полиэтилена. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальные насечки на поверхности плёнки</li>
<li>Форма ребристого профиля позволяет вакууматору легко и эффективно извлекать воздух</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина пленки: 90 мкм</li>
</ul>",302523,,,,,,,,,,0,,1603,,,,,,
https://cdn.entero.ru/mp@2x/03/ab/03ab2d0cedb211de3c126ff025eea4b6.jpg;https://cdn.entero.ru/mp@2x/a2/e4/a2e457580d66d0d26fc367825636ae59.jpg;https://cdn.entero.ru/mp@2x/cd/0e/cd0ec5c3a9421746009771cc782767c1.jpg,Контейнер вакуумный Status VAC-REC-05 синий,Контейнер вакуумный Status VAC-REC-05 синий,1245,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194391,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194391""><b class=""b"">Status VAC-REC-05 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумном контейнере VAC-REC-08</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,5 л</li>
<li>Размер контейнера: 155х90х85 мм</li>
<li>Габариты с крышкой: 165х90х85 мм</li>
<li>Вес: 0,26 кг</li>
<li>Цвет крышки: синий</li>
</ul>",194391,,,,,,,,,,0,https://entero.ru/manuals/226809/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-05.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/55/b0/55b05f9655eb85dda72782be6b6f043b.jpg,Контейнер вакуумный Status VAC-REC-05 Red,Контейнер вакуумный Status VAC-REC-05 Red,1245,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/302518,"<p>Вакуумный контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302518"">Status VAC-REC-05 Red</a> </b>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена индикаторами даты (месяц и число) и вакуума на крышке. Изделие выполнено из тритана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Может быть установлен сверху на вакуумный контейнер (0,8 л)</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,5 л</li>
<li>Размер контейнера: 155х90х85 мм</li>
<li>Цвет крышки: красный</li>
</ul>",302518,,,,,,,,,,0,https://entero.ru/manuals/362430/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-05%20Red.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/eb/56/eb566b0f68c08bb46aec46d2f46c9534.jpg;https://cdn.entero.ru/mp@2x/27/82/27820aebea88191dda8fe5ab326afb75.jpg;https://cdn.entero.ru/mp@2x/d5/18/d51890ae95046c1232e2834ef133030e.jpg,Пленка для вакуумной упаковки Ellrona FreshVACpro 20*600,Пленка для вакуумной упаковки Ellrona FreshVACpro 20*600,1289,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194963,"<p>Пленка для вакуумной упаковки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194963"">Ellrona FreshVACpro 20*600</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделие выполнено из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура </li>
<li>Прозрачная</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер рулона: 200х6000 мм</li>
<li>Количество в упаковке: 2</li>
<li>Толщина: 140 мкм</li>
<li>Время кипячения при 95 °С: до 4 ч</li>
<li>Нагрев в микроволновой печи: до 70 °С</li>
</ul>",194963,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/e2/26/e226829165fd617b61b50db06e74334a.jpg;https://cdn.entero.ru/mp@2x/56/67/56673a8b1889b1473be583bfeb8bc889.jpg;https://cdn.entero.ru/mp@2x/40/4d/404dad0a177f71374302f677d3b7a4df.jpg;https://cdn.entero.ru/mp@2x/a3/ce/a3ce3f66c370c60461f9fd7efa9b66a6.jpg,Пакеты вакуумные CASO VC 16*23,Пакеты вакуумные CASO VC 16*23,1392,RUB,Нет,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/170373,"<p>Вакуумные пакеты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170373"">CASO VC 16*23</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Прочный сварной шов</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
<li>В комплекте стикеры с QR-кодом, позволяющие через мобильное приложение отслеживать количество и сроки хранения продуктов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры пакета: 160х230 мм</li>
<li>Количество в упаковке: 50</li>
<li>Толщина: 150 мкм</li>
<li>Время кипячения при 100 °С: до 4 ч</li>
<li>Нагрев в микроволновой печи: до 70 °С</li>
</ul>",170373,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/f9/5a/f95ad3047f11cf36f7daaf095afc0148.jpg;https://cdn.entero.ru/mp@2x/d1/9e/d19ef4db28c4040571a77b33304e17f0.jpg;https://cdn.entero.ru/mp@2x/ea/eb/eaebea7be6a6e3c8b3c14a31cceb307e.jpg,Контейнер вакуумный Status VAC-RD-075 синий,Контейнер вакуумный Status VAC-RD-075 синий,1557,RUB,Нет,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194472,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194472""><b class=""b"">Status VAC-RD-075 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет круглую форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумных контейнерах VAC-RD-15 и VAC-RD-25</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,75 л</li>
<li>Диаметр контейнера: 130 мм</li>
<li>Высота контейнера: 100 мм</li>
<li>Габариты с крышкой: 155х130х100 мм</li>
<li>Вес: 0,31 кг</li>
<li>Цвет крышки: синий</li>
</ul>",194472,,,,,,,,,,0,https://entero.ru/manuals/226840/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-RD-075.pdf,,,,,,,
