Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Количество зон нагрева,Структура верхней поверхности,Структура нижней поверхности,Размер рабочей поверхности
https://cdn.entero.ru/mp@2x/45/02/450287581a41a263d1a4db0b17c0a595.jpg;https://cdn.entero.ru/mp@2x/cf/1d/cf1db8a96f8bd4b851526c1b0af45e25.jpg;https://cdn.entero.ru/mp@2x/cd/ad/cdad7fefa6005fe57b81ebed23187955.jpg;https://cdn.entero.ru/mp@2x/79/37/79370dc955271c7d71308891967b7dcd.jpg;https://cdn.entero.ru/mp@2x/16/ab/16ab99e73a4d42ba247c8d0c795071b4.jpg,Гриль барбекю Steba Steba VG 350,Гриль барбекю Steba Steba VG 350,35403,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225693,"<p>Гриль барбекю<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225693"">Steba VG 350</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена паровым клапаном, терморегулятором, светодиодным интикатором нагрева, лотком для стока жира, съемной решеткой с антипригарным покрытием и съемной крышкой на петлях.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка температуры</li>
<li>Встроенный нагревательный элемент</li>
<li>Двухзонная решетка с гладкой и рифленой поверхностями</li>
<li>Защита от перегрева</li>
<li>Устойчивый штатив с большой полкой</li>
<li>Наличие крышки позволяет лучше сохранять вкус и форму продукта</li>
<li>Функция снижения количества жира</li>
<li>Функция настольного гриля</li>
<li>Термоизолированные ручки</li>
<li>Простота очистки</li>
<li>Цвет: черный</li>
</ul>",225693,220 В,2.2 кВт,570 мм,670 мм,1070 мм,,,,0,https://entero.ru/manuals/272419/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%20350.pdf,,10.5 кг,Германия,Китай,1,,"одна гладкая, одна рифленая",550x410
https://cdn.entero.ru/mp@2x/af/6d/af6d7999e5a1a9682ae0bfc114fea02d.jpg;https://cdn.entero.ru/mp@2x/f1/76/f176bc08665df382cbf98c6fb7600dc8.jpg;https://cdn.entero.ru/mp@2x/f4/96/f496fc4bdc9bb36ba5b86e75874e08e7.jpg;https://cdn.entero.ru/mp@2x/aa/12/aa12300d987108587ddbf9abcc3f4263.jpg;https://cdn.entero.ru/mp@2x/07/75/0775ec05aa9b407d390ee4cf96cc6bde.jpg;https://cdn.entero.ru/mp@2x/ef/b3/efb381b671ddac6749e2dc505207b83c.jpg;https://cdn.entero.ru/mp@2x/8b/5e/8b5e0c9a880b37ccccdffd6a9e5a9d12.jpg;https://cdn.entero.ru/mp@2x/57/dd/57ddfa9fbb21cb1fa6896428523fc306.jpg,Гриль Steba VG 7000,Гриль Steba VG 7000,82526,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/374812,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374812"">Steba VG 7000</a></b> предназначен для жарки мяса, рыбы и овощей на улице. Модель оснащена инновационной плавной регулировкой мощности для предотвращения скачков температуры нагрева, дисплеем, съемными решетками и панелью. Колеса обеспечивают удобство перемещения. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный гриль</li>
<li>2 области нагрева с индивидуальной регулировкой температуры</li>
<li>Дисплей с отображением выбранной мощности в процентах</li>
<li>2 большие литые пластины гриля с решеткой и плоской поверхностью для жарки продуктов</li>
<li>Поддон для сбора жира и жидкости</li>
<li>2 боковые складные полки</li>
<li>Большое пространство для хранения принадлежностей с полкой и дверцами</li>
<li>Крючки для подвешивания принадлежностей для барбекю</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева: до 300 °С</li>
<li>Общий размер гриля: 540x320 мм</li>
<li>Размер боковых полок: 320x385 мм</li>
<li>Цвет: черный, нержавеющая сталь</li>
</ul>",374812,220 В,2.8 кВт,1225 мм,510 мм,1150 мм,39 кг,,,0,,86869,,Германия,Китай,,,"одна гладкая, одна рифленая",
https://cdn.entero.ru/mp@2x/e5/72/e572d80eece8ebbc05c8022f73cc42f5.jpg,Гриль-барбекю электрический Barazza 1PBFBQ satin stainless steel встраиваемый,1PBFBQ,109990,RUB,Да,Barazza,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/343083,"<p>Встраиваемый электрический гриль-барбекю <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343083""><b class=""b"">Barazza 1PBFBQ </b></a>предназначен для приготовления большого ассортимента блюд из мяса, морепродуктов, грибов и овощей, а также выпечки в домашних условиях. Модель оснащена трубчатым нагревательным элементом (ТЭНом), съемной решеткой, кабелем питания (H05V2V2-F), фронтальной электромеханической панелью управления с цилиндрическим поворотным переключателем и светодиодной лампой индикации. Рамка корпуса и крышка-противень выполнены из нержавеющей стали марки AISI 316 с серебристой сатинированной поверхностью, решетка – из литого чугуна с черной поверхностью, поддон – из нержавеющей стали марки AISI 304, фурнитура – из нержавеющей стали с серебристой поверхностью, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят влагозащитная крышка-противень Thalas 1C306 с интегрированными рукоятками, набор монтажных соединений, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>9-ступенчатая регулировка мощности с помощью поворотного переключателя</li>
<li>Светодиодный индикатор активации нагрева</li>
<li>Простое управление </li>
<li>Съемный поддон для приготовления с использованием лавового камня и сбора жидкости</li>
<li>Откидной ТЭН для удобства очистки</li>
<li>Монтаж над столешницей </li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Thalas</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Номинальная мощность нагревательного элемента: 2,4 кВт</li>
<li>Диапазон регулировки температуры: от 0 до 250 °C</li>
<li>Средняя длительность охлаждения рабочей поверхности при выключении соответственно температуре:
<ul>
<li>150 °С: 45 мин.</li>
<li>От 150 до 200 °С: 70 мин.</li>
<li>Более 200 °С: 90 мин.</li>
</ul>
</li>
<li>Сечение кабеля питания: 3х1,5 мм²</li>
<li>Длина кабеля питания: 900 мм</li>
<li>Толщина рамки корпуса: 6 мм</li>
<li>Высота рабочей поверхности: 23 мм</li>
<li>Минимальный отступ при монтаже:
<ul>
<li>От кромки столешницы: 35 мм</li>
<li>От аналогичной панели: 20 мм</li>
<li>Сверху: 650 мм</li>
</ul>
</li>
</ul>",343083,220 В,2.4 кВт,360 мм,510 мм,91 мм,,,,0,https://entero.ru/manuals/411887/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PBFBQ.pdf;https://entero.ru/manuals/411891/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PBFBQ%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411894/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Barazza%201PBFBQ.png;https://entero.ru/manuals/411929/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,118269,,Италия,Италия,1,,решетка,330х438
https://cdn.entero.ru/mp@2x/24/9e/249ec37c8bbe9336c03e0b33b3894f20.jpg,Гриль-теппанъяки электрический Barazza 1PBFTK satin stainless steel встраиваемый,1PBFTK,169990,RUB,Да,Barazza,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/343084,"<p>Встраиваемый электрический гриль-теппанъяки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343084""><b class=""b"">Barazza 1PBFTK </b></a>предназначен для приготовления большого ассортимента блюд из мяса, морепродуктов и овощей путем открытой жарки с небольшим количеством масла или жира в домашних условиях. Модель оснащена рабочей поверхностью с 2 независимыми зонами нагрева, термостатом, кабелем питания (H05V2V2-F), фронтальной электромеханической панелью управления с 2 цилиндрическими поворотными переключателями и светодиодными лампами индикации. Рабочая поверхность выполнена из высококачественной нержавеющей стали марки AISI 304, рамка и крышка-противень – из нержавеющей стали марки AISI 316 с серебристой сатинированной поверхностью, фурнитура – из нержавеющей стали с серебристой поверхностью, разделочная доска – из массива древесины дуба, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят влагозащитная крышка-противень Thalas 1C306 с интегрированными рукоятками, разделочная доска Thalas 1TTH, набор монтажных соединений, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка температуры с помощью правого поворотного переключателя</li>
<li>Выбор зоны нагрева с помощью левого поворотного переключателя</li>
<li>Светодиодные индикаторы питания и активации нагрева</li>
<li>Простое управление </li>
<li>Сплошная гладкая рабочая поверхность для легкости очистки</li>
<li>Монтаж над столешницей </li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Thalas</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Номинальная мощность нагревательных элементов: 2х1,5 кВт</li>
<li>Диапазон регулировки температуры: от 0 до 250 °C</li>
<li>Средняя длительность охлаждения рабочей поверхности при выключении соответственно температуре:
<ul>
<li>150 °С: 45 мин.</li>
<li>От 150 до 200 °С: 70 мин.</li>
<li>Более 200 °С: 90 мин.</li>
</ul>
</li>
<li>Сечение кабеля питания: 3х1,5 мм²</li>
<li>Длина кабеля питания: 900 мм</li>
<li>Толщина рабочей поверхности и рамки: 6 мм</li>
<li>Минимальный отступ при монтаже:
<ul>
<li>От кромки столешницы: 35 мм</li>
<li>От аналогичной панели: 20 мм</li>
<li>Сверху: 650 мм</li>
</ul>
</li>
</ul>",343084,220 В,3 кВт,360 мм,510 мм,70 мм,,,,0,https://entero.ru/manuals/411888/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PBFTK.pdf;https://entero.ru/manuals/411892/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PBFTK%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411893/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Barazza%201PBFTK.png;https://entero.ru/manuals/411928/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,184772,,Италия,Италия,2,,гладкая,294х404
https://cdn.entero.ru/mp@2x/f0/7d/f07d2ab8672048e7de0589e185476da5.jpg;https://cdn.entero.ru/mp@2x/71/12/711210e7165ccaa29fda15534b7045a0.jpg,Гриль-теппанъяки электрический Barazza 1PTFTK satin stainless steel,1PTFTK,179990,RUB,Да,Barazza,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/343082,"<p>Настольный электрический гриль-теппанъяки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343082""><b class=""b"">Barazza 1PTFTK </b></a>предназначен для приготовления большого ассортимента блюд из мяса, морепродуктов и овощей путем открытой жарки с небольшим количеством масла или жира в домашних условиях. Модель оснащена рабочей поверхностью с 2 независимыми зонами нагрева, термостатом, кабелем питания (H05V2V2-F) с евровилкой (Shuko), фронтальной электромеханической панелью управления с 2 цилиндрическими поворотными переключателями и светодиодными лампами индикации. Рабочая поверхность выполнена из высококачественной нержавеющей стали марки AISI 304, корпус и крышка-противень – из нержавеющей стали марки AISI 316 с серебристой сатинированной поверхностью, фурнитура – из нержавеющей стали с серебристой поверхностью, разделочная доска – из массива древесины дуба, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят влагозащитная крышка-противень Thalas 1C306 с интегрированными рукоятками, разделочная доска Thalas 1TTH, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка температуры с помощью правого поворотного переключателя</li>
<li>Выбор зоны нагрева с помощью левого поворотного переключателя</li>
<li>Светодиодные индикаторы питания и активации нагрева</li>
<li>Простое управление </li>
<li>Устойчивые нескользящие опоры</li>
<li>Сплошная гладкая рабочая поверхность для легкости очистки</li>
<li>Компактные габариты для удобства эксплуатации, транспортировки и хранения</li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Thalas</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Номинальная мощность нагревательных элементов: 2х1,5 кВт</li>
<li>Диапазон регулировки температуры: от 0 до 250 °C</li>
<li>Средняя длительность охлаждения рабочей поверхности при выключении соответственно температуре:
<ul>
<li>150 °С: 45 мин.</li>
<li>От 150 до 200 °С: 70 мин.</li>
<li>Более 200 °С: 90 мин.</li>
</ul>
</li>
<li>Сечение кабеля питания: 3х1,5 мм²</li>
<li>Длина кабеля питания: 2000 мм</li>
<li>Толщина рабочей поверхности: 6 мм</li>
<li>Высота рабочей поверхности: 100 мм</li>
<li>Высота опор: 2,8 мм</li>
<li>Минимальный зазор сверху при эксплуатации: 650 мм</li>
</ul>",343082,220 В,3 кВт,400 мм,550 мм,131 мм,,,,0,https://entero.ru/manuals/411886/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PTFTK.pdf;https://entero.ru/manuals/411890/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PTFTK%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411895/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Barazza%201PTFTK.png;https://entero.ru/manuals/411930/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,191479,,Италия,Италия,2,,гладкая,294х404
https://cdn.entero.ru/mp@2x/91/47/91470f0b69394fe5dba78e6fd43b0a9b.jpg;https://cdn.entero.ru/mp@2x/57/a2/57a2ceb58a72c0c8ac5286bf703e1824.jpg,Гриль-барбекю электрический Barazza 1PTFBQ satin stainless steel,1PTFBQ,179990,RUB,Да,Barazza,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/343081,"<p>Настольный электрический гриль-барбекю <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343081""><b class=""b"">Barazza 1PTFBQ </b></a>предназначен для приготовления большого ассортимента блюд из мяса, морепродуктов, грибов и овощей, а также выпечки в домашних условиях. Модель оснащена трубчатым нагревательным элементом (ТЭНом), съемной решеткой, кабелем питания (H05V2V2-F) с евровилкой (Shuko), фронтальной электромеханической панелью управления с цилиндрическим поворотным переключателем и светодиодной лампой индикации. Корпус и крышка-противень выполнены из нержавеющей стали марки AISI 316 с серебристой сатинированной поверхностью, решетка – из литого чугуна с черной поверхностью, поддон – из нержавеющей стали марки AISI 304, фурнитура – из нержавеющей стали с серебристой поверхностью, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят влагозащитная крышка-противень Thalas 1C306 с интегрированными рукоятками, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>9-ступенчатая регулировка мощности с помощью поворотного переключателя</li>
<li>Светодиодный индикатор активации нагрева</li>
<li>Простое управление </li>
<li>Съемный поддон для приготовления с использованием лавового камня и сбора жидкости</li>
<li>Откидной ТЭН для удобства очистки</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для удобства эксплуатации, транспортировки и хранения</li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Thalas</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Номинальная мощность нагревательного элемента: 2,4 кВт</li>
<li>Диапазон регулировки температуры: от 0 до 250 °C</li>
<li>Средняя длительность охлаждения рабочей поверхности при выключении соответственно температуре:
<ul>
<li>150 °С: 45 мин.</li>
<li>От 150 до 200 °С: 70 мин.</li>
<li>Более 200 °С: 90 мин.</li>
</ul>
</li>
<li>Сечение кабеля питания: 3х1,5 мм²</li>
<li>Длина кабеля питания: 2000 мм</li>
<li>Высота рабочей поверхности: 123 мм</li>
<li>Высота опор: 2,8 мм</li>
<li>Минимальный зазор сверху при эксплуатации: 650 мм</li>
</ul>",343081,220 В,2.4 кВт,400 мм,550 мм,129 мм,,,,0,https://entero.ru/manuals/411885/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PTFBQ.pdf;https://entero.ru/manuals/411889/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201PTFBQ%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411896/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Barazza%201PTFBQ.png;https://entero.ru/manuals/411931/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,Италия,Италия,1,,решетка,330х438
https://cdn.entero.ru/mp@2x/cb/16/cb16d58badeb15078de19e03075d3dc4.jpg;https://cdn.entero.ru/mp@2x/70/09/7009ab1da4e6b5520fe85b06289f1692.jpg;https://cdn.entero.ru/mp@2x/be/6b/be6bd9431bac328df45eb93cdbb2339e.jpg,Гриль Bosch TCG3323,Гриль Bosch TCG3323,0,RUB,Да,Bosch,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/378508,"<p>Гриль<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378508""><b class=""b""> Bosch TCG3323 </b></a>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Рабочая поверхность выполнена из металла с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Электрический привод: равномерное распределение тепла по всей поверхности</li>
<li>Возможность использования верхней панели как самостоятельной</li>
<li>Компактный размер</li>
</ul>",378508,220 В,2 кВт,,,,4 кг,1,325x300x133 мм,0,,,,Германия,,1,рифленая,рифленая,
https://cdn.entero.ru/mp@2x/12/1c/121cb322d7660a72bfd83025af43e510.jpg;https://cdn.entero.ru/mp@2x/9c/0a/9c0a5cc8870c2e95b0775b7821e1a10c.jpg;https://cdn.entero.ru/mp@2x/f0/0d/f00d237c44922b35dc6ecac7707ee193.jpg;https://cdn.entero.ru/mp@2x/3e/1b/3e1bda78af36b967e7f4af2f528a4edc.jpg,Пицца мейкер Princess 115000,Пицца мейкер Princess 115000,6200,RUB,Нет,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/211324,"<p>Пицца мейкер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/211324""><b class=""b"">Princess 115000</b></a> предназначен для приготовления пиццы, пирога, блинов или омлета в частных домах и квартирах. Модель оснащена световым индикатором питания, жарочными пластинами с антипригарным покрытием и нескользящими ножками. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальное и вертикальное хранение</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр: 300 мм</li>
</ul>",211324,220 В,1.45 кВт,,,,,,,0,https://entero.ru/manuals/247827/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Princess%20115000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,Нидерланды,Китай,,,гладкая,
https://cdn.entero.ru/mp@2x/ca/1a/ca1a3f007b50761b88a92a59dea80d7c.jpg;https://cdn.entero.ru/mp@2x/18/eb/18ebb0143b411a4b7bec436331d2e533.jpg;https://cdn.entero.ru/mp@2x/f3/40/f3400582e226ce5442f537ae5da0b991.jpg;https://cdn.entero.ru/mp@2x/0f/f4/0ff409a8caa84ffce854c479a384719f.jpg,Гриль Tristar GR-2846,Гриль Tristar GR-2846,3031,RUB,Нет,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225858,"<p>Гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225858""><b class=""b"">Tristar GR-2846 </b></a>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена встроенными ручками и нескользящими ножками. Крышка корпуса выполнена из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматическая регулировка нагрева</li>
<li>Защита от перегрева</li>
<li>Система блокировки крышки для удобства хранения и переноски</li>
<li>Антипригарное покрытие пластин</li>
<li>Отсек для хранения шнура</li>
<li>Простота очистки</li>
<li>
<p>Цвет корпуса: нержавеющая сталь/черный </p>
</li>
</ul>

<p><br>
<br>
</p>

<p><br>
<br>
<br>
<br>
<br>
<br>
</p>",225858,220 В,0.7 кВт,,,,,,,0,,,1.4 кг,Нидерланды,Китай,2,,,225x140
https://cdn.entero.ru/mp@2x/76/ae/76ae097284b879391c99019a3244b3b8.jpg;https://cdn.entero.ru/mp@2x/cc/7a/cc7a9fcddbd56490fa696d49d89756e0.jpg;https://cdn.entero.ru/mp@2x/4b/4a/4b4a4b3d8a28f0d8f6e55822505dec00.jpg;https://cdn.entero.ru/mp@2x/21/d1/21d1fb46ccc9512241fa7ceab33c9424.jpg,Гриль Tristar GR-2895,Гриль Tristar GR-2895,3892,RUB,Нет,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225849,"<p>Гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225849""><b class=""b"">Tristar GR-2895 </b></a>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена носиком, 2 стаканчиками для сбора жира и нескользящими ножками с регулировкой высоты для лучшего стока жира. Вставка крышки корпуса выполнена из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Плавная регулировка нагрева</li>
<li>Регулируемая по высоте верхняя крышка</li>
<li>Теплоизолированная ручка</li>
<li>Защита от перегрева</li>
<li>Система блокировки крышки для удобства хранения и переноски</li>
<li>Вертикальное и горизонтальное хранение</li>
<li>Антипригарное покрытие пластин</li>
<li>Индикаторы питания и нагрева</li>
<li>Простота очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Угол раскрытия верхней крышки: 180 °</li>
<li>Цвет корпуса: черный </li>
</ul>

<p><br>
<br>
<br>
<br>
<br>
<br>
</p>",225849,220 В,1.5 кВт,,,,,,,0,,,,Нидерланды,Китай,2,,рифленая,278х170
https://cdn.entero.ru/mp@2x/8c/d4/8cd40d3f3e7c0a0b3577ee5c751e4060.jpg,Гриль барбекю Clatronic BQ 2977 N,Гриль барбекю Clatronic BQ 2977 N,4455,RUB,Нет,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225847,"<p>Гриль барбекю<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225847""><b class=""b""> Clatronic BQ 2977 N </b></a>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена кнопкой включения и выключения со световым индикатором, металлическим лотком для сбора жира и хромированной решеткой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Для установки на стол</li>
<li>Приготовление продуктов без жира и неприятного запаха</li>
<li>Защита от перегрева</li>
<li>Простота разборки и очистки</li>
<li>Цвет корпуса: черный </li>
</ul>

<p> </p>",225847,220 В,2 кВт,,,,,,,0,,,,Германия,Китай,1,,решетка,
https://cdn.entero.ru/mp@2x/0a/c7/0ac761b89e2247643dabaf8eb9738ef4.jpg;https://cdn.entero.ru/mp@2x/76/2b/762be525b271816ee993c27d33de14ad.jpg;https://cdn.entero.ru/mp@2x/70/6e/706e27dcda62ee49e8af519220053d47.jpg;https://cdn.entero.ru/mp@2x/b2/e3/b2e3f09f61bed7e2fa9c10f65dbc9cd9.jpg,Гриль Taurus Expansive,Гриль Taurus Expansive,4711,RUB,Нет,Taurus,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/250556,"<p>Контактный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250556"">Taurus Expansive</a></b> предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена световыми индикаторами питания и нагрева. Корпус выполнен из пластика с отделкой из нержавеющей стали, жарочные панели с антипригарным покрытием без содержания PFOA.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка, настраиваемая по высоте продукта</li>
<li>Нескользящие ножки</li>
<li>Защита от перегрева</li>
</ul>",250556,220 В,1.2 кВт,,,,,,,0,https://entero.ru/manuals/307336/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Expansive.pdf,,,Испания,Китай,,рифленая,рифленая,260х165
